"","date","SFIX"
"1","2017-11-17",15.15
"2","2017-11-20",14.85
"3","2017-11-21",15.8
"4","2017-11-22",17.35
"5","2017-11-24",18.620001
"6","2017-11-27",23.08
"7","2017-11-28",23.049999
"8","2017-11-29",22.26
"9","2017-11-30",20.040001
"10","2017-12-01",23.6
"11","2017-12-04",24.040001
"12","2017-12-05",22.969999
"13","2017-12-06",24.040001
"14","2017-12-07",24.34
"15","2017-12-08",23.6
"16","2017-12-11",23.98
"17","2017-12-12",23.540001
"18","2017-12-13",23.92
"19","2017-12-14",23.93
"20","2017-12-15",23.34
"21","2017-12-18",23.85
"22","2017-12-19",24.76
"23","2017-12-20",22.34
"24","2017-12-21",23.190001
"25","2017-12-22",24.620001
"26","2017-12-26",29.139999
"27","2017-12-27",28.700001
"28","2017-12-28",26.93
"29","2017-12-29",25.83
"30","2018-01-02",24.77
"31","2018-01-03",24.629999
"32","2018-01-04",25.360001
"33","2018-01-05",25.77
"34","2018-01-08",26.469999
"35","2018-01-09",25.209999
"36","2018-01-10",25.389999
"37","2018-01-11",25.15
"38","2018-01-12",25.139999
"39","2018-01-16",22.799999
"40","2018-01-17",21.5
"41","2018-01-18",20.700001
"42","2018-01-19",20.700001
"43","2018-01-22",21.26
"44","2018-01-23",21.15
"45","2018-01-24",20.860001
"46","2018-01-25",21
"47","2018-01-26",21.700001
"48","2018-01-29",21.01
"49","2018-01-30",19.99
"50","2018-01-31",20.67
"51","2018-02-01",20.209999
"52","2018-02-02",20.07
"53","2018-02-05",19.379999
"54","2018-02-06",20.440001
"55","2018-02-07",20.940001
"56","2018-02-08",20.049999
"57","2018-02-09",19.559999
"58","2018-02-12",20.129999
"59","2018-02-13",20
"60","2018-02-14",21.049999
"61","2018-02-15",20.82
"62","2018-02-16",20.299999
"63","2018-02-20",19.93
"64","2018-02-21",19.18
"65","2018-02-22",19.24
"66","2018-02-23",19.49
"67","2018-02-26",19.65
"68","2018-02-27",20
"69","2018-02-28",20.700001
"70","2018-03-01",20.25
"71","2018-03-02",21.76
"72","2018-03-05",24.700001
"73","2018-03-06",25.559999
"74","2018-03-07",23.200001
"75","2018-03-08",23.030001
"76","2018-03-09",22.57
"77","2018-03-12",24.120001
"78","2018-03-13",23.25
"79","2018-03-14",21.75
"80","2018-03-15",20.889999
"81","2018-03-16",20.4
"82","2018-03-19",19.93
"83","2018-03-20",20.26
"84","2018-03-21",20.360001
"85","2018-03-22",20.799999
"86","2018-03-23",22.219999
"87","2018-03-26",21.280001
"88","2018-03-27",20.99
"89","2018-03-28",20.780001
"90","2018-03-29",20.280001
"91","2018-04-02",20.09
"92","2018-04-03",20.68
"93","2018-04-04",21.15
"94","2018-04-05",21.32
"95","2018-04-06",21.91
"96","2018-04-09",21.559999
"97","2018-04-10",22.42
"98","2018-04-11",23.18
"99","2018-04-12",23.860001
"100","2018-04-13",23.200001
"101","2018-04-16",21.75
"102","2018-04-17",21.530001
"103","2018-04-18",21.17
"104","2018-04-19",20.5
"105","2018-04-20",20.219999
"106","2018-04-23",20.1
"107","2018-04-24",20.33
"108","2018-04-25",20.99
"109","2018-04-26",20.73
"110","2018-04-27",21.82
"111","2018-04-30",22.950001
"112","2018-05-01",22.120001
"113","2018-05-02",21.68
"114","2018-05-03",22.41
"115","2018-05-04",22.950001
"116","2018-05-07",22.200001
"117","2018-05-08",22.559999
"118","2018-05-09",24.040001
"119","2018-05-10",23.799999
"120","2018-05-11",23.110001
"121","2018-05-14",22.030001
"122","2018-05-15",21.190001
"123","2018-05-16",20.92
"124","2018-05-17",20.969999
"125","2018-05-18",21.139999
"126","2018-05-21",21.24
"127","2018-05-22",20.469999
"128","2018-05-23",20.17
"129","2018-05-24",20.01
"130","2018-05-25",20.01
"131","2018-05-29",19.98
"132","2018-05-30",19.280001
"133","2018-05-31",18.98
"134","2018-06-01",18.98
"135","2018-06-04",18.35
"136","2018-06-05",19.26
"137","2018-06-06",20.629999
"138","2018-06-07",19.67
"139","2018-06-08",24.879999
"140","2018-06-11",23.85
"141","2018-06-12",24.08
"142","2018-06-13",25.459999
"143","2018-06-14",27.120001
"144","2018-06-15",25.85
"145","2018-06-18",27.5
"146","2018-06-19",26.27
"147","2018-06-20",27.08
"148","2018-06-21",28.870001
"149","2018-06-22",30.15
"150","2018-06-25",26.84
"151","2018-06-26",28.48
"152","2018-06-27",27.620001
"153","2018-06-28",28.459999
"154","2018-06-29",27.440001
"155","2018-07-02",27.700001
"156","2018-07-03",26.43
"157","2018-07-05",28.83
"158","2018-07-06",32.41
"159","2018-07-09",31.120001
"160","2018-07-10",32.990002
"161","2018-07-11",33.869999
"162","2018-07-12",31.99
"163","2018-07-13",32.990002
"164","2018-07-16",33.029999
"165","2018-07-17",34.43
"166","2018-07-18",34.240002
"167","2018-07-19",34.25
"168","2018-07-20",34.380001
"169","2018-07-23",33.919998
"170","2018-07-24",31.23
"171","2018-07-25",31.49
"172","2018-07-26",31.15
"173","2018-07-27",29.51
"174","2018-07-30",28.629999
"175","2018-07-31",28.66
"176","2018-08-01",28.870001
"177","2018-08-02",29.15
"178","2018-08-03",28.91
"179","2018-08-06",29.780001
"180","2018-08-07",30.66
"181","2018-08-08",29.93
"182","2018-08-09",31.75
"183","2018-08-10",33.310001
"184","2018-08-13",33.09
"185","2018-08-14",33.75
"186","2018-08-15",32.830002
"187","2018-08-16",34.16
"188","2018-08-17",32.919998
"189","2018-08-20",32.860001
"190","2018-08-21",34.709999
"191","2018-08-22",35.380001
"192","2018-08-23",36.57
"193","2018-08-24",37.98
"194","2018-08-27",37.009998
"195","2018-08-28",37.52
"196","2018-08-29",37.73
"197","2018-08-30",38.580002
"198","2018-08-31",40.580002
"199","2018-09-04",43.27
"200","2018-09-05",44.540001
"201","2018-09-06",45.189999
"202","2018-09-07",44.740002
"203","2018-09-10",45.990002
"204","2018-09-11",45.959999
"205","2018-09-12",44.450001
"206","2018-09-13",48.84
"207","2018-09-14",49.330002
"208","2018-09-17",51.189999
"209","2018-09-18",50.5
"210","2018-09-19",47.110001
"211","2018-09-20",41.66
"212","2018-09-21",40.439999
"213","2018-09-24",41.330002
"214","2018-09-25",42.150002
"215","2018-09-26",42.09
"216","2018-09-27",42.209999
"217","2018-09-28",43.77
"218","2018-10-01",44.630001
"219","2018-10-02",28.940001
"220","2018-10-03",27.91
"221","2018-10-04",28.68
"222","2018-10-05",26.299999
"223","2018-10-08",25.9
"224","2018-10-09",25.190001
"225","2018-10-10",23.709999
"226","2018-10-11",24.6
"227","2018-10-12",26.08
"228","2018-10-15",25.860001
"229","2018-10-16",26.74
"230","2018-10-17",25.33
"231","2018-10-18",25.66
"232","2018-10-19",24.16
