"","date","TECK"
"1","2007-01-03",34.625
"2","2007-01-04",33.43
"3","2007-01-05",33.259998
"4","2007-01-08",33.945
"5","2007-01-09",32.935001
"6","2007-01-10",33.994999
"7","2007-01-11",34.490002
"8","2007-01-12",35.27
"9","2007-01-16",33.849998
"10","2007-01-17",34.755001
"11","2007-01-18",34.060001
"12","2007-01-19",34.564999
"13","2007-01-22",34.689999
"14","2007-01-23",36.075001
"15","2007-01-24",36.970001
"16","2007-01-25",36.145
"17","2007-01-26",36.470001
"18","2007-01-29",35.724998
"19","2007-01-30",36.400002
"20","2007-01-31",36.919998
"21","2007-02-01",37.474998
"22","2007-02-02",35.685001
"23","2007-02-05",35.619999
"24","2007-02-06",36.119999
"25","2007-02-07",35.59
"26","2007-02-08",35.325001
"27","2007-02-09",35.235001
"28","2007-02-12",35.165001
"29","2007-02-13",37.115002
"30","2007-02-14",36.805
"31","2007-02-15",37.599998
"32","2007-02-16",37.82
"33","2007-02-20",37.025002
"34","2007-02-21",37.57
"35","2007-02-22",37.625
"36","2007-02-23",37.040001
"37","2007-02-26",36.884998
"38","2007-02-27",35.294998
"39","2007-02-28",35.224998
"40","2007-03-01",35.014999
"41","2007-03-02",34.060001
"42","2007-03-05",33.055
"43","2007-03-06",33.709999
"44","2007-03-07",33.970001
"45","2007-03-08",33.705002
"46","2007-03-09",34.049999
"47","2007-03-12",34.345001
"48","2007-03-13",33.674999
"49","2007-03-14",33.154999
"50","2007-03-15",33.259998
"51","2007-03-16",32.82
"52","2007-03-19",32.875
"53","2007-03-20",32.66
"54","2007-03-21",33.685001
"55","2007-03-22",34.470001
"56","2007-03-23",34.505001
"57","2007-03-26",35.805
"58","2007-03-27",35.555
"59","2007-03-28",35.395
"60","2007-03-29",35.075001
"61","2007-03-30",34.799999
"62","2007-04-02",35.41
"63","2007-04-03",36.07
"64","2007-04-04",36.305
"65","2007-04-05",36.064999
"66","2007-04-09",36.875
"67","2007-04-10",36.715
"68","2007-04-11",36.540001
"69","2007-04-12",36.32
"70","2007-04-13",37.299999
"71","2007-04-16",39.23
"72","2007-04-17",39.09
"73","2007-04-18",38.825001
"74","2007-04-19",37.994999
"75","2007-04-20",38.035
"76","2007-04-23",37.724998
"77","2007-04-24",38.365002
"78","2007-04-25",39.18
"79","2007-04-26",38.16
"80","2007-04-27",38.224998
"81","2007-04-30",38.014999
"82","2007-05-01",38.145
"83","2007-05-02",39.259998
"84","2007-05-03",40.125
"85","2007-05-04",40.939999
"86","2007-05-07",41.105
"87","2007-05-08",40.610001
"88","2007-05-09",41.535
"89","2007-05-10",41.244999
"90","2007-05-11",42.639999
"91","2007-05-14",40.810001
"92","2007-05-15",41.299999
"93","2007-05-16",40.73
"94","2007-05-17",40.490002
"95","2007-05-18",41.369999
"96","2007-05-21",41.709999
"97","2007-05-22",40.25
"98","2007-05-23",40.07
"99","2007-05-24",38.689999
"100","2007-05-25",40.07
"101","2007-05-29",40.700001
"102","2007-05-30",41.59
"103","2007-05-31",42.240002
"104","2007-06-01",42.700001
"105","2007-06-04",42.5
"106","2007-06-05",43.5
"107","2007-06-06",42.900002
"108","2007-06-07",41.779999
"109","2007-06-08",42.84
"110","2007-06-11",44.189999
"111","2007-06-12",43.139999
"112","2007-06-13",44.869999
"113","2007-06-14",45.82
"114","2007-06-15",46.490002
"115","2007-06-18",46.5
"116","2007-06-19",46.279999
"117","2007-06-20",44.849998
"118","2007-06-21",45.169998
"119","2007-06-22",44.970001
"120","2007-06-25",43.540001
"121","2007-06-26",42.459999
"122","2007-06-27",42.950001
"123","2007-06-28",42.41
"124","2007-06-29",42.5
"125","2007-07-02",44.459999
"126","2007-07-03",43.060001
"127","2007-07-05",44.220001
"128","2007-07-06",44.84
"129","2007-07-09",45.080002
"130","2007-07-10",45.189999
"131","2007-07-11",46.439999
"132","2007-07-12",49.580002
"133","2007-07-13",49.650002
"134","2007-07-16",48.91
"135","2007-07-17",48.689999
"136","2007-07-18",48.66
"137","2007-07-19",49.639999
"138","2007-07-20",49.799999
"139","2007-07-23",49.73
"140","2007-07-24",48.080002
"141","2007-07-25",47.439999
"142","2007-07-26",44.259998
"143","2007-07-27",43.57
"144","2007-07-30",43.639999
"145","2007-07-31",44.400002
"146","2007-08-01",43.52
"147","2007-08-02",44.080002
"148","2007-08-03",42.209999
"149","2007-08-06",41.75
"150","2007-08-07",41.619999
"151","2007-08-08",42.560001
"152","2007-08-09",40.349998
"153","2007-08-10",40.830002
"154","2007-08-13",41.349998
"155","2007-08-14",39.439999
"156","2007-08-15",38.080002
"157","2007-08-16",37.560001
"158","2007-08-17",38.77
"159","2007-08-20",39.150002
"160","2007-08-21",40.509998
"161","2007-08-22",41.810001
"162","2007-08-23",42.189999
"163","2007-08-24",43.400002
"164","2007-08-27",42.720001
"165","2007-08-28",40.049999
"166","2007-08-29",41.150002
"167","2007-08-30",41.029999
"168","2007-08-31",42.630001
"169","2007-09-04",42.57
"170","2007-09-05",41.57
"171","2007-09-06",42.040001
"172","2007-09-07",40.650002
"173","2007-09-10",40.380001
"174","2007-09-11",41.330002
"175","2007-09-12",41.650002
"176","2007-09-13",42.490002
"177","2007-09-14",42.849998
"178","2007-09-17",42.59
"179","2007-09-18",44.900002
"180","2007-09-19",45.959999
"181","2007-09-20",48.119999
"182","2007-09-21",48.02
"183","2007-09-24",47.57
"184","2007-09-25",46.700001
"185","2007-09-26",47.119999
"186","2007-09-27",47.560001
"187","2007-09-28",47.709999
"188","2007-10-01",49.560001
"189","2007-10-02",48.740002
"190","2007-10-03",48.169998
"191","2007-10-04",48.009998
"192","2007-10-05",50.459999
"193","2007-10-08",49.369999
"194","2007-10-09",51.23
"195","2007-10-10",52.080002
"196","2007-10-11",52.049999
"197","2007-10-12",52.610001
"198","2007-10-15",51.650002
"199","2007-10-16",48.73
"200","2007-10-17",48.400002
"201","2007-10-18",49.07
"202","2007-10-19",48.25
"203","2007-10-22",47.220001
"204","2007-10-23",49.200001
"205","2007-10-24",49.599998
"206","2007-10-25",49.09
"207","2007-10-26",49.639999
"208","2007-10-29",51
"209","2007-10-30",48.459999
"210","2007-10-31",50
"211","2007-11-01",47.98
"212","2007-11-02",48.540001
"213","2007-11-05",46.779999
"214","2007-11-06",49.68
"215","2007-11-07",47.130001
"216","2007-11-08",46.970001
"217","2007-11-09",47.34
"218","2007-11-12",42.900002
"219","2007-11-13",43.509998
"220","2007-11-14",44.52
"221","2007-11-15",41.869999
"222","2007-11-16",42.119999
"223","2007-11-19",39.919998
"224","2007-11-20",39.639999
"225","2007-11-21",37.540001
"226","2007-11-23",37.84
"227","2007-11-26",36
"228","2007-11-27",34.939999
"229","2007-11-28",36.380001
"230","2007-11-29",35.880001
"231","2007-11-30",38.209999
"232","2007-12-03",37.5
"233","2007-12-04",35.490002
"234","2007-12-05",35.860001
"235","2007-12-06",37.650002
"236","2007-12-07",38.93
"237","2007-12-10",39.18
"238","2007-12-11",37.16
"239","2007-12-12",37.549999
"240","2007-12-13",35.630001
"241","2007-12-14",35.25
"242","2007-12-17",33.77
"243","2007-12-18",33.900002
"244","2007-12-19",33.540001
"245","2007-12-20",33.799999
"246","2007-12-21",35.630001
"247","2007-12-24",36.720001
"248","2007-12-26",37.27
"249","2007-12-27",36.48
"250","2007-12-28",36.810001
"251","2007-12-31",35.709999
"252","2008-01-02",36.240002
"253","2008-01-03",36.400002
"254","2008-01-04",34.950001
"255","2008-01-07",33.970001
"256","2008-01-08",34.02
"257","2008-01-09",33.98
"258","2008-01-10",34.549999
"259","2008-01-11",33.669998
"260","2008-01-14",34.700001
"261","2008-01-15",33.150002
"262","2008-01-16",32.029999
"263","2008-01-17",30.41
"264","2008-01-18",29.57
"265","2008-01-22",29.290001
"266","2008-01-23",29.57
"267","2008-01-24",31.07
"268","2008-01-25",32.509998
"269","2008-01-28",32.759998
"270","2008-01-29",33.09
"271","2008-01-30",33.41
"272","2008-01-31",32.689999
"273","2008-02-01",35.18
"274","2008-02-04",37.259998
"275","2008-02-05",35.900002
"276","2008-02-06",33.400002
"277","2008-02-07",34.369999
"278","2008-02-08",34.810001
"279","2008-02-11",34.59
"280","2008-02-12",32.77
"281","2008-02-13",34.049999
"282","2008-02-14",33.439999
"283","2008-02-15",33.07
"284","2008-02-19",33.990002
"285","2008-02-20",35.75
"286","2008-02-21",35.52
"287","2008-02-22",36.23
"288","2008-02-25",37.52
"289","2008-02-26",39.029999
"290","2008-02-27",39.950001
"291","2008-02-28",42.240002
"292","2008-02-29",39.959999
"293","2008-03-03",41.59
"294","2008-03-04",40.619999
"295","2008-03-05",42.23
"296","2008-03-06",42.32
"297","2008-03-07",41.98
"298","2008-03-10",40.290001
"299","2008-03-11",42.84
"300","2008-03-12",43.41
"301","2008-03-13",43.5
"302","2008-03-14",43.200001
"303","2008-03-17",41.060001
"304","2008-03-18",41.880001
"305","2008-03-19",37.490002
"306","2008-03-20",37.560001
"307","2008-03-24",38.040001
"308","2008-03-25",39.599998
"309","2008-03-26",41.150002
"310","2008-03-27",41.509998
"311","2008-03-28",42.080002
"312","2008-03-31",40.959999
"313","2008-04-01",40.189999
"314","2008-04-02",41.57
"315","2008-04-03",43.560001
"316","2008-04-04",44.869999
"317","2008-04-07",45.900002
"318","2008-04-08",47.48
"319","2008-04-09",46.049999
"320","2008-04-10",46.860001
"321","2008-04-11",45.52
"322","2008-04-14",44.799999
"323","2008-04-15",45.669998
"324","2008-04-16",47.869999
"325","2008-04-17",46.799999
"326","2008-04-18",47.630001
"327","2008-04-21",47.790001
"328","2008-04-22",47.200001
"329","2008-04-23",47.400002
"330","2008-04-24",46.639999
"331","2008-04-25",45.470001
"332","2008-04-28",45.41
"333","2008-04-29",42.799999
"334","2008-04-30",43.669998
"335","2008-05-01",42.650002
"336","2008-05-02",43.630001
"337","2008-05-05",46.049999
"338","2008-05-06",48.07
"339","2008-05-07",47.740002
"340","2008-05-08",48.27
"341","2008-05-09",48.029999
"342","2008-05-12",47.790001
"343","2008-05-13",48.490002
"344","2008-05-14",49.16
"345","2008-05-15",50.18
"346","2008-05-16",51.709999
"347","2008-05-19",51.73
"348","2008-05-20",52.459999
"349","2008-05-21",50.669998
"350","2008-05-22",50.299999
"351","2008-05-23",50.290001
"352","2008-05-27",48.360001
"353","2008-05-28",50.220001
"354","2008-05-29",47.919998
"355","2008-05-30",49.549999
"356","2008-06-02",50.009998
"357","2008-06-03",49.200001
"358","2008-06-04",47.599998
"359","2008-06-05",49.009998
"360","2008-06-06",48.560001
"361","2008-06-09",47.619999
"362","2008-06-10",46.490002
"363","2008-06-11",47.080002
"364","2008-06-12",46.470001
"365","2008-06-13",46.810001
"366","2008-06-16",48.459999
"367","2008-06-17",48.48
"368","2008-06-18",48.849998
"369","2008-06-19",48.540001
"370","2008-06-20",46.939999
"371","2008-06-23",47.599998
"372","2008-06-24",46.790001
"373","2008-06-25",46.880001
"374","2008-06-26",47.299999
"375","2008-06-27",47.5
"376","2008-06-30",47.950001
"377","2008-07-01",47.080002
"378","2008-07-02",44.380001
"379","2008-07-03",44.43
"380","2008-07-07",42.68
"381","2008-07-08",40.830002
"382","2008-07-09",41
"383","2008-07-10",42.110001
"384","2008-07-11",42.720001
"385","2008-07-14",43.700001
"386","2008-07-15",41.029999
"387","2008-07-16",41.299999
"388","2008-07-17",39.889999
