"","date","XOMA"
"130","2007-07-10",924
"131","2007-07-11",909
"132","2007-07-12",915
"133","2007-07-13",900
"134","2007-07-16",891
"135","2007-07-17",867
"136","2007-07-18",813
"137","2007-07-19",813
"138","2007-07-20",789
"139","2007-07-23",741
"140","2007-07-24",717
"141","2007-07-25",726
"142","2007-07-26",702
"143","2007-07-27",675
"144","2007-07-30",654
"145","2007-07-31",618
"146","2007-08-01",630
"147","2007-08-02",675
"148","2007-08-03",651
"149","2007-08-06",603
"150","2007-08-07",615
"151","2007-08-08",651
"152","2007-08-09",612
"153","2007-08-10",621
"154","2007-08-13",636
"155","2007-08-14",663
"156","2007-08-15",645
"157","2007-08-16",657
"158","2007-08-17",675
"159","2007-08-20",684
"160","2007-08-21",684
"161","2007-08-22",675
"162","2007-08-23",681
"163","2007-08-24",690
"164","2007-08-27",684
"165","2007-08-28",804
"166","2007-08-29",801
"167","2007-08-30",810
"168","2007-08-31",831
"169","2007-09-04",921
"170","2007-09-05",951
"171","2007-09-06",963
"172","2007-09-07",945
"173","2007-09-10",939
"174","2007-09-11",936
"175","2007-09-12",945
"176","2007-09-13",942
"177","2007-09-14",939
"178","2007-09-17",930
"179","2007-09-18",951
"180","2007-09-19",942
"181","2007-09-20",960
"182","2007-09-21",960
"183","2007-09-24",1077
"184","2007-09-25",1050
"185","2007-09-26",1023
"186","2007-09-27",1005
"187","2007-09-28",1023
"188","2007-10-01",1074
"189","2007-10-02",1197
"190","2007-10-03",1155
"191","2007-10-04",1167
"192","2007-10-05",1191
"193","2007-10-08",1176
"194","2007-10-09",1200
"195","2007-10-10",1263
"196","2007-10-11",1272
"197","2007-10-12",1281
"198","2007-10-15",1254
"199","2007-10-16",1203
"200","2007-10-17",1173
"201","2007-10-18",1155
"202","2007-10-19",1077
"203","2007-10-22",1131
"204","2007-10-23",1131
"205","2007-10-24",1131
"206","2007-10-25",1122
"207","2007-10-26",1179
"208","2007-10-29",1161
"209","2007-10-30",1095
"210","2007-10-31",1101
"211","2007-11-01",1038
"212","2007-11-02",1056
"213","2007-11-05",1020
"214","2007-11-06",984
"215","2007-11-07",1044
"216","2007-11-08",1068
"217","2007-11-09",1056
"218","2007-11-12",984
"219","2007-11-13",1020
"220","2007-11-14",1008
"221","2007-11-15",1002
"222","2007-11-16",1011
"223","2007-11-19",993
"224","2007-11-20",1020
"225","2007-11-21",975
"226","2007-11-23",963
"227","2007-11-26",900
"228","2007-11-27",930
"229","2007-11-28",1029
"230","2007-11-29",1134
"231","2007-11-30",1080
"232","2007-12-03",1032
"233","2007-12-04",1095
"234","2007-12-05",1122
"235","2007-12-06",1167
"236","2007-12-07",1143
"237","2007-12-10",1065
"238","2007-12-11",1035
"239","2007-12-12",1050
"240","2007-12-13",1062
"241","2007-12-14",1035
"242","2007-12-17",1002
"243","2007-12-18",1011
"244","2007-12-19",1029
"245","2007-12-20",1038
"246","2007-12-21",1056
"247","2007-12-24",1044
"248","2007-12-26",1062
"249","2007-12-27",969
"250","2007-12-28",984
"251","2007-12-31",1017
"252","2008-01-02",960
"253","2008-01-03",915
"254","2008-01-04",855
"255","2008-01-07",810
"256","2008-01-08",804
"257","2008-01-09",819
"258","2008-01-10",909
"259","2008-01-11",861
"260","2008-01-14",900
"261","2008-01-15",891
"262","2008-01-16",903
"263","2008-01-17",870
"264","2008-01-18",846
"265","2008-01-22",828
"266","2008-01-23",891
"267","2008-01-24",837
"268","2008-01-25",816
"269","2008-01-28",813
"270","2008-01-29",816
"271","2008-01-30",807
"272","2008-01-31",810
"273","2008-02-01",849
"274","2008-02-04",822
"275","2008-02-05",819
"276","2008-02-06",816
"277","2008-02-07",858
"278","2008-02-08",831
"279","2008-02-11",825
"280","2008-02-12",831
"281","2008-02-13",855
"282","2008-02-14",831
"283","2008-02-15",822
"284","2008-02-19",810
"285","2008-02-20",837
"286","2008-02-21",813
"287","2008-02-22",759
"288","2008-02-25",771
"289","2008-02-26",762
"290","2008-02-27",789
"291","2008-02-28",786
"292","2008-02-29",762
"293","2008-03-03",783
"294","2008-03-04",783
"295","2008-03-05",819
"296","2008-03-06",765
"297","2008-03-07",768
"298","2008-03-10",693
"299","2008-03-11",774
"300","2008-03-12",741
"301","2008-03-13",738
"302","2008-03-14",783
"303","2008-03-17",762
"304","2008-03-18",735
"305","2008-03-19",726
"306","2008-03-20",738
"307","2008-03-24",756
"308","2008-03-25",861
"309","2008-03-26",882
"310","2008-03-27",837
"311","2008-03-28",798
"312","2008-03-31",777
"313","2008-04-01",792
"314","2008-04-02",804
"315","2008-04-03",792
"316","2008-04-04",786
"317","2008-04-07",801
"318","2008-04-08",801
"319","2008-04-09",771
"320","2008-04-10",756
"321","2008-04-11",708
"322","2008-04-14",678
"323","2008-04-15",663
"324","2008-04-16",726
"325","2008-04-17",723
"326","2008-04-18",726
"327","2008-04-21",723
"328","2008-04-22",687
"329","2008-04-23",726
"330","2008-04-24",723
"331","2008-04-25",705
"332","2008-04-28",711
"333","2008-04-29",717
"334","2008-04-30",726
"335","2008-05-01",735
"336","2008-05-02",726
"337","2008-05-05",732
"338","2008-05-06",729
"339","2008-05-07",696
"340","2008-05-08",687
"341","2008-05-09",696
"342","2008-05-12",645
"343","2008-05-13",630
"344","2008-05-14",597
"345","2008-05-15",618
"346","2008-05-16",606
"347","2008-05-19",612
"348","2008-05-20",597
"349","2008-05-21",594
"350","2008-05-22",582
"351","2008-05-23",570
"352","2008-05-27",561
"353","2008-05-28",552
"354","2008-05-29",588
"355","2008-05-30",600
"356","2008-06-02",585
"357","2008-06-03",567
"358","2008-06-04",573
"359","2008-06-05",591
"360","2008-06-06",564
"361","2008-06-09",573
"362","2008-06-10",624
"363","2008-06-11",588
"364","2008-06-12",573
"365","2008-06-13",585
"366","2008-06-16",582
"367","2008-06-17",573
"368","2008-06-18",552
"369","2008-06-19",555
"370","2008-06-20",549
"371","2008-06-23",543
"372","2008-06-24",537
"373","2008-06-25",543
"374","2008-06-26",519
"375","2008-06-27",507
"376","2008-06-30",507
"377","2008-07-01",486
"378","2008-07-02",510
"379","2008-07-03",498
"380","2008-07-07",498
"381","2008-07-08",567
"382","2008-07-09",537
"383","2008-07-10",540
"384","2008-07-11",540
"385","2008-07-14",525
"386","2008-07-15",534
"387","2008-07-16",576
"388","2008-07-17",591
"389","2008-07-18",561
"390","2008-07-21",618
"391","2008-07-22",657
"392","2008-07-23",651
"393","2008-07-24",654
"394","2008-07-25",651
"395","2008-07-28",585
"396","2008-07-29",621
"397","2008-07-30",633
"398","2008-07-31",690
"399","2008-08-01",693
"400","2008-08-04",666
"401","2008-08-05",684
"402","2008-08-06",705
"403","2008-08-07",636
"404","2008-08-08",630
"405","2008-08-11",684
"406","2008-08-12",684
"407","2008-08-13",678
"408","2008-08-14",693
"409","2008-08-15",681
"410","2008-08-18",672
"411","2008-08-19",642
"412","2008-08-20",600
"413","2008-08-21",612
"414","2008-08-22",618
"415","2008-08-25",597
"416","2008-08-26",609
"417","2008-08-27",609
"418","2008-08-28",630
"419","2008-08-29",621
"420","2008-09-02",630
"421","2008-09-03",639
"422","2008-09-04",612
"423","2008-09-05",630
"424","2008-09-08",669
"425","2008-09-09",672
"426","2008-09-10",684
"427","2008-09-11",687
"428","2008-09-12",681
"429","2008-09-15",657
"430","2008-09-16",660
"431","2008-09-17",606
"432","2008-09-18",663
"433","2008-09-19",690
"434","2008-09-22",669
"435","2008-09-23",654
"436","2008-09-24",603
"437","2008-09-25",612
"438","2008-09-26",627
"439","2008-09-29",633
"440","2008-09-30",630
"441","2008-10-01",597
"442","2008-10-02",546
"443","2008-10-03",480
"444","2008-10-06",435
"445","2008-10-07",399
"446","2008-10-08",399
"447","2008-10-09",375
"448","2008-10-10",360
"449","2008-10-13",480
"450","2008-10-14",474
"451","2008-10-15",375
"452","2008-10-16",447
"453","2008-10-17",441
"454","2008-10-20",510
"455","2008-10-21",492
"456","2008-10-22",492
"457","2008-10-23",474
"458","2008-10-24",396
"459","2008-10-27",345
"460","2008-10-28",381
"461","2008-10-29",372
"462","2008-10-30",381
"463","2008-10-31",375
"464","2008-11-03",384
"465","2008-11-04",387
"466","2008-11-05",336
"467","2008-11-06",324
"468","2008-11-07",339
"469","2008-11-10",348
"470","2008-11-11",324
"471","2008-11-12",303
"472","2008-11-13",327
"473","2008-11-14",303
"474","2008-11-17",303
"475","2008-11-18",267
"476","2008-11-19",264
"477","2008-11-20",249
"478","2008-11-21",234
"479","2008-11-24",255
"480","2008-11-25",267
"481","2008-11-26",273
"482","2008-11-28",282
"483","2008-12-01",234
"484","2008-12-02",273
"485","2008-12-03",276
"486","2008-12-04",273
"487","2008-12-05",297
"488","2008-12-08",321
"489","2008-12-09",297
"490","2008-12-10",294
"491","2008-12-11",276
"492","2008-12-12",270
"493","2008-12-15",255
"494","2008-12-16",264
"495","2008-12-17",249
"496","2008-12-18",219
"497","2008-12-19",219
"498","2008-12-22",198
"499","2008-12-23",186
"500","2008-12-24",195
"501","2008-12-26",204
"502","2008-12-29",186
"503","2008-12-30",180
"504","2008-12-31",186
"505","2009-01-02",201
"506","2009-01-05",225
"507","2009-01-06",231
"508","2009-01-07",222
"509","2009-01-08",225
"510","2009-01-09",213
"511","2009-01-12",213
"512","2009-01-13",216
"513","2009-01-14",192
"514","2009-01-15",192
"515","2009-01-16",210
"516","2009-01-20",183
"517","2009-01-21",207
"518","2009-01-22",198
"519","2009-01-23",198
"520","2009-01-26",210
"521","2009-01-27",204
"522","2009-01-28",213
"523","2009-01-29",201
"524","2009-01-30",198
"525","2009-02-02",210
"526","2009-02-03",222
"527","2009-02-04",240
"528","2009-02-05",243
"529","2009-02-06",264
"530","2009-02-09",270
"531","2009-02-10",252
"532","2009-02-11",240
"533","2009-02-12",252
"534","2009-02-13",255
"535","2009-02-17",243
"536","2009-02-18",225
"537","2009-02-19",216
"538","2009-02-20",192
"539","2009-02-23",186
"540","2009-02-24",195
"541","2009-02-25",177
"542","2009-02-26",168
"543","2009-02-27",153
"544","2009-03-02",153
"545","2009-03-03",171
"546","2009-03-04",180
"547","2009-03-05",150
"548","2009-03-06",171
"549","2009-03-09",162
"550","2009-03-10",153
"551","2009-03-11",150
"552","2009-03-12",120
"553","2009-03-13",114
"554","2009-03-16",120
"555","2009-03-17",126
"556","2009-03-18",120
"557","2009-03-19",123
"558","2009-03-20",114
"559","2009-03-23",129
"560","2009-03-24",120
"561","2009-03-25",132
"562","2009-03-26",159
"563","2009-03-27",168
"564","2009-03-30",153
"565","2009-03-31",159
"566","2009-04-01",159
"567","2009-04-02",144
"568","2009-04-03",150
"569","2009-04-06",141
"570","2009-04-07",138
"571","2009-04-08",141
"572","2009-04-09",138
"573","2009-04-13",132
"574","2009-04-14",123
"575","2009-04-15",123
"576","2009-04-16",123
"577","2009-04-17",138
"578","2009-04-20",129
"579","2009-04-21",141
"580","2009-04-22",135
"581","2009-04-23",129
"582","2009-04-24",135
"583","2009-04-27",147
"584","2009-04-28",165
"585","2009-04-29",183
"586","2009-04-30",162
"587","2009-05-01",171
"588","2009-05-04",174
"589","2009-05-05",168
"590","2009-05-06",180
"591","2009-05-07",189
"592","2009-05-08",210
"593","2009-05-11",240
"594","2009-05-12",207
"595","2009-05-13",189
"596","2009-05-14",255
"597","2009-05-15",249
"598","2009-05-18",243
"599","2009-05-19",252
"600","2009-05-20",249
"601","2009-05-21",228
"602","2009-05-22",216
"603","2009-05-26",216
"604","2009-05-27",228
"605","2009-05-28",234
"606","2009-05-29",243
"607","2009-06-01",246
"608","2009-06-02",252
"609","2009-06-03",255
"610","2009-06-04",354
"611","2009-06-05",318
"612","2009-06-08",354
"613","2009-06-09",333
"614","2009-06-10",318
"615","2009-06-11",297
"616","2009-06-12",276
"617","2009-06-15",309
"618","2009-06-16",288
"619","2009-06-17",282
"620","2009-06-18",282
"621","2009-06-19",276
"622","2009-06-22",258
"623","2009-06-23",246
"624","2009-06-24",243
"625","2009-06-25",252
"626","2009-06-26",213
"627","2009-06-29",240
"628","2009-06-30",246
"629","2009-07-01",246
"630","2009-07-02",240
"631","2009-07-06",234
"632","2009-07-07",234
"633","2009-07-08",228
"634","2009-07-09",225
"635","2009-07-10",237
"636","2009-07-13",243
"637","2009-07-14",261
"638","2009-07-15",234
"639","2009-07-16",222
"640","2009-07-17",228
"641","2009-07-20",234
"642","2009-07-21",231
"643","2009-07-22",225
"644","2009-07-23",234
"645","2009-07-24",231
"646","2009-07-27",243
"647","2009-07-28",300
"648","2009-07-29",282
"649","2009-07-30",279
"650","2009-07-31",270
"651","2009-08-03",279
"652","2009-08-04",273
"653","2009-08-05",273
"654","2009-08-06",270
"655","2009-08-07",249
"656","2009-08-10",255
"657","2009-08-11",252
"658","2009-08-12",252
"659","2009-08-13",246
"660","2009-08-14",237
"661","2009-08-17",234
"662","2009-08-18",243
"663","2009-08-19",273
"664","2009-08-20",261
"665","2009-08-21",261
"666","2009-08-24",258
"667","2009-08-25",255
"668","2009-08-26",267
"669","2009-08-27",255
"670","2009-08-28",258
"671","2009-08-31",261
"672","2009-09-01",258
"673","2009-09-02",246
"674","2009-09-03",243
"675","2009-09-04",243
"676","2009-09-08",246
"677","2009-09-09",267
"678","2009-09-10",261
"679","2009-09-11",258
"680","2009-09-14",261
"681","2009-09-15",264
"682","2009-09-16",252
"683","2009-09-17",252
"684","2009-09-18",258
"685","2009-09-21",261
"686","2009-09-22",255
"687","2009-09-23",303
"688","2009-09-24",264
"689","2009-09-25",246
"690","2009-09-28",243
"691","2009-09-29",243
"692","2009-09-30",243
"693","2009-10-01",237
"694","2009-10-02",237
"695","2009-10-05",237
"696","2009-10-06",240
"697","2009-10-07",240
"698","2009-10-08",246
"699","2009-10-09",240
"700","2009-10-12",237
"701","2009-10-13",240
"702","2009-10-14",240
"703","2009-10-15",240
"704","2009-10-16",234
"705","2009-10-19",240
"706","2009-10-20",237
"707","2009-10-21",240
"708","2009-10-22",234
"709","2009-10-23",231
"710","2009-10-26",228
"711","2009-10-27",219
"712","2009-10-28",213
"713","2009-10-29",213
"714","2009-10-30",204
"715","2009-11-02",201
"716","2009-11-03",207
"717","2009-11-04",213
"718","2009-11-05",222
"719","2009-11-06",228
"720","2009-11-09",213
"721","2009-11-10",213
"722","2009-11-11",210
"723","2009-11-12",210
"724","2009-11-13",213
"725","2009-11-16",216
"726","2009-11-17",219
"727","2009-11-18",240
"728","2009-11-19",237
"729","2009-11-20",222
"730","2009-11-23",219
"731","2009-11-24",219
"732","2009-11-25",219
"733","2009-11-27",213
"734","2009-11-30",225
"735","2009-12-01",225
"736","2009-12-02",222
"737","2009-12-03",219
"738","2009-12-04",216
"739","2009-12-07",213
"740","2009-12-08",213
"741","2009-12-09",210
"742","2009-12-10",210
"743","2009-12-11",210
"744","2009-12-14",210
"745","2009-12-15",207
"746","2009-12-16",204
"747","2009-12-17",201
"748","2009-12-18",192
"749","2009-12-21",198
"750","2009-12-22",207
"751","2009-12-23",207
"752","2009-12-24",204
"753","2009-12-28",213
"754","2009-12-29",210
"755","2009-12-30",207
"756","2009-12-31",210
"757","2010-01-04",210
"758","2010-01-05",207
"759","2010-01-06",210
"760","2010-01-07",207
"761","2010-01-08",210
"762","2010-01-11",213
"763","2010-01-12",216
"764","2010-01-13",219
"765","2010-01-14",216
"766","2010-01-15",216
"767","2010-01-19",210
"768","2010-01-20",210
"769","2010-01-21",204
"770","2010-01-22",198
"771","2010-01-25",201
"772","2010-01-26",201
"773","2010-01-27",198
"774","2010-01-28",192
"775","2010-01-29",186
"776","2010-02-01",195
"777","2010-02-02",129
"778","2010-02-03",135
"779","2010-02-04",129
"780","2010-02-05",126
"781","2010-02-08",129
"782","2010-02-09",126
"783","2010-02-10",123
"784","2010-02-11",126
"785","2010-02-12",129
"786","2010-02-16",138
"787","2010-02-17",141
"788","2010-02-18",138
"789","2010-02-19",138
"790","2010-02-22",141
"791","2010-02-23",138
"792","2010-02-24",138
"793","2010-02-25",141
"794","2010-02-26",144
"795","2010-03-01",147
"796","2010-03-02",165
"797","2010-03-03",153
"798","2010-03-04",150
"799","2010-03-05",150
"800","2010-03-08",165
"801","2010-03-09",168
"802","2010-03-10",165
"803","2010-03-11",168
"804","2010-03-12",168
"805","2010-03-15",171
"806","2010-03-16",165
"807","2010-03-17",159
"808","2010-03-18",159
"809","2010-03-19",159
"810","2010-03-22",162
"811","2010-03-23",165
"812","2010-03-24",177
"813","2010-03-25",171
"814","2010-03-26",180
"815","2010-03-29",180
"816","2010-03-30",174
"817","2010-03-31",171
"818","2010-04-01",174
"819","2010-04-05",180
"820","2010-04-06",177
"821","2010-04-07",174
"822","2010-04-08",180
"823","2010-04-09",183
"824","2010-04-12",204
"825","2010-04-13",237
"826","2010-04-14",225
"827","2010-04-15",213
"828","2010-04-16",219
"829","2010-04-19",213
"830","2010-04-20",219
"831","2010-04-21",216
"832","2010-04-22",213
"833","2010-04-23",210
"834","2010-04-26",210
"835","2010-04-27",198
"836","2010-04-28",201
"837","2010-04-29",198
"838","2010-04-30",198
"839","2010-05-03",204
"840","2010-05-04",198
"841","2010-05-05",204
"842","2010-05-06",180
"843","2010-05-07",162
"844","2010-05-10",174
"845","2010-05-11",168
"846","2010-05-12",174
"847","2010-05-13",174
"848","2010-05-14",171
"849","2010-05-17",174
"850","2010-05-18",171
"851","2010-05-19",165
"852","2010-05-20",153
"853","2010-05-21",162
"854","2010-05-24",150
"855","2010-05-25",147
"856","2010-05-26",135
"857","2010-05-27",129
"858","2010-05-28",132
"859","2010-06-01",141
"860","2010-06-02",153
"861","2010-06-03",144
"862","2010-06-04",144
"863","2010-06-07",138
"864","2010-06-08",132
"865","2010-06-09",129
"866","2010-06-10",129
"867","2010-06-11",132
"868","2010-06-14",135
"869","2010-06-15",147
"870","2010-06-16",141
"871","2010-06-17",144
"872","2010-06-18",150
"873","2010-06-21",144
"874","2010-06-22",135
"875","2010-06-23",132
"876","2010-06-24",129
"877","2010-06-25",126
"878","2010-06-28",132
"879","2010-06-29",123
"880","2010-06-30",123
"881","2010-07-01",123
"882","2010-07-02",120
"883","2010-07-06",114
"884","2010-07-07",111
"885","2010-07-08",111
"886","2010-07-09",111
"887","2010-07-12",111
"888","2010-07-13",117
"889","2010-07-14",120
"890","2010-07-15",117
"891","2010-07-16",117
"892","2010-07-19",114
"893","2010-07-20",111
"894","2010-07-21",105
"895","2010-07-22",108
"896","2010-07-23",102
"897","2010-07-26",102
"898","2010-07-27",93
"899","2010-07-28",90
"900","2010-07-29",90
"901","2010-07-30",87
"902","2010-08-02",87
"903","2010-08-03",84
"904","2010-08-04",96
"905","2010-08-05",87
"906","2010-08-06",87
"907","2010-08-09",90
"908","2010-08-10",84
"909","2010-08-11",81
"910","2010-08-12",81
"911","2010-08-13",78
"912","2010-08-16",84
"913","2010-08-17",84
"914","2010-08-18",73
"915","2010-08-19",66.599998
"916","2010-08-20",64
"917","2010-08-23",62.599998
"918","2010-08-24",56.799999
"919","2010-08-25",53.799999
"920","2010-08-26",52.599998
"921","2010-08-27",58.599998
"922","2010-08-30",55
"923","2010-08-31",57.799999
"924","2010-09-01",57.400002
"925","2010-09-02",57.599998
"926","2010-09-03",58.400002
"927","2010-09-07",65.199997
"928","2010-09-08",63
"929","2010-09-09",65.199997
"930","2010-09-10",66
"931","2010-09-13",66
"932","2010-09-14",66
"933","2010-09-15",64.800003
"934","2010-09-16",64
"935","2010-09-17",60.599998
"936","2010-09-20",59.799999
"937","2010-09-21",58.599998
"938","2010-09-22",56.799999
"939","2010-09-23",60
"940","2010-09-24",60
"941","2010-09-27",61.400002
"942","2010-09-28",65.199997
"943","2010-09-29",63
"944","2010-09-30",61
"945","2010-10-01",61.400002
"946","2010-10-04",65
"947","2010-10-05",66.599998
"948","2010-10-06",66.599998
"949","2010-10-07",66
"950","2010-10-08",63
"951","2010-10-11",64
"952","2010-10-12",66
"953","2010-10-13",65.400002
"954","2010-10-14",64.800003
"955","2010-10-15",63
"956","2010-10-18",62
"957","2010-10-19",60.599998
"958","2010-10-20",58.799999
"959","2010-10-21",58
"960","2010-10-22",57.799999
"961","2010-10-25",56.799999
"962","2010-10-26",55.599998
"963","2010-10-27",50.599998
"964","2010-10-28",47
"965","2010-10-29",46.200001
"966","2010-11-01",48.200001
"967","2010-11-02",46.799999
"968","2010-11-03",47.599998
"969","2010-11-04",47.799999
"970","2010-11-05",52.599998
"971","2010-11-08",48.400002
"972","2010-11-09",49
"973","2010-11-10",51
"974","2010-11-11",49.799999
"975","2010-11-12",49.200001
"976","2010-11-15",48.799999
"977","2010-11-16",46.799999
"978","2010-11-17",47.200001
"979","2010-11-18",48
"980","2010-11-19",47.799999
"981","2010-11-22",46.400002
"982","2010-11-23",46.599998
"983","2010-11-24",46.799999
"984","2010-11-26",47.200001
"985","2010-11-29",45.599998
"986","2010-11-30",47.599998
"987","2010-12-01",46.799999
"988","2010-12-02",46.799999
"989","2010-12-03",46.799999
"990","2010-12-06",47.599998
"991","2010-12-07",47.599998
"992","2010-12-08",46.400002
"993","2010-12-09",47
"994","2010-12-10",47
"995","2010-12-13",47
"996","2010-12-14",48.200001
"997","2010-12-15",47
"998","2010-12-16",47.599998
"999","2010-12-17",48
"1000","2010-12-20",47.599998
"1001","2010-12-21",81
"1002","2010-12-22",90
"1003","2010-12-23",143.199997
"1004","2010-12-27",122.800003
"1005","2010-12-28",95
"1006","2010-12-29",102
"1007","2010-12-30",106.599998
"1008","2010-12-31",102.599998
"1009","2011-01-03",106
"1010","2011-01-04",146.199997
"1011","2011-01-05",133.399994
"1012","2011-01-06",135.600006
"1013","2011-01-07",116.599998
"1014","2011-01-10",115.800003
"1015","2011-01-11",114.400002
"1016","2011-01-12",117.599998
"1017","2011-01-13",114.800003
"1018","2011-01-14",115.800003
"1019","2011-01-18",119
"1020","2011-01-19",116.199997
"1021","2011-01-20",117.199997
"1022","2011-01-21",116.400002
"1023","2011-01-24",114.800003
"1024","2011-01-25",115.400002
"1025","2011-01-26",114.800003
"1026","2011-01-27",113.199997
"1027","2011-01-28",111.400002
"1028","2011-01-31",109.800003
"1029","2011-02-01",106.599998
"1030","2011-02-02",106.800003
"1031","2011-02-03",101.800003
"1032","2011-02-04",100.800003
"1033","2011-02-07",105.800003
"1034","2011-02-08",104.400002
"1035","2011-02-09",101.199997
"1036","2011-02-10",103
"1037","2011-02-11",102.599998
"1038","2011-02-14",101.400002
"1039","2011-02-15",100
"1040","2011-02-16",98
"1041","2011-02-17",106.800003
"1042","2011-02-18",102.800003
"1043","2011-02-22",101.400002
"1044","2011-02-23",100
"1045","2011-02-24",97.199997
"1046","2011-02-25",100.400002
"1047","2011-02-28",104.599998
"1048","2011-03-01",103.599998
"1049","2011-03-02",104.599998
"1050","2011-03-03",102.400002
"1051","2011-03-04",102.400002
"1052","2011-03-07",103
"1053","2011-03-08",103
"1054","2011-03-09",101
"1055","2011-03-10",100
"1056","2011-03-11",97.199997
"1057","2011-03-14",93.800003
"1058","2011-03-15",88.599998
"1059","2011-03-16",90.800003
"1060","2011-03-17",92
"1061","2011-03-18",90.199997
"1062","2011-03-21",94.800003
"1063","2011-03-22",100.400002
"1064","2011-03-23",70.400002
"1065","2011-03-24",65.800003
"1066","2011-03-25",65.800003
"1067","2011-03-28",61.200001
"1068","2011-03-29",58.200001
"1069","2011-03-30",58.200001
"1070","2011-03-31",55.799999
"1071","2011-04-01",59.599998
"1072","2011-04-04",57.200001
"1073","2011-04-05",57.400002
"1074","2011-04-06",59.599998
"1075","2011-04-07",66.400002
"1076","2011-04-08",60
"1077","2011-04-11",60.799999
"1078","2011-04-12",60.200001
"1079","2011-04-13",59.599998
"1080","2011-04-14",62.599998
"1081","2011-04-15",61
"1082","2011-04-18",58
"1083","2011-04-19",60.799999
"1084","2011-04-20",59.599998
"1085","2011-04-21",60.200001
"1086","2011-04-25",60.200001
"1087","2011-04-26",60
"1088","2011-04-27",59.599998
"1089","2011-04-28",60.200001
"1090","2011-04-29",59.599998
"1091","2011-05-02",59
"1092","2011-05-03",58.200001
"1093","2011-05-04",55.400002
"1094","2011-05-05",58.200001
"1095","2011-05-06",61
"1096","2011-05-09",60.599998
"1097","2011-05-10",62.400002
"1098","2011-05-11",60.799999
"1099","2011-05-12",61
"1100","2011-05-13",61
"1101","2011-05-16",59.799999
"1102","2011-05-17",60.200001
"1103","2011-05-18",61.400002
"1104","2011-05-19",59.599998
"1105","2011-05-20",59
"1106","2011-05-23",57.799999
"1107","2011-05-24",58
"1108","2011-05-25",60.400002
"1109","2011-05-26",60.599998
"1110","2011-05-27",60.599998
"1111","2011-05-31",60.799999
"1112","2011-06-01",59
