"","date","GPRK"
"1","2010-10-15",10.25
"2","2010-10-18",10.25
"3","2010-10-19",10.25
"4","2010-10-20",10.25
"5","2010-10-21",10.6
"6","2010-10-22",11.35
"7","2010-10-25",11
"8","2010-10-26",11
"9","2010-10-27",11
"10","2010-10-28",11
"11","2010-10-29",11
"12","2010-11-01",11
"13","2010-11-02",11
"14","2010-11-03",11
"15","2010-11-04",11
"16","2010-11-05",12.5
"17","2010-11-08",12.5
"18","2010-11-09",12.5
"19","2010-11-10",12.5
"20","2010-11-11",12.5
"21","2010-11-12",11.83
"22","2010-11-15",11.83
"23","2010-11-16",11.83
"24","2010-11-17",11.83
"25","2010-11-18",12.15
"26","2010-11-19",12.15
"27","2010-11-22",12.15
"28","2010-11-23",12.15
"29","2010-11-24",12.15
"30","2010-11-26",12.15
"31","2010-11-29",12.25
"32","2010-11-30",12.25
"33","2010-12-01",12.25
"34","2010-12-02",12
"35","2010-12-03",12
"36","2010-12-06",12
"37","2010-12-07",12
"38","2010-12-08",12
"39","2010-12-09",12
"40","2010-12-10",12.74
"41","2010-12-13",12.74
"42","2010-12-14",12.74
"43","2010-12-15",12.74
"44","2010-12-16",12.74
"45","2010-12-17",12.74
"46","2010-12-20",13.9
"47","2010-12-21",13.9
"48","2010-12-22",13.9
"49","2010-12-23",13.9
"50","2010-12-27",13.9
"51","2010-12-28",13.9
"52","2010-12-29",13.9
"53","2010-12-30",13.9
"54","2010-12-31",13.9
"55","2011-01-03",13.9
"56","2011-01-04",13.9
"57","2011-01-05",14
"58","2011-01-06",14
"59","2011-01-07",14
"60","2011-01-10",14
"61","2011-01-11",14
"62","2011-01-12",14
"63","2011-01-13",14.1
"64","2011-01-14",14.1
"65","2011-01-18",13.83
"66","2011-01-19",13.83
"67","2011-01-20",13.83
"68","2011-01-21",13.83
"69","2011-01-24",13.83
"70","2011-01-25",13.83
"71","2011-01-26",12.5
"72","2011-01-27",12.5
"73","2011-01-28",12.5
"74","2011-01-31",12.5
"75","2011-02-01",12.5
"76","2011-02-02",12.5
"77","2011-02-03",12.5
"78","2011-02-04",12.3
"79","2011-02-07",12.4
"80","2011-02-08",12.3
"81","2011-02-09",12.3
"82","2011-02-10",12
"83","2011-02-11",12
"84","2011-02-14",11.58
"85","2011-02-15",11.88
"86","2011-02-16",11.68
"87","2011-02-17",11.68
"88","2011-02-18",11.74
"89","2011-02-22",11.6
"90","2011-02-23",11.73
"91","2011-02-24",11.6
"92","2011-02-25",11.54
"93","2011-02-28",11.3
"94","2011-03-01",11.5
"95","2011-03-02",11.3
"96","2011-03-03",11.3
"97","2011-03-04",11.19
"98","2011-03-07",11.19
"99","2011-03-08",10.95
"100","2011-03-09",10.89
"101","2011-03-10",10.89
"102","2011-03-11",10.89
"103","2011-03-14",10.89
"104","2011-03-15",10.89
"105","2011-03-16",10.89
"106","2011-03-17",10.89
"107","2011-03-18",10.89
"108","2011-03-21",10.89
"109","2011-03-22",10.89
"110","2011-03-23",11
"111","2011-03-24",11.09
"112","2011-03-25",10.91
"113","2011-03-28",10.91
"114","2011-03-29",10.91
"115","2011-03-30",10.91
"116","2011-03-31",10.91
"117","2011-04-01",10.91
"118","2011-04-04",11.84
"119","2011-04-05",11.84
"120","2011-04-06",11.84
"121","2011-04-07",11.84
"122","2011-04-08",11.84
"123","2011-04-11",11.84
"124","2011-04-12",11.84
"125","2011-04-13",11.84
"126","2011-04-14",11.84
"127","2011-04-15",11.84
"128","2011-04-18",11.84
"129","2011-04-19",11.84
"130","2011-04-20",11.84
"131","2011-04-21",11.84
"132","2011-04-25",11.84
"133","2011-04-26",11.85
"134","2011-04-27",11.85
"135","2011-04-28",11.85
"136","2011-04-29",11.85
"137","2011-05-02",12
"138","2011-05-03",12
"139","2011-05-04",12
"140","2011-05-05",12.62
"141","2011-05-06",12.62
"142","2011-05-09",12.25
"143","2011-05-10",12.25
"144","2011-05-11",12.25
"145","2011-05-12",12.25
"146","2011-05-13",12.25
"147","2011-05-16",12.25
"148","2011-05-17",12.25
"149","2011-05-18",12.25
"150","2011-05-19",12.25
"151","2011-05-20",12.25
"152","2011-05-23",12.25
"153","2011-05-24",12.25
"154","2011-05-25",12.25
"155","2011-05-26",12.25
"156","2011-05-27",12.25
"157","2011-05-31",12.25
"158","2011-06-01",10.8
"159","2011-06-02",10.8
"160","2011-06-03",10.8
"161","2011-06-06",10.8
"162","2011-06-07",10.8
"163","2011-06-08",10.5
"164","2011-06-09",10.5
"165","2011-06-10",10.5
"166","2011-06-13",10.5
"167","2011-06-14",10.5
"168","2011-06-15",10.5
"169","2011-06-16",10.5
"170","2011-06-17",10.5
"171","2011-06-20",10.5
"172","2011-06-21",10.71
"173","2011-06-22",10.67
"174","2011-06-23",10.67
"175","2011-06-24",10.67
"176","2011-06-27",10.67
"177","2011-06-28",10.67
"178","2011-06-29",10.67
"179","2011-06-30",10.67
"180","2011-07-01",10.67
"181","2011-07-05",10.67
"182","2011-07-06",10.65
"183","2011-07-07",10.65
"184","2011-07-08",10.65
"185","2011-07-11",10.65
"186","2011-07-12",10.65
"187","2011-07-13",10.65
"188","2011-07-14",10.65
"189","2011-07-15",10.65
"190","2011-07-18",10.32
"191","2011-07-19",10.32
"192","2011-07-20",10.32
"193","2011-07-21",10.32
"194","2011-07-22",10.32
"195","2011-07-25",10.32
"196","2011-07-26",10.32
"197","2011-07-27",10.32
"198","2011-07-28",10.32
"199","2011-07-29",10.32
"200","2011-08-01",10.32
"201","2011-08-02",10.32
"202","2011-08-03",10.32
"203","2011-08-04",10.32
"204","2011-08-05",10.32
"205","2011-08-08",10.32
"206","2011-08-09",10.32
"207","2011-08-10",10.32
"208","2011-08-11",8.25
"209","2011-08-12",8.75
"210","2011-08-15",8.75
"211","2011-08-16",8.2
"212","2011-08-17",8.2
"213","2011-08-18",8.2
"214","2011-08-19",8.2
"215","2011-08-22",8.2
"216","2011-08-23",8.2
"217","2011-08-24",8.2
"218","2011-08-25",8.2
"219","2011-08-26",8.2
"220","2011-08-29",8.2
"221","2011-08-30",8.2
"222","2011-08-31",8.2
"223","2011-09-01",8.2
"224","2011-09-02",8.2
"225","2011-09-06",8.2
"226","2011-09-07",8.2
"227","2011-09-08",8.2
"228","2011-09-09",8
"229","2011-09-12",8
"230","2011-09-13",8
"231","2011-09-14",8
"232","2011-09-15",8
"233","2011-09-16",7.85
"234","2011-09-19",7.85
"235","2011-09-20",7.85
"236","2011-09-21",7.85
"237","2011-09-22",7.85
"238","2011-09-23",7.3
"239","2011-09-26",7.3
"240","2011-09-27",7.3
"241","2011-09-28",7.3
"242","2011-09-29",7.3
"243","2011-09-30",7.3
"244","2011-10-03",7.3
"245","2011-10-04",7.3
"246","2011-10-05",7.3
"247","2011-10-06",7.3
"248","2011-10-07",7.3
"249","2011-10-10",7.3
"250","2011-10-11",7.3
"251","2011-10-12",7.3
"252","2011-10-13",7.3
"253","2011-10-14",7.3
"254","2011-10-17",7.3
"255","2011-10-18",7.3
"256","2011-10-19",7.3
"257","2011-10-20",7.3
"258","2011-10-21",7.3
"259","2011-10-24",7.3
"260","2011-10-25",7.3
"261","2011-10-26",7.3
"262","2011-10-27",7.3
"263","2011-10-28",7.3
"264","2011-10-31",8.5
"265","2011-11-01",8.5
"266","2011-11-02",8.5
"267","2011-11-03",8.5
"268","2011-11-04",8.5
"269","2011-11-07",8.5
"270","2011-11-08",8.5
"271","2011-11-09",8.5
"272","2011-11-10",8
"273","2011-11-11",8
"274","2011-11-14",8
"275","2011-11-15",8
"276","2011-11-16",8
"277","2011-11-17",8
"278","2011-11-18",8
"279","2011-11-21",8
"280","2011-11-22",8
"281","2011-11-23",8
"282","2011-11-25",8
"283","2011-11-28",8
"284","2011-11-29",8
"285","2011-11-30",8
"286","2011-12-01",8
"287","2011-12-02",8
"288","2011-12-05",8
"289","2011-12-06",8
"290","2011-12-07",8
"291","2011-12-08",8
"292","2011-12-09",8
"293","2011-12-12",8
"294","2011-12-13",8
"295","2011-12-14",7.5
"296","2011-12-15",7.5
"297","2011-12-16",7.5
"298","2011-12-19",7.5
"299","2011-12-20",7.5
"300","2011-12-21",7.5
"301","2011-12-22",7.5
"302","2011-12-23",7.5
"303","2011-12-27",6.5
"304","2011-12-28",6.5
"305","2011-12-29",6.5
"306","2011-12-30",7.25
"307","2012-01-03",7.25
"308","2012-01-04",7.25
"309","2012-01-05",7.25
"310","2012-01-06",7.25
"311","2012-01-09",7.25
"312","2012-01-10",7.53
"313","2012-01-11",7.4
"314","2012-01-12",7.2
"315","2012-01-13",7.2
"316","2012-01-17",7.2
"317","2012-01-18",7.2
"318","2012-01-19",7.2
"319","2012-01-20",7.2
"320","2012-01-23",7.2
"321","2012-01-24",7.2
"322","2012-01-25",7.2
"323","2012-01-26",7.2
"324","2012-01-27",7.2
"325","2012-01-30",7.2
"326","2012-01-31",7.2
"327","2012-02-01",7.2
"328","2012-02-02",7.2
"329","2012-02-03",7.2
"330","2012-02-06",7.2
"331","2012-02-07",7.2
"332","2012-02-08",7.2
"333","2012-02-09",7.2
"334","2012-02-10",7.2
"335","2012-02-13",7.2
"336","2012-02-14",7.2
"337","2012-02-15",7.2
"338","2012-02-16",7.2
"339","2012-02-17",7.35
"340","2012-02-21",7.35
"341","2012-02-22",7.35
"342","2012-02-23",7.35
"343","2012-02-24",7.7
"344","2012-02-27",7.7
"345","2012-02-28",7.7
"346","2012-02-29",7.7
"347","2012-03-01",7.7
"348","2012-03-02",8.18
"349","2012-03-05",8.18
"350","2012-03-06",8.18
"351","2012-03-07",8.18
"352","2012-03-08",8.18
"353","2012-03-09",8.18
"354","2012-03-12",8.18
"355","2012-03-13",8.18
"356","2012-03-14",8.3
"357","2012-03-15",8.3
"358","2012-03-16",8.3
"359","2012-03-19",8.3
"360","2012-03-20",8.3
"361","2012-03-21",8.3
"362","2012-03-22",8.3
"363","2012-03-23",8.3
"364","2012-03-26",8.3
"365","2012-03-27",8.3
"366","2012-03-28",8.3
"367","2012-03-29",8.3
"368","2012-03-30",9.5
"369","2012-04-02",9.58
"370","2012-04-03",9.58
"371","2012-04-04",9.3
"372","2012-04-05",9.1
"373","2012-04-09",9.35
"374","2012-04-10",9.35
"375","2012-04-11",9.35
"376","2012-04-12",9.35
"377","2012-04-13",9.35
"378","2012-04-16",9.35
"379","2012-04-17",9.35
"380","2012-04-18",9.35
"381","2012-04-19",9.35
"382","2012-04-20",9.35
"383","2012-04-23",9.35
"384","2012-04-24",9.16
"385","2012-04-25",9.3
"386","2012-04-26",9.3
"387","2012-04-27",9.3
"388","2012-04-30",9.3
"389","2012-05-01",9.3
"390","2012-05-02",9.3
"391","2012-05-03",9.3
"392","2012-05-04",9.3
"393","2012-05-07",9.3
"394","2012-05-08",9.3
"395","2012-05-09",9.3
"396","2012-05-10",9.3
"397","2012-05-11",9.3
"398","2012-05-14",11.25
"399","2012-05-15",11.25
"400","2012-05-16",11.25
"401","2012-05-17",11.25
"402","2012-05-18",11.25
"403","2012-05-21",11.25
"404","2012-05-22",11.25
"405","2012-05-23",11.25
"406","2012-05-24",11.25
"407","2012-05-25",11.25
"408","2012-05-29",11.25
"409","2012-05-30",11.25
"410","2012-05-31",11.25
"411","2012-06-01",11.25
"412","2012-06-04",11.25
"413","2012-06-05",8.5
"414","2012-06-06",8.5
"415","2012-06-07",8.5
"416","2012-06-08",8.5
"417","2012-06-11",8.5
"418","2012-06-12",8.5
"419","2012-06-13",8.5
"420","2012-06-14",8.5
"421","2012-06-15",8.5
"422","2012-06-18",8.5
"423","2012-06-19",8.5
"424","2012-06-20",8.5
"425","2012-06-21",8.5
"426","2012-06-22",8.5
"427","2012-06-25",8.5
"428","2012-06-26",8.5
"429","2012-06-27",8.5
"430","2012-06-28",8.5
"431","2012-06-29",8.5
"432","2012-07-02",8.5
"433","2012-07-03",9.65
"434","2012-07-05",9.65
"435","2012-07-06",9.65
"436","2012-07-09",9.65
"437","2012-07-10",10
"438","2012-07-11",10
"439","2012-07-12",10
"440","2012-07-13",10
"441","2012-07-16",10
"442","2012-07-17",10
"443","2012-07-18",10.1
"444","2012-07-19",10.1
"445","2012-07-20",10.1
"446","2012-07-23",10.1
"447","2012-07-24",10.1
"448","2012-07-25",10.1
"449","2012-07-26",10.1
"450","2012-07-27",10.1
"451","2012-07-30",10.1
"452","2012-07-31",10.1
"453","2012-08-01",10.1
"454","2012-08-02",10.1
"455","2012-08-03",10.1
"456","2012-08-06",10.1
"457","2012-08-07",10.1
"458","2012-08-08",10.1
"459","2012-08-09",10.1
"460","2012-08-10",10.1
"461","2012-08-13",10.1
"462","2012-08-14",10.1
"463","2012-08-15",10.1
"464","2012-08-16",10.66
"465","2012-08-17",10.66
"466","2012-08-20",10.25
"467","2012-08-21",10.27
"468","2012-08-22",10.27
"469","2012-08-23",10.27
"470","2012-08-24",10.27
"471","2012-08-27",10.27
"472","2012-08-28",10.27
"473","2012-08-29",10.27
"474","2012-08-30",10.27
"475","2012-08-31",10.27
"476","2012-09-04",10.27
"477","2012-09-05",10.27
"478","2012-09-06",10.27
"479","2012-09-07",10.27
"480","2012-09-10",10.27
"481","2012-09-11",10.27
"482","2012-09-12",10.27
"483","2012-09-13",10.27
"484","2012-09-14",10.27
"485","2012-09-17",10.27
"486","2012-09-18",10.27
"487","2012-09-19",10.27
"488","2012-09-20",10.27
"489","2012-09-21",10.27
"490","2012-09-24",10.27
"491","2012-09-25",10.27
"492","2012-09-26",10.27
"493","2012-09-27",10.27
"494","2012-09-28",10.27
"495","2012-10-01",10.27
"496","2012-10-02",10.27
"497","2012-10-03",10.27
"498","2012-10-04",10.27
"499","2012-10-05",10.27
"500","2012-10-08",10.27
"501","2012-10-09",10.27
"502","2012-10-10",10.27
"503","2012-10-11",10.27
"504","2012-10-12",10.27
"505","2012-10-15",10.27
"506","2012-10-16",10.27
"507","2012-10-17",10.27
"508","2012-10-18",10.27
"509","2012-10-19",10.27
"510","2012-10-22",10.27
"511","2012-10-23",10.27
"512","2012-10-24",10.27
"513","2012-10-25",10.27
"514","2012-10-26",10.27
"515","2012-10-31",10.27
"516","2012-11-01",10.27
"517","2012-11-02",10.27
"518","2012-11-05",10.27
"519","2012-11-06",10.55
"520","2012-11-07",10.48
"521","2012-11-08",10.48
"522","2012-11-09",10.48
"523","2012-11-12",10.48
"524","2012-11-13",10.48
"525","2012-11-14",10.48
"526","2012-11-15",10.48
"527","2012-11-16",10.48
"528","2012-11-19",10
"529","2012-11-20",10
"530","2012-11-21",10
"531","2012-11-23",10
"532","2012-11-26",10
"533","2012-11-27",10
"534","2012-11-28",10
"535","2012-11-29",10
"536","2012-11-30",10
"537","2012-12-03",10.2
"538","2012-12-04",10.2
"539","2012-12-05",10.15
"540","2012-12-06",10.15
"541","2012-12-07",10.55
"542","2012-12-10",10.55
"543","2012-12-11",10.55
"544","2012-12-12",10.53
"545","2012-12-13",10.53
"546","2012-12-14",10.53
"547","2012-12-17",10.53
"548","2012-12-18",10.53
"549","2012-12-19",10.53
"550","2012-12-20",10.53
"551","2012-12-21",10.53
"552","2012-12-24",10.53
"553","2012-12-26",10.53
"554","2012-12-27",10.53
"555","2012-12-28",10.53
"556","2012-12-31",10.53
"557","2013-01-02",10.53
"558","2013-01-03",10.53
"559","2013-01-04",10.53
"560","2013-01-07",10.53
"561","2013-01-08",10.53
"562","2013-01-09",10.53
"563","2013-01-10",10.53
"564","2013-01-11",10.53
"565","2013-01-14",10.53
"566","2013-01-15",10.53
"567","2013-01-16",10.53
"568","2013-01-17",10.53
"569","2013-01-18",10.53
"570","2013-01-22",10.53
"571","2013-01-23",10.53
"572","2013-01-24",10.53
"573","2013-01-25",10.81
"574","2013-01-28",10.81
"575","2013-01-29",10.81
"576","2013-01-30",10.81
"577","2013-01-31",10.81
"578","2013-02-01",10.81
"579","2013-02-04",10.81
"580","2013-02-05",10.81
"581","2013-02-06",10.81
"582","2013-02-07",10.81
"583","2013-02-08",10.81
"584","2013-02-11",10.81
"585","2013-02-12",10.81
"586","2013-02-13",10
"587","2013-02-14",10.27
"588","2013-02-15",10.27
"589","2013-02-19",10.27
"590","2013-02-20",10.27
"591","2013-02-21",10.27
"592","2013-02-22",10.27
"593","2013-02-25",10.27
"594","2013-02-26",10.27
"595","2013-02-27",10.27
"596","2013-02-28",10.27
"597","2013-03-01",10.27
"598","2013-03-04",10.27
"599","2013-03-05",10.27
"600","2013-03-06",10.27
"601","2013-03-07",9.39
"602","2013-03-08",9.39
"603","2013-03-11",9.39
"604","2013-03-12",9.39
"605","2013-03-13",9.39
"606","2013-03-14",9.39
"607","2013-03-15",9.39
"608","2013-03-18",9.39
"609","2013-03-19",9.76
"610","2013-03-20",9.76
"611","2013-03-21",9.76
"612","2013-03-22",9.76
"613","2013-03-25",9.76
"614","2013-03-26",9.76
"615","2013-03-27",9.76
"616","2013-03-28",9.76
"617","2013-04-01",9.76
"618","2013-04-02",9.76
"619","2013-04-03",9.76
"620","2013-04-04",9.76
"621","2013-04-05",9.76
"622","2013-04-08",10.18
"623","2013-04-09",10.18
"624","2013-04-10",10.18
"625","2013-04-11",10.18
"626","2013-04-12",10.18
"627","2013-04-15",10.18
"628","2013-04-16",10.18
"629","2013-04-17",10.18
"630","2013-04-18",10.18
"631","2013-04-19",10.18
"632","2013-04-22",10.18
"633","2013-04-23",10.18
"634","2013-04-24",10.18
"635","2013-04-25",10.18
"636","2013-04-26",10.18
"637","2013-04-29",10.18
"638","2013-04-30",10.18
"639","2013-05-01",10.18
"640","2013-05-02",10.18
"641","2013-05-03",8.75
"642","2013-05-06",8.75
"643","2013-05-07",8.75
"644","2013-05-08",8.75
"645","2013-05-09",8.75
"646","2013-05-10",8.75
"647","2013-05-13",8.75
"648","2013-05-14",8.75
"649","2013-05-15",8.75
"650","2013-05-16",8.7
"651","2013-05-17",8.7
"652","2013-05-20",8.7
"653","2013-05-21",8.7
"654","2013-05-22",8.7
"655","2013-05-23",8.7
"656","2013-05-24",8.7
"657","2013-05-28",8.7
"658","2013-05-29",8.7
"659","2013-05-30",8.7
"660","2013-05-31",8.7
"661","2013-06-03",8.7
"662","2013-06-04",8.7
"663","2013-06-05",8.75
"664","2013-06-06",8.8
"665","2013-06-07",8.77
"666","2013-06-10",8.77
"667","2013-06-11",8.87
"668","2013-06-12",8.87
"669","2013-06-13",8.87
"670","2013-06-14",8.87
"671","2013-06-17",9.1
"672","2013-06-18",9.1
"673","2013-06-19",9.1
"674","2013-06-20",9.1
"675","2013-06-21",9.1
"676","2013-06-24",9.1
"677","2013-06-25",9.1
"678","2013-06-26",9.1
"679","2013-06-27",9.1
