"","date","AHC"
"150","2008-09-12",5.9
"151","2008-09-15",5.7
"152","2008-09-16",6.21
"153","2008-09-17",6.02
"154","2008-09-18",6.44
"155","2008-09-19",7.07
"156","2008-09-22",6.49
"157","2008-09-23",6.08
"158","2008-09-24",5.32
"159","2008-09-25",5.45
"160","2008-09-26",5.19
"161","2008-09-29",5
"162","2008-09-30",5.16
"163","2008-10-01",5
"164","2008-10-02",4.38
"165","2008-10-03",4.15
"166","2008-10-06",4.75
"167","2008-10-07",4.58
"168","2008-10-08",4.17
"169","2008-10-09",3.95
"170","2008-10-10",4.46
"171","2008-10-13",3.98
"172","2008-10-14",3.82
"173","2008-10-15",3.2
"174","2008-10-16",3.92
"175","2008-10-17",3.76
"176","2008-10-20",3.93
"177","2008-10-21",3.88
"178","2008-10-22",3.52
"179","2008-10-23",3.54
"180","2008-10-24",3.29
"181","2008-10-27",3.02
"182","2008-10-28",2.91
"183","2008-10-29",2.71
"184","2008-10-30",2.82
"185","2008-10-31",3.31
"186","2008-11-03",3.45
"187","2008-11-04",3.7
"188","2008-11-05",3.67
"189","2008-11-06",3.46
"190","2008-11-07",3.34
"191","2008-11-10",3
"192","2008-11-11",2.71
"193","2008-11-12",2.46
"194","2008-11-13",2.74
"195","2008-11-14",2.87
"196","2008-11-17",2.74
"197","2008-11-18",2.85
"198","2008-11-19",2.55
"199","2008-11-20",2.32
"200","2008-11-21",2.02
"201","2008-11-24",2.06
"202","2008-11-25",1.98
"203","2008-11-26",2
"204","2008-11-28",2.02
"205","2008-12-01",1.64
"206","2008-12-02",1.97
"207","2008-12-03",2.05
"208","2008-12-04",1.95
"209","2008-12-05",2.01
"210","2008-12-08",1.89
"211","2008-12-09",1.78
"212","2008-12-10",1.79
"213","2008-12-11",1.71
"214","2008-12-12",2.03
"215","2008-12-15",1.85
"216","2008-12-16",2.1
"217","2008-12-17",2
"218","2008-12-18",1.88
"219","2008-12-19",2.5
"220","2008-12-22",2.17
"221","2008-12-23",2.03
"222","2008-12-24",1.92
"223","2008-12-26",1.94
"224","2008-12-29",1.79
"225","2008-12-30",2.16
"226","2008-12-31",2.18
"227","2009-01-02",2.45
"228","2009-01-05",2.5
"229","2009-01-06",2.79
"230","2009-01-07",2.59
"231","2009-01-08",2.65
"232","2009-01-09",2.48
"233","2009-01-12",2.08
"234","2009-01-13",2.11
"235","2009-01-14",1.96
"236","2009-01-15",1.94
"237","2009-01-16",2.43
"238","2009-01-20",1.92
"239","2009-01-21",2.17
"240","2009-01-22",1.97
"241","2009-01-23",1.99
"242","2009-01-26",1.96
"243","2009-01-27",1.98
"244","2009-01-28",2.2
"245","2009-01-29",2.08
"246","2009-01-30",2
"247","2009-02-02",2.06
"248","2009-02-03",2.03
"249","2009-02-04",1.9
"250","2009-02-05",2.01
"251","2009-02-06",2.07
"252","2009-02-09",1.97
"253","2009-02-10",1.92
"254","2009-02-11",1.91
"255","2009-02-12",2.02
"256","2009-02-13",1.92
"257","2009-02-17",1.81
"258","2009-02-18",1.59
"259","2009-02-19",1.6
"260","2009-02-20",1.48
"261","2009-02-23",1.4
"262","2009-02-24",1.37
"263","2009-02-25",1.19
"264","2009-02-26",1.13
"265","2009-02-27",1.07
"266","2009-03-02",0.98
"267","2009-03-03",0.86
"268","2009-03-04",0.83
"269","2009-03-05",0.69
"270","2009-03-06",0.71
"271","2009-03-09",0.71
"272","2009-03-10",0.68
"273","2009-03-11",0.71
"274","2009-03-12",0.97
"275","2009-03-13",0.78
"276","2009-03-16",0.8
"277","2009-03-17",0.89
"278","2009-03-18",0.92
"279","2009-03-19",0.92
"280","2009-03-20",0.93
"281","2009-03-23",1.04
"282","2009-03-24",0.91
"283","2009-03-25",0.99
"284","2009-03-26",1.12
"285","2009-03-27",1.1
"286","2009-03-30",0.98
"287","2009-03-31",0.98
"288","2009-04-01",1.15
"289","2009-04-02",1.52
"290","2009-04-03",1.74
"291","2009-04-06",1.59
"292","2009-04-07",1.24
"293","2009-04-08",1.38
"294","2009-04-09",1.7
"295","2009-04-13",1.66
"296","2009-04-14",1.63
"297","2009-04-15",1.73
"298","2009-04-16",2.12
"299","2009-04-17",2.15
"300","2009-04-20",1.85
"301","2009-04-21",1.87
"302","2009-04-22",2
"303","2009-04-23",1.85
"304","2009-04-24",1.84
"305","2009-04-27",1.84
"306","2009-04-28",1.96
"307","2009-04-29",2.12
"308","2009-04-30",1.9
"309","2009-05-01",1.68
"310","2009-05-04",1.68
"311","2009-05-05",1.49
"312","2009-05-06",1.5
"313","2009-05-07",1.4
"314","2009-05-08",1.59
"315","2009-05-11",1.61
"316","2009-05-12",1.47
"317","2009-05-13",1.29
"318","2009-05-14",1.26
"319","2009-05-15",1.12
"320","2009-05-18",1.2
"321","2009-05-19",1.28
"322","2009-05-20",1.21
"323","2009-05-21",1.14
"324","2009-05-22",1.02
"325","2009-05-26",1.24
"326","2009-05-27",1.21
"327","2009-05-28",1.14
"328","2009-05-29",1.2
"329","2009-06-01",1.29
"330","2009-06-02",1.16
"331","2009-06-03",1.1
"332","2009-06-04",1.15
"333","2009-06-05",1.32
"334","2009-06-08",1.21
"335","2009-06-09",1.21
"336","2009-06-10",1.2
"337","2009-06-11",1.14
"338","2009-06-12",1.17
"339","2009-06-15",1.14
"340","2009-06-16",1.1
"341","2009-06-17",1.15
"342","2009-06-18",1.1
"343","2009-06-19",1.11
"344","2009-06-22",1.07
"345","2009-06-23",1.05
"346","2009-06-24",1.02
"347","2009-06-25",1.05
"348","2009-06-26",0.95
"349","2009-06-29",0.97
"350","2009-06-30",0.98
"351","2009-07-01",0.96
"352","2009-07-02",0.98
"353","2009-07-06",0.94
"354","2009-07-07",0.96
"355","2009-07-08",0.95
"356","2009-07-09",0.95
"357","2009-07-10",0.97
"358","2009-07-13",0.96
"359","2009-07-14",0.96
"360","2009-07-15",1.02
"361","2009-07-16",0.98
"362","2009-07-17",0.98
"363","2009-07-20",1.08
"364","2009-07-21",1.21
"365","2009-07-22",1.4
"366","2009-07-23",1.62
"367","2009-07-24",1.77
"368","2009-07-27",1.89
"369","2009-07-28",1.96
"370","2009-07-29",1.99
"371","2009-07-30",2.44
"372","2009-07-31",2.38
"373","2009-08-03",2.63
"374","2009-08-04",2.81
"375","2009-08-05",3.09
"376","2009-08-06",2.99
"377","2009-08-07",3.09
"378","2009-08-10",2.95
"379","2009-08-11",2.71
"380","2009-08-12",2.64
"381","2009-08-13",2.81
"382","2009-08-14",2.97
"383","2009-08-17",3.25
"384","2009-08-18",3.4
"385","2009-08-19",3.64
"386","2009-08-20",3.78
"387","2009-08-21",3.71
"388","2009-08-24",3.7
"389","2009-08-25",3.56
"390","2009-08-26",3.66
"391","2009-08-27",3.57
"392","2009-08-28",3.23
"393","2009-08-31",2.98
"394","2009-09-01",2.8
"395","2009-09-02",2.6
"396","2009-09-03",2.81
"397","2009-09-04",2.86
"398","2009-09-08",2.65
"399","2009-09-09",2.92
"400","2009-09-10",2.95
"401","2009-09-11",2.99
"402","2009-09-14",3
"403","2009-09-15",3.05
"404","2009-09-16",3.38
"405","2009-09-17",3.3
"406","2009-09-18",3.27
"407","2009-09-21",3.35
"408","2009-09-22",3.56
"409","2009-09-23",3.26
"410","2009-09-24",3.18
"411","2009-09-25",3.12
"412","2009-09-28",3.18
"413","2009-09-29",3.44
"414","2009-09-30",3.23
"415","2009-10-01",3.26
"416","2009-10-02",3.28
"417","2009-10-05",3.26
"418","2009-10-06",3.23
"419","2009-10-07",3.21
"420","2009-10-08",3.3
"421","2009-10-09",3.56
"422","2009-10-12",3.8
"423","2009-10-13",3.86
"424","2009-10-14",3.9
"425","2009-10-15",4.15
"426","2009-10-16",4.05
"427","2009-10-19",4.22
"428","2009-10-20",4.07
"429","2009-10-21",4.1
"430","2009-10-22",4.24
"431","2009-10-23",4.23
"432","2009-10-26",4.08
"433","2009-10-27",3.9
"434","2009-10-28",3.21
"435","2009-10-29",3.41
"436","2009-10-30",4.1
"437","2009-11-02",4.26
"438","2009-11-03",4.53
"439","2009-11-04",4.92
"440","2009-11-05",5.32
"441","2009-11-06",5.18
"442","2009-11-09",5.06
"443","2009-11-10",4.89
"444","2009-11-11",4.75
"445","2009-11-12",4.51
"446","2009-11-13",4.55
"447","2009-11-16",4.82
"448","2009-11-17",4.7
"449","2009-11-18",4.57
"450","2009-11-19",4.55
"451","2009-11-20",4.38
"452","2009-11-23",4.4
"453","2009-11-24",4.76
"454","2009-11-25",4.92
"455","2009-11-27",4.62
"456","2009-11-30",4.5
"457","2009-12-01",4.55
"458","2009-12-02",4.58
"459","2009-12-03",4.5
"460","2009-12-04",4.59
"461","2009-12-07",4.73
"462","2009-12-08",4.7
"463","2009-12-09",4.84
"464","2009-12-10",4.91
"465","2009-12-11",4.92
"466","2009-12-14",4.88
"467","2009-12-15",4.85
"468","2009-12-16",4.91
"469","2009-12-17",5.09
"470","2009-12-18",5.51
"471","2009-12-21",5.31
"472","2009-12-22",5.49
"473","2009-12-23",5.7
"474","2009-12-24",5.73
"475","2009-12-28",5.67
"476","2009-12-29",5.74
"477","2009-12-30",5.67
"478","2009-12-31",5.76
"479","2010-01-04",6
"480","2010-01-05",5.94
"481","2010-01-06",5.84
"482","2010-01-07",5.6
"483","2010-01-08",5.62
"484","2010-01-11",5.69
"485","2010-01-12",5.53
"486","2010-01-13",5.51
"487","2010-01-14",5.69
"488","2010-01-15",5.71
"489","2010-01-19",5.82
"490","2010-01-20",5.77
"491","2010-01-21",6.34
"492","2010-01-22",6.18
"493","2010-01-25",6.11
"494","2010-01-26",6.3
"495","2010-01-27",6.48
"496","2010-01-28",6.19
"497","2010-01-29",6.11
"498","2010-02-01",6.53
"499","2010-02-02",6.54
"500","2010-02-03",6.5
"501","2010-02-04",6.24
"502","2010-02-05",5.86
"503","2010-02-08",6.1
"504","2010-02-09",6.19
"505","2010-02-10",6.16
"506","2010-02-11",6
"507","2010-02-12",5.85
"508","2010-02-16",6.14
"509","2010-02-17",6.2
"510","2010-02-18",6.15
"511","2010-02-19",5.99
"512","2010-02-22",6.18
"513","2010-02-23",6
"514","2010-02-24",6.73
"515","2010-02-25",6.81
"516","2010-02-26",7.48
"517","2010-03-01",7.54
"518","2010-03-02",7.39
"519","2010-03-03",7.46
"520","2010-03-04",7.54
"521","2010-03-05",7.72
"522","2010-03-08",7.69
"523","2010-03-09",7.57
"524","2010-03-10",7.59
"525","2010-03-11",7.55
"526","2010-03-12",7.56
"527","2010-03-15",7.63
"528","2010-03-16",7.88
"529","2010-03-17",7.86
"530","2010-03-18",7.93
"531","2010-03-19",7.01
"532","2010-03-22",7.08
"533","2010-03-23",7.28
"534","2010-03-24",7.21
"535","2010-03-25",7.01
"536","2010-03-26",7.3
"537","2010-03-29",7.09
"538","2010-03-30",7.22
"539","2010-03-31",7.2
"540","2010-04-01",7.71
"541","2010-04-05",7.25
"542","2010-04-06",7.47
"543","2010-04-07",7.35
"544","2010-04-08",7.56
"545","2010-04-09",7.61
"546","2010-04-12",7.75
"547","2010-04-13",7.75
"548","2010-04-14",7.81
"549","2010-04-15",7.99
"550","2010-04-16",8.37
"551","2010-04-19",8.49
"552","2010-04-20",8.63
"553","2010-04-21",8.85
"554","2010-04-22",8.86
"555","2010-04-23",8.72
"556","2010-04-26",8.92
"557","2010-04-27",8.73
"558","2010-04-28",8.9
"559","2010-04-29",8.82
"560","2010-04-30",8.5
"561","2010-05-03",8.71
"562","2010-05-04",8.08
"563","2010-05-05",8
"564","2010-05-06",8.13
"565","2010-05-07",8.1
"566","2010-05-10",8.52
"567","2010-05-11",8.3
"568","2010-05-12",8.61
"569","2010-05-13",8.38
"570","2010-05-14",8.36
"571","2010-05-17",8.07
"572","2010-05-18",7.78
"573","2010-05-19",7.26
"574","2010-05-20",6.83
"575","2010-05-21",6.85
"576","2010-05-24",6.75
"577","2010-05-25",6.6
"578","2010-05-26",6.63
"579","2010-05-27",7.02
"580","2010-05-28",7
"581","2010-06-01",7.06
"582","2010-06-02",7.06
"583","2010-06-03",7.12
"584","2010-06-04",7.13
"585","2010-06-07",6.43
"586","2010-06-08",6.14
"587","2010-06-09",6.48
"588","2010-06-10",6.42
"589","2010-06-11",6.75
"590","2010-06-14",7
"591","2010-06-15",7.14
"592","2010-06-16",6.86
"593","2010-06-17",7.08
"594","2010-06-18",6.99
"595","2010-06-21",6.91
"596","2010-06-22",7.03
"597","2010-06-23",6.91
"598","2010-06-24",6.91
"599","2010-06-25",7.35
"600","2010-06-28",7.02
"601","2010-06-29",6.67
"602","2010-06-30",6.64
"603","2010-07-01",6.49
"604","2010-07-02",6.31
"605","2010-07-06",6.05
"606","2010-07-07",6.36
"607","2010-07-08",6.46
"608","2010-07-09",6.77
"609","2010-07-12",6.85
"610","2010-07-13",7.08
"611","2010-07-14",7.11
"612","2010-07-15",6.96
"613","2010-07-16",6.56
"614","2010-07-19",6.62
"615","2010-07-20",6.44
"616","2010-07-21",6.24
"617","2010-07-22",6.86
"618","2010-07-23",7.21
"619","2010-07-26",7.37
"620","2010-07-27",7.64
"621","2010-07-28",7.8
"622","2010-07-29",7.7
"623","2010-07-30",7.74
"624","2010-08-02",7.71
"625","2010-08-03",7.69
"626","2010-08-04",7.9
"627","2010-08-05",7.89
"628","2010-08-06",7.62
"629","2010-08-09",7.89
"630","2010-08-10",7.61
"631","2010-08-11",7.17
"632","2010-08-12",6.67
"633","2010-08-13",6.41
"634","2010-08-16",6.6
"635","2010-08-17",6.6
"636","2010-08-18",6.68
"637","2010-08-19",6.56
"638","2010-08-20",6.62
"639","2010-08-23",6.39
"640","2010-08-24",6.4
"641","2010-08-25",7.16
"642","2010-08-26",7.1
"643","2010-08-27",7.22
"644","2010-08-30",7
"645","2010-08-31",6.68
"646","2010-09-01",7.23
"647","2010-09-02",7.37
"648","2010-09-03",7.41
"649","2010-09-07",7.15
"650","2010-09-08",7.06
"651","2010-09-09",7.29
"652","2010-09-10",7.15
"653","2010-09-13",7.46
"654","2010-09-14",7.41
"655","2010-09-15",7.5
"656","2010-09-16",7.22
"657","2010-09-17",7.24
"658","2010-09-20",7.43
"659","2010-09-21",7.44
"660","2010-09-22",6.78
"661","2010-09-23",6.73
"662","2010-09-24",7.01
"663","2010-09-27",7.05
"664","2010-09-28",7.05
"665","2010-09-29",6.91
"666","2010-09-30",7.07
"667","2010-10-01",7.05
"668","2010-10-04",6.86
"669","2010-10-05",7.14
"670","2010-10-06",7.28
"671","2010-10-07",7.26
"672","2010-10-08",7.38
"673","2010-10-11",7.23
"674","2010-10-12",7.3
"675","2010-10-13",7.86
"676","2010-10-14",7.84
"677","2010-10-15",7.65
"678","2010-10-18",7.82
"679","2010-10-19",7.47
"680","2010-10-20",7.56
"681","2010-10-21",7.51
"682","2010-10-22",7.5
"683","2010-10-25",7.36
"684","2010-10-26",7.23
"685","2010-10-27",7.21
"686","2010-10-28",7.15
"687","2010-10-29",7.27
"688","2010-11-01",7.18
"689","2010-11-02",7.67
"690","2010-11-03",8.55
"691","2010-11-04",8.66
"692","2010-11-05",8.98
"693","2010-11-08",8.97
"694","2010-11-09",8.87
"695","2010-11-10",8.95
"696","2010-11-11",8.99
"697","2010-11-12",8.75
"698","2010-11-15",8.78
"699","2010-11-16",8.3
"700","2010-11-17",8.26
"701","2010-11-18",8.48
"702","2010-11-19",8.35
"703","2010-11-22",8.35
"704","2010-11-23",8.17
"705","2010-11-24",8.77
"706","2010-11-26",8.75
"707","2010-11-29",8.95
"708","2010-11-30",8.8
"709","2010-12-01",8.48
"710","2010-12-02",8.58
"711","2010-12-03",8.42
"712","2010-12-06",8.33
"713","2010-12-07",8.5
"714","2010-12-08",8.85
"715","2010-12-09",8.81
"716","2010-12-10",8.94
"717","2010-12-13",8.91
"718","2010-12-14",8.7
"719","2010-12-15",8.53
"720","2010-12-16",8.62
"721","2010-12-17",8.58
"722","2010-12-20",8.69
"723","2010-12-21",8.9
"724","2010-12-22",8.73
"725","2010-12-23",8.59
"726","2010-12-27",8.86
"727","2010-12-28",8.81
"728","2010-12-29",8.78
"729","2010-12-30",8.75
"730","2010-12-31",8.7
"731","2011-01-03",8.83
"732","2011-01-04",8.77
"733","2011-01-05",8.89
"734","2011-01-06",8.85
"735","2011-01-07",8.85
"736","2011-01-10",8.78
"737","2011-01-11",8.79
"738","2011-01-12",8.76
"739","2011-01-13",8.37
"740","2011-01-14",8.42
"741","2011-01-18",8.27
"742","2011-01-19",8.29
"743","2011-01-20",8.15
"744","2011-01-21",8.25
"745","2011-01-24",8.27
"746","2011-01-25",8.38
"747","2011-01-26",8.5
"748","2011-01-27",8.48
"749","2011-01-28",8.04
"750","2011-01-31",8.11
"751","2011-02-01",8.47
"752","2011-02-02",8.41
"753","2011-02-03",8.28
"754","2011-02-04",8.34
"755","2011-02-07",8.66
"756","2011-02-08",8.62
"757","2011-02-09",8.5
"758","2011-02-10",8.35
"759","2011-02-11",8.45
"760","2011-02-14",8.25
"761","2011-02-15",8.2
"762","2011-02-16",8.39
"763","2011-02-17",8.5
"764","2011-02-18",8.44
"765","2011-02-22",7.52
"766","2011-02-23",7.26
"767","2011-02-24",7.15
"768","2011-02-25",7.69
"769","2011-02-28",7.19
"770","2011-03-01",7.17
"771","2011-03-02",7.42
"772","2011-03-03",7.53
"773","2011-03-04",7.53
"774","2011-03-07",7.6
"775","2011-03-08",7.91
"776","2011-03-09",7.76
"777","2011-03-10",7.59
"778","2011-03-11",7.6
"779","2011-03-14",7.6
"780","2011-03-15",7.5
"781","2011-03-16",7.44
"782","2011-03-17",7.46
"783","2011-03-18",7.56
"784","2011-03-21",7.9
"785","2011-03-22",7.9
"786","2011-03-23",8.09
"787","2011-03-24",8.12
"788","2011-03-25",8.1
"789","2011-03-28",8.34
"790","2011-03-29",8.3
"791","2011-03-30",8.41
"792","2011-03-31",8.36
"793","2011-04-01",8.25
"794","2011-04-04",8.25
"795","2011-04-05",8.28
"796","2011-04-06",8.62
"797","2011-04-07",8.55
"798","2011-04-08",8.51
"799","2011-04-11",8.23
"800","2011-04-12",8.09
"801","2011-04-13",8.21
"802","2011-04-14",8.18
"803","2011-04-15",8.17
"804","2011-04-18",8.05
"805","2011-04-19",8.21
"806","2011-04-20",8.13
"807","2011-04-21",8.18
"808","2011-04-25",8.12
"809","2011-04-26",8.06
"810","2011-04-27",8.08
"811","2011-04-28",8.3
"812","2011-04-29",8.32
"813","2011-05-02",8.26
"814","2011-05-03",7.8
"815","2011-05-04",7.6
"816","2011-05-05",7.35
"817","2011-05-06",7.33
"818","2011-05-09",7.46
"819","2011-05-10",7.48
"820","2011-05-11",7.28
"821","2011-05-12",7.38
"822","2011-05-13",7.25
"823","2011-05-16",7.15
"824","2011-05-17",6.99
"825","2011-05-18",7.04
"826","2011-05-19",7
"827","2011-05-20",7.06
"828","2011-05-23",7.02
"829","2011-05-24",6.83
"830","2011-05-25",7.14
"831","2011-05-26",6.94
"832","2011-05-27",7.12
"833","2011-05-31",7.25
"834","2011-06-01",6.79
"835","2011-06-02",6.84
"836","2011-06-03",6.71
"837","2011-06-06",6.75
"838","2011-06-07",6.77
"839","2011-06-08",6.59
"840","2011-06-09",6.74
"841","2011-06-10",6.64
"842","2011-06-13",6.67
"843","2011-06-14",6.84
"844","2011-06-15",6.77
"845","2011-06-16",6.98
"846","2011-06-17",7.15
"847","2011-06-20",7.28
"848","2011-06-21",7.46
"849","2011-06-22",7.33
"850","2011-06-23",7.32
"851","2011-06-24",7.49
"852","2011-06-27",7.46
"853","2011-06-28",7.43
"854","2011-06-29",7.41
"855","2011-06-30",7.44
"856","2011-07-01",7.35
"857","2011-07-05",7.44
"858","2011-07-06",7.45
"859","2011-07-07",7.59
"860","2011-07-08",7.44
"861","2011-07-11",7.36
"862","2011-07-12",7.31
"863","2011-07-13",7.35
"864","2011-07-14",7.09
"865","2011-07-15",7.3
"866","2011-07-18",7.07
"867","2011-07-19",7.2
"868","2011-07-20",7.04
"869","2011-07-21",7.23
"870","2011-07-22",7.24
"871","2011-07-25",7.01
"872","2011-07-26",7.02
"873","2011-07-27",6.95
"874","2011-07-28",6.71
"875","2011-07-29",6.4
"876","2011-08-01",6.19
"877","2011-08-02",5.98
"878","2011-08-03",6.33
"879","2011-08-04",6.11
"880","2011-08-05",5.87
"881","2011-08-08",5.36
"882","2011-08-09",5.75
"883","2011-08-10",5.25
"884","2011-08-11",5.35
"885","2011-08-12",5.25
"886","2011-08-15",5.35
"887","2011-08-16",5.09
"888","2011-08-17",5.22
"889","2011-08-18",4.92
"890","2011-08-19",4.81
"891","2011-08-22",4.84
"892","2011-08-23",5.2
"893","2011-08-24",5.68
"894","2011-08-25",5.17
"895","2011-08-26",5.27
"896","2011-08-29",5.62
"897","2011-08-30",5.67
"898","2011-08-31",5.35
"899","2011-09-01",5.14
"900","2011-09-02",4.87
"901","2011-09-06",4.84
"902","2011-09-07",5
"903","2011-09-08",4.93
"904","2011-09-09",4.83
"905","2011-09-12",4.78
"906","2011-09-13",4.77
"907","2011-09-14",4.88
"908","2011-09-15",4.78
"909","2011-09-16",4.69
"910","2011-09-19",4.56
"911","2011-09-20",4.48
"912","2011-09-21",4.37
"913","2011-09-22",4.22
"914","2011-09-23",4.28
"915","2011-09-26",4.28
"916","2011-09-27",4.31
"917","2011-09-28",4.03
"918","2011-09-29",4.22
"919","2011-09-30",4.2
"920","2011-10-03",3.92
"921","2011-10-04",4.51
"922","2011-10-05",4.48
"923","2011-10-06",4.6
"924","2011-10-07",4.3
"925","2011-10-10",4.71
"926","2011-10-11",4.83
"927","2011-10-12",4.97
"928","2011-10-13",5.02
"929","2011-10-14",5.3
"930","2011-10-17",4.98
"931","2011-10-18",5.36
"932","2011-10-19",5.21
"933","2011-10-20",5.07
"934","2011-10-21",5.07
"935","2011-10-24",5.2
"936","2011-10-25",4.91
"937","2011-10-26",5.12
"938","2011-10-27",5.42
"939","2011-10-28",5.33
"940","2011-10-31",5
"941","2011-11-01",4.63
"942","2011-11-02",4.75
"943","2011-11-03",4.86
"944","2011-11-04",4.72
"945","2011-11-07",4.78
"946","2011-11-08",4.87
"947","2011-11-09",4.38
"948","2011-11-10",4.32
"949","2011-11-11",4.44
"950","2011-11-14",4.21
"951","2011-11-15",4.42
"952","2011-11-16",4.39
"953","2011-11-17",4.34
"954","2011-11-18",4.46
"955","2011-11-21",4.4
"956","2011-11-22",4.26
"957","2011-11-23",4.15
"958","2011-11-25",3.94
"959","2011-11-28",4.01
"960","2011-11-29",3.96
"961","2011-11-30",4.13
"962","2011-12-01",4.03
"963","2011-12-02",4.14
"964","2011-12-05",4.27
"965","2011-12-06",4.23
"966","2011-12-07",4.89
"967","2011-12-08",4.75
"968","2011-12-09",4.93
"969","2011-12-12",5.05
"970","2011-12-13",4.86
"971","2011-12-14",4.95
"972","2011-12-15",4.95
"973","2011-12-16",4.85
"974","2011-12-19",4.47
"975","2011-12-20",4.67
"976","2011-12-21",4.59
"977","2011-12-22",4.61
"978","2011-12-23",4.52
"979","2011-12-27",4.44
"980","2011-12-28",4.36
"981","2011-12-29",4.51
"982","2011-12-30",4.75
"983","2012-01-03",4.9
"984","2012-01-04",4.84
"985","2012-01-05",4.85
"986","2012-01-06",4.9
"987","2012-01-09",4.98
"988","2012-01-10",5.01
"989","2012-01-11",5.1
"990","2012-01-12",5.09
"991","2012-01-13",5.06
"992","2012-01-17",5.1
"993","2012-01-18",5.2
"994","2012-01-19",5.16
"995","2012-01-20",5.38
"996","2012-01-23",5.45
"997","2012-01-24",5.7
"998","2012-01-25",5.83
"999","2012-01-26",5.81
"1000","2012-01-27",5.94
"1001","2012-01-30",6.14
