"","date","CTS"
"90","2007-05-11",13.59
"91","2007-05-14",13.7
"92","2007-05-15",13.41
"93","2007-05-16",13.56
"94","2007-05-17",13.4
"95","2007-05-18",13.55
"96","2007-05-21",13.52
"97","2007-05-22",13.55
"98","2007-05-23",13.5
"99","2007-05-24",12.26
"100","2007-05-25",12.15
"101","2007-05-29",12.08
"102","2007-05-30",12.04
"103","2007-05-31",12.02
"104","2007-06-01",12.18
"105","2007-06-04",11.99
"106","2007-06-05",12.02
"107","2007-06-06",11.91
"108","2007-06-07",11.96
"109","2007-06-08",12.12
"110","2007-06-11",12.34
"111","2007-06-12",12.38
"112","2007-06-13",12.5
"113","2007-06-14",12.43
"114","2007-06-15",12.74
"115","2007-06-18",12.67
"116","2007-06-19",12.95
"117","2007-06-20",12.77
"118","2007-06-21",12.98
"119","2007-06-22",12.96
"120","2007-06-25",12.82
"121","2007-06-26",12.75
"122","2007-06-27",12.89
"123","2007-06-28",12.89
"124","2007-06-29",12.66
"125","2007-07-02",13.11
"126","2007-07-03",13.02
"127","2007-07-05",12.79
"128","2007-07-06",12.89
"129","2007-07-09",12.93
"130","2007-07-10",12.62
"131","2007-07-11",12.67
"132","2007-07-12",13.1
"133","2007-07-13",13.01
"134","2007-07-16",13.01
"135","2007-07-17",13.01
"136","2007-07-18",13.05
"137","2007-07-19",13.2
"138","2007-07-20",13.14
"139","2007-07-23",13.1
"140","2007-07-24",12.77
"141","2007-07-25",12.87
"142","2007-07-26",12.62
"143","2007-07-27",12.57
"144","2007-07-30",12.75
"145","2007-07-31",12.74
"146","2007-08-01",13.04
"147","2007-08-02",13.11
"148","2007-08-03",12.56
"149","2007-08-06",12.94
"150","2007-08-07",13.1
"151","2007-08-08",12.94
"152","2007-08-09",12.45
"153","2007-08-10",13.18
"154","2007-08-13",13.08
"155","2007-08-14",12.95
"156","2007-08-15",12.83
"157","2007-08-16",13.07
"158","2007-08-17",13.08
"159","2007-08-20",13.07
"160","2007-08-21",12.94
"161","2007-08-22",13.14
"162","2007-08-23",13.12
"163","2007-08-24",13.23
"164","2007-08-27",13.28
"165","2007-08-28",12.76
"166","2007-08-29",13.26
"167","2007-08-30",12.86
"168","2007-08-31",12.99
"169","2007-09-04",13.09
"170","2007-09-05",12.98
"171","2007-09-06",13.05
"172","2007-09-07",12.72
"173","2007-09-10",12.54
"174","2007-09-11",12.75
"175","2007-09-12",12.55
"176","2007-09-13",12.64
"177","2007-09-14",12.87
"178","2007-09-17",12.61
"179","2007-09-18",13.03
"180","2007-09-19",13.39
"181","2007-09-20",13.27
"182","2007-09-21",13.57
"183","2007-09-24",13.25
"184","2007-09-25",13.23
"185","2007-09-26",13.37
"186","2007-09-27",13.3
"187","2007-09-28",12.9
"188","2007-10-01",13.21
"189","2007-10-02",13.22
"190","2007-10-03",13.06
"191","2007-10-04",13.22
"192","2007-10-05",13.28
"193","2007-10-08",12.93
"194","2007-10-09",13.21
"195","2007-10-10",13.26
"196","2007-10-11",13.36
"197","2007-10-12",13.55
"198","2007-10-15",13.62
"199","2007-10-16",13.62
"200","2007-10-17",13.47
"201","2007-10-18",13.63
"202","2007-10-19",13.2
"203","2007-10-22",13.52
"204","2007-10-23",13.45
"205","2007-10-24",12.33
"206","2007-10-25",12.31
"207","2007-10-26",12.35
"208","2007-10-29",12.54
"209","2007-10-30",12.5
"210","2007-10-31",12.35
"211","2007-11-01",12.07
"212","2007-11-02",12.06
"213","2007-11-05",11.92
"214","2007-11-06",11.98
"215","2007-11-07",11.48
"216","2007-11-08",11.55
"217","2007-11-09",11.14
"218","2007-11-12",11.32
"219","2007-11-13",11.5
"220","2007-11-14",11.29
"221","2007-11-15",11.41
"222","2007-11-16",11.2
"223","2007-11-19",11.15
"224","2007-11-20",11.02
"225","2007-11-21",10.85
"226","2007-11-23",11
"227","2007-11-26",10.53
"228","2007-11-27",10.42
"229","2007-11-28",10.55
"230","2007-11-29",10.43
"231","2007-11-30",10.57
"232","2007-12-03",10.44
"233","2007-12-04",10.25
"234","2007-12-05",10.37
"235","2007-12-06",10.38
"236","2007-12-07",10.44
"237","2007-12-10",10.62
"238","2007-12-11",10.45
"239","2007-12-12",10.47
"240","2007-12-13",10.54
"241","2007-12-14",10.16
"242","2007-12-17",10.1
"243","2007-12-18",10.19
"244","2007-12-19",10.17
"245","2007-12-20",10.22
"246","2007-12-21",10.2
"247","2007-12-24",10.25
"248","2007-12-26",10.28
"249","2007-12-27",10.11
"250","2007-12-28",10.09
"251","2007-12-31",9.93
"252","2008-01-02",9.95
"253","2008-01-03",9.75
"254","2008-01-04",9.49
"255","2008-01-07",9.62
"256","2008-01-08",9.34
"257","2008-01-09",9.63
"258","2008-01-10",9.55
"259","2008-01-11",9.47
"260","2008-01-14",9.84
"261","2008-01-15",9.84
"262","2008-01-16",9.7
"263","2008-01-17",9.49
"264","2008-01-18",9.46
"265","2008-01-22",9.3
"266","2008-01-23",9.69
"267","2008-01-24",9.47
"268","2008-01-25",9.7
"269","2008-01-28",9.73
"270","2008-01-29",9.74
"271","2008-01-30",9.6
"272","2008-01-31",10.6
"273","2008-02-01",10.8
"274","2008-02-04",10.62
"275","2008-02-05",10.49
"276","2008-02-06",10.35
"277","2008-02-07",10.29
"278","2008-02-08",10.26
"279","2008-02-11",10.27
"280","2008-02-12",10.24
"281","2008-02-13",10.72
"282","2008-02-14",10.2
"283","2008-02-15",10.04
"284","2008-02-19",9.82
"285","2008-02-20",9.83
"286","2008-02-21",9.69
"287","2008-02-22",9.61
"288","2008-02-25",9.8
"289","2008-02-26",9.94
"290","2008-02-27",10.12
"291","2008-02-28",10.04
"292","2008-02-29",9.7
"293","2008-03-03",9.42
"294","2008-03-04",9.77
"295","2008-03-05",9.7
"296","2008-03-06",9.38
"297","2008-03-07",9.45
"298","2008-03-10",9.5
"299","2008-03-11",9.69
"300","2008-03-12",9.51
"301","2008-03-13",9.56
"302","2008-03-14",9.01
"303","2008-03-17",9.27
"304","2008-03-18",9.56
"305","2008-03-19",9.42
"306","2008-03-20",9.72
"307","2008-03-24",10.17
"308","2008-03-25",10.34
"309","2008-03-26",10.72
"310","2008-03-27",10.64
"311","2008-03-28",10.49
"312","2008-03-31",10.7
"313","2008-04-01",11.38
"314","2008-04-02",11.05
"315","2008-04-03",11.09
"316","2008-04-04",11.45
"317","2008-04-07",11.11
"318","2008-04-08",11.26
"319","2008-04-09",11
"320","2008-04-10",11.24
"321","2008-04-11",10.71
"322","2008-04-14",11.06
"323","2008-04-15",10.81
"324","2008-04-16",10.93
"325","2008-04-17",10.75
"326","2008-04-18",10.83
"327","2008-04-21",10.73
"328","2008-04-22",10.43
"329","2008-04-23",10.6
"330","2008-04-24",11.09
"331","2008-04-25",10.88
"332","2008-04-28",10.7
"333","2008-04-29",10.71
"334","2008-04-30",11.25
"335","2008-05-01",11.51
"336","2008-05-02",11.3
"337","2008-05-05",10.93
"338","2008-05-06",10.81
"339","2008-05-07",10.79
"340","2008-05-08",10.76
"341","2008-05-09",10.74
"342","2008-05-12",10.46
"343","2008-05-13",10.73
"344","2008-05-14",10.58
"345","2008-05-15",11.17
"346","2008-05-16",11
"347","2008-05-19",10.66
"348","2008-05-20",10.67
"349","2008-05-21",10.87
"350","2008-05-22",10.72
"351","2008-05-23",10.6
"352","2008-05-27",10.85
"353","2008-05-28",10.75
"354","2008-05-29",10.89
"355","2008-05-30",10.88
"356","2008-06-02",11.06
"357","2008-06-03",10.97
"358","2008-06-04",10.85
"359","2008-06-05",11
"360","2008-06-06",10.82
"361","2008-06-09",10.78
"362","2008-06-10",10.89
"363","2008-06-11",10.83
"364","2008-06-12",10.8
"365","2008-06-13",11.17
"366","2008-06-16",10.85
"367","2008-06-17",10.59
"368","2008-06-18",10.6
"369","2008-06-19",10.82
"370","2008-06-20",10.51
"371","2008-06-23",10.35
"372","2008-06-24",10.08
"373","2008-06-25",10.31
"374","2008-06-26",10
"375","2008-06-27",10.25
"376","2008-06-30",10.05
"377","2008-07-01",10.22
"378","2008-07-02",9.99
"379","2008-07-03",10.02
"380","2008-07-07",9.96
"381","2008-07-08",10.33
"382","2008-07-09",9.99
"383","2008-07-10",10.17
"384","2008-07-11",10.35
"385","2008-07-14",10.12
"386","2008-07-15",10.13
"387","2008-07-16",10.43
"388","2008-07-17",10.85
"389","2008-07-18",10.8
"390","2008-07-21",10.8
"391","2008-07-22",11.67
"392","2008-07-23",11.73
"393","2008-07-24",11.79
"394","2008-07-25",12.01
"395","2008-07-28",11.79
"396","2008-07-29",12.49
"397","2008-07-30",12.95
"398","2008-07-31",12.86
"399","2008-08-01",12.13
"400","2008-08-04",12.53
"401","2008-08-05",12.77
"402","2008-08-06",12.69
"403","2008-08-07",12.52
"404","2008-08-08",12.91
"405","2008-08-11",13.18
"406","2008-08-12",13.61
"407","2008-08-13",13.57
"408","2008-08-14",13.65
"409","2008-08-15",13.34
"410","2008-08-18",13.44
"411","2008-08-19",13.24
"412","2008-08-20",13.26
"413","2008-08-21",12.86
"414","2008-08-22",13.3
"415","2008-08-25",13.06
"416","2008-08-26",13.43
"417","2008-08-27",13.7
"418","2008-08-28",13.81
"419","2008-08-29",13.24
"420","2008-09-02",13.45
"421","2008-09-03",13.55
"422","2008-09-04",13
"423","2008-09-05",13
"424","2008-09-08",13.25
"425","2008-09-09",12.9
"426","2008-09-10",13.19
"427","2008-09-11",13.08
"428","2008-09-12",12.93
"429","2008-09-15",12.32
"430","2008-09-16",13.05
"431","2008-09-17",12.11
"432","2008-09-18",12.32
"433","2008-09-19",12.73
"434","2008-09-22",12.71
"435","2008-09-23",12.55
"436","2008-09-24",12.47
"437","2008-09-25",12.45
"438","2008-09-26",12.61
"439","2008-09-29",12.19
"440","2008-09-30",12.78
"441","2008-10-01",12.24
"442","2008-10-02",11.67
"443","2008-10-03",11.62
"444","2008-10-06",11.34
"445","2008-10-07",10.88
"446","2008-10-08",10.65
"447","2008-10-09",10.37
"448","2008-10-10",10.22
"449","2008-10-13",11.02
"450","2008-10-14",10.85
"451","2008-10-15",10
"452","2008-10-16",10.75
"453","2008-10-17",10.33
"454","2008-10-20",10.21
"455","2008-10-21",10.09
"456","2008-10-22",10.2
"457","2008-10-23",10.48
"458","2008-10-24",10.1
"459","2008-10-27",9.44
"460","2008-10-28",10.41
"461","2008-10-29",7.28
"462","2008-10-30",6.76
"463","2008-10-31",6.99
"464","2008-11-03",7.16
"465","2008-11-04",7.41
"466","2008-11-05",6.9
"467","2008-11-06",6.79
"468","2008-11-07",6.54
"469","2008-11-10",6.31
"470","2008-11-11",5.92
"471","2008-11-12",5.15
"472","2008-11-13",5.74
"473","2008-11-14",5.2
"474","2008-11-17",5.85
"475","2008-11-18",5.27
"476","2008-11-19",4.68
"477","2008-11-20",4.53
"478","2008-11-21",4.77
"479","2008-11-24",4.93
"480","2008-11-25",4.85
"481","2008-11-26",5.79
"482","2008-11-28",5.53
"483","2008-12-01",4.84
"484","2008-12-02",5.3
"485","2008-12-03",5.54
"486","2008-12-04",5.43
"487","2008-12-05",5.78
"488","2008-12-08",6.29
"489","2008-12-09",5.68
"490","2008-12-10",6.43
"491","2008-12-11",5.99
"492","2008-12-12",6.27
"493","2008-12-15",5.97
"494","2008-12-16",6.13
"495","2008-12-17",6.5
"496","2008-12-18",6.08
"497","2008-12-19",6.53
"498","2008-12-22",5.85
"499","2008-12-23",5.57
"500","2008-12-24",5.6
"501","2008-12-26",5.88
"502","2008-12-29",5.55
"503","2008-12-30",5.63
"504","2008-12-31",5.51
"505","2009-01-02",5.89
"506","2009-01-05",5.93
"507","2009-01-06",6.05
"508","2009-01-07",5.9
"509","2009-01-08",5.97
"510","2009-01-09",5.37
"511","2009-01-12",5.39
"512","2009-01-13",5.56
"513","2009-01-14",5.05
"514","2009-01-15",4.62
"515","2009-01-16",5.01
"516","2009-01-20",4.57
"517","2009-01-21",4.94
"518","2009-01-22",4.59
"519","2009-01-23",4.72
"520","2009-01-26",4.77
"521","2009-01-27",5.12
"522","2009-01-28",5.11
"523","2009-01-29",5.46
"524","2009-01-30",5.14
"525","2009-02-02",5.26
"526","2009-02-03",4.96
"527","2009-02-04",5
"528","2009-02-05",5.14
"529","2009-02-06",5.16
"530","2009-02-09",5.15
"531","2009-02-10",5.01
"532","2009-02-11",5.07
"533","2009-02-12",5.1
"534","2009-02-13",4.85
"535","2009-02-17",4.82
"536","2009-02-18",4.47
"537","2009-02-19",4.35
"538","2009-02-20",4
"539","2009-02-23",3.93
"540","2009-02-24",4.08
"541","2009-02-25",3.63
"542","2009-02-26",3.36
"543","2009-02-27",3.15
"544","2009-03-02",3.07
"545","2009-03-03",2.6
"546","2009-03-04",3.02
"547","2009-03-05",2.45
"548","2009-03-06",2.26
"549","2009-03-09",2.17
"550","2009-03-10",2.43
"551","2009-03-11",2.27
"552","2009-03-12",2.99
"553","2009-03-13",2.99
"554","2009-03-16",3.01
"555","2009-03-17",3.16
"556","2009-03-18",3.4
"557","2009-03-19",3.7
"558","2009-03-20",3.32
"559","2009-03-23",3.51
"560","2009-03-24",3.62
"561","2009-03-25",3.72
"562","2009-03-26",4.32
"563","2009-03-27",4.46
"564","2009-03-30",3.45
"565","2009-03-31",3.61
"566","2009-04-01",3.85
"567","2009-04-02",4.27
"568","2009-04-03",4.47
"569","2009-04-06",4.18
"570","2009-04-07",3.82
"571","2009-04-08",3.89
"572","2009-04-09",4.62
"573","2009-04-13",4.77
"574","2009-04-14",4.2
"575","2009-04-15",4.44
"576","2009-04-16",5.15
"577","2009-04-17",4.87
"578","2009-04-20",4.15
"579","2009-04-21",4.86
"580","2009-04-22",5.02
"581","2009-04-23",4.91
"582","2009-04-24",5.15
"583","2009-04-27",5.19
"584","2009-04-28",5.69
"585","2009-04-29",6.33
"586","2009-04-30",6.07
"587","2009-05-01",5.85
"588","2009-05-04",6.37
"589","2009-05-05",6.03
"590","2009-05-06",5.88
"591","2009-05-07",5.57
"592","2009-05-08",6.25
"593","2009-05-11",5.58
"594","2009-05-12",5.9
"595","2009-05-13",5.21
"596","2009-05-14",5.46
"597","2009-05-15",5.49
"598","2009-05-18",5.32
"599","2009-05-19",5.46
"600","2009-05-20",5.38
"601","2009-05-21",5.6
"602","2009-05-22",5.52
"603","2009-05-26",6.19
"604","2009-05-27",5.54
"605","2009-05-28",5.83
"606","2009-05-29",5.77
"607","2009-06-01",6.1
"608","2009-06-02",5.9
"609","2009-06-03",5.74
"610","2009-06-04",6.08
"611","2009-06-05",6.07
"612","2009-06-08",6.13
"613","2009-06-09",5.92
"614","2009-06-10",5.92
"615","2009-06-11",6.2
"616","2009-06-12",6.22
"617","2009-06-15",6.05
"618","2009-06-16",6.06
"619","2009-06-17",6.3
"620","2009-06-18",6.26
"621","2009-06-19",6.25
"622","2009-06-22",5.99
"623","2009-06-23",6.02
"624","2009-06-24",6.17
"625","2009-06-25",6.39
"626","2009-06-26",6.61
"627","2009-06-29",6.72
"628","2009-06-30",6.55
"629","2009-07-01",6.9
"630","2009-07-02",6.97
"631","2009-07-06",6.82
"632","2009-07-07",6.63
"633","2009-07-08",6.42
"634","2009-07-09",6.37
"635","2009-07-10",6.36
"636","2009-07-13",6.72
"637","2009-07-14",6.74
"638","2009-07-15",6.8
"639","2009-07-16",6.76
"640","2009-07-17",7.05
"641","2009-07-20",7.49
"642","2009-07-21",7.32
"643","2009-07-22",7.49
"644","2009-07-23",8.02
"645","2009-07-24",9.17
"646","2009-07-27",8.58
"647","2009-07-28",8.55
"648","2009-07-29",8.7
"649","2009-07-30",8.92
"650","2009-07-31",8.43
"651","2009-08-03",8.93
"652","2009-08-04",9.24
"653","2009-08-05",8.57
"654","2009-08-06",8.39
"655","2009-08-07",8.67
"656","2009-08-10",8.76
"657","2009-08-11",8.52
"658","2009-08-12",8.9
"659","2009-08-13",8.87
"660","2009-08-14",8.75
"661","2009-08-17",8.5
"662","2009-08-18",8.8
"663","2009-08-19",9.11
"664","2009-08-20",9.31
"665","2009-08-21",9.95
"666","2009-08-24",9.73
"667","2009-08-25",10.06
"668","2009-08-26",10
"669","2009-08-27",9.95
"670","2009-08-28",9.49
"671","2009-08-31",8.86
"672","2009-09-01",8.46
"673","2009-09-02",8.36
"674","2009-09-03",8.65
"675","2009-09-04",9.06
"676","2009-09-08",8.92
"677","2009-09-09",9.06
"678","2009-09-10",9.16
"679","2009-09-11",9.22
"680","2009-09-14",9.53
"681","2009-09-15",9.72
"682","2009-09-16",9.95
"683","2009-09-17",10.22
"684","2009-09-18",10.29
"685","2009-09-21",9.83
"686","2009-09-22",10.09
"687","2009-09-23",9.9
"688","2009-09-24",9.7
"689","2009-09-25",9.74
"690","2009-09-28",10.53
"691","2009-09-29",9.42
"692","2009-09-30",9.3
"693","2009-10-01",8.61
"694","2009-10-02",8.32
"695","2009-10-05",8.71
"696","2009-10-06",8.83
"697","2009-10-07",9.03
"698","2009-10-08",8.98
"699","2009-10-09",9.45
"700","2009-10-12",8.84
"701","2009-10-13",8.63
"702","2009-10-14",9.34
"703","2009-10-15",9.19
"704","2009-10-16",8.74
"705","2009-10-19",8.87
"706","2009-10-20",8.39
"707","2009-10-21",8.34
"708","2009-10-22",8.79
"709","2009-10-23",7.99
"710","2009-10-26",7.73
"711","2009-10-27",7.59
"712","2009-10-28",9.1
"713","2009-10-29",9.2
"714","2009-10-30",8.96
"715","2009-11-02",8.94
"716","2009-11-03",8.98
"717","2009-11-04",8.24
"718","2009-11-05",9.35
"719","2009-11-06",9.39
"720","2009-11-09",9.37
"721","2009-11-10",9.2
"722","2009-11-11",9.5
"723","2009-11-12",9.09
"724","2009-11-13",9.26
"725","2009-11-16",10.03
"726","2009-11-17",9.92
"727","2009-11-18",10.3
"728","2009-11-19",9.62
"729","2009-11-20",9.66
"730","2009-11-23",9.93
"731","2009-11-24",9.86
"732","2009-11-25",9.71
"733","2009-11-27",9.22
"734","2009-11-30",9.27
"735","2009-12-01",9.56
"736","2009-12-02",9.48
"737","2009-12-03",9.24
"738","2009-12-04",9.69
"739","2009-12-07",9.7
"740","2009-12-08",9.68
"741","2009-12-09",9.34
"742","2009-12-10",8.95
"743","2009-12-11",9.07
"744","2009-12-14",9.24
"745","2009-12-15",9.15
"746","2009-12-16",9.15
"747","2009-12-17",9.04
"748","2009-12-18",9.05
"749","2009-12-21",9.05
"750","2009-12-22",9.32
"751","2009-12-23",9.62
"752","2009-12-24",9.54
"753","2009-12-28",9.51
"754","2009-12-29",9.56
"755","2009-12-30",9.63
"756","2009-12-31",9.62
"757","2010-01-04",10.36
"758","2010-01-05",10.28
"759","2010-01-06",10.11
"760","2010-01-07",10.17
"761","2010-01-08",10.13
"762","2010-01-11",9.76
"763","2010-01-12",9.54
"764","2010-01-13",9.48
"765","2010-01-14",9.83
"766","2010-01-15",9.44
"767","2010-01-19",9.74
"768","2010-01-20",9.31
"769","2010-01-21",8.89
"770","2010-01-22",8.5
"771","2010-01-25",8.73
"772","2010-01-26",8.63
"773","2010-01-27",8.42
"774","2010-01-28",7.68
"775","2010-01-29",7.61
"776","2010-02-01",7.88
"777","2010-02-02",7.74
"778","2010-02-03",7.86
"779","2010-02-04",7.69
"780","2010-02-05",8.03
"781","2010-02-08",7.51
"782","2010-02-09",7.55
"783","2010-02-10",7.05
"784","2010-02-11",7.48
"785","2010-02-12",7.73
"786","2010-02-16",7.84
"787","2010-02-17",7.74
"788","2010-02-18",7.87
"789","2010-02-19",7.9
"790","2010-02-22",7.99
"791","2010-02-23",7.91
"792","2010-02-24",8.22
"793","2010-02-25",7.94
"794","2010-02-26",7.96
"795","2010-03-01",8.02
"796","2010-03-02",7.98
"797","2010-03-03",7.93
"798","2010-03-04",7.79
"799","2010-03-05",7.98
"800","2010-03-08",8
"801","2010-03-09",8.14
"802","2010-03-10",8.26
"803","2010-03-11",8.28
"804","2010-03-12",8.05
"805","2010-03-15",8.92
"806","2010-03-16",9.13
"807","2010-03-17",9.37
"808","2010-03-18",9.52
"809","2010-03-19",9.22
"810","2010-03-22",9.65
"811","2010-03-23",9.81
"812","2010-03-24",9.49
"813","2010-03-25",9.54
"814","2010-03-26",9.55
"815","2010-03-29",9.45
"816","2010-03-30",9.58
"817","2010-03-31",9.42
"818","2010-04-01",9.51
"819","2010-04-05",9.69
"820","2010-04-06",9.65
"821","2010-04-07",9.75
"822","2010-04-08",9.73
"823","2010-04-09",9.76
"824","2010-04-12",9.62
"825","2010-04-13",9.6
"826","2010-04-14",9.76
"827","2010-04-15",9.84
"828","2010-04-16",9.87
"829","2010-04-19",9.85
"830","2010-04-20",10
"831","2010-04-21",10.17
"832","2010-04-22",10.62
"833","2010-04-23",10.93
"834","2010-04-26",10.81
"835","2010-04-27",10.52
"836","2010-04-28",10.93
"837","2010-04-29",11.01
"838","2010-04-30",10.5
"839","2010-05-03",11.01
"840","2010-05-04",10.52
"841","2010-05-05",10.37
"842","2010-05-06",9.76
"843","2010-05-07",9.26
"844","2010-05-10",10.56
"845","2010-05-11",10.68
"846","2010-05-12",11.27
"847","2010-05-13",11.77
"848","2010-05-14",11.35
"849","2010-05-17",11.17
"850","2010-05-18",10.97
"851","2010-05-19",10.76
"852","2010-05-20",10.2
"853","2010-05-21",10.46
"854","2010-05-24",10.14
"855","2010-05-25",10.15
"856","2010-05-26",10.31
"857","2010-05-27",10.92
"858","2010-05-28",10.53
"859","2010-06-01",10.33
"860","2010-06-02",10.56
"861","2010-06-03",10.91
"862","2010-06-04",10.38
"863","2010-06-07",10.06
"864","2010-06-08",9.68
"865","2010-06-09",9.4
"866","2010-06-10",9.92
"867","2010-06-11",10.15
"868","2010-06-14",10.43
"869","2010-06-15",10.51
"870","2010-06-16",10.44
"871","2010-06-17",10.53
"872","2010-06-18",10.32
"873","2010-06-21",10.18
"874","2010-06-22",10.11
"875","2010-06-23",10.24
"876","2010-06-24",10.03
"877","2010-06-25",10.29
"878","2010-06-28",10.09
"879","2010-06-29",9.49
"880","2010-06-30",9.24
"881","2010-07-01",9.06
"882","2010-07-02",9.08
"883","2010-07-06",9.02
"884","2010-07-07",9.31
"885","2010-07-08",9.48
"886","2010-07-09",9.68
"887","2010-07-12",9.48
"888","2010-07-13",10.2
"889","2010-07-14",10.28
"890","2010-07-15",10.14
"891","2010-07-16",9.58
"892","2010-07-19",9.71
"893","2010-07-20",9.91
"894","2010-07-21",9.66
"895","2010-07-22",9.91
"896","2010-07-23",10.4
"897","2010-07-26",10.63
"898","2010-07-27",10.17
"899","2010-07-28",9.54
"900","2010-07-29",9.56
"901","2010-07-30",9.35
"902","2010-08-02",9.68
"903","2010-08-03",9.6
"904","2010-08-04",9.67
"905","2010-08-05",9.7
"906","2010-08-06",9.94
"907","2010-08-09",10.03
"908","2010-08-10",9.74
"909","2010-08-11",9.05
"910","2010-08-12",8.8
"911","2010-08-13",8.56
"912","2010-08-16",8.53
"913","2010-08-17",8.87
"914","2010-08-18",8.92
"915","2010-08-19",8.51
"916","2010-08-20",8.57
"917","2010-08-23",8.38
"918","2010-08-24",8.09
"919","2010-08-25",8.2
"920","2010-08-26",7.96
"921","2010-08-27",8.38
"922","2010-08-30",8.2
"923","2010-08-31",8.04
"924","2010-09-01",8.47
"925","2010-09-02",8.49
"926","2010-09-03",8.75
"927","2010-09-07",8.49
"928","2010-09-08",8.71
"929","2010-09-09",8.8
"930","2010-09-10",8.71
"931","2010-09-13",9.33
"932","2010-09-14",9.12
"933","2010-09-15",9.42
"934","2010-09-16",9.11
"935","2010-09-17",9.35
"936","2010-09-20",9.68
"937","2010-09-21",9.47
"938","2010-09-22",9.28
"939","2010-09-23",9.03
"940","2010-09-24",9.59
"941","2010-09-27",9.38
"942","2010-09-28",9.56
"943","2010-09-29",9.68
"944","2010-09-30",9.62
"945","2010-10-01",9.85
"946","2010-10-04",9.51
"947","2010-10-05",10.04
"948","2010-10-06",10.13
"949","2010-10-07",10.03
"950","2010-10-08",10.18
"951","2010-10-11",10.11
"952","2010-10-12",10.07
"953","2010-10-13",10.31
"954","2010-10-14",10.22
"955","2010-10-15",10.22
"956","2010-10-18",10.41
"957","2010-10-19",10.22
"958","2010-10-20",10.37
"959","2010-10-21",10.21
"960","2010-10-22",10.36
"961","2010-10-25",10.39
"962","2010-10-26",10.3
"963","2010-10-27",10.53
"964","2010-10-28",10.11
"965","2010-10-29",10.15
"966","2010-11-01",9.89
"967","2010-11-02",10.15
"968","2010-11-03",10.1
"969","2010-11-04",10.26
"970","2010-11-05",10.44
"971","2010-11-08",10.38
"972","2010-11-09",10.09
"973","2010-11-10",10.21
"974","2010-11-11",9.98
"975","2010-11-12",9.75
"976","2010-11-15",9.74
"977","2010-11-16",9.46
"978","2010-11-17",9.5
"979","2010-11-18",9.96
"980","2010-11-19",9.83
"981","2010-11-22",9.8
"982","2010-11-23",9.77
"983","2010-11-24",10.33
"984","2010-11-26",10.36
"985","2010-11-29",10.32
"986","2010-11-30",10.29
"987","2010-12-01",10.44
"988","2010-12-02",10.76
"989","2010-12-03",11.27
"990","2010-12-06",11.26
"991","2010-12-07",11.36
"992","2010-12-08",11.03
"993","2010-12-09",11.13
"994","2010-12-10",11.38
"995","2010-12-13",10.94
"996","2010-12-14",10.81
"997","2010-12-15",10.91
"998","2010-12-16",10.98
"999","2010-12-17",11.06
"1000","2010-12-20",10.97
