"","date","XENE"
"1","2014-11-05",10.5
"2","2014-11-06",11.97
"3","2014-11-07",13.29
"4","2014-11-10",16
"5","2014-11-11",16.469999
"6","2014-11-12",13.41
"7","2014-11-13",13.42
"8","2014-11-14",12.7
"9","2014-11-17",13.45
"10","2014-11-18",14
"11","2014-11-19",13.66
"12","2014-11-20",13.17
"13","2014-11-21",12.65
"14","2014-11-24",12.52
"15","2014-11-25",12.68
"16","2014-11-26",12.54
"17","2014-11-28",13.2
"18","2014-12-01",12.21
"19","2014-12-02",13.15
"20","2014-12-03",14.47
"21","2014-12-04",13.74
"22","2014-12-05",13.96
"23","2014-12-08",14.24
"24","2014-12-09",14.6
"25","2014-12-10",16.07
"26","2014-12-11",17.139999
"27","2014-12-12",17.049999
"28","2014-12-15",15.48
"29","2014-12-16",15.39
"30","2014-12-17",15.262
"31","2014-12-18",16.01
"32","2014-12-19",15.6
"33","2014-12-22",15.24
"34","2014-12-23",15.31
"35","2014-12-24",15.495
"36","2014-12-26",17.045
"37","2014-12-29",19.91
"38","2014-12-30",19.790001
"39","2014-12-31",19.75
"40","2015-01-02",18.700001
"41","2015-01-05",19.15
"42","2015-01-06",18.84
"43","2015-01-07",20.9
"44","2015-01-08",23
"45","2015-01-09",21.870001
"46","2015-01-12",21.92
"47","2015-01-13",21.82
"48","2015-01-14",21.629999
"49","2015-01-15",21.98
"50","2015-01-16",21.65
"51","2015-01-20",17.969999
"52","2015-01-21",18.309999
"53","2015-01-22",20.6
"54","2015-01-23",20.24
"55","2015-01-26",19.440001
"56","2015-01-27",18.950001
"57","2015-01-28",18.25
"58","2015-01-29",17.24
"59","2015-01-30",17.790001
"60","2015-02-02",17.25
"61","2015-02-03",15.81
"62","2015-02-04",14.86
"63","2015-02-05",15.24
"64","2015-02-06",15.57
"65","2015-02-09",15.66
"66","2015-02-10",16.1
"67","2015-02-11",16.049999
"68","2015-02-12",16.200001
"69","2015-02-13",16.370001
"70","2015-02-17",16.52
"71","2015-02-18",17.190001
"72","2015-02-19",19.65
"73","2015-02-20",19.379999
"74","2015-02-23",19.33
"75","2015-02-24",19.799999
"76","2015-02-25",19.280001
"77","2015-02-26",19.049999
"78","2015-02-27",19.34
"79","2015-03-02",19.76
"80","2015-03-03",18.459999
"81","2015-03-04",18.700001
"82","2015-03-05",19.450001
"83","2015-03-06",19.219999
"84","2015-03-09",18.639999
"85","2015-03-10",17.870001
"86","2015-03-11",17.299999
"87","2015-03-12",18.16
"88","2015-03-13",18.35
"89","2015-03-16",17.65
"90","2015-03-17",17.76
"91","2015-03-18",17.389999
"92","2015-03-19",18.690001
"93","2015-03-20",18.58
"94","2015-03-23",18.85
"95","2015-03-24",18.889999
"96","2015-03-25",16.83
"97","2015-03-26",16.549999
"98","2015-03-27",16.75
"99","2015-03-30",17.139999
"100","2015-03-31",16.865
"101","2015-04-01",17.129999
"102","2015-04-02",16.51
"103","2015-04-06",16.33
"104","2015-04-07",16.889999
"105","2015-04-08",17
"106","2015-04-09",16.950001
"107","2015-04-10",16.860001
"108","2015-04-13",17.08
"109","2015-04-14",16.809999
"110","2015-04-15",16.940001
"111","2015-04-16",16.99
"112","2015-04-17",15.85
"113","2015-04-20",15.252
"114","2015-04-21",14.91
"115","2015-04-22",14.25
"116","2015-04-23",14.68
"117","2015-04-24",14.58
"118","2015-04-27",14.03
"119","2015-04-28",13.74
"120","2015-04-29",13.56
"121","2015-04-30",13.25
"122","2015-05-01",13.42
"123","2015-05-04",13.48
"124","2015-05-05",13.388
"125","2015-05-06",13.68
"126","2015-05-07",13.59
"127","2015-05-08",13.71
"128","2015-05-11",13.6
"129","2015-05-12",14.66
"130","2015-05-13",13.69
"131","2015-05-14",13.77
"132","2015-05-15",13.11
"133","2015-05-18",13
"134","2015-05-19",12.94
"135","2015-05-20",12.3
"136","2015-05-21",12.57
"137","2015-05-22",12.59
"138","2015-05-26",12.35
"139","2015-05-27",12.36
"140","2015-05-28",13.15
"141","2015-05-29",13.8
"142","2015-06-01",13.17
"143","2015-06-02",13.15
"144","2015-06-03",12.78
"145","2015-06-04",12.77
"146","2015-06-05",12.84
"147","2015-06-08",12.19
"148","2015-06-09",12.29
"149","2015-06-10",12.16
"150","2015-06-11",11.96
"151","2015-06-12",12.42
"152","2015-06-15",12.88
"153","2015-06-16",13.25
"154","2015-06-17",13.08
"155","2015-06-18",12.44
"156","2015-06-19",12.47
"157","2015-06-22",12.7
"158","2015-06-23",12.9
"159","2015-06-24",12.85
"160","2015-06-25",12.57
"161","2015-06-26",12.19
"162","2015-06-29",11.62
"163","2015-06-30",11.53
"164","2015-07-01",9.53
"165","2015-07-02",9.88
"166","2015-07-06",9.9
"167","2015-07-07",9.81
"168","2015-07-08",9.82
"169","2015-07-09",9.885
"170","2015-07-10",9.88
"171","2015-07-13",10.09
"172","2015-07-14",10.25
"173","2015-07-15",11.11
"174","2015-07-16",10.99
"175","2015-07-17",11.47
"176","2015-07-20",11.4
"177","2015-07-21",10.67
"178","2015-07-22",10.96
"179","2015-07-23",11.03
"180","2015-07-24",11
"181","2015-07-27",11.01
"182","2015-07-28",11.18
"183","2015-07-29",10.89
"184","2015-07-30",11.06
"185","2015-07-31",10.89
"186","2015-08-03",10.42
"187","2015-08-04",10.5
"188","2015-08-05",10.34
"189","2015-08-06",10.07
"190","2015-08-07",9.735
"191","2015-08-10",9.62
"192","2015-08-11",9.16
"193","2015-08-12",9.48
"194","2015-08-13",9.92
"195","2015-08-14",9.9
"196","2015-08-17",11
"197","2015-08-18",10.59
"198","2015-08-19",10.15
"199","2015-08-20",10.27
"200","2015-08-21",10.16
"201","2015-08-24",10.05
"202","2015-08-25",10.09
"203","2015-08-26",10.28
"204","2015-08-27",10.18
"205","2015-08-28",10.22
"206","2015-08-31",9.82
"207","2015-09-01",10
"208","2015-09-02",9.84
"209","2015-09-03",10.04
"210","2015-09-04",9.92
"211","2015-09-08",9.54
"212","2015-09-09",9.27
"213","2015-09-10",9
"214","2015-09-11",9.05
"215","2015-09-14",8.98
"216","2015-09-15",8.96
"217","2015-09-16",8.92
"218","2015-09-17",9.2
"219","2015-09-18",9.18
"220","2015-09-21",9.53
"221","2015-09-22",9.1
"222","2015-09-23",8.67
"223","2015-09-24",8.58
"224","2015-09-25",8.45
"225","2015-09-28",8.29
"226","2015-09-29",8.14
"227","2015-09-30",8.26
"228","2015-10-01",8.28
"229","2015-10-02",8.33
"230","2015-10-05",9.11
"231","2015-10-06",9.17
"232","2015-10-07",10
"233","2015-10-08",9.23
"234","2015-10-09",9.52
"235","2015-10-12",9.21
"236","2015-10-13",9.52
"237","2015-10-14",9.42
"238","2015-10-15",9.64
"239","2015-10-16",9.23
"240","2015-10-19",8.97
"241","2015-10-20",8.62
"242","2015-10-21",8.55
"243","2015-10-22",8.87
"244","2015-10-23",8.58
"245","2015-10-26",8.22
"246","2015-10-27",8.1
"247","2015-10-28",8.22
"248","2015-10-29",8.08
"249","2015-10-30",8.05
"250","2015-11-02",8.48
"251","2015-11-03",8.32
"252","2015-11-04",8.38
"253","2015-11-05",8.05
"254","2015-11-06",7.99
"255","2015-11-09",8.02
"256","2015-11-10",8.15
"257","2015-11-11",7.88
"258","2015-11-12",8.13
"259","2015-11-13",8.19
"260","2015-11-16",8
"261","2015-11-17",8.02
"262","2015-11-18",8.23
"263","2015-11-19",8.41
"264","2015-11-20",9.1
"265","2015-11-23",9.39
"266","2015-11-24",9.09
"267","2015-11-25",9.3
"268","2015-11-27",9.2
"269","2015-11-30",9.24
"270","2015-12-01",9.17
"271","2015-12-02",9.1
"272","2015-12-03",9
"273","2015-12-04",9.05
"274","2015-12-07",8.96
"275","2015-12-08",8.85
"276","2015-12-09",8.33
"277","2015-12-10",8.1
"278","2015-12-11",8.02
"279","2015-12-14",7.95
"280","2015-12-15",7.94
"281","2015-12-16",8.03
"282","2015-12-17",8.05
"283","2015-12-18",7.69
"284","2015-12-21",8
"285","2015-12-22",8.44
"286","2015-12-23",8.33
"287","2015-12-24",8.12
"288","2015-12-28",8.46
"289","2015-12-29",8.03
"290","2015-12-30",8.19
"291","2015-12-31",8.04
"292","2016-01-04",7.96
"293","2016-01-05",8.015
"294","2016-01-06",7.87
"295","2016-01-07",7.865
"296","2016-01-08",7.94
"297","2016-01-11",8.24
"298","2016-01-12",8.03
"299","2016-01-13",7.73
"300","2016-01-14",7.83
"301","2016-01-15",7.67
"302","2016-01-19",7.21
"303","2016-01-20",6.6
"304","2016-01-21",6.61
"305","2016-01-22",6.88
"306","2016-01-25",6.94
"307","2016-01-26",6.89
"308","2016-01-27",6.73
"309","2016-01-28",6.49
"310","2016-01-29",6.61
"311","2016-02-01",6.67
"312","2016-02-02",6.47
"313","2016-02-03",6.47
"314","2016-02-04",6.86
"315","2016-02-05",6.78
"316","2016-02-08",6.76
"317","2016-02-09",7
"318","2016-02-10",7.08
"319","2016-02-11",7.17
"320","2016-02-12",7.29
"321","2016-02-16",6.85
"322","2016-02-17",7.94
"323","2016-02-18",7.3
"324","2016-02-19",7.21
"325","2016-02-22",7.01
"326","2016-02-23",7.24
"327","2016-02-24",7.325
"328","2016-02-25",7.31
"329","2016-02-26",7.24
"330","2016-02-29",7.325
"331","2016-03-01",7.44
"332","2016-03-02",7.82
"333","2016-03-03",7.46
"334","2016-03-04",7.22
"335","2016-03-07",7.44
"336","2016-03-08",7.33
"337","2016-03-09",7.36
"338","2016-03-10",7.36
"339","2016-03-11",7.49
"340","2016-03-14",7.57
"341","2016-03-15",7.37
"342","2016-03-16",7.12
"343","2016-03-17",6.98
"344","2016-03-18",7.15
"345","2016-03-21",6.97
"346","2016-03-22",6.71
"347","2016-03-23",6.585
"348","2016-03-24",6.705
"349","2016-03-28",6.67
"350","2016-03-29",6.59
"351","2016-03-30",6.62
"352","2016-03-31",6.99
"353","2016-04-01",6.86
"354","2016-04-04",7.1
"355","2016-04-05",6.96
"356","2016-04-06",7.17
"357","2016-04-07",7.05
"358","2016-04-08",7.15
"359","2016-04-11",7.15
"360","2016-04-12",7.05
"361","2016-04-13",7.26
"362","2016-04-14",7.33
"363","2016-04-15",7.46
"364","2016-04-18",7.54
"365","2016-04-19",7
"366","2016-04-20",7.25
"367","2016-04-21",7.36
"368","2016-04-22",7.615
"369","2016-04-25",7.29
"370","2016-04-26",7.2
"371","2016-04-27",7.16
"372","2016-04-28",7.07
"373","2016-04-29",7.13
"374","2016-05-02",7.04
"375","2016-05-03",7.02
"376","2016-05-04",6.84
"377","2016-05-05",6.62
"378","2016-05-06",6.69
"379","2016-05-09",6.69
"380","2016-05-10",6.67
"381","2016-05-11",6.735
"382","2016-05-12",6.66
"383","2016-05-13",6.54
"384","2016-05-16",6.87
"385","2016-05-17",6.77
"386","2016-05-18",6.62
"387","2016-05-19",6.66
"388","2016-05-20",6.64
"389","2016-05-23",6.7
"390","2016-05-24",6.6
"391","2016-05-25",6.65
"392","2016-05-26",6.78
"393","2016-05-27",6.55
"394","2016-05-31",6.93
"395","2016-06-01",7.02
"396","2016-06-02",7.38
"397","2016-06-03",7.46
"398","2016-06-06",7.27
"399","2016-06-07",7.2
"400","2016-06-08",7.21
"401","2016-06-09",7.34
"402","2016-06-10",7.3
"403","2016-06-13",7.21
"404","2016-06-14",6.56
"405","2016-06-15",6.49
"406","2016-06-16",6.4
"407","2016-06-17",6.36
"408","2016-06-20",6.31
"409","2016-06-21",6.32
"410","2016-06-22",6.235
"411","2016-06-23",6.24
"412","2016-06-24",6.3
"413","2016-06-27",6
"414","2016-06-28",5.88
"415","2016-06-29",5.96
"416","2016-06-30",5.9
"417","2016-07-01",6.21
"418","2016-07-05",6.33
"419","2016-07-06",6.88
"420","2016-07-07",7
"421","2016-07-08",7.15
"422","2016-07-11",7.32
"423","2016-07-12",8.13
"424","2016-07-13",8.13
"425","2016-07-14",7.65
"426","2016-07-15",7.71
"427","2016-07-18",7.74
"428","2016-07-19",7.81
"429","2016-07-20",7.54
"430","2016-07-21",7.36
"431","2016-07-22",7.35
"432","2016-07-25",7.1
"433","2016-07-26",7.39
"434","2016-07-27",7.36
"435","2016-07-28",7.46
"436","2016-07-29",7.64
"437","2016-08-01",7.44
"438","2016-08-02",7.3
"439","2016-08-03",7.36
"440","2016-08-04",7.41
"441","2016-08-05",7.46
"442","2016-08-08",7.56
"443","2016-08-09",7.7
"444","2016-08-10",7.6
"445","2016-08-11",7.83
"446","2016-08-12",7.99
"447","2016-08-15",8.38
"448","2016-08-16",8.095
