"","date","STN"
"1","2007-01-03",10.585
"2","2007-01-04",10.325
"3","2007-01-05",10.47
"4","2007-01-08",10.32
"5","2007-01-09",10.245
"6","2007-01-10",10.215
"7","2007-01-11",10.38
"8","2007-01-12",10.82
"9","2007-01-16",11.525
"10","2007-01-17",11.295
"11","2007-01-18",11.57
"12","2007-01-19",11.46
"13","2007-01-22",11.355
"14","2007-01-23",11.36
"15","2007-01-24",11.345
"16","2007-01-25",11.605
"17","2007-01-26",12.075
"18","2007-01-29",11.865
"19","2007-01-30",11.67
"20","2007-01-31",11.765
"21","2007-02-01",11.85
"22","2007-02-02",11.915
"23","2007-02-05",11.88
"24","2007-02-06",11.62
"25","2007-02-07",11.505
"26","2007-02-08",11.605
"27","2007-02-09",11.385
"28","2007-02-12",11.59
"29","2007-02-13",11.72
"30","2007-02-14",11.86
"31","2007-02-15",11.79
"32","2007-02-16",11.72
"33","2007-02-20",11.85
"34","2007-02-21",11.63
"35","2007-02-22",12.135
"36","2007-02-23",12.155
"37","2007-02-26",12.985
"38","2007-02-27",12.595
"39","2007-02-28",12.535
"40","2007-03-01",12.65
"41","2007-03-02",12.795
"42","2007-03-05",12.75
"43","2007-03-06",12.8
"44","2007-03-07",13.315
"45","2007-03-08",13.315
"46","2007-03-09",13.675
"47","2007-03-12",13.665
"48","2007-03-13",13.38
"49","2007-03-14",13.205
"50","2007-03-15",13.625
"51","2007-03-16",14.03
"52","2007-03-19",13.705
"53","2007-03-20",13.69
"54","2007-03-21",13.66
"55","2007-03-22",13.78
"56","2007-03-23",13.79
"57","2007-03-26",13.86
"58","2007-03-27",13.795
"59","2007-03-28",13.545
"60","2007-03-29",13.715
"61","2007-03-30",13.69
"62","2007-04-02",13.65
"63","2007-04-03",13.455
"64","2007-04-04",13.675
"65","2007-04-05",13.9
"66","2007-04-09",14.065
"67","2007-04-10",13.975
"68","2007-04-11",13.585
"69","2007-04-12",13.955
"70","2007-04-13",13.875
"71","2007-04-16",14.105
"72","2007-04-17",14.04
"73","2007-04-18",14.095
"74","2007-04-19",14.32
"75","2007-04-20",14.365
"76","2007-04-23",15.23
"77","2007-04-24",15.31
"78","2007-04-25",14.75
"79","2007-04-26",14.925
"80","2007-04-27",14.89
"81","2007-04-30",15.08
"82","2007-05-01",15.04
"83","2007-05-02",15.16
"84","2007-05-03",15.145
"85","2007-05-04",15.14
"86","2007-05-07",15.18
"87","2007-05-08",15.175
"88","2007-05-09",15.22
"89","2007-05-10",15.08
"90","2007-05-11",14.99
"91","2007-05-14",15.18
"92","2007-05-15",14.97
"93","2007-05-16",14.72
"94","2007-05-17",15.155
"95","2007-05-18",15.075
"96","2007-05-21",15.3
"97","2007-05-22",15.7
"98","2007-05-23",15.92
"99","2007-05-24",15.52
"100","2007-05-25",15.99
"101","2007-05-29",16.01
"102","2007-05-30",16.059999
"103","2007-05-31",16.434999
"104","2007-06-01",16.52
"105","2007-06-04",16.66
"106","2007-06-05",16.43
"107","2007-06-06",16.225
"108","2007-06-07",16.025
"109","2007-06-08",16.445
"110","2007-06-11",16.455
"111","2007-06-12",16.495001
"112","2007-06-13",16.4
"113","2007-06-14",16.395
"114","2007-06-15",16.75
"115","2007-06-18",16.98
"116","2007-06-19",17.155001
"117","2007-06-20",17.184999
"118","2007-06-21",17.08
"119","2007-06-22",17.195
"120","2007-06-25",16.445
"121","2007-06-26",16.495001
"122","2007-06-27",16.305
"123","2007-06-28",16.469999
"124","2007-06-29",16.365
"125","2007-07-02",16.344999
"126","2007-07-03",16.645
"127","2007-07-05",16.424999
"128","2007-07-06",16.48
"129","2007-07-09",16.395
"130","2007-07-10",16.459999
"131","2007-07-11",16.700001
"132","2007-07-12",16.93
"133","2007-07-13",16.85
"134","2007-07-16",16.825001
"135","2007-07-17",16.815001
"136","2007-07-18",16.98
"137","2007-07-19",16.99
"138","2007-07-20",16.975
"139","2007-07-23",16.995001
"140","2007-07-24",17.045
"141","2007-07-25",16.895
"142","2007-07-26",16.4
"143","2007-07-27",16.5
"144","2007-07-30",16.35
"145","2007-07-31",16.18
"146","2007-08-01",15.745
"147","2007-08-02",15.59
"148","2007-08-03",15.35
"149","2007-08-06",15.065
"150","2007-08-07",14.95
"151","2007-08-08",15.04
"152","2007-08-09",14.9
"153","2007-08-10",14.95
"154","2007-08-13",15.18
"155","2007-08-14",14.72
"156","2007-08-15",14.28
"157","2007-08-16",13.975
"158","2007-08-17",14.275
"159","2007-08-20",14.8
"160","2007-08-21",15.03
"161","2007-08-22",14.925
"162","2007-08-23",15.025
"163","2007-08-24",15.31
"164","2007-08-27",15.505
"165","2007-08-28",14.895
"166","2007-08-29",15.165
"167","2007-08-30",15.35
"168","2007-08-31",16.285
"169","2007-09-04",16.525
"170","2007-09-05",16.004999
"171","2007-09-06",16.110001
"172","2007-09-07",16.07
"173","2007-09-10",16.18
"174","2007-09-11",16.615
"175","2007-09-12",16.424999
"176","2007-09-13",16.415001
"177","2007-09-14",16.305
"178","2007-09-17",16.565001
"179","2007-09-18",16.605
"180","2007-09-19",16.85
"181","2007-09-20",16.995001
"182","2007-09-21",16.870001
"183","2007-09-24",16.73
"184","2007-09-25",16.26
"185","2007-09-26",16.690001
"186","2007-09-27",16.264999
"187","2007-09-28",16.51
"188","2007-10-01",16.620001
"189","2007-10-02",17.030001
"190","2007-10-03",17.295
"191","2007-10-04",17.02
"192","2007-10-05",17.92
"193","2007-10-08",18.360001
"194","2007-10-09",18.309999
"195","2007-10-10",18.17
"196","2007-10-11",18.209999
"197","2007-10-12",18.24
"198","2007-10-15",18.125
"199","2007-10-16",17.629999
"200","2007-10-17",17.934999
"201","2007-10-18",18.365
"202","2007-10-19",18.120001
"203","2007-10-22",17.665001
"204","2007-10-23",17.719999
"205","2007-10-24",17.959999
"206","2007-10-25",18.245001
"207","2007-10-26",18.6
"208","2007-10-29",18.725
"209","2007-10-30",19.07
"210","2007-10-31",19.469999
"211","2007-11-01",19.25
"212","2007-11-02",19.299999
"213","2007-11-05",18.719999
"214","2007-11-06",18.075001
"215","2007-11-07",17.514999
"216","2007-11-08",17.895
"217","2007-11-09",18.120001
"218","2007-11-12",17.334999
"219","2007-11-13",17.434999
"220","2007-11-14",17.040001
"221","2007-11-15",16.455
"222","2007-11-16",16.540001
"223","2007-11-19",16.389999
"224","2007-11-20",16.280001
"225","2007-11-21",16.219999
"226","2007-11-23",16.495001
"227","2007-11-26",17.165001
"228","2007-11-27",16.485001
"229","2007-11-28",16.610001
"230","2007-11-29",16.514999
"231","2007-11-30",16.844999
"232","2007-12-03",16.82
"233","2007-12-04",16.129999
"234","2007-12-05",16.745001
"235","2007-12-06",17.049999
"236","2007-12-07",17.74
"237","2007-12-10",18.334999
"238","2007-12-11",18.305
"239","2007-12-12",18.299999
"240","2007-12-13",18.004999
"241","2007-12-14",18.360001
"242","2007-12-17",18.299999
"243","2007-12-18",18.375
"244","2007-12-19",18.594999
"245","2007-12-20",19.195
"246","2007-12-21",19.280001
"247","2007-12-24",19.325001
"248","2007-12-26",19.25
"249","2007-12-27",19.41
"250","2007-12-28",19.75
"251","2007-12-31",19.51
"252","2008-01-02",19.815001
"253","2008-01-03",19.950001
"254","2008-01-04",19.084999
"255","2008-01-07",18.17
"256","2008-01-08",17.34
"257","2008-01-09",16.83
"258","2008-01-10",17.205
"259","2008-01-11",17.014999
"260","2008-01-14",17.035
"261","2008-01-15",16.85
"262","2008-01-16",15.935
"263","2008-01-17",15.075
"264","2008-01-18",15.06
"265","2008-01-22",14.68
"266","2008-01-23",15.115
"267","2008-01-24",15.74
"268","2008-01-25",15.69
"269","2008-01-28",15.36
"270","2008-01-29",15.72
"271","2008-01-30",15.72
"272","2008-01-31",15.635
"273","2008-02-01",16.620001
"274","2008-02-04",16.725
"275","2008-02-05",15.72
"276","2008-02-06",15.995
"277","2008-02-07",16.15
"278","2008-02-08",16.485001
"279","2008-02-11",16.389999
"280","2008-02-12",16.790001
"281","2008-02-13",17.165001
"282","2008-02-14",17.280001
"283","2008-02-15",16.940001
"284","2008-02-19",16.215
"285","2008-02-20",16.200001
"286","2008-02-21",16.870001
"287","2008-02-22",17.120001
"288","2008-02-25",17.084999
"289","2008-02-26",17.09
"290","2008-02-27",16.950001
"291","2008-02-28",16.790001
"292","2008-02-29",16.42
"293","2008-03-03",16.360001
"294","2008-03-04",15.48
"295","2008-03-05",16.34
"296","2008-03-06",16.055
"297","2008-03-07",16.325001
"298","2008-03-10",15.78
"299","2008-03-11",16.030001
"300","2008-03-12",15.645
"301","2008-03-13",15.62
"302","2008-03-14",15.705
"303","2008-03-17",14.745
"304","2008-03-18",14.835
"305","2008-03-19",14.175
"306","2008-03-20",14.68
"307","2008-03-24",14.935
"308","2008-03-25",14.775
"309","2008-03-26",14.845
"310","2008-03-27",14.75
"311","2008-03-28",14.31
"312","2008-03-31",14.625
"313","2008-04-01",14.295
"314","2008-04-02",14.395
"315","2008-04-03",14.655
"316","2008-04-04",14.305
"317","2008-04-07",14.545
"318","2008-04-08",14.46
"319","2008-04-09",14.495
"320","2008-04-10",14.805
"321","2008-04-11",14.26
"322","2008-04-14",14.35
"323","2008-04-15",14.685
"324","2008-04-16",14.825
"325","2008-04-17",14.775
"326","2008-04-18",14.95
"327","2008-04-21",14.77
"328","2008-04-22",14.535
"329","2008-04-23",14.505
"330","2008-04-24",14.575
"331","2008-04-25",14.735
"332","2008-04-28",15.275
"333","2008-04-29",15.09
"334","2008-04-30",14.695
"335","2008-05-01",15.285
"336","2008-05-02",15.2
"337","2008-05-05",15.125
"338","2008-05-06",15.055
"339","2008-05-07",14.65
"340","2008-05-08",14.29
"341","2008-05-09",14.12
"342","2008-05-12",14.435
"343","2008-05-13",14.505
"344","2008-05-14",14.07
"345","2008-05-15",14.805
"346","2008-05-16",14.545
"347","2008-05-19",14.69
"348","2008-05-20",14.7
"349","2008-05-21",14.445
"350","2008-05-22",14.395
"351","2008-05-23",14.48
"352","2008-05-27",14.255
"353","2008-05-28",14.505
"354","2008-05-29",14.67
"355","2008-05-30",14.6
"356","2008-06-02",14.735
"357","2008-06-03",14.645
"358","2008-06-04",14.155
"359","2008-06-05",14.385
"360","2008-06-06",14
"361","2008-06-09",13.91
"362","2008-06-10",13.86
"363","2008-06-11",13.565
"364","2008-06-12",13.66
"365","2008-06-13",13.895
"366","2008-06-16",13.93
"367","2008-06-17",13.995
"368","2008-06-18",13.685
"369","2008-06-19",13.655
"370","2008-06-20",13.59
"371","2008-06-23",13.335
"372","2008-06-24",13.5
"373","2008-06-25",13.265
"374","2008-06-26",12.58
"375","2008-06-27",13.535
"376","2008-06-30",12.895
"377","2008-07-01",12.705
"378","2008-07-02",12.41
"379","2008-07-03",11.765
"380","2008-07-07",11.995
"381","2008-07-08",12
"382","2008-07-09",12.19
"383","2008-07-10",11.98
"384","2008-07-11",11.645
"385","2008-07-14",11.43
"386","2008-07-15",10.93
"387","2008-07-16",11.87
"388","2008-07-17",11.955
"389","2008-07-18",12.16
"390","2008-07-21",11.885
"391","2008-07-22",12.205
"392","2008-07-23",11.88
"393","2008-07-24",11.4
"394","2008-07-25",11.71
"395","2008-07-28",11.605
"396","2008-07-29",11.445
"397","2008-07-30",12.085
"398","2008-07-31",13.71
"399","2008-08-01",13.075
"400","2008-08-04",13.33
"401","2008-08-05",13.485
"402","2008-08-06",13.875
"403","2008-08-07",13.82
"404","2008-08-08",13.465
"405","2008-08-11",13.46
"406","2008-08-12",13.61
"407","2008-08-13",13.64
"408","2008-08-14",13.765
"409","2008-08-15",13.845
"410","2008-08-18",13.85
"411","2008-08-19",13.89
"412","2008-08-20",13.765
"413","2008-08-21",13.97
"414","2008-08-22",14.025
"415","2008-08-25",14
"416","2008-08-26",14.16
"417","2008-08-27",14.37
"418","2008-08-28",14.53
"419","2008-08-29",14.39
"420","2008-09-02",14.05
"421","2008-09-03",13.55
"422","2008-09-04",13.455
"423","2008-09-05",13.215
"424","2008-09-08",12.835
"425","2008-09-09",12.445
"426","2008-09-10",12.375
"427","2008-09-11",12.51
"428","2008-09-12",13.175
"429","2008-09-15",12.435
"430","2008-09-16",11.865
"431","2008-09-17",11.955
"432","2008-09-18",12.29
"433","2008-09-19",13.85
"434","2008-09-22",12.885
"435","2008-09-23",12.495
"436","2008-09-24",12.005
"437","2008-09-25",12.505
"438","2008-09-26",12.4
"439","2008-09-29",11.68
"440","2008-09-30",11.9
"441","2008-10-01",11.6
"442","2008-10-02",11.12
"443","2008-10-03",11.5
"444","2008-10-06",10.175
"445","2008-10-07",9.92
"446","2008-10-08",9.54
"447","2008-10-09",8.535
"448","2008-10-10",8.105
"449","2008-10-13",9.19
"450","2008-10-14",8.615
"451","2008-10-15",7.675
"452","2008-10-16",7.83
"453","2008-10-17",7.92
"454","2008-10-20",8.265
"455","2008-10-21",7.66
"456","2008-10-22",7.305
"457","2008-10-23",7.505
"458","2008-10-24",7.53
"459","2008-10-27",6.57
"460","2008-10-28",6.5
"461","2008-10-29",6.735
"462","2008-10-30",7.3
"463","2008-10-31",7.965
"464","2008-11-03",8.62
"465","2008-11-04",9.36
"466","2008-11-05",9.6
"467","2008-11-06",9.045
"468","2008-11-07",9.255
"469","2008-11-10",9.1
"470","2008-11-11",9.33
"471","2008-11-12",8.525
"472","2008-11-13",8.64
"473","2008-11-14",9.465
"474","2008-11-17",8.67
"475","2008-11-18",8.455
"476","2008-11-19",7.685
"477","2008-11-20",6.635
"478","2008-11-21",6.83
"479","2008-11-24",8.3
"480","2008-11-25",8.18
"481","2008-11-26",8.195
"482","2008-11-28",9.2
"483","2008-12-01",8.65
"484","2008-12-02",9.42
"485","2008-12-03",9.33
"486","2008-12-04",8.875
"487","2008-12-05",9.295
"488","2008-12-08",10.02
"489","2008-12-09",10.875
"490","2008-12-10",10.78
"491","2008-12-11",10.82
"492","2008-12-12",10.575
"493","2008-12-15",10.385
"494","2008-12-16",10.825
"495","2008-12-17",10.67
"496","2008-12-18",11.16
"497","2008-12-19",11.085
"498","2008-12-22",11.31
"499","2008-12-23",11.545
"500","2008-12-24",12.3
"501","2008-12-26",12
"502","2008-12-29",12.56
"503","2008-12-30",11.945
"504","2008-12-31",12.35
"505","2009-01-02",11.9
"506","2009-01-05",12.395
"507","2009-01-06",12.525
"508","2009-01-07",12.185
"509","2009-01-08",12.525
"510","2009-01-09",12.035
"511","2009-01-12",11.405
"512","2009-01-13",11.145
"513","2009-01-14",10.605
"514","2009-01-15",10.74
"515","2009-01-16",10.645
"516","2009-01-20",10.265
"517","2009-01-21",10.64
