"","date","ATRC"
"104","2007-06-01",9.85
"105","2007-06-04",9.86
"106","2007-06-05",9.9
"107","2007-06-06",9.81
"108","2007-06-07",10.01
"109","2007-06-08",10.02
"110","2007-06-11",10.07
"111","2007-06-12",10.05
"112","2007-06-13",10.1
"113","2007-06-14",10.07
"114","2007-06-15",10
"115","2007-06-18",9.85
"116","2007-06-19",9.79
"117","2007-06-20",9.5
"118","2007-06-21",9.35
"119","2007-06-22",9.08
"120","2007-06-25",9.1
"121","2007-06-26",8.44
"122","2007-06-27",8.62
"123","2007-06-28",8.7
"124","2007-06-29",8.54
"125","2007-07-02",8.56
"126","2007-07-03",8.48
"127","2007-07-05",8.6
"128","2007-07-06",8.84
"129","2007-07-09",9.01
"130","2007-07-10",9.34
"131","2007-07-11",9.23
"132","2007-07-12",9.38
"133","2007-07-13",9.3
"134","2007-07-16",9.37
"135","2007-07-17",9.43
"136","2007-07-18",9
"137","2007-07-19",9.25
"138","2007-07-20",9.2
"139","2007-07-23",9.78
"140","2007-07-24",9.61
"141","2007-07-25",9.5
"142","2007-07-26",9.3
"143","2007-07-27",9.63
"144","2007-07-30",9.64
"145","2007-07-31",9.75
"146","2007-08-01",9.8
"147","2007-08-02",9.78
"148","2007-08-03",9.49
"149","2007-08-06",9.48
"150","2007-08-07",9.64
"151","2007-08-08",9.93
"152","2007-08-09",10.03
"153","2007-08-10",10.15
"154","2007-08-13",10.53
"155","2007-08-14",10.49
"156","2007-08-15",10.16
"157","2007-08-16",10.08
"158","2007-08-17",10.26
"159","2007-08-20",10.25
"160","2007-08-21",10.3
"161","2007-08-22",10.4
"162","2007-08-23",10.75
"163","2007-08-24",10.77
"164","2007-08-27",10.83
"165","2007-08-28",10.8
"166","2007-08-29",10.91
"167","2007-08-30",10.65
"168","2007-08-31",10.51
"169","2007-09-04",10.88
"170","2007-09-05",10.81
"171","2007-09-06",10.98
"172","2007-09-07",10.9
"173","2007-09-10",10.71
"174","2007-09-11",10.83
"175","2007-09-12",10.82
"176","2007-09-13",10.77
"177","2007-09-14",10.69
"178","2007-09-17",10.3
"179","2007-09-18",10.25
"180","2007-09-19",10.43
"181","2007-09-20",10.57
"182","2007-09-21",10.69
"183","2007-09-24",10.66
"184","2007-09-25",10.46
"185","2007-09-26",10.32
"186","2007-09-27",10.54
"187","2007-09-28",10.64
"188","2007-10-01",10.8
"189","2007-10-02",10.78
"190","2007-10-03",10.8
"191","2007-10-04",10.88
"192","2007-10-05",10.81
"193","2007-10-08",10.79
"194","2007-10-09",10.93
"195","2007-10-10",10.71
"196","2007-10-11",10.77
"197","2007-10-12",10.84
"198","2007-10-15",10.9
"199","2007-10-16",10.8
"200","2007-10-17",11.08
"201","2007-10-18",11.08
"202","2007-10-19",10.96
"203","2007-10-22",10.98
"204","2007-10-23",11.41
"205","2007-10-24",11.44
"206","2007-10-25",11.24
"207","2007-10-26",11.35
"208","2007-10-29",11.39
"209","2007-10-30",11.37
"210","2007-10-31",11.38
"211","2007-11-01",11.3
"212","2007-11-02",11.1
"213","2007-11-05",11.55
"214","2007-11-06",11.55
"215","2007-11-07",11.56
"216","2007-11-08",11.56
"217","2007-11-09",11.44
"218","2007-11-12",11.25
"219","2007-11-13",11.25
"220","2007-11-14",11.86
"221","2007-11-15",11.4
"222","2007-11-16",10.57
"223","2007-11-19",10.73
"224","2007-11-20",10.97
"225","2007-11-21",10.88
"226","2007-11-23",10.98
"227","2007-11-26",11
"228","2007-11-27",11.07
"229","2007-11-28",11
"230","2007-11-29",11.15
"231","2007-11-30",11.49
"232","2007-12-03",11.49
"233","2007-12-04",11.3
"234","2007-12-05",11.65
"235","2007-12-06",11.57
"236","2007-12-07",11.71
"237","2007-12-10",10.96
"238","2007-12-11",11.39
"239","2007-12-12",11.41
"240","2007-12-13",11.33
"241","2007-12-14",11.29
"242","2007-12-17",11.39
"243","2007-12-18",12
"244","2007-12-19",12.6
"245","2007-12-20",13.17
"246","2007-12-21",12.91
"247","2007-12-24",13.48
"248","2007-12-26",13.59
"249","2007-12-27",13
"250","2007-12-28",13.01
"251","2007-12-31",13.11
"252","2008-01-02",13.24
"253","2008-01-03",13.02
"254","2008-01-04",13.73
"255","2008-01-07",13.7
"256","2008-01-08",13.67
"257","2008-01-09",13.7
"258","2008-01-10",13.58
"259","2008-01-11",13.9
"260","2008-01-14",13.91
"261","2008-01-15",13.93
"262","2008-01-16",14.05
"263","2008-01-17",13.93
"264","2008-01-18",13.04
"265","2008-01-22",13.1
"266","2008-01-23",13.01
"267","2008-01-24",13.28
"268","2008-01-25",13.4
"269","2008-01-28",13.41
"270","2008-01-29",14
"271","2008-01-30",13.85
"272","2008-01-31",13.94
"273","2008-02-01",14
"274","2008-02-04",13.55
"275","2008-02-05",13.32
"276","2008-02-06",13.31
"277","2008-02-07",13.26
"278","2008-02-08",13.68
"279","2008-02-11",13.97
"280","2008-02-12",14
"281","2008-02-13",13.61
"282","2008-02-14",13.8
"283","2008-02-15",13.64
"284","2008-02-19",13.07
"285","2008-02-20",12.75
"286","2008-02-21",12.77
"287","2008-02-22",12.08
"288","2008-02-25",12.1
"289","2008-02-26",12.08
"290","2008-02-27",11.9
"291","2008-02-28",11.87
"292","2008-02-29",11.9
"293","2008-03-03",11.78
"294","2008-03-04",12.26
"295","2008-03-05",11.96
"296","2008-03-06",11.77
"297","2008-03-07",11.69
"298","2008-03-10",10.85
"299","2008-03-11",11.07
"300","2008-03-12",11.28
"301","2008-03-13",11.13
"302","2008-03-14",11
"303","2008-03-17",11.01
"304","2008-03-18",11.37
"305","2008-03-19",11.8
"306","2008-03-20",12.04
"307","2008-03-24",12.51
"308","2008-03-25",12.66
"309","2008-03-26",12.98
"310","2008-03-27",11.58
"311","2008-03-28",12.04
"312","2008-03-31",12.74
"313","2008-04-01",13.12
"314","2008-04-02",13.52
"315","2008-04-03",13.4
"316","2008-04-04",12.98
"317","2008-04-07",12.97
"318","2008-04-08",12.99
"319","2008-04-09",12.65
"320","2008-04-10",12.8
"321","2008-04-11",12.8
"322","2008-04-14",12.83
"323","2008-04-15",12.96
"324","2008-04-16",12.78
"325","2008-04-17",12.99
"326","2008-04-18",12.93
"327","2008-04-21",12.78
"328","2008-04-22",11.84
"329","2008-04-23",12.58
"330","2008-04-24",12.77
"331","2008-04-25",13.24
"332","2008-04-28",13.57
"333","2008-04-29",13.53
"334","2008-04-30",13.36
"335","2008-05-01",13.34
"336","2008-05-02",13.36
"337","2008-05-05",12.47
"338","2008-05-06",11.78
"339","2008-05-07",12.3
"340","2008-05-08",11.25
"341","2008-05-09",11.38
"342","2008-05-12",11
"343","2008-05-13",11.15
"344","2008-05-14",11.05
"345","2008-05-15",11.15
"346","2008-05-16",11.25
"347","2008-05-19",11
"348","2008-05-20",10.29
"349","2008-05-21",10
"350","2008-05-22",10
"351","2008-05-23",10.22
"352","2008-05-27",10.11
"353","2008-05-28",10.1
"354","2008-05-29",10.01
"355","2008-05-30",9.81
"356","2008-06-02",9.72
"357","2008-06-03",9.8
"358","2008-06-04",9.92
"359","2008-06-05",9.83
"360","2008-06-06",9.82
"361","2008-06-09",10.27
"362","2008-06-10",10.8
"363","2008-06-11",10.49
"364","2008-06-12",10.28
"365","2008-06-13",10.7
"366","2008-06-16",11
"367","2008-06-17",11.8
"368","2008-06-18",11.55
"369","2008-06-19",11.65
"370","2008-06-20",11.36
"371","2008-06-23",11.08
"372","2008-06-24",10.8
"373","2008-06-25",10.95
"374","2008-06-26",10.99
"375","2008-06-27",11.32
"376","2008-06-30",10.8
"377","2008-07-01",11.02
"378","2008-07-02",10.82
"379","2008-07-03",10.7
"380","2008-07-07",10.38
"381","2008-07-08",10.86
"382","2008-07-09",10.86
"383","2008-07-10",10.89
"384","2008-07-11",10.27
"385","2008-07-14",10.36
"386","2008-07-15",10.25
"387","2008-07-16",10.57
"388","2008-07-17",10.59
"389","2008-07-18",10.4
"390","2008-07-21",10.01
"391","2008-07-22",10.29
"392","2008-07-23",10.13
"393","2008-07-24",10.63
"394","2008-07-25",10.63
"395","2008-07-28",10.3
"396","2008-07-29",10.05
"397","2008-07-30",10.05
"398","2008-07-31",9.65
"399","2008-08-01",9.8
"400","2008-08-04",9.83
"401","2008-08-05",10.43
"402","2008-08-06",10.54
"403","2008-08-07",10.44
"404","2008-08-08",10.39
"405","2008-08-11",11.14
"406","2008-08-12",11.23
"407","2008-08-13",11.22
"408","2008-08-14",10.99
"409","2008-08-15",10.97
"410","2008-08-18",10.75
"411","2008-08-19",10.74
"412","2008-08-20",10.74
"413","2008-08-21",10.7
"414","2008-08-22",10.75
"415","2008-08-25",10.68
"416","2008-08-26",10.63
"417","2008-08-27",10.82
"418","2008-08-28",10.21
"419","2008-08-29",10.25
"420","2008-09-02",10.18
"421","2008-09-03",10.08
"422","2008-09-04",10.54
"423","2008-09-05",10.71
"424","2008-09-08",10.75
"425","2008-09-09",10.17
"426","2008-09-10",10.2
"427","2008-09-11",10.16
"428","2008-09-12",10.16
"429","2008-09-15",10.01
"430","2008-09-16",10.09
"431","2008-09-17",10.28
"432","2008-09-18",10.75
"433","2008-09-19",10.61
"434","2008-09-22",10.26
"435","2008-09-23",10
"436","2008-09-24",10.23
"437","2008-09-25",9.99
"438","2008-09-26",10
"439","2008-09-29",9.97
"440","2008-09-30",9.91
"441","2008-10-01",9.53
"442","2008-10-02",9.18
"443","2008-10-03",9.25
"444","2008-10-06",8.37
"445","2008-10-07",8.49
"446","2008-10-08",8.38
"447","2008-10-09",8.16
"448","2008-10-10",7.83
"449","2008-10-13",7.79
"450","2008-10-14",7.53
"451","2008-10-15",7.66
"452","2008-10-16",7.79
"453","2008-10-17",7.72
"454","2008-10-20",7.97
"455","2008-10-21",7.75
"456","2008-10-22",7.31
"457","2008-10-23",6.19
"458","2008-10-24",5.6
"459","2008-10-27",5.57
"460","2008-10-28",5.7
"461","2008-10-29",6.47
"462","2008-10-30",6.46
"463","2008-10-31",6.42
"464","2008-11-03",3.89
"465","2008-11-04",3.71
"466","2008-11-05",3.14
"467","2008-11-06",2.9
"468","2008-11-07",2.99
"469","2008-11-10",3.47
"470","2008-11-11",4
"471","2008-11-12",3.7
"472","2008-11-13",3.5
"473","2008-11-14",3.47
"474","2008-11-17",3.37
"475","2008-11-18",3.22
"476","2008-11-19",2.93
"477","2008-11-20",2.53
"478","2008-11-21",2.49
"479","2008-11-24",2.55
"480","2008-11-25",2.49
"481","2008-11-26",2.5
"482","2008-11-28",2.47
"483","2008-12-01",2.5
"484","2008-12-02",2.4
"485","2008-12-03",2.18
"486","2008-12-04",2.11
"487","2008-12-05",2.18
"488","2008-12-08",2.17
"489","2008-12-09",2.14
"490","2008-12-10",2.4
"491","2008-12-11",2.4
"492","2008-12-12",2.24
"493","2008-12-15",2.15
"494","2008-12-16",2.15
"495","2008-12-17",2.07
"496","2008-12-18",2.26
"497","2008-12-19",2.27
"498","2008-12-22",2.06
"499","2008-12-23",2.34
"500","2008-12-24",2.27
"501","2008-12-26",2.26
"502","2008-12-29",2
"503","2008-12-30",2.04
"504","2008-12-31",2.22
"505","2009-01-02",2.2
"506","2009-01-05",2.15
"507","2009-01-06",2.19
"508","2009-01-07",2.18
"509","2009-01-08",2.15
"510","2009-01-09",2.2
"511","2009-01-12",2.05
"512","2009-01-13",2.1
"513","2009-01-14",1.94
"514","2009-01-15",1.9
"515","2009-01-16",1.86
"516","2009-01-20",1.85
"517","2009-01-21",1.86
"518","2009-01-22",1.83
"519","2009-01-23",1.82
"520","2009-01-26",1.72
"521","2009-01-27",1.72
"522","2009-01-28",1.72
"523","2009-01-29",1.34
"524","2009-01-30",1.35
"525","2009-02-02",1.34
"526","2009-02-03",1.35
"527","2009-02-04",1.39
"528","2009-02-05",1.41
"529","2009-02-06",1.4
"530","2009-02-09",1.54
"531","2009-02-10",1.5
"532","2009-02-11",1.65
"533","2009-02-12",1.6
"534","2009-02-13",1.62
"535","2009-02-17",1.57
"536","2009-02-18",1.52
"537","2009-02-19",1.66
"538","2009-02-20",1.7
"539","2009-02-23",1.58
"540","2009-02-24",1.32
"541","2009-02-25",1.28
"542","2009-02-26",1.21
"543","2009-02-27",1.32
"544","2009-03-02",1.26
"545","2009-03-03",1.27
"546","2009-03-04",1.27
"547","2009-03-05",1.29
"548","2009-03-06",1.25
"549","2009-03-09",1.25
"550","2009-03-10",1.35
"551","2009-03-11",1.25
"552","2009-03-12",1.29
"553","2009-03-13",1.26
"554","2009-03-16",1.38
"555","2009-03-17",1.4
"556","2009-03-18",1.4
"557","2009-03-19",1.4
"558","2009-03-20",1.42
"559","2009-03-23",1.41
"560","2009-03-24",1.28
"561","2009-03-25",1.3
"562","2009-03-26",1.37
"563","2009-03-27",1.32
"564","2009-03-30",1.36
"565","2009-03-31",1.28
"566","2009-04-01",1.34
"567","2009-04-02",1.39
"568","2009-04-03",1.4
"569","2009-04-06",1.4
"570","2009-04-07",1.29
"571","2009-04-08",1.33
"572","2009-04-09",1.4
"573","2009-04-13",1.3
"574","2009-04-14",1.29
"575","2009-04-15",1.2
"576","2009-04-16",1.38
"577","2009-04-17",1.38
"578","2009-04-20",1.31
"579","2009-04-21",1.28
"580","2009-04-22",1.3
"581","2009-04-23",1.22
"582","2009-04-24",1.07
"583","2009-04-27",1.34
"584","2009-04-28",1.27
"585","2009-04-29",1.22
"586","2009-04-30",1.22
"587","2009-05-01",1.22
"588","2009-05-04",1.4
"589","2009-05-05",3.16
"590","2009-05-06",2.68
"591","2009-05-07",3.05
"592","2009-05-08",2.77
"593","2009-05-11",2.68
"594","2009-05-12",2.67
"595","2009-05-13",2.37
"596","2009-05-14",2.39
"597","2009-05-15",2.39
"598","2009-05-18",2.4
"599","2009-05-19",2.44
"600","2009-05-20",2.8
"601","2009-05-21",2.58
"602","2009-05-22",2.57
"603","2009-05-26",2.6
"604","2009-05-27",2.56
"605","2009-05-28",2.56
"606","2009-05-29",2.42
"607","2009-06-01",2.5
"608","2009-06-02",2.55
"609","2009-06-03",2.58
"610","2009-06-04",2.6
"611","2009-06-05",2.79
"612","2009-06-08",3.78
"613","2009-06-09",3.5
"614","2009-06-10",3.41
"615","2009-06-11",3.4
"616","2009-06-12",3.4
"617","2009-06-15",3.35
"618","2009-06-16",3.48
"619","2009-06-17",3.42
"620","2009-06-18",3.52
"621","2009-06-19",3.9
"622","2009-06-22",3.87
"623","2009-06-23",3.88
"624","2009-06-24",3.47
"625","2009-06-25",3.55
"626","2009-06-26",3.55
"627","2009-06-29",3.51
"628","2009-06-30",3.5
"629","2009-07-01",3.56
"630","2009-07-02",3.31
"631","2009-07-06",3.09
"632","2009-07-07",3
"633","2009-07-08",2.9
"634","2009-07-09",3.04
"635","2009-07-10",3.03
"636","2009-07-13",2.93
"637","2009-07-14",2.9
"638","2009-07-15",2.99
"639","2009-07-16",2.93
"640","2009-07-17",3.07
"641","2009-07-20",3.15
"642","2009-07-21",3.08
"643","2009-07-22",3.13
"644","2009-07-23",3.05
"645","2009-07-24",3.18
"646","2009-07-27",3.23
"647","2009-07-28",3.34
"648","2009-07-29",3.36
"649","2009-07-30",3.4
"650","2009-07-31",3.49
"651","2009-08-03",3.9
"652","2009-08-04",4.17
"653","2009-08-05",3.97
"654","2009-08-06",3.9
"655","2009-08-07",3.93
"656","2009-08-10",3.88
"657","2009-08-11",4.09
"658","2009-08-12",3.98
"659","2009-08-13",3.82
"660","2009-08-14",3.8
"661","2009-08-17",3.57
"662","2009-08-18",3.68
"663","2009-08-19",3.61
"664","2009-08-20",3.75
"665","2009-08-21",3.83
"666","2009-08-24",3.6
"667","2009-08-25",3.9
"668","2009-08-26",3.88
"669","2009-08-27",3.8
"670","2009-08-28",3.76
"671","2009-08-31",3.92
"672","2009-09-01",3.99
"673","2009-09-02",3.88
"674","2009-09-03",3.85
"675","2009-09-04",3.95
"676","2009-09-08",4.07
"677","2009-09-09",4.25
"678","2009-09-10",4.09
"679","2009-09-11",4.1
"680","2009-09-14",4.74
"681","2009-09-15",5.15
"682","2009-09-16",4.82
"683","2009-09-17",4.88
"684","2009-09-18",4.95
"685","2009-09-21",5.02
"686","2009-09-22",4.76
"687","2009-09-23",5.14
"688","2009-09-24",5.01
"689","2009-09-25",5
"690","2009-09-28",5.01
"691","2009-09-29",5.03
"692","2009-09-30",4.72
"693","2009-10-01",4.92
"694","2009-10-02",5
"695","2009-10-05",4.76
"696","2009-10-06",4.46
"697","2009-10-07",4.69
"698","2009-10-08",4.91
"699","2009-10-09",4.61
"700","2009-10-12",4.7
"701","2009-10-13",4.6
"702","2009-10-14",4.69
"703","2009-10-15",4.52
"704","2009-10-16",4.5
"705","2009-10-19",4.15
"706","2009-10-20",4.26
"707","2009-10-21",4.3
"708","2009-10-22",4.31
"709","2009-10-23",4.25
"710","2009-10-26",4.3
"711","2009-10-27",4.31
"712","2009-10-28",4.04
"713","2009-10-29",4
"714","2009-10-30",4.08
"715","2009-11-02",4.2
"716","2009-11-03",4.28
"717","2009-11-04",4.93
"718","2009-11-05",5.14
"719","2009-11-06",5.02
"720","2009-11-09",5
"721","2009-11-10",5.12
"722","2009-11-11",5.17
"723","2009-11-12",5.34
"724","2009-11-13",5.68
"725","2009-11-16",5.77
"726","2009-11-17",5.7
"727","2009-11-18",5.75
"728","2009-11-19",5.78
"729","2009-11-20",5.86
"730","2009-11-23",5.65
"731","2009-11-24",5.45
"732","2009-11-25",5.55
"733","2009-11-27",5.55
"734","2009-11-30",5.45
"735","2009-12-01",5.39
"736","2009-12-02",5.76
"737","2009-12-03",5.99
"738","2009-12-04",6.05
"739","2009-12-07",5.87
"740","2009-12-08",5.78
"741","2009-12-09",5.45
"742","2009-12-10",4.92
"743","2009-12-11",5.2
"744","2009-12-14",5.25
"745","2009-12-15",5.13
"746","2009-12-16",5
"747","2009-12-17",4.96
"748","2009-12-18",5
"749","2009-12-21",5.02
"750","2009-12-22",5.19
"751","2009-12-23",5.64
"752","2009-12-24",5.85
"753","2009-12-28",5.67
"754","2009-12-29",5.8
"755","2009-12-30",5.97
"756","2009-12-31",6.04
"757","2010-01-04",5.65
"758","2010-01-05",5.84
"759","2010-01-06",5.7
"760","2010-01-07",5.84
"761","2010-01-08",5.88
"762","2010-01-11",5.79
"763","2010-01-12",5.68
"764","2010-01-13",6
"765","2010-01-14",6.12
"766","2010-01-15",6.12
"767","2010-01-19",6.09
"768","2010-01-20",5.98
"769","2010-01-21",6.02
"770","2010-01-22",5.83
"771","2010-01-25",5.88
"772","2010-01-26",5.98
"773","2010-01-27",5.99
"774","2010-01-28",5.9
"775","2010-01-29",5.78
"776","2010-02-01",5.86
"777","2010-02-02",5.83
"778","2010-02-03",5.8
"779","2010-02-04",5.52
"780","2010-02-05",5.76
"781","2010-02-08",5.78
"782","2010-02-09",5.69
"783","2010-02-10",5.7
"784","2010-02-11",5.62
"785","2010-02-12",5.69
"786","2010-02-16",5.56
"787","2010-02-17",5.6
"788","2010-02-18",5.42
"789","2010-02-19",4.62
"790","2010-02-22",4.56
"791","2010-02-23",4.8
"792","2010-02-24",4.88
"793","2010-02-25",5.19
"794","2010-02-26",5.04
"795","2010-03-01",5.22
"796","2010-03-02",5.41
"797","2010-03-03",5.59
"798","2010-03-04",5.5
"799","2010-03-05",5.67
"800","2010-03-08",5.56
"801","2010-03-09",5.55
"802","2010-03-10",5.47
"803","2010-03-11",5.57
"804","2010-03-12",5.51
"805","2010-03-15",5.42
"806","2010-03-16",5.39
"807","2010-03-17",5.55
"808","2010-03-18",5.35
"809","2010-03-19",5.48
"810","2010-03-22",5.49
"811","2010-03-23",5.63
"812","2010-03-24",5.57
"813","2010-03-25",5.53
"814","2010-03-26",5.54
"815","2010-03-29",5.75
"816","2010-03-30",5.57
"817","2010-03-31",5.89
"818","2010-04-01",5.42
"819","2010-04-05",5.44
"820","2010-04-06",5.31
"821","2010-04-07",5.16
"822","2010-04-08",5.22
"823","2010-04-09",5.48
"824","2010-04-12",5.49
"825","2010-04-13",5.45
"826","2010-04-14",5.36
"827","2010-04-15",5.54
"828","2010-04-16",5.37
"829","2010-04-19",5.52
"830","2010-04-20",5.5
"831","2010-04-21",5.5
"832","2010-04-22",5.57
"833","2010-04-23",5.57
"834","2010-04-26",5.58
"835","2010-04-27",5.77
"836","2010-04-28",5.7
"837","2010-04-29",5.71
"838","2010-04-30",5.57
"839","2010-05-03",5.6
"840","2010-05-04",5.3
"841","2010-05-05",5.59
"842","2010-05-06",5.51
"843","2010-05-07",5.4
"844","2010-05-10",5.51
"845","2010-05-11",5.32
"846","2010-05-12",5.11
"847","2010-05-13",5.14
"848","2010-05-14",5.51
"849","2010-05-17",5.05
"850","2010-05-18",5.33
"851","2010-05-19",5.15
"852","2010-05-20",4.91
"853","2010-05-21",5.35
"854","2010-05-24",5.2
"855","2010-05-25",5.1
"856","2010-05-26",5.12
"857","2010-05-27",5.29
"858","2010-05-28",5.1
"859","2010-06-01",5
"860","2010-06-02",5.12
"861","2010-06-03",5.18
"862","2010-06-04",5.05
"863","2010-06-07",4.96
"864","2010-06-08",4.84
"865","2010-06-09",4.96
"866","2010-06-10",5.2
"867","2010-06-11",5.03
"868","2010-06-14",5.23
"869","2010-06-15",6.3
"870","2010-06-16",6.2
"871","2010-06-17",6.07
"872","2010-06-18",6.1
"873","2010-06-21",6.05
"874","2010-06-22",6.1
"875","2010-06-23",6.06
"876","2010-06-24",6.02
"877","2010-06-25",6.5
"878","2010-06-28",6.71
"879","2010-06-29",6.76
"880","2010-06-30",6.65
"881","2010-07-01",6.47
"882","2010-07-02",6.55
"883","2010-07-06",6.4
"884","2010-07-07",6.49
"885","2010-07-08",6.34
"886","2010-07-09",6.3
"887","2010-07-12",6.29
"888","2010-07-13",6.2
"889","2010-07-14",6.14
"890","2010-07-15",6.13
"891","2010-07-16",6.05
"892","2010-07-19",6.06
"893","2010-07-20",6.32
"894","2010-07-21",6.29
"895","2010-07-22",6.3
"896","2010-07-23",6.32
"897","2010-07-26",6.32
"898","2010-07-27",6.3
"899","2010-07-28",6.35
"900","2010-07-29",6.41
"901","2010-07-30",6.34
"902","2010-08-02",6.5
"903","2010-08-03",6.66
"904","2010-08-04",6.53
"905","2010-08-05",6.5
"906","2010-08-06",6.69
"907","2010-08-09",6.81
"908","2010-08-10",6.77
"909","2010-08-11",6.78
"910","2010-08-12",6.82
"911","2010-08-13",6.82
"912","2010-08-16",6.82
"913","2010-08-17",6.82
"914","2010-08-18",6.87
"915","2010-08-19",7.11
"916","2010-08-20",7.14
"917","2010-08-23",7.4
"918","2010-08-24",7.25
"919","2010-08-25",7.34
"920","2010-08-26",7.77
"921","2010-08-27",7.92
"922","2010-08-30",7.75
"923","2010-08-31",7.76
"924","2010-09-01",7.85
"925","2010-09-02",7.83
"926","2010-09-03",7.85
"927","2010-09-07",7.83
"928","2010-09-08",7.8
"929","2010-09-09",7.85
"930","2010-09-10",7.85
"931","2010-09-13",7.85
"932","2010-09-14",7.85
"933","2010-09-15",7.86
"934","2010-09-16",8.06
"935","2010-09-17",8.55
"936","2010-09-20",8.6
"937","2010-09-21",8.43
"938","2010-09-22",8.19
"939","2010-09-23",8.06
"940","2010-09-24",7.76
"941","2010-09-27",7.84
"942","2010-09-28",7.85
"943","2010-09-29",7.84
"944","2010-09-30",7.87
"945","2010-10-01",7.91
"946","2010-10-04",7.89
"947","2010-10-05",7.96
"948","2010-10-06",7.95
"949","2010-10-07",8.14
"950","2010-10-08",8.1
"951","2010-10-11",8.05
"952","2010-10-12",7.96
"953","2010-10-13",7.97
"954","2010-10-14",7.92
"955","2010-10-15",8.04
"956","2010-10-18",8.14
"957","2010-10-19",8.04
"958","2010-10-20",8.07
"959","2010-10-21",7.95
"960","2010-10-22",7.99
"961","2010-10-25",8
"962","2010-10-26",8
"963","2010-10-27",7.98
"964","2010-10-28",7.9
"965","2010-10-29",7.91
"966","2010-11-01",8.18
"967","2010-11-02",8.17
"968","2010-11-03",8.54
"969","2010-11-04",8.55
"970","2010-11-05",8.29
"971","2010-11-08",8.17
"972","2010-11-09",8.2
"973","2010-11-10",8.12
"974","2010-11-11",8.13
"975","2010-11-12",8
"976","2010-11-15",8
"977","2010-11-16",8.1
"978","2010-11-17",8.28
"979","2010-11-18",8.45
"980","2010-11-19",8.54
"981","2010-11-22",8.66
"982","2010-11-23",8.72
"983","2010-11-24",8.62
"984","2010-11-26",8.62
"985","2010-11-29",8.71
"986","2010-11-30",8.98
"987","2010-12-01",9.2
"988","2010-12-02",9.25
"989","2010-12-03",10.06
"990","2010-12-06",9.86
"991","2010-12-07",9.53
"992","2010-12-08",10.18
"993","2010-12-09",10.06
"994","2010-12-10",9.86
"995","2010-12-13",9.84
"996","2010-12-14",9.81
"997","2010-12-15",10.07
"998","2010-12-16",9.88
"999","2010-12-17",10
"1000","2010-12-20",10.22
"1001","2010-12-21",10.26
"1002","2010-12-22",10.21
"1003","2010-12-23",10.25
