"","date","DOOR"
"1","2009-07-24",20
"2","2009-07-27",20
"3","2009-07-28",28
"4","2009-07-29",27.75
"5","2009-07-30",28.5
"6","2009-07-31",28
"7","2009-08-03",29
"8","2009-08-04",29
"9","2009-08-05",30
"10","2009-08-06",30
"11","2009-08-07",30
"12","2009-08-10",30
"13","2009-08-11",30
"14","2009-08-12",30
"15","2009-08-13",30
"16","2009-08-14",30
"17","2009-08-17",30
"18","2009-08-18",40.450001
"19","2009-08-19",40.450001
"20","2009-08-20",40.450001
"21","2009-08-21",40.450001
"22","2009-08-24",40.450001
"23","2009-08-25",40.450001
"24","2009-08-26",40.450001
"25","2009-08-27",40.450001
"26","2009-08-28",40.450001
"27","2009-08-31",40.450001
"28","2009-09-01",40.450001
"29","2009-09-02",34
"30","2009-09-03",34
"31","2009-09-04",30
"32","2009-09-08",30
"33","2009-09-09",30
"34","2009-09-10",30
"35","2009-09-11",37
"36","2009-09-14",37
"37","2009-09-15",38.25
"38","2009-09-16",38.25
"39","2009-09-17",38.25
"40","2009-09-18",38.25
"41","2009-09-21",38.25
"42","2009-09-22",42
"43","2009-09-23",42
"44","2009-09-24",42
"45","2009-09-25",42
"46","2009-09-28",42
"47","2009-09-29",42
"48","2009-09-30",38
"49","2009-10-01",38
"50","2009-10-02",37
"51","2009-10-05",37
"52","2009-10-06",37
"53","2009-10-07",37
"54","2009-10-08",37
"55","2009-10-09",37
"56","2009-10-12",37
"57","2009-10-13",37
"58","2009-10-14",37
"59","2009-10-15",37
"60","2009-10-16",37
"61","2009-10-19",37
"62","2009-10-20",37
"63","2009-10-21",37
"64","2009-10-22",35
"65","2009-10-23",35
"66","2009-10-26",35
"67","2009-10-27",35
"68","2009-10-28",35
"69","2009-10-29",35
"70","2009-10-30",35
"71","2009-11-02",35
"72","2009-11-03",35
"73","2009-11-04",35
"74","2009-11-05",35
"75","2009-11-06",35
"76","2009-11-09",35
"77","2009-11-10",35
"78","2009-11-11",35
"79","2009-11-12",35
"80","2009-11-13",35
"81","2009-11-16",35
"82","2009-11-17",35
"83","2009-11-18",35
"84","2009-11-19",35
"85","2009-11-20",35
"86","2009-11-23",35
"87","2009-11-24",35
"88","2009-11-25",35
"89","2009-11-27",35
"90","2009-11-30",35
"91","2009-12-01",35
"92","2009-12-02",35
"93","2009-12-03",35
"94","2009-12-04",35
"95","2009-12-07",32.5
"96","2009-12-08",32.5
"97","2009-12-09",32.5
"98","2009-12-10",33
"99","2009-12-11",33
"100","2009-12-14",33
"101","2009-12-15",32
"102","2009-12-16",34
"103","2009-12-17",34
"104","2009-12-18",36.25
"105","2009-12-21",36.25
"106","2009-12-22",36.25
"107","2009-12-23",36.25
"108","2009-12-24",36.25
"109","2009-12-28",36.25
"110","2009-12-29",36.25
"111","2009-12-30",36.25
"112","2009-12-31",36.25
"113","2010-01-04",36.5
"114","2010-01-05",36.5
"115","2010-01-06",37.5
"116","2010-01-07",37.5
"117","2010-01-08",37.5
"118","2010-01-11",37.5
"119","2010-01-12",37.5
"120","2010-01-13",37.5
"121","2010-01-14",37.5
"122","2010-01-15",37.5
"123","2010-01-19",37.5
"124","2010-01-20",37.5
"125","2010-01-21",37.5
"126","2010-01-22",39.25
"127","2010-01-25",39.25
"128","2010-01-26",39.25
"129","2010-01-27",39.25
"130","2010-01-28",39.25
"131","2010-01-29",39.25
"132","2010-02-01",39.25
"133","2010-02-02",39.25
"134","2010-02-03",40.5
"135","2010-02-04",40.5
"136","2010-02-05",40.5
"137","2010-02-08",40.5
"138","2010-02-09",41.75
"139","2010-02-10",41.75
"140","2010-02-11",41.75
"141","2010-02-12",41.75
"142","2010-02-16",41.75
"143","2010-02-17",42.75
"144","2010-02-18",43.5
"145","2010-02-19",42.75
"146","2010-02-22",42.75
"147","2010-02-23",42
"148","2010-02-24",42
"149","2010-02-25",42
"150","2010-02-26",42
"151","2010-03-01",42
"152","2010-03-02",42
"153","2010-03-03",42
"154","2010-03-04",42.25
"155","2010-03-05",42.25
"156","2010-03-08",42.25
"157","2010-03-09",42.25
"158","2010-03-10",42.25
"159","2010-03-11",42.25
"160","2010-03-12",42.25
"161","2010-03-15",42.25
"162","2010-03-16",42.25
"163","2010-03-17",42.25
"164","2010-03-18",42.25
"165","2010-03-19",42.25
"166","2010-03-22",42.25
"167","2010-03-23",42.25
"168","2010-03-24",42.25
"169","2010-03-25",42.25
"170","2010-03-26",43
"171","2010-03-29",43
"172","2010-03-30",43
"173","2010-03-31",43.049999
"174","2010-04-01",43.049999
"175","2010-04-05",43.049999
"176","2010-04-06",43.049999
"177","2010-04-07",43.049999
"178","2010-04-08",43
"179","2010-04-09",43
"180","2010-04-12",43
"181","2010-04-13",43
"182","2010-04-14",42.849998
"183","2010-04-15",42.849998
"184","2010-04-16",42.849998
"185","2010-04-19",42.849998
"186","2010-04-20",42.849998
"187","2010-04-21",42.849998
"188","2010-04-22",42.849998
"189","2010-04-23",42.849998
"190","2010-04-26",42.849998
"191","2010-04-27",42.849998
"192","2010-04-28",42.849998
"193","2010-04-29",42.849998
"194","2010-04-30",43.5
"195","2010-05-03",43.5
"196","2010-05-04",43.5
"197","2010-05-05",43.5
"198","2010-05-06",43.5
"199","2010-05-07",43.5
"200","2010-05-10",43.5
"201","2010-05-11",43.5
"202","2010-05-12",43.5
"203","2010-05-13",43.25
"204","2010-05-14",44.75
"205","2010-05-17",44.75
"206","2010-05-18",44.75
"207","2010-05-19",44.75
"208","2010-05-20",44.75
"209","2010-05-21",44.75
"210","2010-05-24",44.75
"211","2010-05-25",44.75
"212","2010-05-26",44.75
"213","2010-05-27",44.75
"214","2010-05-28",44.75
"215","2010-06-01",44.200001
"216","2010-06-02",44.200001
"217","2010-06-03",43
"218","2010-06-04",43
"219","2010-06-07",43
"220","2010-06-08",43
"221","2010-06-09",43
"222","2010-06-10",43
"223","2010-06-11",43
"224","2010-06-14",43
"225","2010-06-15",43
"226","2010-06-16",43
"227","2010-06-17",43
"228","2010-06-18",43
"229","2010-06-21",43
"230","2010-06-22",43
"231","2010-06-23",43
"232","2010-06-24",43
"233","2010-06-25",43
"234","2010-06-28",43
"235","2010-06-29",43
"236","2010-06-30",43
"237","2010-07-01",43
"238","2010-07-02",43
"239","2010-07-06",43
"240","2010-07-07",43
"241","2010-07-08",42
"242","2010-07-09",42
"243","2010-07-12",42
"244","2010-07-13",42
"245","2010-07-14",42
"246","2010-07-15",42
"247","2010-07-16",41
"248","2010-07-19",41
"249","2010-07-20",41
"250","2010-07-21",41
"251","2010-07-22",41
"252","2010-07-23",41.75
"253","2010-07-26",41.75
"254","2010-07-27",39.75
"255","2010-07-28",39.75
"256","2010-07-29",43
"257","2010-07-30",43
"258","2010-08-02",43
"259","2010-08-03",43
"260","2010-08-04",43
"261","2010-08-05",43
"262","2010-08-06",43
"263","2010-08-09",43
"264","2010-08-10",43
"265","2010-08-11",43
"266","2010-08-12",43
"267","2010-08-13",43
"268","2010-08-16",43
"269","2010-08-17",43
"270","2010-08-18",43
"271","2010-08-19",43
"272","2010-08-20",43
"273","2010-08-23",43
"274","2010-08-24",43
"275","2010-08-25",38
"276","2010-08-26",38
"277","2010-08-27",38
"278","2010-08-30",38
"279","2010-08-31",38
"280","2010-09-01",38
"281","2010-09-02",38
"282","2010-09-03",38
"283","2010-09-07",38
"284","2010-09-08",38
"285","2010-09-09",38
"286","2010-09-10",38
"287","2010-09-13",38
"288","2010-09-14",38
"289","2010-09-15",38
"290","2010-09-16",38
"291","2010-09-17",38
"292","2010-09-20",38
"293","2010-09-21",38
"294","2010-09-22",38
"295","2010-09-23",37
"296","2010-09-24",37
"297","2010-09-27",37
"298","2010-09-28",37
"299","2010-09-29",37
"300","2010-09-30",37
"301","2010-10-01",37
"302","2010-10-04",37
"303","2010-10-05",37
"304","2010-10-06",37
"305","2010-10-07",37
"306","2010-10-08",37
"307","2010-10-11",37
"308","2010-10-12",37
"309","2010-10-13",37
"310","2010-10-14",37
"311","2010-10-15",37
"312","2010-10-18",37
"313","2010-10-19",37
"314","2010-10-20",37
"315","2010-10-21",37
"316","2010-10-22",37
"317","2010-10-25",37
"318","2010-10-26",37
"319","2010-10-27",37
"320","2010-10-28",37
"321","2010-10-29",37
"322","2010-11-01",37
"323","2010-11-02",37
"324","2010-11-03",37
"325","2010-11-04",37
"326","2010-11-05",37
"327","2010-11-08",37
"328","2010-11-09",37
"329","2010-11-10",37
"330","2010-11-11",37
"331","2010-11-12",37
"332","2010-11-15",37
"333","2010-11-16",37
"334","2010-11-17",37
"335","2010-11-18",37
"336","2010-11-19",37
"337","2010-11-22",37
"338","2010-11-23",37
"339","2010-11-24",37
"340","2010-11-26",37
"341","2010-11-29",37
"342","2010-11-30",37
"343","2010-12-01",37
"344","2010-12-02",37
"345","2010-12-03",37
"346","2010-12-06",37
"347","2010-12-07",37
"348","2010-12-08",37
"349","2010-12-09",37
"350","2010-12-10",37
"351","2010-12-13",30
"352","2010-12-14",30
"353","2010-12-15",30
"354","2010-12-16",30
"355","2010-12-17",30
"356","2010-12-20",30
"357","2010-12-21",30
"358","2010-12-22",33.400002
"359","2010-12-23",34
"360","2010-12-27",32.5
"361","2010-12-28",32.5
"362","2010-12-29",32.5
"363","2010-12-30",32.5
"364","2010-12-31",32.5
"365","2011-01-03",32.5
"366","2011-01-04",32.5
"367","2011-01-05",33.5
"368","2011-01-06",34.5
"369","2011-01-07",34.5
"370","2011-01-10",34.5
"371","2011-01-11",34.5
"372","2011-01-12",34.5
"373","2011-01-13",34.5
"374","2011-01-14",34.5
"375","2011-01-18",34.5
"376","2011-01-19",34.5
"377","2011-01-20",34.5
"378","2011-01-21",34.5
"379","2011-01-24",34.5
"380","2011-01-25",34.5
"381","2011-01-26",34.5
"382","2011-01-27",34.5
"383","2011-01-28",34.5
"384","2011-01-31",34.5
"385","2011-02-01",37.5
"386","2011-02-02",37.5
"387","2011-02-03",37.5
"388","2011-02-04",37.5
"389","2011-02-07",37.5
"390","2011-02-08",37.5
"391","2011-02-09",37.5
"392","2011-02-10",37.5
"393","2011-02-11",37.5
"394","2011-02-14",37.5
"395","2011-02-15",37.5
"396","2011-02-16",37.5
"397","2011-02-17",37.5
