"","date","PBHC"
"1","2007-01-03",7.953856
"2","2007-01-04",7.953856
"3","2007-01-05",7.953856
"4","2007-01-08",7.953856
"5","2007-01-09",7.953856
"6","2007-01-10",7.953856
"7","2007-01-11",7.953856
"8","2007-01-12",7.953856
"9","2007-01-16",7.953856
"10","2007-01-17",7.953856
"11","2007-01-18",7.953856
"12","2007-01-19",7.953856
"13","2007-01-22",8.04493
"14","2007-01-23",8.500303
"15","2007-01-24",8.500303
"16","2007-01-25",8.051002
"17","2007-01-26",8.257438
"18","2007-01-29",8.257438
"19","2007-01-30",8.257438
"20","2007-01-31",8.257438
"21","2007-02-01",8.257438
"22","2007-02-02",8.257438
"23","2007-02-05",8.257438
"24","2007-02-06",8.500303
"25","2007-02-07",8.500303
"26","2007-02-08",8.500303
"27","2007-02-09",8.500303
"28","2007-02-12",8.500303
"29","2007-02-13",8.500303
"30","2007-02-14",8.500303
"31","2007-02-15",8.500303
"32","2007-02-16",8.136004
"33","2007-02-20",8.136004
"34","2007-02-21",8.099575
"35","2007-02-22",8.099575
"36","2007-02-23",7.923497
"37","2007-02-26",7.923497
"38","2007-02-27",7.856709
"39","2007-02-28",7.844566
"40","2007-03-01",7.795993
"41","2007-03-02",7.795993
"42","2007-03-05",7.795993
"43","2007-03-06",7.826351
"44","2007-03-07",7.826351
"45","2007-03-08",7.826351
"46","2007-03-09",7.826351
"47","2007-03-12",7.826351
"48","2007-03-13",7.826351
"49","2007-03-14",7.826351
"50","2007-03-15",7.759563
"51","2007-03-16",7.759563
"52","2007-03-19",7.759563
"53","2007-03-20",7.759563
"54","2007-03-21",7.832423
"55","2007-03-22",7.832423
"56","2007-03-23",7.844566
"57","2007-03-26",7.795993
"58","2007-03-27",7.795993
"59","2007-03-28",7.887067
"60","2007-03-29",7.887067
"61","2007-03-30",7.887067
"62","2007-04-02",7.887067
"63","2007-04-03",7.795993
"64","2007-04-04",7.795993
"65","2007-04-05",7.795993
"66","2007-04-09",8.04493
"67","2007-04-10",8.04493
"68","2007-04-11",8.04493
"69","2007-04-12",7.692775
"70","2007-04-13",7.832423
"71","2007-04-16",7.832423
"72","2007-04-17",7.832423
"73","2007-04-18",7.832423
"74","2007-04-19",7.310261
"75","2007-04-20",7.310261
"76","2007-04-23",7.802064
"77","2007-04-24",7.802064
"78","2007-04-25",7.802064
"79","2007-04-26",7.802064
"80","2007-04-27",7.802064
"81","2007-04-30",7.292046
"82","2007-05-01",7.292046
"83","2007-05-02",7.292046
"84","2007-05-03",7.292046
"85","2007-05-04",7.304189
"86","2007-05-07",7.304189
"87","2007-05-08",7.304189
"88","2007-05-09",7.304189
"89","2007-05-10",7.304189
"90","2007-05-11",7.304189
"91","2007-05-14",7.304189
"92","2007-05-15",7.528841
"93","2007-05-16",7.528841
"94","2007-05-17",7.528841
"95","2007-05-18",7.528841
"96","2007-05-21",7.528841
"97","2007-05-22",7.528841
"98","2007-05-23",7.528841
"99","2007-05-24",7.680632
"100","2007-05-25",7.261688
"101","2007-05-29",7.255616
"102","2007-05-30",7.468124
"103","2007-05-31",7.468124
"104","2007-06-01",7.468124
"105","2007-06-04",7.468124
"106","2007-06-05",7.468124
"107","2007-06-06",7.468124
"108","2007-06-07",7.468124
"109","2007-06-08",7.468124
"110","2007-06-11",7.468124
"111","2007-06-12",7.468124
"112","2007-06-13",7.468124
"113","2007-06-14",7.468124
"114","2007-06-15",7.346691
"115","2007-06-18",7.243473
"116","2007-06-19",7.437766
"117","2007-06-20",7.437766
"118","2007-06-21",7.437766
"119","2007-06-22",7.437766
"120","2007-06-25",7.437766
"121","2007-06-26",7.437766
"122","2007-06-27",7.437766
"123","2007-06-28",7.243473
"124","2007-06-29",7.243473
"125","2007-07-02",7.243473
"126","2007-07-03",7.243473
"127","2007-07-05",7.243473
"128","2007-07-06",7.522768
"129","2007-07-09",7.522768
"130","2007-07-10",7.522768
"131","2007-07-11",7.468124
"132","2007-07-12",7.468124
"133","2007-07-13",7.468124
"134","2007-07-16",7.468124
"135","2007-07-17",7.468124
"136","2007-07-18",7.468124
"137","2007-07-19",6.67881
"138","2007-07-20",6.854887
"139","2007-07-23",6.648452
"140","2007-07-24",6.648452
"141","2007-07-25",6.648452
"142","2007-07-26",6.144505
"143","2007-07-27",5.774135
"144","2007-07-30",5.944141
"145","2007-07-31",6.071645
"146","2007-08-01",6.193079
"147","2007-08-02",6.217365
"148","2007-08-03",6.217365
"149","2007-08-06",6.071645
"150","2007-08-07",6.241652
"151","2007-08-08",6.193079
"152","2007-08-09",6.193079
"153","2007-08-10",6.193079
"154","2007-08-13",6.193079
"155","2007-08-14",6.193079
"156","2007-08-15",6.241652
"157","2007-08-16",6.247723
"158","2007-08-17",6.023072
"159","2007-08-20",6.023072
"160","2007-08-21",5.713418
"161","2007-08-22",5.713418
"162","2007-08-23",5.68306
"163","2007-08-24",6.241652
"164","2007-08-27",6.253795
"165","2007-08-28",6.666667
"166","2007-08-29",6.666667
"167","2007-08-30",6.666667
"168","2007-08-31",6.666667
"169","2007-09-04",6.666667
"170","2007-09-05",6.666667
"171","2007-09-06",6.557377
"172","2007-09-07",6.557377
"173","2007-09-10",6.557377
"174","2007-09-11",6.557377
"175","2007-09-12",6.557377
"176","2007-09-13",6.557377
"177","2007-09-14",6.557377
"178","2007-09-17",6.527019
"179","2007-09-18",6.527019
"180","2007-09-19",6.253795
"181","2007-09-20",6.253795
"182","2007-09-21",6.253795
"183","2007-09-24",6.253795
"184","2007-09-25",6.253795
"185","2007-09-26",5.944141
"186","2007-09-27",5.944141
"187","2007-09-28",5.944141
"188","2007-10-01",5.944141
"189","2007-10-02",5.768063
"190","2007-10-03",5.768063
"191","2007-10-04",5.950212
"192","2007-10-05",5.950212
"193","2007-10-08",5.950212
"194","2007-10-09",5.950212
"195","2007-10-10",6.302368
"196","2007-10-11",6.302368
"197","2007-10-12",6.442016
"198","2007-10-15",6.435944
"199","2007-10-16",6.102004
"200","2007-10-17",6.102004
"201","2007-10-18",6.102004
"202","2007-10-19",6.102004
"203","2007-10-22",6.102004
"204","2007-10-23",6.102004
"205","2007-10-24",6.102004
"206","2007-10-25",6.102004
"207","2007-10-26",6.102004
"208","2007-10-29",6.102004
"209","2007-10-30",6.102004
"210","2007-10-31",6.102004
"211","2007-11-01",6.375227
"212","2007-11-02",6.375227
"213","2007-11-05",6.375227
"214","2007-11-06",6.375227
"215","2007-11-07",6.375227
"216","2007-11-08",6.375227
"217","2007-11-09",6.375227
"218","2007-11-12",6.253795
"219","2007-11-13",5.768063
"220","2007-11-14",5.768063
"221","2007-11-15",5.768063
"222","2007-11-16",6.010929
"223","2007-11-19",6.041287
"224","2007-11-20",6.065574
"225","2007-11-21",6.071645
"226","2007-11-23",6.071645
"227","2007-11-26",6.132362
"228","2007-11-27",6.193079
"229","2007-11-28",6.193079
"230","2007-11-29",6.375227
"231","2007-11-30",6.375227
"232","2007-12-03",6.290225
"233","2007-12-04",6.290225
"234","2007-12-05",6.193079
"235","2007-12-06",6.19915
"236","2007-12-07",6.19915
"237","2007-12-10",6.253795
"238","2007-12-11",6.253795
"239","2007-12-12",6.083789
"240","2007-12-13",6.132362
"241","2007-12-14",5.506982
"242","2007-12-17",6.010929
"243","2007-12-18",6.010929
"244","2007-12-19",6.010929
"245","2007-12-20",6.010929
"246","2007-12-21",6.217365
"247","2007-12-24",6.223436
"248","2007-12-26",6.223436
"249","2007-12-27",6.223436
"250","2007-12-28",6.223436
"251","2007-12-31",6.223436
"252","2008-01-02",6.223436
"253","2008-01-03",6.223436
"254","2008-01-04",6.82453
"255","2008-01-07",7.395264
"256","2008-01-08",7.395264
"257","2008-01-09",7.395264
"258","2008-01-10",7.395264
"259","2008-01-11",7.395264
"260","2008-01-14",7.395264
"261","2008-01-15",7.285975
"262","2008-01-16",7.285975
"263","2008-01-17",6.320583
"264","2008-01-18",6.265938
"265","2008-01-22",6.265938
"266","2008-01-23",7.219186
"267","2008-01-24",5.938069
"268","2008-01-25",5.938069
"269","2008-01-28",7.589557
"270","2008-01-29",7.589557
"271","2008-01-30",7.589557
"272","2008-01-31",7.589557
"273","2008-02-01",7.589557
"274","2008-02-04",6.102004
"275","2008-02-05",6.102004
"276","2008-02-06",7.571342
"277","2008-02-07",8.500303
"278","2008-02-08",8.433516
"279","2008-02-11",7.893139
"280","2008-02-12",7.292046
"281","2008-02-13",7.316333
"282","2008-02-14",7.316333
"283","2008-02-15",6.982392
"284","2008-02-19",6.982392
"285","2008-02-20",6.982392
"286","2008-02-21",6.982392
"287","2008-02-22",6.982392
"288","2008-02-25",6.375227
"289","2008-02-26",6.375227
"290","2008-02-27",6.375227
"291","2008-02-28",6.435944
"292","2008-02-29",6.375227
"293","2008-03-03",6.375227
"294","2008-03-04",6.67881
"295","2008-03-05",6.67881
"296","2008-03-06",6.67881
"297","2008-03-07",6.67881
"298","2008-03-10",6.67881
"299","2008-03-11",6.071645
"300","2008-03-12",6.132362
"301","2008-03-13",6.065574
"302","2008-03-14",6.666667
"303","2008-03-17",6.666667
"304","2008-03-18",7.15847
"305","2008-03-19",6.138433
"306","2008-03-20",7.273831
"307","2008-03-24",6.223436
"308","2008-03-25",6.539162
"309","2008-03-26",6.435944
"310","2008-03-27",6.278081
"311","2008-03-28",7.273831
"312","2008-03-31",6.818458
"313","2008-04-01",6.454159
"314","2008-04-02",6.709168
"315","2008-04-03",6.709168
"316","2008-04-04",6.64238
"317","2008-04-07",6.64238
