"","date","BHF"
"1","2017-07-17",70
"2","2017-07-18",70
"3","2017-07-19",68.949997
"4","2017-07-20",69
"5","2017-07-21",68.922997
"6","2017-07-24",69
"7","2017-07-25",69.084
"8","2017-07-26",69.080002
"9","2017-07-27",68
"10","2017-07-28",67.260002
"11","2017-07-31",66
"12","2017-08-01",66.25
"13","2017-08-02",64.889999
"14","2017-08-03",64
"15","2017-08-04",64.57
"16","2017-08-07",61.720001
"17","2017-08-08",56.900002
"18","2017-08-09",56.720001
"19","2017-08-10",58.5
"20","2017-08-11",57.970001
"21","2017-08-14",57.360001
"22","2017-08-15",58.009998
"23","2017-08-16",57.5
"24","2017-08-17",55.970001
"25","2017-08-18",57.450001
"26","2017-08-21",56.860001
"27","2017-08-22",57.209999
"28","2017-08-23",56.650002
"29","2017-08-24",55.32
"30","2017-08-25",55.540001
"31","2017-08-28",55.34
"32","2017-08-29",55.759998
"33","2017-08-30",57.099998
"34","2017-08-31",57.07
"35","2017-09-01",57.490002
"36","2017-09-05",54.080002
"37","2017-09-06",53.18
"38","2017-09-07",53
"39","2017-09-08",54.540001
"40","2017-09-11",55.110001
"41","2017-09-12",55.189999
"42","2017-09-13",55.349998
"43","2017-09-14",55.619999
"44","2017-09-15",56.560001
"45","2017-09-18",57.209999
"46","2017-09-19",56.93
"47","2017-09-20",57.490002
"48","2017-09-21",57.68
"49","2017-09-22",58.349998
"50","2017-09-25",58.68
"51","2017-09-26",60.639999
"52","2017-09-27",61.290001
"53","2017-09-28",60.43
"54","2017-09-29",60.799999
"55","2017-10-02",60.990002
"56","2017-10-03",60.220001
"57","2017-10-04",59.48
"58","2017-10-05",60.57
"59","2017-10-06",61.02
"60","2017-10-09",60.119999
"61","2017-10-10",60.099998
"62","2017-10-11",60.669998
"63","2017-10-12",60.43
"64","2017-10-13",60.400002
"65","2017-10-16",60.240002
"66","2017-10-17",60.630001
"67","2017-10-18",60.709999
"68","2017-10-19",61.200001
"69","2017-10-20",62.119999
"70","2017-10-23",61.73
"71","2017-10-24",62.540001
"72","2017-10-25",62.060001
"73","2017-10-26",63.189999
"74","2017-10-27",63.630001
"75","2017-10-30",62.459999
"76","2017-10-31",62.18
"77","2017-11-01",62.049999
"78","2017-11-02",59.23
"79","2017-11-03",57.82
"80","2017-11-06",56.66
"81","2017-11-07",56.950001
"82","2017-11-08",56.290001
"83","2017-11-09",56.5
"84","2017-11-10",56.580002
"85","2017-11-13",55.990002
"86","2017-11-14",55.380001
"87","2017-11-15",54.970001
"88","2017-11-16",55.419998
"89","2017-11-17",55.669998
"90","2017-11-20",55.459999
"91","2017-11-21",56.91
"92","2017-11-22",57.450001
"93","2017-11-24",57.290001
"94","2017-11-27",57.610001
"95","2017-11-28",58.009998
"96","2017-11-29",59.439999
"97","2017-11-30",58.790001
"98","2017-12-01",58.439999
"99","2017-12-04",58.490002
"100","2017-12-05",58.25
"101","2017-12-06",58.169998
"102","2017-12-07",58.630001
"103","2017-12-08",60.200001
"104","2017-12-11",59.970001
"105","2017-12-12",59.98
"106","2017-12-13",59.369999
"107","2017-12-14",58.73
"108","2017-12-15",58.450001
"109","2017-12-18",58.68
"110","2017-12-19",58.34
"111","2017-12-20",58.139999
"112","2017-12-21",60.389999
"113","2017-12-22",59.540001
"114","2017-12-26",59.689999
"115","2017-12-27",59.07
"116","2017-12-28",59.16
"117","2017-12-29",58.639999
"118","2018-01-02",57.669998
"119","2018-01-03",58.509998
"120","2018-01-04",59.490002
"121","2018-01-05",60.630001
"122","2018-01-08",60.490002
"123","2018-01-09",61.709999
"124","2018-01-10",64
"125","2018-01-11",65.25
"126","2018-01-12",65.360001
"127","2018-01-16",63.220001
"128","2018-01-17",64.360001
"129","2018-01-18",63.490002
"130","2018-01-19",64.190002
"131","2018-01-22",64.410004
"132","2018-01-23",64.949997
"133","2018-01-24",64.620003
"134","2018-01-25",64.889999
"135","2018-01-26",65.730003
"136","2018-01-29",67.459999
"137","2018-01-30",65.059998
"138","2018-01-31",64.260002
"139","2018-02-01",64.089996
"140","2018-02-02",62.150002
"141","2018-02-05",59.130001
"142","2018-02-06",58.779999
"143","2018-02-07",59
"144","2018-02-08",55.439999
"145","2018-02-09",56.98
"146","2018-02-12",58.23
"147","2018-02-13",53.560001
"148","2018-02-14",55.709999
"149","2018-02-15",56.080002
"150","2018-02-16",56.82
"151","2018-02-20",57.66
"152","2018-02-21",57.439999
"153","2018-02-22",55.169998
"154","2018-02-23",55.34
"155","2018-02-26",55.990002
"156","2018-02-27",55.610001
"157","2018-02-28",54.27
"158","2018-03-01",53.470001
"159","2018-03-02",51.950001
"160","2018-03-05",52.740002
"161","2018-03-06",52.860001
"162","2018-03-07",52.380001
"163","2018-03-08",51.849998
"164","2018-03-09",53.860001
"165","2018-03-12",53.779999
"166","2018-03-13",53.459999
"167","2018-03-14",52.68
"168","2018-03-15",52.509998
"169","2018-03-16",54.73
"170","2018-03-19",53.200001
"171","2018-03-20",54.060001
"172","2018-03-21",53.830002
"173","2018-03-22",52.400002
"174","2018-03-23",50.759998
"175","2018-03-26",52.110001
"176","2018-03-27",50.630001
"177","2018-03-28",51.040001
"178","2018-03-29",51.400002
"179","2018-04-02",49.93
"180","2018-04-03",50.509998
"181","2018-04-04",50.669998
"182","2018-04-05",51.919998
"183","2018-04-06",50.240002
"184","2018-04-09",50.080002
"185","2018-04-10",51.150002
"186","2018-04-11",49.919998
"187","2018-04-12",50.560001
"188","2018-04-13",50.200001
"189","2018-04-16",50.560001
"190","2018-04-17",50.830002
"191","2018-04-18",51.5
"192","2018-04-19",51.959999
"193","2018-04-20",51.529999
"194","2018-04-23",51.599998
"195","2018-04-24",51.41
"196","2018-04-25",51.380001
"197","2018-04-26",51.669998
"198","2018-04-27",51.84
"199","2018-04-30",50.779999
"200","2018-05-01",50.880001
"201","2018-05-02",48.200001
"202","2018-05-03",48.060001
"203","2018-05-04",49.73
"204","2018-05-07",50.299999
"205","2018-05-08",50.259998
"206","2018-05-09",49.009998
"207","2018-05-10",48.669998
"208","2018-05-11",48.110001
"209","2018-05-14",48.799999
"210","2018-05-15",48.419998
"211","2018-05-16",47.580002
"212","2018-05-17",47.970001
"213","2018-05-18",47.18
"214","2018-05-21",47.59
"215","2018-05-22",47.700001
"216","2018-05-23",48.099998
"217","2018-05-24",48.32
"218","2018-05-25",48.279999
"219","2018-05-29",46.400002
"220","2018-05-30",48.259998
"221","2018-05-31",47.110001
"222","2018-06-01",47.279999
"223","2018-06-04",46.889999
"224","2018-06-05",46.77
"225","2018-06-06",46.810001
"226","2018-06-07",46.700001
"227","2018-06-08",46.700001
"228","2018-06-11",46.740002
"229","2018-06-12",46.040001
"230","2018-06-13",46.18
"231","2018-06-14",45.259998
"232","2018-06-15",45.049999
"233","2018-06-18",46.02
"234","2018-06-19",45.669998
"235","2018-06-20",45.610001
"236","2018-06-21",45.009998
"237","2018-06-22",44.490002
"238","2018-06-25",43.23
"239","2018-06-26",42.48
"240","2018-06-27",40.23
"241","2018-06-28",40.189999
"242","2018-06-29",40.07
"243","2018-07-02",40.779999
"244","2018-07-03",40.599998
"245","2018-07-05",41.43
"246","2018-07-06",41.709999
"247","2018-07-09",43.290001
"248","2018-07-10",42.130001
"249","2018-07-11",41.189999
"250","2018-07-12",41.200001
"251","2018-07-13",40.529999
"252","2018-07-16",41.16
"253","2018-07-17",41.279999
"254","2018-07-18",41.540001
"255","2018-07-19",40.880001
"256","2018-07-20",41.049999
"257","2018-07-23",42.200001
"258","2018-07-24",42.549999
"259","2018-07-25",42.029999
"260","2018-07-26",42.610001
"261","2018-07-27",42.25
"262","2018-07-30",42.970001
"263","2018-07-31",43.43
"264","2018-08-01",43.310001
"265","2018-08-02",43.23
"266","2018-08-03",43.790001
"267","2018-08-06",44.18
"268","2018-08-07",43.509998
"269","2018-08-08",43.560001
"270","2018-08-09",42.639999
"271","2018-08-10",39.959999
"272","2018-08-13",39.75
"273","2018-08-14",41.09
"274","2018-08-15",40.630001
"275","2018-08-16",41.759998
"276","2018-08-17",41.48
"277","2018-08-20",41.380001
"278","2018-08-21",42.169998
"279","2018-08-22",41.799999
"280","2018-08-23",41.209999
"281","2018-08-24",41.369999
"282","2018-08-27",42.029999
"283","2018-08-28",42.369999
"284","2018-08-29",42.060001
"285","2018-08-30",41.41
"286","2018-08-31",41.509998
"287","2018-09-04",40.75
"288","2018-09-05",41.360001
"289","2018-09-06",40.209999
"290","2018-09-07",40.139999
"291","2018-09-10",40
"292","2018-09-11",40.540001
"293","2018-09-12",40.200001
"294","2018-09-13",40.790001
"295","2018-09-14",41.970001
"296","2018-09-17",41.59
"297","2018-09-18",43.259998
"298","2018-09-19",44.290001
"299","2018-09-20",46.240002
"300","2018-09-21",46.450001
"301","2018-09-24",45.16
"302","2018-09-25",44.830002
"303","2018-09-26",44.07
"304","2018-09-27",44.18
"305","2018-09-28",44.240002
"306","2018-10-01",44.290001
"307","2018-10-02",44.18
"308","2018-10-03",45.330002
"309","2018-10-04",46.34
"310","2018-10-05",46.07
"311","2018-10-08",46.32
"312","2018-10-09",45.77
"313","2018-10-10",44.950001
"314","2018-10-11",43.200001
"315","2018-10-12",42.990002
"316","2018-10-15",43.48
"317","2018-10-16",43.900002
"318","2018-10-17",44.060001
"319","2018-10-18",41.700001
"320","2018-10-19",41.98
"321","2018-10-22",41.060001
"322","2018-10-23",40.560001
"323","2018-10-24",39.25
"324","2018-10-25",40.099998
"325","2018-10-26",38.459999
"326","2018-10-29",38.189999
"327","2018-10-30",38.91
"328","2018-10-31",39.630001
"329","2018-11-01",40.57
"330","2018-11-02",40.919998
"331","2018-11-05",42.610001
"332","2018-11-06",44.029999
"333","2018-11-07",43.189999
"334","2018-11-08",43.369999
"335","2018-11-09",41.57
"336","2018-11-12",41.029999
"337","2018-11-13",41.189999
"338","2018-11-14",40.66
"339","2018-11-15",40.459999
"340","2018-11-16",39.580002
"341","2018-11-19",39.59
"342","2018-11-20",38.27
"343","2018-11-21",38.580002
"344","2018-11-23",38.02
"345","2018-11-26",39.490002
"346","2018-11-27",39.349998
"347","2018-11-28",40.459999
"348","2018-11-29",40.040001
"349","2018-11-30",40.259998
"350","2018-12-03",40.709999
"351","2018-12-04",38.810001
"352","2018-12-06",35.82
"353","2018-12-07",34.470001
"354","2018-12-10",33.049999
"355","2018-12-11",32.43
"356","2018-12-12",33.189999
"357","2018-12-13",33.049999
"358","2018-12-14",31.93
"359","2018-12-17",32.040001
"360","2018-12-18",32.419998
"361","2018-12-19",31.950001
"362","2018-12-20",31.32
"363","2018-12-21",29.700001
"364","2018-12-24",29.07
"365","2018-12-26",31.129999
"366","2018-12-27",31.59
"367","2018-12-28",31.110001
"368","2018-12-31",30.48
"369","2019-01-02",31.719999
"370","2019-01-03",31.299999
"371","2019-01-04",32.810001
"372","2019-01-07",32.630001
"373","2019-01-08",32.740002
"374","2019-01-09",33.400002
"375","2019-01-10",33.529999
"376","2019-01-11",33.560001
"377","2019-01-14",33.810001
"378","2019-01-15",34.240002
"379","2019-01-16",35.029999
"380","2019-01-17",35.52
"381","2019-01-18",36.43
"382","2019-01-22",35.580002
"383","2019-01-23",35.580002
"384","2019-01-24",36.43
"385","2019-01-25",37.669998
"386","2019-01-28",37.279999
"387","2019-01-29",36.529999
"388","2019-01-30",37.049999
"389","2019-01-31",37.34
"390","2019-02-01",37.43
"391","2019-02-04",37.119999
"392","2019-02-05",37.48
"393","2019-02-06",37.349998
"394","2019-02-07",35.849998
"395","2019-02-08",35.27
"396","2019-02-11",35.700001
"397","2019-02-12",40.68
"398","2019-02-13",41.380001
"399","2019-02-14",40.939999
"400","2019-02-15",41.950001
"401","2019-02-19",42.759998
"402","2019-02-20",43.34
"403","2019-02-21",43.16
"404","2019-02-22",43.080002
"405","2019-02-25",43.43
"406","2019-02-26",42.619999
"407","2019-02-27",40.950001
"408","2019-02-28",38.720001
"409","2019-03-01",38.970001
"410","2019-03-04",39.439999
"411","2019-03-05",39.470001
"412","2019-03-06",38.799999
"413","2019-03-07",37.529999
"414","2019-03-08",37.619999
"415","2019-03-11",37.759998
"416","2019-03-12",38.619999
"417","2019-03-13",38.59
"418","2019-03-14",38.77
"419","2019-03-15",39.57
"420","2019-03-18",40.580002
"421","2019-03-19",40.130001
"422","2019-03-20",38.029999
"423","2019-03-21",38.150002
"424","2019-03-22",35.540001
"425","2019-03-25",34.919998
"426","2019-03-26",35.990002
"427","2019-03-27",35.279999
"428","2019-03-28",35.560001
"429","2019-03-29",36.290001
"430","2019-04-01",38.240002
"431","2019-04-02",37.07
"432","2019-04-03",37.299999
"433","2019-04-04",37.48
"434","2019-04-05",37.82
"435","2019-04-08",38.709999
"436","2019-04-09",37.98
"437","2019-04-10",38.73
"438","2019-04-11",39.529999
"439","2019-04-12",39.98
"440","2019-04-15",40.27
"441","2019-04-16",41.57
"442","2019-04-17",41.220001
"443","2019-04-18",41.189999
"444","2019-04-22",41.009998
"445","2019-04-23",41.130001
"446","2019-04-24",40.25
"447","2019-04-25",40.290001
"448","2019-04-26",40.970001
"449","2019-04-29",41.790001
"450","2019-04-30",41.790001
"451","2019-05-01",41.950001
"452","2019-05-02",41.849998
"453","2019-05-03",42.220001
"454","2019-05-06",42.830002
"455","2019-05-07",40.16
"456","2019-05-08",40.200001
"457","2019-05-09",39.709999
"458","2019-05-10",39.349998
"459","2019-05-13",36.5
"460","2019-05-14",37.830002
"461","2019-05-15",37.709999
"462","2019-05-16",38.369999
"463","2019-05-17",37.41
"464","2019-05-20",37.419998
"465","2019-05-21",38.740002
"466","2019-05-22",38.23
"467","2019-05-23",36.560001
"468","2019-05-24",37.759998
"469","2019-05-28",37.380001
"470","2019-05-29",37.369999
"471","2019-05-30",37.150002
"472","2019-05-31",35.490002
"473","2019-06-03",35.889999
"474","2019-06-04",37.990002
"475","2019-06-05",36.689999
"476","2019-06-06",37.43
"477","2019-06-07",37.959999
"478","2019-06-10",38.540001
"479","2019-06-11",39.189999
"480","2019-06-12",38.419998
"481","2019-06-13",38.459999
"482","2019-06-14",38.450001
"483","2019-06-17",37.650002
"484","2019-06-18",38.240002
"485","2019-06-19",38
"486","2019-06-20",38.450001
"487","2019-06-21",38.110001
"488","2019-06-24",38.119999
"489","2019-06-25",33.66
"490","2019-06-26",34.360001
"491","2019-06-27",35.029999
"492","2019-06-28",36.689999
"493","2019-07-01",37.009998
"494","2019-07-02",36.150002
"495","2019-07-03",36.619999
"496","2019-07-05",37.099998
"497","2019-07-08",37.040001
"498","2019-07-09",37.57
"499","2019-07-10",37.32
"500","2019-07-11",37.810001
"501","2019-07-12",38.34
"502","2019-07-15",38.060001
"503","2019-07-16",37.950001
"504","2019-07-17",37.23
"505","2019-07-18",37.290001
"506","2019-07-19",37.560001
