"","date","APO"
"141","2011-10-18",10.73
"142","2011-10-19",10.54
"143","2011-10-20",10.9
"144","2011-10-21",11.27
"145","2011-10-24",11.77
"146","2011-10-25",11.69
"147","2011-10-26",12.14
"148","2011-10-27",13.29
"149","2011-10-28",13.28
"150","2011-10-31",13.25
"151","2011-11-01",12.82
"152","2011-11-02",13.09
"153","2011-11-03",13.04
"154","2011-11-04",13.22
"155","2011-11-07",13.91
"156","2011-11-08",13.81
"157","2011-11-09",13.81
"158","2011-11-10",13.22
"159","2011-11-11",13.14
"160","2011-11-14",12.97
"161","2011-11-15",12.74
"162","2011-11-16",12.97
"163","2011-11-17",12.1
"164","2011-11-18",12.3
"165","2011-11-21",11.72
"166","2011-11-22",11.58
"167","2011-11-23",11.33
"168","2011-11-25",11.12
"169","2011-11-28",11.6
"170","2011-11-29",12.08
"171","2011-11-30",12.52
"172","2011-12-01",12.65
"173","2011-12-02",13
"174","2011-12-05",13.82
"175","2011-12-06",13.97
"176","2011-12-07",13.59
"177","2011-12-08",13.17
"178","2011-12-09",13.56
"179","2011-12-12",13.19
"180","2011-12-13",13.25
"181","2011-12-14",12.7
"182","2011-12-15",12.57
"183","2011-12-16",11.76
"184","2011-12-19",11.84
"185","2011-12-20",12.11
"186","2011-12-21",12.24
"187","2011-12-22",12.27
"188","2011-12-23",12.3
"189","2011-12-27",12.3
"190","2011-12-28",12.48
"191","2011-12-29",12.29
"192","2011-12-30",12.41
"193","2012-01-03",13.05
"194","2012-01-04",13.11
"195","2012-01-05",13.4
"196","2012-01-06",13.93
"197","2012-01-09",13.52
"198","2012-01-10",13.86
"199","2012-01-11",13.58
"200","2012-01-12",13.7
"201","2012-01-13",13.65
"202","2012-01-17",14.12
"203","2012-01-18",14.47
"204","2012-01-19",14.75
"205","2012-01-20",14.96
"206","2012-01-23",15.15
"207","2012-01-24",14.9
"208","2012-01-25",14.47
"209","2012-01-26",14.65
"210","2012-01-27",15.11
"211","2012-01-30",14.42
"212","2012-01-31",14.88
"213","2012-02-01",14.68
"214","2012-02-02",14.63
"215","2012-02-03",14.85
"216","2012-02-06",14.84
"217","2012-02-07",15.09
"218","2012-02-08",15.01
"219","2012-02-09",15.34
"220","2012-02-10",14.4
"221","2012-02-13",14.4
"222","2012-02-14",14.51
"223","2012-02-15",14.82
"224","2012-02-16",14.38
"225","2012-02-17",14.49
"226","2012-02-21",13.92
"227","2012-02-22",14.16
"228","2012-02-23",13.93
"229","2012-02-24",14.16
"230","2012-02-27",14.03
"231","2012-02-28",13.95
"232","2012-02-29",14.02
"233","2012-03-01",13.96
"234","2012-03-02",13.92
"235","2012-03-05",14.06
"236","2012-03-06",13.83
"237","2012-03-07",13.85
"238","2012-03-08",14.02
"239","2012-03-09",14.22
"240","2012-03-12",14.27
"241","2012-03-13",14.25
"242","2012-03-14",14.38
"243","2012-03-15",14.36
"244","2012-03-16",14.58
"245","2012-03-19",14.42
"246","2012-03-20",14.32
"247","2012-03-21",14.56
"248","2012-03-22",14.27
"249","2012-03-23",14.26
"250","2012-03-26",14.41
"251","2012-03-27",14.18
"252","2012-03-28",14.25
"253","2012-03-29",14.4
"254","2012-03-30",14.28
"255","2012-04-02",14.4
"256","2012-04-03",14.45
"257","2012-04-04",14.13
"258","2012-04-05",14.35
"259","2012-04-09",14.16
"260","2012-04-10",13.65
"261","2012-04-11",13.99
"262","2012-04-12",13.85
"263","2012-04-13",13.56
"264","2012-04-16",13.32
"265","2012-04-17",13.51
"266","2012-04-18",13.72
"267","2012-04-19",13.51
"268","2012-04-20",12.99
"269","2012-04-23",12.95
"270","2012-04-24",13.22
"271","2012-04-25",13.23
"272","2012-04-26",13.1
"273","2012-04-27",13.11
"274","2012-04-30",12.84
"275","2012-05-01",12.91
"276","2012-05-02",12.65
"277","2012-05-03",12.34
"278","2012-05-04",12.16
"279","2012-05-07",12.2
"280","2012-05-08",12.85
"281","2012-05-09",12.04
"282","2012-05-10",12.03
"283","2012-05-11",11.95
"284","2012-05-14",11.89
"285","2012-05-15",11.61
"286","2012-05-16",11.46
"287","2012-05-17",10.76
"288","2012-05-18",10.54
"289","2012-05-21",11.01
"290","2012-05-22",11.19
"291","2012-05-23",11.68
"292","2012-05-24",11.73
"293","2012-05-25",11.82
"294","2012-05-29",12.01
"295","2012-05-30",11.68
"296","2012-05-31",11.67
"297","2012-06-01",11.36
"298","2012-06-04",11.42
"299","2012-06-05",11.6
"300","2012-06-06",12
"301","2012-06-07",12.5
"302","2012-06-08",12.69
"303","2012-06-11",12.62
"304","2012-06-12",12.67
"305","2012-06-13",12.7
"306","2012-06-14",12.76
"307","2012-06-15",12.83
"308","2012-06-18",12.78
"309","2012-06-19",12.91
"310","2012-06-20",12.91
"311","2012-06-21",12.91
"312","2012-06-22",12.9
"313","2012-06-25",12.72
"314","2012-06-26",12.68
"315","2012-06-27",12.66
"316","2012-06-28",12.25
"317","2012-06-29",12.4
"318","2012-07-02",12.73
"319","2012-07-03",12.67
"320","2012-07-05",12.77
"321","2012-07-06",12.57
"322","2012-07-09",12.38
"323","2012-07-10",12.5
"324","2012-07-11",12.55
"325","2012-07-12",12.78
"326","2012-07-13",12.94
"327","2012-07-16",12.97
"328","2012-07-17",13.03
"329","2012-07-18",13.16
"330","2012-07-19",13.15
"331","2012-07-20",13.41
"332","2012-07-23",13.41
"333","2012-07-24",13.32
"334","2012-07-25",13.23
"335","2012-07-26",12.92
"336","2012-07-27",13.2
"337","2012-07-30",13.34
"338","2012-07-31",13.57
"339","2012-08-01",14
"340","2012-08-02",13.51
"341","2012-08-03",13.73
"342","2012-08-06",13.47
"343","2012-08-07",13.55
"344","2012-08-08",13.75
"345","2012-08-09",13.54
"346","2012-08-10",13.52
"347","2012-08-13",13.23
"348","2012-08-14",13.24
"349","2012-08-15",13.27
"350","2012-08-16",13.32
"351","2012-08-17",13.27
"352","2012-08-20",13.47
"353","2012-08-21",13.49
"354","2012-08-22",13.84
"355","2012-08-23",13.72
"356","2012-08-24",13.45
"357","2012-08-27",13.28
"358","2012-08-28",13.48
"359","2012-08-29",13.5
"360","2012-08-30",13.4
"361","2012-08-31",13.26
"362","2012-09-04",13.29
"363","2012-09-05",13.48
"364","2012-09-06",13.59
"365","2012-09-07",13.91
"366","2012-09-10",13.9
"367","2012-09-11",13.92
"368","2012-09-12",13.96
"369","2012-09-13",14.16
"370","2012-09-14",14.54
"371","2012-09-17",14.95
"372","2012-09-18",14.83
"373","2012-09-19",14.99
"374","2012-09-20",14.92
"375","2012-09-21",14.96
"376","2012-09-24",14.84
"377","2012-09-25",14.65
"378","2012-09-26",14.78
"379","2012-09-27",14.82
"380","2012-09-28",14.66
"381","2012-10-01",14.52
"382","2012-10-02",14.37
"383","2012-10-03",14.42
"384","2012-10-04",14.71
"385","2012-10-05",14.74
"386","2012-10-08",14.9
"387","2012-10-09",14.59
"388","2012-10-10",14.66
"389","2012-10-11",14.59
"390","2012-10-12",14.48
"391","2012-10-15",14.92
"392","2012-10-16",15.03
"393","2012-10-17",15.06
"394","2012-10-18",15.06
"395","2012-10-19",15.04
"396","2012-10-22",15.11
"397","2012-10-23",15.03
"398","2012-10-24",14.92
"399","2012-10-25",15.19
"400","2012-10-26",14.81
"401","2012-10-31",15.19
"402","2012-11-01",15.43
"403","2012-11-02",14.92
"404","2012-11-05",14.81
"405","2012-11-06",15.11
"406","2012-11-07",14.45
"407","2012-11-08",14.05
"408","2012-11-09",14.22
"409","2012-11-12",14.52
"410","2012-11-13",14.61
"411","2012-11-14",14.05
"412","2012-11-15",14.25
"413","2012-11-16",14.14
"414","2012-11-19",14.9
"415","2012-11-20",15.13
"416","2012-11-21",15.18
"417","2012-11-23",15.33
"418","2012-11-26",15.27
"419","2012-11-27",15.34
"420","2012-11-28",15.46
"421","2012-11-29",15.57
"422","2012-11-30",15.69
"423","2012-12-03",15.76
"424","2012-12-04",15.8
"425","2012-12-05",15.92
"426","2012-12-06",16.200001
"427","2012-12-07",16.030001
"428","2012-12-10",16.26
"429","2012-12-11",16.379999
"430","2012-12-12",16.129999
"431","2012-12-13",16.530001
"432","2012-12-14",16.43
"433","2012-12-17",16.66
"434","2012-12-18",16.92
"435","2012-12-19",16.940001
"436","2012-12-20",17.08
"437","2012-12-21",16.959999
"438","2012-12-24",16.93
"439","2012-12-26",17.120001
"440","2012-12-27",17.280001
"441","2012-12-28",17.23
"442","2012-12-31",17.360001
"443","2013-01-02",17.93
"444","2013-01-03",18
"445","2013-01-04",18.299999
"446","2013-01-07",18.440001
"447","2013-01-08",18.67
"448","2013-01-09",18.959999
"449","2013-01-10",19.35
"450","2013-01-11",19.299999
"451","2013-01-14",19.940001
"452","2013-01-15",19.67
"453","2013-01-16",19.83
"454","2013-01-17",20.049999
"455","2013-01-18",20.950001
"456","2013-01-22",21.4
"457","2013-01-23",21.24
"458","2013-01-24",21.01
"459","2013-01-25",21.26
"460","2013-01-28",21.190001
"461","2013-01-29",21.200001
"462","2013-01-30",20.940001
"463","2013-01-31",22.27
"464","2013-02-01",22.77
"465","2013-02-04",22.209999
"466","2013-02-05",21.969999
"467","2013-02-06",22.01
"468","2013-02-07",22.15
"469","2013-02-08",22.690001
"470","2013-02-11",22.17
"471","2013-02-12",21.98
"472","2013-02-13",21.6
"473","2013-02-14",22.27
"474","2013-02-15",22.200001
"475","2013-02-19",22.75
"476","2013-02-20",22.280001
"477","2013-02-21",21.200001
"478","2013-02-22",21.870001
"479","2013-02-25",22.450001
"480","2013-02-26",22.440001
"481","2013-02-27",22.91
"482","2013-02-28",23.51
"483","2013-03-01",23.41
"484","2013-03-04",23.700001
"485","2013-03-05",24
"486","2013-03-06",23.91
"487","2013-03-07",23.99
"488","2013-03-08",24
"489","2013-03-11",24
"490","2013-03-12",23.9
"491","2013-03-13",24
"492","2013-03-14",23.68
"493","2013-03-15",23.469999
"494","2013-03-18",23.030001
"495","2013-03-19",22.77
"496","2013-03-20",22.52
"497","2013-03-21",22.309999
"498","2013-03-22",22.200001
"499","2013-03-25",21.67
"500","2013-03-26",22.17
"501","2013-03-27",21.91
"502","2013-03-28",21.639999
"503","2013-04-01",22.290001
"504","2013-04-02",23.549999
"505","2013-04-03",23.450001
"506","2013-04-04",24.030001
"507","2013-04-05",24.24
"508","2013-04-08",25.09
"509","2013-04-09",26.41
"510","2013-04-10",26.02
"511","2013-04-11",25.440001
"512","2013-04-12",24.700001
"513","2013-04-15",22.940001
"514","2013-04-16",24.32
"515","2013-04-17",24.15
"516","2013-04-18",24.200001
"517","2013-04-19",24.959999
"518","2013-04-22",25.15
"519","2013-04-23",25.559999
"520","2013-04-24",25.02
"521","2013-04-25",26.02
"522","2013-04-26",25.870001
"523","2013-04-29",25.99
"524","2013-04-30",26.92
"525","2013-05-01",25.85
"526","2013-05-02",26.25
"527","2013-05-03",26.59
"528","2013-05-06",26.5
"529","2013-05-07",27.139999
"530","2013-05-08",26.950001
"531","2013-05-09",25.58
"532","2013-05-10",24.85
"533","2013-05-13",25
"534","2013-05-14",25.6
"535","2013-05-15",26.309999
"536","2013-05-16",26.68
"537","2013-05-17",27.34
"538","2013-05-20",26.200001
"539","2013-05-21",26.33
"540","2013-05-22",25.129999
"541","2013-05-23",23.92
"542","2013-05-24",25.040001
"543","2013-05-28",24.639999
"544","2013-05-29",24.17
"545","2013-05-30",24.74
"546","2013-05-31",24.049999
"547","2013-06-03",23.35
"548","2013-06-04",23.209999
"549","2013-06-05",22.639999
"550","2013-06-06",23.65
"551","2013-06-07",24.030001
"552","2013-06-10",24.389999
"553","2013-06-11",23.52
"554","2013-06-12",23.790001
"555","2013-06-13",24.030001
"556","2013-06-14",23.700001
"557","2013-06-17",24
"558","2013-06-18",24.209999
"559","2013-06-19",24.139999
"560","2013-06-20",23.17
"561","2013-06-21",22.67
"562","2013-06-24",21.76
"563","2013-06-25",22.35
"564","2013-06-26",22.75
"565","2013-06-27",23.5
"566","2013-06-28",24.1
"567","2013-07-01",23.639999
"568","2013-07-02",23.299999
"569","2013-07-03",23.01
"570","2013-07-05",23.549999
"571","2013-07-08",24.08
"572","2013-07-09",24.01
"573","2013-07-10",23.82
"574","2013-07-11",24.76
"575","2013-07-12",24.99
"576","2013-07-15",25.23
"577","2013-07-16",24.639999
"578","2013-07-17",24.49
"579","2013-07-18",25.9
"580","2013-07-19",26.139999
"581","2013-07-22",26.860001
"582","2013-07-23",26.67
"583","2013-07-24",26.639999
"584","2013-07-25",26.629999
"585","2013-07-26",26.969999
"586","2013-07-29",26.6
"587","2013-07-30",26.35
"588","2013-07-31",26.719999
"589","2013-08-01",27.33
"590","2013-08-02",27.360001
"591","2013-08-05",27.559999
"592","2013-08-06",27.879999
"593","2013-08-07",27.889999
"594","2013-08-08",28.049999
"595","2013-08-09",27.98
"596","2013-08-12",28.059999
"597","2013-08-13",29.17
"598","2013-08-14",29.290001
"599","2013-08-15",28.709999
"600","2013-08-16",28.98
"601","2013-08-19",28.59
"602","2013-08-20",28.48
"603","2013-08-21",27.950001
"604","2013-08-22",26.16
"605","2013-08-23",26
"606","2013-08-26",26.1
"607","2013-08-27",25.469999
"608","2013-08-28",25.299999
"609","2013-08-29",25.59
"610","2013-08-30",25.389999
"611","2013-09-03",25.73
"612","2013-09-04",26.48
"613","2013-09-05",26.469999
"614","2013-09-06",26.469999
"615","2013-09-09",26.76
"616","2013-09-10",27.4
"617","2013-09-11",28.57
"618","2013-09-12",28.549999
"619","2013-09-13",28.379999
"620","2013-09-16",29.209999
"621","2013-09-17",29.6
"622","2013-09-18",29.780001
"623","2013-09-19",29.309999
"624","2013-09-20",28.200001
"625","2013-09-23",27.9
"626","2013-09-24",27.73
"627","2013-09-25",27.780001
"628","2013-09-26",27.84
"629","2013-09-27",28.32
"630","2013-09-30",28.26
"631","2013-10-01",29
"632","2013-10-02",29.77
"633","2013-10-03",29.5
"634","2013-10-04",30.35
"635","2013-10-07",29.99
"636","2013-10-08",29.540001
"637","2013-10-09",29.24
"638","2013-10-10",30.01
"639","2013-10-11",30.690001
"640","2013-10-14",30.6
"641","2013-10-15",31.120001
"642","2013-10-16",32.200001
"643","2013-10-17",32.889999
"644","2013-10-18",33.810001
"645","2013-10-21",33.41
"646","2013-10-22",34.150002
"647","2013-10-23",33.990002
"648","2013-10-24",34.369999
"649","2013-10-25",33.560001
"650","2013-10-28",33.02
"651","2013-10-29",33.360001
"652","2013-10-30",32.080002
"653","2013-10-31",32.259998
"654","2013-11-01",32.880001
"655","2013-11-04",33.259998
"656","2013-11-05",34.139999
"657","2013-11-06",33.52
"658","2013-11-07",32
"659","2013-11-08",31.52
"660","2013-11-11",30.110001
"661","2013-11-12",29.35
"662","2013-11-13",29.889999
"663","2013-11-14",30.139999
"664","2013-11-15",30.219999
"665","2013-11-18",30.27
"666","2013-11-19",30.049999
"667","2013-11-20",28.49
"668","2013-11-21",29.370001
"669","2013-11-22",30.18
"670","2013-11-25",30.16
"671","2013-11-26",30.309999
"672","2013-11-27",30.030001
"673","2013-11-29",30.190001
"674","2013-12-02",30.059999
"675","2013-12-03",29.379999
"676","2013-12-04",30.02
"677","2013-12-05",29.91
"678","2013-12-06",30.200001
"679","2013-12-09",30.25
"680","2013-12-10",30.25
"681","2013-12-11",29.9
"682","2013-12-12",29.700001
"683","2013-12-13",30.129999
"684","2013-12-16",30.49
"685","2013-12-17",30.110001
"686","2013-12-18",30.360001
"687","2013-12-19",30.43
"688","2013-12-20",31.09
"689","2013-12-23",30.780001
"690","2013-12-24",30.629999
"691","2013-12-26",30.799999
"692","2013-12-27",31.27
"693","2013-12-30",30.959999
"694","2013-12-31",31.610001
"695","2014-01-02",32.310001
"696","2014-01-03",33.150002
"697","2014-01-06",33.25
"698","2014-01-07",33.959999
"699","2014-01-08",35.060001
"700","2014-01-09",35.139999
"701","2014-01-10",35.720001
"702","2014-01-13",35.630001
"703","2014-01-14",36.220001
"704","2014-01-15",35.75
"705","2014-01-16",36.049999
"706","2014-01-17",35.060001
"707","2014-01-21",35.200001
"708","2014-01-22",35.119999
"709","2014-01-23",33.77
"710","2014-01-24",32.200001
"711","2014-01-27",31.74
"712","2014-01-28",32.240002
"713","2014-01-29",31.65
"714","2014-01-30",32.709999
"715","2014-01-31",32.450001
"716","2014-02-03",30.690001
"717","2014-02-04",31.66
"718","2014-02-05",31.610001
"719","2014-02-06",31.780001
"720","2014-02-07",31.9
"721","2014-02-10",32.5
"722","2014-02-11",32.169998
"723","2014-02-12",32.09
"724","2014-02-13",31.83
"725","2014-02-14",30.82
"726","2014-02-18",30.58
"727","2014-02-19",31
"728","2014-02-20",30.969999
"729","2014-02-21",31.52
"730","2014-02-24",31.709999
"731","2014-02-25",31.629999
"732","2014-02-26",32.009998
"733","2014-02-27",32.02
"734","2014-02-28",32.189999
"735","2014-03-03",31.9
"736","2014-03-04",32.259998
"737","2014-03-05",33.009998
"738","2014-03-06",33.220001
"739","2014-03-07",32.5
"740","2014-03-10",32.5
"741","2014-03-11",32.779999
"742","2014-03-12",32.59
"743","2014-03-13",32.130001
"744","2014-03-14",31.83
"745","2014-03-17",32.150002
"746","2014-03-18",32.169998
"747","2014-03-19",32.540001
"748","2014-03-20",32.27
"749","2014-03-21",31.74
"750","2014-03-24",31.08
"751","2014-03-25",30.85
"752","2014-03-26",30.440001
"753","2014-03-27",31.219999
"754","2014-03-28",32.200001
"755","2014-03-31",31.799999
"756","2014-04-01",31.82
"757","2014-04-02",31.34
"758","2014-04-03",31.790001
"759","2014-04-04",31
"760","2014-04-07",29.43
"761","2014-04-08",28.24
"762","2014-04-09",29.01
"763","2014-04-10",28.059999
"764","2014-04-11",27.49
"765","2014-04-14",27.549999
"766","2014-04-15",27.42
"767","2014-04-16",28.17
"768","2014-04-17",28.309999
"769","2014-04-21",29.440001
"770","2014-04-22",30.200001
"771","2014-04-23",29.690001
"772","2014-04-24",29.059999
"773","2014-04-25",28.23
"774","2014-04-28",26.98
"775","2014-04-29",27.360001
"776","2014-04-30",27.129999
"777","2014-05-01",27
"778","2014-05-02",27.290001
"779","2014-05-05",27.120001
"780","2014-05-06",27.030001
"781","2014-05-07",26.83
"782","2014-05-08",25.969999
"783","2014-05-09",26.190001
"784","2014-05-12",25.65
"785","2014-05-13",25.629999
"786","2014-05-14",25.690001
"787","2014-05-15",25.280001
"788","2014-05-16",24.280001
"789","2014-05-19",24.190001
"790","2014-05-20",24.24
"791","2014-05-21",24.389999
"792","2014-05-22",24.610001
"793","2014-05-23",24.709999
"794","2014-05-27",24.98
"795","2014-05-28",25.030001
"796","2014-05-29",24.950001
"797","2014-05-30",24.83
"798","2014-06-02",24.969999
"799","2014-06-03",24.75
"800","2014-06-04",25.34
"801","2014-06-05",26.59
"802","2014-06-06",27.1
"803","2014-06-09",26.889999
"804","2014-06-10",27
"805","2014-06-11",27.209999
"806","2014-06-12",27.35
"807","2014-06-13",27.219999
"808","2014-06-16",27.200001
"809","2014-06-17",28.02
"810","2014-06-18",28.65
"811","2014-06-19",28.059999
"812","2014-06-20",27.959999
"813","2014-06-23",27.66
"814","2014-06-24",27.059999
"815","2014-06-25",26.950001
"816","2014-06-26",26.950001
"817","2014-06-27",27.719999
"818","2014-06-30",27.719999
"819","2014-07-01",27.629999
"820","2014-07-02",27.85
"821","2014-07-03",27.51
"822","2014-07-07",27.5
"823","2014-07-08",26.76
"824","2014-07-09",26.01
"825","2014-07-10",25.6
"826","2014-07-11",25.620001
"827","2014-07-14",26.799999
"828","2014-07-15",27.120001
"829","2014-07-16",27.620001
"830","2014-07-17",27.299999
"831","2014-07-18",27.549999
"832","2014-07-21",27.629999
"833","2014-07-22",27.360001
"834","2014-07-23",27.620001
"835","2014-07-24",27.360001
"836","2014-07-25",27.01
"837","2014-07-28",26.690001
"838","2014-07-29",26.620001
"839","2014-07-30",26.870001
"840","2014-07-31",26.26
"841","2014-08-01",26.200001
"842","2014-08-04",26.030001
"843","2014-08-05",25.889999
"844","2014-08-06",25.25
"845","2014-08-07",24.73
"846","2014-08-08",24.48
"847","2014-08-11",24.52
"848","2014-08-12",24.07
"849","2014-08-13",24.450001
"850","2014-08-14",24.4
"851","2014-08-15",24.08
"852","2014-08-18",24.299999
"853","2014-08-19",24.09
"854","2014-08-20",23.639999
"855","2014-08-21",23.98
"856","2014-08-22",23.780001
"857","2014-08-25",24.24
"858","2014-08-26",24.370001
"859","2014-08-27",24.360001
"860","2014-08-28",24.299999
"861","2014-08-29",24.4
"862","2014-09-02",23.98
"863","2014-09-03",23.4
"864","2014-09-04",23.24
"865","2014-09-05",23.5
"866","2014-09-08",23.67
"867","2014-09-09",23.540001
"868","2014-09-10",23.66
"869","2014-09-11",23.68
"870","2014-09-12",23.6
"871","2014-09-15",23.16
"872","2014-09-16",22.950001
"873","2014-09-17",23.08
"874","2014-09-18",22.940001
"875","2014-09-19",22.65
"876","2014-09-22",22.610001
"877","2014-09-23",22.9
"878","2014-09-24",23.459999
"879","2014-09-25",23.389999
"880","2014-09-26",24
"881","2014-09-29",23.870001
"882","2014-09-30",23.84
"883","2014-10-01",23.290001
"884","2014-10-02",23.26
"885","2014-10-03",23.67
"886","2014-10-06",23.889999
"887","2014-10-07",23.34
"888","2014-10-08",23.76
"889","2014-10-09",22.82
"890","2014-10-10",22.01
"891","2014-10-13",21.09
"892","2014-10-14",20.889999
"893","2014-10-15",21.23
"894","2014-10-16",21.23
"895","2014-10-17",22.02
"896","2014-10-20",22.74
"897","2014-10-21",23.51
"898","2014-10-22",23.08
"899","2014-10-23",23.02
"900","2014-10-24",23.440001
"901","2014-10-27",23.17
"902","2014-10-28",23.84
"903","2014-10-29",23.4
"904","2014-10-30",22.67
"905","2014-10-31",22.75
"906","2014-11-03",22.610001
"907","2014-11-04",22.389999
"908","2014-11-05",22.52
"909","2014-11-06",22.58
"910","2014-11-07",23.379999
"911","2014-11-10",23.450001
"912","2014-11-11",23.52
"913","2014-11-12",22.57
"914","2014-11-13",22.629999
"915","2014-11-14",22.879999
"916","2014-11-17",22.690001
"917","2014-11-18",23.34
"918","2014-11-19",23.110001
"919","2014-11-20",23.75
"920","2014-11-21",24.110001
"921","2014-11-24",24.48
"922","2014-11-25",24.67
"923","2014-11-26",24.99
"924","2014-11-28",24.440001
"925","2014-12-01",23.6
"926","2014-12-02",23.639999
"927","2014-12-03",24.01
"928","2014-12-04",23.98
"929","2014-12-05",23.6
"930","2014-12-08",22.879999
"931","2014-12-09",23.040001
"932","2014-12-10",22.4
"933","2014-12-11",22.75
"934","2014-12-12",22.809999
"935","2014-12-15",22.049999
"936","2014-12-16",21.799999
"937","2014-12-17",22
"938","2014-12-18",22.559999
"939","2014-12-19",22.700001
"940","2014-12-22",22.700001
"941","2014-12-23",23.42
"942","2014-12-24",23.33
"943","2014-12-26",23.559999
"944","2014-12-29",23.42
"945","2014-12-30",23.639999
"946","2014-12-31",23.58
"947","2015-01-02",23.57
"948","2015-01-05",22.85
"949","2015-01-06",22.129999
"950","2015-01-07",22.780001
"951","2015-01-08",23.82
"952","2015-01-09",23.870001
"953","2015-01-12",23.440001
"954","2015-01-13",23.959999
"955","2015-01-14",24.1
"956","2015-01-15",23.52
"957","2015-01-16",23.950001
"958","2015-01-20",23.92
"959","2015-01-21",24.23
"960","2015-01-22",24.790001
"961","2015-01-23",24.620001
"962","2015-01-26",25.16
"963","2015-01-27",25.26
"964","2015-01-28",25.209999
"965","2015-01-29",25.049999
"966","2015-01-30",24.870001
"967","2015-02-02",24.84
"968","2015-02-03",25.690001
"969","2015-02-04",25.16
"970","2015-02-05",24.549999
"971","2015-02-06",24.299999
"972","2015-02-09",23.93
"973","2015-02-10",23.76
"974","2015-02-11",24.030001
"975","2015-02-12",23.34
"976","2015-02-13",23.700001
"977","2015-02-17",23.68
"978","2015-02-18",23.33
"979","2015-02-19",23.48
"980","2015-02-20",23.5
"981","2015-02-23",23.01
