"","date","CUZ"
"1","2007-01-03",99.026108
"2","2007-01-04",99.788284
"3","2007-01-05",97.614677
"4","2007-01-08",97.33239
"5","2007-01-09",99.590683
"6","2007-01-10",100.324631
"7","2007-01-11",102.300636
"8","2007-01-12",103.288635
"9","2007-01-16",104.304871
"10","2007-01-17",104.304871
"11","2007-01-18",104.474243
"12","2007-01-19",106.083275
"13","2007-01-22",103.824982
"14","2007-01-23",107.15596
"15","2007-01-24",108.087509
"16","2007-01-25",107.692307
"17","2007-01-26",109.752998
"18","2007-01-29",111.220886
"19","2007-01-30",111.503174
"20","2007-01-31",110.486946
"21","2007-02-01",111.983063
"22","2007-02-02",110.599861
"23","2007-02-05",115.031754
"24","2007-02-06",109.611855
"25","2007-02-07",113.027519
"26","2007-02-08",109.49894
"27","2007-02-09",106.760765
"28","2007-02-12",105.010582
"29","2007-02-13",105.857445
"30","2007-02-14",105.575157
"31","2007-02-15",106.42202
"32","2007-02-16",105.857445
"33","2007-02-20",106.167961
"34","2007-02-21",105.575157
"35","2007-02-22",103.881439
"36","2007-02-23",102.21595
"37","2007-02-26",100.211716
"38","2007-02-27",96.654907
"39","2007-02-28",96.937195
"40","2007-03-01",97.191246
"41","2007-03-02",95.610443
"42","2007-03-05",91.065628
"43","2007-03-06",95.836273
"44","2007-03-07",95.638672
"45","2007-03-08",96.457306
"46","2007-03-09",97.529991
"47","2007-03-12",97.501762
"48","2007-03-13",95.949188
"49","2007-03-14",96.287933
"50","2007-03-15",97.812279
"51","2007-03-16",96.37262
"52","2007-03-19",97.134789
"53","2007-03-20",96.570221
"54","2007-03-21",98.46154
"55","2007-03-22",97.050102
"56","2007-03-23",97.473534
"57","2007-03-26",95.723358
"58","2007-03-27",93.323921
"59","2007-03-28",92.928726
"60","2007-03-29",92.307693
"61","2007-03-30",92.759354
"62","2007-04-02",93.098091
"63","2007-04-03",94.932961
"64","2007-04-04",94.086098
"65","2007-04-05",93.267464
"66","2007-04-09",92.138321
"67","2007-04-10",92.533524
"68","2007-04-11",90.557518
"69","2007-04-12",91.235001
"70","2007-04-13",93.098091
"71","2007-04-16",93.888496
"72","2007-04-17",98.038109
"73","2007-04-18",96.880737
"74","2007-04-19",96.344391
"75","2007-04-20",98.207481
"76","2007-04-23",98.602684
"77","2007-04-24",97.953423
"78","2007-04-25",98.292168
"79","2007-04-26",98.094566
"80","2007-04-27",96.937195
"81","2007-04-30",94.763588
"82","2007-05-01",94.424843
"83","2007-05-02",93.916725
"84","2007-05-03",94.396614
"85","2007-05-04",94.283699
"86","2007-05-07",94.25547
"87","2007-05-08",96.570221
"88","2007-05-09",95.864502
"89","2007-05-10",92.787582
"90","2007-05-11",94.311928
"91","2007-05-14",92.533524
"92","2007-05-15",91.884262
"93","2007-05-16",90.811577
"94","2007-05-17",88.468597
"95","2007-05-18",87.424133
"96","2007-05-21",87.932251
"97","2007-05-22",90.134087
"98","2007-05-23",89.400139
"99","2007-05-24",86.294991
"100","2007-05-25",86.718422
"101","2007-05-29",88.779114
"102","2007-05-30",90.783348
"103","2007-05-31",91.404373
"104","2007-06-01",92.16655
"105","2007-06-04",92.84404
"106","2007-06-05",90.134087
"107","2007-06-06",88.948486
"108","2007-06-07",86.803108
"109","2007-06-08",87.988708
"110","2007-06-11",87.028931
"111","2007-06-12",85.815102
"112","2007-06-13",88.073395
"113","2007-06-14",86.097389
"114","2007-06-15",87.254761
"115","2007-06-18",85.815102
"116","2007-06-19",86.097389
"117","2007-06-20",81.919548
"118","2007-06-21",83.415665
"119","2007-06-22",82.314751
"120","2007-06-25",80.45166
"121","2007-06-26",81.044456
"122","2007-06-27",83.189835
"123","2007-06-28",82.230064
"124","2007-06-29",81.891319
"125","2007-07-02",85.194069
"126","2007-07-03",85.335213
"127","2007-07-05",85.645729
"128","2007-07-06",85.194069
"129","2007-07-09",84.742416
"130","2007-07-10",80.733948
"131","2007-07-11",81.439659
"132","2007-07-12",83.387436
"133","2007-07-13",83.556808
"134","2007-07-16",82.427666
"135","2007-07-17",82.060692
"136","2007-07-18",81.439659
"137","2007-07-19",82.371208
"138","2007-07-20",82.032463
"139","2007-07-23",80.45166
"140","2007-07-24",77.995766
"141","2007-07-25",77.572334
"142","2007-07-26",75.031754
"143","2007-07-27",72.180664
"144","2007-07-30",74.269585
"145","2007-07-31",72.575867
"146","2007-08-01",74.551872
"147","2007-08-02",76.781937
"148","2007-08-03",72.208893
"149","2007-08-06",75.906845
"150","2007-08-07",76.217361
"151","2007-08-08",77.798164
"152","2007-08-09",73.394493
"153","2007-08-10",74.721245
"154","2007-08-13",73.620323
"155","2007-08-14",69.640083
"156","2007-08-15",67.83345
"157","2007-08-16",71.898376
"158","2007-08-17",74.693016
"159","2007-08-20",77.515877
"160","2007-08-21",78.645027
"161","2007-08-22",77.600563
"162","2007-08-23",74.975304
"163","2007-08-24",75.455185
"164","2007-08-27",73.676781
"165","2007-08-28",70.910378
"166","2007-08-29",74.947075
"167","2007-08-30",75.201126
"168","2007-08-31",77.544106
"169","2007-09-04",77.459419
"170","2007-09-05",74.495415
"171","2007-09-06",75.5681
"172","2007-09-07",74.3825
"173","2007-09-10",73.112206
"174","2007-09-11",73.733238
"175","2007-09-12",72.999298
"176","2007-09-13",75.003525
"177","2007-09-14",76.612564
"178","2007-09-17",75.850388
"179","2007-09-18",79.32251
"180","2007-09-19",80.028229
"181","2007-09-20",77.148903
"182","2007-09-21",77.233589
"183","2007-09-24",82.540581
"184","2007-09-25",81.976006
"185","2007-09-26",82.342979
"186","2007-09-27",84.375443
"187","2007-09-28",82.879326
"188","2007-10-01",84.4319
"189","2007-10-02",85.419899
"190","2007-10-03",84.008469
"191","2007-10-04",84.685959
"192","2007-10-05",86.605507
"193","2007-10-08",86.633736
"194","2007-10-09",85.137611
"195","2007-10-10",84.685959
"196","2007-10-11",85.39167
"197","2007-10-12",84.375443
"198","2007-10-15",82.625267
"199","2007-10-16",81.100914
"200","2007-10-17",81.298515
"201","2007-10-18",81.806633
"202","2007-10-19",77.911079
"203","2007-10-22",80.931549
"204","2007-10-23",81.298515
"205","2007-10-24",80.733948
"206","2007-10-25",80.564575
"207","2007-10-26",82.004234
"208","2007-10-29",79.858856
"209","2007-10-30",79.802399
"210","2007-10-31",81.270287
"211","2007-11-01",77.148903
"212","2007-11-02",74.975304
"213","2007-11-05",72.660553
"214","2007-11-06",74.467186
"215","2007-11-07",70.261116
"216","2007-11-08",70.882149
"217","2007-11-09",72.208893
"218","2007-11-12",71.841919
"219","2007-11-13",73.253349
"220","2007-11-14",70.741005
"221","2007-11-15",70.656319
"222","2007-11-16",68.172195
"223","2007-11-19",66.817223
"224","2007-11-20",64.897675
"225","2007-11-21",64.587158
"226","2007-11-23",66.563164
"227","2007-11-26",62.667606
"228","2007-11-27",64.191956
"229","2007-11-28",67.579391
"230","2007-11-29",66.930138
"231","2007-11-30",67.099503
"232","2007-12-03",67.099503
"233","2007-12-04",65.236412
"234","2007-12-05",64.869446
"235","2007-12-06",68.510941
"236","2007-12-07",67.861679
"237","2007-12-10",70.007057
"238","2007-12-11",65.038811
"239","2007-12-12",65.123497
"240","2007-12-13",64.643616
"241","2007-12-14",63.203953
"242","2007-12-17",61.53846
"243","2007-12-18",61.199718
"244","2007-12-19",63.26041
"245","2007-12-20",64.982361
"246","2007-12-21",66.337334
"247","2007-12-24",68.172195
"248","2007-12-26",66.393791
"249","2007-12-27",63.768524
"250","2007-12-28",62.187721
"251","2007-12-31",62.385323
"252","2008-01-02",62.780521
"253","2008-01-03",59.590683
"254","2008-01-04",59.760056
"255","2008-01-07",60.239944
"256","2008-01-08",59.28017
"257","2008-01-09",60.296402
"258","2008-01-10",60.635143
"259","2008-01-11",59.28017
"260","2008-01-14",59.167255
"261","2008-01-15",58.715595
"262","2008-01-16",59.590683
"263","2008-01-17",58.574451
"264","2008-01-18",58.151024
"265","2008-01-22",60.296402
"266","2008-01-23",65.772758
"267","2008-01-24",63.966125
"268","2008-01-25",66.42202
"269","2008-01-28",71.277344
"270","2008-01-29",68.736771
"271","2008-01-30",67.974594
"272","2008-01-31",72.406494
"273","2008-02-01",77.628792
"274","2008-02-04",80.169373
"275","2008-02-05",75.737473
"276","2008-02-06",72.49118
"277","2008-02-07",74.664787
"278","2008-02-08",68.482712
"279","2008-02-11",66.337334
"280","2008-02-12",68.652084
"281","2008-02-13",71.220886
"282","2008-02-14",69.894142
"283","2008-02-15",68.764999
"284","2008-02-19",69.160194
"285","2008-02-20",71.559631
"286","2008-02-21",68.623856
"287","2008-02-22",68.736771
"288","2008-02-25",71.729004
"289","2008-02-26",71.616089
"290","2008-02-27",70.17643
"291","2008-02-28",69.781227
"292","2008-02-29",68.482712
"293","2008-03-03",72.03952
"294","2008-03-04",70.374031
"295","2008-03-05",69.752998
"296","2008-03-06",63.429783
"297","2008-03-07",65.462242
"298","2008-03-10",65.772758
"299","2008-03-11",71.700775
"300","2008-03-12",68.28511
"301","2008-03-13",70.882149
"302","2008-03-14",69.188423
"303","2008-03-17",70.17643
"304","2008-03-18",73.761467
"305","2008-03-19",72.942841
"306","2008-03-20",73.479179
"307","2008-03-24",74.523643
"308","2008-03-25",74.805931
"309","2008-03-26",71.700775
"310","2008-03-27",70.938606
"311","2008-03-28",68.567398
"312","2008-03-31",69.752998
"313","2008-04-01",73.676781
"314","2008-04-02",74.015526
"315","2008-04-03",76.979538
"316","2008-04-04",77.515877
"317","2008-04-07",76.160904
"318","2008-04-08",73.450951
"319","2008-04-09",70.543404
"320","2008-04-10",71.954834
"321","2008-04-11",71.672546
"322","2008-04-14",70.995064
"323","2008-04-15",69.922371
"324","2008-04-16",73.394493
"325","2008-04-17",73.874382
"326","2008-04-18",73.253349
"327","2008-04-21",72.547638
"328","2008-04-22",72.829926
"329","2008-04-23",75.765701
"330","2008-04-24",76.386734
"331","2008-04-25",74.326042
"332","2008-04-28",73.846153
"333","2008-04-29",72.999298
"334","2008-04-30",71.729004
"335","2008-05-01",74.805931
"336","2008-05-02",72.914612
"337","2008-05-05",74.269585
"338","2008-05-06",75.596329
"339","2008-05-07",75.257584
"340","2008-05-08",75.878616
"341","2008-05-09",75.5681
"342","2008-05-12",76.781937
"343","2008-05-13",78.36274
"344","2008-05-14",78.757942
"345","2008-05-15",79.887085
"346","2008-05-16",79.943542
"347","2008-05-19",80.169373
"348","2008-05-20",77.713478
"349","2008-05-21",75.652786
"350","2008-05-22",74.523643
"351","2008-05-23",74.438957
"352","2008-05-27",76.979538
"353","2008-05-28",77.487648
"354","2008-05-29",77.233589
"355","2008-05-30",74.721245
"356","2008-06-02",75.370499
"357","2008-06-03",75.088211
"358","2008-06-04",75.765701
"359","2008-06-05",78.306282
"360","2008-06-06",73.592094
"361","2008-06-09",70.966835
"362","2008-06-10",72.03952
"363","2008-06-11",68.990829
"364","2008-06-12",69.865913
"365","2008-06-13",70.543404
"366","2008-06-16",72.152435
"367","2008-06-17",71.446716
"368","2008-06-18",70.599861
"369","2008-06-19",71.220886
"370","2008-06-20",69.019051
"371","2008-06-23",66.901909
"372","2008-06-24",66.958366
"373","2008-06-25",69.583626
"374","2008-06-26",67.043045
"375","2008-06-27",65.490471
"376","2008-06-30",65.208183
"377","2008-07-01",65.29287
"378","2008-07-02",62.58292
"379","2008-07-03",61.736061
