"","date","ZYXI"
"1","2007-01-03",0.26
"2","2007-01-04",0.26
"3","2007-01-05",0.32
"4","2007-01-08",0.32
"5","2007-01-09",0.32
"6","2007-01-10",0.25
"7","2007-01-11",0.26
"8","2007-01-12",0.3
"9","2007-01-16",0.29
"10","2007-01-17",0.28
"11","2007-01-18",0.28
"12","2007-01-19",0.25
"13","2007-01-22",0.23
"14","2007-01-23",0.23
"15","2007-01-24",0.23
"16","2007-01-25",0.25
"17","2007-01-26",0.25
"18","2007-01-29",0.25
"19","2007-01-30",0.2
"20","2007-01-31",0.2
"21","2007-02-01",0.28
"22","2007-02-02",0.28
"23","2007-02-05",0.25
"24","2007-02-06",0.43
"25","2007-02-07",0.42
"26","2007-02-08",0.42
"27","2007-02-09",0.42
"28","2007-02-12",0.42
"29","2007-02-13",0.45
"30","2007-02-14",0.45
"31","2007-02-15",0.45
"32","2007-02-16",0.45
"33","2007-02-20",0.43
"34","2007-02-21",0.42
"35","2007-02-22",0.44
"36","2007-02-23",0.35
"37","2007-02-26",0.41
"38","2007-02-27",0.31
"39","2007-02-28",0.31
"40","2007-03-01",0.38
"41","2007-03-02",0.38
"42","2007-03-05",0.31
"43","2007-03-06",0.38
"44","2007-03-07",0.45
"45","2007-03-08",0.42
"46","2007-03-09",0.42
"47","2007-03-12",0.4
"48","2007-03-13",0.4
"49","2007-03-14",0.4
"50","2007-03-15",0.4
"51","2007-03-16",0.4
"52","2007-03-19",0.4
"53","2007-03-20",0.4
"54","2007-03-21",0.32
"55","2007-03-22",0.39
"56","2007-03-23",0.4
"57","2007-03-26",0.38
"58","2007-03-27",0.41
"59","2007-03-28",0.42
"60","2007-03-29",0.42
"61","2007-03-30",0.42
"62","2007-04-02",0.42
"63","2007-04-03",0.41
"64","2007-04-04",0.41
"65","2007-04-05",0.4
"66","2007-04-09",0.42
"67","2007-04-10",0.35
"68","2007-04-11",0.35
"69","2007-04-12",0.35
"70","2007-04-13",0.42
"71","2007-04-16",0.38
"72","2007-04-17",0.44
"73","2007-04-18",0.35
"74","2007-04-19",0.4
"75","2007-04-20",0.4
"76","2007-04-23",0.4
"77","2007-04-24",0.4
"78","2007-04-25",0.36
"79","2007-04-26",0.4
"80","2007-04-27",0.4
"81","2007-04-30",0.42
"82","2007-05-01",0.42
"83","2007-05-02",0.42
"84","2007-05-03",0.42
"85","2007-05-04",0.45
"86","2007-05-07",0.4
"87","2007-05-08",0.43
"88","2007-05-09",0.43
"89","2007-05-10",0.45
"90","2007-05-11",0.37
"91","2007-05-14",0.37
"92","2007-05-15",0.44
"93","2007-05-16",0.37
"94","2007-05-17",0.37
"95","2007-05-18",0.43
"96","2007-05-21",0.52
"97","2007-05-22",0.44
"98","2007-05-23",0.52
"99","2007-05-24",0.55
"100","2007-05-25",0.54
"101","2007-05-29",0.52
"102","2007-05-30",0.57
"103","2007-05-31",0.7
"104","2007-06-01",0.69
"105","2007-06-04",0.61
"106","2007-06-05",0.75
"107","2007-06-06",0.77
"108","2007-06-07",0.78
"109","2007-06-08",0.85
"110","2007-06-11",0.92
"111","2007-06-12",0.85
"112","2007-06-13",0.85
"113","2007-06-14",0.9
"114","2007-06-15",0.75
"115","2007-06-18",0.85
"116","2007-06-19",0.89
"117","2007-06-20",0.81
"118","2007-06-21",0.85
"119","2007-06-22",0.81
"120","2007-06-25",0.8
"121","2007-06-26",0.89
"122","2007-06-27",0.85
"123","2007-06-28",0.85
"124","2007-06-29",0.85
"125","2007-07-02",0.89
"126","2007-07-03",0.9
"127","2007-07-05",1
"128","2007-07-06",1.24
"129","2007-07-09",1.22
"130","2007-07-10",1.3
"131","2007-07-11",1.25
"132","2007-07-12",1.25
"133","2007-07-13",1.28
"134","2007-07-16",1.25
"135","2007-07-17",1.28
"136","2007-07-18",1.43
"137","2007-07-19",1.37
"138","2007-07-20",1.43
"139","2007-07-23",1.4
"140","2007-07-24",1.4
"141","2007-07-25",1.29
"142","2007-07-26",1.24
"143","2007-07-27",1.27
"144","2007-07-30",1.27
"145","2007-07-31",1.3
"146","2007-08-01",1.18
"147","2007-08-02",1.2
"148","2007-08-03",1.19
"149","2007-08-06",1.2
"150","2007-08-07",1.2
"151","2007-08-08",1.28
"152","2007-08-09",1.2
"153","2007-08-10",1.25
"154","2007-08-13",1.31
"155","2007-08-14",1.34
"156","2007-08-15",1.25
"157","2007-08-16",1.2
"158","2007-08-17",1.25
"159","2007-08-20",1
"160","2007-08-21",1.05
"161","2007-08-22",1.13
"162","2007-08-23",1.02
"163","2007-08-24",1.03
"164","2007-08-27",1.08
"165","2007-08-28",1.01
"166","2007-08-29",0.98
"167","2007-08-30",0.95
"168","2007-08-31",0.95
"169","2007-09-04",0.93
"170","2007-09-05",0.94
"171","2007-09-06",1.25
"172","2007-09-07",1.29
"173","2007-09-10",1.28
"174","2007-09-11",1.27
"175","2007-09-12",1.25
"176","2007-09-13",1.2
"177","2007-09-14",1.15
"178","2007-09-17",1.15
"179","2007-09-18",1.15
"180","2007-09-19",1.17
"181","2007-09-20",1.19
"182","2007-09-21",1.2
"183","2007-09-24",1.2
"184","2007-09-25",1.2
"185","2007-09-26",1.28
"186","2007-09-27",1.28
"187","2007-09-28",1.32
"188","2007-10-01",1.34
"189","2007-10-02",1.35
"190","2007-10-03",1.45
"191","2007-10-04",1.32
"192","2007-10-05",1.32
"193","2007-10-08",1.28
"194","2007-10-09",1.29
"195","2007-10-10",1.25
"196","2007-10-11",1.22
"197","2007-10-12",1.23
"198","2007-10-15",1.25
"199","2007-10-16",1.22
"200","2007-10-17",1.25
"201","2007-10-18",1.25
"202","2007-10-19",1.29
"203","2007-10-22",1.3
"204","2007-10-23",1.25
"205","2007-10-24",1.23
"206","2007-10-25",1.3
"207","2007-10-26",1.28
"208","2007-10-29",1.29
"209","2007-10-30",1.3
"210","2007-10-31",1.33
"211","2007-11-01",1.33
"212","2007-11-02",1.34
"213","2007-11-05",1.48
"214","2007-11-06",1.49
"215","2007-11-07",1.43
"216","2007-11-08",1.41
"217","2007-11-09",1.4
"218","2007-11-12",1.36
"219","2007-11-13",1.35
"220","2007-11-14",1.33
"221","2007-11-15",1.39
"222","2007-11-16",1.47
"223","2007-11-19",1.4
"224","2007-11-20",1.28
"225","2007-11-21",1.38
"226","2007-11-23",1.38
"227","2007-11-26",1.3
"228","2007-11-27",1.3
"229","2007-11-28",1.3
"230","2007-11-29",1.27
"231","2007-11-30",1.34
"232","2007-12-03",1.32
"233","2007-12-04",1.35
"234","2007-12-05",1.3
"235","2007-12-06",1.3
"236","2007-12-07",1.3
"237","2007-12-10",1.33
"238","2007-12-11",1.35
"239","2007-12-12",1.35
"240","2007-12-13",1.35
"241","2007-12-14",1.33
"242","2007-12-17",1.33
"243","2007-12-18",1.32
"244","2007-12-19",1.27
"245","2007-12-20",1.3
"246","2007-12-21",1.3
"247","2007-12-24",1.3
"248","2007-12-26",1.3
"249","2007-12-27",1.32
"250","2007-12-28",1.32
"251","2007-12-31",1.28
"252","2008-01-02",1.31
"253","2008-01-03",1.28
"254","2008-01-04",1.26
"255","2008-01-07",1.4
"256","2008-01-08",1.33
"257","2008-01-09",1.41
"258","2008-01-10",1.35
"259","2008-01-11",1.31
"260","2008-01-14",1.35
"261","2008-01-15",1.28
"262","2008-01-16",1.25
"263","2008-01-17",1.3
"264","2008-01-18",1.28
"265","2008-01-22",1.2
"266","2008-01-23",1.2
"267","2008-01-24",1.18
"268","2008-01-25",1.18
"269","2008-01-28",1.17
"270","2008-01-29",1.15
"271","2008-01-30",1.25
"272","2008-01-31",1.26
"273","2008-02-01",1.25
"274","2008-02-04",1.25
"275","2008-02-05",1.25
"276","2008-02-06",1.33
"277","2008-02-07",1.36
"278","2008-02-08",1.45
"279","2008-02-11",1.6
"280","2008-02-12",1.52
"281","2008-02-13",1.52
"282","2008-02-14",1.53
"283","2008-02-15",1.53
"284","2008-02-19",1.49
"285","2008-02-20",1.57
"286","2008-02-21",1.55
"287","2008-02-22",1.53
"288","2008-02-25",1.46
"289","2008-02-26",1.54
"290","2008-02-27",1.75
"291","2008-02-28",1.78
"292","2008-02-29",1.71
"293","2008-03-03",1.73
"294","2008-03-04",1.66
"295","2008-03-05",1.73
"296","2008-03-06",1.66
"297","2008-03-07",1.62
"298","2008-03-10",1.55
"299","2008-03-11",1.5
"300","2008-03-12",1.49
"301","2008-03-13",1.54
"302","2008-03-14",1.54
"303","2008-03-17",1.5
"304","2008-03-18",1.58
"305","2008-03-19",1.59
"306","2008-03-20",1.59
"307","2008-03-24",1.6
"308","2008-03-25",1.6
"309","2008-03-26",1.65
"310","2008-03-27",1.57
"311","2008-03-28",1.51
"312","2008-03-31",1.48
"313","2008-04-01",1.5
"314","2008-04-02",1.55
"315","2008-04-03",1.56
"316","2008-04-04",1.61
"317","2008-04-07",1.56
"318","2008-04-08",1.37
"319","2008-04-09",1.35
"320","2008-04-10",1.37
"321","2008-04-11",1.36
"322","2008-04-14",1.3
"323","2008-04-15",1.36
"324","2008-04-16",1.45
"325","2008-04-17",1.45
"326","2008-04-18",1.55
"327","2008-04-21",1.49
"328","2008-04-22",1.5
"329","2008-04-23",1.43
"330","2008-04-24",1.48
"331","2008-04-25",1.56
"332","2008-04-28",1.55
"333","2008-04-29",1.49
"334","2008-04-30",1.53
"335","2008-05-01",1.53
"336","2008-05-02",1.55
"337","2008-05-05",1.6
"338","2008-05-06",1.6
"339","2008-05-07",1.46
"340","2008-05-08",1.44
"341","2008-05-09",1.45
"342","2008-05-12",1.41
"343","2008-05-13",1.45
"344","2008-05-14",1.44
"345","2008-05-15",1.43
"346","2008-05-16",1.43
"347","2008-05-19",1.5
"348","2008-05-20",1.55
"349","2008-05-21",1.59
"350","2008-05-22",1.49
"351","2008-05-23",1.49
"352","2008-05-27",1.5
"353","2008-05-28",1.5
"354","2008-05-29",1.5
"355","2008-05-30",1.47
"356","2008-06-02",1.58
"357","2008-06-03",1.81
"358","2008-06-04",1.7
"359","2008-06-05",1.7
"360","2008-06-06",1.7
"361","2008-06-09",1.69
"362","2008-06-10",1.7
"363","2008-06-11",1.75
"364","2008-06-12",1.74
"365","2008-06-13",1.75
"366","2008-06-16",1.78
"367","2008-06-17",1.75
"368","2008-06-18",1.7
"369","2008-06-19",1.73
"370","2008-06-20",1.67
"371","2008-06-23",1.7
"372","2008-06-24",1.7
"373","2008-06-25",1.64
"374","2008-06-26",1.7
"375","2008-06-27",1.74
"376","2008-06-30",1.7
"377","2008-07-01",1.74
"378","2008-07-02",1.75
"379","2008-07-03",2.05
"380","2008-07-07",2
"381","2008-07-08",1.9
"382","2008-07-09",2
"383","2008-07-10",2.27
"384","2008-07-11",2.43
"385","2008-07-14",2.5
"386","2008-07-15",2.5
"387","2008-07-16",2.69
"388","2008-07-17",2.95
"389","2008-07-18",3.3
"390","2008-07-21",3.16
"391","2008-07-22",2.78
"392","2008-07-23",3
"393","2008-07-24",3.3
"394","2008-07-25",3.8
"395","2008-07-28",3.27
"396","2008-07-29",3.17
"397","2008-07-30",3.2
"398","2008-07-31",3.13
"399","2008-08-01",2.92
"400","2008-08-04",2.93
"401","2008-08-05",3.45
"402","2008-08-06",4.05
"403","2008-08-07",3.96
"404","2008-08-08",4
"405","2008-08-11",4.63
"406","2008-08-12",5.03
"407","2008-08-13",4.9
"408","2008-08-14",5.12
"409","2008-08-15",6.14
"410","2008-08-18",5.61
"411","2008-08-19",4.51
"412","2008-08-20",4.99
"413","2008-08-21",4.85
"414","2008-08-22",4.8
"415","2008-08-25",4.58
"416","2008-08-26",4.85
"417","2008-08-27",5.1
"418","2008-08-28",5.2
"419","2008-08-29",5.33
"420","2008-09-02",5.35
"421","2008-09-03",5.25
"422","2008-09-04",5.01
"423","2008-09-05",4.9
"424","2008-09-08",5.14
"425","2008-09-09",5
"426","2008-09-10",5
"427","2008-09-11",5.3
"428","2008-09-12",5.2
"429","2008-09-15",5.01
"430","2008-09-16",5.48
"431","2008-09-17",5.62
"432","2008-09-18",5.6
"433","2008-09-19",5.36
"434","2008-09-22",5.2
"435","2008-09-23",5.4
"436","2008-09-24",5.48
"437","2008-09-25",5.55
"438","2008-09-26",5.3
"439","2008-09-29",5.26
"440","2008-09-30",5.19
"441","2008-10-01",5.2
"442","2008-10-02",5.15
"443","2008-10-03",5.1
"444","2008-10-06",5.16
"445","2008-10-07",5.15
"446","2008-10-08",5.11
"447","2008-10-09",5
"448","2008-10-10",4.85
"449","2008-10-13",4.8
"450","2008-10-14",4.8
"451","2008-10-15",4.7
