"","date","RVSB"
"139","2007-07-23",14.7
"140","2007-07-24",13.93
"141","2007-07-25",14.28
"142","2007-07-26",13.93
"143","2007-07-27",13.87
"144","2007-07-30",14.06
"145","2007-07-31",14.11
"146","2007-08-01",13.3
"147","2007-08-02",14.02
"148","2007-08-03",14.1
"149","2007-08-06",14.04
"150","2007-08-07",14.42
"151","2007-08-08",14.26
"152","2007-08-09",14.3
"153","2007-08-10",14.4
"154","2007-08-13",14.92
"155","2007-08-14",14.59
"156","2007-08-15",14.37
"157","2007-08-16",14.33
"158","2007-08-17",14.39
"159","2007-08-20",14.81
"160","2007-08-21",14.88
"161","2007-08-22",15.05
"162","2007-08-23",15.05
"163","2007-08-24",15.1
"164","2007-08-27",14.91
"165","2007-08-28",14.8
"166","2007-08-29",14.91
"167","2007-08-30",14.9
"168","2007-08-31",14.93
"169","2007-09-04",14.95
"170","2007-09-05",14.87
"171","2007-09-06",14.88
"172","2007-09-07",15.18
"173","2007-09-10",15.01
"174","2007-09-11",14.97
"175","2007-09-12",14.95
"176","2007-09-13",14.99
"177","2007-09-14",15.09
"178","2007-09-17",15.1
"179","2007-09-18",15.73
"180","2007-09-19",15.22
"181","2007-09-20",15.15
"182","2007-09-21",15.06
"183","2007-09-24",14.78
"184","2007-09-25",14.8
"185","2007-09-26",14.9
"186","2007-09-27",15
"187","2007-09-28",14.85
"188","2007-10-01",14.95
"189","2007-10-02",15.12
"190","2007-10-03",15
"191","2007-10-04",14.77
"192","2007-10-05",14.9
"193","2007-10-08",14.87
"194","2007-10-09",15.36
"195","2007-10-10",14.2
"196","2007-10-11",14.21
"197","2007-10-12",14.2
"198","2007-10-15",14.14
"199","2007-10-16",13.98
"200","2007-10-17",13.78
"201","2007-10-18",13.58
"202","2007-10-19",13.36
"203","2007-10-22",13.85
"204","2007-10-23",13.64
"205","2007-10-24",13.29
"206","2007-10-25",13.26
"207","2007-10-26",14.06
"208","2007-10-29",13.99
"209","2007-10-30",13.96
"210","2007-10-31",14.13
"211","2007-11-01",13.9
"212","2007-11-02",13.99
"213","2007-11-05",13.54
"214","2007-11-06",13.9
"215","2007-11-07",13.45
"216","2007-11-08",13.93
"217","2007-11-09",13.6
"218","2007-11-12",13.49
"219","2007-11-13",13.65
"220","2007-11-14",13.37
"221","2007-11-15",13.31
"222","2007-11-16",13.1
"223","2007-11-19",13.07
"224","2007-11-20",13.05
"225","2007-11-21",13.2
"226","2007-11-23",13.25
"227","2007-11-26",13.23
"228","2007-11-27",13.17
"229","2007-11-28",13.13
"230","2007-11-29",13.02
"231","2007-11-30",13.1
"232","2007-12-03",13.01
"233","2007-12-04",13.01
"234","2007-12-05",12.92
"235","2007-12-06",13
"236","2007-12-07",12.95
"237","2007-12-10",12.85
"238","2007-12-11",12.35
"239","2007-12-12",12.89
"240","2007-12-13",12.75
"241","2007-12-14",12.7
"242","2007-12-17",12.7
"243","2007-12-18",12.67
"244","2007-12-19",12.07
"245","2007-12-20",11.79
"246","2007-12-21",11.64
"247","2007-12-24",11.8
"248","2007-12-26",12.26
"249","2007-12-27",12.02
"250","2007-12-28",11.62
"251","2007-12-31",11.55
"252","2008-01-02",11.53
"253","2008-01-03",11.84
"254","2008-01-04",11.4
"255","2008-01-07",11.41
"256","2008-01-08",11.03
"257","2008-01-09",10.5
"258","2008-01-10",10.24
"259","2008-01-11",10.94
"260","2008-01-14",11.03
"261","2008-01-15",10.79
"262","2008-01-16",10.87
"263","2008-01-17",10.77
"264","2008-01-18",10.46
"265","2008-01-22",10.23
"266","2008-01-23",11.19
"267","2008-01-24",11.29
"268","2008-01-25",11.68
"269","2008-01-28",11.35
"270","2008-01-29",11.51
"271","2008-01-30",11.7
"272","2008-01-31",11.93
"273","2008-02-01",12.16
"274","2008-02-04",12.54
"275","2008-02-05",12.5
"276","2008-02-06",12.76
"277","2008-02-07",12.84
"278","2008-02-08",12.12
"279","2008-02-11",11.8
"280","2008-02-12",11.35
"281","2008-02-13",11.93
"282","2008-02-14",12.5
"283","2008-02-15",12.58
"284","2008-02-19",12.59
"285","2008-02-20",12.57
"286","2008-02-21",12.5
"287","2008-02-22",12.37
"288","2008-02-25",11.33
"289","2008-02-26",11.29
"290","2008-02-27",11.21
"291","2008-02-28",11.2
"292","2008-02-29",10.7
"293","2008-03-03",10.83
"294","2008-03-04",10.55
"295","2008-03-05",10.58
"296","2008-03-06",10.6
"297","2008-03-07",10.75
"298","2008-03-10",10.28
"299","2008-03-11",10.98
"300","2008-03-12",10.74
"301","2008-03-13",11
"302","2008-03-14",10.5
"303","2008-03-17",9.93
"304","2008-03-18",10.07
"305","2008-03-19",10.2
"306","2008-03-20",10.23
"307","2008-03-24",10.2
"308","2008-03-25",10.18
"309","2008-03-26",10
"310","2008-03-27",9.94
"311","2008-03-28",9.94
"312","2008-03-31",9.98
"313","2008-04-01",9.52
"314","2008-04-02",9.27
"315","2008-04-03",9.21
"316","2008-04-04",9.13
"317","2008-04-07",9.79
"318","2008-04-08",9.63
"319","2008-04-09",9.41
"320","2008-04-10",9.49
"321","2008-04-11",9.74
"322","2008-04-14",9.43
"323","2008-04-15",9.49
"324","2008-04-16",9.06
"325","2008-04-17",9.41
"326","2008-04-18",9.42
"327","2008-04-21",9.43
"328","2008-04-22",9.48
"329","2008-04-23",9.46
"330","2008-04-24",9.25
"331","2008-04-25",9
"332","2008-04-28",9
"333","2008-04-29",9.09
"334","2008-04-30",8.91
"335","2008-05-01",8.16
"336","2008-05-02",7.54
"337","2008-05-05",8.64
"338","2008-05-06",8.59
"339","2008-05-07",8.86
"340","2008-05-08",8.78
"341","2008-05-09",8.42
"342","2008-05-12",9.03
"343","2008-05-13",9
"344","2008-05-14",9.47
"345","2008-05-15",9.61
"346","2008-05-16",9.51
"347","2008-05-19",8.84
"348","2008-05-20",8.75
"349","2008-05-21",8.86
"350","2008-05-22",9
"351","2008-05-23",8.73
"352","2008-05-27",8.63
"353","2008-05-28",8.99
"354","2008-05-29",9
"355","2008-05-30",8.85
"356","2008-06-02",8.57
"357","2008-06-03",8.74
"358","2008-06-04",8.72
"359","2008-06-05",8.7
"360","2008-06-06",8.57
"361","2008-06-09",8.63
"362","2008-06-10",8.49
"363","2008-06-11",8.44
"364","2008-06-12",8.38
"365","2008-06-13",8.4
"366","2008-06-16",8.2
"367","2008-06-17",8.26
"368","2008-06-18",8.07
"369","2008-06-19",7.73
"370","2008-06-20",7.88
"371","2008-06-23",7.84
"372","2008-06-24",7.62
"373","2008-06-25",7.73
"374","2008-06-26",7.5
"375","2008-06-27",7.52
"376","2008-06-30",7.42
"377","2008-07-01",7.38
"378","2008-07-02",7.3
"379","2008-07-03",7.18
"380","2008-07-07",6.9
"381","2008-07-08",7.01
"382","2008-07-09",7.06
"383","2008-07-10",6.77
"384","2008-07-11",6.5
"385","2008-07-14",6.08
"386","2008-07-15",5.11
"387","2008-07-16",4.52
"388","2008-07-17",6.37
"389","2008-07-18",6.05
"390","2008-07-21",6.85
"391","2008-07-22",6.96
"392","2008-07-23",7
"393","2008-07-24",6.97
"394","2008-07-25",6.89
"395","2008-07-28",6.36
"396","2008-07-29",6.3
"397","2008-07-30",6.15
"398","2008-07-31",6.03
"399","2008-08-01",6
"400","2008-08-04",6
"401","2008-08-05",5.93
"402","2008-08-06",6.15
"403","2008-08-07",6.03
"404","2008-08-08",6.07
"405","2008-08-11",6.09
"406","2008-08-12",6.18
"407","2008-08-13",6.5
"408","2008-08-14",7.1
"409","2008-08-15",7.16
"410","2008-08-18",6.83
"411","2008-08-19",6.31
"412","2008-08-20",6.52
"413","2008-08-21",6.35
"414","2008-08-22",6.5
"415","2008-08-25",6.93
"416","2008-08-26",6.7
"417","2008-08-27",6.7
"418","2008-08-28",6.6
"419","2008-08-29",6.51
"420","2008-09-02",6.62
"421","2008-09-03",6.85
"422","2008-09-04",6.69
"423","2008-09-05",6.6
"424","2008-09-08",6.52
"425","2008-09-09",6.42
"426","2008-09-10",6.55
"427","2008-09-11",6.22
"428","2008-09-12",6.2
"429","2008-09-15",6.09
"430","2008-09-16",6.37
"431","2008-09-17",6.19
"432","2008-09-18",6.12
"433","2008-09-19",6.35
"434","2008-09-22",6.54
"435","2008-09-23",6.53
"436","2008-09-24",6.58
"437","2008-09-25",6.5
"438","2008-09-26",6.36
"439","2008-09-29",5.95
"440","2008-09-30",5.96
"441","2008-10-01",5.82
"442","2008-10-02",6.1
"443","2008-10-03",6
"444","2008-10-06",5.4
"445","2008-10-07",5.3
"446","2008-10-08",5.5
"447","2008-10-09",5.02
"448","2008-10-10",4.96
"449","2008-10-13",4.62
"450","2008-10-14",4.45
"451","2008-10-15",4.23
"452","2008-10-16",4.03
"453","2008-10-17",4.06
"454","2008-10-20",4.36
"455","2008-10-21",5.51
"456","2008-10-22",5.1
"457","2008-10-23",5.03
"458","2008-10-24",5.03
"459","2008-10-27",5.23
"460","2008-10-28",4.33
"461","2008-10-29",4.85
"462","2008-10-30",4.75
"463","2008-10-31",4.76
"464","2008-11-03",5.16
"465","2008-11-04",5.16
"466","2008-11-05",5.16
"467","2008-11-06",4.96
"468","2008-11-07",4.96
"469","2008-11-10",5.29
"470","2008-11-11",5
"471","2008-11-12",4.6
"472","2008-11-13",4.5
"473","2008-11-14",4.33
"474","2008-11-17",4.43
"475","2008-11-18",4
"476","2008-11-19",4.17
"477","2008-11-20",3.44
"478","2008-11-21",3.75
"479","2008-11-24",3.89
"480","2008-11-25",3.71
"481","2008-11-26",3.7
"482","2008-11-28",3.7
"483","2008-12-01",3.75
"484","2008-12-02",3.43
"485","2008-12-03",3.4
"486","2008-12-04",3.67
"487","2008-12-05",3.68
"488","2008-12-08",3.6
"489","2008-12-09",3.51
"490","2008-12-10",3.5
"491","2008-12-11",3.2
"492","2008-12-12",3.34
"493","2008-12-15",3.36
"494","2008-12-16",3.7
"495","2008-12-17",3.85
"496","2008-12-18",3.9
"497","2008-12-19",3.27
"498","2008-12-22",3
"499","2008-12-23",2.76
"500","2008-12-24",2.76
"501","2008-12-26",2.26
"502","2008-12-29",2.46
"503","2008-12-30",2.54
"504","2008-12-31",2.25
"505","2009-01-02",2.16
"506","2009-01-05",2.13
"507","2009-01-06",2.18
"508","2009-01-07",2.15
"509","2009-01-08",2.1
"510","2009-01-09",2.18
"511","2009-01-12",2.04
"512","2009-01-13",2.02
"513","2009-01-14",1.95
"514","2009-01-15",1.94
"515","2009-01-16",1.9
"516","2009-01-20",1.64
"517","2009-01-21",1.6
"518","2009-01-22",1.68
"519","2009-01-23",2.24
"520","2009-01-26",2.54
"521","2009-01-27",3
"522","2009-01-28",3.48
"523","2009-01-29",3.38
"524","2009-01-30",3.4
"525","2009-02-02",3.21
"526","2009-02-03",3.37
"527","2009-02-04",3.41
"528","2009-02-05",3.55
"529","2009-02-06",4
"530","2009-02-09",4.35
"531","2009-02-10",4.32
"532","2009-02-11",4.35
"533","2009-02-12",4.32
"534","2009-02-13",3.99
"535","2009-02-17",4.1
"536","2009-02-18",4.11
"537","2009-02-19",4
"538","2009-02-20",3.9
"539","2009-02-23",3.69
"540","2009-02-24",3.26
"541","2009-02-25",3.04
"542","2009-02-26",3.2
"543","2009-02-27",3.23
"544","2009-03-02",2.89
"545","2009-03-03",2.73
"546","2009-03-04",2.89
"547","2009-03-05",2.93
"548","2009-03-06",2.8
"549","2009-03-09",2.58
"550","2009-03-10",3.2
"551","2009-03-11",3.18
"552","2009-03-12",2.86
"553","2009-03-13",2.86
"554","2009-03-16",3
"555","2009-03-17",3
"556","2009-03-18",3.89
"557","2009-03-19",3.59
"558","2009-03-20",3.61
"559","2009-03-23",3.9
"560","2009-03-24",3.8
"561","2009-03-25",3.38
"562","2009-03-26",3.99
"563","2009-03-27",4
"564","2009-03-30",3.56
"565","2009-03-31",3.87
"566","2009-04-01",3.5
"567","2009-04-02",3.37
"568","2009-04-03",2.63
"569","2009-04-06",2.79
"570","2009-04-07",2.7
"571","2009-04-08",2.85
"572","2009-04-09",3.4
"573","2009-04-13",3.89
"574","2009-04-14",3.56
"575","2009-04-15",3.35
"576","2009-04-16",3.75
"577","2009-04-17",3.9
"578","2009-04-20",3.74
"579","2009-04-21",3.77
"580","2009-04-22",3.51
"581","2009-04-23",3.69
"582","2009-04-24",3.62
"583","2009-04-27",3.62
"584","2009-04-28",3.7
"585","2009-04-29",3.52
"586","2009-04-30",3.51
"587","2009-05-01",3.52
"588","2009-05-04",3.53
"589","2009-05-05",3.37
"590","2009-05-06",3.55
"591","2009-05-07",3.4
"592","2009-05-08",3.26
"593","2009-05-11",3.35
"594","2009-05-12",3.38
"595","2009-05-13",3.29
"596","2009-05-14",3.34
"597","2009-05-15",3.09
"598","2009-05-18",3.05
"599","2009-05-19",3.15
"600","2009-05-20",3.29
"601","2009-05-21",2.7
"602","2009-05-22",2.9
"603","2009-05-26",2.94
"604","2009-05-27",2.93
"605","2009-05-28",2.92
"606","2009-05-29",3
"607","2009-06-01",3
"608","2009-06-02",2.91
"609","2009-06-03",2.94
"610","2009-06-04",2.93
"611","2009-06-05",2.98
"612","2009-06-08",2.91
"613","2009-06-09",3
"614","2009-06-10",2.9
"615","2009-06-11",3.04
"616","2009-06-12",3.14
"617","2009-06-15",2.85
"618","2009-06-16",3.05
"619","2009-06-17",2.9
"620","2009-06-18",3.13
"621","2009-06-19",3.22
"622","2009-06-22",3.03
"623","2009-06-23",3.03
"624","2009-06-24",3.04
"625","2009-06-25",2.91
"626","2009-06-26",3
"627","2009-06-29",2.97
"628","2009-06-30",3.02
"629","2009-07-01",3
"630","2009-07-02",2.95
"631","2009-07-06",3.35
"632","2009-07-07",3.34
"633","2009-07-08",3.04
"634","2009-07-09",3
"635","2009-07-10",3.02
"636","2009-07-13",3.05
"637","2009-07-14",2.96
"638","2009-07-15",3.24
"639","2009-07-16",3.25
"640","2009-07-17",3.22
"641","2009-07-20",3.38
"642","2009-07-21",3.25
"643","2009-07-22",3.46
"644","2009-07-23",3.44
"645","2009-07-24",3.05
"646","2009-07-27",3.17
"647","2009-07-28",3.29
"648","2009-07-29",3.27
"649","2009-07-30",3.27
"650","2009-07-31",3.41
"651","2009-08-03",3.41
"652","2009-08-04",3.26
"653","2009-08-05",3.25
"654","2009-08-06",3.22
"655","2009-08-07",3.13
"656","2009-08-10",3.23
"657","2009-08-11",3.27
"658","2009-08-12",3.16
"659","2009-08-13",3.17
"660","2009-08-14",3.13
"661","2009-08-17",3.16
"662","2009-08-18",3.16
"663","2009-08-19",3.22
"664","2009-08-20",3.16
"665","2009-08-21",3.07
"666","2009-08-24",3.49
"667","2009-08-25",3.71
"668","2009-08-26",3.73
"669","2009-08-27",3.39
"670","2009-08-28",3.29
"671","2009-08-31",3.54
"672","2009-09-01",4.29
"673","2009-09-02",4.32
"674","2009-09-03",4.17
"675","2009-09-04",4.1
"676","2009-09-08",4.11
"677","2009-09-09",4.13
"678","2009-09-10",4.1
"679","2009-09-11",4.14
"680","2009-09-14",4
"681","2009-09-15",4.06
"682","2009-09-16",4.13
"683","2009-09-17",4.07
"684","2009-09-18",4.18
"685","2009-09-21",3.96
"686","2009-09-22",3.82
"687","2009-09-23",3.85
"688","2009-09-24",4.03
"689","2009-09-25",4.04
"690","2009-09-28",3.79
"691","2009-09-29",3.7
"692","2009-09-30",3.7
"693","2009-10-01",3.6
"694","2009-10-02",3.68
"695","2009-10-05",3.58
"696","2009-10-06",3.7
"697","2009-10-07",3.91
"698","2009-10-08",3.93
"699","2009-10-09",3.9
"700","2009-10-12",3.78
"701","2009-10-13",3.8
"702","2009-10-14",3.72
"703","2009-10-15",3.72
"704","2009-10-16",3.33
"705","2009-10-19",3.29
"706","2009-10-20",3.3
"707","2009-10-21",3.6
"708","2009-10-22",3.73
"709","2009-10-23",3.42
"710","2009-10-26",3.23
"711","2009-10-27",3.21
"712","2009-10-28",3.26
"713","2009-10-29",3.27
"714","2009-10-30",3.21
"715","2009-11-02",3.13
"716","2009-11-03",3.1
"717","2009-11-04",3.05
"718","2009-11-05",3.01
"719","2009-11-06",3.22
"720","2009-11-09",3.12
"721","2009-11-10",3.18
"722","2009-11-11",3.1
"723","2009-11-12",3.01
"724","2009-11-13",3.12
"725","2009-11-16",3.07
"726","2009-11-17",3.01
"727","2009-11-18",3.14
"728","2009-11-19",3.01
"729","2009-11-20",2.88
"730","2009-11-23",2.86
"731","2009-11-24",2.89
"732","2009-11-25",2.87
"733","2009-11-27",2.86
"734","2009-11-30",2.7
"735","2009-12-01",2.78
"736","2009-12-02",2.86
"737","2009-12-03",2.87
"738","2009-12-04",2.87
"739","2009-12-07",2.9
"740","2009-12-08",2.88
"741","2009-12-09",2.84
"742","2009-12-10",2.85
"743","2009-12-11",2.83
"744","2009-12-14",2.55
"745","2009-12-15",2.57
"746","2009-12-16",2.89
"747","2009-12-17",2.78
"748","2009-12-18",2.75
"749","2009-12-21",2.31
"750","2009-12-22",2.42
"751","2009-12-23",2.43
"752","2009-12-24",2.54
"753","2009-12-28",2.56
"754","2009-12-29",2.44
"755","2009-12-30",2.42
"756","2009-12-31",2.24
"757","2010-01-04",2.22
"758","2010-01-05",2.21
"759","2010-01-06",2.25
"760","2010-01-07",2.44
"761","2010-01-08",2.61
"762","2010-01-11",2.94
"763","2010-01-12",2.61
"764","2010-01-13",2.62
"765","2010-01-14",2.73
"766","2010-01-15",2.69
"767","2010-01-19",2.74
"768","2010-01-20",2.66
"769","2010-01-21",2.61
"770","2010-01-22",2.71
"771","2010-01-25",2.59
"772","2010-01-26",2.32
"773","2010-01-27",2.36
"774","2010-01-28",2.39
"775","2010-01-29",2.4
"776","2010-02-01",2.69
"777","2010-02-02",2.56
"778","2010-02-03",2.6
"779","2010-02-04",2.5
"780","2010-02-05",2.49
"781","2010-02-08",2.51
"782","2010-02-09",2.42
"783","2010-02-10",2.39
"784","2010-02-11",2.33
"785","2010-02-12",2.43
"786","2010-02-16",2.51
"787","2010-02-17",2.71
"788","2010-02-18",2.71
"789","2010-02-19",2.59
"790","2010-02-22",2.51
"791","2010-02-23",2.57
"792","2010-02-24",2.51
"793","2010-02-25",2.5
"794","2010-02-26",2.45
"795","2010-03-01",2.42
"796","2010-03-02",2.45
"797","2010-03-03",2.48
"798","2010-03-04",2.47
"799","2010-03-05",2.45
"800","2010-03-08",2.5
"801","2010-03-09",2.47
"802","2010-03-10",2.4
"803","2010-03-11",2.4
"804","2010-03-12",2.36
"805","2010-03-15",2.38
"806","2010-03-16",2.4
"807","2010-03-17",2.4
"808","2010-03-18",2.4
"809","2010-03-19",2.4
"810","2010-03-22",2.38
"811","2010-03-23",2.4
"812","2010-03-24",2.4
"813","2010-03-25",2.36
"814","2010-03-26",2.32
"815","2010-03-29",2.27
"816","2010-03-30",2.31
"817","2010-03-31",2.3
"818","2010-04-01",2.3
"819","2010-04-05",2.25
"820","2010-04-06",2.28
"821","2010-04-07",2.31
"822","2010-04-08",2.3
"823","2010-04-09",2.3
"824","2010-04-12",2.31
"825","2010-04-13",2.3
"826","2010-04-14",2.24
"827","2010-04-15",2.29
"828","2010-04-16",2.31
"829","2010-04-19",2.3
"830","2010-04-20",2.3
"831","2010-04-21",2.59
"832","2010-04-22",3.47
"833","2010-04-23",3.66
"834","2010-04-26",3.81
"835","2010-04-27",3.53
"836","2010-04-28",3.77
"837","2010-04-29",3.8
"838","2010-04-30",3.55
"839","2010-05-03",3.22
"840","2010-05-04",2.87
"841","2010-05-05",2.84
"842","2010-05-06",2.79
"843","2010-05-07",3.13
"844","2010-05-10",3.15
"845","2010-05-11",3.11
"846","2010-05-12",3.13
"847","2010-05-13",3.47
"848","2010-05-14",3.35
"849","2010-05-17",3.33
"850","2010-05-18",3.28
"851","2010-05-19",3.18
"852","2010-05-20",2.9
"853","2010-05-21",2.98
"854","2010-05-24",2.95
"855","2010-05-25",2.77
"856","2010-05-26",2.94
"857","2010-05-27",3.08
"858","2010-05-28",3
"859","2010-06-01",3
"860","2010-06-02",2.85
"861","2010-06-03",2.9
"862","2010-06-04",2.87
"863","2010-06-07",2.77
"864","2010-06-08",2.63
"865","2010-06-09",2.59
"866","2010-06-10",2.6
"867","2010-06-11",2.56
"868","2010-06-14",2.58
"869","2010-06-15",2.64
"870","2010-06-16",2.64
"871","2010-06-17",2.53
"872","2010-06-18",2.59
"873","2010-06-21",2.5
"874","2010-06-22",2.5
"875","2010-06-23",2.44
"876","2010-06-24",2.27
"877","2010-06-25",2.49
"878","2010-06-28",2.37
"879","2010-06-29",2.28
"880","2010-06-30",2.43
"881","2010-07-01",2.49
"882","2010-07-02",2.39
"883","2010-07-06",2.34
"884","2010-07-07",2.29
"885","2010-07-08",2.25
"886","2010-07-09",2.38
"887","2010-07-12",2.4
"888","2010-07-13",2.39
"889","2010-07-14",2.3
"890","2010-07-15",2.35
"891","2010-07-16",2.3
"892","2010-07-19",2.37
"893","2010-07-20",2.33
"894","2010-07-21",2.18
"895","2010-07-22",2.15
"896","2010-07-23",2.15
"897","2010-07-26",2.05
"898","2010-07-27",2.01
"899","2010-07-28",2.08
"900","2010-07-29",2
"901","2010-07-30",2
"902","2010-08-02",2.02
"903","2010-08-03",2.06
"904","2010-08-04",2.09
"905","2010-08-05",2.06
"906","2010-08-06",2
"907","2010-08-09",2.12
"908","2010-08-10",2.1
"909","2010-08-11",2.12
"910","2010-08-12",2.09
"911","2010-08-13",2
"912","2010-08-16",1.98
"913","2010-08-17",1.99
"914","2010-08-18",1.96
"915","2010-08-19",1.96
"916","2010-08-20",1.98
"917","2010-08-23",1.97
"918","2010-08-24",1.92
"919","2010-08-25",1.91
"920","2010-08-26",1.83
"921","2010-08-27",1.83
"922","2010-08-30",1.92
"923","2010-08-31",1.81
"924","2010-09-01",1.86
"925","2010-09-02",1.8
"926","2010-09-03",1.73
"927","2010-09-07",1.79
"928","2010-09-08",1.84
"929","2010-09-09",1.8
"930","2010-09-10",1.84
"931","2010-09-13",1.9
"932","2010-09-14",1.92
"933","2010-09-15",1.98
"934","2010-09-16",1.96
"935","2010-09-17",1.85
"936","2010-09-20",1.97
"937","2010-09-21",1.98
"938","2010-09-22",1.98
"939","2010-09-23",1.92
"940","2010-09-24",2
"941","2010-09-27",1.99
"942","2010-09-28",2
"943","2010-09-29",1.96
"944","2010-09-30",1.98
"945","2010-10-01",2.02
"946","2010-10-04",2.02
"947","2010-10-05",2
"948","2010-10-06",2.07
"949","2010-10-07",2.06
"950","2010-10-08",2.05
"951","2010-10-11",2.05
"952","2010-10-12",2.04
"953","2010-10-13",2.05
"954","2010-10-14",2.08
"955","2010-10-15",2.01
"956","2010-10-18",2.05
"957","2010-10-19",2.04
"958","2010-10-20",2.06
"959","2010-10-21",2.08
"960","2010-10-22",2.09
"961","2010-10-25",2.06
"962","2010-10-26",2.07
"963","2010-10-27",2.1
"964","2010-10-28",2.1
"965","2010-10-29",2.17
"966","2010-11-01",2.25
"967","2010-11-02",2.25
"968","2010-11-03",2.24
"969","2010-11-04",2.19
"970","2010-11-05",2.23
"971","2010-11-08",2.51
"972","2010-11-09",2.46
"973","2010-11-10",2.54
"974","2010-11-11",2.49
"975","2010-11-12",2.53
"976","2010-11-15",2.44
"977","2010-11-16",2.51
"978","2010-11-17",2.65
"979","2010-11-18",2.68
"980","2010-11-19",2.61
"981","2010-11-22",2.5
"982","2010-11-23",2.31
"983","2010-11-24",2.32
"984","2010-11-26",2.35
"985","2010-11-29",2.37
"986","2010-11-30",2.31
"987","2010-12-01",2.29
"988","2010-12-02",2.36
"989","2010-12-03",2.36
"990","2010-12-06",2.41
"991","2010-12-07",2.36
"992","2010-12-08",2.35
"993","2010-12-09",2.35
"994","2010-12-10",2.33
"995","2010-12-13",2.45
"996","2010-12-14",2.61
"997","2010-12-15",2.6
"998","2010-12-16",2.55
"999","2010-12-17",2.65
"1000","2010-12-20",2.62
"1001","2010-12-21",2.62
"1002","2010-12-22",2.58
"1003","2010-12-23",2.63
