"","date","AKTX"
"108","2014-06-10",59.900002
"109","2014-06-11",60.799999
"110","2014-06-12",59.900002
"111","2014-06-13",60.5
"112","2014-06-16",60
"113","2014-06-17",61.400002
"114","2014-06-18",69.599998
"115","2014-06-19",68
"116","2014-06-20",68
"117","2014-06-23",66.900002
"118","2014-06-24",64.599998
"119","2014-06-25",62.5
"120","2014-06-26",62
"121","2014-06-27",60
"122","2014-06-30",62
"123","2014-07-01",60.700001
"124","2014-07-02",62.700001
"125","2014-07-03",62.599998
"126","2014-07-07",61.5
"127","2014-07-08",61.689999
"128","2014-07-09",62.299999
"129","2014-07-10",61.099998
"130","2014-07-11",62.5
"131","2014-07-14",58.799999
"132","2014-07-15",62.5
"133","2014-07-16",59.009998
"134","2014-07-17",59
"135","2014-07-18",59.900002
"136","2014-07-21",56
"137","2014-07-22",60
"138","2014-07-23",60
"139","2014-07-24",56.5
"140","2014-07-25",56.52
"141","2014-07-28",58.48
"142","2014-07-29",56.549999
"143","2014-07-30",56.549999
"144","2014-07-31",56.599998
"145","2014-08-01",56.759998
"146","2014-08-04",59.700001
"147","2014-08-05",59.5
"148","2014-08-06",59
"149","2014-08-07",57.43
"150","2014-08-08",57
"151","2014-08-11",57
"152","2014-08-12",57.799999
"153","2014-08-13",58
"154","2014-08-14",56.5
"155","2014-08-15",56
"156","2014-08-18",56
"157","2014-08-19",56
"158","2014-08-20",54
"159","2014-08-21",56
"160","2014-08-22",56
"161","2014-08-25",56.529999
"162","2014-08-26",56
"163","2014-08-27",56.5
"164","2014-08-28",55.509998
"165","2014-08-29",59
"166","2014-09-02",59
"167","2014-09-03",59.5
"168","2014-09-04",58
"169","2014-09-05",56.5
"170","2014-09-08",60
"171","2014-09-09",59.900002
"172","2014-09-10",57.900002
"173","2014-09-11",60
"174","2014-09-12",60
"175","2014-09-15",55
"176","2014-09-16",55
"177","2014-09-17",55.5
"178","2014-09-18",58.799999
"179","2014-09-19",58.400002
"180","2014-09-22",55.349998
"181","2014-09-23",55.349998
"182","2014-09-24",58.5
"183","2014-09-25",56.599998
"184","2014-09-26",56.700001
"185","2014-09-29",56.700001
"186","2014-09-30",61
"187","2014-10-01",60.5
"188","2014-10-02",58.099998
"189","2014-10-03",59.200001
"190","2014-10-06",58
"191","2014-10-07",56.599998
"192","2014-10-08",56
"193","2014-10-09",54.900002
"194","2014-10-10",54.400002
"195","2014-10-13",55
"196","2014-10-14",60
"197","2014-10-15",60
"198","2014-10-16",60
"199","2014-10-17",56
"200","2014-10-20",55.200001
"201","2014-10-21",54
"202","2014-10-22",53
"203","2014-10-23",58.5
"204","2014-10-24",56
"205","2014-10-27",56.099998
"206","2014-10-28",58.5
"207","2014-10-29",58.5
"208","2014-10-30",58.799999
"209","2014-10-31",59.200001
"210","2014-11-03",60.5
"211","2014-11-04",60.5
"212","2014-11-05",60
"213","2014-11-06",56.41
"214","2014-11-07",56
"215","2014-11-10",56
"216","2014-11-11",56.009998
"217","2014-11-12",59.040001
"218","2014-11-13",60
"219","2014-11-14",56.150002
"220","2014-11-17",55.299999
"221","2014-11-18",53.5
"222","2014-11-19",53.599998
"223","2014-11-20",53.200001
"224","2014-11-21",51.5
"225","2014-11-24",52.599998
"226","2014-11-25",51.599998
"227","2014-11-26",51.400002
"228","2014-11-28",53.200001
"229","2014-12-01",53.200001
"230","2014-12-02",51.599998
"231","2014-12-03",51.599998
"232","2014-12-04",56.5
"233","2014-12-05",53.700001
"234","2014-12-08",54.599998
"235","2014-12-09",52.900002
"236","2014-12-10",53
"237","2014-12-11",52.400002
"238","2014-12-12",52.400002
"239","2014-12-15",49.900002
"240","2014-12-16",49
"241","2014-12-17",49
"242","2014-12-18",49
"243","2014-12-19",49
"244","2014-12-22",49
"245","2014-12-23",49
"246","2014-12-24",47.040001
"247","2014-12-26",50.599998
"248","2014-12-29",50.599998
"249","2014-12-30",48.5
"250","2014-12-31",48
"251","2015-01-02",48
"252","2015-01-05",42.5
"253","2015-01-06",53
"254","2015-01-07",51.919998
"255","2015-01-08",51.200001
"256","2015-01-09",50.5
"257","2015-01-12",53.900002
"258","2015-01-13",59.5
"259","2015-01-14",58.299999
"260","2015-01-15",56.400002
"261","2015-01-16",56.299999
"262","2015-01-20",56
"263","2015-01-21",57
"264","2015-01-22",59
"265","2015-01-23",56.299999
"266","2015-01-26",58.619999
"267","2015-01-27",57.400002
"268","2015-01-28",59.799999
"269","2015-01-29",58
"270","2015-01-30",58
"271","2015-02-02",60
"272","2015-02-03",58.419998
"273","2015-02-04",58.5
"274","2015-02-05",59.200001
"275","2015-02-06",58.099998
"276","2015-02-09",60
"277","2015-02-10",60.799999
"278","2015-02-11",60.799999
"279","2015-02-12",61.700001
"280","2015-02-13",61.700001
"281","2015-02-17",11.5
"282","2015-02-18",11.5
"283","2015-02-19",11.29
"284","2015-02-20",10.9
"285","2015-02-23",10.5
"286","2015-02-24",9.05
"287","2015-02-25",8.33
"288","2015-02-26",9.36
"289","2015-02-27",9
"290","2015-03-02",9.3
"291","2015-03-03",8.7
"292","2015-03-04",8.71
"293","2015-03-05",9.31
"294","2015-03-06",9.1
"295","2015-03-09",9.05
"296","2015-03-10",8.9
"297","2015-03-11",9.2
"298","2015-03-12",9.2
"299","2015-03-13",8.7
"300","2015-03-16",9
"301","2015-03-17",8.9
"302","2015-03-18",8.6
"303","2015-03-19",8.33
"304","2015-03-20",8.5
"305","2015-03-23",8.7
"306","2015-03-24",8.6
"307","2015-03-25",8.3
"308","2015-03-26",8.2
"309","2015-03-27",7.77
"310","2015-03-30",7.8
"311","2015-03-31",7.6
"312","2015-04-01",7.18
"313","2015-04-02",7.4
"314","2015-04-06",7.25
"315","2015-04-07",7.4
"316","2015-04-08",7.3
"317","2015-04-09",7.24
"318","2015-04-10",6.85
"319","2015-04-13",7
"320","2015-04-14",6.95
"321","2015-04-15",7.9
"322","2015-04-16",7.77
"323","2015-04-17",7.4
"324","2015-04-20",7.8
"325","2015-04-21",7.5
"326","2015-04-22",7.4
"327","2015-04-23",7.5
"328","2015-04-24",7.6
"329","2015-04-27",7.8
"330","2015-04-28",7.62
"331","2015-04-29",7.8
"332","2015-04-30",7.5
"333","2015-05-01",7.5
"334","2015-05-04",7
"335","2015-05-05",6.9
"336","2015-05-06",7.1
"337","2015-05-07",6.7
"338","2015-05-08",6.24
"339","2015-05-11",5.8
"340","2015-05-12",5.87
"341","2015-05-13",5.51
"342","2015-05-14",5.4
"343","2015-05-15",5.47
"344","2015-05-18",5.4
"345","2015-05-19",5.38
"346","2015-05-20",4.8
"347","2015-05-21",4.5
"348","2015-05-22",4.4
"349","2015-05-26",4.1
"350","2015-05-27",4.58
"351","2015-05-28",4.4
"352","2015-05-29",4.38
"353","2015-06-01",4.3
"354","2015-06-02",4.9
"355","2015-06-03",6.8
"356","2015-06-04",6.5
"357","2015-06-05",6.5
"358","2015-06-08",6.49
"359","2015-06-09",6.4
"360","2015-06-10",5.8
"361","2015-06-11",6.2
"362","2015-06-12",6.18
"363","2015-06-15",5.9
"364","2015-06-16",6.37
"365","2015-06-17",6
"366","2015-06-18",6.1
"367","2015-06-19",6.1
"368","2015-06-22",6.1
"369","2015-06-23",6.35
"370","2015-06-24",6.2
"371","2015-06-25",6.4
"372","2015-06-26",6.5
"373","2015-06-29",5.9
"374","2015-06-30",5.8
"375","2015-07-01",5.8
"376","2015-07-02",6.2
"377","2015-07-06",5.97
"378","2015-07-07",5.9
"379","2015-07-08",5.6
"380","2015-07-09",5.1
"381","2015-07-10",4.9
"382","2015-07-13",6.5
"383","2015-07-14",6.9
"384","2015-07-15",6.32
"385","2015-07-16",6
"386","2015-07-17",6.4
"387","2015-07-20",6.1
"388","2015-07-21",5.65
"389","2015-07-22",6
"390","2015-07-23",6.1
"391","2015-07-24",5.64
"392","2015-07-27",5.25
"393","2015-07-28",5.7
"394","2015-07-29",5.9
"395","2015-07-30",5.8
"396","2015-07-31",5.7
"397","2015-08-03",5.4
"398","2015-08-04",5.54
"399","2015-08-05",5.4
"400","2015-08-06",5.5
"401","2015-08-07",6.4
"402","2015-08-10",6.77
"403","2015-08-11",6.5
"404","2015-08-12",6.49
"405","2015-08-13",6.4
"406","2015-08-14",5.83
"407","2015-08-17",6.1
"408","2015-08-18",10.2
"409","2015-08-19",39.549999
"410","2015-08-20",31.1
"411","2015-08-21",29
"412","2015-08-24",27.799999
"413","2015-08-25",26
"414","2015-08-26",22.6
"415","2015-08-27",22.299999
"416","2015-08-28",24.200001
"417","2015-08-31",25.5
"418","2015-09-01",25
"419","2015-09-02",21.4
"420","2015-09-03",19.1
"421","2015-09-04",19.799999
"422","2015-09-08",19.6
"423","2015-09-09",19.9
"424","2015-09-10",21.200001
"425","2015-09-11",21.799999
"426","2015-09-14",21
"427","2015-09-15",20.200001
"428","2015-09-16",20.799999
"429","2015-09-17",19.674999
"430","2015-09-18",36.009998
"431","2015-09-21",31.5
"432","2015-09-22",24.25
"433","2015-09-23",28.629999
"434","2015-09-24",26.200001
"435","2015-09-25",24.51
"436","2015-09-28",24.75
"437","2015-09-29",23.09
"438","2015-09-30",23.995001
"439","2015-10-01",22.24
"440","2015-10-02",19.25
"441","2015-10-05",19.42
"442","2015-10-06",19.389999
"443","2015-10-07",20.09
"444","2015-10-08",19.634001
"445","2015-10-09",20.302999
"446","2015-10-12",21.25
"447","2015-10-13",18.299999
"448","2015-10-14",18.99
"449","2015-10-15",18.6
"450","2015-10-16",18.549999
"451","2015-10-19",18.549999
"452","2015-10-20",18.530001
"453","2015-10-21",19.1
"454","2015-10-22",18.99
"455","2015-10-23",19.200001
"456","2015-10-26",19.940001
"457","2015-10-27",18.1
"458","2015-10-28",18.790001
"459","2015-10-29",18.473
"460","2015-10-30",19.1
"461","2015-11-02",19.290001
"462","2015-11-03",19.110001
"463","2015-11-04",19.1
"464","2015-11-05",19.200001
"465","2015-11-06",19.591999
"466","2015-11-09",19.299999
"467","2015-11-10",19.125
"468","2015-11-11",19.030001
"469","2015-11-12",19.030001
"470","2015-11-13",19.16
"471","2015-11-16",19
"472","2015-11-17",19.09
"473","2015-11-18",19.209999
"474","2015-11-19",19.4
"475","2015-11-20",19.200001
"476","2015-11-23",19.25
"477","2015-11-24",19.26
"478","2015-11-25",19.165001
"479","2015-11-27",19.34
"480","2015-11-30",19.399
"481","2015-12-01",19.190001
"482","2015-12-02",19.131001
"483","2015-12-03",19.195
"484","2015-12-04",18.940001
"485","2015-12-07",19.115
"486","2015-12-08",19.1
"487","2015-12-09",19
"488","2015-12-10",18.52
"489","2015-12-11",17.959999
"490","2015-12-14",16.799999
"491","2015-12-15",15.75
"492","2015-12-16",16.26
"493","2015-12-17",16.26
"494","2015-12-18",16.719999
"495","2015-12-21",16.99
"496","2015-12-22",16.91
"497","2015-12-23",16
"498","2015-12-24",16.209999
"499","2015-12-28",15.55
"500","2015-12-29",14.06
"501","2015-12-30",14.5
"502","2015-12-31",14.5
"503","2016-01-04",13.65
"504","2016-01-05",15.9
"505","2016-01-06",17.57
"506","2016-01-07",16.99
"507","2016-01-08",17.09
"508","2016-01-11",16.9
"509","2016-01-12",17.07
"510","2016-01-13",17.030001
"511","2016-01-14",16.889999
"512","2016-01-15",15.9
"513","2016-01-19",16.75
"514","2016-01-20",16.099001
"515","2016-01-21",15.65
"516","2016-01-22",16
"517","2016-01-25",15.9
"518","2016-01-26",15.5
"519","2016-01-27",15.59
"520","2016-01-28",14.6
"521","2016-01-29",13.838
"522","2016-02-01",13.67
"523","2016-02-02",13.33
"524","2016-02-03",12.71
"525","2016-02-04",12.445
"526","2016-02-05",12.445
"527","2016-02-08",12.445
"528","2016-02-09",12.445
"529","2016-02-10",12.28
"530","2016-02-11",12
"531","2016-02-12",10.86
"532","2016-02-16",11.49
"533","2016-02-17",11.49
"534","2016-02-18",10.45
"535","2016-02-19",10.34
"536","2016-02-22",10.301
"537","2016-02-23",10.301
"538","2016-02-24",10.042
"539","2016-02-25",9.68
"540","2016-02-26",9.72
"541","2016-02-29",9.66
"542","2016-03-01",9.66
"543","2016-03-02",9.5
"544","2016-03-03",9.49
"545","2016-03-04",8.54
"546","2016-03-07",8.03
"547","2016-03-08",8.25
"548","2016-03-09",8.25
"549","2016-03-10",8.55
"550","2016-03-11",10
"551","2016-03-14",10.5
"552","2016-03-15",10.76
"553","2016-03-16",11.55
"554","2016-03-17",11.78
"555","2016-03-18",12.25
"556","2016-03-21",14.18
"557","2016-03-22",13.97
"558","2016-03-23",14.1
"559","2016-03-24",14
"560","2016-03-28",14
"561","2016-03-29",13.95
"562","2016-03-30",14
"563","2016-03-31",14
"564","2016-04-01",17.246
"565","2016-04-04",18.625
"566","2016-04-05",17.370001
"567","2016-04-06",18.25
"568","2016-04-07",18.9
"569","2016-04-08",18.9
"570","2016-04-11",18
"571","2016-04-12",18.35
"572","2016-04-13",18.01
"573","2016-04-14",17.540001
"574","2016-04-15",17.940001
"575","2016-04-18",17.440001
"576","2016-04-19",17.809999
"577","2016-04-20",18
"578","2016-04-21",17.700001
"579","2016-04-22",17.959999
"580","2016-04-25",17.15
"581","2016-04-26",17
"582","2016-04-27",17
"583","2016-04-28",17
"584","2016-04-29",17.200001
"585","2016-05-02",17.1
"586","2016-05-03",16.003
"587","2016-05-04",17.059999
"588","2016-05-05",16.200001
"589","2016-05-06",15.97
"590","2016-05-09",15.5
"591","2016-05-10",15.73
"592","2016-05-11",16.58
"593","2016-05-12",16
"594","2016-05-13",15.8
"595","2016-05-16",16.5
"596","2016-05-17",16.139999
"597","2016-05-18",16.139999
"598","2016-05-19",16.360001
"599","2016-05-20",14.713
"600","2016-05-23",14.01
"601","2016-05-24",14.26
"602","2016-05-25",15.657
"603","2016-05-26",14.3
"604","2016-05-27",14.54
"605","2016-05-31",15.1
"606","2016-06-01",15.1
"607","2016-06-02",14.185
"608","2016-06-03",14
"609","2016-06-06",14.61
"610","2016-06-07",14.61
"611","2016-06-08",15.41
"612","2016-06-09",15
"613","2016-06-10",15
"614","2016-06-13",14.8
"615","2016-06-14",14.61
"616","2016-06-15",14.61
"617","2016-06-16",14.61
"618","2016-06-17",14.61
"619","2016-06-20",14.61
"620","2016-06-21",14
"621","2016-06-22",15
"622","2016-06-23",14.05
"623","2016-06-24",13.44
"624","2016-06-27",14.55
"625","2016-06-28",14.539
"626","2016-06-29",14.539
"627","2016-06-30",13.49
"628","2016-07-01",13.49
"629","2016-07-05",12
"630","2016-07-06",12.171
"631","2016-07-07",10.75
"632","2016-07-08",12.029
"633","2016-07-11",11.05
"634","2016-07-12",11.2
"635","2016-07-13",11.6
"636","2016-07-14",11.23
"637","2016-07-15",9.807
"638","2016-07-18",10.4
"639","2016-07-19",9.2
"640","2016-07-20",9.08
"641","2016-07-21",8.84
"642","2016-07-22",8.79
"643","2016-07-25",9.48
"644","2016-07-26",8.8
"645","2016-07-27",8.9
"646","2016-07-28",8.85
"647","2016-07-29",9.3
"648","2016-08-01",11.5
"649","2016-08-02",12.05
"650","2016-08-03",11.5
"651","2016-08-04",10.627
"652","2016-08-05",10.5
"653","2016-08-08",9.57
"654","2016-08-09",10.18
"655","2016-08-10",10.01
"656","2016-08-11",9.75
"657","2016-08-12",9.2
"658","2016-08-15",9.35
"659","2016-08-16",9.816
"660","2016-08-17",9.816
"661","2016-08-18",11
"662","2016-08-19",10.572
"663","2016-08-22",10.572
"664","2016-08-23",10.572
"665","2016-08-24",10.21
"666","2016-08-25",10.09
"667","2016-08-26",9.6
"668","2016-08-29",9.6
"669","2016-08-30",9.51
"670","2016-08-31",9.46
"671","2016-09-01",9.3
"672","2016-09-02",9.1
"673","2016-09-06",8.848
"674","2016-09-07",9.205
"675","2016-09-08",8.59
"676","2016-09-09",8.51
"677","2016-09-12",8.93
"678","2016-09-13",9.05
"679","2016-09-14",8.99
"680","2016-09-15",8.95
"681","2016-09-16",8.8
"682","2016-09-19",9.82
"683","2016-09-20",9
"684","2016-09-21",8.95
"685","2016-09-22",8.84
"686","2016-09-23",8.97
"687","2016-09-26",9
"688","2016-09-27",8.98
"689","2016-09-28",8.9
"690","2016-09-29",8.28
"691","2016-09-30",8.51
"692","2016-10-03",8.47
"693","2016-10-04",8.47
"694","2016-10-05",8.57
"695","2016-10-06",8.5
"696","2016-10-07",8.5
"697","2016-10-10",8.455
"698","2016-10-11",8.446
"699","2016-10-12",8.43
"700","2016-10-13",8.062
"701","2016-10-14",8.54
"702","2016-10-17",8.56
"703","2016-10-18",9.2
"704","2016-10-19",9.09
"705","2016-10-20",8.1
"706","2016-10-21",8.1
"707","2016-10-24",8.2
"708","2016-10-25",9.05
"709","2016-10-26",9.06
"710","2016-10-27",9.18
"711","2016-10-28",8.63
"712","2016-10-31",9.45
"713","2016-11-01",9
"714","2016-11-02",9
"715","2016-11-03",9.38
"716","2016-11-04",8.746
"717","2016-11-07",8.53
"718","2016-11-08",8.82
"719","2016-11-09",8.5
"720","2016-11-10",8.51
"721","2016-11-11",8.51
"722","2016-11-14",8.51
"723","2016-11-15",8.59
"724","2016-11-16",8.29
"725","2016-11-17",7.7
"726","2016-11-18",7.41
"727","2016-11-21",7.78
"728","2016-11-22",8.38
"729","2016-11-23",7.99
"730","2016-11-25",8.5
"731","2016-11-28",8.5
"732","2016-11-29",7.41
"733","2016-11-30",7.15
"734","2016-12-01",6.92
"735","2016-12-02",7.3
"736","2016-12-05",7.3
"737","2016-12-06",7.511
"738","2016-12-07",7.98
"739","2016-12-08",7.89
"740","2016-12-09",7.01
"741","2016-12-12",7.42
"742","2016-12-13",7.42
"743","2016-12-14",7.42
"744","2016-12-15",7.33
"745","2016-12-16",7.28
"746","2016-12-19",7.33
"747","2016-12-20",7.261
"748","2016-12-21",7.27
"749","2016-12-22",7.2
"750","2016-12-23",7.35
"751","2016-12-27",7.14
"752","2016-12-28",7.14
"753","2016-12-29",6.73
"754","2016-12-30",7.04
"755","2017-01-03",7.5
"756","2017-01-04",7.55
"757","2017-01-05",7.2
"758","2017-01-06",7.9
"759","2017-01-09",7.82
"760","2017-01-10",7.82
"761","2017-01-11",7.4
"762","2017-01-12",7.8
"763","2017-01-13",7.8
"764","2017-01-17",8.342
"765","2017-01-18",8
"766","2017-01-19",8
"767","2017-01-20",7.47
"768","2017-01-23",7.47
"769","2017-01-24",6.8
"770","2017-01-25",6.8
"771","2017-01-26",6.8
"772","2017-01-27",6.8
"773","2017-01-30",6.8
"774","2017-01-31",8
"775","2017-02-01",7
"776","2017-02-02",7
"777","2017-02-03",7
"778","2017-02-06",7
"779","2017-02-07",7
"780","2017-02-08",7.04
"781","2017-02-09",7
"782","2017-02-10",7
"783","2017-02-13",7
"784","2017-02-14",7.01
"785","2017-02-15",6.9
"786","2017-02-16",7
"787","2017-02-17",7
"788","2017-02-21",6.8
"789","2017-02-22",6.62
"790","2017-02-23",6.759
"791","2017-02-24",6.41
"792","2017-02-27",6.4
"793","2017-02-28",6.51
"794","2017-03-01",6.41
"795","2017-03-02",6.4
"796","2017-03-03",6.7
"797","2017-03-06",6.7
"798","2017-03-07",6.6
"799","2017-03-08",6.5
"800","2017-03-09",6.5
"801","2017-03-10",6.5
"802","2017-03-13",6.5
"803","2017-03-14",6.52
"804","2017-03-15",6.55
"805","2017-03-16",6.49
"806","2017-03-17",7
"807","2017-03-20",6.865
"808","2017-03-21",6.5
"809","2017-03-22",6.52
"810","2017-03-23",6.445
"811","2017-03-24",6.5
"812","2017-03-27",6.5
"813","2017-03-28",6.52
"814","2017-03-29",6.65
"815","2017-03-30",6.984
"816","2017-03-31",11.07
"817","2017-04-03",11.71
"818","2017-04-04",11.62
"819","2017-04-05",11.7
"820","2017-04-06",14.6
"821","2017-04-07",18.5
"822","2017-04-10",19.700001
"823","2017-04-11",17.16
"824","2017-04-12",16.42
"825","2017-04-13",16.02
"826","2017-04-17",13.31
"827","2017-04-18",14.97
"828","2017-04-19",13.79
"829","2017-04-20",16.370001
"830","2017-04-21",20.5
"831","2017-04-24",17.49
"832","2017-04-25",15.25
"833","2017-04-26",16.459999
"834","2017-04-27",15
"835","2017-04-28",14.99
"836","2017-05-01",15.09
"837","2017-05-02",15.06
"838","2017-05-03",14.94
"839","2017-05-04",14.43
"840","2017-05-05",13.18
"841","2017-05-08",11.63
"842","2017-05-09",11.18
"843","2017-05-10",11
"844","2017-05-11",11.49
"845","2017-05-12",9.03
"846","2017-05-15",9.11
"847","2017-05-16",8.07
"848","2017-05-17",7.68
"849","2017-05-18",7.42
"850","2017-05-19",7.27
"851","2017-05-22",7.64
"852","2017-05-23",7.17
"853","2017-05-24",6.51
"854","2017-05-25",6.69
"855","2017-05-26",6.61
"856","2017-05-30",5.89
"857","2017-05-31",6.13
"858","2017-06-01",6.23
"859","2017-06-02",6.72
"860","2017-06-05",6.08
"861","2017-06-06",5.99
"862","2017-06-07",5.68
"863","2017-06-08",5.59
"864","2017-06-09",5.29
"865","2017-06-12",4.95
"866","2017-06-13",4.89
"867","2017-06-14",4.67
"868","2017-06-15",4.16
"869","2017-06-16",4.78
"870","2017-06-19",4.5
"871","2017-06-20",4.75
"872","2017-06-21",5.03
"873","2017-06-22",4.77
"874","2017-06-23",5.16
"875","2017-06-26",5.28
"876","2017-06-27",5.01
"877","2017-06-28",5.04
"878","2017-06-29",4.79
"879","2017-06-30",4.61
"880","2017-07-03",4.77
"881","2017-07-05",4.77
"882","2017-07-06",4.66
"883","2017-07-07",4.22
"884","2017-07-10",4.57
"885","2017-07-11",4.55
"886","2017-07-12",4.79
"887","2017-07-13",4.6
"888","2017-07-14",4.55
"889","2017-07-17",4.7
"890","2017-07-18",5.12
"891","2017-07-19",4.92
"892","2017-07-20",4.69
"893","2017-07-21",4.63
"894","2017-07-24",4.58
"895","2017-07-25",4.61
"896","2017-07-26",4.57
"897","2017-07-27",4.5
"898","2017-07-28",4.63
"899","2017-07-31",4.65
"900","2017-08-01",4.25
"901","2017-08-02",4.09
"902","2017-08-03",4.04
"903","2017-08-04",3.75
"904","2017-08-07",3.78
"905","2017-08-08",3.87
"906","2017-08-09",3.88
"907","2017-08-10",3.62
"908","2017-08-11",3.448
"909","2017-08-14",3.9
"910","2017-08-15",4.08
"911","2017-08-16",4.09
"912","2017-08-17",4.05
"913","2017-08-18",4.05
"914","2017-08-21",4
"915","2017-08-22",3.84
"916","2017-08-23",3.54
"917","2017-08-24",3.66
"918","2017-08-25",3.53
"919","2017-08-28",3.42
"920","2017-08-29",3.73
"921","2017-08-30",3.65
"922","2017-08-31",3.55
"923","2017-09-01",3.599
"924","2017-09-05",3.56
"925","2017-09-06",3.61
"926","2017-09-07",3.59
"927","2017-09-08",4
"928","2017-09-11",4.81
"929","2017-09-12",5.85
"930","2017-09-13",6.49
"931","2017-09-14",5.85
"932","2017-09-15",5.41
"933","2017-09-18",5.65
"934","2017-09-19",5.73
"935","2017-09-20",5.59
"936","2017-09-21",8.74
"937","2017-09-22",8.18
"938","2017-09-25",7.28
"939","2017-09-26",7.11
"940","2017-09-27",6.87
"941","2017-09-28",6.31
"942","2017-09-29",6.14
"943","2017-10-02",6.43
"944","2017-10-03",5.88
"945","2017-10-04",5.99
"946","2017-10-05",5.89
"947","2017-10-06",6.04
"948","2017-10-09",5.73
"949","2017-10-10",6.03
"950","2017-10-11",7.4
"951","2017-10-12",6.96
"952","2017-10-13",6.34
"953","2017-10-16",6.48
"954","2017-10-17",6.4
"955","2017-10-18",4.5
"956","2017-10-19",4.32
"957","2017-10-20",4.54
"958","2017-10-23",4.3
"959","2017-10-24",4.11
"960","2017-10-25",4.25
"961","2017-10-26",4.1
"962","2017-10-27",4.31
"963","2017-10-30",4.64
"964","2017-10-31",4.29
"965","2017-11-01",4.29
"966","2017-11-02",4.14
"967","2017-11-03",4.25
"968","2017-11-06",4.15
"969","2017-11-07",4.08
"970","2017-11-08",4.13
"971","2017-11-09",4.25
"972","2017-11-10",4.48
"973","2017-11-13",4.46
"974","2017-11-14",4.28
"975","2017-11-15",4.4
"976","2017-11-16",4.38
"977","2017-11-17",4.65
"978","2017-11-20",4.38
"979","2017-11-21",4.51
"980","2017-11-22",4.95
"981","2017-11-24",4.83
"982","2017-11-27",4.7
"983","2017-11-28",4.86
"984","2017-11-29",4.98
"985","2017-11-30",4.86
"986","2017-12-01",4.84
"987","2017-12-04",4.8
"988","2017-12-05",5.05
"989","2017-12-06",4.91
"990","2017-12-07",5.04
"991","2017-12-08",4.9
"992","2017-12-11",4.66
"993","2017-12-12",4.24
"994","2017-12-13",4.26
"995","2017-12-14",4.13
"996","2017-12-15",4.17
"997","2017-12-18",4.3
"998","2017-12-19",4.3
"999","2017-12-20",4.36
"1000","2017-12-21",4.43
"1001","2017-12-22",4.42
"1002","2017-12-26",4.43
"1003","2017-12-27",4.64
"1004","2017-12-28",4.53
"1005","2017-12-29",4.33
"1006","2018-01-02",4.39
"1007","2018-01-03",4.23
"1008","2018-01-04",4.33
