"","date","ADP"
"1","2007-01-03",38.392231
"2","2007-01-04",38.780834
"3","2007-01-05",38.669804
"4","2007-01-08",38.693596
"5","2007-01-09",38.542915
"6","2007-01-10",38.328789
"7","2007-01-11",38.368443
"8","2007-01-12",38.622223
"9","2007-01-16",38.542915
"10","2007-01-17",38.852211
"11","2007-01-18",38.24155
"12","2007-01-19",37.995701
"13","2007-01-22",37.527794
"14","2007-01-23",37.599167
"15","2007-01-24",37.868809
"16","2007-01-25",37.654682
"17","2007-01-26",37.37711
"18","2007-01-29",37.504002
"19","2007-01-30",37.559517
"20","2007-01-31",37.84502
"21","2007-02-01",38.463608
"22","2007-02-02",38.860142
"23","2007-02-05",38.947376
"24","2007-02-06",38.701527
"25","2007-02-07",38.661873
"26","2007-02-08",38.836349
"27","2007-02-09",38.709457
"28","2007-02-12",38.907722
"29","2007-02-13",39.962498
"30","2007-02-14",40.612812
"31","2007-02-15",40.430408
"32","2007-02-16",40.414547
"33","2007-02-20",40.20042
"34","2007-02-21",40.295586
"35","2007-02-22",40.374893
"36","2007-02-23",40.58902
"37","2007-02-26",40.652466
"38","2007-02-27",39.550106
"39","2007-02-28",39.454937
"40","2007-03-01",39.462868
"41","2007-03-02",38.606361
"42","2007-03-05",38.439816
"43","2007-03-06",38.701527
"44","2007-03-07",38.186035
"45","2007-03-08",38.550846
"46","2007-03-09",38.677734
"47","2007-03-12",38.931515
"48","2007-03-13",38.23362
"49","2007-03-14",38.320858
"50","2007-03-15",38.416023
"51","2007-03-16",38.170174
"52","2007-03-19",38.257412
"53","2007-03-20",38.431885
"54","2007-03-21",40.081459
"55","2007-03-22",40.271793
"56","2007-03-23",40.255932
"57","2007-03-26",39.803886
"58","2007-03-27",39.137714
"59","2007-03-28",38.812557
"60","2007-03-29",38.693596
"61","2007-03-30",38.3843
"62","2007-04-02",40.008781
"63","2007-04-03",40.447762
"64","2007-04-04",40.02634
"65","2007-04-05",39.929764
"66","2007-04-09",39.122036
"67","2007-04-10",39.27129
"68","2007-04-11",38.61282
"69","2007-04-12",39.464443
"70","2007-04-13",39.262512
"71","2007-04-16",39.192272
"72","2007-04-17",39.165936
"73","2007-04-18",39.464443
"74","2007-04-19",38.981564
"75","2007-04-20",39.29763
"76","2007-04-23",39.095699
"77","2007-04-24",39.288849
"78","2007-04-25",39.429325
"79","2007-04-26",39.069359
"80","2007-04-27",39.657593
"81","2007-04-30",39.29763
"82","2007-05-01",40.92186
"83","2007-05-02",40.667252
"84","2007-05-03",40.781387
"85","2007-05-04",40.825287
"86","2007-05-07",40.860405
"87","2007-05-08",41.510098
"88","2007-05-09",42.660229
"89","2007-05-10",41.852501
"90","2007-05-11",42.247585
"91","2007-05-14",41.808605
"92","2007-05-15",41.791046
"93","2007-05-16",42.256367
"94","2007-05-17",42.273926
"95","2007-05-18",42.695347
"96","2007-05-21",42.941177
"97","2007-05-22",43.090431
"98","2007-05-23",42.704128
"99","2007-05-24",42.774364
"100","2007-05-25",43.222126
"101","2007-05-29",43.072872
"102","2007-05-30",43.230904
"103","2007-05-31",43.634766
"104","2007-06-01",43.713783
"105","2007-06-04",43.994732
"106","2007-06-05",43.441616
"107","2007-06-06",43.54697
"108","2007-06-07",42.440739
"109","2007-06-08",42.502193
"110","2007-06-11",42.695347
"111","2007-06-12",42.186127
"112","2007-06-13",43.125549
"113","2007-06-14",42.949955
"114","2007-06-15",43.160667
"115","2007-06-18",42.906059
"116","2007-06-19",42.932396
"117","2007-06-20",42.493416
"118","2007-06-21",42.879719
"119","2007-06-22",42.493416
"120","2007-06-25",42.256367
"121","2007-06-26",42.203686
"122","2007-06-27",42.449516
"123","2007-06-28",42.502193
"124","2007-06-29",42.554874
"125","2007-07-02",42.783142
"126","2007-07-03",42.914837
"127","2007-07-05",42.870941
"128","2007-07-06",42.958736
"129","2007-07-09",42.949955
"130","2007-07-10",42.115891
"131","2007-07-11",42.300262
"132","2007-07-12",42.537312
"133","2007-07-13",43.002632
"134","2007-07-16",43.134327
"135","2007-07-17",43.011414
"136","2007-07-18",42.282703
"137","2007-07-19",42.756805
"138","2007-07-20",42.098331
"139","2007-07-23",42.247585
"140","2007-07-24",41.466198
"141","2007-07-25",41.16769
"142","2007-07-26",40.474098
"143","2007-07-27",39.903423
"144","2007-07-30",40.447762
"145","2007-07-31",40.755047
"146","2007-08-01",41.273048
"147","2007-08-02",41.712029
"148","2007-08-03",41.755928
"149","2007-08-06",42.177349
"150","2007-08-07",42.537312
"151","2007-08-08",43.046532
