"","date","NMR"
"1","2007-01-03",18.99
"2","2007-01-04",19.1
"3","2007-01-05",18.780001
"4","2007-01-08",18.860001
"5","2007-01-09",19.209999
"6","2007-01-10",19.1
"7","2007-01-11",18.709999
"8","2007-01-12",18.889999
"9","2007-01-16",19.040001
"10","2007-01-17",19.209999
"11","2007-01-18",18.98
"12","2007-01-19",19.65
"13","2007-01-22",19.57
"14","2007-01-23",19.639999
"15","2007-01-24",19.99
"16","2007-01-25",19.389999
"17","2007-01-26",19.52
"18","2007-01-29",19.51
"19","2007-01-30",19.84
"20","2007-01-31",20.389999
"21","2007-02-01",20.26
"22","2007-02-02",20.17
"23","2007-02-05",19.860001
"24","2007-02-06",20.129999
"25","2007-02-07",19.74
"26","2007-02-08",19.5
"27","2007-02-09",19.75
"28","2007-02-12",19.6
"29","2007-02-13",20.68
"30","2007-02-14",21.23
"31","2007-02-15",21.92
"32","2007-02-16",21.969999
"33","2007-02-20",22.15
"34","2007-02-21",21.889999
"35","2007-02-22",22.83
"36","2007-02-23",23.530001
"37","2007-02-26",22.719999
"38","2007-02-27",21.5
"39","2007-02-28",21.6
"40","2007-03-01",21.450001
"41","2007-03-02",20.67
"42","2007-03-05",20
"43","2007-03-06",20.6
"44","2007-03-07",20.35
"45","2007-03-08",21.030001
"46","2007-03-09",21.66
"47","2007-03-12",21.790001
"48","2007-03-13",21.049999
"49","2007-03-14",21.110001
"50","2007-03-15",21.6
"51","2007-03-16",21.129999
"52","2007-03-19",21.42
"53","2007-03-20",21.59
"54","2007-03-21",22.01
"55","2007-03-22",21.719999
"56","2007-03-23",21.58
"57","2007-03-26",21.5
"58","2007-03-27",21.5
"59","2007-03-28",21.219999
"60","2007-03-29",21.049999
"61","2007-03-30",20.73
"62","2007-04-02",20.75
"63","2007-04-03",20.629999
"64","2007-04-04",20.48
"65","2007-04-05",20.15
"66","2007-04-09",19.950001
"67","2007-04-10",19.85
"68","2007-04-11",19.959999
"69","2007-04-12",19.93
"70","2007-04-13",19.24
"71","2007-04-16",19.440001
"72","2007-04-17",19.66
"73","2007-04-18",20.32
"74","2007-04-19",20.5
"75","2007-04-20",20.549999
"76","2007-04-23",20.01
"77","2007-04-24",20.030001
"78","2007-04-25",19.969999
"79","2007-04-26",19.280001
"80","2007-04-27",19.459999
"81","2007-04-30",19.26
"82","2007-05-01",19.370001
"83","2007-05-02",19.59
"84","2007-05-03",19.48
"85","2007-05-04",19.6
"86","2007-05-07",20.07
"87","2007-05-08",19.82
"88","2007-05-09",20.75
"89","2007-05-10",20.780001
"90","2007-05-11",20.84
"91","2007-05-14",20.67
"92","2007-05-15",20.389999
"93","2007-05-16",20.24
"94","2007-05-17",19.85
"95","2007-05-18",19.6
"96","2007-05-21",19.370001
"97","2007-05-22",20.309999
"98","2007-05-23",20.42
"99","2007-05-24",20.129999
"100","2007-05-25",20.09
"101","2007-05-29",20.25
"102","2007-05-30",20.379999
"103","2007-05-31",20.549999
"104","2007-06-01",20.83
"105","2007-06-04",20.700001
"106","2007-06-05",20.49
"107","2007-06-06",20.27
"108","2007-06-07",20.129999
"109","2007-06-08",20.49
"110","2007-06-11",20.07
"111","2007-06-12",19.67
"112","2007-06-13",20.040001
"113","2007-06-14",19.780001
"114","2007-06-15",20.110001
"115","2007-06-18",20.209999
"116","2007-06-19",19.93
"117","2007-06-20",20.24
"118","2007-06-21",20.67
"119","2007-06-22",19.950001
"120","2007-06-25",19.76
"121","2007-06-26",19.75
"122","2007-06-27",19.66
"123","2007-06-28",19.290001
"124","2007-06-29",19.42
"125","2007-07-02",19.719999
"126","2007-07-03",19.67
"127","2007-07-05",19.52
"128","2007-07-06",19.450001
"129","2007-07-09",19.32
"130","2007-07-10",19.190001
"131","2007-07-11",19.030001
"132","2007-07-12",18.51
"133","2007-07-13",18.190001
"134","2007-07-16",18.190001
"135","2007-07-17",18.049999
"136","2007-07-18",17.75
"137","2007-07-19",17.83
"138","2007-07-20",17.49
"139","2007-07-23",17.49
"140","2007-07-24",17.5
"141","2007-07-25",17.9
"142","2007-07-26",18.43
"143","2007-07-27",18.709999
"144","2007-07-30",19.27
"145","2007-07-31",18.969999
"146","2007-08-01",18.49
"147","2007-08-02",18.629999
"148","2007-08-03",17.969999
"149","2007-08-06",18.209999
"150","2007-08-07",18.23
"151","2007-08-08",18.57
"152","2007-08-09",17.879999
"153","2007-08-10",17.6
"154","2007-08-13",17.4
"155","2007-08-14",16.68
"156","2007-08-15",16.5
"157","2007-08-16",17.15
"158","2007-08-17",17.59
"159","2007-08-20",17.41
"160","2007-08-21",17.719999
"161","2007-08-22",17.77
"162","2007-08-23",17.790001
"163","2007-08-24",18.08
"164","2007-08-27",17.49
"165","2007-08-28",17.1
"166","2007-08-29",17.57
"167","2007-08-30",17.24
"168","2007-08-31",17.67
"169","2007-09-04",17.450001
"170","2007-09-05",16.75
"171","2007-09-06",16.610001
"172","2007-09-07",16.34
"173","2007-09-10",15.95
"174","2007-09-11",16.309999
"175","2007-09-12",16.290001
"176","2007-09-13",16.120001
"177","2007-09-14",16.09
"178","2007-09-17",15.97
"179","2007-09-18",15.75
"180","2007-09-19",16.280001
"181","2007-09-20",15.75
"182","2007-09-21",15.25
"183","2007-09-24",15.53
"184","2007-09-25",15.65
"185","2007-09-26",15.99
"186","2007-09-27",16.969999
"187","2007-09-28",16.65
"188","2007-10-01",16.860001
"189","2007-10-02",17.469999
"190","2007-10-03",17.74
"191","2007-10-04",18.23
"192","2007-10-05",18.610001
"193","2007-10-08",18.290001
"194","2007-10-09",18.450001
"195","2007-10-10",18.09
"196","2007-10-11",17.93
"197","2007-10-12",17.940001
"198","2007-10-15",17.24
"199","2007-10-16",17.51
"200","2007-10-17",16.889999
"201","2007-10-18",16.9
"202","2007-10-19",16.43
"203","2007-10-22",16.530001
"204","2007-10-23",16.370001
"205","2007-10-24",16.16
"206","2007-10-25",16.110001
"207","2007-10-26",16.99
