"","date","BOOM"
"1","2007-01-03",26.9
"2","2007-01-04",27.76
"3","2007-01-05",26.77
"4","2007-01-08",26.49
"5","2007-01-09",25.84
"6","2007-01-10",26.24
"7","2007-01-11",26.74
"8","2007-01-12",26.889999
"9","2007-01-16",26.790001
"10","2007-01-17",27.280001
"11","2007-01-18",26.92
"12","2007-01-19",27.35
"13","2007-01-22",26.91
"14","2007-01-23",27.719999
"15","2007-01-24",27.92
"16","2007-01-25",27.35
"17","2007-01-26",27.66
"18","2007-01-29",28.299999
"19","2007-01-30",28.559999
"20","2007-01-31",29.540001
"21","2007-02-01",31.440001
"22","2007-02-02",31.209999
"23","2007-02-05",31.309999
"24","2007-02-06",31.889999
"25","2007-02-07",31.08
"26","2007-02-08",31.549999
"27","2007-02-09",31
"28","2007-02-12",30.75
"29","2007-02-13",31.280001
"30","2007-02-14",32.060001
"31","2007-02-15",32.619999
"32","2007-02-16",32.950001
"33","2007-02-20",33.849998
"34","2007-02-21",33.880001
"35","2007-02-22",34.490002
"36","2007-02-23",35.049999
"37","2007-02-26",32.549999
"38","2007-02-27",31.01
"39","2007-02-28",31.27
"40","2007-03-01",30.959999
"41","2007-03-02",29.65
"42","2007-03-05",29.57
"43","2007-03-06",30.360001
"44","2007-03-07",30.110001
"45","2007-03-08",30.83
"46","2007-03-09",30.67
"47","2007-03-12",30.74
"48","2007-03-13",29.74
"49","2007-03-14",30.110001
"50","2007-03-15",30.719999
"51","2007-03-16",30.34
"52","2007-03-19",30.73
"53","2007-03-20",30.639999
"54","2007-03-21",31.280001
"55","2007-03-22",30.969999
"56","2007-03-23",31.690001
"57","2007-03-26",32.75
"58","2007-03-27",32.700001
"59","2007-03-28",32.869999
"60","2007-03-29",33.91
"61","2007-03-30",32.720001
"62","2007-04-02",33.049999
"63","2007-04-03",33.889999
"64","2007-04-04",33.5
"65","2007-04-05",33.080002
"66","2007-04-09",33.5
"67","2007-04-10",32.889999
"68","2007-04-11",32.380001
"69","2007-04-12",33.439999
"70","2007-04-13",33.93
"71","2007-04-16",34.799999
"72","2007-04-17",34.689999
"73","2007-04-18",34.619999
"74","2007-04-19",34.560001
"75","2007-04-20",35.07
"76","2007-04-23",35.849998
"77","2007-04-24",35.860001
"78","2007-04-25",36.330002
"79","2007-04-26",37.119999
"80","2007-04-27",34.400002
"81","2007-04-30",33.040001
"82","2007-05-01",32.869999
"83","2007-05-02",33.310001
"84","2007-05-03",34
"85","2007-05-04",34.099998
"86","2007-05-07",34.860001
"87","2007-05-08",35.220001
"88","2007-05-09",36.299999
"89","2007-05-10",34.98
"90","2007-05-11",35.580002
"91","2007-05-14",35.77
"92","2007-05-15",34.509998
"93","2007-05-16",34.709999
"94","2007-05-17",34.369999
"95","2007-05-18",33.939999
"96","2007-05-21",34.950001
"97","2007-05-22",35.130001
"98","2007-05-23",35.189999
"99","2007-05-24",34.290001
"100","2007-05-25",34.490002
"101","2007-05-29",35.049999
"102","2007-05-30",35.490002
"103","2007-05-31",36.25
"104","2007-06-01",36.75
"105","2007-06-04",37.259998
"106","2007-06-05",37.099998
"107","2007-06-06",35.919998
"108","2007-06-07",34.720001
"109","2007-06-08",35.5
"110","2007-06-11",35.540001
"111","2007-06-12",34.75
"112","2007-06-13",35.709999
"113","2007-06-14",36.040001
"114","2007-06-15",37.040001
"115","2007-06-18",36.619999
"116","2007-06-19",37.080002
"117","2007-06-20",36.470001
"118","2007-06-21",36.900002
"119","2007-06-22",36.689999
"120","2007-06-25",37.009998
"121","2007-06-26",37.02
"122","2007-06-27",37.540001
"123","2007-06-28",38.419998
"124","2007-06-29",37.5
"125","2007-07-02",38.59
"126","2007-07-03",38.349998
"127","2007-07-05",38.220001
"128","2007-07-06",38.939999
