"","date","ROL"
"1","2007-01-03",4.428642
"2","2007-01-04",4.440494
"3","2007-01-05",4.284444
"4","2007-01-08",4.288395
"5","2007-01-09",4.258765
"6","2007-01-10",4.239012
"7","2007-01-11",4.278519
"8","2007-01-12",4.270617
"9","2007-01-16",4.266667
"10","2007-01-17",4.213333
"11","2007-01-18",4.185679
"12","2007-01-19",4.16395
"13","2007-01-22",4.142222
"14","2007-01-23",4.179753
"15","2007-01-24",4.203457
"16","2007-01-25",4.154074
"17","2007-01-26",4.211358
"18","2007-01-29",4.246913
"19","2007-01-30",4.278519
"20","2007-01-31",4.310123
"21","2007-02-01",4.321975
"22","2007-02-02",4.323951
"23","2007-02-05",4.308148
"24","2007-02-06",4.329876
"25","2007-02-07",4.377284
"26","2007-02-08",4.428642
"27","2007-02-09",4.399013
"28","2007-02-12",4.404938
"29","2007-02-13",4.444445
"30","2007-02-14",4.444445
"31","2007-02-15",4.430617
"32","2007-02-16",4.51358
"33","2007-02-20",4.553086
"34","2007-02-21",4.584692
"35","2007-02-22",4.608395
"36","2007-02-23",4.651852
"37","2007-02-26",4.614321
"38","2007-02-27",4.489877
"39","2007-02-28",4.54321
"40","2007-03-01",4.594568
"41","2007-03-02",4.541234
"42","2007-03-05",4.521482
"43","2007-03-06",4.555062
"44","2007-03-07",4.505679
"45","2007-03-08",4.557037
"46","2007-03-09",4.529383
"47","2007-03-12",4.564938
"48","2007-03-13",4.505679
"49","2007-03-14",4.50963
"50","2007-03-15",4.507654
"51","2007-03-16",4.456296
"52","2007-03-19",4.535309
"53","2007-03-20",4.545185
"54","2007-03-21",4.57679
"55","2007-03-22",4.557037
"56","2007-03-23",4.537284
"57","2007-03-26",4.549136
"58","2007-03-27",4.560987
"59","2007-03-28",4.549136
"60","2007-03-29",4.549136
"61","2007-03-30",4.545185
"62","2007-04-02",4.551111
"63","2007-04-03",4.588642
"64","2007-04-04",4.559012
"65","2007-04-05",4.560987
"66","2007-04-09",4.553086
"67","2007-04-10",4.559012
"68","2007-04-11",4.493827
"69","2007-04-12",4.580741
"70","2007-04-13",4.600494
"71","2007-04-16",4.665679
"72","2007-04-17",4.61037
"73","2007-04-18",4.555062
"74","2007-04-19",4.535309
"75","2007-04-20",4.580741
"76","2007-04-23",4.566914
"77","2007-04-24",4.517531
"78","2007-04-25",4.687407
"79","2007-04-26",4.67358
"80","2007-04-27",4.645926
"81","2007-04-30",4.557037
"82","2007-05-01",4.562963
"83","2007-05-02",4.592593
"84","2007-05-03",4.570864
"85","2007-05-04",4.57679
"86","2007-05-07",4.564938
"87","2007-05-08",4.578765
"88","2007-05-09",4.578765
"89","2007-05-10",4.584692
"90","2007-05-11",4.626173
"91","2007-05-14",4.594568
"92","2007-05-15",4.529383
"93","2007-05-16",4.61037
"94","2007-05-17",4.61037
"95","2007-05-18",4.624197
"96","2007-05-21",4.681481
"97","2007-05-22",4.679506
"98","2007-05-23",4.649877
"99","2007-05-24",4.590617
"100","2007-05-25",4.628148
"101","2007-05-29",4.560987
"102","2007-05-30",4.568889
"103","2007-05-31",4.560987
"104","2007-06-01",4.60642
"105","2007-06-04",4.596543
"106","2007-06-05",4.57284
"107","2007-06-06",4.529383
"108","2007-06-07",4.493827
"109","2007-06-08",4.564938
"110","2007-06-11",4.555062
"111","2007-06-12",4.501729
"112","2007-06-13",4.545185
"113","2007-06-14",4.539259
"114","2007-06-15",4.568889
"115","2007-06-18",4.555062
"116","2007-06-19",4.545185
"117","2007-06-20",4.50963
"118","2007-06-21",4.527407
"119","2007-06-22",4.505679
"120","2007-06-25",4.361482
"121","2007-06-26",4.397037
"122","2007-06-27",4.44642
"123","2007-06-28",4.495802
"124","2007-06-29",4.497778
"125","2007-07-02",4.570864
"126","2007-07-03",4.618272
"127","2007-07-05",4.602469
"128","2007-07-06",4.618272
"129","2007-07-09",4.604445
"130","2007-07-10",4.533333
"131","2007-07-11",4.582716
"132","2007-07-12",4.651852
"133","2007-07-13",4.64
"134","2007-07-16",4.602469
"135","2007-07-17",4.630124
"136","2007-07-18",4.600494
"137","2007-07-19",4.641975
"138","2007-07-20",4.61037
"139","2007-07-23",4.626173
"140","2007-07-24",4.590617
"141","2007-07-25",4.679506
"142","2007-07-26",4.809876
"143","2007-07-27",4.713087
"144","2007-07-30",4.719012
"145","2007-07-31",4.701234
"146","2007-08-01",4.79605
"147","2007-08-02",4.916543
"148","2007-08-03",4.711111
"149","2007-08-06",4.979753
"150","2007-08-07",5.202963
"151","2007-08-08",5.475555
"152","2007-08-09",5.716543
"153","2007-08-10",5.060741
"154","2007-08-13",5.118025
"155","2007-08-14",5.033086
"156","2007-08-15",5.029136
"157","2007-08-16",5.118025
"158","2007-08-17",5.133827
"159","2007-08-20",5.108148
"160","2007-08-21",5.141728
"161","2007-08-22",5.285926
"162","2007-08-23",5.159506
"163","2007-08-24",5.171358
"164","2007-08-27",5.104198
"165","2007-08-28",4.995555
"166","2007-08-29",5.204938
"167","2007-08-30",5.157531
"168","2007-08-31",5.24642
"169","2007-09-04",5.331358
"170","2007-09-05",5.195062
"171","2007-09-06",5.238519
"172","2007-09-07",5.062716
"173","2007-09-10",5.021235
"174","2007-09-11",5.118025
"175","2007-09-12",5.044938
"176","2007-09-13",5.017284
"177","2007-09-14",5.058765
"178","2007-09-17",4.975802
"179","2007-09-18",5.112099
"180","2007-09-19",5.301728
"181","2007-09-20",5.270123
"182","2007-09-21",5.266173
"183","2007-09-24",5.250371
"184","2007-09-25",5.220741
"185","2007-09-26",5.329383
"186","2007-09-27",5.37679
"187","2007-09-28",5.272099
"188","2007-10-01",5.258272
"189","2007-10-02",5.495309
"190","2007-10-03",5.34716
"191","2007-10-04",5.465679
"192","2007-10-05",5.643457
"193","2007-10-08",5.594074
"194","2007-10-09",5.647408
"195","2007-10-10",5.669136
"196","2007-10-11",5.550617
"197","2007-10-12",5.657284
"198","2007-10-15",5.432099
"199","2007-10-16",5.479506
"200","2007-10-17",5.47358
"201","2007-10-18",5.467654
"202","2007-10-19",5.34716
"203","2007-10-22",5.451852
"204","2007-10-23",5.505185
"205","2007-10-24",5.677037
"206","2007-10-25",5.88642
"207","2007-10-26",6.030617
"208","2007-10-29",5.894321
"209","2007-10-30",5.929876
"210","2007-10-31",5.999012
"211","2007-11-01",5.763951
"212","2007-11-02",5.819259
"213","2007-11-05",5.779753
"214","2007-11-06",6.091852
"215","2007-11-07",5.852839
"216","2007-11-08",5.925926
"217","2007-11-09",5.763951
"218","2007-11-12",5.724444
"219","2007-11-13",5.779753
"220","2007-11-14",5.724444
"221","2007-11-15",5.526914
"222","2007-11-16",5.513086
"223","2007-11-19",5.329383
"224","2007-11-20",5.447901
"225","2007-11-21",5.412346
"226","2007-11-23",5.560494
"227","2007-11-26",5.412346
"228","2007-11-27",5.694815
"229","2007-11-28",5.734321
"230","2007-11-29",5.679012
"231","2007-11-30",5.815309
"232","2007-12-03",5.722469
"233","2007-12-04",5.76
"234","2007-12-05",5.809383
"235","2007-12-06",5.925926
"236","2007-12-07",5.912099
"237","2007-12-10",5.921975
"238","2007-12-11",5.650371
"239","2007-12-12",5.804444
"240","2007-12-13",5.851852
"241","2007-12-14",5.872592
"242","2007-12-17",5.825185
"243","2007-12-18",5.914074
"244","2007-12-19",5.86963
"245","2007-12-20",5.925926
"246","2007-12-21",6.017778
"247","2007-12-24",6.094815
"248","2007-12-26",6.085926
"249","2007-12-27",5.985185
"250","2007-12-28",5.925926
"251","2007-12-31",5.688889
"252","2008-01-02",5.594074
"253","2008-01-03",5.828148
"254","2008-01-04",5.641481
"255","2008-01-07",5.742222
"256","2008-01-08",5.552593
"257","2008-01-09",5.694815
"258","2008-01-10",5.605926
"259","2008-01-11",5.528889
"260","2008-01-14",5.451852
"261","2008-01-15",5.380741
"262","2008-01-16",5.365926
"263","2008-01-17",5.303704
"264","2008-01-18",5.202963
"265","2008-01-22",5.013333
"266","2008-01-23",5.09037
"267","2008-01-24",4.90963
"268","2008-01-25",4.936296
"269","2008-01-28",5.333333
"270","2008-01-29",5.232593
"271","2008-01-30",5.211852
"272","2008-01-31",5.241481
"273","2008-02-01",5.517037
"274","2008-02-04",5.392592
"275","2008-02-05",5.386667
"276","2008-02-06",5.383704
"277","2008-02-07",5.44
"278","2008-02-08",5.460741
"279","2008-02-11",5.463704
"280","2008-02-12",5.534815
"281","2008-02-13",5.662222
"282","2008-02-14",5.62963
"283","2008-02-15",5.528889
"284","2008-02-19",5.49037
"285","2008-02-20",5.579259
"286","2008-02-21",5.416296
"287","2008-02-22",5.434074
"288","2008-02-25",5.493333
"289","2008-02-26",5.487407
"290","2008-02-27",5.635556
"291","2008-02-28",5.434074
"292","2008-02-29",5.22963
"293","2008-03-03",5.241481
"294","2008-03-04",5.211852
"295","2008-03-05",5.161481
"296","2008-03-06",5.037037
"297","2008-03-07",5.054815
"298","2008-03-10",4.903704
"299","2008-03-11",5.179259
"300","2008-03-12",5.182222
"301","2008-03-13",5.291852
"302","2008-03-14",5.111111
"303","2008-03-17",5.087408
"304","2008-03-18",5.318519
"305","2008-03-19",5.143704
"306","2008-03-20",5.437037
"307","2008-03-24",5.457778
"308","2008-03-25",5.454815
"309","2008-03-26",5.466667
"310","2008-03-27",5.38963
"311","2008-03-28",5.306667
"312","2008-03-31",5.241481
"313","2008-04-01",5.188148
"314","2008-04-02",5.442963
"315","2008-04-03",5.318519
"316","2008-04-04",5.392592
"317","2008-04-07",5.315556
"318","2008-04-08",5.312593
"319","2008-04-09",5.282963
"320","2008-04-10",5.315556
"321","2008-04-11",5.114074
"322","2008-04-14",5.167408
"323","2008-04-15",5.034074
"324","2008-04-16",5.208889
"325","2008-04-17",5.131852
"326","2008-04-18",5.339259
"327","2008-04-21",5.182222
"328","2008-04-22",5.051852
"329","2008-04-23",5.2
"330","2008-04-24",5.140741
"331","2008-04-25",4.998518
"332","2008-04-28",4.897778
"333","2008-04-29",4.773334
"334","2008-04-30",4.72
"335","2008-05-01",4.868148
"336","2008-05-02",4.773334
"337","2008-05-05",4.776296
"338","2008-05-06",4.782222
"339","2008-05-07",4.797037
"340","2008-05-08",4.794074
"341","2008-05-09",4.779259
"342","2008-05-12",5.031111
"343","2008-05-13",4.974815
"344","2008-05-14",4.939259
"345","2008-05-15",4.980741
"346","2008-05-16",4.965926
"347","2008-05-19",4.868148
"348","2008-05-20",4.797037
"349","2008-05-21",4.782222
"350","2008-05-22",4.847407
"351","2008-05-23",4.725926
"352","2008-05-27",4.731852
"353","2008-05-28",4.714074
"354","2008-05-29",4.817778
"355","2008-05-30",4.714074
"356","2008-06-02",4.613333
"357","2008-06-03",4.613333
"358","2008-06-04",4.687407
"359","2008-06-05",4.794074
"360","2008-06-06",4.684444
"361","2008-06-09",4.58963
"362","2008-06-10",4.634074
"363","2008-06-11",4.459259
"364","2008-06-12",4.468148
"365","2008-06-13",4.542222
"366","2008-06-16",4.500741
"367","2008-06-17",4.53037
"368","2008-06-18",4.619259
"369","2008-06-19",4.731852
"370","2008-06-20",4.592593
"371","2008-06-23",4.562963
"372","2008-06-24",4.477037
"373","2008-06-25",4.527407
"374","2008-06-26",4.435555
"375","2008-06-27",4.385185
"376","2008-06-30",4.391111
"377","2008-07-01",4.391111
"378","2008-07-02",4.405926
"379","2008-07-03",4.408889
"380","2008-07-07",4.257778
"381","2008-07-08",4.453333
"382","2008-07-09",4.237037
"383","2008-07-10",4.257778
"384","2008-07-11",4.165926
"385","2008-07-14",4.112593
"386","2008-07-15",3.964444
"387","2008-07-16",4.008889
"388","2008-07-17",4.068148
"389","2008-07-18",4.091852
"390","2008-07-21",4.133333
"391","2008-07-22",4.225185
"392","2008-07-23",4.666667
"393","2008-07-24",5.081481
"394","2008-07-25",4.980741
"395","2008-07-28",4.948148
"396","2008-07-29",5.042963
"397","2008-07-30",5.131852
"398","2008-07-31",5.060741
"399","2008-08-01",5.105185
"400","2008-08-04",4.980741
"401","2008-08-05",5.028148
"402","2008-08-06",4.951111
"403","2008-08-07",4.897778
"404","2008-08-08",5.078518
"405","2008-08-11",5.176296
"406","2008-08-12",5.054815
"407","2008-08-13",5.128889
"408","2008-08-14",5.208889
"409","2008-08-15",5.223704
"410","2008-08-18",5.14963
"411","2008-08-19",5.161481
"412","2008-08-20",5.143704
"413","2008-08-21",5.155556
"414","2008-08-22",5.256296
"415","2008-08-25",5.12
"416","2008-08-26",5.131852
"417","2008-08-27",5.220741
"418","2008-08-28",5.348148
"419","2008-08-29",5.265185
"420","2008-09-02",5.22963
"421","2008-09-03",5.202963
"422","2008-09-04",5.066667
"423","2008-09-05",5.042963
"424","2008-09-08",5.262222
"425","2008-09-09",5.197037
"426","2008-09-10",5.208889
"427","2008-09-11",5.211852
"428","2008-09-12",5.277037
"429","2008-09-15",5.194074
"430","2008-09-16",5.392592
"431","2008-09-17",5.259259
"432","2008-09-18",5.979259
"433","2008-09-19",5.555555
"434","2008-09-22",5.724444
"435","2008-09-23",5.644444
"436","2008-09-24",5.517037
"437","2008-09-25",5.561481
"438","2008-09-26",5.597037
"439","2008-09-29",5.555555
"440","2008-09-30",5.623703
"441","2008-10-01",5.635556
"442","2008-10-02",5.478518
"443","2008-10-03",5.247407
"444","2008-10-06",4.936296
"445","2008-10-07",4.72
