"","date","ATR"
"1","2007-01-03",29.75
"2","2007-01-04",29.68
"3","2007-01-05",29.1
"4","2007-01-08",29.215
"5","2007-01-09",29.280001
"6","2007-01-10",29.309999
"7","2007-01-11",29.91
"8","2007-01-12",30.184999
"9","2007-01-16",30.525
"10","2007-01-17",30.445
"11","2007-01-18",30.059999
"12","2007-01-19",30.35
"13","2007-01-22",29.93
"14","2007-01-23",30.655001
"15","2007-01-24",30.395
"16","2007-01-25",30.445
"17","2007-01-26",30.5
"18","2007-01-29",30.68
"19","2007-01-30",30.625
"20","2007-01-31",30.504999
"21","2007-02-01",30.75
"22","2007-02-02",30.809999
"23","2007-02-05",30.615
"24","2007-02-06",30.57
"25","2007-02-07",30.42
"26","2007-02-08",30.625
"27","2007-02-09",33
"28","2007-02-12",32.805
"29","2007-02-13",32.889999
"30","2007-02-14",33.150002
"31","2007-02-15",32.529999
"32","2007-02-16",32.639999
"33","2007-02-20",32.924999
"34","2007-02-21",32.775002
"35","2007-02-22",32.674999
"36","2007-02-23",33.395
"37","2007-02-26",33.540001
"38","2007-02-27",32.799999
"39","2007-02-28",32.895
"40","2007-03-01",33.150002
"41","2007-03-02",32.889999
"42","2007-03-05",32.724998
"43","2007-03-06",33
"44","2007-03-07",33.07
"45","2007-03-08",33.174999
"46","2007-03-09",33.220001
"47","2007-03-12",33.610001
"48","2007-03-13",32.564999
"49","2007-03-14",32.875
"50","2007-03-15",33.049999
"51","2007-03-16",32.82
"52","2007-03-19",33.134998
"53","2007-03-20",33.25
"54","2007-03-21",34.09
"55","2007-03-22",33.700001
"56","2007-03-23",34.255001
"57","2007-03-26",34.119999
"58","2007-03-27",33.720001
"59","2007-03-28",33.68
"60","2007-03-29",33.630001
"61","2007-03-30",33.465
"62","2007-04-02",33.615002
"63","2007-04-03",33.950001
"64","2007-04-04",34.169998
"65","2007-04-05",34.299999
"66","2007-04-09",34.174999
"67","2007-04-10",34.224998
"68","2007-04-11",33.935001
"69","2007-04-12",34.540001
"70","2007-04-13",34.674999
"71","2007-04-16",35.150002
"72","2007-04-17",35.07
"73","2007-04-18",34.5
"74","2007-04-19",37.32
"75","2007-04-20",37.560001
"76","2007-04-23",37.505001
"77","2007-04-24",37.775002
"78","2007-04-25",38
"79","2007-04-26",37.895
"80","2007-04-27",37.900002
"81","2007-04-30",36.625
"82","2007-05-01",37.23
"83","2007-05-02",37.355
"84","2007-05-03",37.330002
"85","2007-05-04",37.494999
"86","2007-05-07",37.485001
"87","2007-05-08",37.490002
"88","2007-05-09",37.639999
"89","2007-05-10",36.029999
"90","2007-05-11",37.209999
"91","2007-05-14",36.73
"92","2007-05-15",36.419998
"93","2007-05-16",36.650002
"94","2007-05-17",36.720001
"95","2007-05-18",36.810001
"96","2007-05-21",36.84
"97","2007-05-22",37.360001
"98","2007-05-23",37.27
"99","2007-05-24",36.860001
"100","2007-05-25",37.099998
"101","2007-05-29",37.279999
"102","2007-05-30",37.66
"103","2007-05-31",37.560001
"104","2007-06-01",38.049999
"105","2007-06-04",38.049999
"106","2007-06-05",37.889999
"107","2007-06-06",37.450001
"108","2007-06-07",36.799999
"109","2007-06-08",36.98
"110","2007-06-11",36.740002
"111","2007-06-12",35.98
"112","2007-06-13",36.459999
"113","2007-06-14",37.200001
"114","2007-06-15",37.919998
"115","2007-06-18",37.09
"116","2007-06-19",37.060001
"117","2007-06-20",36.099998
"118","2007-06-21",36.200001
"119","2007-06-22",35.810001
"120","2007-06-25",35.360001
"121","2007-06-26",35.459999
"122","2007-06-27",35.939999
"123","2007-06-28",36.119999
"124","2007-06-29",35.560001
"125","2007-07-02",36.599998
"126","2007-07-03",36.790001
"127","2007-07-05",36.93
"128","2007-07-06",37.080002
"129","2007-07-09",36.779999
"130","2007-07-10",36.389999
"131","2007-07-11",36.860001
"132","2007-07-12",37.630001
"133","2007-07-13",37.91
"134","2007-07-16",37.560001
"135","2007-07-17",38.279999
"136","2007-07-18",39.189999
"137","2007-07-19",37.900002
"138","2007-07-20",37.950001
"139","2007-07-23",38.07
"140","2007-07-24",37.110001
"141","2007-07-25",36.59
"142","2007-07-26",35.91
"143","2007-07-27",35.380001
"144","2007-07-30",36.07
"145","2007-07-31",36.400002
"146","2007-08-01",36.98
"147","2007-08-02",37.040001
"148","2007-08-03",36.18
"149","2007-08-06",36.610001
"150","2007-08-07",36.34
"151","2007-08-08",38.91
"152","2007-08-09",37.970001
"153","2007-08-10",38.84
"154","2007-08-13",38.27
"155","2007-08-14",37.299999
"156","2007-08-15",35.82
"157","2007-08-16",37.490002
"158","2007-08-17",37.580002
"159","2007-08-20",36.669998
"160","2007-08-21",36.450001
"161","2007-08-22",36.549999
"162","2007-08-23",36.040001
"163","2007-08-24",36.599998
"164","2007-08-27",35.73
"165","2007-08-28",34.900002
"166","2007-08-29",35.720001
"167","2007-08-30",36.07
"168","2007-08-31",36.330002
"169","2007-09-04",36.040001
"170","2007-09-05",35.48
"171","2007-09-06",34.700001
"172","2007-09-07",34.200001
"173","2007-09-10",34.119999
"174","2007-09-11",34.759998
"175","2007-09-12",34.169998
"176","2007-09-13",33.91
"177","2007-09-14",34.110001
"178","2007-09-17",33.779999
"179","2007-09-18",34.919998
"180","2007-09-19",35.990002
"181","2007-09-20",36.02
"182","2007-09-21",36.619999
"183","2007-09-24",36.549999
"184","2007-09-25",36.459999
"185","2007-09-26",37.310001
"186","2007-09-27",37.57
"187","2007-09-28",37.869999
"188","2007-10-01",38.330002
"189","2007-10-02",39.259998
"190","2007-10-03",39.02
"191","2007-10-04",38.990002
"192","2007-10-05",39.93
"193","2007-10-08",39.490002
"194","2007-10-09",39.650002
"195","2007-10-10",38.790001
"196","2007-10-11",38.57
"197","2007-10-12",39.59
"198","2007-10-15",39.009998
"199","2007-10-16",39.09
"200","2007-10-17",39.150002
"201","2007-10-18",41.869999
"202","2007-10-19",41
"203","2007-10-22",44.16
"204","2007-10-23",44.439999
"205","2007-10-24",43.189999
"206","2007-10-25",43.509998
"207","2007-10-26",44.389999
"208","2007-10-29",43.34
"209","2007-10-30",43.360001
"210","2007-10-31",44.700001
"211","2007-11-01",42.82
"212","2007-11-02",42.959999
"213","2007-11-05",43.34
"214","2007-11-06",43.93
"215","2007-11-07",41.740002
"216","2007-11-08",42.169998
"217","2007-11-09",41.619999
"218","2007-11-12",41.830002
"219","2007-11-13",42.900002
"220","2007-11-14",42.32
"221","2007-11-15",41.52
"222","2007-11-16",41.439999
"223","2007-11-19",40.82
"224","2007-11-20",40.959999
"225","2007-11-21",40.990002
"226","2007-11-23",42
"227","2007-11-26",40.490002
"228","2007-11-27",40.889999
"229","2007-11-28",43.459999
"230","2007-11-29",42.32
"231","2007-11-30",42.209999
"232","2007-12-03",41.419998
"233","2007-12-04",40.869999
"234","2007-12-05",42.150002
"235","2007-12-06",43.34
"236","2007-12-07",43.450001
"237","2007-12-10",43.560001
"238","2007-12-11",42.439999
"239","2007-12-12",43.009998
"240","2007-12-13",42.470001
"241","2007-12-14",41.720001
"242","2007-12-17",40.389999
"243","2007-12-18",40.82
"244","2007-12-19",39.880001
"245","2007-12-20",40.459999
"246","2007-12-21",42.41
"247","2007-12-24",43.400002
"248","2007-12-26",43.209999
"249","2007-12-27",41.619999
"250","2007-12-28",41.689999
"251","2007-12-31",40.91
"252","2008-01-02",39.959999
"253","2008-01-03",39.419998
"254","2008-01-04",40.41
"255","2008-01-07",39.84
"256","2008-01-08",38.509998
"257","2008-01-09",39.73
"258","2008-01-10",39.689999
"259","2008-01-11",38
"260","2008-01-14",39.02
"261","2008-01-15",37.869999
"262","2008-01-16",37.52
"263","2008-01-17",36.349998
"264","2008-01-18",35.110001
"265","2008-01-22",34.740002
"266","2008-01-23",36.349998
"267","2008-01-24",35.549999
"268","2008-01-25",36.360001
"269","2008-01-28",37.279999
"270","2008-01-29",37.330002
"271","2008-01-30",36.009998
"272","2008-01-31",37.700001
"273","2008-02-01",38.060001
"274","2008-02-04",36.299999
"275","2008-02-05",35.09
"276","2008-02-06",34.900002
"277","2008-02-07",34.439999
"278","2008-02-08",36.349998
"279","2008-02-11",37.880001
"280","2008-02-12",38.950001
"281","2008-02-13",39.470001
"282","2008-02-14",38.669998
"283","2008-02-15",38.939999
"284","2008-02-19",38.5
"285","2008-02-20",38.700001
"286","2008-02-21",38.419998
"287","2008-02-22",38.779999
"288","2008-02-25",39.509998
"289","2008-02-26",39.470001
"290","2008-02-27",39.419998
"291","2008-02-28",38.740002
"292","2008-02-29",37.48
"293","2008-03-03",38.049999
"294","2008-03-04",36.830002
"295","2008-03-05",36.880001
"296","2008-03-06",35.5
"297","2008-03-07",35.779999
"298","2008-03-10",34.98
"299","2008-03-11",36.75
"300","2008-03-12",36.459999
"301","2008-03-13",36.470001
"302","2008-03-14",35.400002
"303","2008-03-17",35.240002
"304","2008-03-18",37.849998
"305","2008-03-19",36.84
"306","2008-03-20",37.700001
"307","2008-03-24",38.779999
"308","2008-03-25",39.470001
"309","2008-03-26",39.16
"310","2008-03-27",38.619999
"311","2008-03-28",38.549999
"312","2008-03-31",38.93
"313","2008-04-01",40.650002
"314","2008-04-02",40.669998
"315","2008-04-03",40.490002
"316","2008-04-04",40.560001
"317","2008-04-07",40.82
"318","2008-04-08",40.560001
"319","2008-04-09",39.799999
"320","2008-04-10",40.790001
"321","2008-04-11",39.82
"322","2008-04-14",39.41
"323","2008-04-15",40.150002
"324","2008-04-16",42.299999
"325","2008-04-17",44.860001
"326","2008-04-18",44.27
"327","2008-04-21",45.060001
"328","2008-04-22",44.09
"329","2008-04-23",44.5
"330","2008-04-24",44.75
"331","2008-04-25",44.950001
"332","2008-04-28",44.650002
"333","2008-04-29",44.099998
"334","2008-04-30",44.150002
"335","2008-05-01",44.48
"336","2008-05-02",44.09
"337","2008-05-05",44.16
"338","2008-05-06",44.389999
"339","2008-05-07",43.299999
"340","2008-05-08",43.540001
"341","2008-05-09",43.73
"342","2008-05-12",44.75
"343","2008-05-13",44.790001
"344","2008-05-14",44.52
"345","2008-05-15",44.689999
"346","2008-05-16",44.720001
"347","2008-05-19",44.09
"348","2008-05-20",44.27
"349","2008-05-21",43.709999
"350","2008-05-22",44.080002
"351","2008-05-23",43.950001
"352","2008-05-27",44.630001
"353","2008-05-28",45.080002
"354","2008-05-29",45.52
"355","2008-05-30",44.720001
"356","2008-06-02",44.299999
"357","2008-06-03",44.32
"358","2008-06-04",44.810001
"359","2008-06-05",46.16
"360","2008-06-06",44.759998
"361","2008-06-09",43.939999
"362","2008-06-10",43.900002
"363","2008-06-11",42.639999
"364","2008-06-12",43.040001
"365","2008-06-13",43.259998
"366","2008-06-16",43.349998
"367","2008-06-17",42.880001
"368","2008-06-18",42.150002
"369","2008-06-19",42.889999
"370","2008-06-20",42.139999
"371","2008-06-23",42.400002
"372","2008-06-24",41.48
"373","2008-06-25",42.349998
"374","2008-06-26",41.330002
"375","2008-06-27",42.360001
"376","2008-06-30",41.950001
"377","2008-07-01",42.119999
"378","2008-07-02",41.48
"379","2008-07-03",41.16
"380","2008-07-07",40.810001
"381","2008-07-08",41.540001
"382","2008-07-09",41.07
"383","2008-07-10",41.48
"384","2008-07-11",41.419998
"385","2008-07-14",41.290001
"386","2008-07-15",41.099998
"387","2008-07-16",42.07
"388","2008-07-17",43.529999
"389","2008-07-18",38.07
"390","2008-07-21",37.220001
"391","2008-07-22",38.150002
"392","2008-07-23",37.860001
"393","2008-07-24",37.310001
"394","2008-07-25",37.59
"395","2008-07-28",37.139999
"396","2008-07-29",38.119999
"397","2008-07-30",39.52
"398","2008-07-31",38.700001
"399","2008-08-01",38.709999
"400","2008-08-04",38.110001
"401","2008-08-05",39.009998
"402","2008-08-06",39.360001
"403","2008-08-07",39.27
"404","2008-08-08",39.73
"405","2008-08-11",40.330002
"406","2008-08-12",39.98
"407","2008-08-13",40.360001
"408","2008-08-14",40.310001
"409","2008-08-15",40.48
"410","2008-08-18",39.990002
"411","2008-08-19",39.360001
"412","2008-08-20",39.52
"413","2008-08-21",39.43
"414","2008-08-22",40.099998
"415","2008-08-25",39.450001
"416","2008-08-26",39.5
"417","2008-08-27",39.93
"418","2008-08-28",40.919998
"419","2008-08-29",40.389999
"420","2008-09-02",40.299999
"421","2008-09-03",40.66
"422","2008-09-04",39.630001
"423","2008-09-05",39.740002
"424","2008-09-08",40.279999
"425","2008-09-09",39.689999
"426","2008-09-10",39.970001
"427","2008-09-11",39.650002
"428","2008-09-12",40.279999
"429","2008-09-15",39.099998
"430","2008-09-16",40.66
"431","2008-09-17",38.869999
"432","2008-09-18",41.07
"433","2008-09-19",41.389999
"434","2008-09-22",40.380001
"435","2008-09-23",39.59
"436","2008-09-24",39.57
"437","2008-09-25",39.990002
"438","2008-09-26",39.75
"439","2008-09-29",37.93
"440","2008-09-30",39.110001
"441","2008-10-01",39.459999
"442","2008-10-02",38.169998
"443","2008-10-03",36.52
"444","2008-10-06",35.630001
"445","2008-10-07",34.66
"446","2008-10-08",34.09
"447","2008-10-09",32
"448","2008-10-10",33.529999
"449","2008-10-13",34.939999
"450","2008-10-14",33.950001
"451","2008-10-15",31.66
"452","2008-10-16",33.27
"453","2008-10-17",32.23
"454","2008-10-20",32.240002
"455","2008-10-21",30.82
"456","2008-10-22",28.780001
"457","2008-10-23",28.1
"458","2008-10-24",27.16
"459","2008-10-27",26.49
"460","2008-10-28",27.59
"461","2008-10-29",29.219999
"462","2008-10-30",30.190001
"463","2008-10-31",30.32
"464","2008-11-03",30.98
"465","2008-11-04",32.099998
"466","2008-11-05",31.33
"467","2008-11-06",30.219999
"468","2008-11-07",31.59
"469","2008-11-10",31.129999
"470","2008-11-11",30.66
"471","2008-11-12",29.57
"472","2008-11-13",31.34
"473","2008-11-14",29.879999
"474","2008-11-17",30.290001
"475","2008-11-18",30.1
"476","2008-11-19",28.09
"477","2008-11-20",28.09
"478","2008-11-21",29.23
"479","2008-11-24",30.02
"480","2008-11-25",31.219999
"481","2008-11-26",32.75
"482","2008-11-28",33.439999
"483","2008-12-01",29.99
"484","2008-12-02",31.18
"485","2008-12-03",31.6
"486","2008-12-04",30.83
"487","2008-12-05",32.139999
"488","2008-12-08",32.540001
"489","2008-12-09",31.120001
"490","2008-12-10",32.099998
"491","2008-12-11",30.889999
"492","2008-12-12",32.240002
"493","2008-12-15",32
"494","2008-12-16",34.400002
"495","2008-12-17",34.279999
"496","2008-12-18",33.310001
"497","2008-12-19",33.439999
"498","2008-12-22",32.849998
"499","2008-12-23",33.049999
"500","2008-12-24",33.040001
"501","2008-12-26",33.580002
"502","2008-12-29",33.459999
"503","2008-12-30",34.810001
"504","2008-12-31",35.240002
"505","2009-01-02",35.82
"506","2009-01-05",35.07
"507","2009-01-06",34.009998
"508","2009-01-07",32.869999
"509","2009-01-08",33.68
"510","2009-01-09",32.540001
"511","2009-01-12",32.380001
"512","2009-01-13",32.41
"513","2009-01-14",30.559999
"514","2009-01-15",31.09
"515","2009-01-16",30.440001
"516","2009-01-20",29.1
"517","2009-01-21",30.370001
"518","2009-01-22",29.99
"519","2009-01-23",30.01
"520","2009-01-26",30.370001
"521","2009-01-27",30.74
"522","2009-01-28",31.879999
"523","2009-01-29",31.440001
"524","2009-01-30",30.82
"525","2009-02-02",29.99
"526","2009-02-03",30.040001
"527","2009-02-04",29.719999
"528","2009-02-05",30.08
"529","2009-02-06",30.860001
"530","2009-02-09",30.280001
"531","2009-02-10",29.07
"532","2009-02-11",29.33
"533","2009-02-12",29.6
"534","2009-02-13",29.18
"535","2009-02-17",28
"536","2009-02-18",27.799999
"537","2009-02-19",27.459999
"538","2009-02-20",27.32
"539","2009-02-23",26.280001
"540","2009-02-24",27.26
"541","2009-02-25",27.620001
"542","2009-02-26",27.65
"543","2009-02-27",28.059999
"544","2009-03-02",26.379999
"545","2009-03-03",26.120001
"546","2009-03-04",26.620001
"547","2009-03-05",25.809999
"548","2009-03-06",25.549999
