"","date","ACGLO"
"1","2017-08-21",24.99
"2","2017-08-22",24.98
"3","2017-08-23",25.07
"4","2017-08-24",25.02
"5","2017-08-25",25.049999
"6","2017-08-28",25.08
"7","2017-08-29",25.120001
"8","2017-08-30",25.190001
"9","2017-08-31",25.299999
"10","2017-09-01",25.209999
"11","2017-09-05",25.24
"12","2017-09-06",25.23
"13","2017-09-07",25.16
"14","2017-09-08",25.1
"15","2017-09-11",25.25
"16","2017-09-12",25.49
"17","2017-09-13",25.440001
"18","2017-09-14",25.139999
"19","2017-09-15",25.139999
"20","2017-09-18",25.190001
"21","2017-09-19",25.139999
"22","2017-09-20",25.17
"23","2017-09-21",25.15
"24","2017-09-22",25.129999
"25","2017-09-25",25.1
"26","2017-09-26",25.1
"27","2017-09-27",25.1
"28","2017-09-28",25.15
"29","2017-09-29",25.190001
"30","2017-10-02",25.209999
"31","2017-10-03",25.280001
"32","2017-10-04",25.32
"33","2017-10-05",25.370001
"34","2017-10-06",25.290001
"35","2017-10-09",25.08
"36","2017-10-10",25.08
"37","2017-10-11",25.17
"38","2017-10-12",25.25
"39","2017-10-13",25.299999
"40","2017-10-16",25.309999
"41","2017-10-17",25.35
"42","2017-10-18",25.299999
"43","2017-10-19",25.34
"44","2017-10-20",25.26
"45","2017-10-23",25.25
"46","2017-10-24",25.33
"47","2017-10-25",25.23
"48","2017-10-26",25.200001
"49","2017-10-27",25.280001
"50","2017-10-30",25.26
"51","2017-10-31",25.34
"52","2017-11-01",25.299999
"53","2017-11-02",25.33
"54","2017-11-03",25.32
"55","2017-11-06",25.32
"56","2017-11-07",25.34
"57","2017-11-08",25.309999
"58","2017-11-09",25.32
"59","2017-11-10",25.26
"60","2017-11-13",25.280001
"61","2017-11-14",25.299999
"62","2017-11-15",25.280001
"63","2017-11-16",25.33
"64","2017-11-17",25.459999
"65","2017-11-20",25.52
"66","2017-11-21",25.42
"67","2017-11-22",25.5
"68","2017-11-24",25.58
"69","2017-11-27",25.469999
"70","2017-11-28",25.49
"71","2017-11-29",25.68
"72","2017-11-30",25.67
"73","2017-12-01",25.530001
"74","2017-12-04",25.639999
"75","2017-12-05",25.65
"76","2017-12-06",25.6
"77","2017-12-07",25.73
"78","2017-12-08",25.799999
"79","2017-12-11",25.6
"80","2017-12-12",25.6
"81","2017-12-13",25.620001
"82","2017-12-14",25.35
"83","2017-12-15",25.32
"84","2017-12-18",25.33
"85","2017-12-19",25.33
"86","2017-12-20",25.219999
"87","2017-12-21",25.17
"88","2017-12-22",25.18
"89","2017-12-26",25.209999
"90","2017-12-27",25.398001
"91","2017-12-28",25.41
"92","2017-12-29",25.34
"93","2018-01-02",25.09
"94","2018-01-03",25.040001
"95","2018-01-04",25.15
"96","2018-01-05",25.08
"97","2018-01-08",25.379999
"98","2018-01-09",25.32
"99","2018-01-10",25.450001
"100","2018-01-11",25.51
"101","2018-01-12",25.549999
"102","2018-01-16",25.49
"103","2018-01-17",25.5
"104","2018-01-18",25.440001
"105","2018-01-19",25.780001
"106","2018-01-22",25.65
"107","2018-01-23",25.639999
"108","2018-01-24",25.344999
"109","2018-01-25",25.32
"110","2018-01-26",25.209999
"111","2018-01-29",24.719999
"112","2018-01-30",24.200001
"113","2018-01-31",24.43
"114","2018-02-01",24.389999
"115","2018-02-02",24.059999
"116","2018-02-05",23.77
"117","2018-02-06",24.030001
"118","2018-02-07",24.110001
"119","2018-02-08",23.98
"120","2018-02-09",24.059999
"121","2018-02-12",24.18
"122","2018-02-13",24.02
"123","2018-02-14",23.83
"124","2018-02-15",23.77
"125","2018-02-16",23.809999
"126","2018-02-20",23.98
"127","2018-02-21",23.98
"128","2018-02-22",23.969999
"129","2018-02-23",24.26
"130","2018-02-26",23.969999
"131","2018-02-27",24.129999
"132","2018-02-28",24.190001
"133","2018-03-01",24.209999
"134","2018-03-02",24.459999
"135","2018-03-05",24.57
"136","2018-03-06",24.66
"137","2018-03-07",24.709999
"138","2018-03-08",24.84
"139","2018-03-09",24.809999
"140","2018-03-12",24.85
"141","2018-03-13",24.77
"142","2018-03-14",24.620001
"143","2018-03-15",24.549999
"144","2018-03-16",24.68
"145","2018-03-19",24.549999
"146","2018-03-20",24.549999
"147","2018-03-21",24.540001
"148","2018-03-22",24.42
"149","2018-03-23",24.41
"150","2018-03-26",24.299999
"151","2018-03-27",24.309999
"152","2018-03-28",24.4
"153","2018-03-29",24.540001
"154","2018-04-02",24.25
"155","2018-04-03",24.290001
"156","2018-04-04",24.370001
"157","2018-04-05",24.360001
"158","2018-04-06",24.35
"159","2018-04-09",24.200001
"160","2018-04-10",24.07
"161","2018-04-11",24.360001
"162","2018-04-12",24.469999
"163","2018-04-13",24.35
"164","2018-04-16",24.360001
"165","2018-04-17",24.469999
"166","2018-04-18",24.309999
"167","2018-04-19",24.200001
"168","2018-04-20",24.360001
"169","2018-04-23",24.209999
"170","2018-04-24",24.190001
"171","2018-04-25",23.950001
"172","2018-04-26",24.030001
"173","2018-04-27",23.9
"174","2018-04-30",24.129999
"175","2018-05-01",24.07
"176","2018-05-02",24.030001
"177","2018-05-03",23.969999
"178","2018-05-04",24.08
"179","2018-05-07",24.120001
"180","2018-05-08",24.110001
"181","2018-05-09",24.1
"182","2018-05-10",24.049999
"183","2018-05-11",24.299999
"184","2018-05-14",24.162001
"185","2018-05-15",24.15
"186","2018-05-16",24.07
"187","2018-05-17",24.01
"188","2018-05-18",23.950001
"189","2018-05-21",23.98
"190","2018-05-22",24
"191","2018-05-23",23.940001
"192","2018-05-24",24.040001
"193","2018-05-25",24.1
"194","2018-05-29",24.040001
"195","2018-05-30",24.23
"196","2018-05-31",24.32
"197","2018-06-01",24.620001
"198","2018-06-04",24.620001
"199","2018-06-05",24.889999
"200","2018-06-06",24.940001
"201","2018-06-07",24.889999
"202","2018-06-08",24.799999
"203","2018-06-11",24.76
"204","2018-06-12",24.719999
"205","2018-06-13",24.700001
"206","2018-06-14",24.26
"207","2018-06-15",24.370001
"208","2018-06-18",24.379999
"209","2018-06-19",24.51
"210","2018-06-20",24.280001
"211","2018-06-21",24.32
"212","2018-06-22",24.43
"213","2018-06-25",24.360001
"214","2018-06-26",24.4
"215","2018-06-27",24.459999
"216","2018-06-28",24.469999
"217","2018-06-29",24.41
"218","2018-07-02",24.700001
"219","2018-07-03",24.74
"220","2018-07-05",24.799999
"221","2018-07-06",25.040001
"222","2018-07-09",24.940001
"223","2018-07-10",24.98
"224","2018-07-11",24.76
"225","2018-07-12",24.93
"226","2018-07-13",24.84
"227","2018-07-16",24.799999
"228","2018-07-17",24.51
"229","2018-07-18",24.620001
"230","2018-07-19",24.65
"231","2018-07-20",24.84
"232","2018-07-23",24.719999
"233","2018-07-24",24.66
"234","2018-07-25",24.83
"235","2018-07-26",24.809999
"236","2018-07-27",24.672001
"237","2018-07-30",24.725
"238","2018-07-31",24.677
"239","2018-08-01",24.51
"240","2018-08-02",24.58
"241","2018-08-03",24.5
"242","2018-08-06",24.549999
"243","2018-08-07",24.559999
"244","2018-08-08",24.6
"245","2018-08-09",24.450001
"246","2018-08-10",24.4
"247","2018-08-13",24.5
"248","2018-08-14",24.57
"249","2018-08-15",24.610001
"250","2018-08-16",24.57
"251","2018-08-17",24.57
"252","2018-08-20",24.67
"253","2018-08-21",24.65
"254","2018-08-22",24.719999
"255","2018-08-23",24.719999
"256","2018-08-24",24.73
"257","2018-08-27",24.799999
"258","2018-08-28",24.790001
"259","2018-08-29",24.74
"260","2018-08-30",24.84
"261","2018-08-31",24.790001
"262","2018-09-04",24.68
"263","2018-09-05",24.43
"264","2018-09-06",24.320999
"265","2018-09-07",24.08
"266","2018-09-10",24.280001
"267","2018-09-11",24.281
"268","2018-09-12",24.389999
"269","2018-09-13",24.084999
"270","2018-09-14",24.014
"271","2018-09-17",23.85
"272","2018-09-18",23.860001
"273","2018-09-19",23.6
"274","2018-09-20",23.66
"275","2018-09-21",23.67
"276","2018-09-24",23.75
"277","2018-09-25",23.700001
"278","2018-09-26",23.573
"279","2018-09-27",23.5
"280","2018-09-28",23.57
"281","2018-10-01",23.200001
"282","2018-10-02",23.1
"283","2018-10-03",22.75
"284","2018-10-04",22.360001
"285","2018-10-05",22.173
"286","2018-10-08",22.23
"287","2018-10-09",22.440001
"288","2018-10-10",22.290001
"289","2018-10-11",22.214001
"290","2018-10-12",22.16
"291","2018-10-15",22.27
"292","2018-10-16",22.26
"293","2018-10-17",22.32
"294","2018-10-18",22.33
"295","2018-10-19",22.440001
"296","2018-10-22",22.41
"297","2018-10-23",22.33
"298","2018-10-24",22.26
"299","2018-10-25",22.440001
"300","2018-10-26",22.51
"301","2018-10-29",22.67
"302","2018-10-30",22.52
"303","2018-10-31",22.540001
"304","2018-11-01",22.620001
"305","2018-11-02",22.4
"306","2018-11-05",22.49
"307","2018-11-06",22.58
"308","2018-11-07",22.610001
"309","2018-11-08",22.6
"310","2018-11-09",22.549999
"311","2018-11-12",22.559999
"312","2018-11-13",22.58
"313","2018-11-14",22.540001
"314","2018-11-15",22.32
"315","2018-11-16",22.200001
"316","2018-11-19",22.15
"317","2018-11-20",22.02
"318","2018-11-21",22.120001
"319","2018-11-23",22.1
"320","2018-11-26",21.93
"321","2018-11-27",21.84
"322","2018-11-28",21.875
"323","2018-11-29",21.83
"324","2018-11-30",21.700001
"325","2018-12-03",21.790001
"326","2018-12-04",21.610001
"327","2018-12-06",21.52
"328","2018-12-07",21.483
"329","2018-12-10",21.33
"330","2018-12-11",21.32
"331","2018-12-12",21.360001
"332","2018-12-13",21.049999
"333","2018-12-14",21.07
"334","2018-12-17",20.93
"335","2018-12-18",20.85
"336","2018-12-19",20.690001
"337","2018-12-20",20.68
"338","2018-12-21",20.549999
"339","2018-12-24",20.379999
"340","2018-12-26",20.177
"341","2018-12-27",20.030001
"342","2018-12-28",20.18
"343","2018-12-31",20.33
"344","2019-01-02",20.809999
"345","2019-01-03",20.77
"346","2019-01-04",21.48
"347","2019-01-07",21.85
"348","2019-01-08",22.129999
"349","2019-01-09",22.129999
"350","2019-01-10",22.15
"351","2019-01-11",22.389999
"352","2019-01-14",22.59
"353","2019-01-15",22.620001
"354","2019-01-16",22.370001
"355","2019-01-17",22.540001
"356","2019-01-18",22.690001
"357","2019-01-22",22.57
"358","2019-01-23",22.540001
"359","2019-01-24",22.549999
"360","2019-01-25",22.620001
"361","2019-01-28",22.629999
"362","2019-01-29",22.559999
"363","2019-01-30",22.790001
"364","2019-01-31",23.049999
"365","2019-02-01",23.059999
"366","2019-02-04",23.15
"367","2019-02-05",23.190001
"368","2019-02-06",23.139999
"369","2019-02-07",22.969999
"370","2019-02-08",22.99
"371","2019-02-11",23
"372","2019-02-12",23.15
"373","2019-02-13",23.190001
"374","2019-02-14",23.15
"375","2019-02-15",23.370001
