"","date","TLSA"
"1","2018-11-20",1.670668
"2","2018-11-21",2.118848
"3","2018-11-23",1.960784
"4","2018-11-26",1.676671
"5","2018-11-27",1.792717
"6","2018-11-28",1.794718
"7","2018-11-29",1.626651
"8","2018-11-30",1.570628
"9","2018-12-03",1.688676
"10","2018-12-04",1.620648
"11","2018-12-06",1.62465
"12","2018-12-07",1.60064
"13","2018-12-10",1.398559
"14","2018-12-11",1.598639
"15","2018-12-12",1.620648
"16","2018-12-13",1.770708
"17","2018-12-14",1.60064
"18","2018-12-17",1.476591
"19","2018-12-18",1.670668
"20","2018-12-19",1.60064
"21","2018-12-20",1.564626
"22","2018-12-21",1.438575
"23","2018-12-24",1.460584
"24","2018-12-26",1.460584
"25","2018-12-27",1.462585
"26","2018-12-28",1.340536
"27","2018-12-31",1.490596
"28","2019-01-02",1.420568
"29","2019-01-03",1.420568
"30","2019-01-04",1.40056
"31","2019-01-07",1.35054
"32","2019-01-08",1.40056
"33","2019-01-09",1.398559
"34","2019-01-10",1.398559
"35","2019-01-11",1.328531
"36","2019-01-14",1.328531
"37","2019-01-15",1.328531
"38","2019-01-16",1.328531
"39","2019-01-17",1.306523
"40","2019-01-18",1.390556
"41","2019-01-22",1.266507
"42","2019-01-23",1.112445
"43","2019-01-24",1.188475
"44","2019-01-25",1.35054
"45","2019-01-28",1.40056
"46","2019-01-29",1.30052
"47","2019-01-30",1.30052
"48","2019-01-31",1.35054
"49","2019-02-01",1.35054
"50","2019-02-04",1.35054
"51","2019-02-05",1.35054
"52","2019-02-06",1.310524
"53","2019-02-07",1.30052
"54","2019-02-08",1.30052
"55","2019-02-11",1.228491
"56","2019-02-12",1.20048
"57","2019-02-13",1.140456
"58","2019-02-14",1.190476
"59","2019-02-15",1.210484
"60","2019-02-19",1.190476
"61","2019-02-20",1.190476
"62","2019-02-21",1.196479
"63","2019-02-22",1.160464
"64","2019-02-25",1.162465
"65","2019-02-26",1.196479
"66","2019-02-27",1.196479
"67","2019-02-28",1.196479
"68","2019-03-01",1.0004
"69","2019-03-04",1.0004
"70","2019-03-05",1.0004
"71","2019-03-06",1.120448
"72","2019-03-07",1.120448
"73","2019-03-08",1.120448
"74","2019-03-11",1.120448
"75","2019-03-12",1.120448
"76","2019-03-13",1.120448
"77","2019-03-14",1.120448
"78","2019-03-15",1.060424
"79","2019-03-18",1.060424
"80","2019-03-19",1.0004
"81","2019-03-20",1.0004
"82","2019-03-21",1.162465
"83","2019-03-22",1.162465
"84","2019-03-25",1.218487
"85","2019-03-26",1.20048
"86","2019-03-27",1.20048
"87","2019-03-28",1.184474
"88","2019-03-29",1.210484
"89","2019-04-01",1.10044
"90","2019-04-02",1.146459
"91","2019-04-03",1.366547
"92","2019-04-04",1.530612
"93","2019-04-05",1.458583
"94","2019-04-08",1.402561
"95","2019-04-09",1.40056
"96","2019-04-10",1.282513
"97","2019-04-11",1.270508
"98","2019-04-12",1.20048
"99","2019-04-15",1.20048
"100","2019-04-16",1.20048
"101","2019-04-17",1.20048
"102","2019-04-18",1.20048
"103","2019-04-22",1.20048
"104","2019-04-23",1.20048
"105","2019-04-24",1.348539
"106","2019-04-25",1.906763
"107","2019-04-26",1.80072
"108","2019-04-29",1.548619
"109","2019-04-30",1.65066
"110","2019-05-01",1.706683
"111","2019-05-02",1.666667
"112","2019-05-03",1.77471
"113","2019-05-06",1.768708
"114","2019-05-07",1.738696
"115","2019-05-08",1.572629
"116","2019-05-09",1.634654
"117","2019-05-10",1.636655
"118","2019-05-13",1.596639
"119","2019-05-14",1.594638
"120","2019-05-15",1.70068
"121","2019-05-16",1.668667
"122","2019-05-17",1.660664
"123","2019-05-20",1.532613
"124","2019-05-21",1.60064
"125","2019-05-22",1.540616
"126","2019-05-23",1.466587
"127","2019-05-24",1.430572
"128","2019-05-28",1.468587
"129","2019-05-29",1.284514
"130","2019-05-30",1.406563
"131","2019-05-31",1.406563
"132","2019-06-03",1.70068
"133","2019-06-04",1.766707
"134","2019-06-05",1.746699
"135","2019-06-06",1.748699
"136","2019-06-07",1.748699
"137","2019-06-10",1.84874
"138","2019-06-11",1.80072
"139","2019-06-12",1.840736
"140","2019-06-13",1.634654
"141","2019-06-14",1.740696
"142","2019-06-17",1.642657
"143","2019-06-18",1.772709
"144","2019-06-19",1.742697
"145","2019-06-20",1.730692
"146","2019-06-21",1.788715
"147","2019-06-24",1.7507
"148","2019-06-25",1.692677
"149","2019-06-26",1.728691
"150","2019-06-27",1.592637
"151","2019-06-28",1.440576
"152","2019-07-01",1.572629
"153","2019-07-02",1.382553
"154","2019-07-03",1.45058
"155","2019-07-05",1.340536
"156","2019-07-08",1.496599
"157","2019-07-09",1.622649
"158","2019-07-10",1.494598
"159","2019-07-11",1.40056
"160","2019-07-12",1.390556
"161","2019-07-15",1.358543
"162","2019-07-16",1.30052
