"","date","TLSA"
"163","2019-07-17",1.37455
"164","2019-07-18",1.30052
"165","2019-07-19",1.394558
"166","2019-07-22",1.520608
"167","2019-07-23",1.362545
"168","2019-07-24",1.520608
"169","2019-07-25",1.518607
"170","2019-07-26",1.448579
"171","2019-07-29",1.430572
"172","2019-07-30",1.40056
"173","2019-07-31",1.406563
"174","2019-08-01",1.384554
"175","2019-08-02",1.470588
"176","2019-08-05",1.470588
"177","2019-08-06",1.322529
"178","2019-08-07",1.354542
"179","2019-08-08",1.32453
"180","2019-08-09",1.398559
"181","2019-08-12",1.32453
"182","2019-08-13",1.40056
"183","2019-08-14",1.322529
"184","2019-08-15",1.238495
"185","2019-08-16",1.390556
"186","2019-08-19",1.390556
"187","2019-08-20",1.390556
"188","2019-08-21",1.288515
"189","2019-08-22",1.288515
"190","2019-08-23",1.318527
"191","2019-08-26",1.302521
"192","2019-08-27",1.302521
"193","2019-08-28",1.302521
"194","2019-08-29",1.256503
"195","2019-08-30",1.256503
"196","2019-09-03",1.420568
"197","2019-09-04",1.520608
"198","2019-09-05",1.480592
"199","2019-09-06",1.5006
"200","2019-09-09",1.544618
"201","2019-09-10",1.440576
"202","2019-09-11",1.460584
"203","2019-09-12",1.402561
"204","2019-09-13",1.446579
"205","2019-09-16",1.426571
"206","2019-09-17",1.390556
"207","2019-09-18",1.352541
"208","2019-09-19",1.264506
"209","2019-09-20",1.272509
"210","2019-09-23",1.2505
"211","2019-09-24",1.206483
"212","2019-09-25",1.20048
"213","2019-09-26",1.072429
"214","2019-09-27",1.2505
"215","2019-09-30",1.232493
"216","2019-10-01",1.296519
"217","2019-10-02",1.096439
"218","2019-10-03",1.036415
"219","2019-10-04",0.948379
"220","2019-10-07",0.978391
"221","2019-10-08",0.912365
"222","2019-10-09",0.862345
"223","2019-10-10",0.690276
"224","2019-10-11",0.760304
"225","2019-10-14",0.732293
"226","2019-10-15",0.822329
"227","2019-10-16",0.996399
"228","2019-10-17",1.104442
"229","2019-10-18",1.188475
"230","2019-10-21",1.214486
"231","2019-10-22",1.114446
"232","2019-10-23",1.218487
"233","2019-10-24",1.214486
"234","2019-10-25",1.244498
"235","2019-10-28",1.220488
"236","2019-10-29",1.436575
"237","2019-10-30",1.248499
"238","2019-10-31",1.22449
"239","2019-11-01",1.220488
"240","2019-11-04",1.20048
"241","2019-11-05",1.408563
"242","2019-11-06",1.152461
"243","2019-11-07",1.136455
"244","2019-11-08",1.164466
"245","2019-11-11",1.112445
"246","2019-11-12",1.20048
"247","2019-11-13",1.088435
"248","2019-11-14",1.12445
"249","2019-11-15",1.144458
"250","2019-11-18",1.204482
"251","2019-11-19",1.116447
"252","2019-11-20",1.12445
"253","2019-11-21",1.080432
"254","2019-11-22",1.116447
"255","2019-11-25",1.120448
"256","2019-11-26",1.160464
"257","2019-11-27",1.160464
"258","2019-11-29",1.080432
"259","2019-12-02",1.064426
"260","2019-12-03",1.140456
"261","2019-12-04",1.112445
"262","2019-12-05",1.076431
"263","2019-12-06",1.076431
"264","2019-12-09",1.056423
"265","2019-12-10",1.120448
"266","2019-12-11",1.180472
"267","2019-12-12",1.096439
"268","2019-12-13",1.132453
"269","2019-12-16",1.060424
"270","2019-12-17",1.052421
"271","2019-12-18",1.048419
"272","2019-12-19",1.060424
"273","2019-12-20",1.060424
"274","2019-12-23",1.252501
"275","2019-12-24",1.080432
"276","2019-12-26",0.980392
"277","2019-12-27",1.160464
"278","2019-12-30",0.944378
"279","2019-12-31",1.080432
"280","2020-01-02",1.132453
"281","2020-01-03",1.148459
"282","2020-01-06",1.020408
"283","2020-01-07",1.040416
"284","2020-01-08",1.040416
"285","2020-01-09",1.216487
"286","2020-01-10",1.304522
"287","2020-01-13",1.308523
"288","2020-01-14",1.208483
"289","2020-01-15",1.160464
"290","2020-01-16",1.140456
"291","2020-01-17",1.112445
"292","2020-01-21",1.108443
"293","2020-01-22",1.120448
"294","2020-01-23",1.088435
"295","2020-01-24",1.048419
"296","2020-01-27",1.088435
"297","2020-01-28",1.020408
"298","2020-01-29",1.0004
"299","2020-01-30",1.0004
"300","2020-01-31",0.952381
"301","2020-02-03",0.956383
"302","2020-02-04",0.90036
"303","2020-02-05",0.956383
"304","2020-02-06",0.952381
"305","2020-02-07",0.928371
"306","2020-02-10",0.928371
"307","2020-02-11",0.920368
"308","2020-02-12",0.928371
"309","2020-02-13",0.828331
"310","2020-02-14",0.956383
"311","2020-02-18",0.840336
"312","2020-02-19",0.840336
"313","2020-02-20",0.796319
"314","2020-02-21",0.80032
"315","2020-02-24",0.672269
"316","2020-02-25",0.67627
"317","2020-02-26",0.70028
"318","2020-02-27",0.928371
"319","2020-02-28",0.856343
"320","2020-03-02",0.804322
"321","2020-03-03",0.80032
"322","2020-03-04",0.708283
"323","2020-03-05",0.82433
"324","2020-03-06",0.844338
"325","2020-03-09",0.764306
"326","2020-03-10",0.808323
"327","2020-03-11",1.580632
"328","2020-03-12",2.104842
"329","2020-03-13",1.336535
"330","2020-03-16",0.90036
"331","2020-03-17",0.912365
"332","2020-03-18",0.804322
"333","2020-03-19",0.684274
"334","2020-03-20",0.712285
"335","2020-03-23",0.720288
"336","2020-03-24",0.720288
"337","2020-03-25",0.728291
"338","2020-03-26",0.752301
"339","2020-03-27",0.712285
"340","2020-03-30",0.744298
"341","2020-03-31",0.816327
"342","2020-04-01",0.720288
"343","2020-04-02",0.792317
"344","2020-04-03",0.828331
"345","2020-04-06",0.856343
"346","2020-04-07",0.848339
"347","2020-04-08",0.868347
"348","2020-04-09",1.360544
"349","2020-04-13",1.232493
"350","2020-04-14",1.340536
"351","2020-04-15",1.260504
"352","2020-04-16",1.292517
"353","2020-04-17",1.268507
"354","2020-04-20",1.220488
"355","2020-04-21",1.252501
"356","2020-04-22",1.220488
"357","2020-04-23",1.20048
"358","2020-04-24",1.188475
"359","2020-04-27",1.216487
"360","2020-04-28",1.172469
"361","2020-04-29",1.164466
"362","2020-04-30",1.108443
"363","2020-05-01",1.128451
"364","2020-05-04",1.180472
"365","2020-05-05",1.392557
"366","2020-05-06",1.480592
"367","2020-05-07",1.456583
"368","2020-05-08",1.432573
"369","2020-05-11",1.596639
"370","2020-05-12",1.632653
"371","2020-05-13",1.780712
"372","2020-05-14",2.040816
"373","2020-05-15",2.236895
"374","2020-05-18",2.360944
"375","2020-05-19",2.160864
"376","2020-05-20",1.90076
"377","2020-05-21",2.060824
"378","2020-05-22",2.292917
"379","2020-05-26",2.476991
"380","2020-05-27",2.452981
"381","2020-05-28",2.509004
"382","2020-05-29",2.645058
"383","2020-06-01",2.741096
"384","2020-06-02",2.64906
"385","2020-06-03",2.621048
"386","2020-06-04",2.60104
"387","2020-06-05",2.320928
"388","2020-06-08",2.388956
"389","2020-06-09",2.320928
"390","2020-06-10",2.296919
"391","2020-06-11",2.152861
"392","2020-06-12",2.256903
"393","2020-06-15",2.352941
"394","2020-06-16",2.392957
"395","2020-06-17",2.412965
"396","2020-06-18",2.412965
"397","2020-06-19",2.721088
"398","2020-06-22",2.436975
"399","2020-06-23",2.392957
"400","2020-06-24",2.40096
"401","2020-06-25",2.488996
"402","2020-06-26",2.372949
"403","2020-06-29",2.653061
"404","2020-06-30",2.569028
"405","2020-07-01",2.681072
"406","2020-07-02",2.605042
"407","2020-07-06",2.877151
"408","2020-07-07",2.965186
"409","2020-07-08",2.801121
"410","2020-07-09",2.797119
"411","2020-07-10",3.133253
"412","2020-07-13",3.437375
"413","2020-07-14",3.833534
"414","2020-07-15",3.453381
"415","2020-07-16",4.001601
"416","2020-07-17",4.537815
"417","2020-07-20",4.897959
"418","2020-07-21",4.641857
"419","2020-07-22",3.981593
"420","2020-07-23",3.521409
"421","2020-07-24",3.741497
"422","2020-07-27",4.109644
"423","2020-07-28",3.921569
"424","2020-07-29",4.157663
"425","2020-07-30",4.94998
"426","2020-07-31",6.99
"427","2020-08-03",5.48
"428","2020-08-04",5.62
"429","2020-08-05",5.44
"430","2020-08-06",5.25
"431","2020-08-07",5.18
"432","2020-08-10",5.04
"433","2020-08-11",4.59
"434","2020-08-12",4.52
"435","2020-08-13",4.91
"436","2020-08-14",4.42
"437","2020-08-17",4.05
"438","2020-08-18",4.3
"439","2020-08-19",4.03
"440","2020-08-20",4.09
"441","2020-08-21",3.91
"442","2020-08-24",3.9
"443","2020-08-25",4.01
"444","2020-08-26",3.97
"445","2020-08-27",3.67
"446","2020-08-28",3.68
"447","2020-08-31",3.53
"448","2020-09-01",3.36
"449","2020-09-02",3.41
"450","2020-09-03",3.45
"451","2020-09-04",3.22
"452","2020-09-08",3.22
"453","2020-09-09",3.39
"454","2020-09-10",3.4
"455","2020-09-11",3.19
"456","2020-09-14",3.26
"457","2020-09-15",3.43
"458","2020-09-16",3.72
"459","2020-09-17",3.71
"460","2020-09-18",3.93
"461","2020-09-21",3.62
"462","2020-09-22",3.44
"463","2020-09-23",3.01
"464","2020-09-24",3.14
"465","2020-09-25",3.49
"466","2020-09-28",3.34
"467","2020-09-29",3.37
"468","2020-09-30",3.33
"469","2020-10-01",3.43
"470","2020-10-02",3.32
"471","2020-10-05",3.64
"472","2020-10-06",3.88
"473","2020-10-07",4.41
"474","2020-10-08",4.96
"475","2020-10-09",4.65
"476","2020-10-12",4.4
"477","2020-10-13",4.61
"478","2020-10-14",4.41
"479","2020-10-15",4.3
"480","2020-10-16",4.26
"481","2020-10-19",4.36
"482","2020-10-20",4.4
"483","2020-10-21",4.35
"484","2020-10-22",4.34
"485","2020-10-23",4.42
"486","2020-10-26",4.58
"487","2020-10-27",4.6
"488","2020-10-28",4
"489","2020-10-29",4.05
"490","2020-10-30",3.82
"491","2020-11-02",4.05
"492","2020-11-03",4.04
"493","2020-11-04",3.95
"494","2020-11-05",3.78
"495","2020-11-06",3.44
"496","2020-11-09",2.89
"497","2020-11-10",3.01
"498","2020-11-11",3.05
"499","2020-11-12",2.96
"500","2020-11-13",2.98
"501","2020-11-16",2.98
"502","2020-11-17",2.82
"503","2020-11-18",2.8
"504","2020-11-19",2.84
"505","2020-11-20",2.48
"506","2020-11-23",2.57
"507","2020-11-24",2.54
"508","2020-11-25",2.5
"509","2020-11-27",2.6
