"","date","NEOS"
"169","2016-03-23",10.58
"170","2016-03-24",10.39
"171","2016-03-28",9.97
"172","2016-03-29",10.68
"173","2016-03-30",10.22
"174","2016-03-31",10.79
"175","2016-04-01",10.74
"176","2016-04-04",10.84
"177","2016-04-05",10.19
"178","2016-04-06",10.65
"179","2016-04-07",10.34
"180","2016-04-08",10.43
"181","2016-04-11",10.47
"182","2016-04-12",10.4
"183","2016-04-13",10.29
"184","2016-04-14",10.3
"185","2016-04-15",10.04
"186","2016-04-18",10.2
"187","2016-04-19",9.94
"188","2016-04-20",9.84
"189","2016-04-21",10.11
"190","2016-04-22",10.11
"191","2016-04-25",9.75
"192","2016-04-26",9.51
"193","2016-04-27",9.29
"194","2016-04-28",9.33
"195","2016-04-29",9.07
"196","2016-05-02",9.29
"197","2016-05-03",9.01
"198","2016-05-04",8.82
"199","2016-05-05",8.48
"200","2016-05-06",8.17
"201","2016-05-09",8.2
"202","2016-05-10",8.28
"203","2016-05-11",7.84
"204","2016-05-12",7.63
"205","2016-05-13",7.77
"206","2016-05-16",7.7
"207","2016-05-17",7.49
"208","2016-05-18",7.48
"209","2016-05-19",7.61
"210","2016-05-20",7.82
"211","2016-05-23",7.55
"212","2016-05-24",8.64
"213","2016-05-25",10.63
"214","2016-05-26",10.81
"215","2016-05-27",10.84
"216","2016-05-31",10.48
"217","2016-06-01",10.96
"218","2016-06-02",11.23
"219","2016-06-03",11.2
"220","2016-06-06",11.1
"221","2016-06-07",10.8
"222","2016-06-08",10.25
"223","2016-06-09",9.69
"224","2016-06-10",9.83
"225","2016-06-13",9.83
"226","2016-06-14",9.69
"227","2016-06-15",9.72
"228","2016-06-16",10.04
"229","2016-06-17",9.88
"230","2016-06-20",9.75
"231","2016-06-21",9.67
"232","2016-06-22",9.41
"233","2016-06-23",9.65
"234","2016-06-24",9.21
"235","2016-06-27",8.72
"236","2016-06-28",9.02
"237","2016-06-29",9.17
"238","2016-06-30",9.28
"239","2016-07-01",9.63
"240","2016-07-05",9.38
"241","2016-07-06",9.08
"242","2016-07-07",9.12
"243","2016-07-08",9.37
"244","2016-07-11",9.31
"245","2016-07-12",9.25
"246","2016-07-13",8.42
"247","2016-07-14",8.5
"248","2016-07-15",8.55
"249","2016-07-18",8.85
"250","2016-07-19",9
"251","2016-07-20",9.28
"252","2016-07-21",9.17
"253","2016-07-22",8.85
"254","2016-07-25",8.7
"255","2016-07-26",8.6
"256","2016-07-27",9.11
"257","2016-07-28",8.71
"258","2016-07-29",8.83
"259","2016-08-01",8.84
"260","2016-08-02",8.74
"261","2016-08-03",8.87
"262","2016-08-04",8.79
"263","2016-08-05",8.8
"264","2016-08-08",8.82
"265","2016-08-09",8.8
"266","2016-08-10",8.57
"267","2016-08-11",7.27
"268","2016-08-12",7.33
"269","2016-08-15",7.38
"270","2016-08-16",7.15
"271","2016-08-17",7.01
"272","2016-08-18",6.84
"273","2016-08-19",6.98
"274","2016-08-22",7.08
"275","2016-08-23",7.33
"276","2016-08-24",7.05
"277","2016-08-25",6.83
"278","2016-08-26",6.78
"279","2016-08-29",6.6
"280","2016-08-30",6.72
"281","2016-08-31",6.52
"282","2016-09-01",7.1
"283","2016-09-02",7
"284","2016-09-06",7.05
"285","2016-09-07",7.17
"286","2016-09-08",7.78
"287","2016-09-09",7.6
"288","2016-09-12",7.81
"289","2016-09-13",7.47
"290","2016-09-14",7.75
"291","2016-09-15",8.04
"292","2016-09-16",8.35
"293","2016-09-19",7.55
"294","2016-09-20",7.255
"295","2016-09-21",6.76
"296","2016-09-22",6.89
"297","2016-09-23",7.14
"298","2016-09-26",6.73
"299","2016-09-27",6.76
"300","2016-09-28",6.93
"301","2016-09-29",6.52
"302","2016-09-30",6.58
"303","2016-10-03",6.625
"304","2016-10-04",6.61
"305","2016-10-05",6.74
"306","2016-10-06",6.92
"307","2016-10-07",6.83
"308","2016-10-10",6.91
"309","2016-10-11",6.88
"310","2016-10-12",6.76
"311","2016-10-13",6.96
"312","2016-10-14",6.67
"313","2016-10-17",6.37
"314","2016-10-18",6.27
"315","2016-10-19",6.28
"316","2016-10-20",6.34
"317","2016-10-21",6.25
"318","2016-10-24",6.28
"319","2016-10-25",6.27
"320","2016-10-26",6.21
"321","2016-10-27",6.19
"322","2016-10-28",6.12
"323","2016-10-31",5.9
"324","2016-11-01",5.9
"325","2016-11-02",5.75
"326","2016-11-03",5.5
"327","2016-11-04",5.3
"328","2016-11-07",5.5
"329","2016-11-08",5.7
"330","2016-11-09",6.35
"331","2016-11-10",7.1
"332","2016-11-11",8.1
"333","2016-11-14",8.35
"334","2016-11-15",8.45
"335","2016-11-16",8.3
"336","2016-11-17",8.75
"337","2016-11-18",8.15
"338","2016-11-21",8.05
"339","2016-11-22",8.1
"340","2016-11-23",7.7
"341","2016-11-25",7.7
"342","2016-11-28",7.3
"343","2016-11-29",7
"344","2016-11-30",7.1
"345","2016-12-01",6.95
"346","2016-12-02",7.45
"347","2016-12-05",6.85
"348","2016-12-06",6.85
"349","2016-12-07",6.85
"350","2016-12-08",7.05
"351","2016-12-09",6.85
"352","2016-12-12",6.55
"353","2016-12-13",6.75
"354","2016-12-14",6.55
"355","2016-12-15",6.8
"356","2016-12-16",6.8
"357","2016-12-19",6.6
"358","2016-12-20",6.75
"359","2016-12-21",6.25
"360","2016-12-22",6.05
"361","2016-12-23",6.3
"362","2016-12-27",7
"363","2016-12-28",6.45
"364","2016-12-29",6.25
"365","2016-12-30",5.85
"366","2017-01-03",6.25
"367","2017-01-04",6.4
"368","2017-01-05",6.55
"369","2017-01-06",6.35
"370","2017-01-09",6
"371","2017-01-10",6.05
"372","2017-01-11",5.9
"373","2017-01-12",5.75
"374","2017-01-13",5.95
"375","2017-01-17",5.95
"376","2017-01-18",6.1
"377","2017-01-19",5.9
"378","2017-01-20",5.85
"379","2017-01-23",5.8
"380","2017-01-24",5.9
"381","2017-01-25",6.05
"382","2017-01-26",6
"383","2017-01-27",5.95
"384","2017-01-30",5.95
"385","2017-01-31",5.85
"386","2017-02-01",5.8
"387","2017-02-02",5.8
"388","2017-02-03",5.05
"389","2017-02-06",5.05
"390","2017-02-07",5
"391","2017-02-08",5.05
"392","2017-02-09",5.1
"393","2017-02-10",5.55
"394","2017-02-13",5.3
"395","2017-02-14",5.65
"396","2017-02-15",5.45
"397","2017-02-16",5.55
"398","2017-02-17",5.65
"399","2017-02-21",5.8
"400","2017-02-22",5.65
"401","2017-02-23",5.7
"402","2017-02-24",5.95
"403","2017-02-27",6.1
"404","2017-02-28",6
"405","2017-03-01",6
"406","2017-03-02",5.9
"407","2017-03-03",5.9
"408","2017-03-06",6.15
"409","2017-03-07",6.2
"410","2017-03-08",6.7
"411","2017-03-09",6.8
"412","2017-03-10",7.4
"413","2017-03-13",7.65
"414","2017-03-14",6.95
"415","2017-03-15",7.45
"416","2017-03-16",7.6
"417","2017-03-17",7.4
"418","2017-03-20",7.2
"419","2017-03-21",6.65
"420","2017-03-22",6.55
"421","2017-03-23",7
"422","2017-03-24",7
"423","2017-03-27",7.3
"424","2017-03-28",7.2
"425","2017-03-29",7.45
"426","2017-03-30",7.3
"427","2017-03-31",7.2
"428","2017-04-03",6.95
"429","2017-04-04",7.2
"430","2017-04-05",8
"431","2017-04-06",7.25
"432","2017-04-07",7.35
"433","2017-04-10",7
"434","2017-04-11",6.85
"435","2017-04-12",6.85
"436","2017-04-13",6.8
"437","2017-04-17",7.05
"438","2017-04-18",7.05
"439","2017-04-19",6.85
"440","2017-04-20",6.95
"441","2017-04-21",7.05
"442","2017-04-24",7.1
"443","2017-04-25",7.05
"444","2017-04-26",7.3
"445","2017-04-27",7.45
"446","2017-04-28",7.1
"447","2017-05-01",7
"448","2017-05-02",6.9
"449","2017-05-03",6.9
"450","2017-05-04",6.75
"451","2017-05-05",6.95
"452","2017-05-08",6.95
"453","2017-05-09",7.35
"454","2017-05-10",7.25
"455","2017-05-11",7.2
"456","2017-05-12",7.55
"457","2017-05-15",7.7
"458","2017-05-16",7.75
"459","2017-05-17",7.75
"460","2017-05-18",7.9
"461","2017-05-19",8.3
"462","2017-05-22",8.05
"463","2017-05-23",7.9
"464","2017-05-24",7.95
"465","2017-05-25",8.3
"466","2017-05-26",8.2
"467","2017-05-30",8.15
"468","2017-05-31",8.4
"469","2017-06-01",8.7
"470","2017-06-02",8.95
"471","2017-06-05",8.1
"472","2017-06-06",8.2
"473","2017-06-07",7.9
"474","2017-06-08",7.95
"475","2017-06-09",7.95
"476","2017-06-12",7.9
"477","2017-06-13",7.9
"478","2017-06-14",8.05
"479","2017-06-15",8
"480","2017-06-16",8.65
"481","2017-06-19",9
"482","2017-06-20",8
"483","2017-06-21",7.3
"484","2017-06-22",7.4
"485","2017-06-23",7.25
"486","2017-06-26",7.35
"487","2017-06-27",7.05
"488","2017-06-28",7.15
"489","2017-06-29",7.25
"490","2017-06-30",7.3
"491","2017-07-03",7.65
"492","2017-07-05",7.4
"493","2017-07-06",7.15
"494","2017-07-07",7.25
"495","2017-07-10",7.15
"496","2017-07-11",7
"497","2017-07-12",6.6
"498","2017-07-13",6.85
"499","2017-07-14",7.05
"500","2017-07-17",7
"501","2017-07-18",6.95
"502","2017-07-19",6.85
"503","2017-07-20",6.75
"504","2017-07-21",6.6
"505","2017-07-24",6.9
"506","2017-07-25",6.85
"507","2017-07-26",6.75
"508","2017-07-27",6.5
"509","2017-07-28",6.45
"510","2017-07-31",6.45
"511","2017-08-01",6.9
"512","2017-08-02",6.95
"513","2017-08-03",6.8
"514","2017-08-04",6.7
"515","2017-08-07",6.8
"516","2017-08-08",7
"517","2017-08-09",6.85
"518","2017-08-10",7.05
"519","2017-08-11",7.2
"520","2017-08-14",6.9
"521","2017-08-15",6.95
"522","2017-08-16",6.7
"523","2017-08-17",6.7
"524","2017-08-18",6.65
"525","2017-08-21",6.9
"526","2017-08-22",7
"527","2017-08-23",7.05
"528","2017-08-24",7.35
"529","2017-08-25",7.65
"530","2017-08-28",7.9
"531","2017-08-29",8
"532","2017-08-30",8.4
"533","2017-08-31",8.35
"534","2017-09-01",8.3
"535","2017-09-05",8.85
"536","2017-09-06",8.7
"537","2017-09-07",8.8
"538","2017-09-08",9
"539","2017-09-11",9
"540","2017-09-12",8.8
"541","2017-09-13",9.05
"542","2017-09-14",9
"543","2017-09-15",9.2
"544","2017-09-18",8.7
"545","2017-09-19",8.4
"546","2017-09-20",8.7
"547","2017-09-21",8.95
"548","2017-09-22",8.85
"549","2017-09-25",8.7
"550","2017-09-26",8.4
"551","2017-09-27",8.65
"552","2017-09-28",8.7
"553","2017-09-29",9.15
"554","2017-10-02",9.1
"555","2017-10-03",9.25
"556","2017-10-04",9.35
"557","2017-10-05",9.35
"558","2017-10-06",9.1
"559","2017-10-09",8.95
"560","2017-10-10",8.7
"561","2017-10-11",8.8
"562","2017-10-12",8.7
"563","2017-10-13",8.25
"564","2017-10-16",8
"565","2017-10-17",8.1
"566","2017-10-18",7.55
"567","2017-10-19",7.5
"568","2017-10-20",7.7
"569","2017-10-23",7.4
"570","2017-10-24",7.35
"571","2017-10-25",7.3
"572","2017-10-26",10.05
"573","2017-10-27",10.05
"574","2017-10-30",10.25
"575","2017-10-31",10.4
"576","2017-11-01",10.3
"577","2017-11-02",10.15
"578","2017-11-03",12.9
"579","2017-11-06",10.825
"580","2017-11-07",10.425
"581","2017-11-08",10.6
"582","2017-11-09",10.3
"583","2017-11-10",10.425
"584","2017-11-13",10.1
"585","2017-11-14",10.95
"586","2017-11-15",10.65
"587","2017-11-16",10.5
"588","2017-11-17",10.15
"589","2017-11-20",9.8
"590","2017-11-21",9.8
"591","2017-11-22",9.75
"592","2017-11-24",9.7
"593","2017-11-27",9.6
"594","2017-11-28",9.95
"595","2017-11-29",10.45
"596","2017-11-30",10.3
"597","2017-12-01",9.975
"598","2017-12-04",9.7
"599","2017-12-05",9.25
"600","2017-12-06",9.25
"601","2017-12-07",9.35
"602","2017-12-08",9.9
"603","2017-12-11",9.95
"604","2017-12-12",9.95
"605","2017-12-13",10.2
"606","2017-12-14",9.85
"607","2017-12-15",10
"608","2017-12-18",9.7
"609","2017-12-19",9.65
"610","2017-12-20",9.5
"611","2017-12-21",9.7
"612","2017-12-22",9.75
"613","2017-12-26",10.05
"614","2017-12-27",9.8
"615","2017-12-28",9.95
"616","2017-12-29",10.2
"617","2018-01-02",10.4
"618","2018-01-03",10.45
"619","2018-01-04",10.45
"620","2018-01-05",10.35
"621","2018-01-08",10.05
"622","2018-01-09",10.25
"623","2018-01-10",10.35
"624","2018-01-11",10.4
"625","2018-01-12",10.375
"626","2018-01-16",10.5
"627","2018-01-17",11.2
"628","2018-01-18",11
"629","2018-01-19",11.4
"630","2018-01-22",11
"631","2018-01-23",11.05
"632","2018-01-24",11.1
"633","2018-01-25",11.15
"634","2018-01-26",11.2
"635","2018-01-29",11.3
"636","2018-01-30",11.1
"637","2018-01-31",10.6
"638","2018-02-01",10
"639","2018-02-02",9.8
"640","2018-02-05",9.65
"641","2018-02-06",9.6
"642","2018-02-07",9.7
"643","2018-02-08",9.3
"644","2018-02-09",9.1
"645","2018-02-12",9.475
"646","2018-02-13",9.5
"647","2018-02-14",9.25
"648","2018-02-15",9.35
"649","2018-02-16",9.25
"650","2018-02-20",8.95
"651","2018-02-21",8.8
"652","2018-02-22",8.7
"653","2018-02-23",8.7
"654","2018-02-26",8.85
"655","2018-02-27",8.65
"656","2018-02-28",8.3
"657","2018-03-01",8.3
"658","2018-03-02",8.45
"659","2018-03-05",8.4
"660","2018-03-06",8.35
"661","2018-03-07",8.4
"662","2018-03-08",8.55
"663","2018-03-09",8.95
"664","2018-03-12",9
"665","2018-03-13",8.8
"666","2018-03-14",8.9
"667","2018-03-15",9
"668","2018-03-16",8.85
"669","2018-03-19",8.9
"670","2018-03-20",8.95
"671","2018-03-21",9.05
"672","2018-03-22",8.85
"673","2018-03-23",8.85
"674","2018-03-26",8.7
"675","2018-03-27",8.2
"676","2018-03-28",8.05
"677","2018-03-29",8.3
"678","2018-04-02",8.15
"679","2018-04-03",8.35
"680","2018-04-04",8.45
"681","2018-04-05",8.3
"682","2018-04-06",8.15
"683","2018-04-09",8.4
"684","2018-04-10",8.4
"685","2018-04-11",8.4
"686","2018-04-12",8.45
"687","2018-04-13",8.2
"688","2018-04-16",8.35
"689","2018-04-17",8.5
"690","2018-04-18",8.5
"691","2018-04-19",8.2
"692","2018-04-20",8.2
"693","2018-04-23",8.35
"694","2018-04-24",8.4
"695","2018-04-25",8.3
"696","2018-04-26",8.5
"697","2018-04-27",8.4
"698","2018-04-30",8.3
"699","2018-05-01",8.3
"700","2018-05-02",8.3
"701","2018-05-03",8.2
"702","2018-05-04",8.225
"703","2018-05-07",7.975
"704","2018-05-08",7.9
"705","2018-05-09",7.9
"706","2018-05-10",7.6
"707","2018-05-11",7.35
"708","2018-05-14",7.35
"709","2018-05-15",7.4
"710","2018-05-16",7.6
"711","2018-05-17",7.55
"712","2018-05-18",7.6
"713","2018-05-21",7.25
"714","2018-05-22",7.1
"715","2018-05-23",7.15
"716","2018-05-24",7.05
"717","2018-05-25",6.9
"718","2018-05-29",6.8
"719","2018-05-30",6.85
"720","2018-05-31",6.75
"721","2018-06-01",6.75
"722","2018-06-04",6.6
"723","2018-06-05",6.75
"724","2018-06-06",6.4
"725","2018-06-07",6.45
"726","2018-06-08",6.5
"727","2018-06-11",6.45
"728","2018-06-12",6.7
"729","2018-06-13",6.7
"730","2018-06-14",6.8
"731","2018-06-15",6.7
"732","2018-06-18",6.65
"733","2018-06-19",6.45
"734","2018-06-20",6.6
"735","2018-06-21",6.45
"736","2018-06-22",6.4
"737","2018-06-25",6.4
"738","2018-06-26",6.3
"739","2018-06-27",6.2
"740","2018-06-28",6.25
"741","2018-06-29",6.25
"742","2018-07-02",6.05
"743","2018-07-03",5.85
"744","2018-07-05",6.2
"745","2018-07-06",6.2
"746","2018-07-09",6.275
"747","2018-07-10",6.2
"748","2018-07-11",6.225
"749","2018-07-12",6.5
"750","2018-07-13",6.65
"751","2018-07-16",6.45
"752","2018-07-17",6.35
"753","2018-07-18",6.2
"754","2018-07-19",6.1
"755","2018-07-20",6.15
"756","2018-07-23",6.1
"757","2018-07-24",6.05
"758","2018-07-25",6.05
"759","2018-07-26",6
"760","2018-07-27",5.75
"761","2018-07-30",5.55
"762","2018-07-31",5.45
"763","2018-08-01",5.7
"764","2018-08-02",5.8
"765","2018-08-03",5.6
"766","2018-08-06",5.7
"767","2018-08-07",5.8
"768","2018-08-08",6.05
"769","2018-08-09",6.1
"770","2018-08-10",6.25
"771","2018-08-13",6.1
"772","2018-08-14",5.95
"773","2018-08-15",5.4
"774","2018-08-16",5.8
"775","2018-08-17",5.7
"776","2018-08-20",5.5
"777","2018-08-21",5.5
"778","2018-08-22",5.35
"779","2018-08-23",5.25
"780","2018-08-24",5.35
"781","2018-08-27",5.625
"782","2018-08-28",5.45
"783","2018-08-29",5.5
"784","2018-08-30",5.5
"785","2018-08-31",5.75
"786","2018-09-04",5.6
"787","2018-09-05",5.4
"788","2018-09-06",5.4
"789","2018-09-07",5.7
"790","2018-09-10",5.45
"791","2018-09-11",5.35
"792","2018-09-12",5.5
"793","2018-09-13",5.4
"794","2018-09-14",5.2
"795","2018-09-17",5.1
"796","2018-09-18",4.95
"797","2018-09-19",4.9
"798","2018-09-20",5
"799","2018-09-21",5
"800","2018-09-24",4.9
"801","2018-09-25",4.8
"802","2018-09-26",4.85
"803","2018-09-27",4.8
"804","2018-09-28",4.85
"805","2018-10-01",4.76
"806","2018-10-02",4.75
"807","2018-10-03",4.67
"808","2018-10-04",4.45
"809","2018-10-05",4.3
"810","2018-10-08",4.18
"811","2018-10-09",4.16
"812","2018-10-10",4.05
"813","2018-10-11",4.01
"814","2018-10-12",4.15
"815","2018-10-15",4.08
"816","2018-10-16",4.05
"817","2018-10-17",4.26
"818","2018-10-18",4.04
"819","2018-10-19",4.15
"820","2018-10-22",4.11
"821","2018-10-23",4.23
"822","2018-10-24",4.16
"823","2018-10-25",4.01
"824","2018-10-26",3.74
"825","2018-10-29",3.7
"826","2018-10-30",3.37
"827","2018-10-31",3.13
"828","2018-11-01",3.12
"829","2018-11-02",2.87
"830","2018-11-05",2.68
"831","2018-11-06",2.6
"832","2018-11-07",2.81
"833","2018-11-08",2.58
"834","2018-11-09",2.59
"835","2018-11-12",2.45
"836","2018-11-13",2.24
"837","2018-11-14",2.05
"838","2018-11-15",2.13
"839","2018-11-16",1.95
"840","2018-11-19",1.89
"841","2018-11-20",1.74
"842","2018-11-21",1.81
"843","2018-11-23",1.82
"844","2018-11-26",1.76
"845","2018-11-27",1.72
"846","2018-11-28",1.93
"847","2018-11-29",1.84
"848","2018-11-30",1.96
"849","2018-12-03",2.22
"850","2018-12-04",2.09
"851","2018-12-06",2.03
"852","2018-12-07",2
"853","2018-12-10",2.11
"854","2018-12-11",2.03
"855","2018-12-12",2.04
"856","2018-12-13",2
"857","2018-12-14",2.1
"858","2018-12-17",1.96
"859","2018-12-18",1.85
"860","2018-12-19",1.88
"861","2018-12-20",1.75
"862","2018-12-21",1.62
"863","2018-12-24",1.58
"864","2018-12-26",1.57
"865","2018-12-27",1.57
"866","2018-12-28",1.67
"867","2018-12-31",1.65
"868","2019-01-02",1.91
"869","2019-01-03",1.81
"870","2019-01-04",2.25
"871","2019-01-07",2.37
"872","2019-01-08",2.34
"873","2019-01-09",2.31
"874","2019-01-10",2.3
"875","2019-01-11",2.41
"876","2019-01-14",2.27
"877","2019-01-15",2.31
"878","2019-01-16",2.2
"879","2019-01-17",2.08
"880","2019-01-18",2.05
"881","2019-01-22",2.03
"882","2019-01-23",2.01
"883","2019-01-24",2.02
"884","2019-01-25",2.16
"885","2019-01-28",2.11
"886","2019-01-29",2.03
"887","2019-01-30",2.1
"888","2019-01-31",2.14
"889","2019-02-01",2.11
"890","2019-02-04",2.15
"891","2019-02-05",2.14
"892","2019-02-06",2.2
"893","2019-02-07",2.17
"894","2019-02-08",2.2
"895","2019-02-11",2.2
"896","2019-02-12",2.2
"897","2019-02-13",2.24
"898","2019-02-14",2.3
"899","2019-02-15",2.4
"900","2019-02-19",2.46
"901","2019-02-20",2.39
"902","2019-02-21",2.36
"903","2019-02-22",2.48
"904","2019-02-25",2.44
"905","2019-02-26",2.45
"906","2019-02-27",2.4
"907","2019-02-28",2.29
"908","2019-03-01",2.31
"909","2019-03-04",2.22
"910","2019-03-05",2.18
"911","2019-03-06",2.13
"912","2019-03-07",2.16
"913","2019-03-08",2.13
"914","2019-03-11",2.14
"915","2019-03-12",2.09
"916","2019-03-13",2.22
"917","2019-03-14",2.59
"918","2019-03-15",2.68
"919","2019-03-18",2.74
"920","2019-03-19",2.92
"921","2019-03-20",3.14
"922","2019-03-21",3.34
"923","2019-03-22",3.28
"924","2019-03-25",2.86
"925","2019-03-26",3.01
"926","2019-03-27",2.77
"927","2019-03-28",2.75
"928","2019-03-29",2.61
"929","2019-04-01",2.56
"930","2019-04-02",2.51
"931","2019-04-03",2.55
"932","2019-04-04",2.4
"933","2019-04-05",2.43
"934","2019-04-08",2.49
"935","2019-04-09",2.39
"936","2019-04-10",2.29
"937","2019-04-11",2.22
"938","2019-04-12",2.22
"939","2019-04-15",2.05
"940","2019-04-16",2.12
"941","2019-04-17",2.01
"942","2019-04-18",1.96
"943","2019-04-22",2.02
"944","2019-04-23",2.32
"945","2019-04-24",2.23
"946","2019-04-25",2.24
"947","2019-04-26",2.36
"948","2019-04-29",2.42
"949","2019-04-30",2.41
"950","2019-05-01",2.43
"951","2019-05-02",2.36
"952","2019-05-03",2.35
"953","2019-05-06",2.34
"954","2019-05-07",2.25
"955","2019-05-08",2.08
"956","2019-05-09",2.13
"957","2019-05-10",2.07
"958","2019-05-13",1.88
"959","2019-05-14",1.88
"960","2019-05-15",1.79
"961","2019-05-16",1.8
"962","2019-05-17",1.7
"963","2019-05-20",1.7
"964","2019-05-21",1.76
"965","2019-05-22",1.67
"966","2019-05-23",1.63
"967","2019-05-24",1.61
"968","2019-05-28",1.49
"969","2019-05-29",1.43
"970","2019-05-30",1.4
"971","2019-05-31",1.43
"972","2019-06-03",1.41
"973","2019-06-04",1.43
"974","2019-06-05",1.39
"975","2019-06-06",1.34
"976","2019-06-07",1.34
"977","2019-06-10",1.45
"978","2019-06-11",1.39
"979","2019-06-12",1.41
"980","2019-06-13",1.44
"981","2019-06-14",1.36
"982","2019-06-17",1.36
"983","2019-06-18",1.33
"984","2019-06-19",1.3
"985","2019-06-20",1.26
"986","2019-06-21",1.17
"987","2019-06-24",1.17
"988","2019-06-25",1.23
"989","2019-06-26",1.24
"990","2019-06-27",1.21
"991","2019-06-28",1.29
"992","2019-07-01",1.36
"993","2019-07-02",1.34
"994","2019-07-03",1.4
"995","2019-07-05",1.43
"996","2019-07-08",1.38
"997","2019-07-09",1.67
"998","2019-07-10",1.56
"999","2019-07-11",1.46
"1000","2019-07-12",1.45
"1001","2019-07-15",1.42
