"","date","NEPT"
"81","2007-12-05",4.31
"82","2007-12-06",4.25
"83","2007-12-07",4.19
"84","2007-12-10",4.05
"85","2007-12-11",4
"86","2007-12-12",3.99
"87","2007-12-13",3.99
"88","2007-12-14",4.08
"89","2007-12-17",4.03
"90","2007-12-18",3.85
"91","2007-12-19",4
"92","2007-12-20",3.95
"93","2007-12-21",3.95
"94","2007-12-24",4
"95","2007-12-26",4
"96","2007-12-27",4.29
"97","2007-12-28",4.53
"98","2007-12-31",4.54
"99","2008-01-02",4.53
"100","2008-01-03",4.59
"101","2008-01-04",4.25
"102","2008-01-07",4.09
"103","2008-01-08",3.87
"104","2008-01-09",3.95
"105","2008-01-10",3.81
"106","2008-01-11",3.85
"107","2008-01-14",3.85
"108","2008-01-15",3.71
"109","2008-01-16",3.16
"110","2008-01-17",3.41
"111","2008-01-18",3.15
"112","2008-01-22",3
"113","2008-01-23",3.64
"114","2008-01-24",3.6
"115","2008-01-25",3.55
"116","2008-01-28",3.55
"117","2008-01-29",3.55
"118","2008-01-30",3.55
"119","2008-01-31",3.22
"120","2008-02-01",3.51
"121","2008-02-04",3.75
"122","2008-02-05",3.59
"123","2008-02-06",3.45
"124","2008-02-07",3.38
"125","2008-02-08",3.35
"126","2008-02-11",3.31
"127","2008-02-12",3.31
"128","2008-02-13",3.4
"129","2008-02-14",3.6
"130","2008-02-15",3.51
"131","2008-02-19",3.5
"132","2008-02-20",3.4
"133","2008-02-21",3.4
"134","2008-02-22",3.35
"135","2008-02-25",3.3
"136","2008-02-26",3.4
"137","2008-02-27",3.4
"138","2008-02-28",3.4
"139","2008-02-29",3.4
"140","2008-03-03",3.37
"141","2008-03-04",3.37
"142","2008-03-05",3.5
"143","2008-03-06",3.85
"144","2008-03-07",3.65
"145","2008-03-10",3.65
"146","2008-03-11",3.45
"147","2008-03-12",3.47
"148","2008-03-13",3.5
"149","2008-03-14",3.41
"150","2008-03-17",3.14
"151","2008-03-18",3.35
"152","2008-03-19",3.35
"153","2008-03-20",3.46
"154","2008-03-24",3.26
"155","2008-03-25",3.44
"156","2008-03-26",3.31
"157","2008-03-27",3.55
"158","2008-03-28",3.51
"159","2008-03-31",3.61
"160","2008-04-01",3.43
"161","2008-04-02",3.76
"162","2008-04-03",3.95
"163","2008-04-04",3.95
"164","2008-04-07",3.8
"165","2008-04-08",3.68
"166","2008-04-09",3.65
"167","2008-04-10",3.58
"168","2008-04-11",3.42
"169","2008-04-14",3.34
"170","2008-04-15",3.64
"171","2008-04-16",3.42
"172","2008-04-17",3.42
"173","2008-04-18",3.33
"174","2008-04-21",3.33
"175","2008-04-22",3.45
"176","2008-04-23",3.5
"177","2008-04-24",3.65
"178","2008-04-25",3.65
"179","2008-04-28",3.6
"180","2008-04-29",3.51
"181","2008-04-30",3.55
"182","2008-05-01",3.53
"183","2008-05-02",3.53
"184","2008-05-05",3.67
"185","2008-05-06",3.67
"186","2008-05-07",3.54
"187","2008-05-08",3.46
"188","2008-05-09",3.5
"189","2008-05-12",3.5
"190","2008-05-13",3.43
"191","2008-05-14",3.45
"192","2008-05-15",3.41
"193","2008-05-16",3.39
"194","2008-05-19",3.39
"195","2008-05-20",3.39
"196","2008-05-21",3.41
"197","2008-05-22",3.3
"198","2008-05-23",3.14
"199","2008-05-27",3.14
"200","2008-05-28",3.14
"201","2008-05-29",3.14
"202","2008-05-30",3.3
"203","2008-06-02",3.44
"204","2008-06-03",3.44
"205","2008-06-04",3.44
"206","2008-06-05",3.44
"207","2008-06-06",3.44
"208","2008-06-09",3.44
"209","2008-06-10",3.44
"210","2008-06-11",3.21
"211","2008-06-12",3.3
"212","2008-06-13",3
"213","2008-06-16",2.85
"214","2008-06-17",3.04
"215","2008-06-18",3.05
"216","2008-06-19",2.9
"217","2008-06-20",2.85
"218","2008-06-23",2.85
"219","2008-06-24",2.5
"220","2008-06-25",2.47
"221","2008-06-26",2.59
"222","2008-06-27",2.66
"223","2008-06-30",2.55
"224","2008-07-01",2.55
"225","2008-07-02",2.55
"226","2008-07-03",2.55
"227","2008-07-07",2.25
"228","2008-07-08",2.25
"229","2008-07-09",1.97
"230","2008-07-10",1.86
"231","2008-07-11",1.75
"232","2008-07-14",2
"233","2008-07-15",2
"234","2008-07-16",1.92
"235","2008-07-17",1.92
"236","2008-07-18",2.29
"237","2008-07-21",2.3
"238","2008-07-22",2.3
"239","2008-07-23",2.56
"240","2008-07-24",2.58
"241","2008-07-25",2.34
"242","2008-07-28",2.42
"243","2008-07-29",2.42
"244","2008-07-30",2.42
"245","2008-07-31",2.42
"246","2008-08-01",2.2
"247","2008-08-04",2.2
"248","2008-08-05",2.2
"249","2008-08-06",2.07
"250","2008-08-07",2
"251","2008-08-08",2
"252","2008-08-11",2
"253","2008-08-12",2
"254","2008-08-13",1.95
"255","2008-08-14",2.05
"256","2008-08-15",2.3
"257","2008-08-18",2.3
"258","2008-08-19",2.02
"259","2008-08-20",2.09
"260","2008-08-21",2.09
"261","2008-08-22",2.09
"262","2008-08-25",2.1
"263","2008-08-26",2.14
"264","2008-08-27",2.14
"265","2008-08-28",2.14
"266","2008-08-29",2
"267","2008-09-02",2
"268","2008-09-03",1.69
"269","2008-09-04",1.5
"270","2008-09-05",1.75
"271","2008-09-08",1.75
"272","2008-09-09",1.64
"273","2008-09-10",1.7
"274","2008-09-11",1.49
"275","2008-09-12",1.69
"276","2008-09-15",1.5
"277","2008-09-16",1.71
"278","2008-09-17",1.4
"279","2008-09-18",1.25
"280","2008-09-19",1.26
"281","2008-09-22",1.47
"282","2008-09-23",1.59
"283","2008-09-24",1.5
"284","2008-09-25",1.5
"285","2008-09-26",1.5
"286","2008-09-29",1.5
"287","2008-09-30",1.5
"288","2008-10-01",1.47
"289","2008-10-02",1.3
"290","2008-10-03",1.36
"291","2008-10-06",1
"292","2008-10-07",0.97
"293","2008-10-08",0.88
"294","2008-10-09",0.88
"295","2008-10-10",0.66
"296","2008-10-13",0.9
"297","2008-10-14",0.89
"298","2008-10-15",0.89
"299","2008-10-16",0.75
"300","2008-10-17",0.77
"301","2008-10-20",0.65
"302","2008-10-21",0.75
"303","2008-10-22",0.7
"304","2008-10-23",0.61
"305","2008-10-24",0.6
"306","2008-10-27",0.5
"307","2008-10-28",0.5
"308","2008-10-29",0.53
"309","2008-10-30",0.53
"310","2008-10-31",0.53
"311","2008-11-03",0.53
"312","2008-11-04",0.67
"313","2008-11-05",0.68
"314","2008-11-06",0.7
"315","2008-11-07",0.55
"316","2008-11-10",0.62
"317","2008-11-11",0.56
"318","2008-11-12",0.56
"319","2008-11-13",0.48
"320","2008-11-14",0.52
"321","2008-11-17",0.52
"322","2008-11-18",0.48
"323","2008-11-19",0.4
"324","2008-11-20",0.4
"325","2008-11-21",0.29
"326","2008-11-24",0.38
"327","2008-11-25",0.36
"328","2008-11-26",0.36
"329","2008-11-28",0.36
"330","2008-12-01",0.44
"331","2008-12-02",0.44
"332","2008-12-03",0.35
"333","2008-12-04",0.35
"334","2008-12-05",0.35
"335","2008-12-08",0.35
"336","2008-12-09",0.36
"337","2008-12-10",0.36
"338","2008-12-11",0.37
"339","2008-12-12",0.36
"340","2008-12-15",0.35
"341","2008-12-16",0.39
"342","2008-12-17",0.39
"343","2008-12-18",0.43
"344","2008-12-19",0.35
"345","2008-12-22",0.34
"346","2008-12-23",0.34
"347","2008-12-24",0.42
"348","2008-12-26",0.42
"349","2008-12-29",0.53
"350","2008-12-30",0.6
"351","2008-12-31",0.56
"352","2009-01-02",0.6
"353","2009-01-05",0.6
"354","2009-01-06",0.6
"355","2009-01-07",0.64
"356","2009-01-08",0.62
"357","2009-01-09",0.69
"358","2009-01-12",0.72
"359","2009-01-13",0.72
"360","2009-01-14",0.72
"361","2009-01-15",0.64
"362","2009-01-16",0.64
"363","2009-01-20",0.57
"364","2009-01-21",0.58
"365","2009-01-22",0.58
"366","2009-01-23",0.58
"367","2009-01-26",0.58
"368","2009-01-27",0.58
"369","2009-01-28",0.58
"370","2009-01-29",0.58
"371","2009-01-30",0.58
"372","2009-02-02",0.58
"373","2009-02-03",0.82
"374","2009-02-04",0.82
"375","2009-02-05",0.82
"376","2009-02-06",0.82
"377","2009-02-09",0.82
"378","2009-02-10",0.82
"379","2009-02-11",0.82
"380","2009-02-12",0.82
"381","2009-02-13",0.82
"382","2009-02-17",0.56
"383","2009-02-18",0.48
"384","2009-02-19",0.48
"385","2009-02-20",0.48
"386","2009-02-23",0.48
"387","2009-02-24",0.48
"388","2009-02-25",0.48
"389","2009-02-26",0.67
"390","2009-02-27",0.67
"391","2009-03-02",0.67
"392","2009-03-03",0.67
"393","2009-03-04",0.65
"394","2009-03-05",0.65
"395","2009-03-06",0.65
"396","2009-03-09",0.58
"397","2009-03-10",0.58
"398","2009-03-11",0.58
"399","2009-03-12",0.58
"400","2009-03-13",0.73
"401","2009-03-16",0.79
"402","2009-03-17",0.84
"403","2009-03-18",0.84
"404","2009-03-19",0.82
"405","2009-03-20",0.82
"406","2009-03-23",0.9
"407","2009-03-24",0.9
"408","2009-03-25",0.9
"409","2009-03-26",0.84
"410","2009-03-27",0.84
"411","2009-03-30",0.84
"412","2009-03-31",0.84
"413","2009-04-01",0.84
"414","2009-04-02",0.84
"415","2009-04-03",0.84
"416","2009-04-06",0.84
"417","2009-04-07",0.77
"418","2009-04-08",0.76
"419","2009-04-09",0.76
"420","2009-04-13",0.92
"421","2009-04-14",1.06
"422","2009-04-15",1.25
"423","2009-04-16",1.18
"424","2009-04-17",1.18
"425","2009-04-20",1.2
"426","2009-04-21",1.15
"427","2009-04-22",1.15
"428","2009-04-23",1.1
"429","2009-04-24",1.1
"430","2009-04-27",1.21
"431","2009-04-28",1.21
"432","2009-04-29",1.3
"433","2009-04-30",1.3
"434","2009-05-01",1.26
"435","2009-05-04",1.26
"436","2009-05-05",1.26
"437","2009-05-06",1.45
"438","2009-05-07",1.55
"439","2009-05-08",1.43
"440","2009-05-11",1.56
"441","2009-05-12",1.4
"442","2009-05-13",1.4
"443","2009-05-14",1.36
"444","2009-05-15",1.38
"445","2009-05-18",1.38
"446","2009-05-19",1.37
"447","2009-05-20",1.39
"448","2009-05-21",1.39
"449","2009-05-22",1.39
"450","2009-05-26",1.4
"451","2009-05-27",1.59
"452","2009-05-28",1.41
"453","2009-05-29",1.51
"454","2009-06-01",1.58
"455","2009-06-02",1.75
"456","2009-06-03",1.75
"457","2009-06-04",2.19
"458","2009-06-05",1.97
"459","2009-06-08",2.39
"460","2009-06-09",2.46
"461","2009-06-10",2.52
"462","2009-06-11",2.3
"463","2009-06-12",2.15
"464","2009-06-15",1.95
"465","2009-06-16",1.97
"466","2009-06-17",1.98
"467","2009-06-18",2.08
"468","2009-06-19",1.84
"469","2009-06-22",1.61
"470","2009-06-23",1.77
"471","2009-06-24",2.08
"472","2009-06-25",1.95
"473","2009-06-26",1.89
"474","2009-06-29",1.86
"475","2009-06-30",1.8
"476","2009-07-01",1.8
"477","2009-07-02",1.71
"478","2009-07-06",1.64
"479","2009-07-07",1.64
"480","2009-07-08",1.52
"481","2009-07-09",1.7
"482","2009-07-10",1.59
"483","2009-07-13",1.62
"484","2009-07-14",1.75
"485","2009-07-15",1.81
"486","2009-07-16",1.95
"487","2009-07-17",1.92
"488","2009-07-20",1.96
"489","2009-07-21",1.86
"490","2009-07-22",1.98
"491","2009-07-23",1.95
"492","2009-07-24",2.01
"493","2009-07-27",2
"494","2009-07-28",2
"495","2009-07-29",2
"496","2009-07-30",2.06
"497","2009-07-31",2.33
"498","2009-08-03",2.21
"499","2009-08-04",2.4
"500","2009-08-05",2.4
"501","2009-08-06",2.31
"502","2009-08-07",2.31
"503","2009-08-10",2.1
"504","2009-08-11",2.03
"505","2009-08-12",2.1
"506","2009-08-13",2.1
"507","2009-08-14",1.98
"508","2009-08-17",1.89
"509","2009-08-18",2.1
"510","2009-08-19",1.99
"511","2009-08-20",2.02
"512","2009-08-21",1.97
"513","2009-08-24",2.1
"514","2009-08-25",2.07
"515","2009-08-26",2.01
"516","2009-08-27",1.96
"517","2009-08-28",2.1
"518","2009-08-31",1.94
"519","2009-09-01",1.95
"520","2009-09-02",1.95
"521","2009-09-03",1.85
"522","2009-09-04",2
"523","2009-09-08",2
"524","2009-09-09",1.98
"525","2009-09-10",1.88
"526","2009-09-11",1.88
"527","2009-09-14",1.96
"528","2009-09-15",1.92
"529","2009-09-16",1.92
"530","2009-09-17",1.94
"531","2009-09-18",1.86
"532","2009-09-21",1.74
"533","2009-09-22",1.67
"534","2009-09-23",1.8
"535","2009-09-24",1.8
"536","2009-09-25",1.75
"537","2009-09-28",1.75
"538","2009-09-29",1.75
"539","2009-09-30",1.79
"540","2009-10-01",1.72
"541","2009-10-02",1.8
"542","2009-10-05",1.81
"543","2009-10-06",1.81
"544","2009-10-07",1.95
"545","2009-10-08",2
"546","2009-10-09",2
"547","2009-10-12",2
"548","2009-10-13",2.02
"549","2009-10-14",2.08
"550","2009-10-15",2.1
"551","2009-10-16",2
"552","2009-10-19",2.04
"553","2009-10-20",1.99
"554","2009-10-21",2.02
"555","2009-10-22",2.05
"556","2009-10-23",1.92
"557","2009-10-26",1.95
"558","2009-10-27",1.97
"559","2009-10-28",1.9
"560","2009-10-29",2.19
"561","2009-10-30",2.06
"562","2009-11-02",2.06
"563","2009-11-03",2.01
"564","2009-11-04",1.96
"565","2009-11-05",2.08
"566","2009-11-06",2.04
"567","2009-11-09",2.17
"568","2009-11-10",2.19
"569","2009-11-11",2.37
"570","2009-11-12",2.3
"571","2009-11-13",2.38
"572","2009-11-16",2.4
"573","2009-11-17",2.36
"574","2009-11-18",2.35
"575","2009-11-19",2.22
"576","2009-11-20",2.2
"577","2009-11-23",2.19
"578","2009-11-24",2.2
"579","2009-11-25",2.14
"580","2009-11-27",1.94
"581","2009-11-30",1.95
"582","2009-12-01",2.05
"583","2009-12-02",2.07
"584","2009-12-03",2.02
"585","2009-12-04",1.88
"586","2009-12-07",2.15
"587","2009-12-08",2.12
"588","2009-12-09",2.07
"589","2009-12-10",2.05
"590","2009-12-11",2.05
"591","2009-12-14",2.06
"592","2009-12-15",2.04
"593","2009-12-16",2.03
"594","2009-12-17",1.93
"595","2009-12-18",1.96
"596","2009-12-21",1.93
"597","2009-12-22",1.9
"598","2009-12-23",1.93
"599","2009-12-24",1.98
"600","2009-12-28",2.18
"601","2009-12-29",2.04
"602","2009-12-30",2.01
"603","2009-12-31",2.06
"604","2010-01-04",2.05
"605","2010-01-05",2.05
"606","2010-01-06",2.05
"607","2010-01-07",1.97
"608","2010-01-08",1.99
"609","2010-01-11",2
"610","2010-01-12",1.95
"611","2010-01-13",2.03
"612","2010-01-14",2.05
"613","2010-01-15",2.07
"614","2010-01-19",2.02
"615","2010-01-20",2.03
"616","2010-01-21",1.95
"617","2010-01-22",1.94
"618","2010-01-25",2.01
"619","2010-01-26",1.98
"620","2010-01-27",2
"621","2010-01-28",2
"622","2010-01-29",1.97
"623","2010-02-01",1.94
"624","2010-02-02",1.93
"625","2010-02-03",1.97
"626","2010-02-04",1.92
"627","2010-02-05",1.94
"628","2010-02-08",1.96
"629","2010-02-09",1.95
"630","2010-02-10",1.96
"631","2010-02-11",1.97
"632","2010-02-12",1.99
"633","2010-02-16",1.94
"634","2010-02-17",2
"635","2010-02-18",2
"636","2010-02-19",2.01
"637","2010-02-22",2.07
"638","2010-02-23",1.97
"639","2010-02-24",1.98
"640","2010-02-25",1.95
"641","2010-02-26",1.92
"642","2010-03-01",1.97
"643","2010-03-02",1.97
"644","2010-03-03",2
"645","2010-03-04",1.94
"646","2010-03-05",2.02
"647","2010-03-08",2
"648","2010-03-09",2
"649","2010-03-10",1.97
"650","2010-03-11",1.96
"651","2010-03-12",2.04
"652","2010-03-15",1.98
"653","2010-03-16",2.01
"654","2010-03-17",1.98
"655","2010-03-18",2
"656","2010-03-19",2
"657","2010-03-22",2.11
"658","2010-03-23",2.05
"659","2010-03-24",2
"660","2010-03-25",2
"661","2010-03-26",2
"662","2010-03-29",1.98
"663","2010-03-30",1.98
"664","2010-03-31",1.98
"665","2010-04-01",2.05
"666","2010-04-05",2.01
"667","2010-04-06",2.04
"668","2010-04-07",2.01
"669","2010-04-08",2.08
"670","2010-04-09",2.32
"671","2010-04-12",2.29
"672","2010-04-13",2.25
"673","2010-04-14",2.35
"674","2010-04-15",2.21
"675","2010-04-16",2.03
"676","2010-04-19",2.17
"677","2010-04-20",2.16
"678","2010-04-21",2.26
"679","2010-04-22",2.21
"680","2010-04-23",2.34
"681","2010-04-26",2.29
"682","2010-04-27",2.21
"683","2010-04-28",2.18
"684","2010-04-29",2.2
"685","2010-04-30",2.25
"686","2010-05-03",2.13
"687","2010-05-04",2.05
"688","2010-05-05",1.94
"689","2010-05-06",1.74
"690","2010-05-07",1.64
"691","2010-05-10",1.81
"692","2010-05-11",1.76
"693","2010-05-12",1.88
"694","2010-05-13",1.91
"695","2010-05-14",1.84
"696","2010-05-17",1.79
"697","2010-05-18",1.75
"698","2010-05-19",1.81
"699","2010-05-20",1.56
"700","2010-05-21",1.6
"701","2010-05-24",1.51
"702","2010-05-25",1.56
"703","2010-05-26",1.62
"704","2010-05-27",1.72
"705","2010-05-28",1.75
"706","2010-06-01",1.72
"707","2010-06-02",1.67
"708","2010-06-03",1.7
"709","2010-06-04",1.61
"710","2010-06-07",1.5
"711","2010-06-08",1.53
"712","2010-06-09",1.42
"713","2010-06-10",1.46
"714","2010-06-11",1.42
"715","2010-06-14",1.36
"716","2010-06-15",1.35
"717","2010-06-16",1.33
"718","2010-06-17",1.48
"719","2010-06-18",1.5
"720","2010-06-21",1.48
"721","2010-06-22",1.48
"722","2010-06-23",1.34
"723","2010-06-24",1.26
"724","2010-06-25",1.14
"725","2010-06-28",1.34
"726","2010-06-29",1.2
"727","2010-06-30",1.14
"728","2010-07-01",1.14
"729","2010-07-02",1.08
"730","2010-07-06",1.12
"731","2010-07-07",1.15
"732","2010-07-08",1.21
"733","2010-07-09",1.3
"734","2010-07-12",1.32
"735","2010-07-13",1.23
"736","2010-07-14",1.26
"737","2010-07-15",1.35
"738","2010-07-16",1.3
"739","2010-07-19",1.26
"740","2010-07-20",1.26
"741","2010-07-21",1.3
"742","2010-07-22",1.3
"743","2010-07-23",1.3
"744","2010-07-26",1.29
"745","2010-07-27",1.32
"746","2010-07-28",1.3
"747","2010-07-29",1.36
"748","2010-07-30",1.36
"749","2010-08-02",1.36
"750","2010-08-03",1.4
"751","2010-08-04",1.39
"752","2010-08-05",1.38
"753","2010-08-06",1.41
"754","2010-08-09",1.31
"755","2010-08-10",1.31
"756","2010-08-11",1.28
"757","2010-08-12",1.22
"758","2010-08-13",1.22
"759","2010-08-16",1.2
"760","2010-08-17",1.2
"761","2010-08-18",1.18
"762","2010-08-19",1.25
"763","2010-08-20",1.18
"764","2010-08-23",1.17
"765","2010-08-24",1.26
"766","2010-08-25",1.16
"767","2010-08-26",1.16
"768","2010-08-27",1.23
"769","2010-08-30",1.26
"770","2010-08-31",1.26
"771","2010-09-01",1.26
"772","2010-09-02",1.4
"773","2010-09-03",1.55
"774","2010-09-07",1.63
"775","2010-09-08",1.73
"776","2010-09-09",1.76
"777","2010-09-10",1.84
"778","2010-09-13",1.82
"779","2010-09-14",1.8
"780","2010-09-15",1.76
"781","2010-09-16",1.81
"782","2010-09-17",1.81
"783","2010-09-20",1.86
"784","2010-09-21",1.8
"785","2010-09-22",1.86
"786","2010-09-23",1.83
"787","2010-09-24",1.9
"788","2010-09-27",1.93
"789","2010-09-28",1.99
"790","2010-09-29",2.08
"791","2010-09-30",2.1
"792","2010-10-01",2.12
"793","2010-10-04",2.1
"794","2010-10-05",2.14
"795","2010-10-06",2.1
"796","2010-10-07",2.07
"797","2010-10-08",2.16
"798","2010-10-11",2.12
"799","2010-10-12",2.09
"800","2010-10-13",2
"801","2010-10-14",1.92
"802","2010-10-15",2.01
"803","2010-10-18",2.11
"804","2010-10-19",2.06
"805","2010-10-20",2.1
"806","2010-10-21",2.1
"807","2010-10-22",1.92
"808","2010-10-25",2.08
"809","2010-10-26",2.06
"810","2010-10-27",2.09
"811","2010-10-28",2.15
"812","2010-10-29",2.1
"813","2010-11-01",2.1
"814","2010-11-02",2.12
"815","2010-11-03",2.05
"816","2010-11-04",2.12
"817","2010-11-05",2.17
"818","2010-11-08",2.15
"819","2010-11-09",2
"820","2010-11-10",1.94
"821","2010-11-11",2.12
"822","2010-11-12",2.09
"823","2010-11-15",2.09
"824","2010-11-16",2.09
"825","2010-11-17",2.01
"826","2010-11-18",2
"827","2010-11-19",1.98
"828","2010-11-22",1.97
"829","2010-11-23",1.92
"830","2010-11-24",1.94
"831","2010-11-26",2.06
"832","2010-11-29",2.17
"833","2010-11-30",2.27
"834","2010-12-01",2.18
"835","2010-12-02",2.27
"836","2010-12-03",2.3
"837","2010-12-06",2.42
"838","2010-12-07",2.46
"839","2010-12-08",2.31
"840","2010-12-09",2.17
"841","2010-12-10",2.31
"842","2010-12-13",2.31
"843","2010-12-14",2.16
"844","2010-12-15",2.25
"845","2010-12-16",2.26
"846","2010-12-17",2.19
"847","2010-12-20",2.26
"848","2010-12-21",2.21
"849","2010-12-22",2.18
"850","2010-12-23",2.21
"851","2010-12-27",2.25
"852","2010-12-28",2.25
"853","2010-12-29",2.28
"854","2010-12-30",2.41
"855","2010-12-31",2.48
"856","2011-01-03",2.79
"857","2011-01-04",2.5
"858","2011-01-05",2.35
"859","2011-01-06",2.42
"860","2011-01-07",2.41
"861","2011-01-10",2.35
"862","2011-01-11",2.33
"863","2011-01-12",2.39
"864","2011-01-13",2.36
"865","2011-01-14",2.32
"866","2011-01-18",2.3
"867","2011-01-19",2.34
"868","2011-01-20",2.35
"869","2011-01-21",2.37
"870","2011-01-24",2.3
"871","2011-01-25",2.25
"872","2011-01-26",2.28
"873","2011-01-27",2.12
"874","2011-01-28",2.06
"875","2011-01-31",2.04
"876","2011-02-01",2.16
"877","2011-02-02",2.26
"878","2011-02-03",2.25
"879","2011-02-04",2.31
"880","2011-02-07",2.32
"881","2011-02-08",2.41
"882","2011-02-09",2.51
"883","2011-02-10",2.43
"884","2011-02-11",2.53
"885","2011-02-14",2.49
"886","2011-02-15",2.67
"887","2011-02-16",2.54
"888","2011-02-17",2.58
"889","2011-02-18",2.63
"890","2011-02-22",2.45
"891","2011-02-23",2.38
"892","2011-02-24",2.43
"893","2011-02-25",2.5
"894","2011-02-28",2.49
"895","2011-03-01",2.43
"896","2011-03-02",2.41
"897","2011-03-03",2.46
"898","2011-03-04",2.42
"899","2011-03-07",2.47
"900","2011-03-08",2.49
"901","2011-03-09",2.49
"902","2011-03-10",2.3
"903","2011-03-11",2.32
"904","2011-03-14",2.3
"905","2011-03-15",2.14
"906","2011-03-16",2.14
"907","2011-03-17",2.19
"908","2011-03-18",2.23
"909","2011-03-21",2.27
"910","2011-03-22",2.22
"911","2011-03-23",2.25
"912","2011-03-24",2.27
"913","2011-03-25",2.24
"914","2011-03-28",2.25
"915","2011-03-29",2.29
"916","2011-03-30",2.3
"917","2011-03-31",2.24
"918","2011-04-01",2.2
"919","2011-04-04",2.3
"920","2011-04-05",2.29
"921","2011-04-06",2.54
"922","2011-04-07",2.5
"923","2011-04-08",2.69
"924","2011-04-11",2.5
"925","2011-04-12",2.4
"926","2011-04-13",2.52
"927","2011-04-14",2.66
"928","2011-04-15",2.69
"929","2011-04-18",2.61
"930","2011-04-19",2.58
"931","2011-04-20",2.93
"932","2011-04-21",3.68
"933","2011-04-25",3.85
"934","2011-04-26",3.56
"935","2011-04-27",3.4
"936","2011-04-28",3.45
"937","2011-04-29",3.39
"938","2011-05-02",3.31
"939","2011-05-03",3.09
"940","2011-05-04",3.13
"941","2011-05-05",3.05
"942","2011-05-06",2.96
"943","2011-05-09",2.91
"944","2011-05-10",2.96
"945","2011-05-11",2.9
"946","2011-05-12",3.08
"947","2011-05-13",3.02
"948","2011-05-16",3.1
"949","2011-05-17",3.15
"950","2011-05-18",3.09
"951","2011-05-19",3.17
"952","2011-05-20",3.3
"953","2011-05-23",3.41
"954","2011-05-24",3.3
"955","2011-05-25",3.57
"956","2011-05-26",3.8
"957","2011-05-27",4.05
"958","2011-05-31",3.96
"959","2011-06-01",3.65
"960","2011-06-02",3.68
"961","2011-06-03",3.68
"962","2011-06-06",3.64
"963","2011-06-07",3.63
"964","2011-06-08",3.45
"965","2011-06-09",3.6
"966","2011-06-10",3.41
"967","2011-06-13",3.45
"968","2011-06-14",3.66
"969","2011-06-15",3.64
"970","2011-06-16",3.53
"971","2011-06-17",3.62
"972","2011-06-20",3.63
"973","2011-06-21",3.51
"974","2011-06-22",3.53
"975","2011-06-23",3.51
"976","2011-06-24",3.45
"977","2011-06-27",3.39
"978","2011-06-28",3.59
"979","2011-06-29",3.75
"980","2011-06-30",3.75
"981","2011-07-01",3.89
"982","2011-07-05",3.77
"983","2011-07-06",3.77
"984","2011-07-07",3.78
"985","2011-07-08",3.9
"986","2011-07-11",3.82
"987","2011-07-12",3.73
"988","2011-07-13",3.9
"989","2011-07-14",3.9
"990","2011-07-15",3.99
"991","2011-07-18",3.95
"992","2011-07-19",3.98
"993","2011-07-20",4.15
"994","2011-07-21",4.24
"995","2011-07-22",4.34
"996","2011-07-25",4.43
"997","2011-07-26",4.31
"998","2011-07-27",4.2
"999","2011-07-28",4.03
"1000","2011-07-29",4.27
"1001","2011-08-01",4.44
"1002","2011-08-02",4.18
"1003","2011-08-03",3.98
"1004","2011-08-04",3.47
