"","date","FNB"
"1","2007-01-03",18.34
"2","2007-01-04",18.459999
"3","2007-01-05",17.879999
"4","2007-01-08",18.049999
"5","2007-01-09",17.98
"6","2007-01-10",17.85
"7","2007-01-11",18.040001
"8","2007-01-12",18.030001
"9","2007-01-16",17.690001
"10","2007-01-17",17.65
"11","2007-01-18",17.42
"12","2007-01-19",17.68
"13","2007-01-22",17.43
"14","2007-01-23",17.639999
"15","2007-01-24",17.799999
"16","2007-01-25",17.379999
"17","2007-01-26",17.58
"18","2007-01-29",17.700001
"19","2007-01-30",17.68
"20","2007-01-31",17.59
"21","2007-02-01",17.799999
"22","2007-02-02",17.790001
"23","2007-02-05",17.549999
"24","2007-02-06",17.799999
"25","2007-02-07",17.9
"26","2007-02-08",17.799999
"27","2007-02-09",17.639999
"28","2007-02-12",17.719999
"29","2007-02-13",17.860001
"30","2007-02-14",17.92
"31","2007-02-15",17.969999
"32","2007-02-16",18.07
"33","2007-02-20",18.24
"34","2007-02-21",18.24
"35","2007-02-22",18.24
"36","2007-02-23",18.129999
"37","2007-02-26",18.040001
"38","2007-02-27",17.35
"39","2007-02-28",17.16
"40","2007-03-01",17.16
"41","2007-03-02",16.860001
"42","2007-03-05",16.469999
"43","2007-03-06",16.879999
"44","2007-03-07",16.76
"45","2007-03-08",16.73
"46","2007-03-09",16.83
"47","2007-03-12",16.879999
"48","2007-03-13",16.25
"49","2007-03-14",16.74
"50","2007-03-15",16.98
"51","2007-03-16",16.809999
"52","2007-03-19",17
"53","2007-03-20",17.16
"54","2007-03-21",17.6
"55","2007-03-22",17.4
"56","2007-03-23",17.4
"57","2007-03-26",17.290001
"58","2007-03-27",17.059999
"59","2007-03-28",16.870001
"60","2007-03-29",16.959999
"61","2007-03-30",16.85
"62","2007-04-02",16.73
"63","2007-04-03",17.059999
"64","2007-04-04",17.059999
"65","2007-04-05",17
"66","2007-04-09",16.91
"67","2007-04-10",17.040001
"68","2007-04-11",16.940001
"69","2007-04-12",16.99
"70","2007-04-13",17.190001
"71","2007-04-16",17.540001
"72","2007-04-17",17.469999
"73","2007-04-18",17.43
"74","2007-04-19",17.26
"75","2007-04-20",17.65
"76","2007-04-23",17.26
"77","2007-04-24",17.27
"78","2007-04-25",17.41
"79","2007-04-26",17.34
"80","2007-04-27",17.16
"81","2007-04-30",16.780001
"82","2007-05-01",16.85
"83","2007-05-02",16.9
"84","2007-05-03",17.07
"85","2007-05-04",17.18
"86","2007-05-07",17.129999
"87","2007-05-08",17.08
"88","2007-05-09",17.139999
"89","2007-05-10",17.01
"90","2007-05-11",17.17
"91","2007-05-14",16.92
"92","2007-05-15",16.68
"93","2007-05-16",16.780001
"94","2007-05-17",16.51
"95","2007-05-18",16.58
"96","2007-05-21",16.85
"97","2007-05-22",16.91
"98","2007-05-23",16.73
"99","2007-05-24",16.65
"100","2007-05-25",16.76
"101","2007-05-29",16.82
"102","2007-05-30",16.6
"103","2007-05-31",16.709999
"104","2007-06-01",16.9
"105","2007-06-04",16.92
"106","2007-06-05",16.809999
"107","2007-06-06",16.77
"108","2007-06-07",16.68
"109","2007-06-08",16.870001
"110","2007-06-11",16.82
"111","2007-06-12",16.629999
"112","2007-06-13",16.719999
"113","2007-06-14",16.709999
"114","2007-06-15",17.120001
"115","2007-06-18",16.92
"116","2007-06-19",17
"117","2007-06-20",16.719999
"118","2007-06-21",16.66
"119","2007-06-22",16.6
"120","2007-06-25",16.549999
"121","2007-06-26",16.65
"122","2007-06-27",17.030001
"123","2007-06-28",16.99
"124","2007-06-29",16.74
"125","2007-07-02",16.85
"126","2007-07-03",16.92
"127","2007-07-05",16.9
"128","2007-07-06",16.85
"129","2007-07-09",16.639999
"130","2007-07-10",16.08
"131","2007-07-11",16.02
"132","2007-07-12",16.43
"133","2007-07-13",16.299999
"134","2007-07-16",16.07
"135","2007-07-17",16.129999
"136","2007-07-18",15.77
"137","2007-07-19",15.76
"138","2007-07-20",15.83
"139","2007-07-23",15.77
"140","2007-07-24",15.23
"141","2007-07-25",15.34
"142","2007-07-26",15.01
"143","2007-07-27",15.07
"144","2007-07-30",15.22
"145","2007-07-31",15.01
"146","2007-08-01",15.18
"147","2007-08-02",15.3
"148","2007-08-03",14.66
"149","2007-08-06",15.8
"150","2007-08-07",16.57
"151","2007-08-08",17.23
"152","2007-08-09",17.719999
"153","2007-08-10",16.93
"154","2007-08-13",16.219999
"155","2007-08-14",16.040001
"156","2007-08-15",16.02
"157","2007-08-16",17.459999
"158","2007-08-17",17.780001
"159","2007-08-20",17.700001
"160","2007-08-21",17.91
"161","2007-08-22",17.6
"162","2007-08-23",17.209999
"163","2007-08-24",17.26
"164","2007-08-27",17.030001
"165","2007-08-28",16.66
"166","2007-08-29",17.049999
"167","2007-08-30",16.719999
"168","2007-08-31",16.98
"169","2007-09-04",17.18
"170","2007-09-05",17.200001
"171","2007-09-06",17.120001
"172","2007-09-07",16.799999
"173","2007-09-10",16.629999
"174","2007-09-11",16.709999
"175","2007-09-12",16.48
"176","2007-09-13",16.49
"177","2007-09-14",16.65
"178","2007-09-17",16.43
"179","2007-09-18",17.290001
"180","2007-09-19",17.549999
"181","2007-09-20",17.219999
"182","2007-09-21",17.280001
"183","2007-09-24",16.91
"184","2007-09-25",16.73
"185","2007-09-26",16.959999
"186","2007-09-27",17.030001
"187","2007-09-28",16.540001
"188","2007-10-01",17.209999
"189","2007-10-02",17.5
"190","2007-10-03",17.459999
"191","2007-10-04",17.6
"192","2007-10-05",17.75
"193","2007-10-08",17.52
"194","2007-10-09",17.700001
"195","2007-10-10",17.52
"196","2007-10-11",17.41
"197","2007-10-12",17.4
"198","2007-10-15",16.940001
"199","2007-10-16",16.5
"200","2007-10-17",16.610001
"201","2007-10-18",16.6
"202","2007-10-19",15.94
"203","2007-10-22",15.96
"204","2007-10-23",16.059999
"205","2007-10-24",15.96
"206","2007-10-25",16.02
"207","2007-10-26",16.57
"208","2007-10-29",16.57
"209","2007-10-30",16.5
"210","2007-10-31",16.620001
"211","2007-11-01",15.63
"212","2007-11-02",15.22
"213","2007-11-05",15.04
"214","2007-11-06",15.57
"215","2007-11-07",14.8
"216","2007-11-08",15.4
"217","2007-11-09",15.47
"218","2007-11-12",15.57
"219","2007-11-13",16.200001
"220","2007-11-14",15.85
"221","2007-11-15",15.4
"222","2007-11-16",15.49
"223","2007-11-19",14.99
"224","2007-11-20",14.85
"225","2007-11-21",14.98
"226","2007-11-23",15.48
"227","2007-11-26",14.67
"228","2007-11-27",15
"229","2007-11-28",15.66
"230","2007-11-29",15.25
"231","2007-11-30",15.51
"232","2007-12-03",14.96
"233","2007-12-04",14.65
"234","2007-12-05",14.72
"235","2007-12-06",15.41
"236","2007-12-07",15.16
"237","2007-12-10",15.42
"238","2007-12-11",14.55
"239","2007-12-12",14.56
"240","2007-12-13",14.43
"241","2007-12-14",14
"242","2007-12-17",13.93
"243","2007-12-18",14.54
"244","2007-12-19",14.36
"245","2007-12-20",14.71
"246","2007-12-21",15.76
"247","2007-12-24",15.65
"248","2007-12-26",15.66
"249","2007-12-27",14.94
"250","2007-12-28",14.68
"251","2007-12-31",14.7
"252","2008-01-02",14.24
"253","2008-01-03",13.91
"254","2008-01-04",13.52
"255","2008-01-07",13.94
"256","2008-01-08",13.29
"257","2008-01-09",13.54
