"","date","FNKO"
"120","2018-04-26",8.77
"121","2018-04-27",8.81
"122","2018-04-30",8.79
"123","2018-05-01",8.95
"124","2018-05-02",9.02
"125","2018-05-03",9.05
"126","2018-05-04",9.05
"127","2018-05-07",9.14
"128","2018-05-08",9.24
"129","2018-05-09",9.34
"130","2018-05-10",9.52
"131","2018-05-11",9.57
"132","2018-05-14",9.45
"133","2018-05-15",9.67
"134","2018-05-16",9.74
"135","2018-05-17",9.55
"136","2018-05-18",9.71
"137","2018-05-21",9.78
"138","2018-05-22",9.57
"139","2018-05-23",9.7
"140","2018-05-24",9.77
"141","2018-05-25",9.81
"142","2018-05-29",9.9
"143","2018-05-30",10.04
"144","2018-05-31",9.94
"145","2018-06-01",10.2
"146","2018-06-04",10.51
"147","2018-06-05",10.69
"148","2018-06-06",10.78
"149","2018-06-07",11.3
"150","2018-06-08",11.99
"151","2018-06-11",11.92
"152","2018-06-12",11.86
"153","2018-06-13",11.59
"154","2018-06-14",11.63
"155","2018-06-15",11.39
"156","2018-06-18",11.51
"157","2018-06-19",11.5
"158","2018-06-20",11.52
"159","2018-06-21",11.38
"160","2018-06-22",11.81
"161","2018-06-25",11.97
"162","2018-06-26",11.75
"163","2018-06-27",11.71
"164","2018-06-28",11.96
"165","2018-06-29",12.55
"166","2018-07-02",13.23
"167","2018-07-03",13.41
"168","2018-07-05",14.18
"169","2018-07-06",14.87
"170","2018-07-09",13.82
"171","2018-07-10",14.13
"172","2018-07-11",13.55
"173","2018-07-12",15.21
"174","2018-07-13",16.110001
"175","2018-07-16",15.69
"176","2018-07-17",15.6
"177","2018-07-18",16.32
"178","2018-07-19",17.530001
"179","2018-07-20",16.75
"180","2018-07-23",17.950001
"181","2018-07-24",17.83
"182","2018-07-25",16.110001
"183","2018-07-26",17.370001
"184","2018-07-27",16.719999
"185","2018-07-30",16.91
"186","2018-07-31",17.559999
"187","2018-08-01",16.610001
"188","2018-08-02",17.370001
"189","2018-08-03",18.450001
"190","2018-08-06",19.540001
"191","2018-08-07",19.969999
"192","2018-08-08",19.200001
"193","2018-08-09",20.120001
"194","2018-08-10",20.84
"195","2018-08-13",21.549999
"196","2018-08-14",20.6
"197","2018-08-15",20.219999
"198","2018-08-16",19.5
"199","2018-08-17",19.84
"200","2018-08-20",20.92
"201","2018-08-21",21.549999
"202","2018-08-22",23
"203","2018-08-23",22.969999
"204","2018-08-24",23.26
"205","2018-08-27",23.889999
"206","2018-08-28",23.299999
"207","2018-08-29",23.77
"208","2018-08-30",24.27
"209","2018-08-31",25.42
"210","2018-09-04",26.620001
"211","2018-09-05",27.059999
"212","2018-09-06",27.719999
"213","2018-09-07",28.85
"214","2018-09-10",31.049999
"215","2018-09-11",25.52
"216","2018-09-12",24.549999
"217","2018-09-13",23.120001
"218","2018-09-14",20.98
"219","2018-09-17",20.030001
"220","2018-09-18",20.969999
"221","2018-09-19",20.879999
"222","2018-09-20",20.030001
"223","2018-09-21",20.719999
"224","2018-09-24",21.290001
"225","2018-09-25",20.969999
"226","2018-09-26",21.5
"227","2018-09-27",22.9
"228","2018-09-28",23.690001
"229","2018-10-01",21.42
"230","2018-10-02",20.139999
"231","2018-10-03",20.32
"232","2018-10-04",19.780001
"233","2018-10-05",19.469999
"234","2018-10-08",20.450001
"235","2018-10-09",19.299999
"236","2018-10-10",17.799999
"237","2018-10-11",17.43
"238","2018-10-12",18.610001
"239","2018-10-15",19.01
"240","2018-10-16",19.790001
"241","2018-10-17",19.030001
"242","2018-10-18",18.32
"243","2018-10-19",18.219999
"244","2018-10-22",20.08
"245","2018-10-23",19.15
"246","2018-10-24",18.09
"247","2018-10-25",18.84
"248","2018-10-26",17.889999
"249","2018-10-29",18.02
"250","2018-10-30",18.91
"251","2018-10-31",18.85
"252","2018-11-01",19.459999
"253","2018-11-02",20.59
"254","2018-11-05",19.450001
"255","2018-11-06",19.790001
"256","2018-11-07",20.969999
"257","2018-11-08",19.950001
"258","2018-11-09",15.67
"259","2018-11-12",15.85
"260","2018-11-13",15.59
"261","2018-11-14",16.610001
"262","2018-11-15",17.040001
"263","2018-11-16",16.23
"264","2018-11-19",15.19
"265","2018-11-20",15.13
"266","2018-11-21",15.65
"267","2018-11-23",15.59
"268","2018-11-26",15.89
"269","2018-11-27",15.46
"270","2018-11-28",15.86
"271","2018-11-29",16.07
"272","2018-11-30",15.03
"273","2018-12-03",14.78
"274","2018-12-04",14.76
"275","2018-12-06",14.81
"276","2018-12-07",14.37
"277","2018-12-10",14.8
"278","2018-12-11",14.04
"279","2018-12-12",14.31
"280","2018-12-13",13.71
"281","2018-12-14",13.38
"282","2018-12-17",13.6
"283","2018-12-18",13.14
"284","2018-12-19",12.53
"285","2018-12-20",12.51
"286","2018-12-21",11.57
"287","2018-12-24",11.66
"288","2018-12-26",12.71
"289","2018-12-27",12.97
"290","2018-12-28",13.11
"291","2018-12-31",13.15
"292","2019-01-02",14.12
"293","2019-01-03",13.69
"294","2019-01-04",14
"295","2019-01-07",14.97
"296","2019-01-08",14.94
"297","2019-01-09",16.25
"298","2019-01-10",16.16
"299","2019-01-11",16.209999
"300","2019-01-14",15.98
"301","2019-01-15",16.15
"302","2019-01-16",15.9
"303","2019-01-17",16.16
"304","2019-01-18",16.41
"305","2019-01-22",16.040001
"306","2019-01-23",15.96
"307","2019-01-24",17.049999
"308","2019-01-25",17.85
"309","2019-01-28",17.34
"310","2019-01-29",17.299999
"311","2019-01-30",17
"312","2019-01-31",17.35
"313","2019-02-01",17.780001
"314","2019-02-04",18.02
"315","2019-02-05",17.459999
"316","2019-02-06",17.1
"317","2019-02-07",17.27
"318","2019-02-08",17.43
"319","2019-02-11",17.52
"320","2019-02-12",18.219999
"321","2019-02-13",18.639999
"322","2019-02-14",18.639999
"323","2019-02-15",18.190001
"324","2019-02-19",18.950001
"325","2019-02-20",19.139999
"326","2019-02-21",19.08
"327","2019-02-22",19.559999
"328","2019-02-25",19.969999
"329","2019-02-26",19.959999
"330","2019-02-27",20.15
"331","2019-02-28",19.889999
"332","2019-03-01",20.92
"333","2019-03-04",19.889999
"334","2019-03-05",18.790001
"335","2019-03-06",18.700001
"336","2019-03-07",17.790001
"337","2019-03-08",19.799999
"338","2019-03-11",19.459999
"339","2019-03-12",19.85
"340","2019-03-13",20.41
"341","2019-03-14",21.1
"342","2019-03-15",21.66
"343","2019-03-18",21.5
"344","2019-03-19",21.389999
"345","2019-03-20",21.280001
"346","2019-03-21",21.129999
"347","2019-03-22",20.379999
"348","2019-03-25",21.030001
"349","2019-03-26",21.049999
"350","2019-03-27",20.950001
"351","2019-03-28",21.57
"352","2019-03-29",21.719999
"353","2019-04-01",21.67
"354","2019-04-02",21.57
"355","2019-04-03",21.860001
"356","2019-04-04",21.620001
"357","2019-04-05",21.940001
"358","2019-04-08",21.450001
"359","2019-04-09",20.75
"360","2019-04-10",21.299999
"361","2019-04-11",20.809999
"362","2019-04-12",20.709999
"363","2019-04-15",20.5
"364","2019-04-16",20.139999
"365","2019-04-17",19.09
"366","2019-04-18",18.85
"367","2019-04-22",18.540001
"368","2019-04-23",19.690001
"369","2019-04-24",19.389999
"370","2019-04-25",19.26
"371","2019-04-26",19.41
"372","2019-04-29",19.870001
"373","2019-04-30",19.83
"374","2019-05-01",19.84
"375","2019-05-02",19.959999
"376","2019-05-03",20.51
"377","2019-05-06",21.32
"378","2019-05-07",21.76
"379","2019-05-08",22.040001
"380","2019-05-09",21.209999
"381","2019-05-10",22.540001
"382","2019-05-13",20.309999
"383","2019-05-14",21.280001
"384","2019-05-15",21.700001
"385","2019-05-16",21.879999
"386","2019-05-17",21.040001
"387","2019-05-20",20.940001
"388","2019-05-21",21.440001
"389","2019-05-22",21.4
"390","2019-05-23",21.049999
"391","2019-05-24",21.379999
"392","2019-05-28",21.379999
"393","2019-05-29",20.940001
"394","2019-05-30",21.32
"395","2019-05-31",20.76
"396","2019-06-03",19.549999
"397","2019-06-04",20.200001
"398","2019-06-05",20.59
"399","2019-06-06",20.74
"400","2019-06-07",21.58
"401","2019-06-10",21.83
"402","2019-06-11",21.49
"403","2019-06-12",21.52
"404","2019-06-13",21.83
"405","2019-06-14",21.73
"406","2019-06-17",21.549999
"407","2019-06-18",21.969999
"408","2019-06-19",22.24
"409","2019-06-20",24.25
"410","2019-06-21",24.25
"411","2019-06-24",23.4
"412","2019-06-25",23.549999
"413","2019-06-26",23.24
"414","2019-06-27",25.24
"415","2019-06-28",24.219999
"416","2019-07-01",22.809999
"417","2019-07-02",22.41
"418","2019-07-03",21.67
"419","2019-07-05",21.719999
"420","2019-07-08",21.33
"421","2019-07-09",21.02
"422","2019-07-10",21.700001
"423","2019-07-11",21.469999
"424","2019-07-12",21.530001
"425","2019-07-15",22.99
"426","2019-07-16",23.4
"427","2019-07-17",23.49
"428","2019-07-18",23.969999
"429","2019-07-19",23.860001
"430","2019-07-22",24.08
"431","2019-07-23",24.01
"432","2019-07-24",24.32
"433","2019-07-25",23.700001
"434","2019-07-26",24.25
"435","2019-07-29",24.780001
"436","2019-07-30",24.9
"437","2019-07-31",25.01
"438","2019-08-01",24.379999
"439","2019-08-02",22.59
"440","2019-08-05",21.91
"441","2019-08-06",22.120001
"442","2019-08-07",21.82
"443","2019-08-08",23.41
"444","2019-08-09",24
"445","2019-08-12",23.59
"446","2019-08-13",23.799999
"447","2019-08-14",23.360001
"448","2019-08-15",22.01
"449","2019-08-16",22.219999
"450","2019-08-19",22.48
"451","2019-08-20",22.85
"452","2019-08-21",23.41
"453","2019-08-22",23.27
"454","2019-08-23",22.040001
"455","2019-08-26",22.33
"456","2019-08-27",22.219999
"457","2019-08-28",22.85
"458","2019-08-29",23.809999
"459","2019-08-30",23.99
"460","2019-09-03",23.370001
"461","2019-09-04",24.15
"462","2019-09-05",23.610001
"463","2019-09-06",23.59
"464","2019-09-09",23.08
"465","2019-09-10",23.959999
"466","2019-09-11",25.85
"467","2019-09-12",26.99
"468","2019-09-13",27.389999
"469","2019-09-16",27.860001
"470","2019-09-17",24.91
"471","2019-09-18",25.110001
"472","2019-09-19",23.41
"473","2019-09-20",21.92
"474","2019-09-23",21.26
"475","2019-09-24",20.41
"476","2019-09-25",20.059999
"477","2019-09-26",20.059999
"478","2019-09-27",20.07
"479","2019-09-30",20.575001
"480","2019-10-01",20.280001
"481","2019-10-02",19.83
"482","2019-10-03",19.15
"483","2019-10-04",19.924999
"484","2019-10-07",20.17
"485","2019-10-08",19.66
"486","2019-10-09",19.549999
"487","2019-10-10",19.870001
"488","2019-10-11",20
"489","2019-10-14",19
"490","2019-10-15",19
"491","2019-10-16",18.875
"492","2019-10-17",17.5
"493","2019-10-18",18.33
"494","2019-10-21",18.1
"495","2019-10-22",17.950001
"496","2019-10-23",17.639999
"497","2019-10-24",17.450001
"498","2019-10-25",17.59
"499","2019-10-28",17.879999
"500","2019-10-29",17.469999
"501","2019-10-30",17.41
"502","2019-10-31",18
"503","2019-11-01",15.2
"504","2019-11-04",15.295
"505","2019-11-05",14.6
"506","2019-11-06",14.59
"507","2019-11-07",14.97
"508","2019-11-08",14.25
"509","2019-11-11",14.39
"510","2019-11-12",14.52
"511","2019-11-13",14.16
"512","2019-11-14",14.06
"513","2019-11-15",14.36
"514","2019-11-18",14.32
"515","2019-11-19",14.05
"516","2019-11-20",13.85
"517","2019-11-21",13.755
"518","2019-11-22",14.91
"519","2019-11-25",14.02
"520","2019-11-26",14.3
"521","2019-11-27",14.27
"522","2019-11-29",14.27
"523","2019-12-02",14.44
"524","2019-12-03",14.22
"525","2019-12-04",14.61
"526","2019-12-05",14.53
"527","2019-12-06",15.01
"528","2019-12-09",15.22
"529","2019-12-10",14.72
"530","2019-12-11",14.62
"531","2019-12-12",14.95
"532","2019-12-13",15.15
"533","2019-12-16",15.18
"534","2019-12-17",15.5
"535","2019-12-18",15.35
"536","2019-12-19",16.110001
"537","2019-12-20",16.129999
"538","2019-12-23",16.459999
"539","2019-12-24",16.5
"540","2019-12-26",16.51
"541","2019-12-27",16.879999
"542","2019-12-30",16.895
"543","2019-12-31",17.16
"544","2020-01-02",17.57
"545","2020-01-03",16.85
"546","2020-01-06",16.51
"547","2020-01-07",15.79
"548","2020-01-08",16.01
"549","2020-01-09",15.5
"550","2020-01-10",15.47
"551","2020-01-13",15.93
"552","2020-01-14",15.64
"553","2020-01-15",15.28
"554","2020-01-16",15.14
"555","2020-01-17",15.62
"556","2020-01-21",15.66
"557","2020-01-22",15.65
"558","2020-01-23",15.67
"559","2020-01-24",15.52
"560","2020-01-27",15.34
"561","2020-01-28",15.56
"562","2020-01-29",15.5
"563","2020-01-30",15.62
"564","2020-01-31",15.03
"565","2020-02-03",15.12
"566","2020-02-04",15.07
"567","2020-02-05",15.49
"568","2020-02-06",9.29
"569","2020-02-07",8.61
"570","2020-02-10",8.58
"571","2020-02-11",8.85
"572","2020-02-12",9.21
"573","2020-02-13",9.44
"574","2020-02-14",9.71
"575","2020-02-18",9.235
"576","2020-02-19",9.16
"577","2020-02-20",8.95
"578","2020-02-21",8.87
"579","2020-02-24",8.525
"580","2020-02-25",8.69
"581","2020-02-26",8.2
"582","2020-02-27",8.09
"583","2020-02-28",8.11
"584","2020-03-02",7.905
"585","2020-03-03",7.39
"586","2020-03-04",7.53
"587","2020-03-05",7.24
"588","2020-03-06",6.92
"589","2020-03-09",6.3
"590","2020-03-10",6.21
"591","2020-03-11",5.62
"592","2020-03-12",4.57
"593","2020-03-13",5.02
"594","2020-03-16",4.31
"595","2020-03-17",4.52
"596","2020-03-18",3.82
"597","2020-03-19",4.13
"598","2020-03-20",4.05
"599","2020-03-23",3.64
"600","2020-03-24",4
"601","2020-03-25",4.14
"602","2020-03-26",4.52
"603","2020-03-27",4.19
"604","2020-03-30",4.02
"605","2020-03-31",3.99
"606","2020-04-01",3.83
"607","2020-04-02",3.53
"608","2020-04-03",3.18
"609","2020-04-06",3.45
"610","2020-04-07",3.5
"611","2020-04-08",3.43
"612","2020-04-09",3.58
"613","2020-04-13",3.84
"614","2020-04-14",4.17
"615","2020-04-15",3.81
"616","2020-04-16",3.81
"617","2020-04-17",3.79
"618","2020-04-20",3.67
"619","2020-04-21",3.665
"620","2020-04-22",3.42
"621","2020-04-23",3.63
"622","2020-04-24",3.51
"623","2020-04-27",3.68
"624","2020-04-28",3.96
"625","2020-04-29",4.01
"626","2020-04-30",4.28
"627","2020-05-01",3.88
"628","2020-05-04",4.05
"629","2020-05-05",3.7
"630","2020-05-06",3.78
"631","2020-05-07",3.89
"632","2020-05-08",4.73
"633","2020-05-11",4.66
"634","2020-05-12",4.475
"635","2020-05-13",4.13
"636","2020-05-14",4.32
"637","2020-05-15",4.22
"638","2020-05-18",4.86
"639","2020-05-19",4.8
"640","2020-05-20",4.87
"641","2020-05-21",4.84
"642","2020-05-22",4.78
"643","2020-05-26",5.13
"644","2020-05-27",5.8
"645","2020-05-28",5.35
"646","2020-05-29",5.65
"647","2020-06-01",5.76
"648","2020-06-02",5.4
"649","2020-06-03",6.29
"650","2020-06-04",6.35
"651","2020-06-05",7.11
"652","2020-06-08",7.69
"653","2020-06-09",7.11
"654","2020-06-10",6.81
"655","2020-06-11",6.09
"656","2020-06-12",6.435
"657","2020-06-15",6.3
"658","2020-06-16",6.395
"659","2020-06-17",6.15
"660","2020-06-18",5.88
"661","2020-06-19",5.68
"662","2020-06-22",5.65
"663","2020-06-23",6.08
"664","2020-06-24",5.58
"665","2020-06-25",5.7
"666","2020-06-26",5.49
"667","2020-06-29",5.78
"668","2020-06-30",5.8
"669","2020-07-01",5.9
"670","2020-07-02",5.89
"671","2020-07-06",5.56
"672","2020-07-07",5.33
"673","2020-07-08",5.14
"674","2020-07-09",4.93
"675","2020-07-10",5.28
"676","2020-07-13",5.19
"677","2020-07-14",6.36
"678","2020-07-15",6.07
"679","2020-07-16",6.05
"680","2020-07-17",5.9
"681","2020-07-20",5.79
"682","2020-07-21",6.24
"683","2020-07-22",6.05
"684","2020-07-23",6
"685","2020-07-24",5.71
"686","2020-07-27",5.57
"687","2020-07-28",5.84
"688","2020-07-29",5.51
"689","2020-07-30",5.62
"690","2020-07-31",5.54
"691","2020-08-03",5.63
"692","2020-08-04",5.68
"693","2020-08-05",5.85
"694","2020-08-06",6.36
"695","2020-08-07",5.57
"696","2020-08-10",5.75
"697","2020-08-11",6.02
"698","2020-08-12",6.145
"699","2020-08-13",6.27
"700","2020-08-14",6.24
"701","2020-08-17",6.04
"702","2020-08-18",5.8
"703","2020-08-19",5.66
"704","2020-08-20",5.67
"705","2020-08-21",5.62
"706","2020-08-24",5.79
"707","2020-08-25",5.78
"708","2020-08-26",5.79
"709","2020-08-27",5.84
"710","2020-08-28",5.97
"711","2020-08-31",5.84
"712","2020-09-01",6.03
"713","2020-09-02",6.37
"714","2020-09-03",5.98
"715","2020-09-04",6
"716","2020-09-08",6.14
"717","2020-09-09",6.19
"718","2020-09-10",6.3
"719","2020-09-11",5.98
"720","2020-09-14",6.1
"721","2020-09-15",6.17
"722","2020-09-16",6.31
"723","2020-09-17",6.34
"724","2020-09-18",6.39
"725","2020-09-21",6.03
"726","2020-09-22",5.93
"727","2020-09-23",5.77
"728","2020-09-24",5.41
"729","2020-09-25",5.75
"730","2020-09-28",5.72
"731","2020-09-29",5.71
"732","2020-09-30",5.79
"733","2020-10-01",5.86
"734","2020-10-02",5.74
"735","2020-10-05",5.91
"736","2020-10-06",5.96
"737","2020-10-07",6.12
"738","2020-10-08",6.16
"739","2020-10-09",6.21
"740","2020-10-12",6.18
"741","2020-10-13",6.13
"742","2020-10-14",6.05
"743","2020-10-15",6.28
"744","2020-10-16",6.12
"745","2020-10-19",6.17
"746","2020-10-20",6.13
"747","2020-10-21",5.96
"748","2020-10-22",5.97
"749","2020-10-23",6.76
"750","2020-10-26",6.61
"751","2020-10-27",7.26
"752","2020-10-28",6.7
"753","2020-10-29",6.52
"754","2020-10-30",6.34
"755","2020-11-02",6.37
"756","2020-11-03",6.79
"757","2020-11-04",6.68
"758","2020-11-05",7.02
"759","2020-11-06",6.05
"760","2020-11-09",6.95
"761","2020-11-10",7.48
"762","2020-11-11",7.55
"763","2020-11-12",6.92
"764","2020-11-13",7.25
"765","2020-11-16",7.97
"766","2020-11-17",8.4
"767","2020-11-18",8.86
"768","2020-11-19",8.65
"769","2020-11-20",8.53
"770","2020-11-23",9.11
"771","2020-11-24",9.53
"772","2020-11-25",9.31
"773","2020-11-27",9.35
