"","date","MESA"
"1","2018-08-10",11.75
"2","2018-08-13",11.5
"3","2018-08-14",11.65
"4","2018-08-15",11.64
"5","2018-08-16",11.7
"6","2018-08-17",11.74
"7","2018-08-20",12.17
"8","2018-08-21",12.33
"9","2018-08-22",12.44
"10","2018-08-23",12.5
"11","2018-08-24",12.56
"12","2018-08-27",12.56
"13","2018-08-28",12.97
"14","2018-08-29",12.84
"15","2018-08-30",13.69
"16","2018-08-31",13.79
"17","2018-09-04",15.82
"18","2018-09-05",15.85
"19","2018-09-06",15.65
"20","2018-09-07",15.85
"21","2018-09-10",15.65
"22","2018-09-11",15.29
"23","2018-09-12",14.65
"24","2018-09-13",15.31
"25","2018-09-14",15.6
"26","2018-09-17",14.84
"27","2018-09-18",14.89
"28","2018-09-19",14.45
"29","2018-09-20",13.56
"30","2018-09-21",13.81
"31","2018-09-24",13.4
"32","2018-09-25",12.57
"33","2018-09-26",13.61
"34","2018-09-27",13.36
"35","2018-09-28",13.86
"36","2018-10-01",13.21
"37","2018-10-02",13.66
"38","2018-10-03",13.9
"39","2018-10-04",13.33
"40","2018-10-05",12.99
"41","2018-10-08",13.21
"42","2018-10-09",13.07
"43","2018-10-10",13.25
"44","2018-10-11",12.62
"45","2018-10-12",13.39
"46","2018-10-15",13.65
"47","2018-10-16",14.08
"48","2018-10-17",14.19
"49","2018-10-18",13.6
"50","2018-10-19",13.86
"51","2018-10-22",14.06
"52","2018-10-23",13.65
"53","2018-10-24",13.63
"54","2018-10-25",13.79
"55","2018-10-26",13.47
"56","2018-10-29",12.99
"57","2018-10-30",13.59
"58","2018-10-31",14.45
"59","2018-11-01",14.12
"60","2018-11-02",13.63
"61","2018-11-05",13.9
"62","2018-11-06",13.73
"63","2018-11-07",14.11
"64","2018-11-08",15.12
"65","2018-11-09",14.46
"66","2018-11-12",14.33
"67","2018-11-13",14.55
"68","2018-11-14",14.78
"69","2018-11-15",15.14
"70","2018-11-16",14.56
"71","2018-11-19",13.01
"72","2018-11-20",13.17
"73","2018-11-21",13.65
"74","2018-11-23",13.94
"75","2018-11-26",13.41
"76","2018-11-27",12.83
"77","2018-11-28",12.46
"78","2018-11-29",11.83
"79","2018-11-30",12.08
"80","2018-12-03",12
"81","2018-12-04",10.63
"82","2018-12-06",11.69
"83","2018-12-07",11.89
"84","2018-12-10",11.7
"85","2018-12-11",11.51
"86","2018-12-12",11.88
"87","2018-12-13",10.23
"88","2018-12-14",10.1
"89","2018-12-17",9.95
"90","2018-12-18",9.14
"91","2018-12-19",7.9
"92","2018-12-20",7.32
"93","2018-12-21",6.86
"94","2018-12-24",6.8
"95","2018-12-26",6.75
"96","2018-12-27",6.56
"97","2018-12-28",7.03
"98","2018-12-31",7.71
"99","2019-01-02",7.7
"100","2019-01-03",7.22
"101","2019-01-04",7.33
"102","2019-01-07",7.77
"103","2019-01-08",7.89
"104","2019-01-09",7.93
"105","2019-01-10",7.66
"106","2019-01-11",7.75
"107","2019-01-14",8.05
"108","2019-01-15",8.19
"109","2019-01-16",8.27
"110","2019-01-17",8.55
"111","2019-01-18",8.65
"112","2019-01-22",8.72
"113","2019-01-23",8.42
"114","2019-01-24",8.48
"115","2019-01-25",8.74
"116","2019-01-28",9.04
"117","2019-01-29",8.82
"118","2019-01-30",9.25
"119","2019-01-31",8.75
"120","2019-02-01",8.73
"121","2019-02-04",9.01
"122","2019-02-05",8.58
"123","2019-02-06",8.65
"124","2019-02-07",8.73
"125","2019-02-08",8.8
"126","2019-02-11",8.8
"127","2019-02-12",9.11
"128","2019-02-13",8.96
"129","2019-02-14",9.52
"130","2019-02-15",9.39
"131","2019-02-19",9.68
"132","2019-02-20",9.33
"133","2019-02-21",9.8
"134","2019-02-22",10.03
"135","2019-02-25",9.71
"136","2019-02-26",10.21
"137","2019-02-27",10.05
"138","2019-02-28",10.07
"139","2019-03-01",9.85
"140","2019-03-04",9.72
"141","2019-03-05",9.53
"142","2019-03-06",9.41
"143","2019-03-07",9.59
"144","2019-03-08",9.62
"145","2019-03-11",9.41
"146","2019-03-12",9.34
"147","2019-03-13",9.46
"148","2019-03-14",9.52
"149","2019-03-15",9.41
"150","2019-03-18",9.34
"151","2019-03-19",9.36
"152","2019-03-20",9.16
"153","2019-03-21",8.74
"154","2019-03-22",8.5
"155","2019-03-25",8.28
"156","2019-03-26",8.13
"157","2019-03-27",8.39
"158","2019-03-28",8.4
"159","2019-03-29",8.34
"160","2019-04-01",8.64
"161","2019-04-02",8.59
"162","2019-04-03",8.71
"163","2019-04-04",8.57
"164","2019-04-05",8.4
"165","2019-04-08",8.27
"166","2019-04-09",8.16
"167","2019-04-10",8.34
"168","2019-04-11",8.46
"169","2019-04-12",8.48
"170","2019-04-15",8.1
"171","2019-04-16",8.05
"172","2019-04-17",8.28
"173","2019-04-18",8.47
"174","2019-04-22",8.62
"175","2019-04-23",8.67
"176","2019-04-24",8.79
"177","2019-04-25",8.73
"178","2019-04-26",8.75
"179","2019-04-29",9.1
"180","2019-04-30",9.14
"181","2019-05-01",9.03
"182","2019-05-02",9.14
"183","2019-05-03",9.29
"184","2019-05-06",9.3
"185","2019-05-07",9.16
"186","2019-05-08",9.17
"187","2019-05-09",9.34
"188","2019-05-10",9.2
"189","2019-05-13",8.81
"190","2019-05-14",8.97
"191","2019-05-15",9.02
"192","2019-05-16",8.9
"193","2019-05-17",8.85
"194","2019-05-20",8.82
"195","2019-05-21",9
"196","2019-05-22",8.88
"197","2019-05-23",8.96
"198","2019-05-24",9.08
"199","2019-05-28",9.1
"200","2019-05-29",9.11
"201","2019-05-30",9.26
"202","2019-05-31",9.12
"203","2019-06-03",9
"204","2019-06-04",8.87
"205","2019-06-05",9.3
"206","2019-06-06",9.54
"207","2019-06-07",10.15
"208","2019-06-10",10.45
"209","2019-06-11",10.32
"210","2019-06-12",10.36
"211","2019-06-13",10.62
"212","2019-06-14",10.85
"213","2019-06-17",10.6
"214","2019-06-18",10.59
"215","2019-06-19",10.67
"216","2019-06-20",10.87
"217","2019-06-21",10.66
"218","2019-06-24",10.14
"219","2019-06-25",9.6
"220","2019-06-26",9.33
"221","2019-06-27",9.19
"222","2019-06-28",9.14
"223","2019-07-01",9.52
"224","2019-07-02",9.38
"225","2019-07-03",9.47
"226","2019-07-05",9.64
"227","2019-07-08",9.53
"228","2019-07-09",9.47
"229","2019-07-10",9.53
"230","2019-07-11",9.41
"231","2019-07-12",9.88
"232","2019-07-15",9.89
"233","2019-07-16",10.16
"234","2019-07-17",10.14
"235","2019-07-18",10.23
"236","2019-07-19",10.09
"237","2019-07-22",10.14
"238","2019-07-23",10.45
"239","2019-07-24",10.77
"240","2019-07-25",10.36
"241","2019-07-26",10.14
"242","2019-07-29",10.12
"243","2019-07-30",10.32
"244","2019-07-31",10.24
"245","2019-08-01",9.81
"246","2019-08-02",9.46
"247","2019-08-05",9.13
"248","2019-08-06",9.35
"249","2019-08-07",9.6
"250","2019-08-08",9.77
"251","2019-08-09",6.62
"252","2019-08-12",5.84
"253","2019-08-13",6.14
"254","2019-08-14",6.19
"255","2019-08-15",5.83
"256","2019-08-16",6.14
"257","2019-08-19",6.48
"258","2019-08-20",6.26
"259","2019-08-21",6.25
"260","2019-08-22",6.06
"261","2019-08-23",6.01
"262","2019-08-26",6.46
"263","2019-08-27",6.33
"264","2019-08-28",6.39
"265","2019-08-29",6.72
"266","2019-08-30",6.46
"267","2019-09-03",6.46
"268","2019-09-04",6.56
"269","2019-09-05",6.65
"270","2019-09-06",6.49
"271","2019-09-09",7.01
"272","2019-09-10",7.27
"273","2019-09-11",7.52
"274","2019-09-12",7.53
"275","2019-09-13",7.79
"276","2019-09-16",7.55
"277","2019-09-17",7.41
"278","2019-09-18",7.29
"279","2019-09-19",7.24
"280","2019-09-20",7.47
"281","2019-09-23",7.41
"282","2019-09-24",7.17
"283","2019-09-25",7.26
"284","2019-09-26",6.88
"285","2019-09-27",6.81
"286","2019-09-30",6.75
"287","2019-10-01",6.49
"288","2019-10-02",6.31
"289","2019-10-03",6.25
"290","2019-10-04",6.35
"291","2019-10-07",6.5
"292","2019-10-08",6.5
"293","2019-10-09",6.38
"294","2019-10-10",6.34
"295","2019-10-11",6.43
"296","2019-10-14",7.03
"297","2019-10-15",7.41
"298","2019-10-16",7.23
"299","2019-10-17",7.27
"300","2019-10-18",7.05
"301","2019-10-21",7.33
"302","2019-10-22",7.71
"303","2019-10-23",7.46
"304","2019-10-24",7.46
"305","2019-10-25",7.68
"306","2019-10-28",7.74
"307","2019-10-29",7.75
"308","2019-10-30",7.77
"309","2019-10-31",7.62
"310","2019-11-01",7.64
"311","2019-11-04",7.55
"312","2019-11-05",7.33
"313","2019-11-06",7.35
"314","2019-11-07",7.6
"315","2019-11-08",7.43
"316","2019-11-11",7.3
"317","2019-11-12",7.11
"318","2019-11-13",7.02
"319","2019-11-14",7.06
"320","2019-11-15",7.19
"321","2019-11-18",7.1
"322","2019-11-19",7.09
"323","2019-11-20",7.09
"324","2019-11-21",6.97
"325","2019-11-22",7.06
"326","2019-11-25",7.11
"327","2019-11-26",7.16
"328","2019-11-27",7.15
"329","2019-11-29",7.27
"330","2019-12-02",7
"331","2019-12-03",8.09
"332","2019-12-04",8.43
"333","2019-12-05",8.73
"334","2019-12-06",8.89
"335","2019-12-09",9.11
"336","2019-12-10",9.07
"337","2019-12-11",9.26
"338","2019-12-12",8.83
"339","2019-12-13",8.86
"340","2019-12-16",8.75
"341","2019-12-17",8.81
"342","2019-12-18",8.76
"343","2019-12-19",8.98
"344","2019-12-20",8.98
"345","2019-12-23",9.4
"346","2019-12-24",9.52
"347","2019-12-26",9.41
"348","2019-12-27",9.14
"349","2019-12-30",8.95
"350","2019-12-31",8.94
"351","2020-01-02",8.84
"352","2020-01-03",8.69
"353","2020-01-06",8.56
"354","2020-01-07",8.58
"355","2020-01-08",8.69
"356","2020-01-09",8.79
"357","2020-01-10",8.64
"358","2020-01-13",8.7
"359","2020-01-14",8.87
"360","2020-01-15",8.96
"361","2020-01-16",9.36
"362","2020-01-17",9.27
"363","2020-01-21",9.07
"364","2020-01-22",9
"365","2020-01-23",9.37
"366","2020-01-24",9.21
"367","2020-01-27",8.71
"368","2020-01-28",8.64
"369","2020-01-29",8.6
"370","2020-01-30",8.66
"371","2020-01-31",8.54
"372","2020-02-03",8.29
"373","2020-02-04",8.24
"374","2020-02-05",8.35
"375","2020-02-06",8.25
"376","2020-02-07",7.81
"377","2020-02-10",7.91
"378","2020-02-11",8.46
"379","2020-02-12",8.35
"380","2020-02-13",8.09
"381","2020-02-14",7.94
"382","2020-02-18",7.69
"383","2020-02-19",7.61
"384","2020-02-20",7.77
"385","2020-02-21",7.68
"386","2020-02-24",7.24
"387","2020-02-25",6.7
"388","2020-02-26",6.3
"389","2020-02-27",5.9
"390","2020-02-28",5.77
"391","2020-03-02",5.95
"392","2020-03-03",5.81
"393","2020-03-04",6.06
"394","2020-03-05",5.34
"395","2020-03-06",5.76
"396","2020-03-09",5.19
"397","2020-03-10",5.43
"398","2020-03-11",4.53
"399","2020-03-12",3.73
"400","2020-03-13",4.72
"401","2020-03-16",3.72
"402","2020-03-17",3.4
"403","2020-03-18",2.89
"404","2020-03-19",2.7
"405","2020-03-20",3.13
"406","2020-03-23",3.02
"407","2020-03-24",3.43
"408","2020-03-25",3.24
"409","2020-03-26",4.09
"410","2020-03-27",3.94
"411","2020-03-30",3.11
"412","2020-03-31",3.29
"413","2020-04-01",3.03
"414","2020-04-02",2.52
"415","2020-04-03",2.13
"416","2020-04-06",2.52
"417","2020-04-07",2.74
"418","2020-04-08",3.25
"419","2020-04-09",3.98
"420","2020-04-13",3.86
"421","2020-04-14",4.16
"422","2020-04-15",4.08
"423","2020-04-16",3.43
"424","2020-04-17",3.29
"425","2020-04-20",3.04
"426","2020-04-21",3.21
"427","2020-04-22",2.93
"428","2020-04-23",3
"429","2020-04-24",2.86
"430","2020-04-27",3.07
"431","2020-04-28",3.63
"432","2020-04-29",4.1
"433","2020-04-30",4.55
"434","2020-05-01",4.15
"435","2020-05-04",3.99
"436","2020-05-05",3.87
"437","2020-05-06",3.55
"438","2020-05-07",3.69
"439","2020-05-08",4.01
"440","2020-05-11",4.06
"441","2020-05-12",3.74
"442","2020-05-13",3.63
"443","2020-05-14",3.33
"444","2020-05-15",3.13
"445","2020-05-18",3.2
"446","2020-05-19",3.15
"447","2020-05-20",3.57
"448","2020-05-21",3.57
"449","2020-05-22",3.5
"450","2020-05-26",3.74
"451","2020-05-27",3.7
"452","2020-05-28",3.41
"453","2020-05-29",3.25
"454","2020-06-01",3.35
"455","2020-06-02",3.38
"456","2020-06-03",3.62
"457","2020-06-04",3.89
"458","2020-06-05",4.31
"459","2020-06-08",4.79
"460","2020-06-09",4.43
"461","2020-06-10",3.82
"462","2020-06-11",3.09
"463","2020-06-12",3.59
"464","2020-06-15",3.6
"465","2020-06-16",3.78
"466","2020-06-17",3.75
"467","2020-06-18",3.69
"468","2020-06-19",3.58
"469","2020-06-22",3.52
"470","2020-06-23",3.54
"471","2020-06-24",3.33
"472","2020-06-25",3.43
"473","2020-06-26",3.41
"474","2020-06-29",3.49
"475","2020-06-30",3.44
"476","2020-07-01",3.33
"477","2020-07-02",3.3
"478","2020-07-06",3.36
"479","2020-07-07",3.23
"480","2020-07-08",3.22
"481","2020-07-09",3.07
"482","2020-07-10",3.21
"483","2020-07-13",3.51
"484","2020-07-14",3.33
"485","2020-07-15",3.55
"486","2020-07-16",3.56
"487","2020-07-17",3.47
"488","2020-07-20",3.35
"489","2020-07-21",3.29
"490","2020-07-22",3.29
"491","2020-07-23",3.4
"492","2020-07-24",3.36
"493","2020-07-27",3.22
"494","2020-07-28",3.23
"495","2020-07-29",3.2
"496","2020-07-30",3.18
"497","2020-07-31",3.1
"498","2020-08-03",3.04
"499","2020-08-04",3.18
"500","2020-08-05",3.21
"501","2020-08-06",3.22
"502","2020-08-07",3.27
"503","2020-08-10",3.49
"504","2020-08-11",3.71
"505","2020-08-12",3.91
"506","2020-08-13",3.87
"507","2020-08-14",3.95
"508","2020-08-17",3.76
"509","2020-08-18",3.72
"510","2020-08-19",3.78
"511","2020-08-20",3.69
"512","2020-08-21",3.6
"513","2020-08-24",3.67
"514","2020-08-25",3.67
"515","2020-08-26",3.53
"516","2020-08-27",3.66
"517","2020-08-28",3.82
"518","2020-08-31",3.66
"519","2020-09-01",3.65
"520","2020-09-02",3.67
"521","2020-09-03",3.56
"522","2020-09-04",3.53
"523","2020-09-08",3.48
"524","2020-09-09",3.4
"525","2020-09-10",3.39
"526","2020-09-11",3.27
"527","2020-09-14",3.34
"528","2020-09-15",3.43
"529","2020-09-16",3.48
"530","2020-09-17",3.42
"531","2020-09-18",3.32
"532","2020-09-21",3.15
"533","2020-09-22",3.12
"534","2020-09-23",3.01
"535","2020-09-24",2.92
"536","2020-09-25",2.96
"537","2020-09-28",3.07
"538","2020-09-29",2.94
"539","2020-09-30",2.95
"540","2020-10-01",2.95
"541","2020-10-02",3.03
"542","2020-10-05",3.08
