"","date","CP"
"1","2007-01-03",52.740002
"2","2007-01-04",51.619999
"3","2007-01-05",51.529999
"4","2007-01-08",51.939999
"5","2007-01-09",52.25
"6","2007-01-10",52.07
"7","2007-01-11",52.580002
"8","2007-01-12",54.330002
"9","2007-01-16",54.970001
"10","2007-01-17",54.330002
"11","2007-01-18",53.970001
"12","2007-01-19",54.200001
"13","2007-01-22",53.450001
"14","2007-01-23",54.52
"15","2007-01-24",54.34
"16","2007-01-25",54.599998
"17","2007-01-26",54.259998
"18","2007-01-29",54.23
"19","2007-01-30",54.09
"20","2007-01-31",54.740002
"21","2007-02-01",55.950001
"22","2007-02-02",55.119999
"23","2007-02-05",55.150002
"24","2007-02-06",54.450001
"25","2007-02-07",54.240002
"26","2007-02-08",53.990002
"27","2007-02-09",53.779999
"28","2007-02-12",53.73
"29","2007-02-13",55.080002
"30","2007-02-14",55.509998
"31","2007-02-15",56.02
"32","2007-02-16",55.59
"33","2007-02-20",55.200001
"34","2007-02-21",55.860001
"35","2007-02-22",55.75
"36","2007-02-23",55.77
"37","2007-02-26",54.689999
"38","2007-02-27",53.060001
"39","2007-02-28",53.419998
"40","2007-03-01",53.5
"41","2007-03-02",53.75
"42","2007-03-05",53.23
"43","2007-03-06",53.299999
"44","2007-03-07",53.5
"45","2007-03-08",53.93
"46","2007-03-09",54.209999
"47","2007-03-12",54.25
"48","2007-03-13",53.669998
"49","2007-03-14",53.98
"50","2007-03-15",54.279999
"51","2007-03-16",54.59
"52","2007-03-19",54.759998
"53","2007-03-20",55.07
"54","2007-03-21",55.759998
"55","2007-03-22",55.150002
"56","2007-03-23",56.119999
"57","2007-03-26",56.299999
"58","2007-03-27",56.360001
"59","2007-03-28",55.639999
"60","2007-03-29",55.860001
"61","2007-03-30",56.450001
"62","2007-04-02",56.459999
"63","2007-04-03",56.400002
"64","2007-04-04",55.73
"65","2007-04-05",55.759998
"66","2007-04-09",57.389999
"67","2007-04-10",58.419998
"68","2007-04-11",58.759998
"69","2007-04-12",60.09
"70","2007-04-13",59.529999
"71","2007-04-16",60.869999
"72","2007-04-17",60.110001
"73","2007-04-18",61.18
"74","2007-04-19",61.169998
"75","2007-04-20",62.57
"76","2007-04-23",62.529999
"77","2007-04-24",62.880001
"78","2007-04-25",64.660004
"79","2007-04-26",64.110001
"80","2007-04-27",64.589996
"81","2007-04-30",63.52
"82","2007-05-01",63.09
"83","2007-05-02",63.490002
"84","2007-05-03",64.529999
"85","2007-05-04",64.709999
"86","2007-05-07",65
"87","2007-05-08",66
"88","2007-05-09",65.910004
"89","2007-05-10",65.559998
"90","2007-05-11",66.769997
"91","2007-05-14",66.339996
"92","2007-05-15",67.349998
"93","2007-05-16",68.470001
"94","2007-05-17",70.440002
"95","2007-05-18",71.529999
"96","2007-05-21",71.029999
"97","2007-05-22",70.699997
"98","2007-05-23",71.089996
"99","2007-05-24",69.980003
"100","2007-05-25",71.639999
"101","2007-05-29",72.010002
"102","2007-05-30",71.879997
"103","2007-05-31",71.470001
"104","2007-06-01",73.379997
"105","2007-06-04",73.269997
"106","2007-06-05",72.919998
"107","2007-06-06",71.650002
"108","2007-06-07",68.809998
"109","2007-06-08",70.849998
"110","2007-06-11",70.860001
"111","2007-06-12",69.589996
"112","2007-06-13",70.290001
"113","2007-06-14",70.730003
"114","2007-06-15",71.639999
"115","2007-06-18",70.919998
"116","2007-06-19",71
"117","2007-06-20",69.639999
"118","2007-06-21",70.82
"119","2007-06-22",69.739998
"120","2007-06-25",68.239998
"121","2007-06-26",67.25
"122","2007-06-27",67.839996
"123","2007-06-28",68.610001
"124","2007-06-29",68.82
"125","2007-07-02",69.870003
"126","2007-07-03",70.459999
"127","2007-07-05",70.260002
"128","2007-07-06",71.019997
"129","2007-07-09",70.809998
"130","2007-07-10",70.220001
"131","2007-07-11",71.690002
"132","2007-07-12",73.260002
"133","2007-07-13",73.769997
"134","2007-07-16",75.150002
"135","2007-07-17",73.989998
"136","2007-07-18",85
"137","2007-07-19",84.730003
"138","2007-07-20",83.120003
"139","2007-07-23",82.839996
"140","2007-07-24",80.559998
"141","2007-07-25",78.779999
"142","2007-07-26",74.839996
"143","2007-07-27",75
"144","2007-07-30",73.559998
"145","2007-07-31",73.93
"146","2007-08-01",74.019997
"147","2007-08-02",75.040001
"148","2007-08-03",72.419998
"149","2007-08-06",72.160004
"150","2007-08-07",73.620003
"151","2007-08-08",74.650002
"152","2007-08-09",72.080002
"153","2007-08-10",71.620003
"154","2007-08-13",71.120003
"155","2007-08-14",68.110001
"156","2007-08-15",64.330002
"157","2007-08-16",65.209999
"158","2007-08-17",65.800003
"159","2007-08-20",66.669998
"160","2007-08-21",66.879997
"161","2007-08-22",68.300003
"162","2007-08-23",68.349998
"163","2007-08-24",69.410004
"164","2007-08-27",69.029999
"165","2007-08-28",67.010002
"166","2007-08-29",67.25
"167","2007-08-30",67.879997
"168","2007-08-31",70.480003
"169","2007-09-04",69.93
"170","2007-09-05",67.370003
"171","2007-09-06",67.18
"172","2007-09-07",65.830002
"173","2007-09-10",65.389999
"174","2007-09-11",68.550003
"175","2007-09-12",68.900002
"176","2007-09-13",69.849998
"177","2007-09-14",67.839996
"178","2007-09-17",67.889999
"179","2007-09-18",70.739998
"180","2007-09-19",69.209999
"181","2007-09-20",69.139999
"182","2007-09-21",68.5
"183","2007-09-24",68.029999
"184","2007-09-25",68.050003
"185","2007-09-26",68.900002
"186","2007-09-27",70.029999
"187","2007-09-28",70.290001
"188","2007-10-01",71.709999
"189","2007-10-02",71.809998
"190","2007-10-03",69.839996
"191","2007-10-04",69.980003
"192","2007-10-05",74.010002
"193","2007-10-08",73.599998
"194","2007-10-09",73.199997
"195","2007-10-10",72.190002
"196","2007-10-11",71.720001
"197","2007-10-12",71.730003
"198","2007-10-15",70.110001
"199","2007-10-16",69.220001
"200","2007-10-17",68.919998
"201","2007-10-18",70.839996
"202","2007-10-19",70.32
"203","2007-10-22",69.639999
"204","2007-10-23",69.949997
"205","2007-10-24",69.32
"206","2007-10-25",68.25
"207","2007-10-26",69.050003
"208","2007-10-29",70.459999
"209","2007-10-30",67.879997
"210","2007-10-31",70.379997
"211","2007-11-01",68.169998
"212","2007-11-02",70.230003
"213","2007-11-05",68.230003
"214","2007-11-06",67.75
"215","2007-11-07",64.849998
"216","2007-11-08",66.349998
"217","2007-11-09",66.540001
"218","2007-11-12",63.200001
"219","2007-11-13",64.910004
"220","2007-11-14",65.230003
"221","2007-11-15",63.599998
"222","2007-11-16",64.290001
"223","2007-11-19",62.68
"224","2007-11-20",62.860001
"225","2007-11-21",61.59
"226","2007-11-23",61.099998
"227","2007-11-26",60.43
"228","2007-11-27",63.529999
"229","2007-11-28",65.629997
"230","2007-11-29",65.160004
"231","2007-11-30",66.919998
"232","2007-12-03",64.050003
"233","2007-12-04",63.209999
"234","2007-12-05",65.779999
"235","2007-12-06",67
"236","2007-12-07",67.699997
"237","2007-12-10",67.889999
"238","2007-12-11",66.389999
"239","2007-12-12",65.330002
"240","2007-12-13",64.269997
"241","2007-12-14",64.040001
"242","2007-12-17",64.260002
"243","2007-12-18",63.959999
"244","2007-12-19",63.91
"245","2007-12-20",63.900002
"246","2007-12-21",64.519997
"247","2007-12-24",66.190002
"248","2007-12-26",65.510002
"249","2007-12-27",65.839996
"250","2007-12-28",66.129997
"251","2007-12-31",64.639999
"252","2008-01-02",64.449997
"253","2008-01-03",64.589996
"254","2008-01-04",63.32
"255","2008-01-07",62.950001
"256","2008-01-08",61.5
"257","2008-01-09",61.119999
"258","2008-01-10",61.529999
"259","2008-01-11",60.830002
"260","2008-01-14",62.540001
"261","2008-01-15",61.709999
"262","2008-01-16",61.310001
"263","2008-01-17",60.630001
"264","2008-01-18",58.25
"265","2008-01-22",59.029999
"266","2008-01-23",62.299999
"267","2008-01-24",63.439999
"268","2008-01-25",62.93
"269","2008-01-28",64.07
"270","2008-01-29",67.470001
"271","2008-01-30",65.660004
"272","2008-01-31",66.370003
"273","2008-02-01",69.629997
"274","2008-02-04",70.059998
"275","2008-02-05",68.110001
"276","2008-02-06",68.199997
"277","2008-02-07",68.449997
"278","2008-02-08",69.489998
"279","2008-02-11",69.989998
"280","2008-02-12",69.669998
"281","2008-02-13",69.919998
