"","date","CDTX"
"164","2015-12-04",16.92
"165","2015-12-07",17.07
"166","2015-12-08",16.92
"167","2015-12-09",16.84
"168","2015-12-10",16.709999
"169","2015-12-11",15.97
"170","2015-12-14",15.35
"171","2015-12-15",15.87
"172","2015-12-16",16.450001
"173","2015-12-17",16.66
"174","2015-12-18",16.639999
"175","2015-12-21",17
"176","2015-12-22",16.92
"177","2015-12-23",16.370001
"178","2015-12-24",15.68
"179","2015-12-28",16.51
"180","2015-12-29",16.690001
"181","2015-12-30",17.26
"182","2015-12-31",17.16
"183","2016-01-04",16.93
"184","2016-01-05",16.879999
"185","2016-01-06",16.049999
"186","2016-01-07",15.58
"187","2016-01-08",15.5
"188","2016-01-11",15.15
"189","2016-01-12",14.32
"190","2016-01-13",13.3
"191","2016-01-14",13.17
"192","2016-01-15",12.69
"193","2016-01-19",12.27
"194","2016-01-20",12.69
"195","2016-01-21",12.6
"196","2016-01-22",13.4
"197","2016-01-25",13.34
"198","2016-01-26",13.2
"199","2016-01-27",12.59
"200","2016-01-28",11.71
"201","2016-01-29",11.66
"202","2016-02-01",11.38
"203","2016-02-02",11.62
"204","2016-02-03",10.87
"205","2016-02-04",10.91
"206","2016-02-05",10.92
"207","2016-02-08",10.34
"208","2016-02-09",10.01
"209","2016-02-10",9.77
"210","2016-02-11",9.91
"211","2016-02-12",10.81
"212","2016-02-16",10.8
"213","2016-02-17",10.87
"214","2016-02-18",10.99
"215","2016-02-19",11.02
"216","2016-02-22",11.11
"217","2016-02-23",10.21
"218","2016-02-24",10.21
"219","2016-02-25",10.22
"220","2016-02-26",10.23
"221","2016-02-29",10.02
"222","2016-03-01",10.19
"223","2016-03-02",10.14
"224","2016-03-03",9.86
"225","2016-03-04",9.92
"226","2016-03-07",9.97
"227","2016-03-08",9.85
"228","2016-03-09",9.87
"229","2016-03-10",9.79
"230","2016-03-11",10.24
"231","2016-03-14",10.86
"232","2016-03-15",10.19
"233","2016-03-16",9.89
"234","2016-03-17",9.89
"235","2016-03-18",10.86
"236","2016-03-21",10.89
"237","2016-03-22",10.5
"238","2016-03-23",10.01
"239","2016-03-24",10.08
"240","2016-03-28",10.13
"241","2016-03-29",10.88
"242","2016-03-30",10.98
"243","2016-03-31",12.7
"244","2016-04-01",12.35
"245","2016-04-04",12.72
"246","2016-04-05",12.77
"247","2016-04-06",13.24
"248","2016-04-07",13.4
"249","2016-04-08",13.45
"250","2016-04-11",13.75
"251","2016-04-12",14.31
"252","2016-04-13",15.06
"253","2016-04-14",14.8
"254","2016-04-15",14.19
"255","2016-04-18",13.67
"256","2016-04-19",13.54
"257","2016-04-20",14.09
"258","2016-04-21",14.3
"259","2016-04-22",14.08
"260","2016-04-25",14.13
"261","2016-04-26",14.14
"262","2016-04-27",14.13
"263","2016-04-28",13.82
"264","2016-04-29",13.38
"265","2016-05-02",14
"266","2016-05-03",13.52
"267","2016-05-04",13.12
"268","2016-05-05",13.32
"269","2016-05-06",12.98
"270","2016-05-09",13.17
"271","2016-05-10",12.94
"272","2016-05-11",12.42
"273","2016-05-12",11.49
"274","2016-05-13",11.05
"275","2016-05-16",11.77
"276","2016-05-17",11.75
"277","2016-05-18",11.5
"278","2016-05-19",11.14
"279","2016-05-20",11.49
"280","2016-05-23",11.38
"281","2016-05-24",11.58
"282","2016-05-25",11.49
"283","2016-05-26",11.23
"284","2016-05-27",11.25
"285","2016-05-31",11.82
"286","2016-06-01",11.46
"287","2016-06-02",11.2
"288","2016-06-03",11.27
"289","2016-06-06",11.2
"290","2016-06-07",10.76
"291","2016-06-08",10.63
"292","2016-06-09",10.6
"293","2016-06-10",10.42
"294","2016-06-13",10.42
"295","2016-06-14",10.18
"296","2016-06-15",10.1
"297","2016-06-16",10
"298","2016-06-17",9.85
"299","2016-06-20",10.29
"300","2016-06-21",10.14
"301","2016-06-22",10.22
"302","2016-06-23",10.9
"303","2016-06-24",10.25
"304","2016-06-27",9.76
"305","2016-06-28",10.37
"306","2016-06-29",10.45
"307","2016-06-30",10.31
"308","2016-07-01",10.44
"309","2016-07-05",10.81
"310","2016-07-06",11.11
"311","2016-07-07",11.05
"312","2016-07-08",11.27
"313","2016-07-11",11.21
"314","2016-07-12",11.19
"315","2016-07-13",10.84
"316","2016-07-14",10.76
"317","2016-07-15",11.25
"318","2016-07-18",11.38
"319","2016-07-19",11.33
"320","2016-07-20",11.52
"321","2016-07-21",11.61
"322","2016-07-22",11.81
"323","2016-07-25",11.96
"324","2016-07-26",11.89
"325","2016-07-27",11.85
"326","2016-07-28",11.89
"327","2016-07-29",11.89
"328","2016-08-01",11.95
"329","2016-08-02",11.87
"330","2016-08-03",11.97
"331","2016-08-04",11.95
"332","2016-08-05",12
"333","2016-08-08",11.92
"334","2016-08-09",12.15
"335","2016-08-10",11.57
"336","2016-08-11",12.13
"337","2016-08-12",11.87
"338","2016-08-15",11.98
"339","2016-08-16",11.61
"340","2016-08-17",11.39
"341","2016-08-18",11.55
"342","2016-08-19",11.91
"343","2016-08-22",11.72
"344","2016-08-23",11.62
"345","2016-08-24",11.29
"346","2016-08-25",10.97
"347","2016-08-26",11.03
"348","2016-08-29",11.33
"349","2016-08-30",11.49
"350","2016-08-31",11.57
"351","2016-09-01",11.11
"352","2016-09-02",10.95
"353","2016-09-06",11.31
"354","2016-09-07",11.19
"355","2016-09-08",11.25
"356","2016-09-09",10.9
"357","2016-09-12",11
"358","2016-09-13",11.09
"359","2016-09-14",11.52
"360","2016-09-15",12.17
"361","2016-09-16",12.2
"362","2016-09-19",12.23
"363","2016-09-20",12.38
"364","2016-09-21",11.84
"365","2016-09-22",12.27
"366","2016-09-23",12.15
"367","2016-09-26",11.67
"368","2016-09-27",12.04
"369","2016-09-28",11.66
"370","2016-09-29",11.15
"371","2016-09-30",11.45
"372","2016-10-03",11.08
"373","2016-10-04",11.09
"374","2016-10-05",11.46
"375","2016-10-06",11.29
"376","2016-10-07",10.1
"377","2016-10-10",10.11
"378","2016-10-11",10.06
"379","2016-10-12",10.05
"380","2016-10-13",10.02
"381","2016-10-14",9.92
"382","2016-10-17",9.91
"383","2016-10-18",9.9
"384","2016-10-19",9.64
"385","2016-10-20",9.93
"386","2016-10-21",10.08
"387","2016-10-24",10.15
"388","2016-10-25",9.98
"389","2016-10-26",9.83
"390","2016-10-27",9.87
"391","2016-10-28",9.85
"392","2016-10-31",9.5
"393","2016-11-01",9.3
"394","2016-11-02",9.05
"395","2016-11-03",8.7
"396","2016-11-04",8.9
"397","2016-11-07",9
"398","2016-11-08",9
"399","2016-11-09",10.15
"400","2016-11-10",10.9
"401","2016-11-11",11.5
"402","2016-11-14",11.55
"403","2016-11-15",11.4
"404","2016-11-16",11.5
"405","2016-11-17",11.15
"406","2016-11-18",11.05
"407","2016-11-21",10.85
"408","2016-11-22",10.8
"409","2016-11-23",11.05
"410","2016-11-25",10.85
"411","2016-11-28",10.65
"412","2016-11-29",10.55
"413","2016-11-30",10.4
"414","2016-12-01",10.15
"415","2016-12-02",10.15
"416","2016-12-05",10.8
"417","2016-12-06",10.85
"418","2016-12-07",10.7
"419","2016-12-08",10.9
"420","2016-12-09",10.7
"421","2016-12-12",10.15
"422","2016-12-13",10.1
"423","2016-12-14",10.15
"424","2016-12-15",10.45
"425","2016-12-16",10.8
"426","2016-12-19",10.5
"427","2016-12-20",11.05
"428","2016-12-21",10.9
"429","2016-12-22",10.2
"430","2016-12-23",11
"431","2016-12-27",10.9
"432","2016-12-28",10.9
"433","2016-12-29",10.75
"434","2016-12-30",10.4
"435","2017-01-03",10.15
"436","2017-01-04",10.75
"437","2017-01-05",10.4
"438","2017-01-06",10.6
"439","2017-01-09",10.3
"440","2017-01-10",10.15
"441","2017-01-11",9.9
"442","2017-01-12",9.9
"443","2017-01-13",9.95
"444","2017-01-17",9.7
"445","2017-01-18",9.4
"446","2017-01-19",9.15
"447","2017-01-20",9.25
"448","2017-01-23",9.45
"449","2017-01-24",9.45
"450","2017-01-25",9.8
"451","2017-01-26",9.65
"452","2017-01-27",9.45
"453","2017-01-30",9.55
"454","2017-01-31",9.9
"455","2017-02-01",9.5
"456","2017-02-02",9.45
"457","2017-02-03",9.6
"458","2017-02-06",9.6
"459","2017-02-07",10.05
"460","2017-02-08",10.4
"461","2017-02-09",10.9
"462","2017-02-10",10.95
"463","2017-02-13",11.1
"464","2017-02-14",11.2
"465","2017-02-15",11.4
"466","2017-02-16",11.45
"467","2017-02-17",11.7
"468","2017-02-21",7.2
"469","2017-02-22",7.1
"470","2017-02-23",7.15
"471","2017-02-24",7.55
"472","2017-02-27",7.45
"473","2017-02-28",7.2
"474","2017-03-01",7.2
"475","2017-03-02",7.2
"476","2017-03-03",7.15
"477","2017-03-06",7.05
"478","2017-03-07",7.05
"479","2017-03-08",7
"480","2017-03-09",7.05
"481","2017-03-10",7.3
"482","2017-03-13",7.1
"483","2017-03-14",6.95
"484","2017-03-15",7.35
"485","2017-03-16",7.05
"486","2017-03-17",7.15
"487","2017-03-20",7.1
"488","2017-03-21",7
"489","2017-03-22",7.05
"490","2017-03-23",7.45
"491","2017-03-24",7.25
"492","2017-03-27",7.7
"493","2017-03-28",7.5
"494","2017-03-29",7.5
"495","2017-03-30",7.7
"496","2017-03-31",7.8
"497","2017-04-03",7.4
"498","2017-04-04",7
"499","2017-04-05",7.45
"500","2017-04-06",7.25
"501","2017-04-07",7.2
"502","2017-04-10",7
"503","2017-04-11",6.95
"504","2017-04-12",6.9
"505","2017-04-13",6.7
"506","2017-04-17",6.55
"507","2017-04-18",6.45
"508","2017-04-19",6.35
"509","2017-04-20",6.3
"510","2017-04-21",7.05
"511","2017-04-24",7.2
"512","2017-04-25",7.45
"513","2017-04-26",7.7
"514","2017-04-27",7.5
"515","2017-04-28",7.75
"516","2017-05-01",7.65
"517","2017-05-02",7.65
"518","2017-05-03",7.35
"519","2017-05-04",7.25
"520","2017-05-05",7.15
"521","2017-05-08",7.2
"522","2017-05-09",6.75
"523","2017-05-10",6.85
"524","2017-05-11",7.1
"525","2017-05-12",7.3
"526","2017-05-15",7.4
"527","2017-05-16",7.3
"528","2017-05-17",6.95
"529","2017-05-18",6.8
"530","2017-05-19",6.8
"531","2017-05-22",6.75
"532","2017-05-23",6.65
"533","2017-05-24",6.7
"534","2017-05-25",6.7
"535","2017-05-26",6.75
"536","2017-05-30",6.35
"537","2017-05-31",6
"538","2017-06-01",6.2
"539","2017-06-02",6.3
"540","2017-06-05",5.95
"541","2017-06-06",5.9
"542","2017-06-07",5.9
"543","2017-06-08",6.15
"544","2017-06-09",6.05
"545","2017-06-12",6.1
"546","2017-06-13",6.7
"547","2017-06-14",7
"548","2017-06-15",7.2
"549","2017-06-16",6.85
"550","2017-06-19",6.8
"551","2017-06-20",6.95
"552","2017-06-21",7.25
"553","2017-06-22",6.9
"554","2017-06-23",6.7
"555","2017-06-26",7.3
"556","2017-06-27",7.35
"557","2017-06-28",7.3
"558","2017-06-29",7.5
"559","2017-06-30",7.5
"560","2017-07-03",7.6
"561","2017-07-05",7.4
"562","2017-07-06",6.8
"563","2017-07-07",7.25
"564","2017-07-10",7.15
"565","2017-07-11",7.2
"566","2017-07-12",7.3
"567","2017-07-13",7.25
"568","2017-07-14",7.7
"569","2017-07-17",7.9
"570","2017-07-18",7.8
"571","2017-07-19",7.95
"572","2017-07-20",8
"573","2017-07-21",8
"574","2017-07-24",8.1
"575","2017-07-25",8.05
"576","2017-07-26",8.05
"577","2017-07-27",7.9
"578","2017-07-28",7.3
"579","2017-07-31",7
"580","2017-08-01",6.75
"581","2017-08-02",6.65
"582","2017-08-03",6.75
"583","2017-08-04",6.75
"584","2017-08-07",6.8
"585","2017-08-08",6.95
"586","2017-08-09",6.5
"587","2017-08-10",6.2
"588","2017-08-11",6.15
"589","2017-08-14",5.85
"590","2017-08-15",5.75
"591","2017-08-16",5.8
"592","2017-08-17",6.475
"593","2017-08-18",6.75
"594","2017-08-21",6.75
"595","2017-08-22",6.75
"596","2017-08-23",6.75
"597","2017-08-24",7
"598","2017-08-25",7
"599","2017-08-28",7.2
"600","2017-08-29",7.15
"601","2017-08-30",7
"602","2017-08-31",6.9
"603","2017-09-01",7.2
"604","2017-09-05",7
"605","2017-09-06",6.65
"606","2017-09-07",6.7
"607","2017-09-08",6.6
"608","2017-09-11",6.7
"609","2017-09-12",6.65
"610","2017-09-13",6.95
"611","2017-09-14",6.85
"612","2017-09-15",7
"613","2017-09-18",6.95
"614","2017-09-19",6.9
"615","2017-09-20",6.95
"616","2017-09-21",7.15
"617","2017-09-22",7.6
"618","2017-09-25",7.85
"619","2017-09-26",8.05
"620","2017-09-27",7.95
"621","2017-09-28",7.95
"622","2017-09-29",8.1
"623","2017-10-02",8.15
"624","2017-10-03",8
"625","2017-10-04",8.15
"626","2017-10-05",8
"627","2017-10-06",7.3
"628","2017-10-09",7.35
"629","2017-10-10",7.45
"630","2017-10-11",7.2
"631","2017-10-12",7.2
"632","2017-10-13",7.05
"633","2017-10-16",6.9
"634","2017-10-17",6.7
"635","2017-10-18",6.35
"636","2017-10-19",6.9
"637","2017-10-20",7.5
"638","2017-10-23",7.7
"639","2017-10-24",7.85
"640","2017-10-25",8.75
"641","2017-10-26",7.85
"642","2017-10-27",7.7
"643","2017-10-30",7.75
"644","2017-10-31",7.7
"645","2017-11-01",7.4
"646","2017-11-02",7.35
"647","2017-11-03",8.1
"648","2017-11-06",8
"649","2017-11-07",8.1
"650","2017-11-08",7.95
"651","2017-11-09",7.65
"652","2017-11-10",7.8
"653","2017-11-13",7.55
"654","2017-11-14",7.5
"655","2017-11-15",7.6
"656","2017-11-16",7.6
"657","2017-11-17",7.85
"658","2017-11-20",7.95
"659","2017-11-21",8.15
"660","2017-11-22",8.2
"661","2017-11-24",8.35
"662","2017-11-27",8.35
"663","2017-11-28",8.1
"664","2017-11-29",8.05
"665","2017-11-30",7.9
"666","2017-12-01",8
"667","2017-12-04",7.95
"668","2017-12-05",7.9
"669","2017-12-06",7.75
"670","2017-12-07",7.9
"671","2017-12-08",7.65
"672","2017-12-11",7.45
"673","2017-12-12",7.1
"674","2017-12-13",7.05
"675","2017-12-14",7.1
"676","2017-12-15",7.1
"677","2017-12-18",7
"678","2017-12-19",7.1
"679","2017-12-20",7.1
"680","2017-12-21",7.15
"681","2017-12-22",7.2
"682","2017-12-26",7.325
"683","2017-12-27",7.35
"684","2017-12-28",6.9
"685","2017-12-29",6.8
"686","2018-01-02",6.95
"687","2018-01-03",7.05
"688","2018-01-04",7.1
"689","2018-01-05",7
"690","2018-01-08",6.95
"691","2018-01-09",7.05
"692","2018-01-10",7.375
"693","2018-01-11",7.6
"694","2018-01-12",7.55
"695","2018-01-16",7.25
"696","2018-01-17",7.2
"697","2018-01-18",7.2
"698","2018-01-19",7.3
"699","2018-01-22",7.5
"700","2018-01-23",7.35
"701","2018-01-24",7.225
"702","2018-01-25",7.35
"703","2018-01-26",7.3
"704","2018-01-29",7.4
"705","2018-01-30",7.5
"706","2018-01-31",7.15
"707","2018-02-01",7.25
"708","2018-02-02",6.9
"709","2018-02-05",7
"710","2018-02-06",6.75
"711","2018-02-07",6.675
"712","2018-02-08",6.55
"713","2018-02-09",6.4
"714","2018-02-12",6.5
"715","2018-02-13",6.65
"716","2018-02-14",6.8
"717","2018-02-15",6.8
"718","2018-02-16",6.95
"719","2018-02-20",6.7
"720","2018-02-21",6.8
"721","2018-02-22",6.7
"722","2018-02-23",6.55
"723","2018-02-26",6.75
"724","2018-02-27",6.85
"725","2018-02-28",6.7
"726","2018-03-01",7.1
"727","2018-03-02",6.7
"728","2018-03-05",6.75
"729","2018-03-06",7.1
"730","2018-03-07",7.35
"731","2018-03-08",8.15
"732","2018-03-09",7.95
"733","2018-03-12",8.05
"734","2018-03-13",8.05
"735","2018-03-14",8.15
"736","2018-03-15",8.15
"737","2018-03-16",7.9
"738","2018-03-19",6
"739","2018-03-20",5.5
"740","2018-03-21",5.4
"741","2018-03-22",5.4
"742","2018-03-23",5.35
"743","2018-03-26",4.65
"744","2018-03-27",4.3
"745","2018-03-28",4
"746","2018-03-29",4
"747","2018-04-02",3.95
"748","2018-04-03",3.9
"749","2018-04-04",4
"750","2018-04-05",4
"751","2018-04-06",3.85
"752","2018-04-09",3.75
"753","2018-04-10",3.9
"754","2018-04-11",4
"755","2018-04-12",3.95
"756","2018-04-13",3.9
"757","2018-04-16",3.75
"758","2018-04-17",4.1
"759","2018-04-18",4
"760","2018-04-19",3.85
"761","2018-04-20",3.9
"762","2018-04-23",3.95
"763","2018-04-24",4.05
"764","2018-04-25",4.15
"765","2018-04-26",4.25
"766","2018-04-27",4.35
"767","2018-04-30",4.3
"768","2018-05-01",4.3
"769","2018-05-02",4.3
"770","2018-05-03",4.35
"771","2018-05-04",4.3
"772","2018-05-07",4.35
"773","2018-05-08",4.3
"774","2018-05-09",4.025
"775","2018-05-10",4.15
"776","2018-05-11",4.1
"777","2018-05-14",4.6
"778","2018-05-15",4.5
"779","2018-05-16",4.75
"780","2018-05-17",4.75
"781","2018-05-18",4.7
"782","2018-05-21",4.55
"783","2018-05-22",4.9
"784","2018-05-23",5.2
"785","2018-05-24",5.425
"786","2018-05-25",5.95
"787","2018-05-29",5.45
"788","2018-05-30",5.65
"789","2018-05-31",5.6
"790","2018-06-01",5.7
"791","2018-06-04",5.75
"792","2018-06-05",6.05
"793","2018-06-06",5.85
"794","2018-06-07",5.6
"795","2018-06-08",5.4
"796","2018-06-11",5.25
"797","2018-06-12",5.35
"798","2018-06-13",5.3
"799","2018-06-14",5.35
"800","2018-06-15",5.75
"801","2018-06-18",5.35
"802","2018-06-19",5.15
"803","2018-06-20",5.4
"804","2018-06-21",5.2
"805","2018-06-22",5.35
"806","2018-06-25",5.2
"807","2018-06-26",5.35
"808","2018-06-27",5.3
"809","2018-06-28",5.2
"810","2018-06-29",5.2
"811","2018-07-02",5.2
"812","2018-07-03",5.25
"813","2018-07-05",5.2
"814","2018-07-06",5.25
"815","2018-07-09",5.2
"816","2018-07-10",5.2
"817","2018-07-11",4.95
"818","2018-07-12",4.85
"819","2018-07-13",5
"820","2018-07-16",4.85
"821","2018-07-17",4.75
"822","2018-07-18",4.55
"823","2018-07-19",4.35
"824","2018-07-20",4.4
"825","2018-07-23",4.5
"826","2018-07-24",4.35
"827","2018-07-25",4.35
"828","2018-07-26",4.5
"829","2018-07-27",4.45
"830","2018-07-30",4.1
"831","2018-07-31",4.2
"832","2018-08-01",3.95
"833","2018-08-02",3.95
"834","2018-08-03",3.85
"835","2018-08-06",3.8
"836","2018-08-07",3.7
"837","2018-08-08",3.95
"838","2018-08-09",4.35
"839","2018-08-10",4.55
"840","2018-08-13",4.25
"841","2018-08-14",4.4
"842","2018-08-15",4.25
"843","2018-08-16",4.25
"844","2018-08-17",4.35
"845","2018-08-20",4.45
"846","2018-08-21",4.4
"847","2018-08-22",4.35
"848","2018-08-23",4.45
"849","2018-08-24",4.25
"850","2018-08-27",4.4
"851","2018-08-28",4.3
"852","2018-08-29",4.25
"853","2018-08-30",4.25
"854","2018-08-31",4.25
"855","2018-09-04",4.6
"856","2018-09-05",4.4
"857","2018-09-06",4.15
"858","2018-09-07",4.25
"859","2018-09-10",4.15
"860","2018-09-11",4.2
"861","2018-09-12",4.25
"862","2018-09-13",4.3
"863","2018-09-14",4.25
"864","2018-09-17",4.3
"865","2018-09-18",4.2
"866","2018-09-19",4.15
"867","2018-09-20",4.15
"868","2018-09-21",4.25
"869","2018-09-24",4.2
"870","2018-09-25",4.45
"871","2018-09-26",4.45
"872","2018-09-27",4.45
"873","2018-09-28",4.4
"874","2018-10-01",4.43
"875","2018-10-02",4.15
"876","2018-10-03",4.42
"877","2018-10-04",4.5
"878","2018-10-05",4.34
"879","2018-10-08",4.29
"880","2018-10-09",4.25
"881","2018-10-10",4.1
"882","2018-10-11",4.14
"883","2018-10-12",3.99
"884","2018-10-15",4.01
"885","2018-10-16",4
"886","2018-10-17",4.01
"887","2018-10-18",3.96
"888","2018-10-19",3.915
"889","2018-10-22",3.77
"890","2018-10-23",3.8
"891","2018-10-24",3.77
"892","2018-10-25",3.81
"893","2018-10-26",3.67
"894","2018-10-29",3.79
"895","2018-10-30",3.9
"896","2018-10-31",3.93
"897","2018-11-01",4.12
"898","2018-11-02",4.23
"899","2018-11-05",4.28
"900","2018-11-06",4.16
"901","2018-11-07",4.18
"902","2018-11-08",4.13
"903","2018-11-09",4.04
"904","2018-11-12",4.06
"905","2018-11-13",3.88
"906","2018-11-14",3.87
"907","2018-11-15",3.88
"908","2018-11-16",3.88
"909","2018-11-19",3.68
"910","2018-11-20",3.56
"911","2018-11-21",3.56
"912","2018-11-23",3.37
"913","2018-11-26",3.37
"914","2018-11-27",3.19
"915","2018-11-28",3.26
"916","2018-11-29",3.23
"917","2018-11-30",3.64
"918","2018-12-03",3.62
"919","2018-12-04",3.66
"920","2018-12-06",3.53
"921","2018-12-07",3.33
"922","2018-12-10",3.08
"923","2018-12-11",3
"924","2018-12-12",3
"925","2018-12-13",2.98
"926","2018-12-14",2.78
"927","2018-12-17",2.75
"928","2018-12-18",2.55
"929","2018-12-19",2.36
"930","2018-12-20",2.3
"931","2018-12-21",2.1
"932","2018-12-24",2.19
"933","2018-12-26",2.15
"934","2018-12-27",2.15
"935","2018-12-28",2.41
"936","2018-12-31",2.35
"937","2019-01-02",2.7
"938","2019-01-03",2.69
"939","2019-01-04",3.06
"940","2019-01-07",3.27
"941","2019-01-08",3.01
"942","2019-01-09",3.02
"943","2019-01-10",2.97
"944","2019-01-11",2.97
"945","2019-01-14",3
"946","2019-01-15",3.05
"947","2019-01-16",3.03
"948","2019-01-17",3.01
"949","2019-01-18",2.94
"950","2019-01-22",2.95
"951","2019-01-23",2.9
"952","2019-01-24",2.91
"953","2019-01-25",2.9
"954","2019-01-28",2.82
"955","2019-01-29",2.83
"956","2019-01-30",2.85
"957","2019-01-31",2.9
"958","2019-02-01",2.84
"959","2019-02-04",2.81
"960","2019-02-05",2.82
"961","2019-02-06",2.87
"962","2019-02-07",2.79
"963","2019-02-08",2.74
"964","2019-02-11",2.68
"965","2019-02-12",2.6
"966","2019-02-13",2.55
"967","2019-02-14",2.47
"968","2019-02-15",2.53
"969","2019-02-19",2.53
"970","2019-02-20",2.55
"971","2019-02-21",2.59
"972","2019-02-22",2.75
"973","2019-02-25",2.7
"974","2019-02-26",2.81
"975","2019-02-27",2.88
"976","2019-02-28",2.9
"977","2019-03-01",3.08
"978","2019-03-04",2.93
"979","2019-03-05",2.75
"980","2019-03-06",2.63
"981","2019-03-07",2.5
"982","2019-03-08",2.4
"983","2019-03-11",2.42
"984","2019-03-12",2.46
"985","2019-03-13",2.43
"986","2019-03-14",2.35
"987","2019-03-15",2.45
"988","2019-03-18",2.52
"989","2019-03-19",2.55
"990","2019-03-20",2.56
"991","2019-03-21",2.61
"992","2019-03-22",2.55
"993","2019-03-25",2.49
"994","2019-03-26",2.62
"995","2019-03-27",2.6
"996","2019-03-28",2.49
"997","2019-03-29",2.65
"998","2019-04-01",2.62
"999","2019-04-02",2.61
"1000","2019-04-03",2.71
"1001","2019-04-04",2.71
"1002","2019-04-05",2.7
"1003","2019-04-08",2.9
