"","date","GTYH"
"120","2017-05-23",9.9
"121","2017-05-24",9.9
"122","2017-05-25",9.94
"123","2017-05-26",9.95
"124","2017-05-30",9.94
"125","2017-05-31",9.94
"126","2017-06-01",9.96
"127","2017-06-02",9.99
"128","2017-06-05",9.95
"129","2017-06-06",9.95
"130","2017-06-07",9.95
"131","2017-06-08",9.95
"132","2017-06-09",9.95
"133","2017-06-12",9.95
"134","2017-06-13",10.02
"135","2017-06-14",10.02
"136","2017-06-15",10.02
"137","2017-06-16",10.25
"138","2017-06-19",10.25
"139","2017-06-20",10.25
"140","2017-06-21",10.25
"141","2017-06-22",10.15
"142","2017-06-23",10.1
"143","2017-06-26",10.1
"144","2017-06-27",10.1
"145","2017-06-28",10.1
"146","2017-06-29",10.12
"147","2017-06-30",10.1
"148","2017-07-03",10.1
"149","2017-07-05",10.2
"150","2017-07-06",10.2
"151","2017-07-07",10.2
"152","2017-07-10",10.2
"153","2017-07-11",10.06
"154","2017-07-12",10.06
"155","2017-07-13",10.01
"156","2017-07-14",10
"157","2017-07-17",10
"158","2017-07-18",10
"159","2017-07-19",10
"160","2017-07-20",10
"161","2017-07-21",10.15
"162","2017-07-24",10.15
"163","2017-07-25",10.05
"164","2017-07-26",10.05
"165","2017-07-27",10
"166","2017-07-28",10
"167","2017-07-31",10
"168","2017-08-01",10.15
"169","2017-08-02",10
"170","2017-08-03",10.03
"171","2017-08-04",10
"172","2017-08-07",10.04
"173","2017-08-08",10.05
"174","2017-08-09",10.02
"175","2017-08-10",10.011
"176","2017-08-11",9.98
"177","2017-08-14",10
"178","2017-08-15",10
"179","2017-08-16",10
"180","2017-08-17",10.02
"181","2017-08-18",10.02
"182","2017-08-21",10.02
"183","2017-08-22",10.008
"184","2017-08-23",10.008
"185","2017-08-24",10.008
"186","2017-08-25",10.008
"187","2017-08-28",10.008
"188","2017-08-29",9.98
"189","2017-08-30",9.98
"190","2017-08-31",9.98
"191","2017-09-01",10.08
"192","2017-09-05",10.08
"193","2017-09-06",10.08
"194","2017-09-07",10.01
"195","2017-09-08",10
"196","2017-09-11",10
"197","2017-09-12",10
"198","2017-09-13",10
"199","2017-09-14",10
"200","2017-09-15",10
"201","2017-09-18",10.03
"202","2017-09-19",10.03
"203","2017-09-20",10
"204","2017-09-21",9.98
"205","2017-09-22",9.98
"206","2017-09-25",9.98
"207","2017-09-26",9.98
"208","2017-09-27",10.058
"209","2017-09-28",10.058
"210","2017-09-29",10.058
"211","2017-10-02",9.98
"212","2017-10-03",9.98
"213","2017-10-04",10
"214","2017-10-05",10
"215","2017-10-06",9.98
"216","2017-10-09",10.04
"217","2017-10-10",10.03
"218","2017-10-11",9.98
"219","2017-10-12",10
"220","2017-10-13",9.96
"221","2017-10-16",9.96
"222","2017-10-17",9.96
"223","2017-10-18",10
"224","2017-10-19",10
"225","2017-10-20",10
"226","2017-10-23",9.98
"227","2017-10-24",9.97
"228","2017-10-25",9.96
"229","2017-10-26",9.95
"230","2017-10-27",9.95
"231","2017-10-30",9.95
"232","2017-10-31",9.99
"233","2017-11-01",10.02
"234","2017-11-02",10.09
"235","2017-11-03",10.09
"236","2017-11-06",10.09
"237","2017-11-07",10.08
"238","2017-11-08",10.1
"239","2017-11-09",10.09
"240","2017-11-10",10.09
"241","2017-11-13",10.09
"242","2017-11-14",10.01
"243","2017-11-15",9.97
"244","2017-11-16",10.08
"245","2017-11-17",9.95
"246","2017-11-20",9.92
"247","2017-11-21",9.93
"248","2017-11-22",9.93
"249","2017-11-24",9.94
"250","2017-11-27",9.93
"251","2017-11-28",9.92
"252","2017-11-29",9.92
"253","2017-11-30",9.879
"254","2017-12-01",9.87
"255","2017-12-04",9.9
"256","2017-12-05",9.88
"257","2017-12-06",9.905
"258","2017-12-07",9.88
"259","2017-12-08",9.88
"260","2017-12-11",9.88
"261","2017-12-12",9.9
"262","2017-12-13",9.9
"263","2017-12-14",9.92
"264","2017-12-15",9.88
"265","2017-12-18",9.93
"266","2017-12-19",9.93
"267","2017-12-20",9.93
"268","2017-12-21",9.93
"269","2017-12-22",9.94
"270","2017-12-26",9.94
"271","2017-12-27",9.93
"272","2017-12-28",9.93
"273","2017-12-29",9.93
"274","2018-01-02",9.91
"275","2018-01-03",9.9
"276","2018-01-04",9.94
"277","2018-01-05",9.95
"278","2018-01-08",9.94
"279","2018-01-09",9.94
"280","2018-01-10",9.95
"281","2018-01-11",9.93
"282","2018-01-12",9.96
"283","2018-01-16",9.94
"284","2018-01-17",9.93
"285","2018-01-18",9.95
"286","2018-01-19",9.96
"287","2018-01-22",9.96
"288","2018-01-23",9.96
"289","2018-01-24",9.95
"290","2018-01-25",9.95
"291","2018-01-26",9.96
"292","2018-01-29",9.96
"293","2018-01-30",9.96
"294","2018-01-31",9.93
"295","2018-02-01",9.97
"296","2018-02-02",9.95
"297","2018-02-05",9.95
"298","2018-02-06",9.97
"299","2018-02-07",9.92
"300","2018-02-08",9.92
"301","2018-02-09",9.94
"302","2018-02-12",9.92
"303","2018-02-13",9.94
"304","2018-02-14",9.92
"305","2018-02-15",9.92
"306","2018-02-16",9.92
"307","2018-02-20",9.92
"308","2018-02-21",9.91
"309","2018-02-22",9.92
"310","2018-02-23",9.92
"311","2018-02-26",9.92
"312","2018-02-27",9.92
"313","2018-02-28",9.92
"314","2018-03-01",9.92
"315","2018-03-02",9.92
"316","2018-03-05",9.92
"317","2018-03-06",9.92
"318","2018-03-07",9.95
"319","2018-03-08",9.92
"320","2018-03-09",9.92
"321","2018-03-12",9.92
"322","2018-03-13",9.92
"323","2018-03-14",9.97
"324","2018-03-15",9.97
"325","2018-03-16",9.97
"326","2018-03-19",9.93
"327","2018-03-20",9.93
"328","2018-03-21",9.92
"329","2018-03-22",9.92
"330","2018-03-23",9.92
"331","2018-03-26",9.92
"332","2018-03-27",9.92
"333","2018-03-28",9.95
"334","2018-03-29",9.95
"335","2018-04-02",9.95
"336","2018-04-03",9.96
"337","2018-04-04",9.92
"338","2018-04-05",9.92
"339","2018-04-06",9.92
"340","2018-04-09",9.94
"341","2018-04-10",9.92
"342","2018-04-11",9.94
"343","2018-04-12",9.94
"344","2018-04-13",9.94
"345","2018-04-16",9.94
"346","2018-04-17",9.95
"347","2018-04-18",9.95
"348","2018-04-19",9.97
"349","2018-04-20",9.97
"350","2018-04-23",9.95
"351","2018-04-24",9.96
"352","2018-04-25",9.96
"353","2018-04-26",9.95
"354","2018-04-27",9.95
"355","2018-04-30",9.95
"356","2018-05-01",10
"357","2018-05-02",10
"358","2018-05-03",9.97
"359","2018-05-04",9.97
"360","2018-05-07",9.97
"361","2018-05-08",9.97
"362","2018-05-09",9.97
"363","2018-05-10",9.96
"364","2018-05-11",9.96
"365","2018-05-14",10.03
"366","2018-05-15",10.01
"367","2018-05-16",10.01
"368","2018-05-17",10.01
"369","2018-05-18",10.03
"370","2018-05-21",10.03
"371","2018-05-22",10.03
"372","2018-05-23",10
"373","2018-05-24",10
"374","2018-05-25",10
"375","2018-05-29",10
"376","2018-05-30",10
"377","2018-05-31",10
"378","2018-06-01",10
"379","2018-06-04",10.03
"380","2018-06-05",10.03
"381","2018-06-06",10
"382","2018-06-07",10.01
"383","2018-06-08",10.01
"384","2018-06-11",10.04
"385","2018-06-12",10.04
"386","2018-06-13",10.03
"387","2018-06-14",10.05
"388","2018-06-15",10.09
"389","2018-06-18",10.04
"390","2018-06-19",10.06
"391","2018-06-20",10.1
"392","2018-06-21",10.11
"393","2018-06-22",10.07
"394","2018-06-25",10.07
"395","2018-06-26",10.07
"396","2018-06-27",10.06
"397","2018-06-28",10.1
"398","2018-06-29",10.1
"399","2018-07-02",10.1
"400","2018-07-03",10.1
"401","2018-07-05",10.11
"402","2018-07-06",10.11
"403","2018-07-09",10.11
"404","2018-07-10",10.11
"405","2018-07-11",10.11
"406","2018-07-12",10.11
"407","2018-07-13",10.15
"408","2018-07-16",10.15
"409","2018-07-17",10.15
"410","2018-07-18",10.15
"411","2018-07-19",10.15
"412","2018-07-20",10.15
"413","2018-07-23",10.129
"414","2018-07-24",10.12
"415","2018-07-25",10.12
"416","2018-07-26",10.1
"417","2018-07-27",10.1
"418","2018-07-30",10.13
"419","2018-07-31",10.13
"420","2018-08-01",10.13
"421","2018-08-02",10.13
"422","2018-08-03",10.13
"423","2018-08-06",10.13
"424","2018-08-07",10.13
"425","2018-08-08",10.13
"426","2018-08-09",10.159
"427","2018-08-10",10.159
"428","2018-08-13",10.14
"429","2018-08-14",10.14
"430","2018-08-15",10.13
"431","2018-08-16",10.15
"432","2018-08-17",10.15
"433","2018-08-20",10.13
"434","2018-08-21",10.16
"435","2018-08-22",10.16
"436","2018-08-23",10.16
"437","2018-08-24",10.16
"438","2018-08-27",10.16
"439","2018-08-28",10.153
"440","2018-08-29",10.14
"441","2018-08-30",10.13
"442","2018-08-31",10.13
"443","2018-09-04",10.165
"444","2018-09-05",10.18
"445","2018-09-06",10.18
"446","2018-09-07",10.18
"447","2018-09-10",10.18
"448","2018-09-11",10.2
"449","2018-09-12",10.2
"450","2018-09-13",10.15
"451","2018-09-14",10.15
"452","2018-09-17",10.15
"453","2018-09-18",10.13
"454","2018-09-19",10.12
"455","2018-09-20",10.14
"456","2018-09-21",10.15
"457","2018-09-24",10.07
"458","2018-09-25",10.15
"459","2018-09-26",10.131
"460","2018-09-27",10.13
"461","2018-09-28",10.14
"462","2018-10-01",10.13
"463","2018-10-02",10.12
"464","2018-10-03",10.13
"465","2018-10-04",10.15
"466","2018-10-05",10.15
"467","2018-10-08",10.17
"468","2018-10-09",10.17
"469","2018-10-10",10.15
"470","2018-10-11",10.16
"471","2018-10-12",10.17
"472","2018-10-15",10.18
"473","2018-10-16",10.18
"474","2018-10-17",10.18
"475","2018-10-18",10.18
"476","2018-10-19",10.18
"477","2018-10-22",10.18
"478","2018-10-23",10.17
"479","2018-10-24",10.17
"480","2018-10-25",10.17
"481","2018-10-26",10.18
"482","2018-10-29",10.1
"483","2018-10-30",10.19
"484","2018-10-31",10.3
"485","2018-11-01",10.215
"486","2018-11-02",10.22
"487","2018-11-05",10.12
"488","2018-11-06",10.18
"489","2018-11-07",10.15
"490","2018-11-08",10.15
"491","2018-11-09",10.17
"492","2018-11-12",10.17
"493","2018-11-13",10.2
"494","2018-11-14",10.2
"495","2018-11-15",10.15
"496","2018-11-16",10.175
"497","2018-11-19",10.175
"498","2018-11-20",10.15
"499","2018-11-21",10.18
"500","2018-11-23",10.18
"501","2018-11-26",10.18
"502","2018-11-27",10.16
"503","2018-11-28",10.17
"504","2018-11-29",10.17
"505","2018-11-30",10.17
"506","2018-12-03",10.17
"507","2018-12-04",10.15
"508","2018-12-06",10.13
"509","2018-12-07",10.07
"510","2018-12-10",10.09
"511","2018-12-11",10.1
"512","2018-12-12",10.1
"513","2018-12-13",10.05
"514","2018-12-14",10.1
"515","2018-12-17",10.07
"516","2018-12-18",10.09
"517","2018-12-19",10
"518","2018-12-20",10
"519","2018-12-21",10.05
"520","2018-12-24",10.045
"521","2018-12-26",10.05
"522","2018-12-27",10.05
"523","2018-12-28",10.05
"524","2018-12-31",10.05
"525","2019-01-02",10.07
"526","2019-01-03",10.07
"527","2019-01-04",10.07
"528","2019-01-07",10.08
"529","2019-01-08",10.08
"530","2019-01-09",10.13
"531","2019-01-10",10.14
"532","2019-01-11",10.14
"533","2019-01-14",10.14
"534","2019-01-15",10.14
"535","2019-01-16",10.15
"536","2019-01-17",10.156
"537","2019-01-18",10.19
"538","2019-01-22",10.2
"539","2019-01-23",10.17
"540","2019-01-24",10.2
"541","2019-01-25",10.17
"542","2019-01-28",10.21
"543","2019-01-29",10.225
"544","2019-01-30",10.24
"545","2019-01-31",10.235
"546","2019-02-01",10.21
"547","2019-02-04",10.1
"548","2019-02-05",10.36
"549","2019-02-06",10.2
"550","2019-02-07",10.2
"551","2019-02-08",10.2
"552","2019-02-11",10.31
"553","2019-02-12",10.235
"554","2019-02-13",10.55
"555","2019-02-14",10.15
"556","2019-02-15",10.06
"557","2019-02-19",10.13
"558","2019-02-20",10
"559","2019-02-21",9.9
"560","2019-02-22",9.93
"561","2019-02-25",10
"562","2019-02-26",8.94
"563","2019-02-27",8.6
"564","2019-02-28",8.51
"565","2019-03-01",8.47
"566","2019-03-04",8.489
"567","2019-03-05",8.44
"568","2019-03-06",8.54
"569","2019-03-07",8.45
"570","2019-03-08",8.14
"571","2019-03-11",8.01
"572","2019-03-12",8.05
"573","2019-03-13",8.163
"574","2019-03-14",8.07
"575","2019-03-15",8.05
"576","2019-03-18",8.31
"577","2019-03-19",8.17
"578","2019-03-20",8.45
"579","2019-03-21",8.4
"580","2019-03-22",8.4
"581","2019-03-25",8.4
"582","2019-03-26",8.65
"583","2019-03-27",8.83
"584","2019-03-28",8.79
"585","2019-03-29",8.8
"586","2019-04-01",8.8
"587","2019-04-02",8.85
"588","2019-04-03",9.23
"589","2019-04-04",9.28
"590","2019-04-05",8.86
"591","2019-04-08",8.79
"592","2019-04-09",8.99
"593","2019-04-10",8.91
"594","2019-04-11",9.59
"595","2019-04-12",9.3
"596","2019-04-15",9.2
"597","2019-04-16",9.13
"598","2019-04-17",9.13
"599","2019-04-18",9
"600","2019-04-22",9.05
"601","2019-04-23",9.02
"602","2019-04-24",8.985
"603","2019-04-25",9
"604","2019-04-26",9
"605","2019-04-29",9
"606","2019-04-30",9
"607","2019-05-01",9.08
"608","2019-05-02",9.2
"609","2019-05-03",9.25
"610","2019-05-06",9.26
"611","2019-05-07",9.26
"612","2019-05-08",9.55
"613","2019-05-09",9.72
"614","2019-05-10",9.96
"615","2019-05-13",9.74
"616","2019-05-14",9.89
"617","2019-05-15",9.62
"618","2019-05-16",9.7
"619","2019-05-17",9.59
"620","2019-05-20",9.37
"621","2019-05-21",9.25
"622","2019-05-22",9
"623","2019-05-23",8.5
"624","2019-05-24",9
"625","2019-05-28",9.2
"626","2019-05-29",9.08
"627","2019-05-30",9.15
"628","2019-05-31",8.88
"629","2019-06-03",8.68
"630","2019-06-04",8.69
"631","2019-06-05",7.95
"632","2019-06-06",7.93
"633","2019-06-07",7.98
"634","2019-06-10",7.88
"635","2019-06-11",7.88
"636","2019-06-12",7.88
"637","2019-06-13",7.72
"638","2019-06-14",7.57
"639","2019-06-17",7.72
"640","2019-06-18",7.95
"641","2019-06-19",8.4
"642","2019-06-20",7.82
"643","2019-06-21",7.65
"644","2019-06-24",7.61
"645","2019-06-25",7.26
"646","2019-06-26",7.33
"647","2019-06-27",7.04
"648","2019-06-28",6.85
"649","2019-07-01",7.34
"650","2019-07-02",6.99
"651","2019-07-03",6.22
"652","2019-07-05",6.51
"653","2019-07-08",6.58
"654","2019-07-09",6.63
"655","2019-07-10",6.78
"656","2019-07-11",6.73
"657","2019-07-12",6.68
"658","2019-07-15",6.56
"659","2019-07-16",6.59
"660","2019-07-17",6.7
"661","2019-07-18",6.65
"662","2019-07-19",6.54
"663","2019-07-22",6.59
"664","2019-07-23",6.74
"665","2019-07-24",7.09
"666","2019-07-25",7.09
"667","2019-07-26",6.9
"668","2019-07-29",6.79
"669","2019-07-30",7.05
"670","2019-07-31",6.96
"671","2019-08-01",6.83
"672","2019-08-02",6.78
"673","2019-08-05",6.25
"674","2019-08-06",6.36
"675","2019-08-07",6.34
"676","2019-08-08",6.02
"677","2019-08-09",6
"678","2019-08-12",6
"679","2019-08-13",6.18
"680","2019-08-14",6.17
"681","2019-08-15",6.08
"682","2019-08-16",6.03
"683","2019-08-19",6.12
"684","2019-08-20",6.14
"685","2019-08-21",6.36
"686","2019-08-22",6.18
"687","2019-08-23",6.15
"688","2019-08-26",6.3
"689","2019-08-27",6.27
"690","2019-08-28",6.23
"691","2019-08-29",6.18
"692","2019-08-30",6.26
"693","2019-09-03",6.14
"694","2019-09-04",6.14
"695","2019-09-05",6.23
"696","2019-09-06",6.22
"697","2019-09-09",6.24
"698","2019-09-10",6.22
"699","2019-09-11",6.51
"700","2019-09-12",6.5
"701","2019-09-13",6.52
"702","2019-09-16",6.55
"703","2019-09-17",6.64
"704","2019-09-18",6.68
"705","2019-09-19",6.57
"706","2019-09-20",6.54
"707","2019-09-23",6.42
"708","2019-09-24",6.3
"709","2019-09-25",6.27
"710","2019-09-26",6.2
"711","2019-09-27",6.16
"712","2019-09-30",6.27
"713","2019-10-01",6.04
"714","2019-10-02",6.01
"715","2019-10-03",5.9
"716","2019-10-04",5.64
"717","2019-10-07",5.5
"718","2019-10-08",5.5
"719","2019-10-09",5.65
"720","2019-10-10",5.65
"721","2019-10-11",5.62
"722","2019-10-14",5.33
"723","2019-10-15",5.27
"724","2019-10-16",5.08
"725","2019-10-17",5.1
"726","2019-10-18",4.87
"727","2019-10-21",4.94
"728","2019-10-22",4.88
"729","2019-10-23",5.04
"730","2019-10-24",5.3
"731","2019-10-25",5.24
"732","2019-10-28",5.29
"733","2019-10-29",5.46
"734","2019-10-30",5.35
"735","2019-10-31",5.21
"736","2019-11-01",5.28
"737","2019-11-04",5.38
"738","2019-11-05",5.33
"739","2019-11-06",5.28
"740","2019-11-07",5.34
"741","2019-11-08",5.28
"742","2019-11-11",5.31
"743","2019-11-12",5.41
"744","2019-11-13",5.38
"745","2019-11-14",5.31
"746","2019-11-15",5.18
"747","2019-11-18",5.22
"748","2019-11-19",5.32
"749","2019-11-20",5.385
"750","2019-11-21",5.045
"751","2019-11-22",4.88
"752","2019-11-25",4.73
"753","2019-11-26",4.84
"754","2019-11-27",4.8
"755","2019-11-29",4.93
"756","2019-12-02",4.69
"757","2019-12-03",4.76
"758","2019-12-04",4.76
"759","2019-12-05",4.86
"760","2019-12-06",5.09
"761","2019-12-09",5.93
"762","2019-12-10",6.31
"763","2019-12-11",6.1
"764","2019-12-12",6.52
"765","2019-12-13",6.45
"766","2019-12-16",6.18
"767","2019-12-17",5.73
"768","2019-12-18",5.57
"769","2019-12-19",5.51
"770","2019-12-20",5.54
"771","2019-12-23",5.55
"772","2019-12-24",5.69
"773","2019-12-26",5.67
"774","2019-12-27",5.7
"775","2019-12-30",5.61
"776","2019-12-31",5.89
"777","2020-01-02",5.86
"778","2020-01-03",5.69
"779","2020-01-06",5.66
"780","2020-01-07",5.69
"781","2020-01-08",6.12
"782","2020-01-09",6.07
"783","2020-01-10",5.98
"784","2020-01-13",6.15
"785","2020-01-14",6.15
"786","2020-01-15",6.24
"787","2020-01-16",6.27
"788","2020-01-17",6.14
"789","2020-01-21",5.96
"790","2020-01-22",5.96
"791","2020-01-23",6.25
"792","2020-01-24",6.11
"793","2020-01-27",6.15
"794","2020-01-28",6.13
"795","2020-01-29",5.93
"796","2020-01-30",6.04
"797","2020-01-31",6.26
"798","2020-02-03",5.98
"799","2020-02-04",6.04
"800","2020-02-05",6.28
"801","2020-02-06",6.74
"802","2020-02-07",6.73
"803","2020-02-10",6.71
"804","2020-02-11",6.75
"805","2020-02-12",6.78
"806","2020-02-13",6.8
"807","2020-02-14",7.2
"808","2020-02-18",6.93
"809","2020-02-19",6.73
"810","2020-02-20",6.15
"811","2020-02-21",6.11
"812","2020-02-24",6.06
"813","2020-02-25",5.76
"814","2020-02-26",5.8
"815","2020-02-27",5.57
"816","2020-02-28",5.38
"817","2020-03-02",5.19
"818","2020-03-03",5.15
"819","2020-03-04",4.95
"820","2020-03-05",4.86
"821","2020-03-06",4.69
"822","2020-03-09",4.11
"823","2020-03-10",4.18
"824","2020-03-11",4.01
"825","2020-03-12",3.69
"826","2020-03-13",3.86
"827","2020-03-16",3.61
"828","2020-03-17",4.13
"829","2020-03-18",4.39
"830","2020-03-19",4.86
"831","2020-03-20",4.59
"832","2020-03-23",3.96
"833","2020-03-24",5.07
"834","2020-03-25",4.42
"835","2020-03-26",4.74
"836","2020-03-27",4.5
"837","2020-03-30",4.51
"838","2020-03-31",4.52
"839","2020-04-01",3.75
"840","2020-04-02",3.94
"841","2020-04-03",4.07
"842","2020-04-06",4.5
"843","2020-04-07",4.53
"844","2020-04-08",4.49
"845","2020-04-09",4.56
"846","2020-04-13",4.36
"847","2020-04-14",3.96
"848","2020-04-15",3.76
"849","2020-04-16",3.62
"850","2020-04-17",3.83
"851","2020-04-20",3.89
"852","2020-04-21",3.83
"853","2020-04-22",4.06
"854","2020-04-23",3.82
"855","2020-04-24",3.96
"856","2020-04-27",4.14
"857","2020-04-28",4.37
"858","2020-04-29",4.5
"859","2020-04-30",3.91
"860","2020-05-01",3.62
"861","2020-05-04",3.82
"862","2020-05-05",3.57
"863","2020-05-06",3.6
"864","2020-05-07",3.8
"865","2020-05-08",3.5
"866","2020-05-11",3.27
"867","2020-05-12",3.08
"868","2020-05-13",3.16
"869","2020-05-14",3.35
"870","2020-05-15",3.16
"871","2020-05-18",3.315
"872","2020-05-19",3.23
"873","2020-05-20",3.33
"874","2020-05-21",3.34
"875","2020-05-22",3.24
"876","2020-05-26",3.26
"877","2020-05-27",3.6
"878","2020-05-28",3.89
"879","2020-05-29",3.75
"880","2020-06-01",3.86
"881","2020-06-02",3.82
"882","2020-06-03",4
"883","2020-06-04",3.78
"884","2020-06-05",4.15
"885","2020-06-08",4.44
"886","2020-06-09",4.25
"887","2020-06-10",4.61
"888","2020-06-11",4.12
"889","2020-06-12",4.19
"890","2020-06-15",4.355
"891","2020-06-16",4.46
"892","2020-06-17",4.25
"893","2020-06-18",4.13
"894","2020-06-19",4
"895","2020-06-22",3.98
"896","2020-06-23",3.99
"897","2020-06-24",4.02
"898","2020-06-25",4.155
"899","2020-06-26",4.06
"900","2020-06-29",4.11
"901","2020-06-30",4.165
"902","2020-07-01",4.14
"903","2020-07-02",4.05
"904","2020-07-06",3.82
"905","2020-07-07",3.62
"906","2020-07-08",3.76
"907","2020-07-09",3.61
"908","2020-07-10",3.77
"909","2020-07-13",3.67
"910","2020-07-14",3.7
"911","2020-07-15",3.88
"912","2020-07-16",3.69
"913","2020-07-17",3.82
"914","2020-07-20",3.63
"915","2020-07-21",3.68
"916","2020-07-22",3.58
"917","2020-07-23",3.57
"918","2020-07-24",3.5
"919","2020-07-27",3.44
"920","2020-07-28",3.36
"921","2020-07-29",3.44
"922","2020-07-30",3.32
"923","2020-07-31",3.25
"924","2020-08-03",3.22
"925","2020-08-04",3.32
"926","2020-08-05",3.37
"927","2020-08-06",3.33
"928","2020-08-07",3.99
"929","2020-08-10",4.1
"930","2020-08-11",4.03
"931","2020-08-12",3.62
"932","2020-08-13",3.2
"933","2020-08-14",3.22
"934","2020-08-17",3.18
"935","2020-08-18",3.08
"936","2020-08-19",3.05
"937","2020-08-20",3.01
"938","2020-08-21",2.84
"939","2020-08-24",2.89
"940","2020-08-25",2.78
"941","2020-08-26",2.92
"942","2020-08-27",3.04
"943","2020-08-28",3.31
"944","2020-08-31",3.265
"945","2020-09-01",3.17
"946","2020-09-02",2.93
"947","2020-09-03",2.8
"948","2020-09-04",2.76
"949","2020-09-08",2.82
"950","2020-09-09",2.84
"951","2020-09-10",2.69
"952","2020-09-11",2.66
"953","2020-09-14",2.72
"954","2020-09-15",2.76
"955","2020-09-16",2.85
"956","2020-09-17",2.68
"957","2020-09-18",2.76
"958","2020-09-21",2.555
"959","2020-09-22",2.4
"960","2020-09-23",2.31
"961","2020-09-24",2.3
"962","2020-09-25",2.38
"963","2020-09-28",2.6
"964","2020-09-29",2.64
"965","2020-09-30",2.65
"966","2020-10-01",2.66
"967","2020-10-02",2.62
"968","2020-10-05",2.78
"969","2020-10-06",2.58
"970","2020-10-07",2.71
"971","2020-10-08",2.93
"972","2020-10-09",2.91
"973","2020-10-12",2.98
"974","2020-10-13",2.95
"975","2020-10-14",3.02
"976","2020-10-15",3.13
"977","2020-10-16",3.14
"978","2020-10-19",2.88
"979","2020-10-20",3.04
"980","2020-10-21",3.08
"981","2020-10-22",3.08
"982","2020-10-23",3.27
"983","2020-10-26",3.1
"984","2020-10-27",3.07
"985","2020-10-28",2.98
"986","2020-10-29",3.04
"987","2020-10-30",2.91
"988","2020-11-02",3.08
"989","2020-11-03",3.04
"990","2020-11-04",2.88
"991","2020-11-05",2.745
"992","2020-11-06",2.48
"993","2020-11-09",2.93
"994","2020-11-10",3.06
"995","2020-11-11",3.06
"996","2020-11-12",2.93
"997","2020-11-13",3.02
"998","2020-11-16",3.28
"999","2020-11-17",3.26
"1000","2020-11-18",3.28
"1001","2020-11-19",3.63
"1002","2020-11-20",3.56
"1003","2020-11-23",3.64
"1004","2020-11-24",3.82
"1005","2020-11-25",4.155
