"","date","CERC"
"1001","2019-10-04",3.15
"1002","2019-10-07",3.16
"1003","2019-10-08",3.01
"1004","2019-10-09",2.99
"1005","2019-10-10",3.1
"1006","2019-10-11",3.12
"1007","2019-10-14",3.42
"1008","2019-10-15",3.47
"1009","2019-10-16",3.44
"1010","2019-10-17",3.47
"1011","2019-10-18",3.39
"1012","2019-10-21",3.2
"1013","2019-10-22",3.22
"1014","2019-10-23",3.29
"1015","2019-10-24",3.39
"1016","2019-10-25",3.3
"1017","2019-10-28",3.37
"1018","2019-10-29",3.3
"1019","2019-10-30",3.22
"1020","2019-10-31",3.44
"1021","2019-11-01",3.49
"1022","2019-11-04",3.44
"1023","2019-11-05",3.37
"1024","2019-11-06",3.44
"1025","2019-11-07",3.54
"1026","2019-11-08",3.37
"1027","2019-11-11",3.35
"1028","2019-11-12",3.35
"1029","2019-11-13",3.33
"1030","2019-11-14",3.02
"1031","2019-11-15",2.99
"1032","2019-11-18",3.11
"1033","2019-11-19",3.36
"1034","2019-11-20",3.17
"1035","2019-11-21",2.96
"1036","2019-11-22",3.33
"1037","2019-11-25",3.38
"1038","2019-11-26",3.37
"1039","2019-11-27",3.57
"1040","2019-11-29",3.77
"1041","2019-12-02",3.67
"1042","2019-12-03",3.55
"1043","2019-12-04",3.7
"1044","2019-12-05",3.37
"1045","2019-12-06",4
"1046","2019-12-09",3.72
"1047","2019-12-10",3.84
"1048","2019-12-11",4.18
"1049","2019-12-12",4.4
"1050","2019-12-13",4.41
"1051","2019-12-16",4.47
"1052","2019-12-17",4.39
"1053","2019-12-18",4.34
"1054","2019-12-19",4.28
"1055","2019-12-20",4.28
"1056","2019-12-23",5.28
"1057","2019-12-24",5.71
"1058","2019-12-26",5.5
"1059","2019-12-27",5.13
"1060","2019-12-30",5.2
"1061","2019-12-31",5.39
"1062","2020-01-02",5.03
"1063","2020-01-03",4.71
"1064","2020-01-06",4.51
"1065","2020-01-07",4.485
"1066","2020-01-08",4.67
"1067","2020-01-09",4.68
"1068","2020-01-10",4.93
"1069","2020-01-13",4.78
"1070","2020-01-14",4.81
"1071","2020-01-15",4.89
"1072","2020-01-16",5.08
"1073","2020-01-17",5.03
"1074","2020-01-21",4.92
"1075","2020-01-22",4.79
"1076","2020-01-23",4.62
"1077","2020-01-24",4.61
"1078","2020-01-27",4.36
"1079","2020-01-28",4.48
"1080","2020-01-29",4.34
"1081","2020-01-30",4.33
"1082","2020-01-31",3.95
"1083","2020-02-03",3.98
"1084","2020-02-04",4.09
"1085","2020-02-05",3.74
"1086","2020-02-06",4.27
"1087","2020-02-07",4.27
"1088","2020-02-10",4.03
"1089","2020-02-11",4
"1090","2020-02-12",4
"1091","2020-02-13",3.94
"1092","2020-02-14",3.83
"1093","2020-02-18",4
"1094","2020-02-19",4.02
"1095","2020-02-20",4.03
"1096","2020-02-21",4.05
"1097","2020-02-24",3.66
"1098","2020-02-25",3.435
"1099","2020-02-26",3.38
"1100","2020-02-27",2.97
"1101","2020-02-28",3.05
"1102","2020-03-02",3.37
"1103","2020-03-03",3.08
"1104","2020-03-04",3.23
"1105","2020-03-05",3.05
"1106","2020-03-06",2.85
"1107","2020-03-09",2.62
"1108","2020-03-10",2.74
"1109","2020-03-11",2.41
"1110","2020-03-12",2.04
"1111","2020-03-13",2.18
"1112","2020-03-16",1.7
"1113","2020-03-17",2.05
"1114","2020-03-18",2.02
"1115","2020-03-19",2.74
"1116","2020-03-20",2.69
"1117","2020-03-23",2.74
"1118","2020-03-24",2.97
"1119","2020-03-25",2.64
"1120","2020-03-26",2.61
"1121","2020-03-27",2.36
"1122","2020-03-30",2.4
"1123","2020-03-31",2.48
"1124","2020-04-01",2.25
"1125","2020-04-02",2.14
"1126","2020-04-03",2.18
"1127","2020-04-06",2.34
"1128","2020-04-07",2.15
"1129","2020-04-08",2.42
"1130","2020-04-09",2.57
"1131","2020-04-13",2.77
"1132","2020-04-14",2.85
"1133","2020-04-15",2.75
"1134","2020-04-16",2.66
"1135","2020-04-17",2.8
"1136","2020-04-20",2.63
"1137","2020-04-21",2.59
"1138","2020-04-22",2.6
"1139","2020-04-23",2.54
"1140","2020-04-24",2.58
"1141","2020-04-27",2.57
"1142","2020-04-28",2.46
"1143","2020-04-29",2.49
"1144","2020-04-30",2.37
"1145","2020-05-01",2.3
"1146","2020-05-04",2.2
"1147","2020-05-05",2.25
"1148","2020-05-06",2.28
"1149","2020-05-07",2.28
"1150","2020-05-08",2.33
"1151","2020-05-11",2.28
"1152","2020-05-12",2.16
"1153","2020-05-13",2.3
"1154","2020-05-14",2.24
"1155","2020-05-15",2.36
"1156","2020-05-18",2.42
"1157","2020-05-19",2.29
"1158","2020-05-20",2.32
"1159","2020-05-21",2.26
"1160","2020-05-22",2.38
"1161","2020-05-26",2.43
"1162","2020-05-27",2.73
"1163","2020-05-28",2.925
"1164","2020-05-29",3.23
"1165","2020-06-01",2.96
"1166","2020-06-02",2.92
"1167","2020-06-03",2.6
"1168","2020-06-04",2.65
"1169","2020-06-05",2.73
"1170","2020-06-08",3.22
"1171","2020-06-09",2.82
"1172","2020-06-10",2.68
"1173","2020-06-11",2.44
"1174","2020-06-12",2.53
"1175","2020-06-15",2.58
"1176","2020-06-16",2.56
"1177","2020-06-17",2.52
"1178","2020-06-18",2.51
"1179","2020-06-19",2.58
"1180","2020-06-22",2.63
"1181","2020-06-23",2.57
"1182","2020-06-24",2.51
"1183","2020-06-25",2.57
"1184","2020-06-26",2.41
"1185","2020-06-29",2.53
"1186","2020-06-30",2.6
"1187","2020-07-01",2.56
"1188","2020-07-02",2.57
"1189","2020-07-06",2.59
"1190","2020-07-07",2.62
"1191","2020-07-08",2.6
"1192","2020-07-09",2.56
"1193","2020-07-10",2.57
"1194","2020-07-13",2.46
"1195","2020-07-14",2.49
"1196","2020-07-15",2.58
"1197","2020-07-16",2.7
"1198","2020-07-17",2.75
"1199","2020-07-20",2.76
"1200","2020-07-21",3.06
"1201","2020-07-22",2.91
"1202","2020-07-23",2.74
"1203","2020-07-24",2.81
"1204","2020-07-27",2.71
"1205","2020-07-28",2.72
"1206","2020-07-29",2.65
"1207","2020-07-30",2.79
"1208","2020-07-31",2.73
"1209","2020-08-03",2.72
"1210","2020-08-04",2.87
"1211","2020-08-05",3.07
"1212","2020-08-06",2.88
"1213","2020-08-07",2.84
"1214","2020-08-10",2.86
"1215","2020-08-11",2.77
"1216","2020-08-12",2.6
"1217","2020-08-13",2.52
"1218","2020-08-14",2.57
"1219","2020-08-17",2.67
"1220","2020-08-18",2.73
"1221","2020-08-19",2.72
"1222","2020-08-20",2.7
"1223","2020-08-21",2.56
"1224","2020-08-24",2.52
"1225","2020-08-25",2.62
"1226","2020-08-26",2.58
"1227","2020-08-27",2.54
"1228","2020-08-28",2.54
"1229","2020-08-31",2.46
"1230","2020-09-01",2.29
"1231","2020-09-02",2.29
"1232","2020-09-03",2.2
"1233","2020-09-04",2.23
"1234","2020-09-08",2.4
"1235","2020-09-09",2.56
"1236","2020-09-10",2.57
"1237","2020-09-11",2.58
"1238","2020-09-14",2.77
"1239","2020-09-15",2.73
"1240","2020-09-16",2.665
"1241","2020-09-17",2.84
"1242","2020-09-18",2.78
"1243","2020-09-21",2.53
"1244","2020-09-22",2.47
"1245","2020-09-23",2.33
"1246","2020-09-24",2.25
"1247","2020-09-25",2.43
"1248","2020-09-28",2.29
"1249","2020-09-29",2.27
"1250","2020-09-30",2.275
"1251","2020-10-01",2.24
"1252","2020-10-02",2.24
"1253","2020-10-05",2.28
"1254","2020-10-06",2.33
"1255","2020-10-07",2.45
"1256","2020-10-08",2.45
"1257","2020-10-09",2.45
"1258","2020-10-12",2.48
"1259","2020-10-13",2.44
"1260","2020-10-14",2.38
"1261","2020-10-15",2.4
"1262","2020-10-16",2.41
"1263","2020-10-19",2.3
"1264","2020-10-20",2.37
"1265","2020-10-21",2.3
"1266","2020-10-22",2.26
"1267","2020-10-23",2.32
"1268","2020-10-26",2.25
"1269","2020-10-27",2.15
"1270","2020-10-28",2.08
"1271","2020-10-29",2.17
"1272","2020-10-30",2.06
"1273","2020-11-02",2.02
"1274","2020-11-03",2.1
"1275","2020-11-04",2.08
"1276","2020-11-05",2.09
"1277","2020-11-06",2.06
"1278","2020-11-09",2.06
"1279","2020-11-10",2.06
"1280","2020-11-11",2.18
"1281","2020-11-12",2.22
"1282","2020-11-13",2.21
"1283","2020-11-16",2.275
"1284","2020-11-17",2.34
"1285","2020-11-18",2.31
"1286","2020-11-19",2.3
"1287","2020-11-20",2.32
"1288","2020-11-23",2.34
"1289","2020-11-24",2.38
"1290","2020-11-25",2.42
"1291","2020-11-27",2.52
