"","date","NRBO"
"563","2018-10-29",31.25
"564","2018-10-30",31
"565","2018-10-31",30.5
"566","2018-11-01",31.75
"567","2018-11-02",33.75
"568","2018-11-05",35
"569","2018-11-06",33.5
"570","2018-11-07",35.25
"571","2018-11-08",33.75
"572","2018-11-09",31.75
"573","2018-11-12",30.25
"574","2018-11-13",30.25
"575","2018-11-14",31
"576","2018-11-15",32.25
"577","2018-11-16",29.75
"578","2018-11-19",28.75
"579","2018-11-20",27.25
"580","2018-11-21",29.5
"581","2018-11-23",30
"582","2018-11-26",29.25
"583","2018-11-27",30.5
"584","2018-11-28",29.75
"585","2018-11-29",29.25
"586","2018-11-30",29.25
"587","2018-12-03",29
"588","2018-12-04",30.25
"589","2018-12-06",28
"590","2018-12-07",28
"591","2018-12-10",26.5
"592","2018-12-11",25.875
"593","2018-12-12",24.75
"594","2018-12-13",22.5
"595","2018-12-14",22.5
"596","2018-12-17",21.25
"597","2018-12-18",19.049999
"598","2018-12-19",18.25
"599","2018-12-20",17.975
"600","2018-12-21",14.95
"601","2018-12-24",14.75
"602","2018-12-26",15.375
"603","2018-12-27",15.375
"604","2018-12-28",19.225
"605","2018-12-31",20.25
"606","2019-01-02",20.25
"607","2019-01-03",20.5
"608","2019-01-04",20.875
"609","2019-01-07",21.75
"610","2019-01-08",22.200001
"611","2019-01-09",22.174999
"612","2019-01-10",21.549999
"613","2019-01-11",22.25
"614","2019-01-14",22.5
"615","2019-01-15",25.75
"616","2019-01-16",26.25
"617","2019-01-17",25
"618","2019-01-18",25.15
"619","2019-01-22",27
"620","2019-01-23",27.5
"621","2019-01-24",26.625
"622","2019-01-25",26.75
"623","2019-01-28",26.075001
"624","2019-01-29",25.5
"625","2019-01-30",24.75
"626","2019-01-31",26.75
"627","2019-02-01",25.25
"628","2019-02-04",26.75
"629","2019-02-05",27
"630","2019-02-06",27
"631","2019-02-07",31.75
"632","2019-02-08",26.5
"633","2019-02-11",28.5
"634","2019-02-12",27.75
"635","2019-02-13",28
"636","2019-02-14",27.75
"637","2019-02-15",28.5
"638","2019-02-19",29.25
"639","2019-02-20",28.75
"640","2019-02-21",29
"641","2019-02-22",29.5
"642","2019-02-25",30
"643","2019-02-26",30.75
"644","2019-02-27",32.424999
"645","2019-02-28",33
"646","2019-03-01",32.5
"647","2019-03-04",34.75
"648","2019-03-05",33
"649","2019-03-06",35
"650","2019-03-07",35.75
"651","2019-03-08",32
"652","2019-03-11",31.25
"653","2019-03-12",30.25
"654","2019-03-13",28.5
"655","2019-03-14",27.25
"656","2019-03-15",28.5
"657","2019-03-18",28
"658","2019-03-19",29.75
"659","2019-03-20",31.75
"660","2019-03-21",31.25
"661","2019-03-22",30.025
"662","2019-03-25",29
"663","2019-03-26",29.25
"664","2019-03-27",28.25
"665","2019-03-28",28.9
"666","2019-03-29",28.75
"667","2019-04-01",29.700001
"668","2019-04-02",32.5
"669","2019-04-03",33
"670","2019-04-04",33.75
"671","2019-04-05",33.75
"672","2019-04-08",33.75
"673","2019-04-09",32.75
"674","2019-04-10",33
"675","2019-04-11",33
"676","2019-04-12",32.5
"677","2019-04-15",30.75
"678","2019-04-16",33.25
"679","2019-04-17",32.5
"680","2019-04-18",31.75
"681","2019-04-22",33.125
"682","2019-04-23",32.5
"683","2019-04-24",30.5
"684","2019-04-25",32.5
"685","2019-04-26",32.75
"686","2019-04-29",31.950001
"687","2019-04-30",31
"688","2019-05-01",31
"689","2019-05-02",30.25
"690","2019-05-03",31.75
"691","2019-05-06",31
"692","2019-05-07",31.5
"693","2019-05-08",30.25
"694","2019-05-09",30.5
"695","2019-05-10",26.25
"696","2019-05-13",27
"697","2019-05-14",28
"698","2019-05-15",29.5
"699","2019-05-16",28.625
"700","2019-05-17",27.5
"701","2019-05-20",27.875
"702","2019-05-21",27.875
"703","2019-05-22",25.75
"704","2019-05-23",26
"705","2019-05-24",26
"706","2019-05-28",25.25
"707","2019-05-29",23.25
"708","2019-05-30",19.424999
"709","2019-05-31",21
"710","2019-06-03",21.75
"711","2019-06-04",25.5
"712","2019-06-05",23.75
"713","2019-06-06",23.25
"714","2019-06-07",21.225
"715","2019-06-10",20.225
"716","2019-06-11",23.25
"717","2019-06-12",22.950001
"718","2019-06-13",23
"719","2019-06-14",22.225
"720","2019-06-17",23.75
"721","2019-06-18",23.174999
"722","2019-06-19",24
"723","2019-06-20",22.75
"724","2019-06-21",22.625
"725","2019-06-24",23.25
"726","2019-06-25",30.125
"727","2019-06-26",23.75
"728","2019-06-27",20
"729","2019-06-28",20.25
"730","2019-07-01",20.15
"731","2019-07-02",20
"732","2019-07-03",19.5
"733","2019-07-05",19
"734","2019-07-08",19.35
"735","2019-07-09",19
"736","2019-07-10",17.75
"737","2019-07-11",18.75
"738","2019-07-12",18
"739","2019-07-15",17.75
"740","2019-07-16",19.5
"741","2019-07-17",17.700001
"742","2019-07-18",18.25
"743","2019-07-19",18.5
"744","2019-07-22",17.75
"745","2019-07-23",18
"746","2019-07-24",18
"747","2019-07-25",23.125
"748","2019-07-26",20.5
"749","2019-07-29",16.825001
"750","2019-07-30",15.625
"751","2019-07-31",15.775
"752","2019-08-01",16.299999
"753","2019-08-02",15.25
"754","2019-08-05",16.174999
"755","2019-08-06",15.375
"756","2019-08-07",15.25
"757","2019-08-08",16.924999
"758","2019-08-09",16.875
"759","2019-08-12",16
"760","2019-08-13",15.975
"761","2019-08-14",15.95
"762","2019-08-15",14.15
"763","2019-08-16",14
"764","2019-08-19",14.025
"765","2019-08-20",13.375
"766","2019-08-21",14.25
"767","2019-08-22",14
"768","2019-08-23",14.125
"769","2019-08-26",14.025
"770","2019-08-27",12.825
"771","2019-08-28",13.25
"772","2019-08-29",12.8
"773","2019-08-30",13.5
"774","2019-09-03",12.5
"775","2019-09-04",13.25
"776","2019-09-05",12.75
"777","2019-09-06",12.3
"778","2019-09-09",11.525
"779","2019-09-10",12.125
"780","2019-09-11",10.75
"781","2019-09-12",11.575
"782","2019-09-13",11.45
"783","2019-09-16",12.25
"784","2019-09-17",13.375
"785","2019-09-18",13.275
"786","2019-09-19",13.25
"787","2019-09-20",12.5
"788","2019-09-23",12.475
"789","2019-09-24",11.875
"790","2019-09-25",11.7
"791","2019-09-26",9.75
"792","2019-09-27",9.8
"793","2019-09-30",9.55
"794","2019-10-01",9
"795","2019-10-02",8.75
"796","2019-10-03",9.175
"797","2019-10-04",8.75
"798","2019-10-07",8.375
"799","2019-10-08",8.425
"800","2019-10-09",8.725
"801","2019-10-10",7.95
"802","2019-10-11",8.5
"803","2019-10-14",8.75
"804","2019-10-15",8.25
"805","2019-10-16",8.5
"806","2019-10-17",8.775
"807","2019-10-18",9
"808","2019-10-21",9.025
"809","2019-10-22",9.675
"810","2019-10-23",9.425
"811","2019-10-24",9
"812","2019-10-25",9.2
"813","2019-10-28",9.1
"814","2019-10-29",8.9
"815","2019-10-30",8.75
"816","2019-10-31",9.125
"817","2019-11-01",8.95
"818","2019-11-04",9.45
"819","2019-11-05",9.75
"820","2019-11-06",9.525
"821","2019-11-07",8.75
"822","2019-11-08",9.05
"823","2019-11-11",8.775
"824","2019-11-12",9
"825","2019-11-13",8.35
"826","2019-11-14",8.15
"827","2019-11-15",8.975
"828","2019-11-18",8.625
"829","2019-11-19",8.95
"830","2019-11-20",8.6
"831","2019-11-21",8.825
"832","2019-11-22",9.475
"833","2019-11-25",9.9
"834","2019-11-26",8.625
"835","2019-11-27",8.725
"836","2019-11-29",8.975
"837","2019-12-02",8.65
"838","2019-12-03",8.75
"839","2019-12-04",8.4
"840","2019-12-05",8.325
"841","2019-12-06",7.4
"842","2019-12-09",6.825
"843","2019-12-10",7.65
"844","2019-12-11",7.5
"845","2019-12-12",7.925
"846","2019-12-13",7.325
"847","2019-12-16",7.5
"848","2019-12-17",7.275
"849","2019-12-18",7.225
"850","2019-12-19",7.225
"851","2019-12-20",7.5
"852","2019-12-23",7.825
"853","2019-12-24",7.5
"854","2019-12-26",7.525
"855","2019-12-27",7.525
"856","2019-12-30",7.5
"857","2019-12-31",8.75
"858","2020-01-02",7.24
"859","2020-01-03",7.5
"860","2020-01-06",7.585
"861","2020-01-07",7.909
"862","2020-01-08",9
"863","2020-01-09",9.233
"864","2020-01-10",9.26
"865","2020-01-13",8.39
"866","2020-01-14",7.68
"867","2020-01-15",7.78
"868","2020-01-16",7.57
"869","2020-01-17",8.09
"870","2020-01-21",8.36
"871","2020-01-22",8.19
"872","2020-01-23",9.1
"873","2020-01-24",8.21
"874","2020-01-27",8.35
"875","2020-01-28",8.19
"876","2020-01-29",8.78
"877","2020-01-30",8.515
"878","2020-01-31",9.1
"879","2020-02-03",9.75
"880","2020-02-04",11.21
"881","2020-02-05",10.78
"882","2020-02-06",10.905
"883","2020-02-07",12.79
"884","2020-02-10",12.55
"885","2020-02-11",14.7
"886","2020-02-12",30
"887","2020-02-13",23.5
"888","2020-02-14",23.77
"889","2020-02-18",18.860001
"890","2020-02-19",19.25
"891","2020-02-20",18.18
"892","2020-02-21",17.860001
"893","2020-02-24",17.51
"894","2020-02-25",17.360001
"895","2020-02-26",17.030001
"896","2020-02-27",16.940001
"897","2020-02-28",15.4
"898","2020-03-02",14
"899","2020-03-03",13.33
"900","2020-03-04",15.18
"901","2020-03-05",16
"902","2020-03-06",16.48
"903","2020-03-09",15.14
"904","2020-03-10",14.5
"905","2020-03-11",12.5
"906","2020-03-12",9.1
"907","2020-03-13",9.46
"908","2020-03-16",8.49
"909","2020-03-17",8.71
"910","2020-03-18",8.11
"911","2020-03-19",8.61
"912","2020-03-20",8.91
"913","2020-03-23",8.97
"914","2020-03-24",10.97
"915","2020-03-25",11.65
"916","2020-03-26",14.16
"917","2020-03-27",14.57
"918","2020-03-30",12.93
"919","2020-03-31",13.9
"920","2020-04-01",11.5
"921","2020-04-02",14.27
"922","2020-04-03",15.8
"923","2020-04-06",18.040001
"924","2020-04-07",21
"925","2020-04-08",27.209999
"926","2020-04-09",28.860001
"927","2020-04-13",29.440001
"928","2020-04-14",16.700001
"929","2020-04-15",15.01
"930","2020-04-16",12.45
"931","2020-04-17",13.16
"932","2020-04-20",12.8
"933","2020-04-21",12.98
"934","2020-04-22",14.2
"935","2020-04-23",14.56
"936","2020-04-24",14.93
"937","2020-04-27",15.1
"938","2020-04-28",15.155
"939","2020-04-29",14.89
"940","2020-04-30",14.21
"941","2020-05-01",12.87
"942","2020-05-04",13.73
"943","2020-05-05",14.4
"944","2020-05-06",14.8
"945","2020-05-07",13.31
"946","2020-05-08",14
"947","2020-05-11",13.55
"948","2020-05-12",13.81
"949","2020-05-13",13.26
"950","2020-05-14",13.09
"951","2020-05-15",13.51
"952","2020-05-18",14
"953","2020-05-19",14.29
"954","2020-05-20",14.3
"955","2020-05-21",13.57
"956","2020-05-22",13.74
"957","2020-05-26",13.01
"958","2020-05-27",12.93
"959","2020-05-28",13.17
"960","2020-05-29",13.22
"961","2020-06-01",13.87
"962","2020-06-02",14.1
"963","2020-06-03",14.25
"964","2020-06-04",14.1
"965","2020-06-05",13.73
"966","2020-06-08",12.3
"967","2020-06-09",12.245
"968","2020-06-10",10.67
"969","2020-06-11",9.78
"970","2020-06-12",9.73
"971","2020-06-15",9.5
"972","2020-06-16",9.81
"973","2020-06-17",9.9
"974","2020-06-18",9.84
"975","2020-06-19",9.37
"976","2020-06-22",9.93
"977","2020-06-23",9.52
"978","2020-06-24",9.54
"979","2020-06-25",9.85
"980","2020-06-26",9.08
"981","2020-06-29",8.31
"982","2020-06-30",8.05
"983","2020-07-01",7.99
"984","2020-07-02",8.58
"985","2020-07-06",8.02
"986","2020-07-07",7.73
"987","2020-07-08",8.08
"988","2020-07-09",7.76
"989","2020-07-10",7.94
"990","2020-07-13",7.58
"991","2020-07-14",7.69
"992","2020-07-15",7.26
"993","2020-07-16",7.66
"994","2020-07-17",8.67
"995","2020-07-20",8.29
"996","2020-07-21",8.14
"997","2020-07-22",7.95
"998","2020-07-23",7.43
"999","2020-07-24",7.2
"1000","2020-07-27",7.02
"1001","2020-07-28",6.62
"1002","2020-07-29",6.17
"1003","2020-07-30",6.56
"1004","2020-07-31",6.41
"1005","2020-08-03",6.57
"1006","2020-08-04",6.76
"1007","2020-08-05",6.59
"1008","2020-08-06",6.64
"1009","2020-08-07",6.63
"1010","2020-08-10",7.02
"1011","2020-08-11",6.43
"1012","2020-08-12",6.35
"1013","2020-08-13",6.55
"1014","2020-08-14",6.57
"1015","2020-08-17",6.59
"1016","2020-08-18",6.35
"1017","2020-08-19",6.26
"1018","2020-08-20",6.29
"1019","2020-08-21",6.24
"1020","2020-08-24",6.2
"1021","2020-08-25",6.37
"1022","2020-08-26",6.29
"1023","2020-08-27",6.16
"1024","2020-08-28",6.32
