"","date","NRBO"
"1","2016-08-05",230
"2","2016-08-08",222
"3","2016-08-09",224
"4","2016-08-10",233.5
"5","2016-08-11",221.75
"6","2016-08-12",238.050003
"7","2016-08-15",253
"8","2016-08-16",249.75
"9","2016-08-17",250
"10","2016-08-18",251.25
"11","2016-08-19",250.75
"12","2016-08-22",250
"13","2016-08-23",253.25
"14","2016-08-24",255
"15","2016-08-25",252.75
"16","2016-08-26",253.5
"17","2016-08-29",253.75
"18","2016-08-30",282.5
"19","2016-08-31",331
"20","2016-09-01",336.25
"21","2016-09-02",330.75
"22","2016-09-06",332
"23","2016-09-07",320.75
"24","2016-09-08",308.75
"25","2016-09-09",310
"26","2016-09-12",307.5
"27","2016-09-13",285
"28","2016-09-14",280.25
"29","2016-09-15",254.75
"30","2016-09-16",240.75
"31","2016-09-19",250
"32","2016-09-20",249.75
"33","2016-09-21",261.25
"34","2016-09-22",290.25
"35","2016-09-23",272.75
"36","2016-09-26",282.25
"37","2016-09-27",285
"38","2016-09-28",309
"39","2016-09-29",282.5
"40","2016-09-30",273
"41","2016-10-03",275
"42","2016-10-04",260.5
"43","2016-10-05",270
"44","2016-10-06",277.25
"45","2016-10-07",268.75
"46","2016-10-10",283.75
"47","2016-10-11",287.75
"48","2016-10-12",282.25
"49","2016-10-13",277.25
"50","2016-10-14",252.75
"51","2016-10-17",250.5
"52","2016-10-18",250.25
"53","2016-10-19",255.5
"54","2016-10-20",261.25
"55","2016-10-21",258
"56","2016-10-24",255
"57","2016-10-25",257
"58","2016-10-26",253
"59","2016-10-27",247.25
"60","2016-10-28",244
"61","2016-10-31",234.75
"62","2016-11-01",237.5
"63","2016-11-02",239
"64","2016-11-03",225.5
"65","2016-11-04",227.5
"66","2016-11-07",249.75
"67","2016-11-08",234.75
"68","2016-11-09",230.25
"69","2016-11-10",235.5
"70","2016-11-11",228
"71","2016-11-14",229.5
"72","2016-11-15",235
"73","2016-11-16",238.100006
"74","2016-11-17",239.75
"75","2016-11-18",236.75
"76","2016-11-21",234.75
"77","2016-11-22",240
"78","2016-11-23",240
"79","2016-11-25",242.5
"80","2016-11-28",235.5
"81","2016-11-29",233.75
"82","2016-11-30",238.25
"83","2016-12-01",236.25
"84","2016-12-02",230
"85","2016-12-05",234.5
"86","2016-12-06",218.75
"87","2016-12-07",228.5
"88","2016-12-08",223.75
"89","2016-12-09",220.25
"90","2016-12-12",213
"91","2016-12-13",202.5
"92","2016-12-14",204.5
"93","2016-12-15",190.25
"94","2016-12-16",187.75
"95","2016-12-19",192.5
"96","2016-12-20",200
"97","2016-12-21",199.75
"98","2016-12-22",198.5
"99","2016-12-23",204.75
"100","2016-12-27",216
"101","2016-12-28",205.25
"102","2016-12-29",204.5
"103","2016-12-30",196
"104","2017-01-03",197.25
"105","2017-01-04",200
"106","2017-01-05",208.5
"107","2017-01-06",230.75
"108","2017-01-09",237.5
"109","2017-01-10",254.25
"110","2017-01-11",249.975006
"111","2017-01-12",247
"112","2017-01-13",250
"113","2017-01-17",246.875
"114","2017-01-18",251
"115","2017-01-19",261.25
"116","2017-01-20",267.75
"117","2017-01-23",262.75
"118","2017-01-24",251.75
"119","2017-01-25",264.25
"120","2017-01-26",252.5
"121","2017-01-27",266
"122","2017-01-30",259.024994
"123","2017-01-31",275
"124","2017-02-01",274.75
"125","2017-02-02",271.75
"126","2017-02-03",272
"127","2017-02-06",268
"128","2017-02-07",262.5
"129","2017-02-08",262.5
"130","2017-02-09",257
"131","2017-02-10",252
"132","2017-02-13",255.25
"133","2017-02-14",259
"134","2017-02-15",250.5
"135","2017-02-16",243.75
"136","2017-02-17",247.5
"137","2017-02-21",245.25
"138","2017-02-22",242.5
"139","2017-02-23",225.75
"140","2017-02-24",230
"141","2017-02-27",242.25
"142","2017-02-28",234.75
"143","2017-03-01",232.5
"144","2017-03-02",234.024994
"145","2017-03-03",235
"146","2017-03-06",237.5
"147","2017-03-07",235
"148","2017-03-08",235.5
"149","2017-03-09",236.25
"150","2017-03-10",229.25
"151","2017-03-13",228
"152","2017-03-14",228.75
"153","2017-03-15",231.25
"154","2017-03-16",243.75
"155","2017-03-17",225.25
"156","2017-03-20",253.100006
"157","2017-03-21",260
"158","2017-03-22",291.5
"159","2017-03-23",295.25
"160","2017-03-24",306.5
"161","2017-03-27",290.5
"162","2017-03-28",278.75
"163","2017-03-29",269.5
"164","2017-03-30",262.75
"165","2017-03-31",262.5
"166","2017-04-03",259.25
"167","2017-04-04",267
"168","2017-04-05",252.5
"169","2017-04-06",251.5
"170","2017-04-07",256.75
"171","2017-04-10",281.75
"172","2017-04-11",283.75
"173","2017-04-12",287.5
"174","2017-04-13",291.25
"175","2017-04-17",290.75
"176","2017-04-18",293.25
"177","2017-04-19",293
"178","2017-04-20",293.25
"179","2017-04-21",272.75
"180","2017-04-24",272.5
"181","2017-04-25",273.25
"182","2017-04-26",271.25
"183","2017-04-27",266.5
"184","2017-04-28",274.5
"185","2017-05-01",277.5
"186","2017-05-02",275.75
"187","2017-05-03",278.75
"188","2017-05-04",281.25
"189","2017-05-05",280.25
"190","2017-05-08",279
"191","2017-05-09",272.75
"192","2017-05-10",275
"193","2017-05-11",275
"194","2017-05-12",274.5
"195","2017-05-15",270
"196","2017-05-16",265
"197","2017-05-17",267.25
"198","2017-05-18",260.5
"199","2017-05-19",258.75
"200","2017-05-22",251.5
"201","2017-05-23",250.75
"202","2017-05-24",250
"203","2017-05-25",252.75
"204","2017-05-26",262.5
"205","2017-05-30",256.5
"206","2017-05-31",247.5
"207","2017-06-01",269
"208","2017-06-02",261.25
"209","2017-06-05",265
"210","2017-06-06",265
"211","2017-06-07",270.25
"212","2017-06-08",270
"213","2017-06-09",272.75
"214","2017-06-12",272.5
"215","2017-06-13",270.25
"216","2017-06-14",272.25
"217","2017-06-15",276.5
"218","2017-06-16",269.5
"219","2017-06-19",267
"220","2017-06-20",270.25
"221","2017-06-21",283
"222","2017-06-22",282.5
"223","2017-06-23",303.5
"224","2017-06-26",320
"225","2017-06-27",296
"226","2017-06-28",306.75
"227","2017-06-29",319
"228","2017-06-30",320
"229","2017-07-03",324.75
"230","2017-07-05",326.75
"231","2017-07-06",325.25
"232","2017-07-07",326.25
"233","2017-07-10",321.25
"234","2017-07-11",329.75
"235","2017-07-12",360
"236","2017-07-13",395
"237","2017-07-14",407.75
"238","2017-07-17",424.5
"239","2017-07-18",433.75
"240","2017-07-19",417.5
"241","2017-07-20",424.5
"242","2017-07-21",436.25
"243","2017-07-24",473
"244","2017-07-25",467.5
"245","2017-07-26",487.25
"246","2017-07-27",505.25
"247","2017-07-28",515.25
"248","2017-07-31",526.75
"249","2017-08-01",488.25
"250","2017-08-02",472.25
"251","2017-08-03",489.375
"252","2017-08-04",466.5
"253","2017-08-07",248.25
"254","2017-08-08",220
"255","2017-08-09",210
"256","2017-08-10",201.5
"257","2017-08-11",215.75
"258","2017-08-14",222.5
"259","2017-08-15",213.25
"260","2017-08-16",213.25
"261","2017-08-17",215
"262","2017-08-18",206
"263","2017-08-21",192.5
"264","2017-08-22",193.5
"265","2017-08-23",198.75
"266","2017-08-24",202
"267","2017-08-25",192.5
"268","2017-08-28",214.75
"269","2017-08-29",222
"270","2017-08-30",229.25
"271","2017-08-31",241
"272","2017-09-01",241.75
"273","2017-09-05",261.75
"274","2017-09-06",251
"275","2017-09-07",250.75
"276","2017-09-08",252.75
"277","2017-09-11",243.75
"278","2017-09-12",228.75
"279","2017-09-13",229.25
"280","2017-09-14",224.25
"281","2017-09-15",223.75
"282","2017-09-18",227.75
"283","2017-09-19",241.25
"284","2017-09-20",255.5
"285","2017-09-21",256
"286","2017-09-22",247
"287","2017-09-25",241
"288","2017-09-26",240
"289","2017-09-27",240
"290","2017-09-28",238.75
"291","2017-09-29",237.5
"292","2017-10-02",243.75
"293","2017-10-03",231.25
"294","2017-10-04",235
"295","2017-10-05",252
"296","2017-10-06",259.5
"297","2017-10-09",249.75
"298","2017-10-10",261
"299","2017-10-11",258
"300","2017-10-12",245.25
"301","2017-10-13",238
"302","2017-10-16",243.75
"303","2017-10-17",240.5
"304","2017-10-18",238.5
"305","2017-10-19",237
"306","2017-10-20",233
"307","2017-10-23",238
"308","2017-10-24",241
"309","2017-10-25",240
"310","2017-10-26",232.375
"311","2017-10-27",255.5
"312","2017-10-30",254.75
"313","2017-10-31",242.5
"314","2017-11-01",247.5
"315","2017-11-02",239.25
"316","2017-11-03",240
"317","2017-11-06",243.25
"318","2017-11-07",233.75
"319","2017-11-08",227
"320","2017-11-09",224.75
"321","2017-11-10",232.5
"322","2017-11-13",224.125
"323","2017-11-14",229.5
"324","2017-11-15",232.25
"325","2017-11-16",234
"326","2017-11-17",237.5
"327","2017-11-20",237
"328","2017-11-21",230.75
"329","2017-11-22",225
"330","2017-11-24",229.75
"331","2017-11-27",230
"332","2017-11-28",231.25
"333","2017-11-29",222.5
"334","2017-11-30",227
"335","2017-12-01",221.25
"336","2017-12-04",206.5
"337","2017-12-05",200.5
"338","2017-12-06",196.5
"339","2017-12-07",194.25
"340","2017-12-08",200.024994
"341","2017-12-11",205.5
"342","2017-12-12",191
"343","2017-12-13",203
"344","2017-12-14",200.25
"345","2017-12-15",196.5
"346","2017-12-18",200
"347","2017-12-19",196.5
"348","2017-12-20",199.5
"349","2017-12-21",196.75
"350","2017-12-22",203.25
"351","2017-12-26",197.25
"352","2017-12-27",198.5
"353","2017-12-28",197.5
"354","2017-12-29",198.625
"355","2018-01-02",196.25
"356","2018-01-03",198
"357","2018-01-04",200.625
"358","2018-01-05",203.75
"359","2018-01-08",198
"360","2018-01-09",187.25
"361","2018-01-10",191.5
"362","2018-01-11",186
"363","2018-01-12",188
"364","2018-01-16",171.75
"365","2018-01-17",184.25
"366","2018-01-18",198
"367","2018-01-19",204.25
"368","2018-01-22",244
"369","2018-01-23",224.5
"370","2018-01-24",240
"371","2018-01-25",256.25
"372","2018-01-26",252.5
"373","2018-01-29",261
"374","2018-01-30",257.25
"375","2018-01-31",245.75
"376","2018-02-01",242.25
"377","2018-02-02",239.5
"378","2018-02-05",221
"379","2018-02-06",220.25
"380","2018-02-07",215.75
"381","2018-02-08",156
"382","2018-02-09",159.5
"383","2018-02-12",156.5
"384","2018-02-13",155
"385","2018-02-14",168.75
"386","2018-02-15",165.5
"387","2018-02-16",165
"388","2018-02-20",173.75
"389","2018-02-21",167
"390","2018-02-22",169.75
"391","2018-02-23",166.5
"392","2018-02-26",170.5
"393","2018-02-27",169.25
"394","2018-02-28",169.75
"395","2018-03-01",175
"396","2018-03-02",176
"397","2018-03-05",189.5
"398","2018-03-06",187
"399","2018-03-07",206.25
"400","2018-03-08",194.25
"401","2018-03-09",192.75
"402","2018-03-12",189.75
"403","2018-03-13",187.25
"404","2018-03-14",180.75
"405","2018-03-15",176.5
"406","2018-03-16",181.75
"407","2018-03-19",175.25
"408","2018-03-20",177
"409","2018-03-21",179
"410","2018-03-22",175.75
"411","2018-03-23",173.25
"412","2018-03-26",170
"413","2018-03-27",159.25
"414","2018-03-28",158.25
"415","2018-03-29",162.75
"416","2018-04-02",156.25
"417","2018-04-03",165.75
"418","2018-04-04",161
"419","2018-04-05",157.5
"420","2018-04-06",152.25
"421","2018-04-09",150.5
"422","2018-04-10",162
"423","2018-04-11",153
"424","2018-04-12",148.25
"425","2018-04-13",147.5
"426","2018-04-16",142.5
"427","2018-04-17",145.75
"428","2018-04-18",154.75
"429","2018-04-19",148.25
"430","2018-04-20",146.5
"431","2018-04-23",141.25
"432","2018-04-24",140.75
"433","2018-04-25",143.75
"434","2018-04-26",148.75
"435","2018-04-27",145.75
"436","2018-04-30",136.75
"437","2018-05-01",139
"438","2018-05-02",133.75
"439","2018-05-03",129.25
"440","2018-05-04",129.25
"441","2018-05-07",124.25
"442","2018-05-08",125
"443","2018-05-09",131
"444","2018-05-10",126
"445","2018-05-11",127.25
"446","2018-05-14",143
"447","2018-05-15",138.75
"448","2018-05-16",158.25
"449","2018-05-17",159.25
"450","2018-05-18",157
"451","2018-05-21",154.5
"452","2018-05-22",150.75
"453","2018-05-23",152
"454","2018-05-24",152
"455","2018-05-25",158.75
"456","2018-05-29",159
"457","2018-05-30",148.75
"458","2018-05-31",155
"459","2018-06-01",168
"460","2018-06-04",178
"461","2018-06-05",178
"462","2018-06-06",179
"463","2018-06-07",173.75
"464","2018-06-08",177.75
"465","2018-06-11",163
"466","2018-06-12",180.5
"467","2018-06-13",180.75
"468","2018-06-14",185
"469","2018-06-15",181.5
"470","2018-06-18",182.25
"471","2018-06-19",182
"472","2018-06-20",179.5
"473","2018-06-21",157.25
"474","2018-06-22",143.75
"475","2018-06-25",148.5
"476","2018-06-26",136
"477","2018-06-27",138
"478","2018-06-28",131
"479","2018-06-29",254.75
"480","2018-07-02",209
"481","2018-07-03",199.25
"482","2018-07-05",210.5
"483","2018-07-06",202.25
"484","2018-07-09",196.25
"485","2018-07-10",194.25
"486","2018-07-11",186.5
"487","2018-07-12",196.75
"488","2018-07-13",200.25
"489","2018-07-16",181.5
"490","2018-07-17",194.75
"491","2018-07-18",196.5
"492","2018-07-19",197.75
"493","2018-07-20",196.75
"494","2018-07-23",194.75
"495","2018-07-24",184.25
"496","2018-07-25",186.25
"497","2018-07-26",189.5
"498","2018-07-27",178.25
"499","2018-07-30",186.75
"500","2018-07-31",183
"501","2018-08-01",186.75
"502","2018-08-02",187.25
"503","2018-08-03",187.75
"504","2018-08-06",183.5
"505","2018-08-07",90.75
"506","2018-08-08",83.75
"507","2018-08-09",81.75
"508","2018-08-10",45
"509","2018-08-13",41.5
"510","2018-08-14",38.75
"511","2018-08-15",34
"512","2018-08-16",35.25
"513","2018-08-17",41.25
"514","2018-08-20",39.25
"515","2018-08-21",38.5
"516","2018-08-22",38.75
"517","2018-08-23",37.5
"518","2018-08-24",36
"519","2018-08-27",34.5
"520","2018-08-28",35.5
"521","2018-08-29",36.25
"522","2018-08-30",36
"523","2018-08-31",35
"524","2018-09-04",34.25
"525","2018-09-05",39.25
"526","2018-09-06",55.75
"527","2018-09-07",50.25
"528","2018-09-10",52.75
"529","2018-09-11",47.5
"530","2018-09-12",48
"531","2018-09-13",53.75
"532","2018-09-14",54.25
"533","2018-09-17",55
"534","2018-09-18",56.25
"535","2018-09-19",57.75
"536","2018-09-20",57
"537","2018-09-21",59.75
"538","2018-09-24",57.25
"539","2018-09-25",55.5
"540","2018-09-26",55.5
"541","2018-09-27",53.75
"542","2018-09-28",51.5
"543","2018-10-01",51.5
"544","2018-10-02",49.5
"545","2018-10-03",49.5
"546","2018-10-04",46
"547","2018-10-05",47.5
"548","2018-10-08",53.5
"549","2018-10-09",51.5
"550","2018-10-10",47
"551","2018-10-11",44.5
"552","2018-10-12",44.25
"553","2018-10-15",40.5
"554","2018-10-16",42.25
"555","2018-10-17",41
"556","2018-10-18",38.5
"557","2018-10-19",35.75
"558","2018-10-22",34.75
"559","2018-10-23",33.5
"560","2018-10-24",33.5
"561","2018-10-25",32.25
"562","2018-10-26",32.5
