"","date","VSTO"
"1","2015-02-06",37.720001
"2","2015-02-09",37.389999
"3","2015-02-10",39.299999
"4","2015-02-11",41.439999
"5","2015-02-12",43
"6","2015-02-13",41.02
"7","2015-02-17",43.259998
"8","2015-02-18",45
"9","2015-02-19",43.880001
"10","2015-02-20",45.639999
"11","2015-02-23",44.82
"12","2015-02-24",44.98
"13","2015-02-25",44.509998
"14","2015-02-26",44.450001
"15","2015-02-27",43.66
"16","2015-03-02",42.93
"17","2015-03-03",43
"18","2015-03-04",43.48
"19","2015-03-05",42.59
"20","2015-03-06",41.009998
"21","2015-03-09",39.560001
"22","2015-03-10",39.349998
"23","2015-03-11",40.48
"24","2015-03-12",40.419998
"25","2015-03-13",40.150002
"26","2015-03-16",42
"27","2015-03-17",41.48
"28","2015-03-18",42.419998
"29","2015-03-19",43.139999
"30","2015-03-20",43.959999
"31","2015-03-23",42.75
"32","2015-03-24",42.490002
"33","2015-03-25",41.110001
"34","2015-03-26",41.93
"35","2015-03-27",41.939999
"36","2015-03-30",41.990002
"37","2015-03-31",42.82
"38","2015-04-01",43.529999
"39","2015-04-02",43.259998
"40","2015-04-06",43.380001
"41","2015-04-07",43.93
"42","2015-04-08",44.169998
"43","2015-04-09",43.740002
"44","2015-04-10",44.169998
"45","2015-04-13",44.509998
"46","2015-04-14",43.880001
"47","2015-04-15",44.799999
"48","2015-04-16",43.959999
"49","2015-04-17",43.950001
"50","2015-04-20",43.970001
"51","2015-04-21",43.880001
"52","2015-04-22",44.650002
"53","2015-04-23",45.490002
"54","2015-04-24",44.880001
"55","2015-04-27",44.48
"56","2015-04-28",44.25
"57","2015-04-29",43.939999
"58","2015-04-30",43.759998
"59","2015-05-01",43.740002
"60","2015-05-04",45.16
"61","2015-05-05",44.18
"62","2015-05-06",44.299999
"63","2015-05-07",44.5
"64","2015-05-08",44.98
"65","2015-05-11",44.41
"66","2015-05-12",44.240002
"67","2015-05-13",43.939999
"68","2015-05-14",43.48
"69","2015-05-15",43.970001
"70","2015-05-18",45.41
"71","2015-05-19",45.049999
"72","2015-05-20",45.25
"73","2015-05-21",45.82
"74","2015-05-22",46.700001
"75","2015-05-26",45.220001
"76","2015-05-27",46.259998
"77","2015-05-28",46.25
"78","2015-05-29",46.09
"79","2015-06-01",45.759998
"80","2015-06-02",45
"81","2015-06-03",45.02
"82","2015-06-04",45.330002
"83","2015-06-05",45.279999
"84","2015-06-08",44.990002
"85","2015-06-09",44.919998
"86","2015-06-10",46.919998
"87","2015-06-11",47.240002
"88","2015-06-12",46.529999
"89","2015-06-15",46.25
"90","2015-06-16",47.389999
"91","2015-06-17",47.389999
"92","2015-06-18",47.419998
"93","2015-06-19",47.07
"94","2015-06-22",46.650002
"95","2015-06-23",46.580002
"96","2015-06-24",46.009998
"97","2015-06-25",46.220001
"98","2015-06-26",45.740002
"99","2015-06-29",44.98
"100","2015-06-30",44.900002
"101","2015-07-01",44.810001
"102","2015-07-02",44.5
"103","2015-07-06",44.720001
"104","2015-07-07",44.200001
"105","2015-07-08",44.080002
"106","2015-07-09",43.959999
"107","2015-07-10",43.93
"108","2015-07-13",43.549999
"109","2015-07-14",44.32
"110","2015-07-15",44.099998
"111","2015-07-16",43.970001
"112","2015-07-17",42.950001
"113","2015-07-20",43.049999
"114","2015-07-21",42.869999
"115","2015-07-22",43.830002
"116","2015-07-23",44.07
"117","2015-07-24",44.150002
"118","2015-07-27",44.700001
"119","2015-07-28",46.049999
"120","2015-07-29",46.25
"121","2015-07-30",46.16
"122","2015-07-31",47.169998
"123","2015-08-03",46.07
"124","2015-08-04",47.290001
"125","2015-08-05",48.169998
"126","2015-08-06",48.349998
"127","2015-08-07",47.740002
"128","2015-08-10",47.220001
"129","2015-08-11",47.130001
"130","2015-08-12",47.310001
"131","2015-08-13",47.709999
"132","2015-08-14",48.380001
"133","2015-08-17",48.740002
"134","2015-08-18",48.279999
"135","2015-08-19",47.639999
"136","2015-08-20",46.040001
"137","2015-08-21",45.540001
"138","2015-08-24",43.950001
"139","2015-08-25",43.43
"140","2015-08-26",45.400002
"141","2015-08-27",46.299999
"142","2015-08-28",48.41
"143","2015-08-31",46.759998
"144","2015-09-01",46.52
"145","2015-09-02",46.990002
"146","2015-09-03",46.73
"147","2015-09-04",45.82
"148","2015-09-08",46.939999
"149","2015-09-09",46.18
"150","2015-09-10",45.900002
"151","2015-09-11",47.119999
"152","2015-09-14",46.18
"153","2015-09-15",46.470001
"154","2015-09-16",46.959999
"155","2015-09-17",46.68
"156","2015-09-18",45.07
"157","2015-09-21",44.759998
"158","2015-09-22",44.669998
"159","2015-09-23",44.400002
"160","2015-09-24",44.98
"161","2015-09-25",45.099998
"162","2015-09-28",43.080002
"163","2015-09-29",42.900002
"164","2015-09-30",44.43
"165","2015-10-01",43.91
"166","2015-10-02",43.490002
"167","2015-10-05",44.580002
"168","2015-10-06",43.98
"169","2015-10-07",44.169998
"170","2015-10-08",43.990002
"171","2015-10-09",44
"172","2015-10-12",43.740002
"173","2015-10-13",43.540001
"174","2015-10-14",42.529999
"175","2015-10-15",42.43
"176","2015-10-16",42.48
"177","2015-10-19",42.810001
"178","2015-10-20",42.66
"179","2015-10-21",41.779999
"180","2015-10-22",42.189999
"181","2015-10-23",42.490002
"182","2015-10-26",43.139999
"183","2015-10-27",42.369999
"184","2015-10-28",44.299999
"185","2015-10-29",44.290001
"186","2015-10-30",44.720001
"187","2015-11-02",44.84
"188","2015-11-03",46.07
"189","2015-11-04",45.759998
"190","2015-11-05",46.040001
"191","2015-11-06",45.77
"192","2015-11-09",45.23
"193","2015-11-10",45.869999
"194","2015-11-11",45.43
"195","2015-11-12",46.290001
"196","2015-11-13",42.459999
"197","2015-11-16",43.139999
"198","2015-11-17",43.41
"199","2015-11-18",43.349998
"200","2015-11-19",43.139999
"201","2015-11-20",44.139999
"202","2015-11-23",43.310001
"203","2015-11-24",43.939999
"204","2015-11-25",44.169998
"205","2015-11-27",44.360001
"206","2015-11-30",44.049999
"207","2015-12-01",43.68
"208","2015-12-02",43.330002
"209","2015-12-03",42.439999
"210","2015-12-04",43.130001
"211","2015-12-07",44.029999
"212","2015-12-08",43.700001
"213","2015-12-09",42.540001
"214","2015-12-10",42.470001
"215","2015-12-11",42.279999
"216","2015-12-14",42.419998
"217","2015-12-15",42.450001
"218","2015-12-16",43.029999
"219","2015-12-17",42.849998
"220","2015-12-18",43.400002
"221","2015-12-21",44.349998
"222","2015-12-22",45.48
"223","2015-12-23",45.709999
