"","date","RUN"
"206","2016-05-27",6.41
"207","2016-05-31",6.34
"208","2016-06-01",6.24
"209","2016-06-02",6.31
"210","2016-06-03",6.07
"211","2016-06-06",6.44
"212","2016-06-07",6.43
"213","2016-06-08",6.52
"214","2016-06-09",6.43
"215","2016-06-10",6.3
"216","2016-06-13",6.06
"217","2016-06-14",5.91
"218","2016-06-15",6.01
"219","2016-06-16",6.03
"220","2016-06-17",6.02
"221","2016-06-20",6.18
"222","2016-06-21",6.23
"223","2016-06-22",5.9
"224","2016-06-23",5.89
"225","2016-06-24",5.59
"226","2016-06-27",5.22
"227","2016-06-28",5.49
"228","2016-06-29",5.65
"229","2016-06-30",5.93
"230","2016-07-01",5.44
"231","2016-07-05",5.14
"232","2016-07-06",5.1
"233","2016-07-07",5.14
"234","2016-07-08",5.08
"235","2016-07-11",5.09
"236","2016-07-12",5.25
"237","2016-07-13",5.12
"238","2016-07-14",5.13
"239","2016-07-15",5.07
"240","2016-07-18",5.21
"241","2016-07-19",5.15
"242","2016-07-20",5.27
"243","2016-07-21",5.12
"244","2016-07-22",5.13
"245","2016-07-25",5.08
"246","2016-07-26",5.08
"247","2016-07-27",5.26
"248","2016-07-28",5.11
"249","2016-07-29",5.18
"250","2016-08-01",5.07
"251","2016-08-02",5
"252","2016-08-03",4.94
"253","2016-08-04",4.96
"254","2016-08-05",5.19
"255","2016-08-08",5.56
"256","2016-08-09",5.5
"257","2016-08-10",5.22
"258","2016-08-11",5.41
"259","2016-08-12",6.23
"260","2016-08-15",6.21
"261","2016-08-16",6.09
"262","2016-08-17",5.95
"263","2016-08-18",6.03
"264","2016-08-19",5.98
"265","2016-08-22",6
"266","2016-08-23",6.1
"267","2016-08-24",5.99
"268","2016-08-25",6
"269","2016-08-26",5.95
"270","2016-08-29",6
"271","2016-08-30",6.01
"272","2016-08-31",6.08
"273","2016-09-01",6.06
"274","2016-09-02",6.12
"275","2016-09-06",6.22
"276","2016-09-07",6.11
"277","2016-09-08",6.19
"278","2016-09-09",6.06
"279","2016-09-12",6.1
"280","2016-09-13",5.66
"281","2016-09-14",5.54
"282","2016-09-15",5.52
"283","2016-09-16",5.38
"284","2016-09-19",5.42
"285","2016-09-20",5.45
"286","2016-09-21",5.57
"287","2016-09-22",5.75
"288","2016-09-23",5.92
"289","2016-09-26",6.03
"290","2016-09-27",6.16
"291","2016-09-28",6.23
"292","2016-09-29",6.24
"293","2016-09-30",6.3
"294","2016-10-03",6.17
"295","2016-10-04",5.91
"296","2016-10-05",6.26
"297","2016-10-06",6.12
"298","2016-10-07",6.49
"299","2016-10-10",6.91
"300","2016-10-11",7.02
"301","2016-10-12",6.81
"302","2016-10-13",6.54
"303","2016-10-14",6.38
"304","2016-10-17",6.42
"305","2016-10-18",6.53
"306","2016-10-19",6.65
"307","2016-10-20",6.67
"308","2016-10-21",6.27
"309","2016-10-24",6.08
"310","2016-10-25",5.98
"311","2016-10-26",5.53
"312","2016-10-27",5.37
"313","2016-10-28",5.18
"314","2016-10-31",5.21
"315","2016-11-01",4.86
"316","2016-11-02",4.63
"317","2016-11-03",4.65
"318","2016-11-04",4.71
"319","2016-11-07",4.92
"320","2016-11-08",4.99
"321","2016-11-09",4.79
"322","2016-11-10",4.71
"323","2016-11-11",5.11
"324","2016-11-14",4.98
"325","2016-11-15",4.91
"326","2016-11-16",4.85
"327","2016-11-17",4.8
"328","2016-11-18",4.98
"329","2016-11-21",4.82
"330","2016-11-22",5.05
"331","2016-11-23",5.28
"332","2016-11-25",5.34
"333","2016-11-28",5.38
"334","2016-11-29",4.99
"335","2016-11-30",5.1
"336","2016-12-01",5
"337","2016-12-02",5.09
"338","2016-12-05",5.32
"339","2016-12-06",5.46
"340","2016-12-07",5.58
"341","2016-12-08",5.65
"342","2016-12-09",5.85
"343","2016-12-12",5.65
"344","2016-12-13",5.37
"345","2016-12-14",5.24
"346","2016-12-15",5.32
"347","2016-12-16",5.59
"348","2016-12-19",5.8
"349","2016-12-20",5.55
"350","2016-12-21",5.53
"351","2016-12-22",5.44
"352","2016-12-23",5.23
"353","2016-12-27",5.61
"354","2016-12-28",5.44
"355","2016-12-29",5.33
"356","2016-12-30",5.31
"357","2017-01-03",5.59
"358","2017-01-04",5.82
"359","2017-01-05",5.81
"360","2017-01-06",5.8
"361","2017-01-09",5.67
"362","2017-01-10",6
"363","2017-01-11",6.4
"364","2017-01-12",6.17
"365","2017-01-13",6.25
"366","2017-01-17",6.16
"367","2017-01-18",6.1
"368","2017-01-19",5.81
"369","2017-01-20",5.88
"370","2017-01-23",5.59
"371","2017-01-24",5.65
"372","2017-01-25",5.75
"373","2017-01-26",5.7
"374","2017-01-27",5.55
"375","2017-01-30",5.25
"376","2017-01-31",5.29
"377","2017-02-01",5.57
"378","2017-02-02",5.51
"379","2017-02-03",5.66
"380","2017-02-06",5.57
"381","2017-02-07",5.59
"382","2017-02-08",5.74
"383","2017-02-09",5.73
"384","2017-02-10",5.99
"385","2017-02-13",6.06
"386","2017-02-14",6.04
"387","2017-02-15",6.17
"388","2017-02-16",6.04
"389","2017-02-17",5.96
"390","2017-02-21",6.02
"391","2017-02-22",5.83
"392","2017-02-23",5.91
"393","2017-02-24",5.85
"394","2017-02-27",5.92
"395","2017-02-28",5.69
"396","2017-03-01",5.62
"397","2017-03-02",5.48
"398","2017-03-03",5.41
"399","2017-03-06",5.25
"400","2017-03-07",5.27
"401","2017-03-08",5.24
"402","2017-03-09",5.24
"403","2017-03-10",5.06
"404","2017-03-13",4.96
"405","2017-03-14",4.89
"406","2017-03-15",5
"407","2017-03-16",5.1
"408","2017-03-17",4.95
"409","2017-03-20",4.9
"410","2017-03-21",4.8
"411","2017-03-22",4.98
"412","2017-03-23",4.84
"413","2017-03-24",4.91
"414","2017-03-27",4.94
"415","2017-03-28",5.08
"416","2017-03-29",5.26
"417","2017-03-30",5.22
"418","2017-03-31",5.4
"419","2017-04-03",5.28
"420","2017-04-04",5.22
"421","2017-04-05",5.03
"422","2017-04-06",5.18
"423","2017-04-07",5.34
"424","2017-04-10",5.54
"425","2017-04-11",5.46
"426","2017-04-12",5.33
"427","2017-04-13",5.23
"428","2017-04-17",5.3
"429","2017-04-18",5.19
"430","2017-04-19",5.16
"431","2017-04-20",5.12
"432","2017-04-21",5.12
"433","2017-04-24",5.27
"434","2017-04-25",5.42
"435","2017-04-26",5.32
"436","2017-04-27",5.33
"437","2017-04-28",5.29
"438","2017-05-01",5.38
"439","2017-05-02",5.21
"440","2017-05-03",4.75
"441","2017-05-04",4.71
"442","2017-05-05",4.86
"443","2017-05-08",4.92
"444","2017-05-09",4.9
"445","2017-05-10",5.09
"446","2017-05-11",5
"447","2017-05-12",4.87
"448","2017-05-15",4.905
"449","2017-05-16",4.9
"450","2017-05-17",4.81
"451","2017-05-18",4.9
"452","2017-05-19",5.05
"453","2017-05-22",4.9
"454","2017-05-23",4.89
"455","2017-05-24",4.92
"456","2017-05-25",4.91
"457","2017-05-26",4.94
"458","2017-05-30",5.02
"459","2017-05-31",5.04
"460","2017-06-01",5.13
"461","2017-06-02",5.12
"462","2017-06-05",5
"463","2017-06-06",5.02
"464","2017-06-07",4.93
"465","2017-06-08",5.34
"466","2017-06-09",5.41
"467","2017-06-12",5.44
"468","2017-06-13",5.48
"469","2017-06-14",5.49
"470","2017-06-15",5.52
"471","2017-06-16",5.74
"472","2017-06-19",5.85
"473","2017-06-20",6.36
"474","2017-06-21",6.52
"475","2017-06-22",6.65
"476","2017-06-23",6.75
"477","2017-06-26",6.83
"478","2017-06-27",6.89
"479","2017-06-28",7.1
"480","2017-06-29",7.27
"481","2017-06-30",7.12
"482","2017-07-03",7.24
"483","2017-07-05",6.8
"484","2017-07-06",6.75
"485","2017-07-07",6.79
"486","2017-07-10",6.89
"487","2017-07-11",6.87
"488","2017-07-12",7.06
"489","2017-07-13",6.99
"490","2017-07-14",7.07
"491","2017-07-17",7.01
"492","2017-07-18",7.14
"493","2017-07-19",7.27
"494","2017-07-20",7.25
"495","2017-07-21",7.29
"496","2017-07-24",7.56
"497","2017-07-25",7.35
"498","2017-07-26",7.3
"499","2017-07-27",7.37
"500","2017-07-28",7.48
"501","2017-07-31",7.53
"502","2017-08-01",7.44
"503","2017-08-02",7.19
"504","2017-08-03",7.24
"505","2017-08-04",7.27
"506","2017-08-07",7.42
"507","2017-08-08",7.05
"508","2017-08-09",6.84
"509","2017-08-10",6.69
"510","2017-08-11",6.82
"511","2017-08-14",6.96
"512","2017-08-15",6.94
"513","2017-08-16",6.84
"514","2017-08-17",6.65
"515","2017-08-18",6.85
"516","2017-08-21",6.7
"517","2017-08-22",6.71
"518","2017-08-23",6.94
"519","2017-08-24",7.59
"520","2017-08-25",6.91
"521","2017-08-28",6.93
"522","2017-08-29",6.83
"523","2017-08-30",6.78
"524","2017-08-31",6.7
"525","2017-09-01",6.77
"526","2017-09-05",6.92
"527","2017-09-06",7.07
"528","2017-09-07",7.15
"529","2017-09-08",7.04
"530","2017-09-11",6.92
"531","2017-09-12",6.94
"532","2017-09-13",6.83
"533","2017-09-14",6.86
"534","2017-09-15",6.72
"535","2017-09-18",6.44
"536","2017-09-19",6.05
"537","2017-09-20",6.02
"538","2017-09-21",5.47
"539","2017-09-22",5.59
"540","2017-09-25",5.19
"541","2017-09-26",5.4
"542","2017-09-27",5.63
"543","2017-09-28",5.53
"544","2017-09-29",5.55
"545","2017-10-02",5.53
"546","2017-10-03",5.65
"547","2017-10-04",5.63
"548","2017-10-05",5.54
"549","2017-10-06",5.58
"550","2017-10-09",5.43
"551","2017-10-10",5.45
"552","2017-10-11",5.47
"553","2017-10-12",5.39
"554","2017-10-13",5.52
"555","2017-10-16",5.49
"556","2017-10-17",5.54
"557","2017-10-18",5.54
"558","2017-10-19",5.46
"559","2017-10-20",5.57
"560","2017-10-23",5.37
"561","2017-10-24",5.44
"562","2017-10-25",5.42
"563","2017-10-26",5.44
"564","2017-10-27",5.62
"565","2017-10-30",5.72
"566","2017-10-31",5.74
"567","2017-11-01",5.74
"568","2017-11-02",5.69
"569","2017-11-03",5.65
"570","2017-11-06",6.13
"571","2017-11-07",5.86
"572","2017-11-08",5.89
"573","2017-11-09",6.24
"574","2017-11-10",5.83
"575","2017-11-13",6.07
"576","2017-11-14",6.17
"577","2017-11-15",6.08
"578","2017-11-16",6.04
"579","2017-11-17",6.05
"580","2017-11-20",6.02
"581","2017-11-21",5.92
"582","2017-11-22",5.92
"583","2017-11-24",5.93
"584","2017-11-27",6.08
"585","2017-11-28",5.73
"586","2017-11-29",5.56
"587","2017-11-30",5.6
"588","2017-12-01",5.44
"589","2017-12-04",5.49
"590","2017-12-05",5.56
"591","2017-12-06",5.56
"592","2017-12-07",5.67
"593","2017-12-08",5.73
"594","2017-12-11",5.8
"595","2017-12-12",5.69
"596","2017-12-13",5.69
"597","2017-12-14",5.86
"598","2017-12-15",6.06
"599","2017-12-18",6.07
"600","2017-12-19",5.99
"601","2017-12-20",6.07
"602","2017-12-21",6.05
"603","2017-12-22",6.02
"604","2017-12-26",5.84
"605","2017-12-27",5.87
"606","2017-12-28",6.07
"607","2017-12-29",5.9
"608","2018-01-02",5.92
"609","2018-01-03",6.05
"610","2018-01-04",6.06
"611","2018-01-05",6.01
"612","2018-01-08",6.05
"613","2018-01-09",6.01
"614","2018-01-10",6.02
"615","2018-01-11",6.3
"616","2018-01-12",6.36
"617","2018-01-16",6.06
"618","2018-01-17",6.09
"619","2018-01-18",5.92
"620","2018-01-19",5.94
"621","2018-01-22",6.04
"622","2018-01-23",6.41
"623","2018-01-24",6.39
"624","2018-01-25",6.33
"625","2018-01-26",6.33
"626","2018-01-29",6.66
"627","2018-01-30",6.67
"628","2018-01-31",6.33
"629","2018-02-01",6.07
"630","2018-02-02",5.82
"631","2018-02-05",5.61
"632","2018-02-06",5.55
"633","2018-02-07",5.54
"634","2018-02-08",5.33
"635","2018-02-09",5.37
"636","2018-02-12",6
"637","2018-02-13",5.97
"638","2018-02-14",6.42
"639","2018-02-15",6.53
"640","2018-02-16",6.78
"641","2018-02-20",6.73
"642","2018-02-21",7.06
"643","2018-02-22",6.69
"644","2018-02-23",6.865
"645","2018-02-26",7.05
"646","2018-02-27",6.75
"647","2018-02-28",6.69
"648","2018-03-01",6.94
"649","2018-03-02",7.06
"650","2018-03-05",7.2
"651","2018-03-06",7.43
"652","2018-03-07",6.76
"653","2018-03-08",6.91
"654","2018-03-09",7.15
"655","2018-03-12",7.2
"656","2018-03-13",7.27
"657","2018-03-14",7.65
"658","2018-03-15",7.46
"659","2018-03-16",7.66
"660","2018-03-19",7.63
"661","2018-03-20",8.05
"662","2018-03-21",8.64
"663","2018-03-22",8.47
"664","2018-03-23",8.43
"665","2018-03-26",8.73
"666","2018-03-27",8.76
"667","2018-03-28",8.69
"668","2018-03-29",8.93
"669","2018-04-02",9.08
"670","2018-04-03",9.16
"671","2018-04-04",9.82
"672","2018-04-05",9.94
"673","2018-04-06",8.52
"674","2018-04-09",8.19
"675","2018-04-10",8.2
"676","2018-04-11",8.28
"677","2018-04-12",8.47
"678","2018-04-13",8.5
"679","2018-04-16",8.63
"680","2018-04-17",8.75
"681","2018-04-18",9.11
"682","2018-04-19",8.91
"683","2018-04-20",9.27
"684","2018-04-23",8.82
"685","2018-04-24",8.88
"686","2018-04-25",8.99
"687","2018-04-26",9.08
"688","2018-04-27",9.25
"689","2018-04-30",9.22
"690","2018-05-01",9.08
"691","2018-05-02",9.06
"692","2018-05-03",8.89
"693","2018-05-04",8.98
"694","2018-05-07",9.33
"695","2018-05-08",9.43
"696","2018-05-09",9.83
"697","2018-05-10",11.5
"698","2018-05-11",10.69
"699","2018-05-14",10.89
"700","2018-05-15",10.85
"701","2018-05-16",10.64
"702","2018-05-17",10.86
"703","2018-05-18",10.98
"704","2018-05-21",10.91
"705","2018-05-22",10.88
"706","2018-05-23",10.89
"707","2018-05-24",11.01
"708","2018-05-25",10.91
"709","2018-05-29",11
"710","2018-05-30",11.5
"711","2018-05-31",12.1
"712","2018-06-01",12.27
"713","2018-06-04",12.32
"714","2018-06-05",12.82
"715","2018-06-06",12.57
"716","2018-06-07",12.28
"717","2018-06-08",12.69
"718","2018-06-11",12.64
"719","2018-06-12",13.49
"720","2018-06-13",13.98
"721","2018-06-14",14.18
"722","2018-06-15",13.63
"723","2018-06-18",13.82
"724","2018-06-19",13.78
"725","2018-06-20",13.86
"726","2018-06-21",13.69
"727","2018-06-22",13.87
"728","2018-06-25",13.45
"729","2018-06-26",13.5
"730","2018-06-27",13.1
"731","2018-06-28",13.05
"732","2018-06-29",13.15
"733","2018-07-02",14.17
"734","2018-07-03",14.18
"735","2018-07-05",14.99
"736","2018-07-06",15.49
"737","2018-07-09",15.95
"738","2018-07-10",15.79
"739","2018-07-11",15.96
"740","2018-07-12",15.96
"741","2018-07-13",15.75
"742","2018-07-16",15.94
"743","2018-07-17",15.17
"744","2018-07-18",15.16
"745","2018-07-19",15.45
"746","2018-07-20",14.38
"747","2018-07-23",14.54
"748","2018-07-24",14.74
"749","2018-07-25",15.11
"750","2018-07-26",15.23
"751","2018-07-27",14.61
"752","2018-07-30",13.85
"753","2018-07-31",14.14
"754","2018-08-01",14.32
"755","2018-08-02",14.77
"756","2018-08-03",13.84
"757","2018-08-06",13.91
"758","2018-08-07",14.02
"759","2018-08-08",14.29
"760","2018-08-09",14.34
"761","2018-08-10",13.29
"762","2018-08-13",13.21
"763","2018-08-14",13.16
"764","2018-08-15",13.26
"765","2018-08-16",13.39
"766","2018-08-17",12.97
"767","2018-08-20",13.88
"768","2018-08-21",13.98
"769","2018-08-22",14.32
"770","2018-08-23",13.57
"771","2018-08-24",14.16
"772","2018-08-27",13.97
"773","2018-08-28",13.39
"774","2018-08-29",13.52
"775","2018-08-30",13.1
"776","2018-08-31",13.12
"777","2018-09-04",12.78
"778","2018-09-05",12.64
"779","2018-09-06",12.33
"780","2018-09-07",12.26
"781","2018-09-10",11.95
"782","2018-09-11",12.7
"783","2018-09-12",13.1
"784","2018-09-13",13.09
"785","2018-09-14",13.13
"786","2018-09-17",12.56
"787","2018-09-18",12.89
"788","2018-09-19",12.75
"789","2018-09-20",12.84
"790","2018-09-21",12.5
"791","2018-09-24",12.51
"792","2018-09-25",12.52
"793","2018-09-26",12.46
"794","2018-09-27",12.07
"795","2018-09-28",12.44
"796","2018-10-01",12.24
"797","2018-10-02",13.54
"798","2018-10-03",12.85
"799","2018-10-04",12.59
"800","2018-10-05",12.48
"801","2018-10-08",11.99
"802","2018-10-09",12.12
"803","2018-10-10",11.19
"804","2018-10-11",11.38
"805","2018-10-12",12.22
"806","2018-10-15",12.41
"807","2018-10-16",13.16
"808","2018-10-17",13.05
"809","2018-10-18",12.72
"810","2018-10-19",12.73
"811","2018-10-22",12.79
"812","2018-10-23",12.38
"813","2018-10-24",11.75
"814","2018-10-25",11.86
"815","2018-10-26",11.44
"816","2018-10-29",11.5
"817","2018-10-30",11.96
"818","2018-10-31",12.26
"819","2018-11-01",12.6
"820","2018-11-02",13.12
"821","2018-11-05",12.66
"822","2018-11-06",12.97
"823","2018-11-07",13.19
"824","2018-11-08",12.59
"825","2018-11-09",12.3
"826","2018-11-12",12.44
"827","2018-11-13",12.13
"828","2018-11-14",12.59
"829","2018-11-15",13.12
"830","2018-11-16",13.07
"831","2018-11-19",12.79
"832","2018-11-20",11.8
"833","2018-11-21",12.29
"834","2018-11-23",12.42
"835","2018-11-26",13.03
"836","2018-11-27",14.11
"837","2018-11-28",14.53
"838","2018-11-29",14.7
"839","2018-11-30",14.65
"840","2018-12-03",14.91
"841","2018-12-04",14.28
"842","2018-12-06",14.61
"843","2018-12-07",13.96
"844","2018-12-10",14.14
"845","2018-12-11",14.12
"846","2018-12-12",14.41
"847","2018-12-13",14.26
"848","2018-12-14",13.02
"849","2018-12-17",13.11
"850","2018-12-18",12.4
"851","2018-12-19",11.94
"852","2018-12-20",10.48
"853","2018-12-21",10.9
"854","2018-12-24",10.52
"855","2018-12-26",11.16
"856","2018-12-27",10.91
"857","2018-12-28",10.6
"858","2018-12-31",10.89
"859","2019-01-02",10.98
"860","2019-01-03",9.78
"861","2019-01-04",10.38
"862","2019-01-07",10.56
"863","2019-01-08",10.71
"864","2019-01-09",11.47
"865","2019-01-10",11.51
"866","2019-01-11",11.65
"867","2019-01-14",11.73
"868","2019-01-15",11.74
"869","2019-01-16",11.69
"870","2019-01-17",12.07
"871","2019-01-18",12.16
"872","2019-01-22",11.78
"873","2019-01-23",11.92
"874","2019-01-24",12.01
"875","2019-01-25",12.19
"876","2019-01-28",12.24
"877","2019-01-29",12.23
"878","2019-01-30",12.4
"879","2019-01-31",13.3
"880","2019-02-01",13.32
"881","2019-02-04",13.66
"882","2019-02-05",13.92
"883","2019-02-06",14.33
"884","2019-02-07",14.6
"885","2019-02-08",14.68
"886","2019-02-11",14.9
"887","2019-02-12",14.93
"888","2019-02-13",15.15
"889","2019-02-14",15.1
"890","2019-02-15",15.26
"891","2019-02-19",15.47
"892","2019-02-20",15.46
"893","2019-02-21",15.5
"894","2019-02-22",15.82
"895","2019-02-25",15.71
"896","2019-02-26",15.64
"897","2019-02-27",15.59
"898","2019-02-28",15.51
"899","2019-03-01",15.96
"900","2019-03-04",16.299999
"901","2019-03-05",15.57
"902","2019-03-06",15.21
"903","2019-03-07",14.83
"904","2019-03-08",14.73
"905","2019-03-11",14.86
"906","2019-03-12",14.73
"907","2019-03-13",14.73
"908","2019-03-14",14.57
"909","2019-03-15",14.77
"910","2019-03-18",14.83
"911","2019-03-19",14.68
"912","2019-03-20",14.85
"913","2019-03-21",15.1
"914","2019-03-22",14.25
"915","2019-03-25",14.08
"916","2019-03-26",14.23
"917","2019-03-27",14.23
"918","2019-03-28",14.27
"919","2019-03-29",14.06
"920","2019-04-01",14.18
"921","2019-04-02",14.22
"922","2019-04-03",14.87
"923","2019-04-04",14.82
"924","2019-04-05",15.24
"925","2019-04-08",15.39
"926","2019-04-09",14.96
"927","2019-04-10",15.84
"928","2019-04-11",15.86
"929","2019-04-12",15.68
"930","2019-04-15",15.62
"931","2019-04-16",16.08
"932","2019-04-17",16.51
"933","2019-04-18",16.27
"934","2019-04-22",16.27
"935","2019-04-23",16.690001
"936","2019-04-24",16.91
"937","2019-04-25",16.93
"938","2019-04-26",17.1
"939","2019-04-29",17.129999
"940","2019-04-30",15.21
"941","2019-05-01",15.34
"942","2019-05-02",15.44
"943","2019-05-03",16
"944","2019-05-06",16.459999
"945","2019-05-07",16.75
"946","2019-05-08",16.6
"947","2019-05-09",15.53
"948","2019-05-10",15.07
"949","2019-05-13",14.3
"950","2019-05-14",14.77
"951","2019-05-15",14.78
"952","2019-05-16",16.07
"953","2019-05-17",15.8
"954","2019-05-20",15.71
"955","2019-05-21",16.620001
"956","2019-05-22",16.700001
"957","2019-05-23",15.45
"958","2019-05-24",15.64
"959","2019-05-28",15.49
"960","2019-05-29",15.58
"961","2019-05-30",15.95
"962","2019-05-31",15.66
"963","2019-06-03",15.89
"964","2019-06-04",16
"965","2019-06-05",16.18
"966","2019-06-06",16.190001
"967","2019-06-07",16.34
"968","2019-06-10",16.6
"969","2019-06-11",16.51
"970","2019-06-12",16.299999
"971","2019-06-13",16.9
"972","2019-06-14",16.459999
"973","2019-06-17",17.09
"974","2019-06-18",18.27
"975","2019-06-19",18.26
"976","2019-06-20",18.75
"977","2019-06-21",18.52
"978","2019-06-24",18.68
"979","2019-06-25",18.299999
"980","2019-06-26",18.379999
"981","2019-06-27",18.6
"982","2019-06-28",18.76
"983","2019-07-01",19.83
"984","2019-07-02",20.33
"985","2019-07-03",20.219999
"986","2019-07-05",20.209999
"987","2019-07-08",19.82
"988","2019-07-09",19.870001
"989","2019-07-10",19.889999
"990","2019-07-11",19.639999
"991","2019-07-12",19.91
"992","2019-07-15",19.719999
"993","2019-07-16",20.219999
"994","2019-07-17",20.389999
"995","2019-07-18",19.98
"996","2019-07-19",19.77
"997","2019-07-22",19.889999
"998","2019-07-23",18.790001
"999","2019-07-24",18.700001
