"","date","WHLRP"
"1","2015-01-29",19.41
"2","2015-01-30",19.65
"3","2015-02-02",19.75
"4","2015-02-03",20.01
"5","2015-02-04",20.049999
"6","2015-02-05",19.82
"7","2015-02-06",20.200001
"8","2015-02-09",19.868999
"9","2015-02-10",19.75
"10","2015-02-11",20
"11","2015-02-12",19.51
"12","2015-02-13",19.25
"13","2015-02-17",20
"14","2015-02-18",19.267
"15","2015-02-19",18.85
"16","2015-02-20",19.15
"17","2015-02-23",19.01
"18","2015-02-24",19.155001
"19","2015-02-25",19.459999
"20","2015-02-26",19.576
"21","2015-02-27",19.6
"22","2015-03-02",19.73
"23","2015-03-03",20
"24","2015-03-04",19.530001
"25","2015-03-05",19.559999
"26","2015-03-06",19.450001
"27","2015-03-09",19.200001
"28","2015-03-10",19.6
"29","2015-03-11",19.6
"30","2015-03-12",19.85
"31","2015-03-13",19.969999
"32","2015-03-16",19.99
"33","2015-03-17",19.75
"34","2015-03-18",19.75
"35","2015-03-19",22.799999
"36","2015-03-20",24.219999
"37","2015-03-23",23.9
"38","2015-03-24",23.75
"39","2015-03-25",23.945
"40","2015-03-26",24.197001
"41","2015-03-27",24
"42","2015-03-30",23.99
"43","2015-03-31",23.9
"44","2015-04-01",23.85
"45","2015-04-02",23.983999
"46","2015-04-06",24
"47","2015-04-07",24.049999
"48","2015-04-08",24.08
"49","2015-04-09",24.049999
"50","2015-04-10",24.35
"51","2015-04-13",24.35
"52","2015-04-14",24.299999
"53","2015-04-15",24.4
"54","2015-04-16",24.5
"55","2015-04-17",24.4
"56","2015-04-20",24.497
"57","2015-04-21",24.4
"58","2015-04-22",24.41
"59","2015-04-23",24.41
"60","2015-04-24",24.4
"61","2015-04-27",24.25
"62","2015-04-28",24.4
"63","2015-04-29",24.4
"64","2015-04-30",24.4
"65","2015-05-01",24.41
"66","2015-05-04",24.471001
"67","2015-05-05",24.4
"68","2015-05-06",24.181
"69","2015-05-07",24.371
"70","2015-05-08",24.280001
"71","2015-05-11",24.15
"72","2015-05-12",24.299999
"73","2015-05-13",24.200001
"74","2015-05-14",24.120001
"75","2015-05-15",24.25
"76","2015-05-18",24.25
"77","2015-05-19",24.106001
"78","2015-05-20",24.200001
"79","2015-05-21",24.191
"80","2015-05-22",24.190001
"81","2015-05-26",24.044001
"82","2015-05-27",24.070999
"83","2015-05-28",24.16
"84","2015-05-29",24.202
"85","2015-06-01",24.16
"86","2015-06-02",24.139999
"87","2015-06-03",24.27
"88","2015-06-04",24.4
"89","2015-06-05",24.5
"90","2015-06-08",24.450001
"91","2015-06-09",24.511
"92","2015-06-10",24.450001
"93","2015-06-11",24.5
"94","2015-06-12",24.542
"95","2015-06-15",24.549999
"96","2015-06-16",25
"97","2015-06-17",25.120001
"98","2015-06-18",24.24
"99","2015-06-19",25
"100","2015-06-22",25.1
"101","2015-06-23",25.16
"102","2015-06-24",25
"103","2015-06-25",25.040001
"104","2015-06-26",24.65
"105","2015-06-29",24.23
"106","2015-06-30",23.93
"107","2015-07-01",23.950001
"108","2015-07-02",23.709999
"109","2015-07-06",23.91
"110","2015-07-07",23.780001
"111","2015-07-08",23.98
"112","2015-07-09",23.799999
"113","2015-07-10",23.629999
"114","2015-07-13",23.659
"115","2015-07-14",24.5
"116","2015-07-15",24.16
"117","2015-07-16",23.969
"118","2015-07-17",24.16
"119","2015-07-20",23.709999
"120","2015-07-21",23.99
"121","2015-07-22",23.76
"122","2015-07-23",23.610001
"123","2015-07-24",23.610001
"124","2015-07-27",23.610001
"125","2015-07-28",24.35
"126","2015-07-29",23.85
"127","2015-07-30",23.849001
"128","2015-07-31",23.440001
"129","2015-08-03",23.440001
"130","2015-08-04",23.082001
"131","2015-08-05",23.389999
"132","2015-08-06",22.780001
"133","2015-08-07",22.5
"134","2015-08-10",22.5
"135","2015-08-11",22.247
"136","2015-08-12",22.103001
"137","2015-08-13",22.469999
"138","2015-08-14",22.41
"139","2015-08-17",22.4
"140","2015-08-18",23.708
"141","2015-08-19",23.708
"142","2015-08-20",23.51
"143","2015-08-21",22.83
"144","2015-08-24",22.83
"145","2015-08-25",23
"146","2015-08-26",23.950001
"147","2015-08-27",23.950001
"148","2015-08-28",23.174
"149","2015-08-31",22.756001
"150","2015-09-01",22.719999
"151","2015-09-02",23.624001
"152","2015-09-03",22.83
"153","2015-09-04",23.205
"154","2015-09-08",23.48
"155","2015-09-09",23.285
"156","2015-09-10",23.16
"157","2015-09-11",23.139999
"158","2015-09-14",22.92
"159","2015-09-15",23.1
"160","2015-09-16",23.1
"161","2015-09-17",23.1
"162","2015-09-18",23.110001
"163","2015-09-21",23.066
"164","2015-09-22",23.1
"165","2015-09-23",23.1
"166","2015-09-24",23.1
"167","2015-09-25",23.1
"168","2015-09-28",23.105
"169","2015-09-29",22.549999
"170","2015-09-30",23.25
"171","2015-10-01",23.25
"172","2015-10-02",23.25
"173","2015-10-05",22.9
"174","2015-10-06",22.9
"175","2015-10-07",22.9
"176","2015-10-08",22.969
"177","2015-10-09",23
"178","2015-10-12",22.82
"179","2015-10-13",22.82
"180","2015-10-14",22.67
"181","2015-10-15",22.9
"182","2015-10-16",22.68
"183","2015-10-19",22.82
"184","2015-10-20",22.82
"185","2015-10-21",22.82
"186","2015-10-22",23.01
"187","2015-10-23",22.52
"188","2015-10-26",22.52
"189","2015-10-27",23.014
"190","2015-10-28",23
"191","2015-10-29",23.299999
"192","2015-10-30",23.299999
"193","2015-11-02",23.450001
"194","2015-11-03",22.761
"195","2015-11-04",23
"196","2015-11-05",23.5
"197","2015-11-06",23.261
"198","2015-11-09",23.26
"199","2015-11-10",23.236
"200","2015-11-11",23.304001
"201","2015-11-12",23.304001
"202","2015-11-13",23
"203","2015-11-16",23.1
"204","2015-11-17",22.955
"205","2015-11-18",22.959999
"206","2015-11-19",22.75
"207","2015-11-20",22.98
"208","2015-11-23",23
"209","2015-11-24",23
"210","2015-11-25",23.014999
"211","2015-11-27",23.362
"212","2015-11-30",23.280001
"213","2015-12-01",23.4
"214","2015-12-02",23.360001
"215","2015-12-03",23.360001
"216","2015-12-04",23.379999
"217","2015-12-07",23.25
"218","2015-12-08",22.75
"219","2015-12-09",23
"220","2015-12-10",22.57
"221","2015-12-11",22.629999
"222","2015-12-14",22.5
"223","2015-12-15",22.629999
"224","2015-12-16",23
"225","2015-12-17",22.724001
"226","2015-12-18",22.724001
"227","2015-12-21",22.909
"228","2015-12-22",23
"229","2015-12-23",23.280001
"230","2015-12-24",23.280001
"231","2015-12-28",23.280001
"232","2015-12-29",23.247999
"233","2015-12-30",23.247999
"234","2015-12-31",23.247999
"235","2016-01-04",23.076
"236","2016-01-05",23
"237","2016-01-06",23.110001
"238","2016-01-07",23.110001
"239","2016-01-08",23.110001
"240","2016-01-11",22.360001
"241","2016-01-12",22.82
"242","2016-01-13",22.209999
"243","2016-01-14",22.030001
"244","2016-01-15",22
"245","2016-01-19",21.396999
"246","2016-01-20",19.9
"247","2016-01-21",20.98
"248","2016-01-22",19.665001
"249","2016-01-25",19.919001
"250","2016-01-26",19.360001
"251","2016-01-27",19.040001
"252","2016-01-28",19.17
"253","2016-01-29",19
"254","2016-02-01",18.85
"255","2016-02-02",18.559999
"256","2016-02-03",17.49
"257","2016-02-04",17.049999
"258","2016-02-05",17.226
"259","2016-02-08",17.540001
"260","2016-02-09",16.924999
"261","2016-02-10",16.620001
"262","2016-02-11",16.969999
"263","2016-02-12",17.5
"264","2016-02-16",18.870001
"265","2016-02-17",19.157
"266","2016-02-18",20.200001
"267","2016-02-19",21.85
"268","2016-02-22",19.84
"269","2016-02-23",18.01
"270","2016-02-24",18.299999
"271","2016-02-25",18.714001
"272","2016-02-26",19.5
"273","2016-02-29",19.74
"274","2016-03-01",19.219999
"275","2016-03-02",19.409
"276","2016-03-03",18.99
"277","2016-03-04",19.788
"278","2016-03-07",19
"279","2016-03-08",19.5
"280","2016-03-09",19.75
"281","2016-03-10",19.85
"282","2016-03-11",19.799999
"283","2016-03-14",19.207001
"284","2016-03-15",19.725
"285","2016-03-16",19.688
"286","2016-03-17",19.709999
"287","2016-03-18",19.469999
"288","2016-03-21",19.881001
"289","2016-03-22",20.01
"290","2016-03-23",20.01
"291","2016-03-24",19.93
"292","2016-03-28",19.65
"293","2016-03-29",19.950001
"294","2016-03-30",19.464001
"295","2016-03-31",19.73
"296","2016-04-01",19.73
"297","2016-04-04",19.73
"298","2016-04-05",18.48
"299","2016-04-06",18.58
"300","2016-04-07",18.9
"301","2016-04-08",18.98
"302","2016-04-11",19.4
"303","2016-04-12",19.6
"304","2016-04-13",20.389999
"305","2016-04-14",20.35
"306","2016-04-15",20.299999
"307","2016-04-18",20.450001
"308","2016-04-19",20.450001
"309","2016-04-20",20.379999
"310","2016-04-21",20.030001
"311","2016-04-22",20.620001
"312","2016-04-25",20.966999
"313","2016-04-26",20.483
"314","2016-04-27",20.6
"315","2016-04-28",20.6
"316","2016-04-29",20.360001
"317","2016-05-02",20.5
"318","2016-05-03",20.763
"319","2016-05-04",20.799999
"320","2016-05-05",20.844
"321","2016-05-06",20.355
"322","2016-05-09",20.299999
"323","2016-05-10",20.360001
"324","2016-05-11",20.360001
"325","2016-05-12",21.17
"326","2016-05-13",20.25
"327","2016-05-16",20.799999
"328","2016-05-17",20.799999
"329","2016-05-18",20.799999
"330","2016-05-19",20.43
"331","2016-05-20",20.76
"332","2016-05-23",20.379999
"333","2016-05-24",20.4
"334","2016-05-25",20.695
"335","2016-05-26",20.780001
"336","2016-05-27",20.799999
"337","2016-05-31",20.739
"338","2016-06-01",20.635
"339","2016-06-02",20.598
"340","2016-06-03",20.68
"341","2016-06-06",20.790001
"342","2016-06-07",20.75
"343","2016-06-08",20.799999
"344","2016-06-09",22.129999
"345","2016-06-10",22.129999
"346","2016-06-13",21.959999
"347","2016-06-14",21.444
"348","2016-06-15",21.444
"349","2016-06-16",21.339001
"350","2016-06-17",21.663
"351","2016-06-20",21.663
"352","2016-06-21",21.200001
"353","2016-06-22",21.468
"354","2016-06-23",21.452999
"355","2016-06-24",21.02
"356","2016-06-27",21.058001
"357","2016-06-28",20.702
"358","2016-06-29",21
"359","2016-06-30",21
"360","2016-07-01",21.247999
"361","2016-07-05",21.1
"362","2016-07-06",21
"363","2016-07-07",21.1
"364","2016-07-08",21.5
"365","2016-07-11",21.15
"366","2016-07-12",21.309999
"367","2016-07-13",21.35
"368","2016-07-14",21.134001
"369","2016-07-15",21.35
"370","2016-07-18",21.5
"371","2016-07-19",21.25
"372","2016-07-20",21.200001
"373","2016-07-21",21.059999
"374","2016-07-22",21.280001
"375","2016-07-25",21.639999
"376","2016-07-26",21.65
"377","2016-07-27",21.65
"378","2016-07-28",21.25
"379","2016-07-29",21.25
"380","2016-08-01",21.514
"381","2016-08-02",21.219999
"382","2016-08-03",21.4
"383","2016-08-04",21.25
"384","2016-08-05",21.4
"385","2016-08-08",21.625999
"386","2016-08-09",21.65
"387","2016-08-10",21.6
"388","2016-08-11",21.6
"389","2016-08-12",21.549999
"390","2016-08-15",21.4
"391","2016-08-16",21.299999
"392","2016-08-17",21.299999
"393","2016-08-18",21.32
"394","2016-08-19",21.319
"395","2016-08-22",21.299999
"396","2016-08-23",21.299999
"397","2016-08-24",21.25
"398","2016-08-25",21.25
"399","2016-08-26",21.299
"400","2016-08-29",21.355
"401","2016-08-30",21.209999
"402","2016-08-31",21.198
"403","2016-09-01",21.200001
"404","2016-09-02",21.049999
"405","2016-09-06",21.224001
"406","2016-09-07",21.25
"407","2016-09-08",21.556
"408","2016-09-09",21.41
"409","2016-09-12",21.52
"410","2016-09-13",21.583
"411","2016-09-14",21.469999
"412","2016-09-15",21.6
"413","2016-09-16",21.67
"414","2016-09-19",21.67
"415","2016-09-20",21.610001
"416","2016-09-21",21.635
"417","2016-09-22",21.719999
"418","2016-09-23",21.6
"419","2016-09-26",21.75
"420","2016-09-27",22.219999
"421","2016-09-28",21.313
"422","2016-09-29",21.75
"423","2016-09-30",21.584999
"424","2016-10-03",21.5
"425","2016-10-04",21.629999
"426","2016-10-05",21.542999
"427","2016-10-06",21.4
"428","2016-10-07",21.471001
"429","2016-10-10",21.5
"430","2016-10-11",22
"431","2016-10-12",21.568001
"432","2016-10-13",21.674999
"433","2016-10-14",21.67
"434","2016-10-17",21.67
"435","2016-10-18",21.67
"436","2016-10-19",21.690001
"437","2016-10-20",21.9
"438","2016-10-21",21.85
"439","2016-10-24",21.91
"440","2016-10-25",22.038
"441","2016-10-26",21.889999
"442","2016-10-27",21.889999
"443","2016-10-28",21.83
"444","2016-10-31",22.01
"445","2016-11-01",21.610001
"446","2016-11-02",20.83
"447","2016-11-03",20.67
"448","2016-11-04",21.049
"449","2016-11-07",21.549999
"450","2016-11-08",20.91
"451","2016-11-09",21.120001
"452","2016-11-10",21.069
"453","2016-11-11",21.030001
"454","2016-11-14",21.1
"455","2016-11-15",21.1
"456","2016-11-16",21.059999
"457","2016-11-17",21.200001
"458","2016-11-18",21.43
"459","2016-11-21",21.393
"460","2016-11-22",21.41
"461","2016-11-23",21.450001
"462","2016-11-25",21.605
"463","2016-11-28",21.77
"464","2016-11-29",21.76
"465","2016-11-30",21.5
"466","2016-12-01",21.421
"467","2016-12-02",21.799999
"468","2016-12-05",21.68
"469","2016-12-06",21.582001
"470","2016-12-07",21.6
"471","2016-12-08",21.719999
"472","2016-12-09",21.780001
"473","2016-12-12",21.790001
"474","2016-12-13",21.85
"475","2016-12-14",21.77
"476","2016-12-15",21.587
"477","2016-12-16",21.789
"478","2016-12-19",21.799999
"479","2016-12-20",21.790001
"480","2016-12-21",21.9
"481","2016-12-22",21.985001
"482","2016-12-23",22.035999
"483","2016-12-27",23
"484","2016-12-28",22.219999
"485","2016-12-29",22.149
"486","2016-12-30",22.15
"487","2017-01-03",22.49
"488","2017-01-04",22.576
"489","2017-01-05",22.556
"490","2017-01-06",22.556
"491","2017-01-09",22.674
"492","2017-01-10",22.77
"493","2017-01-11",22.950001
"494","2017-01-12",22.75
"495","2017-01-13",22.700001
"496","2017-01-17",22.987
"497","2017-01-18",22.950001
"498","2017-01-19",22.93
"499","2017-01-20",22.972
"500","2017-01-23",23.191999
"501","2017-01-24",23.040001
"502","2017-01-25",23.076
"503","2017-01-26",23.076
"504","2017-01-27",23.076
"505","2017-01-30",23.139999
"506","2017-01-31",23.48
"507","2017-02-01",23.110001
"508","2017-02-02",23.59
"509","2017-02-03",23.440001
"510","2017-02-06",23.937
"511","2017-02-07",23.85
"512","2017-02-08",23.749001
"513","2017-02-09",23.368999
"514","2017-02-10",23.49
"515","2017-02-13",23.98
"516","2017-02-14",23.98
"517","2017-02-15",23.863001
"518","2017-02-16",24.232
"519","2017-02-17",24.15
"520","2017-02-21",24.15
"521","2017-02-22",24.413
"522","2017-02-23",24.59
"523","2017-02-24",24.690001
"524","2017-02-27",24.224001
"525","2017-02-28",24.459999
"526","2017-03-01",24.65
"527","2017-03-02",24.43
"528","2017-03-03",24.15
"529","2017-03-06",24.184
"530","2017-03-07",23.841999
"531","2017-03-08",23.5
"532","2017-03-09",23.280001
"533","2017-03-10",23.129999
"534","2017-03-13",23.120001
"535","2017-03-14",23.040001
"536","2017-03-15",24.35
"537","2017-03-16",24.209999
"538","2017-03-17",23.285
"539","2017-03-20",23.5
"540","2017-03-21",23.645
"541","2017-03-22",23.719999
"542","2017-03-23",24
"543","2017-03-24",23.896
"544","2017-03-27",24.25
"545","2017-03-28",23.9
"546","2017-03-29",23.75
"547","2017-03-30",23.9
"548","2017-03-31",23.860001
"549","2017-04-03",24.200001
"550","2017-04-04",24.159
"551","2017-04-05",24
"552","2017-04-06",23.888
"553","2017-04-07",24.163
"554","2017-04-10",24.1
"555","2017-04-11",24.103001
"556","2017-04-12",24.18
"557","2017-04-13",24.200001
"558","2017-04-17",24.48
"559","2017-04-18",24.059999
"560","2017-04-19",24.34
"561","2017-04-20",24.087999
"562","2017-04-21",24.299
"563","2017-04-24",24.450001
"564","2017-04-25",24.299999
"565","2017-04-26",24.549999
"566","2017-04-27",24.534
"567","2017-04-28",24.75
"568","2017-05-01",24.559999
"569","2017-05-02",24.389999
"570","2017-05-03",24.459999
"571","2017-05-04",24.396
"572","2017-05-05",23.790001
"573","2017-05-08",24.08
"574","2017-05-09",23.969999
"575","2017-05-10",24.134001
"576","2017-05-11",23.9
"577","2017-05-12",23.993999
"578","2017-05-15",23.16
"579","2017-05-16",22.871
"580","2017-05-17",22.35
"581","2017-05-18",21.950001
"582","2017-05-19",21.334999
"583","2017-05-22",21
"584","2017-05-23",21.309999
"585","2017-05-24",21.299999
"586","2017-05-25",21.5
"587","2017-05-26",21.363001
"588","2017-05-30",21.15
"589","2017-05-31",21.049999
"590","2017-06-01",21.43
"591","2017-06-02",21.84
"592","2017-06-05",21.200001
"593","2017-06-06",21.695999
"594","2017-06-07",21.695999
"595","2017-06-08",21.587
"596","2017-06-09",21.639999
"597","2017-06-12",22.1
"598","2017-06-13",22.232
"599","2017-06-14",22.190001
"600","2017-06-15",22.4
"601","2017-06-16",22.4
"602","2017-06-19",22.6
"603","2017-06-20",22.67
"604","2017-06-21",22.816
"605","2017-06-22",22.75
"606","2017-06-23",23.01
"607","2017-06-26",23.35
"608","2017-06-27",23.290001
"609","2017-06-28",23.000999
"610","2017-06-29",22.700001
"611","2017-06-30",22.5
"612","2017-07-03",22.219999
"613","2017-07-05",22.18
"614","2017-07-06",22.132999
"615","2017-07-07",22.125
"616","2017-07-10",22.079
"617","2017-07-11",22.5
"618","2017-07-12",22.549999
"619","2017-07-13",22.35
"620","2017-07-14",22.68
"621","2017-07-17",22.889999
"622","2017-07-18",22.889999
"623","2017-07-19",22.639999
"624","2017-07-20",22.809999
"625","2017-07-21",22.809999
"626","2017-07-24",22.74
"627","2017-07-25",22.700001
"628","2017-07-26",22.469999
"629","2017-07-27",22.469999
"630","2017-07-28",22.603001
"631","2017-07-31",22.42
"632","2017-08-01",22.799999
