"","date","SWKS"
"470","2008-11-11",5.88
"471","2008-11-12",5.7
"472","2008-11-13",6.13
"473","2008-11-14",5.29
"474","2008-11-17",5.05
"475","2008-11-18",4.86
"476","2008-11-19",4.46
"477","2008-11-20",4.34
"478","2008-11-21",4.46
"479","2008-11-24",4.78
"480","2008-11-25",4.77
"481","2008-11-26",5.45
"482","2008-11-28",5.39
"483","2008-12-01",5.18
"484","2008-12-02",4.35
"485","2008-12-03",3.97
"486","2008-12-04",3.97
"487","2008-12-05",3.81
"488","2008-12-08",4.26
"489","2008-12-09",4.21
"490","2008-12-10",4.3
"491","2008-12-11",4.15
"492","2008-12-12",4.41
"493","2008-12-15",4.74
"494","2008-12-16",5.24
"495","2008-12-17",5.46
"496","2008-12-18",5.29
"497","2008-12-19",5.4
"498","2008-12-22",5.15
"499","2008-12-23",5.09
"500","2008-12-24",5.11
"501","2008-12-26",5.15
"502","2008-12-29",5.02
"503","2008-12-30",5.22
"504","2008-12-31",5.54
"505","2009-01-02",5.59
"506","2009-01-05",5.56
"507","2009-01-06",5.98
"508","2009-01-07",5.66
"509","2009-01-08",5.31
"510","2009-01-09",4.95
"511","2009-01-12",4.68
"512","2009-01-13",4.61
"513","2009-01-14",4.34
"514","2009-01-15",4.45
"515","2009-01-16",4.59
"516","2009-01-20",4.07
"517","2009-01-21",4.24
"518","2009-01-22",4.11
"519","2009-01-23",4.34
"520","2009-01-26",4.45
"521","2009-01-27",4.41
"522","2009-01-28",4.78
"523","2009-01-29",4.57
"524","2009-01-30",4.32
"525","2009-02-02",4.39
"526","2009-02-03",4.81
"527","2009-02-04",4.91
"528","2009-02-05",5.02
"529","2009-02-06",6.77
"530","2009-02-09",6.37
"531","2009-02-10",6.24
"532","2009-02-11",5.98
"533","2009-02-12",6.41
"534","2009-02-13",6.4
"535","2009-02-17",6.07
"536","2009-02-18",6.28
"537","2009-02-19",6.06
"538","2009-02-20",5.88
"539","2009-02-23",5.77
"540","2009-02-24",6.43
"541","2009-02-25",6.37
"542","2009-02-26",6.03
"543","2009-02-27",6.5
"544","2009-03-02",6.21
"545","2009-03-03",6.95
"546","2009-03-04",6.75
"547","2009-03-05",6.92
"548","2009-03-06",6.94
"549","2009-03-09",6.95
"550","2009-03-10",7.56
"551","2009-03-11",7.7
"552","2009-03-12",7.71
"553","2009-03-13",7.72
"554","2009-03-16",7.28
"555","2009-03-17",7.71
"556","2009-03-18",8.07
"557","2009-03-19",8.16
"558","2009-03-20",7.69
"559","2009-03-23",8.51
"560","2009-03-24",7.76
"561","2009-03-25",7.6
"562","2009-03-26",8
"563","2009-03-27",8.09
"564","2009-03-30",7.97
"565","2009-03-31",8.06
"566","2009-04-01",8.45
"567","2009-04-02",8.81
"568","2009-04-03",8.84
"569","2009-04-06",8.56
"570","2009-04-07",8.4
"571","2009-04-08",8.8
"572","2009-04-09",9.22
"573","2009-04-13",8.92
"574","2009-04-14",8.95
"575","2009-04-15",8.86
"576","2009-04-16",8.97
"577","2009-04-17",9.01
"578","2009-04-20",8.78
"579","2009-04-21",8.83
"580","2009-04-22",8.79
"581","2009-04-23",9.25
"582","2009-04-24",8.48
"583","2009-04-27",8.45
"584","2009-04-28",8.02
"585","2009-04-29",8.51
"586","2009-04-30",8.84
"587","2009-05-01",9.22
"588","2009-05-04",9.72
"589","2009-05-05",9.82
"590","2009-05-06",9.77
"591","2009-05-07",9.19
"592","2009-05-08",9.05
"593","2009-05-11",9.01
"594","2009-05-12",8.47
"595","2009-05-13",8.21
"596","2009-05-14",8.6
"597","2009-05-15",8.76
"598","2009-05-18",9.03
"599","2009-05-19",9.06
"600","2009-05-20",8.97
"601","2009-05-21",8.85
"602","2009-05-22",8.68
"603","2009-05-26",9.02
"604","2009-05-27",9.08
"605","2009-05-28",9.22
"606","2009-05-29",9.53
"607","2009-06-01",9.9
"608","2009-06-02",9.78
"609","2009-06-03",9.48
"610","2009-06-04",9.88
"611","2009-06-05",9.81
"612","2009-06-08",9.74
"613","2009-06-09",10.18
"614","2009-06-10",10.23
"615","2009-06-11",10.5
"616","2009-06-12",10.26
"617","2009-06-15",10.05
"618","2009-06-16",9.71
"619","2009-06-17",9.82
"620","2009-06-18",9.73
"621","2009-06-19",9.68
"622","2009-06-22",9.25
"623","2009-06-23",9.59
"624","2009-06-24",9.92
"625","2009-06-25",9.98
"626","2009-06-26",10.02
"627","2009-06-29",9.97
"628","2009-06-30",9.79
"629","2009-07-01",10.04
"630","2009-07-02",10.1
"631","2009-07-06",9.84
"632","2009-07-07",9.5
"633","2009-07-08",9.98
"634","2009-07-09",10.16
"635","2009-07-10",10.32
"636","2009-07-13",10.59
"637","2009-07-14",10.55
"638","2009-07-15",11.25
"639","2009-07-16",11.03
"640","2009-07-17",11.33
"641","2009-07-20",11.53
"642","2009-07-21",11.3
"643","2009-07-22",11.68
"644","2009-07-23",12.3
"645","2009-07-24",12.07
"646","2009-07-27",12.08
"647","2009-07-28",11.95
"648","2009-07-29",12.06
"649","2009-07-30",12.17
"650","2009-07-31",12.08
"651","2009-08-03",11.97
"652","2009-08-04",11.96
"653","2009-08-05",11.55
"654","2009-08-06",11.31
"655","2009-08-07",11.23
"656","2009-08-10",11.15
"657","2009-08-11",11.04
"658","2009-08-12",11.24
"659","2009-08-13",11.37
"660","2009-08-14",11.15
"661","2009-08-17",10.9
"662","2009-08-18",11.05
"663","2009-08-19",11
"664","2009-08-20",11.51
"665","2009-08-21",12.06
"666","2009-08-24",12.05
"667","2009-08-25",12.24
"668","2009-08-26",11.95
"669","2009-08-27",11.82
"670","2009-08-28",12.08
"671","2009-08-31",11.63
"672","2009-09-01",11.32
"673","2009-09-02",11.32
"674","2009-09-03",11.95
"675","2009-09-04",12.4
"676","2009-09-08",12.69
"677","2009-09-09",12.75
"678","2009-09-10",14.28
"679","2009-09-11",13.88
"680","2009-09-14",13.86
"681","2009-09-15",13.74
"682","2009-09-16",13.8
"683","2009-09-17",13.59
"684","2009-09-18",13.56
"685","2009-09-21",13.95
"686","2009-09-22",13.87
"687","2009-09-23",13.66
"688","2009-09-24",13.22
"689","2009-09-25",12.94
"690","2009-09-28",13.23
"691","2009-09-29",13
"692","2009-09-30",13.24
"693","2009-10-01",12.15
"694","2009-10-02",11.9
"695","2009-10-05",11.99
"696","2009-10-06",12.34
"697","2009-10-07",12.01
"698","2009-10-08",11.81
"699","2009-10-09",12.41
"700","2009-10-12",12.22
"701","2009-10-13",12.04
"702","2009-10-14",12.49
"703","2009-10-15",11.99
"704","2009-10-16",11.47
"705","2009-10-19",11.66
"706","2009-10-20",11.91
"707","2009-10-21",11.64
"708","2009-10-22",11.14
"709","2009-10-23",10.99
"710","2009-10-26",10.67
"711","2009-10-27",10.37
"712","2009-10-28",10.27
"713","2009-10-29",10.45
"714","2009-10-30",10.43
"715","2009-11-02",10.32
"716","2009-11-03",10.41
"717","2009-11-04",10.33
"718","2009-11-05",10.97
"719","2009-11-06",12.01
"720","2009-11-09",12.22
"721","2009-11-10",12.07
"722","2009-11-11",12.17
"723","2009-11-12",12.02
"724","2009-11-13",12.08
"725","2009-11-16",12.41
"726","2009-11-17",12.51
"727","2009-11-18",12.56
"728","2009-11-19",12.23
"729","2009-11-20",12.15
"730","2009-11-23",12.43
"731","2009-11-24",12.52
"732","2009-11-25",12.53
"733","2009-11-27",12.26
"734","2009-11-30",12.31
"735","2009-12-01",13.16
"736","2009-12-02",13.41
"737","2009-12-03",13.42
"738","2009-12-04",13.65
"739","2009-12-07",13.84
"740","2009-12-08",13.76
"741","2009-12-09",14.03
"742","2009-12-10",13.72
"743","2009-12-11",13.66
"744","2009-12-14",14.03
"745","2009-12-15",13.52
"746","2009-12-16",13.97
"747","2009-12-17",13.52
"748","2009-12-18",13.95
"749","2009-12-21",14.2
"750","2009-12-22",14.14
"751","2009-12-23",14.2
"752","2009-12-24",14.27
"753","2009-12-28",14.08
"754","2009-12-29",14.11
"755","2009-12-30",14.3
"756","2009-12-31",14.19
"757","2010-01-04",14.82
"758","2010-01-05",15.05
"759","2010-01-06",14.91
"760","2010-01-07",14.74
"761","2010-01-08",15
"762","2010-01-11",15.01
"763","2010-01-12",14.71
"764","2010-01-13",15.05
"765","2010-01-14",15.33
"766","2010-01-15",14.78
"767","2010-01-19",14.86
"768","2010-01-20",14.71
"769","2010-01-21",14.5
"770","2010-01-22",13.81
"771","2010-01-25",13.95
"772","2010-01-26",13.37
"773","2010-01-27",13.56
"774","2010-01-28",13.24
"775","2010-01-29",12.69
"776","2010-02-01",13.24
"777","2010-02-02",13.68
"778","2010-02-03",13.77
"779","2010-02-04",13.39
"780","2010-02-05",13.48
"781","2010-02-08",13.51
"782","2010-02-09",13.76
"783","2010-02-10",13.75
"784","2010-02-11",13.89
"785","2010-02-12",13.87
"786","2010-02-16",14.12
"787","2010-02-17",14.32
"788","2010-02-18",14.63
"789","2010-02-19",14.58
"790","2010-02-22",15.29
"791","2010-02-23",14.75
"792","2010-02-24",15.2
"793","2010-02-25",14.97
"794","2010-02-26",15.27
"795","2010-03-01",15.67
"796","2010-03-02",15.76
"797","2010-03-03",15.54
"798","2010-03-04",15.52
"799","2010-03-05",15.77
"800","2010-03-08",15.92
"801","2010-03-09",15.8
"802","2010-03-10",15.75
"803","2010-03-11",15.63
"804","2010-03-12",15.36
"805","2010-03-15",15.36
"806","2010-03-16",15.67
"807","2010-03-17",16.09
"808","2010-03-18",15.82
"809","2010-03-19",15.32
"810","2010-03-22",15.69
"811","2010-03-23",16.41
"812","2010-03-24",16.049999
"813","2010-03-25",16.32
"814","2010-03-26",15.96
"815","2010-03-29",15.78
"816","2010-03-30",16.030001
"817","2010-03-31",15.6
"818","2010-04-01",15.49
"819","2010-04-05",15.98
"820","2010-04-06",15.9
"821","2010-04-07",15.74
"822","2010-04-08",15.59
"823","2010-04-09",15.75
"824","2010-04-12",15.8
"825","2010-04-13",15.91
"826","2010-04-14",16.280001
"827","2010-04-15",16.42
"828","2010-04-16",16.16
"829","2010-04-19",15.81
"830","2010-04-20",16
"831","2010-04-21",15.93
"832","2010-04-22",15.65
"833","2010-04-23",15.55
"834","2010-04-26",15.75
"835","2010-04-27",15.42
"836","2010-04-28",15.72
"837","2010-04-29",16.24
"838","2010-04-30",16.83
"839","2010-05-03",17.440001
"840","2010-05-04",16.799999
"841","2010-05-05",16.43
"842","2010-05-06",15.53
"843","2010-05-07",15.01
"844","2010-05-10",15.78
"845","2010-05-11",15.68
"846","2010-05-12",16.030001
"847","2010-05-13",15.76
"848","2010-05-14",15.59
"849","2010-05-17",15.32
"850","2010-05-18",14.52
"851","2010-05-19",14.69
"852","2010-05-20",14.23
"853","2010-05-21",14.58
"854","2010-05-24",14.9
"855","2010-05-25",14.91
"856","2010-05-26",15.02
"857","2010-05-27",16.120001
"858","2010-05-28",15.93
"859","2010-06-01",15.71
"860","2010-06-02",16.610001
"861","2010-06-03",16.780001
"862","2010-06-04",16.07
"863","2010-06-07",15.46
"864","2010-06-08",15.48
"865","2010-06-09",15.29
"866","2010-06-10",15.79
"867","2010-06-11",16.309999
"868","2010-06-14",16.43
"869","2010-06-15",17.24
"870","2010-06-16",17.17
"871","2010-06-17",17.700001
"872","2010-06-18",17.879999
"873","2010-06-21",17.49
"874","2010-06-22",17.360001
"875","2010-06-23",17.620001
"876","2010-06-24",17.09
"877","2010-06-25",17.59
"878","2010-06-28",17.91
"879","2010-06-29",17.01
"880","2010-06-30",16.790001
"881","2010-07-01",16.690001
"882","2010-07-02",16.639999
"883","2010-07-06",16.33
"884","2010-07-07",17.290001
"885","2010-07-08",17.15
"886","2010-07-09",17.25
"887","2010-07-12",17.200001
"888","2010-07-13",17.540001
"889","2010-07-14",17.629999
"890","2010-07-15",17.559999
"891","2010-07-16",17.030001
"892","2010-07-19",17.33
"893","2010-07-20",17.09
"894","2010-07-21",17.209999
"895","2010-07-22",18.049999
"896","2010-07-23",18.75
"897","2010-07-26",19.129999
"898","2010-07-27",18.879999
"899","2010-07-28",18.719999
"900","2010-07-29",18.1
"901","2010-07-30",17.530001
"902","2010-08-02",18.09
"903","2010-08-03",17.870001
"904","2010-08-04",18.17
"905","2010-08-05",17.879999
"906","2010-08-06",18.299999
"907","2010-08-09",18.33
"908","2010-08-10",17.93
"909","2010-08-11",17.290001
"910","2010-08-12",17.34
"911","2010-08-13",17.049999
"912","2010-08-16",17.129999
"913","2010-08-17",17.49
"914","2010-08-18",17.780001
"915","2010-08-19",17.559999
"916","2010-08-20",17.68
"917","2010-08-23",17.25
"918","2010-08-24",17.280001
"919","2010-08-25",17.17
"920","2010-08-26",17.32
"921","2010-08-27",18.389999
"922","2010-08-30",17.790001
"923","2010-08-31",17.82
"924","2010-09-01",18.27
"925","2010-09-02",18.450001
"926","2010-09-03",18.879999
"927","2010-09-07",18.540001
"928","2010-09-08",18.76
"929","2010-09-09",18.799999
"930","2010-09-10",18.34
"931","2010-09-13",18.790001
"932","2010-09-14",19.17
"933","2010-09-15",19.26
"934","2010-09-16",19.43
"935","2010-09-17",19.700001
"936","2010-09-20",19.790001
"937","2010-09-21",19.75
"938","2010-09-22",19.91
"939","2010-09-23",19.969999
"940","2010-09-24",20.85
"941","2010-09-27",20.879999
"942","2010-09-28",21.09
"943","2010-09-29",20.93
"944","2010-09-30",20.67
"945","2010-10-01",20.65
"946","2010-10-04",20.299999
"947","2010-10-05",20.940001
"948","2010-10-06",20.17
"949","2010-10-07",20.08
"950","2010-10-08",20.5
"951","2010-10-11",20.51
"952","2010-10-12",21.209999
"953","2010-10-13",21.25
"954","2010-10-14",21.32
"955","2010-10-15",21.82
"956","2010-10-18",21.629999
"957","2010-10-19",21.27
"958","2010-10-20",21.51
"959","2010-10-21",20.709999
"960","2010-10-22",21.48
"961","2010-10-25",21.969999
"962","2010-10-26",21.66
"963","2010-10-27",22.85
"964","2010-10-28",22.68
"965","2010-10-29",22.92
"966","2010-11-01",22.610001
"967","2010-11-02",23.02
"968","2010-11-03",22.76
"969","2010-11-04",23.68
"970","2010-11-05",24.17
"971","2010-11-08",23.870001
"972","2010-11-09",23.799999
"973","2010-11-10",23.799999
"974","2010-11-11",23.32
"975","2010-11-12",23.139999
"976","2010-11-15",22.940001
"977","2010-11-16",22.360001
"978","2010-11-17",22.91
"979","2010-11-18",23.799999
"980","2010-11-19",24.120001
"981","2010-11-22",24.84
"982","2010-11-23",24.76
"983","2010-11-24",26.139999
"984","2010-11-26",25.99
"985","2010-11-29",25.799999
"986","2010-11-30",25.450001
"987","2010-12-01",26.48
"988","2010-12-02",26.99
"989","2010-12-03",27.57
"990","2010-12-06",27.620001
"991","2010-12-07",27.280001
"992","2010-12-08",27.360001
"993","2010-12-09",27.73
"994","2010-12-10",28.040001
"995","2010-12-13",27.09
