"","date","NCBS"
"167","2014-01-14",16.93
"168","2014-01-15",16.93
"169","2014-01-16",17
"170","2014-01-17",17
"171","2014-01-21",17.040001
"172","2014-01-22",17.15
"173","2014-01-23",17.02
"174","2014-01-24",16.85
"175","2014-01-27",17.1
"176","2014-01-28",17.1
"177","2014-01-29",17
"178","2014-01-30",17
"179","2014-01-31",17
"180","2014-02-03",17.01
"181","2014-02-04",17.08
"182","2014-02-05",17.09
"183","2014-02-06",17.15
"184","2014-02-07",17.1
"185","2014-02-10",17.190001
"186","2014-02-11",17.190001
"187","2014-02-12",17.190001
"188","2014-02-13",17.200001
"189","2014-02-14",17.200001
"190","2014-02-18",17.379999
"191","2014-02-19",17.379999
"192","2014-02-20",17.379999
"193","2014-02-21",17.379999
"194","2014-02-24",17.4
"195","2014-02-25",17.4
"196","2014-02-26",17.4
"197","2014-02-27",17.4
"198","2014-02-28",17.43
"199","2014-03-03",17.52
"200","2014-03-04",17.65
"201","2014-03-05",17.65
"202","2014-03-06",17.65
"203","2014-03-07",17.549999
"204","2014-03-10",17.549999
"205","2014-03-11",18
"206","2014-03-12",18
"207","2014-03-13",18.049999
"208","2014-03-14",18.549999
"209","2014-03-17",18.75
"210","2014-03-18",18.75
"211","2014-03-19",18.65
"212","2014-03-20",18.65
"213","2014-03-21",18.75
"214","2014-03-24",19.4
"215","2014-03-25",19.4
"216","2014-03-26",19.4
"217","2014-03-27",19.4
"218","2014-03-28",19.440001
"219","2014-03-31",19.440001
"220","2014-04-01",19.440001
"221","2014-04-02",19.440001
"222","2014-04-03",19.440001
"223","2014-04-04",19.440001
"224","2014-04-07",19.1
"225","2014-04-08",19.1
"226","2014-04-09",19.1
"227","2014-04-10",19.5
"228","2014-04-11",19.290001
"229","2014-04-14",19.290001
"230","2014-04-15",19.1
"231","2014-04-16",19.1
"232","2014-04-17",19.280001
"233","2014-04-21",19.299999
"234","2014-04-22",19.299999
"235","2014-04-23",19.299999
"236","2014-04-24",19.35
"237","2014-04-25",19.200001
"238","2014-04-28",19.200001
"239","2014-04-29",19.200001
"240","2014-04-30",19.25
"241","2014-05-01",19.33
"242","2014-05-02",19.33
"243","2014-05-05",19.33
"244","2014-05-06",19.33
"245","2014-05-07",19.33
"246","2014-05-08",19.33
"247","2014-05-09",19.75
"248","2014-05-12",19.75
"249","2014-05-13",19.75
"250","2014-05-14",19.790001
"251","2014-05-15",19.9
"252","2014-05-16",19.9
"253","2014-05-19",19.700001
"254","2014-05-20",19.9
"255","2014-05-21",19.9
"256","2014-05-22",19.9
"257","2014-05-23",19.9
"258","2014-05-27",19.85
"259","2014-05-28",20
"260","2014-05-29",20.6
"261","2014-05-30",20.5
"262","2014-06-02",20.6
"263","2014-06-03",20.1
"264","2014-06-04",20.1
"265","2014-06-05",20.1
"266","2014-06-06",20.200001
"267","2014-06-09",20.200001
"268","2014-06-10",20.25
"269","2014-06-11",20.42
"270","2014-06-12",20.42
"271","2014-06-13",20.75
"272","2014-06-16",20.700001
"273","2014-06-17",21
"274","2014-06-18",21
"275","2014-06-19",21.24
"276","2014-06-20",23
"277","2014-06-23",26.75
"278","2014-06-24",26.5
"279","2014-06-25",26
"280","2014-06-26",23.790001
"281","2014-06-27",22
"282","2014-06-30",24.549999
"283","2014-07-01",22.85
"284","2014-07-02",22.85
"285","2014-07-03",22.85
"286","2014-07-07",22.85
"287","2014-07-08",22.85
"288","2014-07-09",22.85
"289","2014-07-10",22.35
"290","2014-07-11",22.35
"291","2014-07-14",22.35
"292","2014-07-15",22.5
"293","2014-07-16",22.5
"294","2014-07-17",22.549999
"295","2014-07-18",22.549999
"296","2014-07-21",23
"297","2014-07-22",23
"298","2014-07-23",23.5
"299","2014-07-24",23.280001
"300","2014-07-25",23.450001
"301","2014-07-28",23.450001
"302","2014-07-29",23.450001
"303","2014-07-30",23.450001
"304","2014-07-31",23.450001
"305","2014-08-01",23.4
"306","2014-08-04",23.4
"307","2014-08-05",23.4
"308","2014-08-06",23.4
"309","2014-08-07",23.5
"310","2014-08-08",23
"311","2014-08-11",23.15
"312","2014-08-12",23.15
"313","2014-08-13",23.15
"314","2014-08-14",23.15
"315","2014-08-15",23.15
"316","2014-08-18",23.5
"317","2014-08-19",23.5
"318","2014-08-20",23.5
"319","2014-08-21",23.5
"320","2014-08-22",23.51
"321","2014-08-25",23.51
"322","2014-08-26",23.51
"323","2014-08-27",23.51
"324","2014-08-28",23.4
"325","2014-08-29",23.700001
"326","2014-09-02",23.700001
"327","2014-09-03",23.700001
"328","2014-09-04",23.65
"329","2014-09-05",23.75
"330","2014-09-08",23.85
"331","2014-09-09",23.85
"332","2014-09-10",23.85
"333","2014-09-11",23.75
"334","2014-09-12",23.75
"335","2014-09-15",23.75
"336","2014-09-16",23.75
"337","2014-09-17",23.6
"338","2014-09-18",23.6
"339","2014-09-19",23.6
"340","2014-09-22",23.25
"341","2014-09-23",23.25
"342","2014-09-24",23.35
"343","2014-09-25",23.35
"344","2014-09-26",23.35
"345","2014-09-29",23.1
"346","2014-09-30",23.200001
"347","2014-10-01",23.200001
"348","2014-10-02",23.200001
"349","2014-10-03",23.379999
"350","2014-10-06",23.379999
"351","2014-10-07",23.200001
"352","2014-10-08",23.299999
"353","2014-10-09",23.6
"354","2014-10-10",23.459999
"355","2014-10-13",23.459999
"356","2014-10-14",23.459999
"357","2014-10-15",23.15
"358","2014-10-16",23.15
"359","2014-10-17",23.200001
"360","2014-10-20",23.200001
"361","2014-10-21",23.200001
"362","2014-10-22",23.200001
"363","2014-10-23",23.200001
"364","2014-10-24",23.6
"365","2014-10-27",23.6
"366","2014-10-28",23.799999
"367","2014-10-29",23.799999
"368","2014-10-30",23.799999
"369","2014-10-31",23.5
"370","2014-11-03",23.5
"371","2014-11-04",23.5
"372","2014-11-05",23.9
"373","2014-11-06",24
"374","2014-11-07",23.85
"375","2014-11-10",23.85
"376","2014-11-11",23.85
"377","2014-11-12",23.85
"378","2014-11-13",23.85
"379","2014-11-14",23.85
"380","2014-11-17",23.9
"381","2014-11-18",23.950001
"382","2014-11-19",24.5
"383","2014-11-20",24.5
"384","2014-11-21",24.450001
"385","2014-11-24",24.450001
"386","2014-11-25",24.450001
"387","2014-11-26",24.5
"388","2014-11-28",24.5
"389","2014-12-01",24.5
"390","2014-12-02",24.5
"391","2014-12-03",24.5
"392","2014-12-04",24.5
"393","2014-12-05",24.5
"394","2014-12-08",24.1
"395","2014-12-09",24.1
"396","2014-12-10",24.1
"397","2014-12-11",24.1
"398","2014-12-12",24.5
"399","2014-12-15",24.5
"400","2014-12-16",24.5
"401","2014-12-17",24.5
"402","2014-12-18",24.5
"403","2014-12-19",24.9
"404","2014-12-22",24.799999
"405","2014-12-23",24.799999
"406","2014-12-24",24.799999
"407","2014-12-26",24
"408","2014-12-29",24
"409","2014-12-30",24.35
"410","2014-12-31",25
"411","2015-01-02",25.190001
"412","2015-01-05",25.15
"413","2015-01-06",25.15
"414","2015-01-07",25.24
"415","2015-01-08",25.24
"416","2015-01-09",25.4
"417","2015-01-12",25.5
"418","2015-01-13",25.5
"419","2015-01-14",25.5
"420","2015-01-15",25.75
"421","2015-01-16",25.9
"422","2015-01-20",25.9
"423","2015-01-21",25.9
"424","2015-01-22",25.5
"425","2015-01-23",25.5
"426","2015-01-26",25.35
"427","2015-01-27",25.35
"428","2015-01-28",25.35
"429","2015-01-29",25.35
"430","2015-01-30",25.35
"431","2015-02-02",25.35
"432","2015-02-03",25.35
"433","2015-02-04",25.35
"434","2015-02-05",25.35
"435","2015-02-06",25.6
"436","2015-02-09",25.6
"437","2015-02-10",26
"438","2015-02-11",26
"439","2015-02-12",26
"440","2015-02-13",26.35
"441","2015-02-17",26.5
"442","2015-02-18",26.5
"443","2015-02-19",26.5
"444","2015-02-20",26.5
"445","2015-02-23",26.5
"446","2015-02-24",26.5
"447","2015-02-25",26.5
"448","2015-02-26",26.5
"449","2015-02-27",26.5
"450","2015-03-02",26.5
"451","2015-03-03",26.5
"452","2015-03-04",26.5
"453","2015-03-05",26.4
"454","2015-03-06",26.4
"455","2015-03-09",26.4
"456","2015-03-10",26.4
"457","2015-03-11",26.4
"458","2015-03-12",26.5
"459","2015-03-13",26.5
"460","2015-03-16",26.5
"461","2015-03-17",26.5
"462","2015-03-18",26.5
"463","2015-03-19",26.5
"464","2015-03-20",26.5
"465","2015-03-23",26.5
"466","2015-03-24",26.74
"467","2015-03-25",26.74
"468","2015-03-26",26.74
"469","2015-03-27",26.889999
"470","2015-03-30",27.200001
"471","2015-03-31",27.5
"472","2015-04-01",27.25
"473","2015-04-02",27.35
"474","2015-04-06",27.35
"475","2015-04-07",27.35
"476","2015-04-08",27.5
"477","2015-04-09",27.6
"478","2015-04-10",27.74
"479","2015-04-13",27.74
"480","2015-04-14",27.549999
"481","2015-04-15",27.549999
"482","2015-04-16",27.75
"483","2015-04-17",27.68
"484","2015-04-20",27.68
"485","2015-04-21",27.68
"486","2015-04-22",27.700001
"487","2015-04-23",27.950001
"488","2015-04-24",27.950001
"489","2015-04-27",27.700001
"490","2015-04-28",27.700001
"491","2015-04-29",27.700001
"492","2015-04-30",28.75
"493","2015-05-01",28.950001
"494","2015-05-04",28.25
"495","2015-05-05",29
"496","2015-05-06",29
"497","2015-05-07",29
"498","2015-05-08",29
"499","2015-05-11",29
"500","2015-05-12",29
"501","2015-05-13",28.950001
"502","2015-05-14",28.950001
"503","2015-05-15",29
"504","2015-05-18",29
"505","2015-05-19",29
"506","2015-05-20",29
"507","2015-05-21",28.9
"508","2015-05-22",29.85
"509","2015-05-26",29.85
"510","2015-05-27",29.25
"511","2015-05-28",29.950001
"512","2015-05-29",29.9
"513","2015-06-01",30.1
"514","2015-06-02",30.1
"515","2015-06-03",30.1
"516","2015-06-04",29.75
"517","2015-06-05",30.469999
"518","2015-06-08",30.15
"519","2015-06-09",30.5
"520","2015-06-10",30.5
"521","2015-06-11",30.620001
"522","2015-06-12",31
"523","2015-06-15",30.75
"524","2015-06-16",30.75
"525","2015-06-17",30.799999
"526","2015-06-18",30.799999
"527","2015-06-19",31
"528","2015-06-22",31
"529","2015-06-23",31
"530","2015-06-24",30.799999
"531","2015-06-25",30.9
"532","2015-06-26",31
"533","2015-06-29",31
"534","2015-06-30",30.799999
"535","2015-07-01",30.799999
"536","2015-07-02",30.799999
"537","2015-07-06",31
"538","2015-07-07",31
"539","2015-07-08",31
"540","2015-07-09",31
"541","2015-07-10",31
"542","2015-07-13",31
"543","2015-07-14",31
"544","2015-07-15",31
"545","2015-07-16",31
"546","2015-07-17",31.25
"547","2015-07-20",31.25
"548","2015-07-21",31.25
"549","2015-07-22",31.75
"550","2015-07-23",32
"551","2015-07-24",32.189999
"552","2015-07-27",32.349998
"553","2015-07-28",33.5
"554","2015-07-29",33.5
"555","2015-07-30",33.700001
"556","2015-07-31",33.75
"557","2015-08-03",33.75
"558","2015-08-04",33.75
"559","2015-08-05",33
"560","2015-08-06",32.549999
"561","2015-08-07",32.990002
"562","2015-08-10",32.990002
"563","2015-08-11",32.5
"564","2015-08-12",32.75
"565","2015-08-13",33
"566","2015-08-14",33
"567","2015-08-17",33
"568","2015-08-18",33
"569","2015-08-19",33
"570","2015-08-20",33
"571","2015-08-21",33
"572","2015-08-24",33
"573","2015-08-25",33
"574","2015-08-26",32.75
"575","2015-08-27",32.75
"576","2015-08-28",32.93
"577","2015-08-31",32.93
"578","2015-09-01",33.25
"579","2015-09-02",33.25
"580","2015-09-03",33.25
"581","2015-09-04",33.25
"582","2015-09-08",33.25
"583","2015-09-09",33.700001
"584","2015-09-10",34.75
"585","2015-09-11",34.5
"586","2015-09-14",32
"587","2015-09-15",31.9
"588","2015-09-16",31
"589","2015-09-17",31
"590","2015-09-18",31
"591","2015-09-21",32
"592","2015-09-22",32
"593","2015-09-23",32
"594","2015-09-24",32
"595","2015-09-25",32
"596","2015-09-28",32
"597","2015-09-29",32
"598","2015-09-30",32
"599","2015-10-01",31.049999
"600","2015-10-02",32
"601","2015-10-05",32
"602","2015-10-06",32
"603","2015-10-07",32
"604","2015-10-08",32
"605","2015-10-09",31.049999
"606","2015-10-12",31.049999
"607","2015-10-13",31.049999
"608","2015-10-14",31.049999
"609","2015-10-15",31.5
"610","2015-10-16",31.5
"611","2015-10-19",31.5
"612","2015-10-20",31.5
"613","2015-10-21",31.5
"614","2015-10-22",31.5
"615","2015-10-23",31.5
"616","2015-10-26",31.5
"617","2015-10-27",31.5
"618","2015-10-28",32
"619","2015-10-29",32.25
"620","2015-10-30",32.25
"621","2015-11-02",32.25
"622","2015-11-03",32.25
"623","2015-11-04",32
"624","2015-11-05",32
"625","2015-11-06",32
"626","2015-11-09",32.490002
"627","2015-11-10",32.490002
"628","2015-11-11",32.490002
"629","2015-11-12",32.490002
"630","2015-11-13",31.200001
"631","2015-11-16",31.200001
"632","2015-11-17",31.200001
"633","2015-11-18",31.5
"634","2015-11-19",31.5
"635","2015-11-20",31.25
"636","2015-11-23",31.25
"637","2015-11-24",30.799999
"638","2015-11-25",30.799999
"639","2015-11-27",30.66
"640","2015-11-30",30.67
"641","2015-12-01",31.35
"642","2015-12-02",31.35
"643","2015-12-03",32
"644","2015-12-04",32
"645","2015-12-07",32
"646","2015-12-08",31.389999
"647","2015-12-09",32
"648","2015-12-10",32
"649","2015-12-11",32
"650","2015-12-14",32
"651","2015-12-15",31.5
"652","2015-12-16",31.5
"653","2015-12-17",31.5
"654","2015-12-18",31.5
"655","2015-12-21",31
"656","2015-12-22",31
"657","2015-12-23",30.6
"658","2015-12-24",30.6
"659","2015-12-28",31
"660","2015-12-29",31
"661","2015-12-30",31.790001
"662","2015-12-31",31.790001
"663","2016-01-04",31.790001
"664","2016-01-05",31.790001
"665","2016-01-06",31.65
"666","2016-01-07",31.48
"667","2016-01-08",31.5
"668","2016-01-11",31.5
"669","2016-01-12",31.5
"670","2016-01-13",31.1
"671","2016-01-14",31.1
"672","2016-01-15",31.1
"673","2016-01-19",32
"674","2016-01-20",31.1
"675","2016-01-21",31.1
"676","2016-01-22",31.5
"677","2016-01-25",31.5
"678","2016-01-26",32
"679","2016-01-27",32
"680","2016-01-28",32
"681","2016-01-29",32
"682","2016-02-01",31.99
"683","2016-02-02",31.5
"684","2016-02-03",31
"685","2016-02-04",31
"686","2016-02-05",31
"687","2016-02-08",31.5
"688","2016-02-09",31.5
"689","2016-02-10",31.5
"690","2016-02-11",31.25
"691","2016-02-12",31.25
"692","2016-02-16",31.25
"693","2016-02-17",31.25
"694","2016-02-18",31.25
"695","2016-02-19",31.99
"696","2016-02-22",31.5
"697","2016-02-23",31.5
"698","2016-02-24",31.5
"699","2016-02-25",32.099998
"700","2016-02-26",31
"701","2016-02-29",31.75
"702","2016-03-01",31.75
"703","2016-03-02",31.75
"704","2016-03-03",31.75
"705","2016-03-04",31.4
"706","2016-03-07",31.5
"707","2016-03-08",31.9
"708","2016-03-09",31.9
"709","2016-03-10",32.75
"710","2016-03-11",32.75
"711","2016-03-14",33.240002
"712","2016-03-15",33.5
"713","2016-03-16",34.380001
"714","2016-03-17",35
"715","2016-03-18",35.009998
"716","2016-03-21",35
"717","2016-03-22",35.700001
"718","2016-03-23",38
"719","2016-03-24",37.200001
"720","2016-03-28",36.959999
"721","2016-03-29",37.900002
"722","2016-03-30",38.099998
"723","2016-03-31",38.849998
"724","2016-04-01",38.099998
"725","2016-04-04",38.299999
"726","2016-04-05",37.43
"727","2016-04-06",37.189999
"728","2016-04-07",36.990002
"729","2016-04-08",37.279999
"730","2016-04-11",36
"731","2016-04-12",37.290001
"732","2016-04-13",35.299999
"733","2016-04-14",37.25
"734","2016-04-15",37.189999
"735","2016-04-18",37.5
"736","2016-04-19",37.43
"737","2016-04-20",38.32
"738","2016-04-21",38
"739","2016-04-22",37.860001
"740","2016-04-25",38
"741","2016-04-26",38.5
"742","2016-04-27",39
"743","2016-04-28",38.849998
"744","2016-04-29",38.5
"745","2016-05-02",45.5
"746","2016-05-03",45.09
"747","2016-05-04",44.650002
"748","2016-05-05",44.400002
"749","2016-05-06",44.700001
"750","2016-05-09",44.860001
"751","2016-05-10",44.900002
"752","2016-05-11",44.029999
"753","2016-05-12",43.48
"754","2016-05-13",42.549999
"755","2016-05-16",42.459999
"756","2016-05-17",39.150002
"757","2016-05-18",39.349998
"758","2016-05-19",38.799999
"759","2016-05-20",38.860001
"760","2016-05-23",36.16
"761","2016-05-24",36.389999
"762","2016-05-25",35.439999
"763","2016-05-26",37.34
"764","2016-05-27",36.970001
"765","2016-05-31",38
"766","2016-06-01",37.07
"767","2016-06-02",37.080002
"768","2016-06-03",37.860001
"769","2016-06-06",37.669998
"770","2016-06-07",36.970001
"771","2016-06-08",36.93
"772","2016-06-09",36.5
"773","2016-06-10",35.419998
"774","2016-06-13",37.23
"775","2016-06-14",37
"776","2016-06-15",38.27
"777","2016-06-16",38.790001
"778","2016-06-17",36.200001
"779","2016-06-20",35.950001
"780","2016-06-21",36.220001
"781","2016-06-22",36.439999
"782","2016-06-23",36.709999
"783","2016-06-24",36.450001
"784","2016-06-27",35.59
"785","2016-06-28",35.740002
"786","2016-06-29",37
"787","2016-06-30",38.080002
"788","2016-07-01",37.07
"789","2016-07-05",36.529999
"790","2016-07-06",36.59
"791","2016-07-07",37.369999
"792","2016-07-08",38.189999
"793","2016-07-11",38.59
"794","2016-07-12",39.119999
"795","2016-07-13",39
"796","2016-07-14",38.970001
"797","2016-07-15",39.290001
"798","2016-07-18",39.25
"799","2016-07-19",39.040001
"800","2016-07-20",39.810001
"801","2016-07-21",38.919998
"802","2016-07-22",35.830002
"803","2016-07-25",36.189999
"804","2016-07-26",36.5
"805","2016-07-27",36.41
"806","2016-07-28",36.470001
"807","2016-07-29",36.360001
"808","2016-08-01",36.41
"809","2016-08-02",36.18
"810","2016-08-03",36.48
"811","2016-08-04",36.41
"812","2016-08-05",36.610001
"813","2016-08-08",36.799999
"814","2016-08-09",36.75
"815","2016-08-10",36.650002
"816","2016-08-11",36.91
"817","2016-08-12",36.599998
"818","2016-08-15",37.099998
"819","2016-08-16",37.549999
"820","2016-08-17",37.389999
"821","2016-08-18",37
"822","2016-08-19",36.66
"823","2016-08-22",36.639999
"824","2016-08-23",37.139999
"825","2016-08-24",37.419998
"826","2016-08-25",37.509998
"827","2016-08-26",37.360001
"828","2016-08-29",37.459999
"829","2016-08-30",37.290001
"830","2016-08-31",37.43
"831","2016-09-01",36.869999
"832","2016-09-02",37.209999
"833","2016-09-06",37.970001
"834","2016-09-07",37.740002
"835","2016-09-08",37.299999
"836","2016-09-09",36.75
"837","2016-09-12",37.07
"838","2016-09-13",36.43
"839","2016-09-14",36.259998
"840","2016-09-15",37.080002
"841","2016-09-16",37.209999
"842","2016-09-19",37.150002
"843","2016-09-20",37.18
"844","2016-09-21",37.919998
"845","2016-09-22",37.939999
"846","2016-09-23",38.799999
"847","2016-09-26",38.150002
"848","2016-09-27",37.91
"849","2016-09-28",38.220001
"850","2016-09-29",37.759998
"851","2016-09-30",38.349998
"852","2016-10-03",38.689999
"853","2016-10-04",38.59
"854","2016-10-05",38.990002
"855","2016-10-06",38.939999
"856","2016-10-07",38.759998
"857","2016-10-10",38.91
"858","2016-10-11",38.349998
"859","2016-10-12",38.869999
"860","2016-10-13",38.68
"861","2016-10-14",38.68
"862","2016-10-17",38.77
"863","2016-10-18",38.549999
"864","2016-10-19",38.720001
"865","2016-10-20",38.630001
"866","2016-10-21",38.43
"867","2016-10-24",38.830002
"868","2016-10-25",38.68
"869","2016-10-26",38.540001
"870","2016-10-27",38.759998
"871","2016-10-28",38.939999
"872","2016-10-31",38.759998
"873","2016-11-01",38.369999
"874","2016-11-02",38.040001
"875","2016-11-03",38.09
"876","2016-11-04",38.279999
"877","2016-11-07",38.43
"878","2016-11-08",37.860001
"879","2016-11-09",38.66
"880","2016-11-10",40
"881","2016-11-11",43.709999
"882","2016-11-14",43.25
"883","2016-11-15",43.130001
"884","2016-11-16",43.220001
"885","2016-11-17",43.189999
"886","2016-11-18",43.490002
"887","2016-11-21",43.279999
"888","2016-11-22",43.639999
"889","2016-11-23",43.889999
"890","2016-11-25",43.689999
"891","2016-11-28",42.98
"892","2016-11-29",43.630001
"893","2016-11-30",44.169998
"894","2016-12-01",43.619999
"895","2016-12-02",43.720001
"896","2016-12-05",44.139999
"897","2016-12-06",44.240002
"898","2016-12-07",43.75
"899","2016-12-08",44.23
"900","2016-12-09",44.459999
"901","2016-12-12",44.009998
"902","2016-12-13",43.73
"903","2016-12-14",44.009998
"904","2016-12-15",44.360001
"905","2016-12-16",44.790001
"906","2016-12-19",44.939999
"907","2016-12-20",46.549999
"908","2016-12-21",47.18
"909","2016-12-22",47.450001
"910","2016-12-23",47.549999
"911","2016-12-27",47.310001
"912","2016-12-28",47.450001
"913","2016-12-29",47.689999
"914","2016-12-30",47.689999
"915","2017-01-03",48.080002
"916","2017-01-04",48.470001
"917","2017-01-05",47.939999
"918","2017-01-06",47.669998
"919","2017-01-09",47.57
"920","2017-01-10",47.740002
"921","2017-01-11",48.240002
"922","2017-01-12",47.639999
"923","2017-01-13",47.66
"924","2017-01-17",47.43
"925","2017-01-18",47.900002
"926","2017-01-19",47.82
"927","2017-01-20",47.950001
"928","2017-01-23",48.09
"929","2017-01-24",48.400002
"930","2017-01-25",48.48
"931","2017-01-26",48.34
"932","2017-01-27",48.369999
"933","2017-01-30",48.139999
"934","2017-01-31",48.470001
"935","2017-02-01",48.299999
"936","2017-02-02",48.310001
"937","2017-02-03",48.5
"938","2017-02-06",48.450001
"939","2017-02-07",48.470001
"940","2017-02-08",48.41
"941","2017-02-09",48.32
"942","2017-02-10",48.43
"943","2017-02-13",48.830002
"944","2017-02-14",48.34
"945","2017-02-15",48.540001
"946","2017-02-16",48.790001
"947","2017-02-17",49.18
"948","2017-02-21",49.5
"949","2017-02-22",49.73
"950","2017-02-23",49.75
"951","2017-02-24",49.130001
"952","2017-02-27",49.07
"953","2017-02-28",48.740002
"954","2017-03-01",48.939999
"955","2017-03-02",48.360001
"956","2017-03-03",48.84
"957","2017-03-06",48.27
"958","2017-03-07",48.240002
"959","2017-03-08",47.450001
"960","2017-03-09",48.369999
"961","2017-03-10",48.419998
"962","2017-03-13",47.970001
"963","2017-03-14",47.900002
"964","2017-03-15",48.209999
"965","2017-03-16",48.939999
"966","2017-03-17",49.09
"967","2017-03-20",49.150002
"968","2017-03-21",46.150002
"969","2017-03-22",46
"970","2017-03-23",47.259998
"971","2017-03-24",47.279999
"972","2017-03-27",46.049999
"973","2017-03-28",46.93
"974","2017-03-29",47.009998
"975","2017-03-30",47.029999
"976","2017-03-31",47.34
"977","2017-04-03",47.25
"978","2017-04-04",47.009998
"979","2017-04-05",46.900002
"980","2017-04-06",47.66
"981","2017-04-07",47.75
"982","2017-04-10",47.759998
"983","2017-04-11",47.82
"984","2017-04-12",47.189999
"985","2017-04-13",46.709999
"986","2017-04-17",47.040001
"987","2017-04-18",47.560001
"988","2017-04-19",47.689999
"989","2017-04-20",47.84
"990","2017-04-21",48.110001
"991","2017-04-24",48.93
"992","2017-04-25",48.709999
"993","2017-04-26",49.380001
