"","date","FCCY"
"1","2007-01-03",13.94671
"2","2007-01-04",13.94671
"3","2007-01-05",13.88395
"4","2007-01-08",13.911843
"5","2007-01-09",13.939736
"6","2007-01-10",13.939736
"7","2007-01-11",13.639882
"8","2007-01-12",13.744483
"9","2007-01-16",13.772376
"10","2007-01-17",13.702642
"11","2007-01-18",13.472522
"12","2007-01-19",13.608223
"13","2007-01-22",13.689532
"14","2007-01-23",13.445604
"15","2007-01-24",13.445604
"16","2007-01-25",13.637791
"17","2007-01-26",13.637791
"18","2007-01-29",13.526914
"19","2007-01-30",13.305161
"20","2007-01-31",13.305161
"21","2007-02-01",13.305161
"22","2007-02-02",13.371687
"23","2007-02-05",13.305161
"24","2007-02-06",13.305161
"25","2007-02-07",13.260811
"26","2007-02-08",13.29777
"27","2007-02-09",13.29777
"28","2007-02-12",13.386471
"29","2007-02-13",13.386471
"30","2007-02-14",13.164718
"31","2007-02-15",13.312553
"32","2007-02-16",13.312553
"33","2007-02-20",13.674749
"34","2007-02-21",13.489955
"35","2007-02-22",13.305161
"36","2007-02-23",13.674749
"37","2007-02-26",13.34212
"38","2007-02-27",13.34212
"39","2007-02-28",13.34212
"40","2007-03-01",13.305161
"41","2007-03-02",13.305161
"42","2007-03-05",13.305161
"43","2007-03-06",13.305161
"44","2007-03-07",13.305161
"45","2007-03-08",13.430821
"46","2007-03-09",13.430821
"47","2007-03-12",13.482563
"48","2007-03-13",13.482563
"49","2007-03-14",13.430821
"50","2007-03-15",13.068625
"51","2007-03-16",13.379079
"52","2007-03-19",13.379079
"53","2007-03-20",13.379079
"54","2007-03-21",13.489955
"55","2007-03-22",13.519523
"56","2007-03-23",13.401254
"57","2007-03-26",13.526914
"58","2007-03-27",13.120367
"59","2007-03-28",13.157326
"60","2007-03-29",13.120367
"61","2007-03-30",13.504739
"62","2007-04-02",13.504739
"63","2007-04-03",13.489955
"64","2007-04-04",13.305161
"65","2007-04-05",13.305161
"66","2007-04-09",13.305161
"67","2007-04-10",13.489955
"68","2007-04-11",13.305161
"69","2007-04-12",13.305161
"70","2007-04-13",13.305161
"71","2007-04-16",13.268203
"72","2007-04-17",13.268203
"73","2007-04-18",13.031667
"74","2007-04-19",13.445604
"75","2007-04-20",13.445604
"76","2007-04-23",13.305161
"77","2007-04-24",13.34212
"78","2007-04-25",13.674749
"79","2007-04-26",13.674749
"80","2007-04-27",13.563872
"81","2007-04-30",13.526914
"82","2007-05-01",13.452996
"83","2007-05-02",13.371687
"84","2007-05-03",13.371687
"85","2007-05-04",13.371687
"86","2007-05-07",13.356904
"87","2007-05-08",13.327336
"88","2007-05-09",13.327336
"89","2007-05-10",13.578656
"90","2007-05-11",13.600832
"91","2007-05-14",13.526914
"92","2007-05-15",13.526914
"93","2007-05-16",13.305161
"94","2007-05-17",13.305161
"95","2007-05-18",13.305161
"96","2007-05-21",13.305161
"97","2007-05-22",13.600832
"98","2007-05-23",13.120367
"99","2007-05-24",13.120367
"100","2007-05-25",13.120367
"101","2007-05-29",13.120367
"102","2007-05-30",13.571264
"103","2007-05-31",13.571264
"104","2007-06-01",13.142543
"105","2007-06-04",13.142543
"106","2007-06-05",13.142543
"107","2007-06-06",13.120367
"108","2007-06-07",13.312553
"109","2007-06-08",13.312553
"110","2007-06-11",13.312553
"111","2007-06-12",13.305161
"112","2007-06-13",13.120367
"113","2007-06-14",13.120367
"114","2007-06-15",12.824697
"115","2007-06-18",12.906007
"116","2007-06-19",13.04645
"117","2007-06-20",13.04645
"118","2007-06-21",12.66947
"119","2007-06-22",12.728604
"120","2007-06-25",12.514243
"121","2007-06-26",12.514243
"122","2007-06-27",12.514243
"123","2007-06-28",12.869048
"124","2007-06-29",12.869048
"125","2007-07-02",12.595552
"126","2007-07-03",12.595552
"127","2007-07-05",12.595552
"128","2007-07-06",12.950357
"129","2007-07-09",13.135151
"130","2007-07-10",13.135151
"131","2007-07-11",12.632511
"132","2007-07-12",12.632511
"133","2007-07-13",12.632511
"134","2007-07-16",12.632511
"135","2007-07-17",12.632511
"136","2007-07-18",12.514243
"137","2007-07-19",12.735996
"138","2007-07-20",12.521635
"139","2007-07-23",12.514243
"140","2007-07-24",12.270315
"141","2007-07-25",11.848986
"142","2007-07-26",11.82681
"143","2007-07-27",11.82681
"144","2007-07-30",11.82681
"145","2007-07-31",12.189006
"146","2007-08-01",11.472006
"147","2007-08-02",12.462502
"148","2007-08-03",12.58077
"149","2007-08-06",11.82681
"150","2007-08-07",11.82681
"151","2007-08-08",11.82681
"152","2007-08-09",12.041171
"153","2007-08-10",12.174223
"154","2007-08-13",11.531139
"155","2007-08-14",11.82681
"156","2007-08-15",11.309387
"157","2007-08-16",11.745501
"158","2007-08-17",11.797243
