"","date","IRT"
"147","2014-03-13",8.85
"148","2014-03-14",8.8
"149","2014-03-17",8.85
"150","2014-03-18",8.79
"151","2014-03-19",8.62
"152","2014-03-20",8.71
"153","2014-03-21",8.82
"154","2014-03-24",8.73
"155","2014-03-25",8.67
"156","2014-03-26",8.64
"157","2014-03-27",8.75
"158","2014-03-28",8.8
"159","2014-03-31",8.91
"160","2014-04-01",8.81
"161","2014-04-02",8.88
"162","2014-04-03",8.83
"163","2014-04-04",8.84
"164","2014-04-07",8.85
"165","2014-04-08",8.9
"166","2014-04-09",8.98
"167","2014-04-10",8.84
"168","2014-04-11",8.86
"169","2014-04-14",8.83
"170","2014-04-15",8.92
"171","2014-04-16",8.93
"172","2014-04-17",8.95
"173","2014-04-21",8.96
"174","2014-04-22",8.97
"175","2014-04-23",9.04
"176","2014-04-24",9.05
"177","2014-04-25",8.91
"178","2014-04-28",8.9
"179","2014-04-29",8.92
"180","2014-04-30",8.94
"181","2014-05-01",8.99
"182","2014-05-02",9.02
"183","2014-05-05",9.07
"184","2014-05-06",9.03
"185","2014-05-07",9.04
"186","2014-05-08",8.95
"187","2014-05-09",8.92
"188","2014-05-12",9.02
"189","2014-05-13",8.95
"190","2014-05-14",8.95
"191","2014-05-15",9.05
"192","2014-05-16",9.07
"193","2014-05-19",9.2
"194","2014-05-20",9.12
"195","2014-05-21",9.07
"196","2014-05-22",9.09
"197","2014-05-23",9.02
"198","2014-05-27",9.07
"199","2014-05-28",9.05
"200","2014-05-29",9.1
"201","2014-05-30",9.09
"202","2014-06-02",9.02
"203","2014-06-03",9.02
"204","2014-06-04",9
"205","2014-06-05",8.98
"206","2014-06-06",9.04
"207","2014-06-09",9.08
"208","2014-06-10",9.05
"209","2014-06-11",9.06
"210","2014-06-12",9.02
"211","2014-06-13",9.05
"212","2014-06-16",9.03
"213","2014-06-17",8.96
"214","2014-06-18",9.11
"215","2014-06-19",9.12
"216","2014-06-20",9.5
"217","2014-06-23",9.2
"218","2014-06-24",9.17
"219","2014-06-25",9.17
"220","2014-06-26",9.23
"221","2014-06-27",9.34
"222","2014-06-30",9.46
"223","2014-07-01",9.72
"224","2014-07-02",9.93
"225","2014-07-03",10.13
"226","2014-07-07",10.2
"227","2014-07-08",10.26
"228","2014-07-09",10.4
"229","2014-07-10",10.6
"230","2014-07-11",10.41
"231","2014-07-14",10.32
"232","2014-07-15",9.7
"233","2014-07-16",9.74
"234","2014-07-17",9.5
"235","2014-07-18",9.69
"236","2014-07-21",9.9
"237","2014-07-22",9.94
"238","2014-07-23",9.95
"239","2014-07-24",9.93
"240","2014-07-25",9.67
"241","2014-07-28",9.76
"242","2014-07-29",9.79
"243","2014-07-30",9.85
"244","2014-07-31",9.85
"245","2014-08-01",9.7
"246","2014-08-04",9.89
"247","2014-08-05",9.81
"248","2014-08-06",9.71
"249","2014-08-07",9.8
"250","2014-08-08",9.77
"251","2014-08-11",9.85
"252","2014-08-12",9.9
"253","2014-08-13",9.9
"254","2014-08-14",9.9
"255","2014-08-15",10
"256","2014-08-18",10.3
"257","2014-08-19",10.4
"258","2014-08-20",10.38
"259","2014-08-21",10.18
"260","2014-08-22",10.26
"261","2014-08-25",10.29
"262","2014-08-26",10.35
"263","2014-08-27",10.27
"264","2014-08-28",10.05
"265","2014-08-29",10.13
"266","2014-09-02",10.18
"267","2014-09-03",10.19
"268","2014-09-04",10.08
"269","2014-09-05",10.03
"270","2014-09-08",10.13
"271","2014-09-09",10.15
"272","2014-09-10",10.1
"273","2014-09-11",10.12
"274","2014-09-12",9.99
"275","2014-09-15",10
"276","2014-09-16",10
"277","2014-09-17",9.99
"278","2014-09-18",9.99
"279","2014-09-19",10.04
"280","2014-09-22",9.6
"281","2014-09-23",9.66
"282","2014-09-24",9.6
"283","2014-09-25",9.58
"284","2014-09-26",9.73
"285","2014-09-29",9.7
"286","2014-09-30",9.68
"287","2014-10-01",9.61
"288","2014-10-02",9.63
"289","2014-10-03",9.6
"290","2014-10-06",9.6
"291","2014-10-07",9.63
"292","2014-10-08",9.65
"293","2014-10-09",9.67
"294","2014-10-10",9.6
"295","2014-10-13",9.52
"296","2014-10-14",9.55
"297","2014-10-15",9.35
"298","2014-10-16",9.25
"299","2014-10-17",9.36
"300","2014-10-20",9.56
"301","2014-10-21",9.55
"302","2014-10-22",9.65
"303","2014-10-23",9.8
"304","2014-10-24",9.6
"305","2014-10-27",9.56
"306","2014-10-28",9.58
"307","2014-10-29",9.4
"308","2014-10-30",9.5
"309","2014-10-31",9.83
"310","2014-11-03",9.56
"311","2014-11-04",9.79
"312","2014-11-05",9.71
"313","2014-11-06",9.57
"314","2014-11-07",9.74
"315","2014-11-10",9.79
"316","2014-11-11",9.85
"317","2014-11-12",9.86
"318","2014-11-13",9.7
"319","2014-11-14",9.9
"320","2014-11-17",9.95
"321","2014-11-18",10.03
"322","2014-11-19",9.89
"323","2014-11-20",9.4
"324","2014-11-21",9.4
"325","2014-11-24",9.45
"326","2014-11-25",9.45
"327","2014-11-26",9.5
"328","2014-11-28",9.44
"329","2014-12-01",9.35
"330","2014-12-02",9.46
"331","2014-12-03",9.47
"332","2014-12-04",9.53
"333","2014-12-05",9.57
"334","2014-12-08",9.31
"335","2014-12-09",9.44
"336","2014-12-10",9.39
"337","2014-12-11",9.37
"338","2014-12-12",9.35
"339","2014-12-15",9.08
"340","2014-12-16",9.09
"341","2014-12-17",9.17
"342","2014-12-18",9.16
"343","2014-12-19",9.4
"344","2014-12-22",9.19
"345","2014-12-23",9.22
"346","2014-12-24",9.2
"347","2014-12-26",9.24
"348","2014-12-29",9.27
"349","2014-12-30",9.35
"350","2014-12-31",9.31
"351","2015-01-02",9.44
"352","2015-01-05",9.5
"353","2015-01-06",9.35
"354","2015-01-07",9.41
"355","2015-01-08",9.4
"356","2015-01-09",9.35
"357","2015-01-12",9.37
"358","2015-01-13",9.41
"359","2015-01-14",9.41
"360","2015-01-15",9.37
"361","2015-01-16",9.39
"362","2015-01-20",9.38
"363","2015-01-21",9.43
"364","2015-01-22",9.6
"365","2015-01-23",9.58
"366","2015-01-26",9.6
"367","2015-01-27",9.75
"368","2015-01-28",9.62
"369","2015-01-29",9.63
"370","2015-01-30",9.52
"371","2015-02-02",9.52
"372","2015-02-03",9.52
"373","2015-02-04",9.45
"374","2015-02-05",9.63
"375","2015-02-06",9.45
"376","2015-02-09",9.47
"377","2015-02-10",9.45
"378","2015-02-11",9.31
"379","2015-02-12",9.27
"380","2015-02-13",9.29
"381","2015-02-17",9.3
"382","2015-02-18",9.35
"383","2015-02-19",9.36
"384","2015-02-20",9.35
"385","2015-02-23",9.29
"386","2015-02-24",9.31
"387","2015-02-25",9.07
"388","2015-02-26",9.18
"389","2015-02-27",9.3
"390","2015-03-02",9.38
"391","2015-03-03",9.41
"392","2015-03-04",9.43
"393","2015-03-05",9.42
"394","2015-03-06",9.27
"395","2015-03-09",9.36
"396","2015-03-10",9.37
"397","2015-03-11",9.32
"398","2015-03-12",9.46
"399","2015-03-13",9.37
"400","2015-03-16",9.38
"401","2015-03-17",9.31
"402","2015-03-18",9.41
"403","2015-03-19",9.47
"404","2015-03-20",9.5
"405","2015-03-23",9.72
"406","2015-03-24",9.6
"407","2015-03-25",9.47
"408","2015-03-26",9.39
"409","2015-03-27",9.31
"410","2015-03-30",9.44
"411","2015-03-31",9.49
"412","2015-04-01",9.33
"413","2015-04-02",9.44
"414","2015-04-06",9.63
"415","2015-04-07",9.45
"416","2015-04-08",9.47
"417","2015-04-09",9.54
"418","2015-04-10",9.55
"419","2015-04-13",9.59
"420","2015-04-14",9.52
"421","2015-04-15",9.45
"422","2015-04-16",9.42
"423","2015-04-17",9.38
"424","2015-04-20",9.47
"425","2015-04-21",9.32
"426","2015-04-22",9.35
"427","2015-04-23",9.37
"428","2015-04-24",9.35
"429","2015-04-27",9.38
"430","2015-04-28",9.27
"431","2015-04-29",9.21
"432","2015-04-30",9.2
"433","2015-05-01",9.08
"434","2015-05-04",8.72
"435","2015-05-05",8.5
"436","2015-05-06",8.58
"437","2015-05-07",8.68
"438","2015-05-08",8.57
"439","2015-05-11",8.84
"440","2015-05-12",8.74
"441","2015-05-13",8.82
"442","2015-05-14",8.89
"443","2015-05-15",9
"444","2015-05-18",8.9
"445","2015-05-19",8.78
"446","2015-05-20",8.91
"447","2015-05-21",8.87
"448","2015-05-22",8.82
"449","2015-05-26",8.75
"450","2015-05-27",8.83
"451","2015-05-28",8.81
"452","2015-05-29",8.83
"453","2015-06-01",8.63
"454","2015-06-02",8.69
"455","2015-06-03",8.66
"456","2015-06-04",8.56
"457","2015-06-05",8.52
"458","2015-06-08",8.39
"459","2015-06-09",8.33
"460","2015-06-10",8.39
"461","2015-06-11",8.33
"462","2015-06-12",8.33
"463","2015-06-15",8.3
"464","2015-06-16",8.17
"465","2015-06-17",8.15
"466","2015-06-18",8.31
"467","2015-06-19",8.3
"468","2015-06-22",8.18
"469","2015-06-23",7.85
"470","2015-06-24",7.97
"471","2015-06-25",8.03
"472","2015-06-26",8
"473","2015-06-29",7.81
"474","2015-06-30",7.53
"475","2015-07-01",7.68
"476","2015-07-02",7.59
"477","2015-07-06",7.61
"478","2015-07-07",7.72
"479","2015-07-08",7.66
"480","2015-07-09",7.78
"481","2015-07-10",7.98
"482","2015-07-13",7.89
"483","2015-07-14",7.94
"484","2015-07-15",7.98
"485","2015-07-16",8.02
"486","2015-07-17",8.09
"487","2015-07-20",7.85
"488","2015-07-21",7.81
"489","2015-07-22",7.85
"490","2015-07-23",7.6
"491","2015-07-24",7.56
"492","2015-07-27",7.51
"493","2015-07-28",7.4
"494","2015-07-29",8.15
"495","2015-07-30",8.14
"496","2015-07-31",8.17
"497","2015-08-03",8.14
"498","2015-08-04",8.11
"499","2015-08-05",8.05
"500","2015-08-06",7.94
"501","2015-08-07",7.83
"502","2015-08-10",7.86
"503","2015-08-11",8.01
"504","2015-08-12",7.96
"505","2015-08-13",7.97
"506","2015-08-14",8.02
"507","2015-08-17",8.1
"508","2015-08-18",7.96
"509","2015-08-19",7.92
"510","2015-08-20",7.76
"511","2015-08-21",7.58
"512","2015-08-24",7.29
"513","2015-08-25",7.23
"514","2015-08-26",7.31
"515","2015-08-27",7.46
"516","2015-08-28",7.44
"517","2015-08-31",7.41
"518","2015-09-01",7.19
"519","2015-09-02",7.36
"520","2015-09-03",7.22
"521","2015-09-04",7.2
"522","2015-09-08",7.29
"523","2015-09-09",7.11
"524","2015-09-10",7.05
"525","2015-09-11",7.04
"526","2015-09-14",7.11
"527","2015-09-15",7.25
"528","2015-09-16",7.27
"529","2015-09-17",7.49
"530","2015-09-18",7.89
"531","2015-09-21",7.79
"532","2015-09-22",7.7
"533","2015-09-23",7.76
"534","2015-09-24",7.74
"535","2015-09-25",7.73
"536","2015-09-28",7.14
"537","2015-09-29",6.98
"538","2015-09-30",7.21
"539","2015-10-01",7.15
"540","2015-10-02",7.24
"541","2015-10-05",7.41
"542","2015-10-06",7.39
"543","2015-10-07",7.5
"544","2015-10-08",7.58
"545","2015-10-09",7.6
"546","2015-10-12",7.55
"547","2015-10-13",7.45
"548","2015-10-14",7.32
"549","2015-10-15",7.52
"550","2015-10-16",7.52
"551","2015-10-19",7.61
"552","2015-10-20",7.62
"553","2015-10-21",7.47
"554","2015-10-22",7.65
"555","2015-10-23",7.71
"556","2015-10-26",7.55
"557","2015-10-27",7.55
"558","2015-10-28",7.68
"559","2015-10-29",7.65
"560","2015-10-30",7.84
"561","2015-11-02",8.05
"562","2015-11-03",8.1
"563","2015-11-04",8.08
"564","2015-11-05",7.99
"565","2015-11-06",8.07
"566","2015-11-09",7.91
"567","2015-11-10",7.97
"568","2015-11-11",7.96
"569","2015-11-12",7.62
"570","2015-11-13",7.31
"571","2015-11-16",7.31
"572","2015-11-17",7.44
"573","2015-11-18",7.44
"574","2015-11-19",7.45
"575","2015-11-20",7.47
"576","2015-11-23",7.56
"577","2015-11-24",7.55
"578","2015-11-25",7.7
"579","2015-11-27",7.84
"580","2015-11-30",7.82
"581","2015-12-01",7.81
"582","2015-12-02",7.68
"583","2015-12-03",7.66
"584","2015-12-04",7.64
"585","2015-12-07",7.67
"586","2015-12-08",7.08
"587","2015-12-09",7.26
"588","2015-12-10",7.22
"589","2015-12-11",7.27
"590","2015-12-14",7.15
"591","2015-12-15",7.53
"592","2015-12-16",7.7
"593","2015-12-17",7.66
"594","2015-12-18",7.94
"595","2015-12-21",7.67
"596","2015-12-22",7.65
"597","2015-12-23",7.78
"598","2015-12-24",7.75
"599","2015-12-28",7.71
"600","2015-12-29",7.75
"601","2015-12-30",7.57
"602","2015-12-31",7.51
"603","2016-01-04",7.48
"604","2016-01-05",7.46
"605","2016-01-06",7.5
"606","2016-01-07",7.32
"607","2016-01-08",7.2
"608","2016-01-11",7.15
"609","2016-01-12",7.11
"610","2016-01-13",6.84
"611","2016-01-14",7.02
"612","2016-01-15",6.98
"613","2016-01-19",6.7
"614","2016-01-20",6.87
"615","2016-01-21",6.81
"616","2016-01-22",6.88
"617","2016-01-25",6.85
"618","2016-01-26",6.98
"619","2016-01-27",6.72
"620","2016-01-28",6.7
"621","2016-01-29",6.81
"622","2016-02-01",6.8
"623","2016-02-02",6.73
"624","2016-02-03",6.71
"625","2016-02-04",6.7
"626","2016-02-05",6.56
"627","2016-02-08",6.39
"628","2016-02-09",6.27
"629","2016-02-10",6.27
"630","2016-02-11",6.18
"631","2016-02-12",6.22
"632","2016-02-16",6.46
"633","2016-02-17",6.5
"634","2016-02-18",6.8
"635","2016-02-19",6.7
"636","2016-02-22",6.5
"637","2016-02-23",6.34
"638","2016-02-24",6.38
"639","2016-02-25",6.51
"640","2016-02-26",6.45
"641","2016-02-29",6.43
"642","2016-03-01",6.45
"643","2016-03-02",6.57
"644","2016-03-03",6.85
"645","2016-03-04",6.77
"646","2016-03-07",6.88
"647","2016-03-08",6.63
"648","2016-03-09",6.55
"649","2016-03-10",6.45
"650","2016-03-11",6.65
"651","2016-03-14",6.72
"652","2016-03-15",6.67
"653","2016-03-16",6.62
"654","2016-03-17",6.56
"655","2016-03-18",6.43
"656","2016-03-21",6.57
"657","2016-03-22",6.66
"658","2016-03-23",6.69
"659","2016-03-24",6.69
"660","2016-03-28",6.65
"661","2016-03-29",6.86
"662","2016-03-30",6.8
"663","2016-03-31",7.12
"664","2016-04-01",7.09
"665","2016-04-04",6.96
"666","2016-04-05",6.97
"667","2016-04-06",7.09
"668","2016-04-07",6.9
"669","2016-04-08",6.93
"670","2016-04-11",6.9
"671","2016-04-12",6.99
"672","2016-04-13",7.01
"673","2016-04-14",6.97
"674","2016-04-15",7.1
"675","2016-04-18",7.25
"676","2016-04-19",7.33
"677","2016-04-20",7.2
"678","2016-04-21",7.09
"679","2016-04-22",7.15
"680","2016-04-25",7.1
"681","2016-04-26",7.25
"682","2016-04-27",7.17
"683","2016-04-28",7.25
"684","2016-04-29",7.17
"685","2016-05-02",7.2
"686","2016-05-03",7.25
"687","2016-05-04",7.55
"688","2016-05-05",7.55
"689","2016-05-06",7.61
"690","2016-05-09",7.77
"691","2016-05-10",7.86
"692","2016-05-11",7.7
"693","2016-05-12",7.6
"694","2016-05-13",7.68
"695","2016-05-16",7.87
"696","2016-05-17",7.7
"697","2016-05-18",7.67
"698","2016-05-19",7.59
"699","2016-05-20",7.64
"700","2016-05-23",7.6
"701","2016-05-24",7.67
"702","2016-05-25",7.67
"703","2016-05-26",7.68
"704","2016-05-27",7.82
"705","2016-05-31",7.8
"706","2016-06-01",7.8
"707","2016-06-02",7.8
"708","2016-06-03",7.68
"709","2016-06-06",7.55
"710","2016-06-07",7.61
"711","2016-06-08",7.74
"712","2016-06-09",7.79
"713","2016-06-10",7.71
"714","2016-06-13",7.6
"715","2016-06-14",7.54
"716","2016-06-15",7.55
"717","2016-06-16",7.58
"718","2016-06-17",7.51
"719","2016-06-20",7.55
"720","2016-06-21",7.62
"721","2016-06-22",7.58
"722","2016-06-23",7.71
"723","2016-06-24",7.66
"724","2016-06-27",7.54
"725","2016-06-28",7.62
"726","2016-06-29",7.75
"727","2016-06-30",8.18
"728","2016-07-01",8.28
"729","2016-07-05",8.47
"730","2016-07-06",8.46
"731","2016-07-07",8.16
"732","2016-07-08",8.33
"733","2016-07-11",8.4
"734","2016-07-12",8.47
"735","2016-07-13",8.41
"736","2016-07-14",8.29
"737","2016-07-15",8.42
"738","2016-07-18",8.69
"739","2016-07-19",8.85
"740","2016-07-20",9
"741","2016-07-21",8.9
"742","2016-07-22",9.06
"743","2016-07-25",8.98
"744","2016-07-26",8.98
"745","2016-07-27",8.87
"746","2016-07-28",8.88
"747","2016-07-29",9.04
"748","2016-08-01",8.86
"749","2016-08-02",8.71
"750","2016-08-03",9.05
"751","2016-08-04",9.37
"752","2016-08-05",9.5
"753","2016-08-08",9.57
"754","2016-08-09",9.62
"755","2016-08-10",9.6
"756","2016-08-11",9.46
"757","2016-08-12",9.59
"758","2016-08-15",9.65
"759","2016-08-16",9.55
"760","2016-08-17",9.41
"761","2016-08-18",9.41
"762","2016-08-19",9.34
"763","2016-08-22",9.42
"764","2016-08-23",9.43
"765","2016-08-24",9.38
"766","2016-08-25",9.4
"767","2016-08-26",9.39
"768","2016-08-29",9.28
"769","2016-08-30",9.31
"770","2016-08-31",9.45
"771","2016-09-01",9.47
"772","2016-09-02",9.6
"773","2016-09-06",10.02
"774","2016-09-07",10.21
"775","2016-09-08",10.11
"776","2016-09-09",9.65
"777","2016-09-12",9.94
"778","2016-09-13",9.63
"779","2016-09-14",9.79
"780","2016-09-15",10.02
"781","2016-09-16",10.01
"782","2016-09-19",10.05
"783","2016-09-20",9.99
"784","2016-09-21",10.33
"785","2016-09-22",10.49
"786","2016-09-23",10.63
"787","2016-09-26",10.61
"788","2016-09-27",9.81
"789","2016-09-28",9.16
"790","2016-09-29",9.24
"791","2016-09-30",9
"792","2016-10-03",8.9
"793","2016-10-04",8.73
"794","2016-10-05",8.54
"795","2016-10-06",8.6
"796","2016-10-07",8.56
"797","2016-10-10",8.65
"798","2016-10-11",8.49
"799","2016-10-12",8.51
"800","2016-10-13",8.68
"801","2016-10-14",8.7
"802","2016-10-17",8.73
"803","2016-10-18",8.8
"804","2016-10-19",8.95
"805","2016-10-20",9
"806","2016-10-21",9
"807","2016-10-24",9.1
"808","2016-10-25",9.06
"809","2016-10-26",8.97
"810","2016-10-27",8.57
"811","2016-10-28",8.39
"812","2016-10-31",8.33
"813","2016-11-01",8.04
"814","2016-11-02",7.84
"815","2016-11-03",7.94
"816","2016-11-04",8.13
"817","2016-11-07",8.37
"818","2016-11-08",8.49
"819","2016-11-09",8.53
"820","2016-11-10",8.51
"821","2016-11-11",8.68
"822","2016-11-14",8.91
"823","2016-11-15",8.79
"824","2016-11-16",8.8
"825","2016-11-17",8.78
"826","2016-11-18",8.77
"827","2016-11-21",8.81
"828","2016-11-22",8.9
"829","2016-11-23",8.79
"830","2016-11-25",8.9
"831","2016-11-28",8.89
"832","2016-11-29",8.72
"833","2016-11-30",8.55
"834","2016-12-01",8.31
"835","2016-12-02",8.39
"836","2016-12-05",8.42
"837","2016-12-06",8.55
"838","2016-12-07",8.56
"839","2016-12-08",8.57
"840","2016-12-09",8.71
"841","2016-12-12",8.63
"842","2016-12-13",8.62
"843","2016-12-14",8.53
"844","2016-12-15",8.55
"845","2016-12-16",8.69
"846","2016-12-19",8.74
"847","2016-12-20",8.87
"848","2016-12-21",8.75
"849","2016-12-22",8.79
"850","2016-12-23",8.92
"851","2016-12-27",8.82
"852","2016-12-28",8.68
"853","2016-12-29",8.74
"854","2016-12-30",8.92
"855","2017-01-03",8.99
"856","2017-01-04",8.98
"857","2017-01-05",8.96
"858","2017-01-06",8.98
"859","2017-01-09",8.89
"860","2017-01-10",9
"861","2017-01-11",8.99
"862","2017-01-12",8.95
"863","2017-01-13",8.95
"864","2017-01-17",8.98
"865","2017-01-18",8.95
"866","2017-01-19",8.87
"867","2017-01-20",8.98
"868","2017-01-23",9.09
"869","2017-01-24",9.24
"870","2017-01-25",9.22
"871","2017-01-26",9.19
"872","2017-01-27",9.13
"873","2017-01-30",9.1
"874","2017-01-31",9.23
"875","2017-02-01",9.19
"876","2017-02-02",9.2
"877","2017-02-03",9.27
"878","2017-02-06",9.2
"879","2017-02-07",9.1
"880","2017-02-08",9.1
"881","2017-02-09",9.23
"882","2017-02-10",9.29
"883","2017-02-13",9.29
"884","2017-02-14",9.29
"885","2017-02-15",9.37
"886","2017-02-16",9.35
"887","2017-02-17",9.3
"888","2017-02-21",9.2
"889","2017-02-22",9.17
"890","2017-02-23",9.3
"891","2017-02-24",9.23
"892","2017-02-27",9.18
"893","2017-02-28",9.19
"894","2017-03-01",9.2
"895","2017-03-02",9.17
"896","2017-03-03",9.22
"897","2017-03-06",9.12
"898","2017-03-07",9.04
"899","2017-03-08",9.04
"900","2017-03-09",8.76
"901","2017-03-10",8.88
"902","2017-03-13",8.85
"903","2017-03-14",8.66
"904","2017-03-15",8.97
"905","2017-03-16",9.01
"906","2017-03-17",9.32
"907","2017-03-20",9.27
"908","2017-03-21",9.17
"909","2017-03-22",9.04
"910","2017-03-23",9.23
"911","2017-03-24",9.19
"912","2017-03-27",9.2
"913","2017-03-28",9.33
"914","2017-03-29",9.27
"915","2017-03-30",9.26
"916","2017-03-31",9.37
"917","2017-04-03",9.34
"918","2017-04-04",9.35
"919","2017-04-05",9.08
"920","2017-04-06",9.23
"921","2017-04-07",9.24
"922","2017-04-10",9.23
"923","2017-04-11",9.38
"924","2017-04-12",9.32
"925","2017-04-13",9.27
"926","2017-04-17",9.39
"927","2017-04-18",9.36
"928","2017-04-19",9.38
"929","2017-04-20",9.45
"930","2017-04-21",9.48
"931","2017-04-24",9.47
"932","2017-04-25",9.48
"933","2017-04-26",9.35
"934","2017-04-27",9.27
"935","2017-04-28",9.2
"936","2017-05-01",9.17
"937","2017-05-02",9.42
"938","2017-05-03",9.12
"939","2017-05-04",9.07
"940","2017-05-05",9.05
"941","2017-05-08",9.05
"942","2017-05-09",9.02
"943","2017-05-10",9.07
"944","2017-05-11",9.02
"945","2017-05-12",9.02
"946","2017-05-15",9.11
"947","2017-05-16",9.06
"948","2017-05-17",9.03
"949","2017-05-18",9.13
"950","2017-05-19",9.16
"951","2017-05-22",9.21
"952","2017-05-23",9.21
"953","2017-05-24",9.26
"954","2017-05-25",9.65
"955","2017-05-26",9.56
"956","2017-05-30",9.75
"957","2017-05-31",9.61
"958","2017-06-01",9.83
"959","2017-06-02",9.96
"960","2017-06-05",9.95
"961","2017-06-06",9.78
"962","2017-06-07",9.87
"963","2017-06-08",9.88
"964","2017-06-09",10.02
"965","2017-06-12",10.03
"966","2017-06-13",9.9
"967","2017-06-14",9.83
"968","2017-06-15",10.09
"969","2017-06-16",9.99
"970","2017-06-19",10
"971","2017-06-20",10.06
"972","2017-06-21",9.95
"973","2017-06-22",9.85
"974","2017-06-23",9.84
"975","2017-06-26",9.97
"976","2017-06-27",9.81
"977","2017-06-28",9.89
"978","2017-06-29",9.93
"979","2017-06-30",9.87
"980","2017-07-03",10
"981","2017-07-05",10.07
"982","2017-07-06",9.88
"983","2017-07-07",9.88
"984","2017-07-10",9.76
"985","2017-07-11",9.78
"986","2017-07-12",9.86
"987","2017-07-13",9.88
"988","2017-07-14",9.98
"989","2017-07-17",10.09
"990","2017-07-18",10.19
"991","2017-07-19",10.2
"992","2017-07-20",10.15
"993","2017-07-21",10.19
"994","2017-07-24",10.21
"995","2017-07-25",10.07
"996","2017-07-26",10.03
"997","2017-07-27",10.11
"998","2017-07-28",10.12
"999","2017-07-31",10.12
"1000","2017-08-01",10.16
