"","date","ALSN"
"1","2012-03-15",23.4
"2","2012-03-16",24.549999
"3","2012-03-19",24.85
"4","2012-03-20",24.799999
"5","2012-03-21",24.25
"6","2012-03-22",23.469999
"7","2012-03-23",23.52
"8","2012-03-26",24
"9","2012-03-27",24
"10","2012-03-28",24
"11","2012-03-29",23.93
"12","2012-03-30",23.879999
"13","2012-04-02",24.59
"14","2012-04-03",25.02
"15","2012-04-04",24.110001
"16","2012-04-05",24.219999
"17","2012-04-09",23.34
"18","2012-04-10",22.5
"19","2012-04-11",21.85
"20","2012-04-12",22.110001
"21","2012-04-13",22.35
"22","2012-04-16",22.780001
"23","2012-04-17",22.83
"24","2012-04-18",22.870001
"25","2012-04-19",22.030001
"26","2012-04-20",21.209999
"27","2012-04-23",21.9
"28","2012-04-24",20.91
"29","2012-04-25",20.84
"30","2012-04-26",20.5
"31","2012-04-27",21.389999
"32","2012-04-30",20.9
"33","2012-05-01",21.1
"34","2012-05-02",20.879999
"35","2012-05-03",20.040001
"36","2012-05-04",19.5
"37","2012-05-07",19.43
"38","2012-05-08",19.389999
"39","2012-05-09",19.49
"40","2012-05-10",19.98
"41","2012-05-11",20
"42","2012-05-14",19.26
"43","2012-05-15",19.200001
"44","2012-05-16",18.870001
"45","2012-05-17",18.17
"46","2012-05-18",18.25
"47","2012-05-21",18.5
"48","2012-05-22",18.77
"49","2012-05-23",18.799999
"50","2012-05-24",18.290001
"51","2012-05-25",17.75
"52","2012-05-29",18.73
"53","2012-05-30",18.65
"54","2012-05-31",18.469999
"55","2012-06-01",18.25
"56","2012-06-04",18.57
"57","2012-06-05",18.68
"58","2012-06-06",19.370001
"59","2012-06-07",19.35
"60","2012-06-08",19
"61","2012-06-11",18.23
"62","2012-06-12",18.110001
"63","2012-06-13",18.389999
"64","2012-06-14",18.49
"65","2012-06-15",18.82
"66","2012-06-18",18.41
"67","2012-06-19",19.190001
"68","2012-06-20",18.66
"69","2012-06-21",18.25
"70","2012-06-22",17.48
"71","2012-06-25",16.49
"72","2012-06-26",16.6
"73","2012-06-27",16.889999
"74","2012-06-28",17
"75","2012-06-29",17.559999
"76","2012-07-02",17.58
"77","2012-07-03",18.549999
"78","2012-07-05",18.68
"79","2012-07-06",18.389999
"80","2012-07-09",18.4
"81","2012-07-10",17.629999
"82","2012-07-11",17.15
"83","2012-07-12",16.209999
"84","2012-07-13",16.35
"85","2012-07-16",16.4
"86","2012-07-17",16.75
"87","2012-07-18",16.9
"88","2012-07-19",16.879999
"89","2012-07-20",17.35
"90","2012-07-23",17.709999
"91","2012-07-24",16.879999
"92","2012-07-25",16.950001
"93","2012-07-26",17.85
"94","2012-07-27",18.09
"95","2012-07-30",18.389999
"96","2012-07-31",18.809999
"97","2012-08-01",17.83
"98","2012-08-02",17.450001
"99","2012-08-03",17.700001
"100","2012-08-06",17.379999
"101","2012-08-07",17.879999
"102","2012-08-08",18.51
"103","2012-08-09",18.74
"104","2012-08-10",19.02
"105","2012-08-13",19.059999
"106","2012-08-14",19.309999
"107","2012-08-15",19.059999
"108","2012-08-16",19.200001
"109","2012-08-17",19.290001
"110","2012-08-20",19.129999
"111","2012-08-21",19.110001
"112","2012-08-22",19.41
"113","2012-08-23",19.34
"114","2012-08-24",19.16
"115","2012-08-27",19.219999
"116","2012-08-28",18.950001
"117","2012-08-29",18.870001
"118","2012-08-30",18.120001
"119","2012-08-31",17.77
"120","2012-09-04",17.51
"121","2012-09-05",17.52
"122","2012-09-06",18.01
"123","2012-09-07",19.02
"124","2012-09-10",19.4
"125","2012-09-11",18.879999
"126","2012-09-12",19.42
"127","2012-09-13",19.66
"128","2012-09-14",20.4
"129","2012-09-17",19.940001
"130","2012-09-18",19.290001
"131","2012-09-19",19.43
"132","2012-09-20",19.42
"133","2012-09-21",19.5
"134","2012-09-24",19.48
"135","2012-09-25",19.5
"136","2012-09-26",19.530001
"137","2012-09-27",20.08
"138","2012-09-28",20.120001
"139","2012-10-01",20.67
"140","2012-10-02",20.25
"141","2012-10-03",20.01
"142","2012-10-04",19.91
"143","2012-10-05",19.969999
"144","2012-10-08",19.51
"145","2012-10-09",19.15
"146","2012-10-10",18.26
"147","2012-10-11",18.4
"148","2012-10-12",18.67
"149","2012-10-15",18.9
"150","2012-10-16",18.959999
"151","2012-10-17",19.52
"152","2012-10-18",19.5
"153","2012-10-19",19.58
"154","2012-10-22",18.799999
"155","2012-10-23",19.4
"156","2012-10-24",19.51
"157","2012-10-25",19.68
"158","2012-10-26",19.450001
"159","2012-10-31",20.190001
"160","2012-11-01",20.629999
"161","2012-11-02",20.76
"162","2012-11-05",21.129999
"163","2012-11-06",21.309999
"164","2012-11-07",21.09
"165","2012-11-08",21.35
"166","2012-11-09",21.51
"167","2012-11-12",21.6
"168","2012-11-13",21.58
"169","2012-11-14",21.52
"170","2012-11-15",20.799999
"171","2012-11-16",21
"172","2012-11-19",20.84
"173","2012-11-20",20.639999
"174","2012-11-21",21.02
"175","2012-11-23",21.02
"176","2012-11-26",20.75
"177","2012-11-27",20.549999
"178","2012-11-28",20.959999
"179","2012-11-29",21
"180","2012-11-30",20.790001
"181","2012-12-03",20.280001
"182","2012-12-04",20.120001
"183","2012-12-05",19.57
"184","2012-12-06",19.540001
"185","2012-12-07",19.41
"186","2012-12-10",19.280001
"187","2012-12-11",19.84
"188","2012-12-12",19.99
"189","2012-12-13",19.799999
"190","2012-12-14",19.629999
"191","2012-12-17",19.99
"192","2012-12-18",20.120001
"193","2012-12-19",20.02
"194","2012-12-20",20.17
"195","2012-12-21",20.540001
"196","2012-12-24",20.549999
"197","2012-12-26",20.209999
"198","2012-12-27",20.77
"199","2012-12-28",20.33
"200","2012-12-31",20.42
"201","2013-01-02",20.799999
"202","2013-01-03",20.59
"203","2013-01-04",20.85
"204","2013-01-07",20.74
"205","2013-01-08",20.52
"206","2013-01-09",20.639999
"207","2013-01-10",20.51
"208","2013-01-11",20.68
"209","2013-01-14",20.57
"210","2013-01-15",20.5
"211","2013-01-16",20.49
"212","2013-01-17",20.65
"213","2013-01-18",20.82
"214","2013-01-22",20.799999
"215","2013-01-23",20.85
"216","2013-01-24",21
"217","2013-01-25",21.629999
"218","2013-01-28",21.940001
"219","2013-01-29",22.09
"220","2013-01-30",22.129999
"221","2013-01-31",22.280001
"222","2013-02-01",22.620001
"223","2013-02-04",22.33
"224","2013-02-05",23.1
"225","2013-02-06",23.02
"226","2013-02-07",22.99
"227","2013-02-08",23.639999
