"","date","EARN"
"1","2013-05-01",19.219999
"2","2013-05-02",19.49
"3","2013-05-03",19.58
"4","2013-05-06",19.469999
"5","2013-05-07",19.48
"6","2013-05-08",19.549999
"7","2013-05-09",19.540001
"8","2013-05-10",19.52
"9","2013-05-13",19.389999
"10","2013-05-14",19.379999
"11","2013-05-15",19.25
"12","2013-05-16",19.26
"13","2013-05-17",19.379999
"14","2013-05-20",19.42
"15","2013-05-21",19.58
"16","2013-05-22",19.5
"17","2013-05-23",19.790001
"18","2013-05-24",19.85
"19","2013-05-28",19.440001
"20","2013-05-29",19.23
"21","2013-05-30",19.5
"22","2013-05-31",19.4
"23","2013-06-03",18.26
"24","2013-06-04",18.450001
"25","2013-06-05",18.26
"26","2013-06-06",18.360001
"27","2013-06-07",18.35
"28","2013-06-10",18.450001
"29","2013-06-11",17.99
"30","2013-06-12",17.41
"31","2013-06-13",18.09
"32","2013-06-14",18.120001
"33","2013-06-17",17.969999
"34","2013-06-18",17.889999
"35","2013-06-19",17.02
"36","2013-06-20",17.030001
"37","2013-06-21",16.889999
"38","2013-06-24",17.15
"39","2013-06-25",17.200001
"40","2013-06-26",17.58
"41","2013-06-27",17.309999
"42","2013-06-28",17.85
"43","2013-07-01",17.23
"44","2013-07-02",16.690001
"45","2013-07-03",16.82
"46","2013-07-05",15.34
"47","2013-07-08",15.21
"48","2013-07-09",15.43
"49","2013-07-10",15.28
"50","2013-07-11",15.76
"51","2013-07-12",15.52
"52","2013-07-15",15.64
"53","2013-07-16",15.42
"54","2013-07-17",15.74
"55","2013-07-18",15.49
"56","2013-07-19",15.5
"57","2013-07-22",15.49
"58","2013-07-23",15.71
"59","2013-07-24",15.4
"60","2013-07-25",15.41
"61","2013-07-26",15.35
"62","2013-07-29",15.67
"63","2013-07-30",15.76
"64","2013-07-31",15.52
"65","2013-08-01",14.79
"66","2013-08-02",14.94
"67","2013-08-05",15.1
"68","2013-08-06",15
"69","2013-08-07",14.82
"70","2013-08-08",14.84
"71","2013-08-09",14.89
"72","2013-08-12",15.81
"73","2013-08-13",16.08
"74","2013-08-14",15.75
"75","2013-08-15",15.04
"76","2013-08-16",15.33
"77","2013-08-19",14.63
"78","2013-08-20",14.8
"79","2013-08-21",14.23
"80","2013-08-22",14.29
"81","2013-08-23",14.51
"82","2013-08-26",14.79
"83","2013-08-27",14.73
"84","2013-08-28",14.85
"85","2013-08-29",15.08
"86","2013-08-30",15.14
"87","2013-09-03",14.85
"88","2013-09-04",14.63
"89","2013-09-05",14.59
"90","2013-09-06",14.66
"91","2013-09-09",14.85
"92","2013-09-10",14.88
"93","2013-09-11",14.9
"94","2013-09-12",15.12
"95","2013-09-13",15.34
"96","2013-09-16",15.46
"97","2013-09-17",15.7
"98","2013-09-18",15.76
"99","2013-09-19",15.9
"100","2013-09-20",15.81
"101","2013-09-23",15.74
"102","2013-09-24",15.96
"103","2013-09-25",15.49
"104","2013-09-26",15.67
"105","2013-09-27",15.56
"106","2013-09-30",15.37
"107","2013-10-01",15.52
"108","2013-10-02",15.34
"109","2013-10-03",15.27
"110","2013-10-04",15.42
"111","2013-10-07",15.68
"112","2013-10-08",15.61
"113","2013-10-09",15.21
"114","2013-10-10",15.32
"115","2013-10-11",15.64
"116","2013-10-14",15.43
"117","2013-10-15",15.32
"118","2013-10-16",15.32
"119","2013-10-17",15.49
"120","2013-10-18",15.64
"121","2013-10-21",15.55
"122","2013-10-22",15.8
"123","2013-10-23",15.95
"124","2013-10-24",16.1
"125","2013-10-25",16.52
"126","2013-10-28",16.389999
"127","2013-10-29",16
"128","2013-10-30",15.66
"129","2013-10-31",15.62
"130","2013-11-01",15.45
"131","2013-11-04",15.18
"132","2013-11-05",15.15
"133","2013-11-06",15.01
"134","2013-11-07",14.81
"135","2013-11-08",14.63
"136","2013-11-11",14.53
"137","2013-11-12",14.35
"138","2013-11-13",15.6
"139","2013-11-14",16.18
"140","2013-11-15",15.99
"141","2013-11-18",15.96
"142","2013-11-19",16.18
"143","2013-11-20",15.93
"144","2013-11-21",15.98
"145","2013-11-22",15.85
"146","2013-11-25",15.85
"147","2013-11-26",15.75
"148","2013-11-27",15.98
"149","2013-11-29",16.23
"150","2013-12-02",15.89
"151","2013-12-03",15.6
"152","2013-12-04",15.54
"153","2013-12-05",15.6
"154","2013-12-06",15.73
"155","2013-12-09",15.79
"156","2013-12-10",15.7
"157","2013-12-11",15.52
"158","2013-12-12",15.42
"159","2013-12-13",15.45
"160","2013-12-16",15.51
"161","2013-12-17",15.74
"162","2013-12-18",15.94
"163","2013-12-19",15.87
"164","2013-12-20",16.25
"165","2013-12-23",16.379999
"166","2013-12-24",16.25
"167","2013-12-26",16.32
"168","2013-12-27",15.51
"169","2013-12-30",15.48
"170","2013-12-31",15.38
"171","2014-01-02",15.34
"172","2014-01-03",15.48
"173","2014-01-06",15.48
"174","2014-01-07",15.52
"175","2014-01-08",15.58
"176","2014-01-09",15.69
"177","2014-01-10",15.78
"178","2014-01-13",15.9
"179","2014-01-14",15.79
"180","2014-01-15",15.75
"181","2014-01-16",15.75
"182","2014-01-17",15.69
"183","2014-01-21",15.84
"184","2014-01-22",15.92
"185","2014-01-23",15.85
"186","2014-01-24",15.73
"187","2014-01-27",15.56
"188","2014-01-28",15.77
"189","2014-01-29",15.63
"190","2014-01-30",15.92
"191","2014-01-31",16.17
"192","2014-02-03",16.190001
"193","2014-02-04",16.209999
"194","2014-02-05",16.24
"195","2014-02-06",16.280001
"196","2014-02-07",16.379999
"197","2014-02-10",16.559999
"198","2014-02-11",16.540001
"199","2014-02-12",16.530001
"200","2014-02-13",16.620001
"201","2014-02-14",16.610001
"202","2014-02-18",16.879999
"203","2014-02-19",16.540001
"204","2014-02-20",16.5
"205","2014-02-21",16.48
"206","2014-02-24",16.66
"207","2014-02-25",16.74
"208","2014-02-26",16.9
"209","2014-02-27",16.9
"210","2014-02-28",16.93
"211","2014-03-03",16.950001
"212","2014-03-04",17.040001
"213","2014-03-05",16.950001
"214","2014-03-06",17.08
"215","2014-03-07",16.84
"216","2014-03-10",16.9
"217","2014-03-11",16.82
"218","2014-03-12",17.190001
"219","2014-03-13",17.51
"220","2014-03-14",17.74
"221","2014-03-17",17.799999
"222","2014-03-18",17.82
"223","2014-03-19",17.68
"224","2014-03-20",17.58
"225","2014-03-21",17.77
"226","2014-03-24",17.639999
"227","2014-03-25",17.530001
"228","2014-03-26",17.299999
"229","2014-03-27",16.860001
"230","2014-03-28",16.98
"231","2014-03-31",16.92
"232","2014-04-01",16.91
"233","2014-04-02",17
"234","2014-04-03",16.969999
"235","2014-04-04",16.870001
"236","2014-04-07",16.809999
"237","2014-04-08",16.879999
"238","2014-04-09",16.91
"239","2014-04-10",16.74
"240","2014-04-11",16.559999
"241","2014-04-14",16.68
"242","2014-04-15",16.6
"243","2014-04-16",16.52
"244","2014-04-17",16.52
"245","2014-04-21",16.59
"246","2014-04-22",16.74
"247","2014-04-23",16.549999
"248","2014-04-24",16.52
"249","2014-04-25",16.459999
"250","2014-04-28",16.309999
"251","2014-04-29",16.23
"252","2014-04-30",16.34
"253","2014-05-01",16.5
"254","2014-05-02",16.41
"255","2014-05-05",16.370001
"256","2014-05-06",16.41
"257","2014-05-07",16.790001
"258","2014-05-08",16.690001
"259","2014-05-09",17.040001
"260","2014-05-12",17.110001
"261","2014-05-13",16.799999
"262","2014-05-14",16.91
"263","2014-05-15",16.83
"264","2014-05-16",17
"265","2014-05-19",17.01
"266","2014-05-20",17.040001
"267","2014-05-21",17.049999
"268","2014-05-22",17.15
"269","2014-05-23",17.25
"270","2014-05-27",17.43
"271","2014-05-28",17.309999
"272","2014-05-29",17.33
"273","2014-05-30",17.35
"274","2014-06-02",17.34
"275","2014-06-03",17.299999
"276","2014-06-04",17.24
"277","2014-06-05",17.370001
"278","2014-06-06",17.450001
"279","2014-06-09",17.57
"280","2014-06-10",17.459999
"281","2014-06-11",17.4
"282","2014-06-12",17.24
"283","2014-06-13",17.34
"284","2014-06-16",17.41
"285","2014-06-17",17.34
"286","2014-06-18",17.370001
"287","2014-06-19",17.440001
"288","2014-06-20",17.389999
"289","2014-06-23",17.24
"290","2014-06-24",17.16
"291","2014-06-25",17.190001
"292","2014-06-26",16.690001
"293","2014-06-27",16.809999
"294","2014-06-30",17.030001
