"","date","FNWB"
"262","2016-02-12",12.29
"263","2016-02-16",12.405
"264","2016-02-17",12.41
"265","2016-02-18",12.46
"266","2016-02-19",12.47
"267","2016-02-22",12.59
"268","2016-02-23",12.56
"269","2016-02-24",12.5
"270","2016-02-25",12.41
"271","2016-02-26",12.49
"272","2016-02-29",12.58
"273","2016-03-01",12.69
"274","2016-03-02",12.7
"275","2016-03-03",12.68
"276","2016-03-04",12.61
"277","2016-03-07",12.69
"278","2016-03-08",12.69
"279","2016-03-09",12.69
"280","2016-03-10",12.66
"281","2016-03-11",12.79
"282","2016-03-14",12.76
"283","2016-03-15",12.62
"284","2016-03-16",12.54
"285","2016-03-17",12.6
"286","2016-03-18",12.62
"287","2016-03-21",12.57
"288","2016-03-22",12.71
"289","2016-03-23",12.82
"290","2016-03-24",12.81
"291","2016-03-28",12.86
"292","2016-03-29",12.87
"293","2016-03-30",12.91
"294","2016-03-31",12.87
"295","2016-04-01",12.77
"296","2016-04-04",12.89
"297","2016-04-05",12.82
"298","2016-04-06",12.96
"299","2016-04-07",12.9
"300","2016-04-08",12.98
"301","2016-04-11",12.93
"302","2016-04-12",12.92
"303","2016-04-13",13.01
"304","2016-04-14",13
"305","2016-04-15",13.02
"306","2016-04-18",13
"307","2016-04-19",12.96
"308","2016-04-20",13.07
"309","2016-04-21",13.08
"310","2016-04-22",13.06
"311","2016-04-25",13.25
"312","2016-04-26",12.99
"313","2016-04-27",12.97
"314","2016-04-28",13
"315","2016-04-29",13
"316","2016-05-02",13.22
"317","2016-05-03",13.25
"318","2016-05-04",13.48
"319","2016-05-05",13.16
"320","2016-05-06",13.12
"321","2016-05-09",13.14
"322","2016-05-10",13.14
"323","2016-05-11",13.1
"324","2016-05-12",12.97
"325","2016-05-13",13.17
"326","2016-05-16",13.31
"327","2016-05-17",13.11
"328","2016-05-18",13.24
"329","2016-05-19",13.4
"330","2016-05-20",13.4
"331","2016-05-23",13.39
"332","2016-05-24",13.28
"333","2016-05-25",13.24
"334","2016-05-26",13.285
"335","2016-05-27",13.28
"336","2016-05-31",13.14
"337","2016-06-01",13.08
"338","2016-06-02",12.83
"339","2016-06-03",12.86
"340","2016-06-06",12.87
"341","2016-06-07",12.81
"342","2016-06-08",13.01
"343","2016-06-09",12.96
"344","2016-06-10",12.97
"345","2016-06-13",12.61
"346","2016-06-14",12.57
"347","2016-06-15",12.85
"348","2016-06-16",12.8
"349","2016-06-17",12.76
"350","2016-06-20",12.7
"351","2016-06-21",12.85
"352","2016-06-22",12.88
"353","2016-06-23",12.97
"354","2016-06-24",12.64
"355","2016-06-27",12.56
"356","2016-06-28",12.54
"357","2016-06-29",12.49
"358","2016-06-30",12.74
"359","2016-07-01",12.82
"360","2016-07-05",12.73
"361","2016-07-06",12.75
"362","2016-07-07",12.7
"363","2016-07-08",12.88
"364","2016-07-11",13.04
"365","2016-07-12",13.14
"366","2016-07-13",13.12
"367","2016-07-14",13.15
"368","2016-07-15",13.2
"369","2016-07-18",13.14
"370","2016-07-19",13.1
"371","2016-07-20",13.18
"372","2016-07-21",12.99
"373","2016-07-22",12.99
"374","2016-07-25",13.17
"375","2016-07-26",13.07
"376","2016-07-27",13.2
"377","2016-07-28",13.27
"378","2016-07-29",13.08
"379","2016-08-01",12.73
"380","2016-08-02",12.72
"381","2016-08-03",12.74
"382","2016-08-04",12.96
"383","2016-08-05",13.21
"384","2016-08-08",13.16
"385","2016-08-09",13.22
"386","2016-08-10",13.34
"387","2016-08-11",13.28
"388","2016-08-12",13.34
"389","2016-08-15",13.35
"390","2016-08-16",13.32
"391","2016-08-17",13.43
"392","2016-08-18",13.47
"393","2016-08-19",13.45
"394","2016-08-22",13.49
"395","2016-08-23",13.38
"396","2016-08-24",13.45
"397","2016-08-25",13.49
"398","2016-08-26",13.43
"399","2016-08-29",13.45
"400","2016-08-30",13.4
"401","2016-08-31",13.16
"402","2016-09-01",13.18
"403","2016-09-02",13.31
"404","2016-09-06",13.28
"405","2016-09-07",13.25
"406","2016-09-08",13.14
"407","2016-09-09",12.85
"408","2016-09-12",13.14
"409","2016-09-13",13
"410","2016-09-14",13.1
"411","2016-09-15",13.14
"412","2016-09-16",13.38
"413","2016-09-19",13.38
"414","2016-09-20",13.33
"415","2016-09-21",13.44
"416","2016-09-22",13.42
"417","2016-09-23",13.42
"418","2016-09-26",13.28
"419","2016-09-27",13.23
"420","2016-09-28",13.54
"421","2016-09-29",13.41
"422","2016-09-30",13.49
"423","2016-10-03",13.54
"424","2016-10-04",13.6
"425","2016-10-05",13.74
"426","2016-10-06",13.68
"427","2016-10-07",13.63
"428","2016-10-10",13.71
"429","2016-10-11",13.64
"430","2016-10-12",13.72
"431","2016-10-13",13.61
"432","2016-10-14",13.62
"433","2016-10-17",13.57
"434","2016-10-18",13.64
"435","2016-10-19",13.63
"436","2016-10-20",13.64
"437","2016-10-21",13.6
"438","2016-10-24",13.59
"439","2016-10-25",13.53
"440","2016-10-26",13.55
"441","2016-10-27",13.54
"442","2016-10-28",13.62
"443","2016-10-31",13.69
"444","2016-11-01",13.62
"445","2016-11-02",13.48
"446","2016-11-03",13.64
"447","2016-11-04",13.63
"448","2016-11-07",13.69
"449","2016-11-08",13.71
"450","2016-11-09",13.94
"451","2016-11-10",14
"452","2016-11-11",14.25
"453","2016-11-14",14.3
"454","2016-11-15",14.3
"455","2016-11-16",14.57
"456","2016-11-17",14.72
"457","2016-11-18",14.79
"458","2016-11-21",14.81
"459","2016-11-22",14.86
"460","2016-11-23",14.89
"461","2016-11-25",14.89
"462","2016-11-28",14.8
"463","2016-11-29",14.82
"464","2016-11-30",14.74
"465","2016-12-01",15.03
"466","2016-12-02",14.98
"467","2016-12-05",15.14
"468","2016-12-06",15.46
"469","2016-12-07",15.69
"470","2016-12-08",15.87
"471","2016-12-09",16.08
"472","2016-12-12",15.94
"473","2016-12-13",15.93
"474","2016-12-14",15.88
"475","2016-12-15",16.15
"476","2016-12-16",16.370001
"477","2016-12-19",16.379999
"478","2016-12-20",16.4
"479","2016-12-21",16.23
"480","2016-12-22",16.25
"481","2016-12-23",16.33
"482","2016-12-27",16.15
"483","2016-12-28",15.7
"484","2016-12-29",15.69
"485","2016-12-30",15.6
"486","2017-01-03",15.4
"487","2017-01-04",15.4
"488","2017-01-05",15.18
"489","2017-01-06",15.19
"490","2017-01-09",15.2
"491","2017-01-10",15.23
"492","2017-01-11",14.97
"493","2017-01-12",14.9
"494","2017-01-13",15.39
"495","2017-01-17",15.07
"496","2017-01-18",15.19
"497","2017-01-19",14.93
"498","2017-01-20",15.02
"499","2017-01-23",15.13
"500","2017-01-24",15.11
"501","2017-01-25",15.28
"502","2017-01-26",15.24
"503","2017-01-27",15.14
"504","2017-01-30",14.82
"505","2017-01-31",14.81
"506","2017-02-01",15.05
"507","2017-02-02",15.05
"508","2017-02-03",15.09
"509","2017-02-06",15.05
"510","2017-02-07",15.09
"511","2017-02-08",15.1
"512","2017-02-09",15.31
"513","2017-02-10",15.73
"514","2017-02-13",16.120001
"515","2017-02-14",15.84
"516","2017-02-15",16.049999
"517","2017-02-16",15.86
"518","2017-02-17",15.97
"519","2017-02-21",15.83
"520","2017-02-22",15.7
"521","2017-02-23",15.54
"522","2017-02-24",15.61
"523","2017-02-27",15.48
"524","2017-02-28",15.44
"525","2017-03-01",15.59
"526","2017-03-02",15.44
"527","2017-03-03",15.44
"528","2017-03-06",15.53
"529","2017-03-07",15.66
"530","2017-03-08",15.62
"531","2017-03-09",15.86
"532","2017-03-10",15.73
"533","2017-03-13",15.79
"534","2017-03-14",15.64
"535","2017-03-15",15.85
"536","2017-03-16",15.77
"537","2017-03-17",15.96
"538","2017-03-20",15.88
"539","2017-03-21",15.22
"540","2017-03-22",15.11
"541","2017-03-23",15.21
"542","2017-03-24",15.13
"543","2017-03-27",15.3
"544","2017-03-28",15.38
"545","2017-03-29",15.41
"546","2017-03-30",15.37
"547","2017-03-31",15.5
"548","2017-04-03",15.9
"549","2017-04-04",15.55
"550","2017-04-05",15.13
"551","2017-04-06",15.47
"552","2017-04-07",15.7
"553","2017-04-10",15.27
"554","2017-04-11",15.49
"555","2017-04-12",15.26
"556","2017-04-13",15.23
"557","2017-04-17",15.26
"558","2017-04-18",15.46
"559","2017-04-19",15.43
"560","2017-04-20",15.77
"561","2017-04-21",15.88
"562","2017-04-24",16.129999
"563","2017-04-25",16.389999
"564","2017-04-26",16.959999
"565","2017-04-27",16.719999
"566","2017-04-28",16.459999
"567","2017-05-01",16.48
"568","2017-05-02",16.879999
"569","2017-05-03",16.809999
"570","2017-05-04",16.959999
"571","2017-05-05",16.77
"572","2017-05-08",16.790001
"573","2017-05-09",16.790001
"574","2017-05-10",16.48
"575","2017-05-11",16.32
"576","2017-05-12",16.200001
"577","2017-05-15",16.440001
"578","2017-05-16",16.48
"579","2017-05-17",15.87
"580","2017-05-18",16.309999
"581","2017-05-19",16.219999
"582","2017-05-22",16.450001
"583","2017-05-23",16.620001
"584","2017-05-24",16.639999
"585","2017-05-25",16.59
"586","2017-05-26",16.51
"587","2017-05-30",16.4
"588","2017-05-31",16.32
"589","2017-06-01",16.620001
"590","2017-06-02",16.74
"591","2017-06-05",16.68
"592","2017-06-06",16.559999
"593","2017-06-07",16.379999
"594","2017-06-08",16.66
"595","2017-06-09",16.99
"596","2017-06-12",16.83
"597","2017-06-13",16.84
"598","2017-06-14",16.84
"599","2017-06-15",16.879999
"600","2017-06-16",16.92
"601","2017-06-19",16.799999
"602","2017-06-20",16.629999
"603","2017-06-21",16.58
"604","2017-06-22",16.549999
"605","2017-06-23",16.219999
"606","2017-06-26",15.92
"607","2017-06-27",15.71
"608","2017-06-28",15.97
"609","2017-06-29",15.98
"610","2017-06-30",15.77
"611","2017-07-03",15.97
"612","2017-07-05",15.99
"613","2017-07-06",16
"614","2017-07-07",16.07
"615","2017-07-10",15.98
"616","2017-07-11",15.82
"617","2017-07-12",16
"618","2017-07-13",16.32
"619","2017-07-14",15.64
"620","2017-07-17",15.37
"621","2017-07-18",15.46
"622","2017-07-19",15.53
"623","2017-07-20",15.56
"624","2017-07-21",15.58
"625","2017-07-24",15.49
"626","2017-07-25",15.78
"627","2017-07-26",15.7
"628","2017-07-27",15.67
"629","2017-07-28",15.71
"630","2017-07-31",15.25
"631","2017-08-01",15.7
"632","2017-08-02",15.26
"633","2017-08-03",15.33
"634","2017-08-04",15.43
"635","2017-08-07",15.35
"636","2017-08-08",15.58
"637","2017-08-09",15.57
"638","2017-08-10",15.5
"639","2017-08-11",15.46
"640","2017-08-14",15.89
"641","2017-08-15",16
"642","2017-08-16",16.059999
"643","2017-08-17",15.89
"644","2017-08-18",15.95
"645","2017-08-21",15.92
"646","2017-08-22",15.95
"647","2017-08-23",15.76
"648","2017-08-24",15.93
"649","2017-08-25",15.89
"650","2017-08-28",15.81
"651","2017-08-29",15.79
"652","2017-08-30",15.85
"653","2017-08-31",15.86
"654","2017-09-01",15.68
"655","2017-09-05",15.5
"656","2017-09-06",15.52
"657","2017-09-07",15.4
"658","2017-09-08",15.33
"659","2017-09-11",15.6
"660","2017-09-12",15.68
"661","2017-09-13",15.84
"662","2017-09-14",15.78
"663","2017-09-15",15.71
"664","2017-09-18",16.059999
"665","2017-09-19",16.120001
"666","2017-09-20",16.620001
"667","2017-09-21",16.639999
"668","2017-09-22",16.299999
"669","2017-09-25",16.34
"670","2017-09-26",16.84
"671","2017-09-27",17.35
"672","2017-09-28",17.370001
"673","2017-09-29",17.1
"674","2017-10-02",17.719999
"675","2017-10-03",17.620001
"676","2017-10-04",17.6
"677","2017-10-05",17.440001
"678","2017-10-06",17.09
"679","2017-10-09",17.040001
"680","2017-10-10",17.25
"681","2017-10-11",17.120001
"682","2017-10-12",17.049999
"683","2017-10-13",17.01
"684","2017-10-16",16.99
"685","2017-10-17",16.73
"686","2017-10-18",16.76
"687","2017-10-19",16.790001
"688","2017-10-20",16.91
"689","2017-10-23",16.469999
"690","2017-10-24",16.42
"691","2017-10-25",16.59
"692","2017-10-26",16.85
"693","2017-10-27",17
"694","2017-10-30",16.91
"695","2017-10-31",16.92
"696","2017-11-01",16.940001
"697","2017-11-02",17.469999
"698","2017-11-03",17.41
"699","2017-11-06",17.5
"700","2017-11-07",17.129999
"701","2017-11-08",17.32
"702","2017-11-09",17.16
"703","2017-11-10",17.26
"704","2017-11-13",17.49
"705","2017-11-14",17.76
"706","2017-11-15",17.700001
"707","2017-11-16",17.73
"708","2017-11-17",17.74
"709","2017-11-20",17.85
"710","2017-11-21",18.030001
"711","2017-11-22",18.120001
"712","2017-11-24",17.75
"713","2017-11-27",17.610001
"714","2017-11-28",17.93
"715","2017-11-29",18.27
"716","2017-11-30",17.9
"717","2017-12-01",18.040001
"718","2017-12-04",17.530001
"719","2017-12-05",17.110001
"720","2017-12-06",17.030001
"721","2017-12-07",16.969999
"722","2017-12-08",16.76
"723","2017-12-11",16.67
"724","2017-12-12",16.719999
"725","2017-12-13",16.719999
"726","2017-12-14",16.65
"727","2017-12-15",16.889999
"728","2017-12-18",16.82
"729","2017-12-19",16.65
"730","2017-12-20",16.059999
"731","2017-12-21",16.219999
"732","2017-12-22",16.15
"733","2017-12-26",16.25
"734","2017-12-27",16.25
"735","2017-12-28",16.290001
"736","2017-12-29",16.299999
"737","2018-01-02",16.309999
"738","2018-01-03",16.34
"739","2018-01-04",16.74
"740","2018-01-05",16.67
"741","2018-01-08",16.559999
"742","2018-01-09",16.51
"743","2018-01-10",16.559999
"744","2018-01-11",16.74
"745","2018-01-12",16.950001
"746","2018-01-16",16.92
"747","2018-01-17",16.99
"748","2018-01-18",16.82
"749","2018-01-19",17.09
"750","2018-01-22",17.09
"751","2018-01-23",17.190001
"752","2018-01-24",17.01
"753","2018-01-25",17.040001
"754","2018-01-26",16.940001
"755","2018-01-29",16.969999
"756","2018-01-30",16.99
"757","2018-01-31",16.950001
"758","2018-02-01",17
"759","2018-02-02",16.959999
"760","2018-02-05",16.360001
"761","2018-02-06",16.219999
"762","2018-02-07",16.52
"763","2018-02-08",16.33
"764","2018-02-09",16.41
"765","2018-02-12",16.24
"766","2018-02-13",16.110001
"767","2018-02-14",16.23
"768","2018-02-15",16.17
"769","2018-02-16",16.440001
"770","2018-02-20",16.02
"771","2018-02-21",16.15
"772","2018-02-22",16.02
"773","2018-02-23",16.08
"774","2018-02-26",16.049999
"775","2018-02-27",16
"776","2018-02-28",16
"777","2018-03-01",15.99
"778","2018-03-02",16.030001
"779","2018-03-05",16.01
"780","2018-03-06",16.040001
"781","2018-03-07",16.299999
"782","2018-03-08",16.59
"783","2018-03-09",17.15
"784","2018-03-12",17.07
"785","2018-03-13",17.17
"786","2018-03-14",17.139999
"787","2018-03-15",17.209999
"788","2018-03-16",17.24
"789","2018-03-19",17.59
"790","2018-03-20",17.620001
"791","2018-03-21",17.42
"792","2018-03-22",16.93
"793","2018-03-23",16.700001
"794","2018-03-26",16.83
"795","2018-03-27",16.32
"796","2018-03-28",16.469999
"797","2018-03-29",16.889999
"798","2018-04-02",16.27
"799","2018-04-03",16.040001
"800","2018-04-04",16.200001
"801","2018-04-05",16.33
"802","2018-04-06",16.719999
"803","2018-04-09",16.700001
"804","2018-04-10",16.83
"805","2018-04-11",17.040001
"806","2018-04-12",16.889999
"807","2018-04-13",16.969999
"808","2018-04-16",16.93
"809","2018-04-17",17.030001
"810","2018-04-18",17.01
"811","2018-04-19",17.059999
"812","2018-04-20",16.92
"813","2018-04-23",16.74
"814","2018-04-24",16.93
"815","2018-04-25",17.02
"816","2018-04-26",16.790001
"817","2018-04-27",16.059999
"818","2018-04-30",16.07
"819","2018-05-01",16.469999
"820","2018-05-02",16.379999
"821","2018-05-03",16.33
"822","2018-05-04",16.459999
"823","2018-05-07",16.440001
"824","2018-05-08",16.59
"825","2018-05-09",16.809999
"826","2018-05-10",16.700001
"827","2018-05-11",16.66
"828","2018-05-14",16.32
"829","2018-05-15",16.530001
"830","2018-05-16",16.530001
"831","2018-05-17",16.67
"832","2018-05-18",16.370001
"833","2018-05-21",16.610001
"834","2018-05-22",16.559999
"835","2018-05-23",16.74
"836","2018-05-24",16.92
"837","2018-05-25",16.52
"838","2018-05-29",16.280001
"839","2018-05-30",16.200001
"840","2018-05-31",16.309999
"841","2018-06-01",16.530001
"842","2018-06-04",16.49
"843","2018-06-05",16.290001
"844","2018-06-06",16.48
"845","2018-06-07",16.469999
"846","2018-06-08",16.4
"847","2018-06-11",16.280001
"848","2018-06-12",16.1
"849","2018-06-13",16.17
"850","2018-06-14",16.23
"851","2018-06-15",16.52
"852","2018-06-18",16.49
"853","2018-06-19",16.370001
"854","2018-06-20",16.42
"855","2018-06-21",16.370001
"856","2018-06-22",16.120001
"857","2018-06-25",16.120001
"858","2018-06-26",16.24
"859","2018-06-27",16.16
"860","2018-06-28",16.24
"861","2018-06-29",15.97
"862","2018-07-02",16.07
"863","2018-07-03",16.16
"864","2018-07-05",16.07
"865","2018-07-06",16.23
"866","2018-07-09",16.1
"867","2018-07-10",16.059999
"868","2018-07-11",16.110001
"869","2018-07-12",16.08
"870","2018-07-13",16.030001
"871","2018-07-16",15.92
"872","2018-07-17",15.41
"873","2018-07-18",15.59
"874","2018-07-19",15.69
"875","2018-07-20",16.110001
"876","2018-07-23",15.99
"877","2018-07-24",16.15
"878","2018-07-25",16.110001
"879","2018-07-26",16.25
"880","2018-07-27",16.200001
"881","2018-07-30",16.049999
"882","2018-07-31",16.18
"883","2018-08-01",16.120001
"884","2018-08-02",15.95
"885","2018-08-03",15.9
"886","2018-08-06",16.040001
"887","2018-08-07",16.110001
"888","2018-08-08",16.030001
"889","2018-08-09",16.049999
"890","2018-08-10",15.92
"891","2018-08-13",15.9
"892","2018-08-14",16.07
"893","2018-08-15",16
"894","2018-08-16",16.26
"895","2018-08-17",16.309999
"896","2018-08-20",16.389999
"897","2018-08-21",16.690001
"898","2018-08-22",16.629999
"899","2018-08-23",16.700001
"900","2018-08-24",16.67
"901","2018-08-27",16.530001
"902","2018-08-28",16.629999
"903","2018-08-29",16.67
"904","2018-08-30",16.629999
"905","2018-08-31",16.74
"906","2018-09-04",16.700001
"907","2018-09-05",16.5
"908","2018-09-06",16.620001
"909","2018-09-07",16.5
"910","2018-09-10",16.690001
"911","2018-09-11",16.540001
"912","2018-09-12",16.17
"913","2018-09-13",16.200001
"914","2018-09-14",16.23
"915","2018-09-17",15.9
"916","2018-09-18",15.32
"917","2018-09-19",15.3
"918","2018-09-20",15.31
"919","2018-09-21",15.34
"920","2018-09-24",15.31
"921","2018-09-25",15.36
"922","2018-09-26",15.56
"923","2018-09-27",15.35
"924","2018-09-28",15.4
"925","2018-10-01",15.44
"926","2018-10-02",15.48
"927","2018-10-03",15.57
"928","2018-10-04",15.58
"929","2018-10-05",15.51
"930","2018-10-08",15.6
"931","2018-10-09",15.55
"932","2018-10-10",15.46
"933","2018-10-11",15.3
"934","2018-10-12",15
"935","2018-10-15",14.94
"936","2018-10-16",15.28
"937","2018-10-17",15.26
"938","2018-10-18",14.98
"939","2018-10-19",14.59
"940","2018-10-22",14.83
"941","2018-10-23",14.33
"942","2018-10-24",13.73
"943","2018-10-25",13.97
"944","2018-10-26",14.12
"945","2018-10-29",14.47
"946","2018-10-30",14.55
"947","2018-10-31",14.6
"948","2018-11-01",14.7
"949","2018-11-02",15.03
"950","2018-11-05",15.17
"951","2018-11-06",15.26
"952","2018-11-07",15.35
"953","2018-11-08",15.48
"954","2018-11-09",15.45
"955","2018-11-12",15.34
"956","2018-11-13",15.52
"957","2018-11-14",15.32
"958","2018-11-15",15.42
"959","2018-11-16",15.26
"960","2018-11-19",15.26
"961","2018-11-20",15.23
"962","2018-11-21",15.29
"963","2018-11-23",15.44
"964","2018-11-26",15.41
"965","2018-11-27",15.26
"966","2018-11-28",15.44
"967","2018-11-29",15.49
"968","2018-11-30",15.48
"969","2018-12-03",15.59
"970","2018-12-04",15.11
"971","2018-12-06",14.93
"972","2018-12-07",15.04
"973","2018-12-10",15.08
"974","2018-12-11",15.2
"975","2018-12-12",15.22
"976","2018-12-13",15.15
"977","2018-12-14",15.17
"978","2018-12-17",15.07
"979","2018-12-18",15.11
"980","2018-12-19",15.14
"981","2018-12-20",15.215
"982","2018-12-21",15.26
"983","2018-12-24",14.86
"984","2018-12-26",15.15
"985","2018-12-27",15.46
"986","2018-12-28",15.15
"987","2018-12-31",14.83
"988","2019-01-02",15.2
"989","2019-01-03",15.25
"990","2019-01-04",15.31
"991","2019-01-07",15.3
