"","date","CZR"
"78","2015-01-12",4.2
"79","2015-01-13",4.195
"80","2015-01-14",4.1
"81","2015-01-15",4.13
"82","2015-01-16",4.19
"83","2015-01-20",4.18
"84","2015-01-21",4.03
"85","2015-01-22",4.01
"86","2015-01-23",4.025
"87","2015-01-26",3.98
"88","2015-01-27",4
"89","2015-01-28",4.02
"90","2015-01-29",3.97
"91","2015-01-30",3.965
"92","2015-02-02",3.91
"93","2015-02-03",3.89
"94","2015-02-04",3.89
"95","2015-02-05",4.15
"96","2015-02-06",4.12
"97","2015-02-09",4.18
"98","2015-02-10",4.158
"99","2015-02-11",4.16
"100","2015-02-12",4.19
"101","2015-02-13",4.2
"102","2015-02-17",4.25
"103","2015-02-18",4.13
"104","2015-02-19",4.5
"105","2015-02-20",4.55
"106","2015-02-23",4.5
"107","2015-02-24",4.65
"108","2015-02-25",4.5
"109","2015-02-26",4.55
"110","2015-02-27",4.6
"111","2015-03-02",4.51
"112","2015-03-03",4.66
"113","2015-03-04",4.78
"114","2015-03-05",4.99
"115","2015-03-06",5
"116","2015-03-09",5.14
"117","2015-03-10",5.55
"118","2015-03-11",5.43
"119","2015-03-12",5.36
"120","2015-03-13",5.11
"121","2015-03-16",5
"122","2015-03-17",5.08
"123","2015-03-18",4.73
"124","2015-03-19",4.61
"125","2015-03-20",4.83
"126","2015-03-23",4.92
"127","2015-03-24",5.02
"128","2015-03-25",4.95
"129","2015-03-26",5.04
"130","2015-03-27",5.12
"131","2015-03-30",5.04
"132","2015-03-31",5.03
"133","2015-04-01",5.12
"134","2015-04-02",5.25
"135","2015-04-06",5.34
"136","2015-04-07",5.91
"137","2015-04-08",6.08
"138","2015-04-09",6.14
"139","2015-04-10",6.33
"140","2015-04-13",6.64
"141","2015-04-14",6.62
"142","2015-04-15",6.84
"143","2015-04-16",7
"144","2015-04-17",6.91
"145","2015-04-20",7.19
"146","2015-04-21",7.2
"147","2015-04-22",7.5
"148","2015-04-23",7.2
"149","2015-04-24",7
"150","2015-04-27",7
"151","2015-04-28",6.91
"152","2015-04-29",7
"153","2015-04-30",7.05
"154","2015-05-01",7.1
"155","2015-05-04",7.09
"156","2015-05-05",7.05
"157","2015-05-06",7.06
"158","2015-05-07",6.99
"159","2015-05-08",7.09
"160","2015-05-11",7.08
"161","2015-05-12",7.12
"162","2015-05-13",7.53
"163","2015-05-14",7.87
"164","2015-05-15",8
"165","2015-05-18",8.08
"166","2015-05-19",8.26
"167","2015-05-20",8.2
"168","2015-05-21",8.16
"169","2015-05-22",8.16
"170","2015-05-26",8.73
"171","2015-05-27",8.52
"172","2015-05-28",8.31
"173","2015-05-29",8.16
"174","2015-06-01",8.37
"175","2015-06-02",8.2
"176","2015-06-03",8.49
"177","2015-06-04",8.28
"178","2015-06-05",8.25
"179","2015-06-08",8.06
"180","2015-06-09",7.73
"181","2015-06-10",7.61
"182","2015-06-11",7.9
"183","2015-06-12",7.88
"184","2015-06-15",7.92
"185","2015-06-16",7.99
"186","2015-06-17",7.83
"187","2015-06-18",7.76
"188","2015-06-19",7.79
"189","2015-06-22",7.69
"190","2015-06-23",7.52
"191","2015-06-24",7.45
"192","2015-06-25",7.96
"193","2015-06-26",7.76
"194","2015-06-29",7.91
"195","2015-06-30",7.82
"196","2015-07-01",7.91
"197","2015-07-02",7.83
"198","2015-07-06",8.13
"199","2015-07-07",8.05
"200","2015-07-08",8.01
"201","2015-07-09",8.33
"202","2015-07-10",8.95
"203","2015-07-13",8.89
"204","2015-07-14",9.18
"205","2015-07-15",9.02
"206","2015-07-16",9.02
"207","2015-07-17",8.79
"208","2015-07-20",8.77
"209","2015-07-21",8.83
"210","2015-07-22",8.98
"211","2015-07-23",8.71
"212","2015-07-24",8.78
"213","2015-07-27",8.37
"214","2015-07-28",8.27
"215","2015-07-29",8.11
"216","2015-07-30",8.29
"217","2015-07-31",8.45
"218","2015-08-03",8.41
"219","2015-08-04",8.78
"220","2015-08-05",8.76
"221","2015-08-06",8.98
"222","2015-08-07",9.15
"223","2015-08-10",9.41
"224","2015-08-11",9.28
"225","2015-08-12",9.26
"226","2015-08-13",9.35
"227","2015-08-14",8.8
"228","2015-08-17",9.79
"229","2015-08-18",9.72
"230","2015-08-19",9.7
"231","2015-08-20",9.36
"232","2015-08-21",9.6
"233","2015-08-24",9.08
"234","2015-08-25",9.09
"235","2015-08-26",9.27
"236","2015-08-27",9.5
"237","2015-08-28",9.7
"238","2015-08-31",9.42
"239","2015-09-01",9.3
"240","2015-09-02",9.37
"241","2015-09-03",9.39
"242","2015-09-04",9.21
"243","2015-09-08",9.35
"244","2015-09-09",9.06
"245","2015-09-10",9.16
"246","2015-09-11",9.25
"247","2015-09-14",9.15
"248","2015-09-15",9.29
"249","2015-09-16",9.38
"250","2015-09-17",9.77
"251","2015-09-18",9.28
"252","2015-09-21",9.5
"253","2015-09-22",9.23
"254","2015-09-23",9.22
"255","2015-09-24",9.3
"256","2015-09-25",9.05
"257","2015-09-28",8.795
"258","2015-09-29",9.02
"259","2015-09-30",9.02
"260","2015-10-01",9.06
"261","2015-10-02",9.25
"262","2015-10-05",9
"263","2015-10-06",9.06
"264","2015-10-07",9.26
"265","2015-10-08",9.17
"266","2015-10-09",9.19
"267","2015-10-12",9.29
"268","2015-10-13",9.29
"269","2015-10-14",9.39
"270","2015-10-15",9.41
"271","2015-10-16",9.41
"272","2015-10-19",9.08
"273","2015-10-20",8.88
"274","2015-10-21",8.74
"275","2015-10-22",9.09
"276","2015-10-23",9.4
"277","2015-10-26",9.22
"278","2015-10-27",9.13
"279","2015-10-28",9.49
"280","2015-10-29",9.82
"281","2015-10-30",9.9
"282","2015-11-02",10.03
"283","2015-11-03",10
"284","2015-11-04",10.05
"285","2015-11-05",9.83
"286","2015-11-06",9.89
"287","2015-11-09",9.63
"288","2015-11-10",9.73
"289","2015-11-11",9.62
"290","2015-11-12",9.21
"291","2015-11-13",9.14
"292","2015-11-16",8.87
"293","2015-11-17",8.71
"294","2015-11-18",8.94
"295","2015-11-19",8.71
"296","2015-11-20",8.82
"297","2015-11-23",8.83
"298","2015-11-24",9.24
"299","2015-11-25",9.26
"300","2015-11-27",9.79
"301","2015-11-30",9.69
"302","2015-12-01",9.75
"303","2015-12-02",9.48
"304","2015-12-03",9.74
"305","2015-12-04",10.39
"306","2015-12-07",10.23
"307","2015-12-08",10.29
"308","2015-12-09",10.23
"309","2015-12-10",10.15
"310","2015-12-11",10
"311","2015-12-14",9.66
"312","2015-12-15",9.62
"313","2015-12-16",9.88
"314","2015-12-17",10.57
"315","2015-12-18",10.31
"316","2015-12-21",10.1
"317","2015-12-22",10.17
"318","2015-12-23",10.36
"319","2015-12-24",11.19
"320","2015-12-28",11.23
"321","2015-12-29",11.4
"322","2015-12-30",11.1
"323","2015-12-31",11
"324","2016-01-04",10.59
"325","2016-01-05",11.09
"326","2016-01-06",11.1
"327","2016-01-07",10.65
"328","2016-01-08",10.66
"329","2016-01-11",10.66
"330","2016-01-12",10.54
"331","2016-01-13",10.54
"332","2016-01-14",10.38
"333","2016-01-15",10.34
"334","2016-01-19",10.56
"335","2016-01-20",10.55
"336","2016-01-21",10.65
"337","2016-01-22",10.77
"338","2016-01-25",10.64
"339","2016-01-26",10.59
"340","2016-01-27",10.48
"341","2016-01-28",10.33
"342","2016-01-29",10.32
"343","2016-02-01",10.33
"344","2016-02-02",10.33
"345","2016-02-03",10.05
"346","2016-02-04",9.95
"347","2016-02-05",9.52
"348","2016-02-08",9.46
"349","2016-02-09",9.17
"350","2016-02-10",9.25
"351","2016-02-11",9.18
"352","2016-02-12",9.23
"353","2016-02-16",9.4
"354","2016-02-17",9.65
"355","2016-02-18",9.6
"356","2016-02-19",9.57
"357","2016-02-22",9.75
"358","2016-02-23",9.53
"359","2016-02-24",9.69
"360","2016-02-25",9.87
"361","2016-02-26",9.92
"362","2016-02-29",10.01
"363","2016-03-01",10.21
"364","2016-03-02",10.5
"365","2016-03-03",10.5
"366","2016-03-04",10.51
"367","2016-03-07",10.6
"368","2016-03-08",10.5
"369","2016-03-09",10.77
"370","2016-03-10",11.03
"371","2016-03-11",10.86
"372","2016-03-14",10.8
"373","2016-03-15",10.8
"374","2016-03-16",11.01
"375","2016-03-17",11
"376","2016-03-18",10.98
"377","2016-03-21",10.95
"378","2016-03-22",10.84
"379","2016-03-23",10.87
"380","2016-03-24",10.88
"381","2016-03-28",11.01
"382","2016-03-29",11.54
"383","2016-03-30",11.6
"384","2016-03-31",11.44
"385","2016-04-01",11.16
"386","2016-04-04",11.48
"387","2016-04-05",11.7
"388","2016-04-06",11.85
"389","2016-04-07",11.84
"390","2016-04-08",12.23
"391","2016-04-11",12.5
"392","2016-04-12",12.62
"393","2016-04-13",12.67
"394","2016-04-14",12.5
"395","2016-04-15",12.72
"396","2016-04-18",12.83
"397","2016-04-19",12.95
"398","2016-04-20",12.65
"399","2016-04-21",12.54
"400","2016-04-22",12.63
"401","2016-04-25",12.61
"402","2016-04-26",12.86
"403","2016-04-27",12.78
"404","2016-04-28",13.25
"405","2016-04-29",13.11
"406","2016-05-02",13.36
"407","2016-05-03",13.21
"408","2016-05-04",12.9
"409","2016-05-05",13.15
"410","2016-05-06",13.43
"411","2016-05-09",13.6
"412","2016-05-10",13.96
"413","2016-05-11",13.82
"414","2016-05-12",13.79
"415","2016-05-13",13.6
"416","2016-05-16",13.87
"417","2016-05-17",13.37
"418","2016-05-18",13.89
"419","2016-05-19",13.74
"420","2016-05-20",13.66
"421","2016-05-23",13.32
"422","2016-05-24",13.84
"423","2016-05-25",13.95
"424","2016-05-26",14.09
"425","2016-05-27",14.4
"426","2016-05-31",14.9
"427","2016-06-01",14.8
"428","2016-06-02",14.82
"429","2016-06-03",14.85
"430","2016-06-06",14.87
"431","2016-06-07",15.24
"432","2016-06-08",15.22
"433","2016-06-09",15.27
"434","2016-06-10",15.12
"435","2016-06-13",14.98
"436","2016-06-14",14.8
"437","2016-06-15",14.75
"438","2016-06-16",14.61
"439","2016-06-17",14.37
"440","2016-06-20",14.93
"441","2016-06-21",14.79
"442","2016-06-22",14.7
"443","2016-06-23",14.72
"444","2016-06-24",14.54
"445","2016-06-27",14.09
"446","2016-06-28",14.31
"447","2016-06-29",14.74
"448","2016-06-30",15.195
"449","2016-07-01",15.32
"450","2016-07-05",14.97
"451","2016-07-06",14.97
"452","2016-07-07",14.86
"453","2016-07-08",15.09
"454","2016-07-11",15.22
"455","2016-07-12",15.16
"456","2016-07-13",15.09
"457","2016-07-14",14.86
"458","2016-07-15",14.81
"459","2016-07-18",14.66
"460","2016-07-19",14.78
"461","2016-07-20",14.54
"462","2016-07-21",14.41
"463","2016-07-22",14.53
"464","2016-07-25",14.51
"465","2016-07-26",14.53
"466","2016-07-27",14.54
"467","2016-07-28",14.46
"468","2016-07-29",14.45
"469","2016-08-01",14.39
"470","2016-08-02",14.47
"471","2016-08-03",14.37
"472","2016-08-04",14.48
"473","2016-08-05",13.81
"474","2016-08-08",14.32
"475","2016-08-09",14.4
"476","2016-08-10",14.32
"477","2016-08-11",13.97
"478","2016-08-12",13.79
"479","2016-08-15",13.97
"480","2016-08-16",13.89
"481","2016-08-17",13.59
"482","2016-08-18",14
"483","2016-08-19",14.29
"484","2016-08-22",14.35
"485","2016-08-23",14.38
"486","2016-08-24",14.29
"487","2016-08-25",14.13
"488","2016-08-26",14.1
"489","2016-08-29",13.97
"490","2016-08-30",14
"491","2016-08-31",13.96
"492","2016-09-01",14.11
"493","2016-09-02",14.17
"494","2016-09-06",14.2
"495","2016-09-07",14.51
"496","2016-09-08",14.38
"497","2016-09-09",14.01
"498","2016-09-12",14.09
"499","2016-09-13",13.95
"500","2016-09-14",13.99
"501","2016-09-15",14.34
"502","2016-09-16",14.25
"503","2016-09-19",13.84
"504","2016-09-20",13.61
"505","2016-09-21",14.04
"506","2016-09-22",14.62
"507","2016-09-23",14.66
"508","2016-09-26",14.89
"509","2016-09-27",14.52
"510","2016-09-28",14.34
"511","2016-09-29",14.21
"512","2016-09-30",14.06
"513","2016-10-03",14.13
"514","2016-10-04",14.17
"515","2016-10-05",13.98
"516","2016-10-06",14.18
"517","2016-10-07",14.09
"518","2016-10-10",14.3
"519","2016-10-11",13.9
"520","2016-10-12",13.85
"521","2016-10-13",13.4
"522","2016-10-14",13.15
"523","2016-10-17",12.95
"524","2016-10-18",12.8
"525","2016-10-19",12.8
"526","2016-10-20",12.7
"527","2016-10-21",12.55
"528","2016-10-24",12.55
"529","2016-10-25",12.1
"530","2016-10-26",12
"531","2016-10-27",12.1
"532","2016-10-28",12.1
"533","2016-10-31",12.1
"534","2016-11-01",11.8
"535","2016-11-02",11.45
"536","2016-11-03",11.05
"537","2016-11-04",10.8
"538","2016-11-07",10.8
"539","2016-11-08",11.3
"540","2016-11-09",11.65
"541","2016-11-10",11.95
"542","2016-11-11",12.6
"543","2016-11-14",12.85
"544","2016-11-15",13
"545","2016-11-16",13.15
"546","2016-11-17",13.85
"547","2016-11-18",13.55
"548","2016-11-21",13.35
"549","2016-11-22",13.4
"550","2016-11-23",13.6
"551","2016-11-25",13.45
"552","2016-11-28",13.2
"553","2016-11-29",13.35
"554","2016-11-30",13.75
"555","2016-12-01",15.25
"556","2016-12-02",15.2
"557","2016-12-05",15.75
"558","2016-12-06",15.95
"559","2016-12-07",16.6
"560","2016-12-08",16.549999
"561","2016-12-09",16.6
"562","2016-12-12",16
"563","2016-12-13",16.35
"564","2016-12-14",16.450001
"565","2016-12-15",16.4
"566","2016-12-16",16.450001
"567","2016-12-19",16.5
"568","2016-12-20",16.549999
"569","2016-12-21",16.700001
"570","2016-12-22",16.5
"571","2016-12-23",16.549999
"572","2016-12-27",16.450001
"573","2016-12-28",16.549999
"574","2016-12-29",16.799999
"575","2016-12-30",16.950001
"576","2017-01-03",17.049999
"577","2017-01-04",16.9
"578","2017-01-05",16.65
"579","2017-01-06",16.6
"580","2017-01-09",16.1
"581","2017-01-10",16.5
"582","2017-01-11",16.700001
"583","2017-01-12",16.15
"584","2017-01-13",16
"585","2017-01-17",15.45
"586","2017-01-18",15.8
"587","2017-01-19",15.55
"588","2017-01-20",15.5
"589","2017-01-23",15.4
"590","2017-01-24",15.95
"591","2017-01-25",16
"592","2017-01-26",15.5
"593","2017-01-27",15.5
"594","2017-01-30",15.1
"595","2017-01-31",15.5
"596","2017-02-01",15.6
"597","2017-02-02",15.65
"598","2017-02-03",16
"599","2017-02-06",15.5
"600","2017-02-07",15.4
"601","2017-02-08",15.5
"602","2017-02-09",15.6
"603","2017-02-10",16.15
"604","2017-02-13",16.25
"605","2017-02-14",16
"606","2017-02-15",16.6
"607","2017-02-16",16.4
"608","2017-02-17",16.549999
"609","2017-02-21",16.4
"610","2017-02-22",16.4
"611","2017-02-23",16.049999
"612","2017-02-24",16.1
"613","2017-02-27",16.15
"614","2017-02-28",16.299999
"615","2017-03-01",17.15
"616","2017-03-02",17.700001
"617","2017-03-03",18.200001
"618","2017-03-06",18.049999
"619","2017-03-07",18
"620","2017-03-08",18.1
"621","2017-03-09",17.75
"622","2017-03-10",18.049999
"623","2017-03-13",18.700001
"624","2017-03-14",19.15
"625","2017-03-15",19.700001
"626","2017-03-16",18.6
"627","2017-03-17",18.85
"628","2017-03-20",18.65
"629","2017-03-21",17.6
"630","2017-03-22",17.549999
"631","2017-03-23",17.65
"632","2017-03-24",17.700001
"633","2017-03-27",17.9
"634","2017-03-28",18.9
"635","2017-03-29",18.75
"636","2017-03-30",18.950001
"637","2017-03-31",18.924999
"638","2017-04-03",18.875
"639","2017-04-04",19.1
"640","2017-04-05",18.799999
"641","2017-04-06",19.25
"642","2017-04-07",19.200001
"643","2017-04-10",19.200001
"644","2017-04-11",19.6
"645","2017-04-12",19.049999
"646","2017-04-13",18.5
"647","2017-04-17",18.700001
"648","2017-04-18",18.6
"649","2017-04-19",18.799999
"650","2017-04-20",19.1
"651","2017-04-21",18.4
"652","2017-04-24",17.799999
"653","2017-04-25",18.4
"654","2017-04-26",19.5
"655","2017-04-27",19.25
"656","2017-04-28",19.125
"657","2017-05-01",19.15
"658","2017-05-02",19.299999
"659","2017-05-03",19.549999
"660","2017-05-04",19.549999
"661","2017-05-05",20
"662","2017-05-08",19.9
"663","2017-05-09",20.450001
"664","2017-05-10",20.9
"665","2017-05-11",20.549999
"666","2017-05-12",20.700001
"667","2017-05-15",20.700001
"668","2017-05-16",20.65
"669","2017-05-17",20.225
"670","2017-05-18",19.950001
"671","2017-05-19",19.700001
"672","2017-05-22",20.450001
"673","2017-05-23",20.549999
"674","2017-05-24",20.799999
"675","2017-05-25",20.5
"676","2017-05-26",20.549999
"677","2017-05-30",20.700001
"678","2017-05-31",20.75
"679","2017-06-01",20.85
"680","2017-06-02",20.85
"681","2017-06-05",20.85
"682","2017-06-06",20.950001
"683","2017-06-07",21.6
"684","2017-06-08",21.5
"685","2017-06-09",21.25
"686","2017-06-12",21.4
"687","2017-06-13",21.549999
"688","2017-06-14",20.799999
"689","2017-06-15",20.450001
"690","2017-06-16",20.25
"691","2017-06-19",20.75
"692","2017-06-20",20.450001
"693","2017-06-21",20.5
"694","2017-06-22",20.15
"695","2017-06-23",20.25
"696","2017-06-26",20.4
"697","2017-06-27",20
"698","2017-06-28",20.450001
"699","2017-06-29",19.65
"700","2017-06-30",20
"701","2017-07-03",19.799999
"702","2017-07-05",19.35
"703","2017-07-06",19.200001
"704","2017-07-07",19.4
"705","2017-07-10",19.299999
"706","2017-07-11",19.450001
"707","2017-07-12",19.549999
"708","2017-07-13",19.200001
"709","2017-07-14",19.299999
"710","2017-07-17",19.1
"711","2017-07-18",19.5
"712","2017-07-19",19.799999
"713","2017-07-20",20.6
"714","2017-07-21",20.6
"715","2017-07-24",20.9
"716","2017-07-25",20.950001
"717","2017-07-26",20.799999
"718","2017-07-27",20.25
"719","2017-07-28",20
"720","2017-07-31",20.4
"721","2017-08-01",20.299999
"722","2017-08-02",20.6
"723","2017-08-03",20.35
"724","2017-08-04",20.299999
"725","2017-08-07",20.200001
"726","2017-08-08",19.950001
"727","2017-08-09",21.950001
"728","2017-08-10",22.549999
"729","2017-08-11",23.4
"730","2017-08-14",23.299999
"731","2017-08-15",22.75
"732","2017-08-16",22.5
"733","2017-08-17",22.1
"734","2017-08-18",22.299999
"735","2017-08-21",22.5
"736","2017-08-22",23.200001
"737","2017-08-23",23.049999
"738","2017-08-24",23.1
"739","2017-08-25",23.25
"740","2017-08-28",22.9
"741","2017-08-29",22.700001
"742","2017-08-30",22.549999
"743","2017-08-31",23
"744","2017-09-01",23.15
"745","2017-09-05",23.85
"746","2017-09-06",23.700001
"747","2017-09-07",23.799999
"748","2017-09-08",24.049999
"749","2017-09-11",24.700001
"750","2017-09-12",25.25
"751","2017-09-13",24.85
"752","2017-09-14",24.6
"753","2017-09-15",24.799999
"754","2017-09-18",25.299999
"755","2017-09-19",25.299999
"756","2017-09-20",25.450001
"757","2017-09-21",25.1
"758","2017-09-22",24.725
"759","2017-09-25",24.4
"760","2017-09-26",24.549999
"761","2017-09-27",25.200001
"762","2017-09-28",25.450001
"763","2017-09-29",25.65
"764","2017-10-02",25.9
"765","2017-10-03",26.65
"766","2017-10-04",26.75
"767","2017-10-05",26.950001
"768","2017-10-06",26.4
"769","2017-10-09",26.1
"770","2017-10-10",26.1
"771","2017-10-11",26.35
"772","2017-10-12",26.15
"773","2017-10-13",26.200001
"774","2017-10-16",26.65
"775","2017-10-17",26.5
"776","2017-10-18",26.299999
"777","2017-10-19",25.799999
"778","2017-10-20",25.5
"779","2017-10-23",25.25
"780","2017-10-24",24.9
"781","2017-10-25",24.799999
"782","2017-10-26",24.049999
"783","2017-10-27",25.25
"784","2017-10-30",25.6
"785","2017-10-31",25.700001
"786","2017-11-01",25.799999
"787","2017-11-02",25.65
"788","2017-11-03",28
"789","2017-11-06",28.6
"790","2017-11-07",29
"791","2017-11-08",29.299999
"792","2017-11-09",28.549999
"793","2017-11-10",28.65
"794","2017-11-13",28.799999
"795","2017-11-14",29.049999
"796","2017-11-15",29
"797","2017-11-16",29.25
"798","2017-11-17",29.200001
"799","2017-11-20",29.65
"800","2017-11-21",29.4
"801","2017-11-22",29.25
"802","2017-11-24",29.700001
"803","2017-11-27",29.75
"804","2017-11-28",30.049999
"805","2017-11-29",29.424999
"806","2017-11-30",30.6
"807","2017-12-01",30.6
"808","2017-12-04",30.85
"809","2017-12-05",31.35
"810","2017-12-06",31.25
"811","2017-12-07",31.85
"812","2017-12-08",32.700001
"813","2017-12-11",33.299999
"814","2017-12-12",33.650002
"815","2017-12-13",33.950001
"816","2017-12-14",32.049999
"817","2017-12-15",32.150002
"818","2017-12-18",33.599998
"819","2017-12-19",33.400002
"820","2017-12-20",33
"821","2017-12-21",33.299999
"822","2017-12-22",33.200001
"823","2017-12-26",33.200001
"824","2017-12-27",33.900002
"825","2017-12-28",33
"826","2017-12-29",33.150002
"827","2018-01-02",31.65
"828","2018-01-03",31.299999
"829","2018-01-04",32
"830","2018-01-05",31.799999
"831","2018-01-08",31.700001
"832","2018-01-09",32.049999
"833","2018-01-10",32.25
"834","2018-01-11",32.549999
"835","2018-01-12",32.349998
"836","2018-01-16",32.099998
"837","2018-01-17",32
"838","2018-01-18",31.6
"839","2018-01-19",32.950001
"840","2018-01-22",33.599998
"841","2018-01-23",34
"842","2018-01-24",33.450001
"843","2018-01-25",32.950001
"844","2018-01-26",33.049999
"845","2018-01-29",32
"846","2018-01-30",32.25
"847","2018-01-31",34.549999
"848","2018-02-01",34.650002
"849","2018-02-02",35
"850","2018-02-05",33.700001
"851","2018-02-06",34.5
"852","2018-02-07",33.900002
"853","2018-02-08",31.950001
"854","2018-02-09",30.65
"855","2018-02-12",30.15
"856","2018-02-13",31.15
"857","2018-02-14",32.299999
"858","2018-02-15",32.450001
"859","2018-02-16",33.549999
"860","2018-02-20",34.150002
"861","2018-02-21",32.549999
"862","2018-02-22",32.150002
"863","2018-02-23",33.549999
"864","2018-02-26",33.599998
"865","2018-02-27",33.900002
"866","2018-02-28",34.099998
"867","2018-03-01",34.349998
"868","2018-03-02",34.25
"869","2018-03-05",33.849998
"870","2018-03-06",34.349998
"871","2018-03-07",35.25
"872","2018-03-08",35.849998
"873","2018-03-09",37.650002
"874","2018-03-12",37.150002
"875","2018-03-13",36.950001
"876","2018-03-14",37.700001
"877","2018-03-15",37.25
"878","2018-03-16",36.5
"879","2018-03-19",35.549999
"880","2018-03-20",34.75
"881","2018-03-21",33.900002
"882","2018-03-22",33.200001
"883","2018-03-23",32.299999
"884","2018-03-26",33.599998
"885","2018-03-27",33
"886","2018-03-28",32.450001
"887","2018-03-29",33
"888","2018-04-02",32.099998
"889","2018-04-03",33.799999
"890","2018-04-04",34.650002
"891","2018-04-05",35.5
"892","2018-04-06",34.400002
"893","2018-04-09",34.099998
"894","2018-04-10",34.599998
"895","2018-04-11",34.599998
"896","2018-04-12",35.5
"897","2018-04-13",35.700001
"898","2018-04-16",41.5
"899","2018-04-17",41
"900","2018-04-18",41.299999
"901","2018-04-19",40.799999
"902","2018-04-20",40.400002
"903","2018-04-23",41.150002
"904","2018-04-24",40.099998
"905","2018-04-25",39.450001
"906","2018-04-26",40.25
"907","2018-04-27",40.549999
"908","2018-04-30",40.5
"909","2018-05-01",40.299999
"910","2018-05-02",40.400002
"911","2018-05-03",40
"912","2018-05-04",42.5
"913","2018-05-07",42.150002
"914","2018-05-08",42.349998
"915","2018-05-09",42.25
"916","2018-05-10",43.299999
"917","2018-05-11",42.200001
"918","2018-05-14",43.200001
"919","2018-05-15",43.099998
"920","2018-05-16",43.400002
"921","2018-05-17",44.25
"922","2018-05-18",44.400002
"923","2018-05-21",43.700001
"924","2018-05-22",43.349998
"925","2018-05-23",43
"926","2018-05-24",44
"927","2018-05-25",44.5
"928","2018-05-29",44.950001
"929","2018-05-30",45.349998
"930","2018-05-31",45.200001
"931","2018-06-01",45.400002
"932","2018-06-04",45.049999
"933","2018-06-05",44.5
"934","2018-06-06",45.349998
"935","2018-06-07",44.200001
"936","2018-06-08",43.450001
"937","2018-06-11",43.349998
"938","2018-06-12",45.900002
"939","2018-06-13",43.5
"940","2018-06-14",42.849998
"941","2018-06-15",42.5
"942","2018-06-18",43.150002
"943","2018-06-19",43.150002
"944","2018-06-20",44.099998
"945","2018-06-21",43.849998
"946","2018-06-22",44.25
"947","2018-06-25",41.400002
"948","2018-06-26",41.5
"949","2018-06-27",39.700001
"950","2018-06-28",39.849998
"951","2018-06-29",39.099998
"952","2018-07-02",38.599998
"953","2018-07-03",39.549999
"954","2018-07-05",40.200001
"955","2018-07-06",41.200001
"956","2018-07-09",42.599998
"957","2018-07-10",43.049999
"958","2018-07-11",43.799999
"959","2018-07-12",45.599998
"960","2018-07-13",46.25
"961","2018-07-16",44.849998
"962","2018-07-17",45
"963","2018-07-18",43.950001
"964","2018-07-19",44.400002
"965","2018-07-20",44.5
"966","2018-07-23",44.599998
"967","2018-07-24",43.549999
"968","2018-07-25",43.700001
"969","2018-07-26",42.099998
"970","2018-07-27",41.400002
"971","2018-07-30",41.599998
"972","2018-07-31",42.849998
"973","2018-08-01",41.450001
"974","2018-08-02",41.400002
"975","2018-08-03",43.700001
"976","2018-08-06",42.549999
"977","2018-08-07",42.5
"978","2018-08-08",43.049999
"979","2018-08-09",43.549999
"980","2018-08-10",43.5
"981","2018-08-13",43.299999
"982","2018-08-14",43.799999
"983","2018-08-15",45.700001
"984","2018-08-16",46.549999
"985","2018-08-17",45.950001
"986","2018-08-20",46.400002
"987","2018-08-21",47.5
"988","2018-08-22",48.950001
"989","2018-08-23",48.75
