"","date","CRS"
"1","2007-01-03",50.145
"2","2007-01-04",49.529999
"3","2007-01-05",48.645
"4","2007-01-08",49.43
"5","2007-01-09",48.75
"6","2007-01-10",50.060001
"7","2007-01-11",51.224998
"8","2007-01-12",52.205002
"9","2007-01-16",52.325001
"10","2007-01-17",52.93
"11","2007-01-18",52.165001
"12","2007-01-19",53.154999
"13","2007-01-22",52.849998
"14","2007-01-23",54
"15","2007-01-24",54.014999
"16","2007-01-25",53.965
"17","2007-01-26",56.244999
"18","2007-01-29",56.834999
"19","2007-01-30",57.830002
"20","2007-01-31",58.549999
"21","2007-02-01",59.709999
"22","2007-02-02",58.75
"23","2007-02-05",58.700001
"24","2007-02-06",59.465
"25","2007-02-07",58.73
"26","2007-02-08",59.145
"27","2007-02-09",57.945
"28","2007-02-12",58.145
"29","2007-02-13",59.474998
"30","2007-02-14",59.720001
"31","2007-02-15",60.035
"32","2007-02-16",60.285
"33","2007-02-20",61.150002
"34","2007-02-21",62.580002
"35","2007-02-22",61.634998
"36","2007-02-23",61.634998
"37","2007-02-26",61.415001
"38","2007-02-27",57.709999
"39","2007-02-28",59.330002
"40","2007-03-01",58.165001
"41","2007-03-02",56.235001
"42","2007-03-05",55.255001
"43","2007-03-06",56.994999
"44","2007-03-07",57.395
"45","2007-03-08",59.09
"46","2007-03-09",58.860001
"47","2007-03-12",58.740002
"48","2007-03-13",56.735001
"49","2007-03-14",57.935001
"50","2007-03-15",58.244999
"51","2007-03-16",57.669998
"52","2007-03-19",58.654999
"53","2007-03-20",58.945
"54","2007-03-21",60.564999
"55","2007-03-22",60.625
"56","2007-03-23",60.814999
"57","2007-03-26",61.650002
"58","2007-03-27",61
"59","2007-03-28",60.939999
"60","2007-03-29",61.75
"61","2007-03-30",60.380001
"62","2007-04-02",60.959999
"63","2007-04-03",61.02
"64","2007-04-04",60.965
"65","2007-04-05",60.875
"66","2007-04-09",61.555
"67","2007-04-10",61.375
"68","2007-04-11",60.560001
"69","2007-04-12",61.220001
"70","2007-04-13",61.645
"71","2007-04-16",62.970001
"72","2007-04-17",62.455002
"73","2007-04-18",62.360001
"74","2007-04-19",62.035
"75","2007-04-20",63.5
"76","2007-04-23",63.810001
"77","2007-04-24",63.130001
"78","2007-04-25",61.825001
"79","2007-04-26",61.105
"80","2007-04-27",62.445
"81","2007-04-30",60.685001
"82","2007-05-01",60.115002
"83","2007-05-02",61.52
"84","2007-05-03",62.509998
"85","2007-05-04",61.974998
"86","2007-05-07",63.744999
"87","2007-05-08",64.224998
"88","2007-05-09",65.800003
"89","2007-05-10",64.324997
"90","2007-05-11",66.955002
"91","2007-05-14",67.985001
"92","2007-05-15",68.150002
"93","2007-05-16",68.209999
"94","2007-05-17",67.485001
"95","2007-05-18",68.019997
"96","2007-05-21",68.214996
"97","2007-05-22",66.68
"98","2007-05-23",66.934998
"99","2007-05-24",65.035004
"100","2007-05-25",66.970001
"101","2007-05-29",66.260002
"102","2007-05-30",66.074997
"103","2007-05-31",66.285004
"104","2007-06-01",67.834999
"105","2007-06-04",67.574997
"106","2007-06-05",68.264999
"107","2007-06-06",66.57
"108","2007-06-07",64.574997
"109","2007-06-08",65.849998
"110","2007-06-11",64.775002
"111","2007-06-12",64.245003
"112","2007-06-13",65.644997
"113","2007-06-14",66.695
"114","2007-06-15",66.75
"115","2007-06-18",66.540001
"116","2007-06-19",66.625
"117","2007-06-20",65.964996
"118","2007-06-21",66.985001
"119","2007-06-22",65.57
"120","2007-06-25",65.154999
"121","2007-06-26",63.744999
"122","2007-06-27",64.169998
"123","2007-06-28",65.139999
"124","2007-06-29",65.154999
"125","2007-07-02",66.455002
"126","2007-07-03",67.099998
"127","2007-07-05",67.315002
"128","2007-07-06",67.629997
"129","2007-07-09",68.099998
"130","2007-07-10",67.190002
"131","2007-07-11",68.5
"132","2007-07-12",71.290001
"133","2007-07-13",71.004997
"134","2007-07-16",70.800003
"135","2007-07-17",71
"136","2007-07-18",72.275002
"137","2007-07-19",74.029999
"138","2007-07-20",72.800003
"139","2007-07-23",72.514999
"140","2007-07-24",70.610001
"141","2007-07-25",69.900002
"142","2007-07-26",60.669998
"143","2007-07-27",58.5
"144","2007-07-30",57.825001
"145","2007-07-31",59.345001
"146","2007-08-01",57.66
"147","2007-08-02",57.66
"148","2007-08-03",54.830002
"149","2007-08-06",54.375
"150","2007-08-07",55.52
"151","2007-08-08",57.099998
"152","2007-08-09",55.145
"153","2007-08-10",56.700001
"154","2007-08-13",56.630001
"155","2007-08-14",55.200001
"156","2007-08-15",53.099998
"157","2007-08-16",51.875
"158","2007-08-17",54.16
"159","2007-08-20",54
"160","2007-08-21",55.375
"161","2007-08-22",56.75
"162","2007-08-23",56.09
"163","2007-08-24",57.77
"164","2007-08-27",57.605
"165","2007-08-28",56.02
"166","2007-08-29",58.334999
"167","2007-08-30",57.669998
"168","2007-08-31",58.419998
"169","2007-09-04",59.345001
"170","2007-09-05",58.349998
"171","2007-09-06",57.014999
"172","2007-09-07",56.73
"173","2007-09-10",55.93
"174","2007-09-11",58.869999
"175","2007-09-12",59.755001
"176","2007-09-13",61.665001
"177","2007-09-14",61.990002
"178","2007-09-17",61.98
"179","2007-09-18",64.625
"180","2007-09-19",63.48
"181","2007-09-20",63.285
"182","2007-09-21",64.089996
"183","2007-09-24",63.700001
"184","2007-09-25",64.044998
"185","2007-09-26",64.445
"186","2007-09-27",66.205002
"187","2007-09-28",65.004997
"188","2007-10-01",65.584999
"189","2007-10-02",65.775002
"190","2007-10-03",64.959999
"191","2007-10-04",64.589996
"192","2007-10-05",66.245003
"193","2007-10-08",66.459999
"194","2007-10-09",68.535004
"195","2007-10-10",67.349998
"196","2007-10-11",65.860001
"197","2007-10-12",64.510002
"198","2007-10-15",63.535
"199","2007-10-16",64.025002
"200","2007-10-17",64.084999
"201","2007-10-18",65.724998
"202","2007-10-19",63.935001
"203","2007-10-22",64.209999
"204","2007-10-23",65.610001
"205","2007-10-24",67
"206","2007-10-25",68.43
"207","2007-10-26",69.224998
"208","2007-10-29",69.074997
"209","2007-10-30",66.949997
"210","2007-10-31",72.455002
"211","2007-11-01",67.644997
"212","2007-11-02",68.82
"213","2007-11-05",68
"214","2007-11-06",71.925003
"215","2007-11-07",70.43
"216","2007-11-08",71.400002
"217","2007-11-09",70.625
"218","2007-11-12",67.389999
"219","2007-11-13",69.025002
"220","2007-11-14",70.900002
"221","2007-11-15",70.139999
"222","2007-11-16",70.739998
"223","2007-11-19",67.959999
"224","2007-11-20",68.339996
"225","2007-11-21",67.400002
"226","2007-11-23",68.720001
"227","2007-11-26",67.830002
"228","2007-11-27",69.269997
"229","2007-11-28",73.290001
"230","2007-11-29",75.5
"231","2007-11-30",75.449997
"232","2007-12-03",74.68
"233","2007-12-04",76.029999
"234","2007-12-05",76.519997
"235","2007-12-06",79.080002
"236","2007-12-07",78.349998
"237","2007-12-10",79.400002
"238","2007-12-11",76.059998
"239","2007-12-12",77.239998
"240","2007-12-13",75.910004
"241","2007-12-14",73.529999
"242","2007-12-17",70.559998
"243","2007-12-18",70.949997
"244","2007-12-19",70.599998
"245","2007-12-20",70.970001
"246","2007-12-21",75.059998
"247","2007-12-24",78.25
"248","2007-12-26",76.739998
"249","2007-12-27",75.550003
"250","2007-12-28",75.160004
"251","2007-12-31",75.169998
"252","2008-01-02",74.57
"253","2008-01-03",74.300003
"254","2008-01-04",72.040001
"255","2008-01-07",69.690002
"256","2008-01-08",66.93
"257","2008-01-09",65.230003
"258","2008-01-10",65.739998
"259","2008-01-11",64.599998
"260","2008-01-14",66.959999
"261","2008-01-15",64.25
"262","2008-01-16",62.790001
"263","2008-01-17",59.009998
"264","2008-01-18",60.810001
"265","2008-01-22",58.419998
"266","2008-01-23",55.709999
"267","2008-01-24",59.529999
"268","2008-01-25",59.59
"269","2008-01-28",59.990002
"270","2008-01-29",65.150002
"271","2008-01-30",61.560001
"272","2008-01-31",61.529999
"273","2008-02-01",61.959999
"274","2008-02-04",62.259998
"275","2008-02-05",60.290001
"276","2008-02-06",58.869999
"277","2008-02-07",60.540001
"278","2008-02-08",60.330002
"279","2008-02-11",60.82
"280","2008-02-12",60.810001
"281","2008-02-13",62.139999
"282","2008-02-14",61.93
"283","2008-02-15",61.400002
"284","2008-02-19",62.779999
"285","2008-02-20",63.439999
"286","2008-02-21",62.77
"287","2008-02-22",63.98
"288","2008-02-25",67.209999
"289","2008-02-26",66.839996
"290","2008-02-27",66.129997
"291","2008-02-28",66.129997
"292","2008-02-29",62.830002
"293","2008-03-03",64.040001
"294","2008-03-04",62.349998
"295","2008-03-05",64.629997
"296","2008-03-06",61.709999
"297","2008-03-07",59.259998
"298","2008-03-10",55.779999
"299","2008-03-11",58.009998
"300","2008-03-12",58.830002
"301","2008-03-13",62.18
"302","2008-03-14",60.450001
"303","2008-03-17",59.82
"304","2008-03-18",62.23
"305","2008-03-19",58.009998
"306","2008-03-20",58.810001
"307","2008-03-24",59.869999
"308","2008-03-25",60.5
"309","2008-03-26",59.439999
"310","2008-03-27",57.599998
"311","2008-03-28",56.650002
"312","2008-03-31",55.970001
"313","2008-04-01",59.209999
"314","2008-04-02",59.950001
"315","2008-04-03",59.919998
"316","2008-04-04",61.330002
"317","2008-04-07",60.689999
"318","2008-04-08",62.18
"319","2008-04-09",60.07
"320","2008-04-10",60.490002
"321","2008-04-11",59.299999
"322","2008-04-14",49.860001
"323","2008-04-15",51.77
"324","2008-04-16",53.990002
"325","2008-04-17",52.380001
"326","2008-04-18",54.029999
"327","2008-04-21",54.84
"328","2008-04-22",53.09
"329","2008-04-23",53.470001
"330","2008-04-24",52.740002
"331","2008-04-25",54.07
"332","2008-04-28",53.959999
"333","2008-04-29",51.700001
"334","2008-04-30",51.279999
"335","2008-05-01",52.290001
"336","2008-05-02",53.68
"337","2008-05-05",54.73
"338","2008-05-06",55.099998
"339","2008-05-07",55.330002
"340","2008-05-08",55.970001
"341","2008-05-09",56.419998
"342","2008-05-12",58.25
"343","2008-05-13",59.040001
"344","2008-05-14",59.5
"345","2008-05-15",59.59
"346","2008-05-16",60.200001
"347","2008-05-19",60.66
"348","2008-05-20",60.720001
"349","2008-05-21",58.869999
"350","2008-05-22",57.950001
"351","2008-05-23",57.099998
"352","2008-05-27",56.669998
"353","2008-05-28",57.25
"354","2008-05-29",55.369999
"355","2008-05-30",55.200001
"356","2008-06-02",53.810001
"357","2008-06-03",52.099998
"358","2008-06-04",51.220001
"359","2008-06-05",48.310001
"360","2008-06-06",48.02
"361","2008-06-09",49.549999
"362","2008-06-10",47.439999
"363","2008-06-11",47.150002
"364","2008-06-12",46.639999
"365","2008-06-13",48.59
"366","2008-06-16",47.689999
"367","2008-06-17",47.490002
"368","2008-06-18",46.77
"369","2008-06-19",46.369999
"370","2008-06-20",45.529999
"371","2008-06-23",46.599998
"372","2008-06-24",45.27
"373","2008-06-25",45.91
"374","2008-06-26",43.299999
"375","2008-06-27",43.970001
"376","2008-06-30",43.650002
"377","2008-07-01",42.650002
"378","2008-07-02",40.630001
"379","2008-07-03",40.779999
"380","2008-07-07",41.029999
"381","2008-07-08",40.73
"382","2008-07-09",39.93
"383","2008-07-10",40.200001
"384","2008-07-11",40.25
"385","2008-07-14",39.98
"386","2008-07-15",39.57
"387","2008-07-16",40.889999
"388","2008-07-17",40.73
"389","2008-07-18",40.009998
"390","2008-07-21",41.950001
"391","2008-07-22",39.68
"392","2008-07-23",39.389999
"393","2008-07-24",36.259998
"394","2008-07-25",37.470001
"395","2008-07-28",37.389999
"396","2008-07-29",38.830002
"397","2008-07-30",39.599998
"398","2008-07-31",38.700001
"399","2008-08-01",37.860001
"400","2008-08-04",36.189999
"401","2008-08-05",36.490002
"402","2008-08-06",36.970001
"403","2008-08-07",36.009998
"404","2008-08-08",36.810001
"405","2008-08-11",37.66
"406","2008-08-12",37.5
"407","2008-08-13",39.439999
"408","2008-08-14",39.450001
"409","2008-08-15",39.880001
"410","2008-08-18",38.919998
"411","2008-08-19",38.369999
"412","2008-08-20",39.759998
"413","2008-08-21",39.439999
"414","2008-08-22",39.150002
"415","2008-08-25",37.860001
"416","2008-08-26",37.700001
"417","2008-08-27",38.77
"418","2008-08-28",39.110001
"419","2008-08-29",38.810001
"420","2008-09-02",36.509998
"421","2008-09-03",35.57
"422","2008-09-04",33.880001
"423","2008-09-05",34.040001
"424","2008-09-08",32.779999
"425","2008-09-09",30.629999
"426","2008-09-10",32.139999
"427","2008-09-11",32.009998
"428","2008-09-12",33.139999
"429","2008-09-15",29.9
"430","2008-09-16",30.219999
"431","2008-09-17",27.91
"432","2008-09-18",27.91
"433","2008-09-19",32.400002
"434","2008-09-22",30.860001
"435","2008-09-23",29.4
"436","2008-09-24",28.6
"437","2008-09-25",29.01
"438","2008-09-26",28.01
"439","2008-09-29",24.790001
"440","2008-09-30",25.65
"441","2008-10-01",25.17
"442","2008-10-02",23.459999
"443","2008-10-03",24.4
"444","2008-10-06",24.059999
"445","2008-10-07",21.190001
"446","2008-10-08",21
"447","2008-10-09",19.02
"448","2008-10-10",18.879999
"449","2008-10-13",22.35
"450","2008-10-14",20.84
"451","2008-10-15",17.780001
"452","2008-10-16",20.32
"453","2008-10-17",20.18
"454","2008-10-20",21.959999
"455","2008-10-21",21.84
"456","2008-10-22",19.870001
