"","date","OFED"
"162","2011-09-06",10.95
"163","2011-09-07",11.2
"164","2011-09-08",11.2
"165","2011-09-09",11.2
"166","2011-09-12",11.2
"167","2011-09-13",11.2
"168","2011-09-14",11.01
"169","2011-09-15",12.07
"170","2011-09-16",12.07
"171","2011-09-19",12.07
"172","2011-09-20",12.07
"173","2011-09-21",12.07
"174","2011-09-22",12.07
"175","2011-09-23",12.07
"176","2011-09-26",10.96
"177","2011-09-27",11.35
"178","2011-09-28",11.35
"179","2011-09-29",11.35
"180","2011-09-30",11.35
"181","2011-10-03",11.35
"182","2011-10-04",11.35
"183","2011-10-05",11.27
"184","2011-10-06",11.35
"185","2011-10-07",11.35
"186","2011-10-10",11.35
"187","2011-10-11",11.35
"188","2011-10-12",11.35
"189","2011-10-13",11.35
"190","2011-10-14",11.35
"191","2011-10-17",11.35
"192","2011-10-18",11.35
"193","2011-10-19",11.35
"194","2011-10-20",11.35
"195","2011-10-21",11.35
"196","2011-10-24",11.35
"197","2011-10-25",11.35
"198","2011-10-26",11.35
"199","2011-10-27",11.35
"200","2011-10-28",11.35
"201","2011-10-31",11.35
"202","2011-11-01",11.25
"203","2011-11-02",11.5
"204","2011-11-03",11.5
"205","2011-11-04",11.5
"206","2011-11-07",11.16
"207","2011-11-08",11.16
"208","2011-11-09",11.75
"209","2011-11-10",11.75
"210","2011-11-11",11.75
"211","2011-11-14",11.14
"212","2011-11-15",10.95
"213","2011-11-16",10.95
"214","2011-11-17",10.95
"215","2011-11-18",10.95
"216","2011-11-21",10.95
"217","2011-11-22",10.95
"218","2011-11-23",11.25
"219","2011-11-25",11.25
"220","2011-11-28",11.25
"221","2011-11-29",11.25
"222","2011-11-30",11.25
"223","2011-12-01",11.25
"224","2011-12-02",11.25
"225","2011-12-05",11.25
"226","2011-12-06",11.25
"227","2011-12-07",11.25
"228","2011-12-08",11.25
"229","2011-12-09",11.25
"230","2011-12-12",11.25
"231","2011-12-13",11.25
"232","2011-12-14",11.01
"233","2011-12-15",11.01
"234","2011-12-16",11.01
"235","2011-12-19",11.01
"236","2011-12-20",11.36
"237","2011-12-21",11.78
"238","2011-12-22",11.78
"239","2011-12-23",11.5
"240","2011-12-27",11.5
"241","2011-12-28",11.5
"242","2011-12-29",11.5
"243","2011-12-30",12
"244","2012-01-03",12
"245","2012-01-04",12.05
"246","2012-01-05",12.05
"247","2012-01-06",12.05
"248","2012-01-09",12.05
"249","2012-01-10",12.05
"250","2012-01-11",11.85
"251","2012-01-12",11.85
"252","2012-01-13",11.85
"253","2012-01-17",11.85
"254","2012-01-18",11.85
"255","2012-01-19",11.55
"256","2012-01-20",11.55
"257","2012-01-23",11.55
"258","2012-01-24",11.6
"259","2012-01-25",11.5
"260","2012-01-26",11.5
"261","2012-01-27",11.5
"262","2012-01-30",11.5
"263","2012-01-31",11.55
"264","2012-02-01",11.55
"265","2012-02-02",11.55
"266","2012-02-03",11.55
"267","2012-02-06",11.55
"268","2012-02-07",11.55
"269","2012-02-08",11.55
"270","2012-02-09",11.55
"271","2012-02-10",11.5
"272","2012-02-13",11.51
"273","2012-02-14",11.51
"274","2012-02-15",12
"275","2012-02-16",12
"276","2012-02-17",11.51
"277","2012-02-21",11.51
"278","2012-02-22",11.51
"279","2012-02-23",11.51
"280","2012-02-24",11.51
"281","2012-02-27",11.51
"282","2012-02-28",11.51
"283","2012-02-29",12
"284","2012-03-01",12
"285","2012-03-02",12
"286","2012-03-05",12
"287","2012-03-06",12
"288","2012-03-07",12
"289","2012-03-08",12
"290","2012-03-09",12
"291","2012-03-12",11.5
"292","2012-03-13",11.5
"293","2012-03-14",11.5
"294","2012-03-15",11.5
"295","2012-03-16",11.97
"296","2012-03-19",11.59
"297","2012-03-20",11.59
"298","2012-03-21",11.59
"299","2012-03-22",11.59
"300","2012-03-23",11.63
"301","2012-03-26",11.63
"302","2012-03-27",11.69
"303","2012-03-28",11.58
"304","2012-03-29",11.58
"305","2012-03-30",11.58
"306","2012-04-02",11.58
"307","2012-04-03",11.58
"308","2012-04-04",12
"309","2012-04-05",12
"310","2012-04-09",12
"311","2012-04-10",12
"312","2012-04-11",12
"313","2012-04-12",12
"314","2012-04-13",12
"315","2012-04-16",12
"316","2012-04-17",12
"317","2012-04-18",12
"318","2012-04-19",12
"319","2012-04-20",11.9
"320","2012-04-23",12.26
"321","2012-04-24",12.44
"322","2012-04-25",12.44
"323","2012-04-26",12.5
"324","2012-04-27",11.58
"325","2012-04-30",11.58
"326","2012-05-01",11.58
"327","2012-05-02",12.62
"328","2012-05-03",12.12
"329","2012-05-04",12.02
"330","2012-05-07",12.19
"331","2012-05-08",12.19
"332","2012-05-09",12.25
"333","2012-05-10",12.25
"334","2012-05-11",12.25
"335","2012-05-14",12
"336","2012-05-15",12
"337","2012-05-16",12
"338","2012-05-17",12
"339","2012-05-18",12
"340","2012-05-21",12
"341","2012-05-22",12
"342","2012-05-23",12
"343","2012-05-24",12
"344","2012-05-25",12
"345","2012-05-29",12
"346","2012-05-30",12
"347","2012-05-31",12.61
"348","2012-06-01",12.45
"349","2012-06-04",12.45
"350","2012-06-05",12.45
"351","2012-06-06",12.24
"352","2012-06-07",12.23
"353","2012-06-08",12.17
"354","2012-06-11",12.14
"355","2012-06-12",12.25
"356","2012-06-13",12.25
"357","2012-06-14",12.25
"358","2012-06-15",12.25
"359","2012-06-18",12
"360","2012-06-19",12.1
"361","2012-06-20",12.61
"362","2012-06-21",12.61
"363","2012-06-22",12.61
"364","2012-06-25",12.26
"365","2012-06-26",12.3
"366","2012-06-27",12.3
"367","2012-06-28",12.3
"368","2012-06-29",13
"369","2012-07-02",13
"370","2012-07-03",13
"371","2012-07-05",12.28
"372","2012-07-06",12.92
"373","2012-07-09",13
"374","2012-07-10",13
"375","2012-07-11",13.05
"376","2012-07-12",13.05
"377","2012-07-13",13
"378","2012-07-16",13
"379","2012-07-17",13
"380","2012-07-18",13
"381","2012-07-19",13
"382","2012-07-20",13
"383","2012-07-23",13
"384","2012-07-24",13
"385","2012-07-25",13
"386","2012-07-26",13.44
"387","2012-07-27",13.44
"388","2012-07-30",13.44
"389","2012-07-31",13.44
"390","2012-08-01",13
"391","2012-08-02",12.56
"392","2012-08-03",12.56
"393","2012-08-06",13.5
"394","2012-08-07",13.5
"395","2012-08-08",14
"396","2012-08-09",14
"397","2012-08-10",13.19
"398","2012-08-13",13.71
"399","2012-08-14",13.71
"400","2012-08-15",13.71
"401","2012-08-16",13.71
"402","2012-08-17",13.71
"403","2012-08-20",13.71
"404","2012-08-21",13.71
"405","2012-08-22",12.88
"406","2012-08-23",12.6
"407","2012-08-24",12.6
"408","2012-08-27",13.5
"409","2012-08-28",13
"410","2012-08-29",13
"411","2012-08-30",13.25
"412","2012-08-31",13.25
"413","2012-09-04",13.25
"414","2012-09-05",13
"415","2012-09-06",13
"416","2012-09-07",13
"417","2012-09-10",12.95
"418","2012-09-11",12.9
"419","2012-09-12",12.9
"420","2012-09-13",13.5
"421","2012-09-14",13.5
"422","2012-09-17",13.5
"423","2012-09-18",13.5
"424","2012-09-19",13.5
"425","2012-09-20",13.5
"426","2012-09-21",14
"427","2012-09-24",14
"428","2012-09-25",14
"429","2012-09-26",14
"430","2012-09-27",14
"431","2012-09-28",15.7
"432","2012-10-01",14.8
"433","2012-10-02",14.8
"434","2012-10-03",14.8
"435","2012-10-04",16.950001
"436","2012-10-05",16.01
"437","2012-10-08",16.01
"438","2012-10-09",16.01
"439","2012-10-10",16.01
"440","2012-10-11",16.01
"441","2012-10-12",16.01
"442","2012-10-15",15
"443","2012-10-16",14.94
"444","2012-10-17",14.94
"445","2012-10-18",14.94
"446","2012-10-19",14.94
"447","2012-10-22",14.92
"448","2012-10-23",14.92
"449","2012-10-24",14.92
"450","2012-10-25",15
"451","2012-10-26",15
"452","2012-10-31",15
"453","2012-11-01",16
"454","2012-11-02",17
"455","2012-11-05",16.799999
"456","2012-11-06",16.799999
"457","2012-11-07",16.549999
"458","2012-11-08",16.549999
"459","2012-11-09",16.549999
"460","2012-11-12",16.549999
"461","2012-11-13",16.549999
"462","2012-11-14",16.549999
"463","2012-11-15",16.549999
"464","2012-11-16",16.549999
"465","2012-11-19",16.549999
"466","2012-11-20",16.75
"467","2012-11-21",16.75
"468","2012-11-23",16.75
"469","2012-11-26",16.75
"470","2012-11-27",15.5
"471","2012-11-28",15.5
"472","2012-11-29",15.5
"473","2012-11-30",15.5
"474","2012-12-03",15.5
"475","2012-12-04",15.5
"476","2012-12-05",15.5
"477","2012-12-06",15.5
"478","2012-12-07",15.57
"479","2012-12-10",15.7
"480","2012-12-11",15.77
"481","2012-12-12",15.85
"482","2012-12-13",15.85
"483","2012-12-14",15.03
"484","2012-12-17",14.58
"485","2012-12-18",14.36
"486","2012-12-19",14.36
"487","2012-12-20",14.36
"488","2012-12-21",14.52
"489","2012-12-24",15.5
"490","2012-12-26",15.5
"491","2012-12-27",14.51
"492","2012-12-28",14.52
"493","2012-12-31",14.53
"494","2013-01-02",14.58
"495","2013-01-03",14.58
"496","2013-01-04",14.58
"497","2013-01-07",14.58
"498","2013-01-08",14.8
"499","2013-01-09",14.8
"500","2013-01-10",14.79
"501","2013-01-11",14.79
"502","2013-01-14",14.79
"503","2013-01-15",14.71
"504","2013-01-16",14.71
"505","2013-01-17",14.71
"506","2013-01-18",14.59
"507","2013-01-22",14.59
"508","2013-01-23",14.59
"509","2013-01-24",14.59
"510","2013-01-25",14.59
"511","2013-01-28",14.59
"512","2013-01-29",14.59
"513","2013-01-30",14.59
"514","2013-01-31",14.59
"515","2013-02-01",14.61
"516","2013-02-04",14.61
"517","2013-02-05",14.61
"518","2013-02-06",14.61
"519","2013-02-07",14.61
"520","2013-02-08",14.61
"521","2013-02-11",14.61
"522","2013-02-12",14.61
"523","2013-02-13",14.61
"524","2013-02-14",14.62
"525","2013-02-15",14.62
"526","2013-02-19",14.62
"527","2013-02-20",14.62
"528","2013-02-21",14.81
"529","2013-02-22",14.42
"530","2013-02-25",14.64
"531","2013-02-26",14.55
"532","2013-02-27",15.24
"533","2013-02-28",15.24
"534","2013-03-01",15.24
"535","2013-03-04",15.5
"536","2013-03-05",15.5
"537","2013-03-06",15.5
"538","2013-03-07",15.5
"539","2013-03-08",15.5
"540","2013-03-11",15.07
"541","2013-03-12",15.01
"542","2013-03-13",15.01
"543","2013-03-14",15.01
"544","2013-03-15",15.01
"545","2013-03-18",15.16
"546","2013-03-19",15.5
"547","2013-03-20",15.5
"548","2013-03-21",15.51
"549","2013-03-22",15.51
"550","2013-03-25",15.51
"551","2013-03-26",15.51
"552","2013-03-27",15.51
"553","2013-03-28",15.5
"554","2013-04-01",15.5
"555","2013-04-02",15.5
"556","2013-04-03",15.5
"557","2013-04-04",15.26
"558","2013-04-05",15.5
"559","2013-04-08",15.5
"560","2013-04-09",15.5
"561","2013-04-10",15.25
"562","2013-04-11",15.25
"563","2013-04-12",15.25
"564","2013-04-15",15.5
"565","2013-04-16",15.5
"566","2013-04-17",15.5
"567","2013-04-18",15.5
"568","2013-04-19",15.5
"569","2013-04-22",15.5
"570","2013-04-23",15.5
"571","2013-04-24",15.25
"572","2013-04-25",15
"573","2013-04-26",15.72
"574","2013-04-29",15.72
"575","2013-04-30",15.52
"576","2013-05-01",15.41
"577","2013-05-02",15.41
"578","2013-05-03",15.41
"579","2013-05-06",15.41
"580","2013-05-07",15.41
"581","2013-05-08",15.4
"582","2013-05-09",15.4
"583","2013-05-10",15.4
"584","2013-05-13",15.27
"585","2013-05-14",15.5
"586","2013-05-15",15.5
"587","2013-05-16",15.5
"588","2013-05-17",15.74
"589","2013-05-20",15.74
"590","2013-05-21",15.75
"591","2013-05-22",15.75
"592","2013-05-23",15.5
"593","2013-05-24",15.52
"594","2013-05-28",15.52
"595","2013-05-29",15.5
"596","2013-05-30",15.5
"597","2013-05-31",15.5
"598","2013-06-03",15.5
"599","2013-06-04",15.4
"600","2013-06-05",15.4
"601","2013-06-06",15.4
"602","2013-06-07",15.37
"603","2013-06-10",15.3
"604","2013-06-11",15.3
"605","2013-06-12",15.29
"606","2013-06-13",14.46
"607","2013-06-14",14.99
"608","2013-06-17",14.99
"609","2013-06-18",15
"610","2013-06-19",14.6
"611","2013-06-20",14.99
"612","2013-06-21",15
"613","2013-06-24",15.39
"614","2013-06-25",14.57
"615","2013-06-26",15.47
"616","2013-06-27",14.92
"617","2013-06-28",14.81
"618","2013-07-01",14.94
"619","2013-07-02",14.94
"620","2013-07-03",14.99
"621","2013-07-05",14.95
"622","2013-07-08",15.2
"623","2013-07-09",15.37
"624","2013-07-10",15.37
"625","2013-07-11",15.56
"626","2013-07-12",15.59
"627","2013-07-15",15.17
"628","2013-07-16",15.55
"629","2013-07-17",15.8
"630","2013-07-18",15.8
"631","2013-07-19",15.8
"632","2013-07-22",16.07
"633","2013-07-23",16.08
"634","2013-07-24",16.049999
"635","2013-07-25",16.09
"636","2013-07-26",16.1
"637","2013-07-29",16.1
"638","2013-07-30",16.1
"639","2013-07-31",16.1
"640","2013-08-01",16.43
"641","2013-08-02",16.43
"642","2013-08-05",16.25
"643","2013-08-06",17.07
"644","2013-08-07",17.15
"645","2013-08-08",17.15
"646","2013-08-09",17.190001
"647","2013-08-12",17.219999
"648","2013-08-13",17.25
"649","2013-08-14",17.25
"650","2013-08-15",17.25
"651","2013-08-16",17.200001
"652","2013-08-19",17
"653","2013-08-20",17.02
"654","2013-08-21",17.02
"655","2013-08-22",17.02
"656","2013-08-23",17.02
"657","2013-08-26",17.059999
"658","2013-08-27",17.049999
"659","2013-08-28",17.049999
"660","2013-08-29",17.040001
"661","2013-08-30",17.040001
"662","2013-09-03",16.85
"663","2013-09-04",16.950001
"664","2013-09-05",16.959999
"665","2013-09-06",16.950001
"666","2013-09-09",16.950001
"667","2013-09-10",16.950001
"668","2013-09-11",16.950001
"669","2013-09-12",16.950001
"670","2013-09-13",16.950001
"671","2013-09-16",16.780001
"672","2013-09-17",16.780001
"673","2013-09-18",16.540001
"674","2013-09-19",16.540001
"675","2013-09-20",16.889999
"676","2013-09-23",16.559999
"677","2013-09-24",16.5
"678","2013-09-25",16.5
"679","2013-09-26",16.5
"680","2013-09-27",16.5
"681","2013-09-30",16.5
"682","2013-10-01",16.52
"683","2013-10-02",16.66
"684","2013-10-03",16.66
"685","2013-10-04",16.940001
"686","2013-10-07",16.5
"687","2013-10-08",16.58
"688","2013-10-09",16.58
"689","2013-10-10",16.58
"690","2013-10-11",16.58
"691","2013-10-14",16.58
"692","2013-10-15",16.549999
"693","2013-10-16",16.549999
"694","2013-10-17",16.549999
"695","2013-10-18",16.549999
"696","2013-10-21",16.549999
"697","2013-10-22",16.5
"698","2013-10-23",16.549999
"699","2013-10-24",16.75
"700","2013-10-25",16.75
"701","2013-10-28",16.75
"702","2013-10-29",16.75
"703","2013-10-30",16.75
"704","2013-10-31",16.75
"705","2013-11-01",16.75
"706","2013-11-04",16.5
"707","2013-11-05",17.209999
"708","2013-11-06",17.209999
"709","2013-11-07",17.209999
"710","2013-11-08",17.200001
"711","2013-11-11",17.200001
"712","2013-11-12",17.16
"713","2013-11-13",17.16
"714","2013-11-14",17.16
"715","2013-11-15",17.16
"716","2013-11-18",17.16
"717","2013-11-19",16.48
"718","2013-11-20",16.549999
"719","2013-11-21",16.549999
"720","2013-11-22",16.85
"721","2013-11-25",17.25
"722","2013-11-26",17.25
"723","2013-11-27",17.25
"724","2013-11-29",17.25
"725","2013-12-02",17.629999
"726","2013-12-03",17.629999
"727","2013-12-04",17.6
"728","2013-12-05",17.5
"729","2013-12-06",17.5
"730","2013-12-09",17.66
"731","2013-12-10",17.75
"732","2013-12-11",17.74
"733","2013-12-12",17.75
"734","2013-12-13",17.75
"735","2013-12-16",17.059999
"736","2013-12-17",17.059999
"737","2013-12-18",17.26
"738","2013-12-19",17.379999
"739","2013-12-20",17.059999
"740","2013-12-23",17.059999
"741","2013-12-24",17.059999
"742","2013-12-26",17.74
"743","2013-12-27",17.75
"744","2013-12-30",17.65
"745","2013-12-31",17.6
"746","2014-01-02",17.6
"747","2014-01-03",17.559999
"748","2014-01-06",17.040001
"749","2014-01-07",17.040001
"750","2014-01-08",17.42
"751","2014-01-09",17.42
"752","2014-01-10",17.42
"753","2014-01-13",17.629999
"754","2014-01-14",17.629999
"755","2014-01-15",17.629999
"756","2014-01-16",17.629999
"757","2014-01-17",17.629999
"758","2014-01-21",17.629999
"759","2014-01-22",17
"760","2014-01-23",17
"761","2014-01-24",17
"762","2014-01-27",17
"763","2014-01-28",17
"764","2014-01-29",17
"765","2014-01-30",17.49
"766","2014-01-31",17.49
"767","2014-02-03",17.49
"768","2014-02-04",17.25
"769","2014-02-05",17.360001
"770","2014-02-06",17
"771","2014-02-07",17
"772","2014-02-10",17
"773","2014-02-11",17
"774","2014-02-12",17
"775","2014-02-13",17.49
"776","2014-02-14",17.440001
"777","2014-02-18",17.370001
"778","2014-02-19",17.370001
"779","2014-02-20",17.280001
"780","2014-02-21",17.4
"781","2014-02-24",17.4
"782","2014-02-25",17.4
"783","2014-02-26",17.200001
"784","2014-02-27",17.200001
"785","2014-02-28",17.25
"786","2014-03-03",17.25
"787","2014-03-04",17.25
"788","2014-03-05",17.25
"789","2014-03-06",17.299999
"790","2014-03-07",17.030001
"791","2014-03-10",17.030001
"792","2014-03-11",17.299999
"793","2014-03-12",17.26
"794","2014-03-13",17.299999
"795","2014-03-14",17.35
"796","2014-03-17",17.299999
"797","2014-03-18",17.299999
"798","2014-03-19",17.299999
"799","2014-03-20",17.299999
"800","2014-03-21",17.299999
"801","2014-03-24",17.75
"802","2014-03-25",17.5
"803","2014-03-26",17.74
"804","2014-03-27",17.74
"805","2014-03-28",17.5
"806","2014-03-31",17.35
"807","2014-04-01",17.360001
"808","2014-04-02",17.33
"809","2014-04-03",17.700001
"810","2014-04-04",17.700001
"811","2014-04-07",17.700001
"812","2014-04-08",17.450001
"813","2014-04-09",17.450001
"814","2014-04-10",17.549999
"815","2014-04-11",17.549999
"816","2014-04-14",17.75
"817","2014-04-15",17.73
"818","2014-04-16",17.700001
"819","2014-04-17",17.719999
"820","2014-04-21",17.5
"821","2014-04-22",17.75
"822","2014-04-23",17.75
"823","2014-04-24",17.75
"824","2014-04-25",17.75
"825","2014-04-28",17.75
"826","2014-04-29",17.75
"827","2014-04-30",17.75
"828","2014-05-01",17.5
"829","2014-05-02",17.5
"830","2014-05-05",17.5
"831","2014-05-06",17.5
"832","2014-05-07",17.5
"833","2014-05-08",17.5
"834","2014-05-09",17.73
"835","2014-05-12",17.73
"836","2014-05-13",17.73
"837","2014-05-14",17.709999
"838","2014-05-15",17.709999
"839","2014-05-16",17.700001
"840","2014-05-19",17.700001
"841","2014-05-20",18
"842","2014-05-21",17.950001
"843","2014-05-22",17.950001
"844","2014-05-23",17.950001
"845","2014-05-27",17.950001
"846","2014-05-28",17.73
"847","2014-05-29",17.73
"848","2014-05-30",17.700001
"849","2014-06-02",17.74
"850","2014-06-03",17.74
"851","2014-06-04",17.74
"852","2014-06-05",17.74
"853","2014-06-06",17.639999
"854","2014-06-09",17.09
"855","2014-06-10",17.1
"856","2014-06-11",17.200001
"857","2014-06-12",17
"858","2014-06-13",17
"859","2014-06-16",17
"860","2014-06-17",17
"861","2014-06-18",17
"862","2014-06-19",17.02
"863","2014-06-20",18.25
"864","2014-06-23",17.91
"865","2014-06-24",18.01
"866","2014-06-25",18
"867","2014-06-26",18.26
"868","2014-06-27",18.209999
"869","2014-06-30",18.059999
"870","2014-07-01",18.059999
"871","2014-07-02",17.32
"872","2014-07-03",17.26
"873","2014-07-07",17.32
"874","2014-07-08",17.360001
"875","2014-07-09",17.41
"876","2014-07-10",17.41
"877","2014-07-11",17.41
"878","2014-07-14",17.41
"879","2014-07-15",17.41
"880","2014-07-16",17.41
"881","2014-07-17",17.41
"882","2014-07-18",17.41
"883","2014-07-21",17.41
"884","2014-07-22",17.41
"885","2014-07-23",17.41
"886","2014-07-24",17.41
"887","2014-07-25",17.41
"888","2014-07-28",17.41
"889","2014-07-29",17.41
"890","2014-07-30",17.41
"891","2014-07-31",17.41
"892","2014-08-01",17
"893","2014-08-04",17
"894","2014-08-05",17
"895","2014-08-06",17
"896","2014-08-07",17
"897","2014-08-08",17
"898","2014-08-11",17.620001
"899","2014-08-12",17.610001
"900","2014-08-13",17.540001
"901","2014-08-14",17.32
"902","2014-08-15",17.889999
"903","2014-08-18",17.6
"904","2014-08-19",17.709999
"905","2014-08-20",17.719999
"906","2014-08-21",17.719999
"907","2014-08-22",17.969999
"908","2014-08-25",17.469999
"909","2014-08-26",17.799999
"910","2014-08-27",17.809999
"911","2014-08-28",17.809999
"912","2014-08-29",18.17
"913","2014-09-02",18.17
"914","2014-09-03",18
"915","2014-09-04",18
"916","2014-09-05",18
"917","2014-09-08",17.450001
"918","2014-09-09",17.780001
"919","2014-09-10",17.76
"920","2014-09-11",17.76
"921","2014-09-12",17.700001
"922","2014-09-15",17.700001
"923","2014-09-16",17.65
"924","2014-09-17",17.65
"925","2014-09-18",17.65
"926","2014-09-19",18.4
"927","2014-09-22",17.889999
"928","2014-09-23",17.780001
"929","2014-09-24",17.780001
"930","2014-09-25",17.780001
"931","2014-09-26",18.5
"932","2014-09-29",18.5
"933","2014-09-30",18.5
"934","2014-10-01",18.5
"935","2014-10-02",18.5
"936","2014-10-03",18.5
"937","2014-10-06",18.5
"938","2014-10-07",18.5
"939","2014-10-08",18.5
"940","2014-10-09",18.5
"941","2014-10-10",18.5
"942","2014-10-13",18.5
"943","2014-10-14",18.5
"944","2014-10-15",18.5
"945","2014-10-16",18.5
"946","2014-10-17",18.5
"947","2014-10-20",18.5
"948","2014-10-21",18.5
"949","2014-10-22",18.5
"950","2014-10-23",18.5
"951","2014-10-24",18.530001
"952","2014-10-27",18.530001
"953","2014-10-28",18.530001
"954","2014-10-29",18.4
"955","2014-10-30",18.99
"956","2014-10-31",18.99
"957","2014-11-03",18.969999
"958","2014-11-04",19
"959","2014-11-05",19
"960","2014-11-06",19
"961","2014-11-07",19
"962","2014-11-10",19
"963","2014-11-11",19
"964","2014-11-12",19
"965","2014-11-13",19
"966","2014-11-14",19
"967","2014-11-17",19
"968","2014-11-18",19
"969","2014-11-19",19
"970","2014-11-20",18.9
"971","2014-11-21",18.9
"972","2014-11-24",18.9
"973","2014-11-25",18.9
"974","2014-11-26",18.9
"975","2014-11-28",18.950001
"976","2014-12-01",19.030001
"977","2014-12-02",19.030001
"978","2014-12-03",19.030001
"979","2014-12-04",19.26
"980","2014-12-05",19.26
"981","2014-12-08",21
"982","2014-12-09",21
"983","2014-12-10",19.059999
"984","2014-12-11",20
"985","2014-12-12",20
"986","2014-12-15",19.01
"987","2014-12-16",19.01
"988","2014-12-17",19.01
"989","2014-12-18",19.01
"990","2014-12-19",19.01
"991","2014-12-22",19.01
"992","2014-12-23",19.01
"993","2014-12-24",19.01
"994","2014-12-26",19.01
"995","2014-12-29",19.01
"996","2014-12-30",20
"997","2014-12-31",20
"998","2015-01-02",20
"999","2015-01-05",20
"1000","2015-01-06",19.01
"1001","2015-01-07",19.5
"1002","2015-01-08",20.01
"1003","2015-01-09",20.01
"1004","2015-01-12",20.01
"1005","2015-01-13",20.01
"1006","2015-01-14",20.01
"1007","2015-01-15",20.01
