"","date","TRGP"
"1","2010-12-07",24.700001
"2","2010-12-08",25.65
"3","2010-12-09",25.57
"4","2010-12-10",25.639999
"5","2010-12-13",26.52
"6","2010-12-14",26.540001
"7","2010-12-15",26.059999
"8","2010-12-16",26.809999
"9","2010-12-17",27.309999
"10","2010-12-20",27.530001
"11","2010-12-21",27.049999
"12","2010-12-22",26.879999
"13","2010-12-23",26.860001
"14","2010-12-27",26.51
"15","2010-12-28",26.799999
"16","2010-12-29",27.15
"17","2010-12-30",27.030001
"18","2010-12-31",26.809999
"19","2011-01-03",27
"20","2011-01-04",27.16
"21","2011-01-05",27.34
"22","2011-01-06",27.99
"23","2011-01-07",27.799999
"24","2011-01-10",27.4
"25","2011-01-11",27.59
"26","2011-01-12",28.35
"27","2011-01-13",28.030001
"28","2011-01-14",28.309999
"29","2011-01-18",29.34
"30","2011-01-19",28.870001
"31","2011-01-20",29.41
"32","2011-01-21",29.41
"33","2011-01-24",30.1
"34","2011-01-25",30.190001
"35","2011-01-26",30.4
"36","2011-01-27",30.389999
"37","2011-01-28",30.58
"38","2011-01-31",30.73
"39","2011-02-01",30.65
"40","2011-02-02",30.16
"41","2011-02-03",29.379999
"42","2011-02-04",30.02
"43","2011-02-07",30
"44","2011-02-08",31.200001
"45","2011-02-09",31.360001
"46","2011-02-10",30.98
"47","2011-02-11",31.02
"48","2011-02-14",31.440001
"49","2011-02-15",31.879999
"50","2011-02-16",32.220001
"51","2011-02-17",32.099998
"52","2011-02-18",32.34
"53","2011-02-22",31.91
"54","2011-02-23",31.940001
"55","2011-02-24",32.040001
"56","2011-02-25",32.599998
"57","2011-02-28",32.77
"58","2011-03-01",32.599998
"59","2011-03-02",32.98
"60","2011-03-03",32.73
"61","2011-03-04",33.220001
"62","2011-03-07",33.950001
"63","2011-03-08",33.580002
"64","2011-03-09",33.169998
"65","2011-03-10",32.200001
"66","2011-03-11",32.349998
"67","2011-03-14",32.049999
"68","2011-03-15",31.940001
"69","2011-03-16",32.200001
"70","2011-03-17",33.349998
"71","2011-03-18",34.82
"72","2011-03-21",35.490002
"73","2011-03-22",36.25
"74","2011-03-23",34.959999
"75","2011-03-24",34.75
"76","2011-03-25",35.349998
"77","2011-03-28",35.18
"78","2011-03-29",35.360001
"79","2011-03-30",35.5
"80","2011-03-31",36.240002
"81","2011-04-01",36.040001
"82","2011-04-04",33.880001
"83","2011-04-05",33.950001
"84","2011-04-06",33.77
"85","2011-04-07",33.599998
"86","2011-04-08",33.490002
"87","2011-04-11",33.060001
"88","2011-04-12",32.779999
"89","2011-04-13",33.529999
"90","2011-04-14",33.27
"91","2011-04-15",33.77
"92","2011-04-18",33.740002
"93","2011-04-19",32.73
"94","2011-04-20",35
"95","2011-04-21",34.639999
"96","2011-04-25",34.540001
"97","2011-04-26",35.52
"98","2011-04-27",35.98
"99","2011-04-28",35.75
"100","2011-04-29",35.02
"101","2011-05-02",34.34
"102","2011-05-03",34.34
"103","2011-05-04",33.75
"104","2011-05-05",33.09
"105","2011-05-06",33.959999
"106","2011-05-09",34.830002
"107","2011-05-10",34.450001
"108","2011-05-11",33.599998
"109","2011-05-12",33.16
"110","2011-05-13",33.150002
"111","2011-05-16",32.5
"112","2011-05-17",32.009998
"113","2011-05-18",32.07
"114","2011-05-19",32.330002
"115","2011-05-20",32.040001
"116","2011-05-23",32.18
"117","2011-05-24",32.459999
"118","2011-05-25",33.200001
"119","2011-05-26",33.41
"120","2011-05-27",34.400002
"121","2011-05-31",34.919998
"122","2011-06-01",34.189999
"123","2011-06-02",33.200001
"124","2011-06-03",33.200001
"125","2011-06-06",32.59
"126","2011-06-07",32.369999
"127","2011-06-08",32.669998
"128","2011-06-09",33.59
"129","2011-06-10",33.349998
"130","2011-06-13",32.23
"131","2011-06-14",32.290001
"132","2011-06-15",31.299999
"133","2011-06-16",30.66
"134","2011-06-17",30.57
"135","2011-06-20",30.709999
"136","2011-06-21",31.049999
"137","2011-06-22",30.85
"138","2011-06-23",31.34
"139","2011-06-24",31.49
"140","2011-06-27",31.58
"141","2011-06-28",32.700001
"142","2011-06-29",33.34
"143","2011-06-30",33.459999
"144","2011-07-01",33.029999
"145","2011-07-05",32.950001
"146","2011-07-06",32.91
"147","2011-07-07",33.790001
"148","2011-07-08",34.23
"149","2011-07-11",33.48
"150","2011-07-12",33.240002
"151","2011-07-13",33.240002
"152","2011-07-14",33.450001
"153","2011-07-15",33.939999
"154","2011-07-18",34.029999
"155","2011-07-19",34.02
"156","2011-07-20",33.560001
"157","2011-07-21",33.91
"158","2011-07-22",34.189999
"159","2011-07-25",33.790001
"160","2011-07-26",33.5
"161","2011-07-27",33.549999
"162","2011-07-28",34.360001
"163","2011-07-29",33.759998
"164","2011-08-01",34.549999
"165","2011-08-02",33.639999
"166","2011-08-03",33.5
"167","2011-08-04",31.23
"168","2011-08-05",30.73
"169","2011-08-08",26.68
"170","2011-08-09",30.120001
"171","2011-08-10",30.440001
"172","2011-08-11",32.540001
"173","2011-08-12",31.98
"174","2011-08-15",32.689999
"175","2011-08-16",31.82
"176","2011-08-17",31.92
"177","2011-08-18",30.35
"178","2011-08-19",30.200001
"179","2011-08-22",28.84
"180","2011-08-23",29.110001
"181","2011-08-24",29.15
"182","2011-08-25",28.93
"183","2011-08-26",29.120001
"184","2011-08-29",29.42
"185","2011-08-30",29.540001
"186","2011-08-31",29.84
"187","2011-09-01",30.139999
"188","2011-09-02",30.6
"189","2011-09-06",30.549999
"190","2011-09-07",30.6
"191","2011-09-08",30.799999
"192","2011-09-09",30.16
"193","2011-09-12",30.51
"194","2011-09-13",31.51
"195","2011-09-14",31.559999
"196","2011-09-15",31.49
"197","2011-09-16",31.58
"198","2011-09-19",31.84
"199","2011-09-20",31.49
"200","2011-09-21",30.83
"201","2011-09-22",30.139999
"202","2011-09-23",30.290001
"203","2011-09-26",30.24
"204","2011-09-27",30.67
"205","2011-09-28",30.4
"206","2011-09-29",30.23
"207","2011-09-30",29.75
"208","2011-10-03",28.110001
"209","2011-10-04",28.83
"210","2011-10-05",29.73
"211","2011-10-06",29.870001
"212","2011-10-07",30.07
"213","2011-10-10",31.309999
"214","2011-10-11",31.49
"215","2011-10-12",32.119999
"216","2011-10-13",31.67
"217","2011-10-14",32.189999
"218","2011-10-17",32.16
"219","2011-10-18",32.630001
"220","2011-10-19",33.040001
"221","2011-10-20",32.48
"222","2011-10-21",32.900002
"223","2011-10-24",33.02
"224","2011-10-25",32.540001
"225","2011-10-26",32.75
"226","2011-10-27",34.41
"227","2011-10-28",34.080002
"228","2011-10-31",33.740002
"229","2011-11-01",33.240002
"230","2011-11-02",33.290001
"231","2011-11-03",33.98
"232","2011-11-04",34.209999
"233","2011-11-07",34.259998
"234","2011-11-08",34.84
"235","2011-11-09",33.09
"236","2011-11-10",34.150002
"237","2011-11-11",33.900002
"238","2011-11-14",34.119999
"239","2011-11-15",34.259998
"240","2011-11-16",34
"241","2011-11-17",33.560001
"242","2011-11-18",33.34
"243","2011-11-21",33.009998
"244","2011-11-22",33.169998
"245","2011-11-23",32.810001
"246","2011-11-25",32.77
"247","2011-11-28",33.299999
"248","2011-11-29",33.369999
"249","2011-11-30",34.57
"250","2011-12-01",35.23
"251","2011-12-02",37.369999
"252","2011-12-05",38.220001
"253","2011-12-06",38.41
"254","2011-12-07",38.59
"255","2011-12-08",37.5
"256","2011-12-09",38.66
"257","2011-12-12",38.549999
"258","2011-12-13",38.700001
"259","2011-12-14",37.950001
"260","2011-12-15",37.77
"261","2011-12-16",39.360001
"262","2011-12-19",38.57
"263","2011-12-20",39.009998
"264","2011-12-21",40.02
"265","2011-12-22",39.490002
"266","2011-12-23",40.099998
"267","2011-12-27",41.049999
"268","2011-12-28",40.07
"269","2011-12-29",40.52
"270","2011-12-30",40.689999
"271","2012-01-03",41.139999
"272","2012-01-04",41
"273","2012-01-05",41.119999
"274","2012-01-06",40.790001
"275","2012-01-09",39.77
"276","2012-01-10",39.970001
"277","2012-01-11",39.790001
"278","2012-01-12",39.619999
"279","2012-01-13",40.48
"280","2012-01-17",41.27
"281","2012-01-18",41.98
"282","2012-01-19",41.650002
"283","2012-01-20",41.369999
"284","2012-01-23",41.23
"285","2012-01-24",40.799999
"286","2012-01-25",41.060001
"287","2012-01-26",41.400002
"288","2012-01-27",41.32
"289","2012-01-30",41.25
"290","2012-01-31",41.439999
"291","2012-02-01",42.349998
"292","2012-02-02",42.880001
"293","2012-02-03",43.59
"294","2012-02-06",43.48
"295","2012-02-07",43.810001
"296","2012-02-08",43.740002
"297","2012-02-09",43.52
"298","2012-02-10",43.23
"299","2012-02-13",43.23
"300","2012-02-14",43.200001
"301","2012-02-15",42.740002
"302","2012-02-16",43.200001
"303","2012-02-17",43.490002
"304","2012-02-21",43.939999
"305","2012-02-22",43.970001
"306","2012-02-23",44.849998
"307","2012-02-24",45.950001
"308","2012-02-27",46.91
"309","2012-02-28",45.759998
"310","2012-02-29",44.43
"311","2012-03-01",44.380001
"312","2012-03-02",44.200001
"313","2012-03-05",44.779999
"314","2012-03-06",44.209999
"315","2012-03-07",44.880001
"316","2012-03-08",44.779999
"317","2012-03-09",44.810001
"318","2012-03-12",45.040001
"319","2012-03-13",45.709999
"320","2012-03-14",44.380001
"321","2012-03-15",44.779999
"322","2012-03-16",44.810001
"323","2012-03-19",46.16
"324","2012-03-20",45.369999
"325","2012-03-21",45.41
"326","2012-03-22",44.84
"327","2012-03-23",45.41
"328","2012-03-26",45.709999
"329","2012-03-27",45.490002
"330","2012-03-28",44.84
"331","2012-03-29",44.73
"332","2012-03-30",45.450001
"333","2012-04-02",45.43
"334","2012-04-03",45.580002
"335","2012-04-04",45.490002
"336","2012-04-05",45.900002
"337","2012-04-09",45.060001
"338","2012-04-10",44
"339","2012-04-11",44.68
"340","2012-04-12",45.23
"341","2012-04-13",45
"342","2012-04-16",45.040001
"343","2012-04-17",45.220001
"344","2012-04-18",45.389999
"345","2012-04-19",45.98
"346","2012-04-20",46.200001
"347","2012-04-23",46.869999
"348","2012-04-24",47.220001
"349","2012-04-25",47.290001
"350","2012-04-26",47.509998
"351","2012-04-27",47.669998
"352","2012-04-30",48.09
"353","2012-05-01",48.48
"354","2012-05-02",49.209999
"355","2012-05-03",48.299999
"356","2012-05-04",48.310001
"357","2012-05-07",48.290001
"358","2012-05-08",48.610001
"359","2012-05-09",47.919998
"360","2012-05-10",48.27
"361","2012-05-11",47.919998
"362","2012-05-14",46.240002
"363","2012-05-15",44.950001
"364","2012-05-16",45.330002
"365","2012-05-17",44.310001
"366","2012-05-18",43.490002
"367","2012-05-21",43.990002
"368","2012-05-22",43.950001
"369","2012-05-23",44
"370","2012-05-24",43.599998
"371","2012-05-25",44.130001
"372","2012-05-29",45.75
"373","2012-05-30",45.02
"374","2012-05-31",44.34
"375","2012-06-01",42.529999
"376","2012-06-04",41.549999
"377","2012-06-05",42.560001
"378","2012-06-06",44.110001
"379","2012-06-07",44.07
"380","2012-06-08",43.450001
"381","2012-06-11",43.060001
"382","2012-06-12",43.330002
"383","2012-06-13",43.150002
"384","2012-06-14",43.299999
"385","2012-06-15",42.630001
"386","2012-06-18",43.169998
"387","2012-06-19",44.549999
"388","2012-06-20",44.18
"389","2012-06-21",42.32
"390","2012-06-22",41.869999
"391","2012-06-25",40.540001
"392","2012-06-26",41.369999
"393","2012-06-27",42.349998
"394","2012-06-28",42
"395","2012-06-29",42.700001
"396","2012-07-02",42.23
"397","2012-07-03",42.900002
"398","2012-07-05",42.990002
"399","2012-07-06",42.369999
"400","2012-07-09",42.709999
"401","2012-07-10",42.43
"402","2012-07-11",42.740002
"403","2012-07-12",43.060001
"404","2012-07-13",45
"405","2012-07-16",45.73
"406","2012-07-17",45.799999
"407","2012-07-18",45.5
"408","2012-07-19",45.119999
"409","2012-07-20",44.830002
"410","2012-07-23",43.990002
"411","2012-07-24",43.830002
"412","2012-07-25",43.880001
"413","2012-07-26",43.860001
"414","2012-07-27",44.509998
"415","2012-07-30",44.200001
"416","2012-07-31",44.049999
"417","2012-08-01",44.259998
"418","2012-08-02",43.849998
"419","2012-08-03",44.009998
"420","2012-08-06",44.540001
"421","2012-08-07",44.549999
"422","2012-08-08",44.490002
"423","2012-08-09",44.700001
"424","2012-08-10",44.259998
"425","2012-08-13",43.470001
"426","2012-08-14",43.169998
"427","2012-08-15",43.48
"428","2012-08-16",44.200001
"429","2012-08-17",44.16
"430","2012-08-20",44.18
"431","2012-08-21",44.18
"432","2012-08-22",44.759998
"433","2012-08-23",44.610001
"434","2012-08-24",44.790001
"435","2012-08-27",45.380001
"436","2012-08-28",45.490002
"437","2012-08-29",45.5
"438","2012-08-30",45.119999
"439","2012-08-31",45.27
"440","2012-09-04",45.509998
"441","2012-09-05",45.419998
"442","2012-09-06",46.18
"443","2012-09-07",46.740002
"444","2012-09-10",46.849998
"445","2012-09-11",47.419998
"446","2012-09-12",47.669998
"447","2012-09-13",48.34
"448","2012-09-14",49.169998
"449","2012-09-17",49.099998
"450","2012-09-18",49.400002
"451","2012-09-19",50.009998
"452","2012-09-20",50
"453","2012-09-21",50.810001
"454","2012-09-24",50.509998
"455","2012-09-25",50.209999
"456","2012-09-26",50.799999
"457","2012-09-27",50.720001
"458","2012-09-28",50.34
"459","2012-10-01",51.09
"460","2012-10-02",50.59
"461","2012-10-03",50.970001
"462","2012-10-04",50.91
"463","2012-10-05",50.580002
"464","2012-10-08",50.060001
"465","2012-10-09",50.41
"466","2012-10-10",50.66
"467","2012-10-11",50.470001
"468","2012-10-12",50.02
"469","2012-10-15",49.939999
"470","2012-10-16",51.299999
"471","2012-10-17",51.82
"472","2012-10-18",50.66
"473","2012-10-19",49.580002
"474","2012-10-22",48.91
"475","2012-10-23",49.470001
"476","2012-10-24",50.200001
"477","2012-10-25",51.130001
"478","2012-10-26",51.130001
