"","date","CTMX"
"245","2016-09-27",15.95
"246","2016-09-28",16.32
"247","2016-09-29",15.53
"248","2016-09-30",15.68
"249","2016-10-03",15.52
"250","2016-10-04",15.49
"251","2016-10-05",15.89
"252","2016-10-06",15.36
"253","2016-10-07",15.23
"254","2016-10-10",15.08
"255","2016-10-11",14.44
"256","2016-10-12",13.18
"257","2016-10-13",12.95
"258","2016-10-14",12.78
"259","2016-10-17",12.97
"260","2016-10-18",12.97
"261","2016-10-19",12.76
"262","2016-10-20",12.89
"263","2016-10-21",12.85
"264","2016-10-24",12.56
"265","2016-10-25",12.49
"266","2016-10-26",12
"267","2016-10-27",11.84
"268","2016-10-28",11.61
"269","2016-10-31",11.27
"270","2016-11-01",11.62
"271","2016-11-02",11.26
"272","2016-11-03",10.95
"273","2016-11-04",10.96
"274","2016-11-07",11.28
"275","2016-11-08",10.62
"276","2016-11-09",11
"277","2016-11-10",10.99
"278","2016-11-11",11.21
"279","2016-11-14",11.31
"280","2016-11-15",11.48
"281","2016-11-16",11.29
"282","2016-11-17",11.51
"283","2016-11-18",11.72
"284","2016-11-21",11.83
"285","2016-11-22",11.65
"286","2016-11-23",12.03
"287","2016-11-25",11.81
"288","2016-11-28",11.28
"289","2016-11-29",11.1
"290","2016-11-30",11.14
"291","2016-12-01",10.21
"292","2016-12-02",11
"293","2016-12-05",11.48
"294","2016-12-06",12.28
"295","2016-12-07",12.12
"296","2016-12-08",12.18
"297","2016-12-09",12.25
"298","2016-12-12",11.67
"299","2016-12-13",11.53
"300","2016-12-14",11.45
"301","2016-12-15",11.64
"302","2016-12-16",11.95
"303","2016-12-19",11.74
"304","2016-12-20",11.5
"305","2016-12-21",11.51
"306","2016-12-22",11.6
"307","2016-12-23",12.34
"308","2016-12-27",11.26
"309","2016-12-28",11.32
"310","2016-12-29",11.12
"311","2016-12-30",10.99
"312","2017-01-03",10.71
"313","2017-01-04",11.36
"314","2017-01-05",11
"315","2017-01-06",11.13
"316","2017-01-09",11.22
"317","2017-01-10",11.36
"318","2017-01-11",11.13
"319","2017-01-12",11.44
"320","2017-01-13",11.59
"321","2017-01-17",11.42
"322","2017-01-18",11.45
"323","2017-01-19",11.5
"324","2017-01-20",11.5
"325","2017-01-23",11.57
"326","2017-01-24",11.63
"327","2017-01-25",11.94
"328","2017-01-26",11.64
"329","2017-01-27",12
"330","2017-01-30",11.33
"331","2017-01-31",11.62
"332","2017-02-01",11.63
"333","2017-02-02",11.65
"334","2017-02-03",11.81
"335","2017-02-06",11.52
"336","2017-02-07",11.5
"337","2017-02-08",11.28
"338","2017-02-09",11.4
"339","2017-02-10",11.54
"340","2017-02-13",11.63
"341","2017-02-14",11.58
"342","2017-02-15",11.57
"343","2017-02-16",11.62
"344","2017-02-17",11.84
"345","2017-02-21",11.93
"346","2017-02-22",11.74
"347","2017-02-23",11.66
"348","2017-02-24",11.52
"349","2017-02-27",12.31
"350","2017-02-28",12.5
"351","2017-03-01",13.29
"352","2017-03-02",14.5
"353","2017-03-03",15.57
"354","2017-03-06",13.3
"355","2017-03-07",13.52
"356","2017-03-08",13.54
"357","2017-03-09",13.31
"358","2017-03-10",15.09
"359","2017-03-13",15.21
"360","2017-03-14",15.25
"361","2017-03-15",14.68
"362","2017-03-16",15
"363","2017-03-17",15.18
"364","2017-03-20",18.889999
"365","2017-03-21",18.25
"366","2017-03-22",18.610001
"367","2017-03-23",17.42
"368","2017-03-24",17.790001
"369","2017-03-27",18.110001
"370","2017-03-28",17.17
"371","2017-03-29",17
"372","2017-03-30",17.26
"373","2017-03-31",17.27
"374","2017-04-03",17.02
"375","2017-04-04",17.540001
"376","2017-04-05",16.780001
"377","2017-04-06",16.92
"378","2017-04-07",17.139999
"379","2017-04-10",16.75
"380","2017-04-11",16.469999
"381","2017-04-12",15.96
"382","2017-04-13",15.68
"383","2017-04-17",16.129999
"384","2017-04-18",15.78
"385","2017-04-19",15.26
"386","2017-04-20",16.139999
"387","2017-04-21",16.48
"388","2017-04-24",16.65
"389","2017-04-25",16.66
"390","2017-04-26",16.559999
"391","2017-04-27",16.049999
"392","2017-04-28",15.71
"393","2017-05-01",16.1
"394","2017-05-02",15.51
"395","2017-05-03",14.88
"396","2017-05-04",14.64
"397","2017-05-05",14.97
"398","2017-05-08",14.7
"399","2017-05-09",14.81
"400","2017-05-10",14.61
"401","2017-05-11",14.53
"402","2017-05-12",14.62
"403","2017-05-15",15.09
"404","2017-05-16",14.95
"405","2017-05-17",14.77
"406","2017-05-18",14.67
"407","2017-05-19",14.83
"408","2017-05-22",14.77
"409","2017-05-23",14.9
"410","2017-05-24",15
"411","2017-05-25",14.51
"412","2017-05-26",14.31
"413","2017-05-30",14.02
"414","2017-05-31",14.09
"415","2017-06-01",14.29
"416","2017-06-02",14.3
"417","2017-06-05",13.93
"418","2017-06-06",13.68
"419","2017-06-07",13.88
"420","2017-06-08",13.48
"421","2017-06-09",13.24
"422","2017-06-12",13.54
"423","2017-06-13",13.94
"424","2017-06-14",13.7
"425","2017-06-15",13.48
"426","2017-06-16",13.6
"427","2017-06-19",14.19
"428","2017-06-20",13.78
"429","2017-06-21",14.26
"430","2017-06-22",14.39
"431","2017-06-23",14.8
"432","2017-06-26",14.9
"433","2017-06-27",14.45
"434","2017-06-28",15.41
"435","2017-06-29",15.98
"436","2017-06-30",15.5
"437","2017-07-03",15.86
"438","2017-07-05",16.15
"439","2017-07-06",15.89
"440","2017-07-07",16.18
"441","2017-07-10",16.4
"442","2017-07-11",16.68
"443","2017-07-12",17.09
"444","2017-07-13",16.030001
"445","2017-07-14",15.69
"446","2017-07-17",15.33
"447","2017-07-18",14.57
"448","2017-07-19",13.28
"449","2017-07-20",13.39
"450","2017-07-21",13.58
"451","2017-07-24",13.88
"452","2017-07-25",13.79
"453","2017-07-26",14.13
"454","2017-07-27",13.83
"455","2017-07-28",14.08
"456","2017-07-31",13.49
"457","2017-08-01",13.36
"458","2017-08-02",13.23
"459","2017-08-03",13.2
"460","2017-08-04",13.62
"461","2017-08-07",13.65
"462","2017-08-08",14.78
"463","2017-08-09",14.4
"464","2017-08-10",13.85
"465","2017-08-11",13.98
"466","2017-08-14",14.64
"467","2017-08-15",14
"468","2017-08-16",13.92
"469","2017-08-17",14.04
"470","2017-08-18",13.53
"471","2017-08-21",13.89
"472","2017-08-22",14.76
"473","2017-08-23",15.47
"474","2017-08-24",15.4
"475","2017-08-25",15.96
"476","2017-08-28",15.99
"477","2017-08-29",16.620001
"478","2017-08-30",17.129999
"479","2017-08-31",17.280001
"480","2017-09-01",17.610001
"481","2017-09-05",16.860001
"482","2017-09-06",16.77
"483","2017-09-07",16.969999
"484","2017-09-08",17.16
"485","2017-09-11",17.440001
"486","2017-09-12",16.23
"487","2017-09-13",16.6
"488","2017-09-14",16.6
"489","2017-09-15",17.309999
"490","2017-09-18",17.52
"491","2017-09-19",17.870001
"492","2017-09-20",17.65
"493","2017-09-21",17.57
"494","2017-09-22",17.51
"495","2017-09-25",17.75
"496","2017-09-26",17.35
"497","2017-09-27",17.92
"498","2017-09-28",18.07
"499","2017-09-29",18.17
"500","2017-10-02",19.25
"501","2017-10-03",19
"502","2017-10-04",23.09
"503","2017-10-05",22.059999
"504","2017-10-06",21.5
"505","2017-10-09",21.540001
"506","2017-10-10",21.75
"507","2017-10-11",21.68
"508","2017-10-12",21.43
"509","2017-10-13",21.26
"510","2017-10-16",20.5
"511","2017-10-17",20.48
"512","2017-10-18",20.01
"513","2017-10-19",20.09
"514","2017-10-20",20.16
"515","2017-10-23",20.040001
"516","2017-10-24",20.09
"517","2017-10-25",20.02
"518","2017-10-26",19.42
"519","2017-10-27",20.280001
"520","2017-10-30",20.190001
"521","2017-10-31",20
"522","2017-11-01",19.92
"523","2017-11-02",20.08
"524","2017-11-03",20.23
"525","2017-11-06",20.040001
"526","2017-11-07",19.700001
"527","2017-11-08",19.17
"528","2017-11-09",19.49
"529","2017-11-10",19.75
"530","2017-11-13",19.93
"531","2017-11-14",19.49
"532","2017-11-15",19.969999
"533","2017-11-16",20.26
"534","2017-11-17",20.309999
"535","2017-11-20",20.469999
"536","2017-11-21",20.67
"537","2017-11-22",20.700001
"538","2017-11-24",20.77
"539","2017-11-27",20.57
"540","2017-11-28",20.950001
"541","2017-11-29",20.360001
"542","2017-11-30",20.700001
"543","2017-12-01",21.059999
"544","2017-12-04",20.790001
"545","2017-12-05",20.549999
"546","2017-12-06",19.790001
"547","2017-12-07",20.120001
"548","2017-12-08",20.559999
"549","2017-12-11",21.110001
"550","2017-12-12",21.07
"551","2017-12-13",22.440001
"552","2017-12-14",21.66
"553","2017-12-15",21.57
"554","2017-12-18",22.08
"555","2017-12-19",21.84
"556","2017-12-20",22.09
"557","2017-12-21",22.1
"558","2017-12-22",22.690001
"559","2017-12-26",22.030001
"560","2017-12-27",22.190001
"561","2017-12-28",22.07
"562","2017-12-29",21.110001
"563","2018-01-02",21.76
"564","2018-01-03",22.389999
"565","2018-01-04",22.870001
"566","2018-01-05",24.870001
"567","2018-01-08",24.34
"568","2018-01-09",24.92
"569","2018-01-10",24.959999
"570","2018-01-11",25.139999
"571","2018-01-12",25.17
"572","2018-01-16",24.83
"573","2018-01-17",25.65
"574","2018-01-18",25.559999
"575","2018-01-19",25.549999
"576","2018-01-22",26.299999
"577","2018-01-23",26.040001
"578","2018-01-24",25.82
"579","2018-01-25",25.790001
"580","2018-01-26",25.73
"581","2018-01-29",27.51
"582","2018-01-30",27.42
"583","2018-01-31",26.75
"584","2018-02-01",27.379999
"585","2018-02-02",26.93
"586","2018-02-05",26.74
"587","2018-02-06",27.690001
"588","2018-02-07",28
"589","2018-02-08",26.98
"590","2018-02-09",27
"591","2018-02-12",27.280001
"592","2018-02-13",27.200001
"593","2018-02-14",28.030001
"594","2018-02-15",27.780001
"595","2018-02-16",27.85
"596","2018-02-20",27.84
"597","2018-02-21",28.02
"598","2018-02-22",28.6
"599","2018-02-23",29.219999
"600","2018-02-26",29.450001
"601","2018-02-27",29.49
"602","2018-02-28",29.709999
"603","2018-03-01",29.76
"604","2018-03-02",33.220001
"605","2018-03-05",32.66
"606","2018-03-06",32.360001
"607","2018-03-07",33.869999
"608","2018-03-08",32.48
"609","2018-03-09",34.099998
"610","2018-03-12",34.220001
"611","2018-03-13",33.040001
"612","2018-03-14",34.029999
"613","2018-03-15",34.099998
"614","2018-03-16",34
"615","2018-03-19",33.73
"616","2018-03-20",32.759998
"617","2018-03-21",32.990002
"618","2018-03-22",32.439999
"619","2018-03-23",31.559999
"620","2018-03-26",32.560001
"621","2018-03-27",30.07
"622","2018-03-28",28.08
"623","2018-03-29",28.450001
"624","2018-04-02",27.92
"625","2018-04-03",27.92
"626","2018-04-04",29.389999
"627","2018-04-05",28.459999
"628","2018-04-06",27.74
"629","2018-04-09",28.43
"630","2018-04-10",29.24
"631","2018-04-11",29.139999
"632","2018-04-12",29.68
"633","2018-04-13",28.610001
"634","2018-04-16",27.290001
"635","2018-04-17",27.42
"636","2018-04-18",27.68
"637","2018-04-19",26.370001
"638","2018-04-20",27.01
"639","2018-04-23",26.57
"640","2018-04-24",26.08
"641","2018-04-25",26.02
"642","2018-04-26",26.23
"643","2018-04-27",26.84
"644","2018-04-30",26.299999
"645","2018-05-01",26.690001
"646","2018-05-02",26.51
"647","2018-05-03",24.9
"648","2018-05-04",25.049999
"649","2018-05-07",24.690001
"650","2018-05-08",24.18
"651","2018-05-09",24.4
"652","2018-05-10",22.790001
"653","2018-05-11",22.92
"654","2018-05-14",23.32
"655","2018-05-15",23.24
"656","2018-05-16",24.34
"657","2018-05-17",23.540001
"658","2018-05-18",24.82
"659","2018-05-21",24.57
"660","2018-05-22",25.290001
"661","2018-05-23",25.74
"662","2018-05-24",25.93
"663","2018-05-25",26.24
"664","2018-05-29",25.58
"665","2018-05-30",25.610001
"666","2018-05-31",25.67
"667","2018-06-01",25.530001
"668","2018-06-04",21.379999
"669","2018-06-05",22.059999
"670","2018-06-06",24.67
"671","2018-06-07",24.610001
"672","2018-06-08",24.719999
"673","2018-06-11",23.889999
"674","2018-06-12",24.67
"675","2018-06-13",25.25
"676","2018-06-14",25.1
"677","2018-06-15",24.940001
"678","2018-06-18",24.540001
"679","2018-06-19",24.93
"680","2018-06-20",25.68
"681","2018-06-21",24.85
"682","2018-06-22",24.58
"683","2018-06-25",24.42
"684","2018-06-26",23.84
"685","2018-06-27",23.02
"686","2018-06-28",22.860001
"687","2018-06-29",22.860001
"688","2018-07-02",23.610001
"689","2018-07-03",24.969999
"690","2018-07-05",24.98
"691","2018-07-06",25.15
"692","2018-07-09",25.059999
"693","2018-07-10",24.629999
"694","2018-07-11",24.280001
"695","2018-07-12",25.32
"696","2018-07-13",23.01
"697","2018-07-16",23.25
"698","2018-07-17",24.01
"699","2018-07-18",24.629999
"700","2018-07-19",24.51
"701","2018-07-20",24.4
"702","2018-07-23",25.49
"703","2018-07-24",26.040001
"704","2018-07-25",26.219999
"705","2018-07-26",26.41
"706","2018-07-27",25.719999
"707","2018-07-30",25.07
"708","2018-07-31",26.34
"709","2018-08-01",26.41
"710","2018-08-02",25.65
"711","2018-08-03",24.34
"712","2018-08-06",24.48
"713","2018-08-07",24.99
"714","2018-08-08",25.4
"715","2018-08-09",24.889999
"716","2018-08-10",24.34
"717","2018-08-13",23.940001
"718","2018-08-14",22.559999
"719","2018-08-15",22.629999
"720","2018-08-16",22.84
"721","2018-08-17",22.49
"722","2018-08-20",22.559999
"723","2018-08-21",22.85
"724","2018-08-22",23.24
"725","2018-08-23",23.09
"726","2018-08-24",23.1
"727","2018-08-27",23.940001
"728","2018-08-28",24.07
"729","2018-08-29",23.309999
"730","2018-08-30",22.719999
"731","2018-08-31",22.49
"732","2018-09-04",22.23
"733","2018-09-05",21.33
"734","2018-09-06",20.17
"735","2018-09-07",20.139999
"736","2018-09-10",20.049999
"737","2018-09-11",20.01
"738","2018-09-12",18.98
"739","2018-09-13",19.51
"740","2018-09-14",18.82
"741","2018-09-17",18.5
"742","2018-09-18",18.870001
"743","2018-09-19",18.709999
"744","2018-09-20",18.84
"745","2018-09-21",18.07
"746","2018-09-24",18.51
"747","2018-09-25",18.49
"748","2018-09-26",18.040001
"749","2018-09-27",18.209999
"750","2018-09-28",18.5
"751","2018-10-01",18.610001
"752","2018-10-02",18
"753","2018-10-03",18.5
"754","2018-10-04",17.459999
"755","2018-10-05",17.08
"756","2018-10-08",16.459999
"757","2018-10-09",16.790001
"758","2018-10-10",15.62
"759","2018-10-11",15.32
"760","2018-10-12",15.79
"761","2018-10-15",15.92
"762","2018-10-16",16.98
"763","2018-10-17",16.959999
"764","2018-10-18",16.459999
"765","2018-10-19",15.39
"766","2018-10-22",14.87
"767","2018-10-23",14.91
"768","2018-10-24",13.48
"769","2018-10-25",14.4
"770","2018-10-26",14.87
"771","2018-10-29",13.97
"772","2018-10-30",13.84
"773","2018-10-31",14.26
"774","2018-11-01",14.74
"775","2018-11-02",15.01
"776","2018-11-05",13.98
"777","2018-11-06",12.75
"778","2018-11-07",15.95
"779","2018-11-08",16.35
"780","2018-11-09",15
"781","2018-11-12",13.82
"782","2018-11-13",14.26
"783","2018-11-14",13.77
"784","2018-11-15",14.14
"785","2018-11-16",14.46
"786","2018-11-19",13.29
"787","2018-11-20",12.69
"788","2018-11-21",12.91
"789","2018-11-23",13.24
"790","2018-11-26",13.84
"791","2018-11-27",13.58
"792","2018-11-28",14.2
"793","2018-11-29",13.55
"794","2018-11-30",13.8
"795","2018-12-03",14.27
"796","2018-12-04",13.83
"797","2018-12-06",13.83
"798","2018-12-07",14.09
"799","2018-12-10",14.42
"800","2018-12-11",14.52
"801","2018-12-12",15.01
"802","2018-12-13",14.86
"803","2018-12-14",14.77
"804","2018-12-17",14.56
"805","2018-12-18",14.55
"806","2018-12-19",14.26
"807","2018-12-20",14.04
"808","2018-12-21",13.4
"809","2018-12-24",13.62
"810","2018-12-26",14.69
"811","2018-12-27",14.67
"812","2018-12-28",14.97
"813","2018-12-31",15.1
"814","2019-01-02",15.62
"815","2019-01-03",14.52
"816","2019-01-04",15.82
"817","2019-01-07",16.559999
"818","2019-01-08",17.209999
"819","2019-01-09",16.82
"820","2019-01-10",16.92
"821","2019-01-11",17.200001
"822","2019-01-14",16.68
"823","2019-01-15",16.98
"824","2019-01-16",16.870001
"825","2019-01-17",16.709999
"826","2019-01-18",16.76
"827","2019-01-22",16.110001
"828","2019-01-23",16.219999
"829","2019-01-24",16.639999
"830","2019-01-25",16.85
"831","2019-01-28",15.99
"832","2019-01-29",16.120001
"833","2019-01-30",16.74
"834","2019-01-31",16.98
"835","2019-02-01",19.040001
"836","2019-02-04",19.08
"837","2019-02-05",18.889999
"838","2019-02-06",19.09
"839","2019-02-07",18.85
"840","2019-02-08",19.059999
"841","2019-02-11",19.15
"842","2019-02-12",19.07
"843","2019-02-13",18.639999
"844","2019-02-14",18.48
"845","2019-02-15",18.43
"846","2019-02-19",18.17
"847","2019-02-20",17.58
"848","2019-02-21",17.59
"849","2019-02-22",17.99
"850","2019-02-25",19.16
"851","2019-02-26",13.13
"852","2019-02-27",12.73
"853","2019-02-28",11.22
"854","2019-03-01",10.98
"855","2019-03-04",10.57
"856","2019-03-05",10.8
"857","2019-03-06",9.89
"858","2019-03-07",9.8
"859","2019-03-08",9.5
"860","2019-03-11",10.07
"861","2019-03-12",10.4
"862","2019-03-13",10.32
"863","2019-03-14",10.37
"864","2019-03-15",10.66
"865","2019-03-18",10.75
"866","2019-03-19",10.83
"867","2019-03-20",10.72
"868","2019-03-21",11.14
"869","2019-03-22",10.41
"870","2019-03-25",10.75
"871","2019-03-26",10.51
"872","2019-03-27",10.32
"873","2019-03-28",10.5
"874","2019-03-29",10.75
"875","2019-04-01",10.63
"876","2019-04-02",10.68
"877","2019-04-03",10.95
"878","2019-04-04",11.13
"879","2019-04-05",11.29
"880","2019-04-08",11.41
"881","2019-04-09",10.72
"882","2019-04-10",10.81
"883","2019-04-11",10.8
"884","2019-04-12",10.75
"885","2019-04-15",10.53
"886","2019-04-16",10.55
"887","2019-04-17",10.12
"888","2019-04-18",9.99
"889","2019-04-22",9.53
"890","2019-04-23",10.01
"891","2019-04-24",9.98
"892","2019-04-25",9.89
"893","2019-04-26",10.04
"894","2019-04-29",10.16
"895","2019-04-30",9.51
"896","2019-05-01",9.35
"897","2019-05-02",9.89
"898","2019-05-03",10
"899","2019-05-06",10.39
"900","2019-05-07",10.19
"901","2019-05-08",10.05
"902","2019-05-09",10.04
"903","2019-05-10",11.08
"904","2019-05-13",10.8
"905","2019-05-14",10.77
"906","2019-05-15",10.86
"907","2019-05-16",10.6
"908","2019-05-17",10.71
"909","2019-05-20",10.93
"910","2019-05-21",11.26
"911","2019-05-22",10.89
"912","2019-05-23",10.64
"913","2019-05-24",11.07
"914","2019-05-28",11.31
"915","2019-05-29",10.38
"916","2019-05-30",9.97
"917","2019-05-31",9.66
"918","2019-06-03",10.1
"919","2019-06-04",10.43
"920","2019-06-05",10.36
"921","2019-06-06",10.16
"922","2019-06-07",10.39
"923","2019-06-10",10.3
"924","2019-06-11",9.99
"925","2019-06-12",9.92
"926","2019-06-13",10.23
"927","2019-06-14",10.4
"928","2019-06-17",10.79
"929","2019-06-18",11.13
"930","2019-06-19",11.31
"931","2019-06-20",10.82
"932","2019-06-21",10.95
"933","2019-06-24",10.33
"934","2019-06-25",10.57
"935","2019-06-26",10.14
"936","2019-06-27",10.62
"937","2019-06-28",11.22
"938","2019-07-01",11.35
"939","2019-07-02",11.09
"940","2019-07-03",11.45
"941","2019-07-05",11.23
"942","2019-07-08",11.05
"943","2019-07-09",12.08
"944","2019-07-10",12.22
"945","2019-07-11",11.79
"946","2019-07-12",11.82
"947","2019-07-15",11.79
"948","2019-07-16",11.85
"949","2019-07-17",12.11
"950","2019-07-18",12.25
"951","2019-07-19",11.62
"952","2019-07-22",10.85
"953","2019-07-23",10.26
"954","2019-07-24",10.13
"955","2019-07-25",9.79
"956","2019-07-26",10.18
"957","2019-07-29",10.25
"958","2019-07-30",10.53
"959","2019-07-31",10.31
"960","2019-08-01",10.25
"961","2019-08-02",10.06
"962","2019-08-05",9.82
"963","2019-08-06",10.64
"964","2019-08-07",10.92
"965","2019-08-08",10.99
"966","2019-08-09",10.15
"967","2019-08-12",9.86
"968","2019-08-13",9.62
"969","2019-08-14",9.49
"970","2019-08-15",9.07
"971","2019-08-16",9.34
"972","2019-08-19",9.56
"973","2019-08-20",9.26
"974","2019-08-21",9.45
"975","2019-08-22",9.23
"976","2019-08-23",8.83
"977","2019-08-26",8.88
"978","2019-08-27",8.52
"979","2019-08-28",8.86
"980","2019-08-29",9.04
"981","2019-08-30",8.78
"982","2019-09-03",8.52
"983","2019-09-04",8.24
"984","2019-09-05",8.6
"985","2019-09-06",8.52
"986","2019-09-09",8.86
"987","2019-09-10",9.57
"988","2019-09-11",9.92
"989","2019-09-12",9.68
"990","2019-09-13",9.02
