"","date","DLB"
"1","2007-01-03",31.15
"2","2007-01-04",31.1
"3","2007-01-05",31.200001
"4","2007-01-08",30.92
"5","2007-01-09",32.099998
"6","2007-01-10",33.950001
"7","2007-01-11",33.959999
"8","2007-01-12",33.669998
"9","2007-01-16",33.419998
"10","2007-01-17",33.599998
"11","2007-01-18",31.389999
"12","2007-01-19",30.49
"13","2007-01-22",31.139999
"14","2007-01-23",31.879999
"15","2007-01-24",32.970001
"16","2007-01-25",32.970001
"17","2007-01-26",32.630001
"18","2007-01-29",32.32
"19","2007-01-30",32.32
"20","2007-01-31",33.5
"21","2007-02-01",33.349998
"22","2007-02-02",33.439999
"23","2007-02-05",33.869999
"24","2007-02-06",32.700001
"25","2007-02-07",33.639999
"26","2007-02-08",33.150002
"27","2007-02-09",33.419998
"28","2007-02-12",33.509998
"29","2007-02-13",33.349998
"30","2007-02-14",33.970001
"31","2007-02-15",33.93
"32","2007-02-16",33.830002
"33","2007-02-20",33.82
"34","2007-02-21",33.740002
"35","2007-02-22",33.720001
"36","2007-02-23",33.700001
"37","2007-02-26",33.5
"38","2007-02-27",31.879999
"39","2007-02-28",32
"40","2007-03-01",31.68
"41","2007-03-02",31.219999
"42","2007-03-05",30.76
"43","2007-03-06",31.559999
"44","2007-03-07",32.279999
"45","2007-03-08",33.23
"46","2007-03-09",33
"47","2007-03-12",33.310001
"48","2007-03-13",32.049999
"49","2007-03-14",32.599998
"50","2007-03-15",33.07
"51","2007-03-16",33.240002
"52","2007-03-19",32.970001
"53","2007-03-20",33.279999
"54","2007-03-21",33.880001
"55","2007-03-22",34.77
"56","2007-03-23",34.900002
"57","2007-03-26",34.650002
"58","2007-03-27",33.470001
"59","2007-03-28",34.330002
"60","2007-03-29",33.650002
"61","2007-03-30",34.509998
"62","2007-04-02",33.98
"63","2007-04-03",34.419998
"64","2007-04-04",34.439999
"65","2007-04-05",34.799999
"66","2007-04-09",35.799999
"67","2007-04-10",35.970001
"68","2007-04-11",35.75
"69","2007-04-12",36.060001
"70","2007-04-13",36.82
"71","2007-04-16",37.790001
"72","2007-04-17",37.77
"73","2007-04-18",36.950001
"74","2007-04-19",36.529999
"75","2007-04-20",37
"76","2007-04-23",36.98
"77","2007-04-24",37.110001
"78","2007-04-25",37.099998
"79","2007-04-26",37.139999
"80","2007-04-27",37.490002
"81","2007-04-30",35.419998
"82","2007-05-01",33.740002
"83","2007-05-02",35.049999
"84","2007-05-03",37.450001
"85","2007-05-04",37.419998
"86","2007-05-07",36.830002
"87","2007-05-08",35.919998
"88","2007-05-09",36.119999
"89","2007-05-10",35.32
"90","2007-05-11",35.490002
"91","2007-05-14",34.689999
"92","2007-05-15",34.470001
"93","2007-05-16",33.779999
"94","2007-05-17",33.68
"95","2007-05-18",34.310001
"96","2007-05-21",34.27
"97","2007-05-22",34.560001
"98","2007-05-23",33.25
"99","2007-05-24",32.25
"100","2007-05-25",32.299999
"101","2007-05-29",33.150002
"102","2007-05-30",33.900002
"103","2007-05-31",33.700001
"104","2007-06-01",33.990002
"105","2007-06-04",33.880001
"106","2007-06-05",33.91
"107","2007-06-06",33.41
"108","2007-06-07",32.5
"109","2007-06-08",32.779999
"110","2007-06-11",32.509998
"111","2007-06-12",32.59
"112","2007-06-13",32.68
"113","2007-06-14",32.73
"114","2007-06-15",32.689999
"115","2007-06-18",32.700001
"116","2007-06-19",32.700001
"117","2007-06-20",31.370001
"118","2007-06-21",31.6
"119","2007-06-22",32.240002
"120","2007-06-25",32.66
"121","2007-06-26",34.16
"122","2007-06-27",35.330002
"123","2007-06-28",35.310001
"124","2007-06-29",35.41
"125","2007-07-02",35.799999
"126","2007-07-03",35.360001
"127","2007-07-05",35.099998
"128","2007-07-06",35.119999
"129","2007-07-09",34.959999
"130","2007-07-10",34.139999
"131","2007-07-11",34.240002
"132","2007-07-12",35.139999
"133","2007-07-13",34.950001
"134","2007-07-16",34.02
"135","2007-07-17",34.080002
"136","2007-07-18",33.810001
"137","2007-07-19",34.060001
"138","2007-07-20",34
"139","2007-07-23",34.290001
"140","2007-07-24",34.5
"141","2007-07-25",33.919998
"142","2007-07-26",33.59
"143","2007-07-27",32.759998
"144","2007-07-30",33.400002
"145","2007-07-31",33.259998
"146","2007-08-01",33.48
"147","2007-08-02",37.970001
"148","2007-08-03",36.970001
"149","2007-08-06",38.150002
"150","2007-08-07",37.970001
"151","2007-08-08",35.700001
"152","2007-08-09",33.080002
"153","2007-08-10",35.439999
"154","2007-08-13",35
"155","2007-08-14",34.77
"156","2007-08-15",33.18
"157","2007-08-16",32.950001
"158","2007-08-17",34.389999
"159","2007-08-20",34.98
"160","2007-08-21",34.02
"161","2007-08-22",34.880001
"162","2007-08-23",34.330002
"163","2007-08-24",35.23
"164","2007-08-27",35.330002
"165","2007-08-28",34.57
"166","2007-08-29",35.389999
"167","2007-08-30",35.330002
"168","2007-08-31",36.43
"169","2007-09-04",35.860001
"170","2007-09-05",35.27
"171","2007-09-06",35.5
"172","2007-09-07",34.759998
"173","2007-09-10",34.369999
"174","2007-09-11",35.290001
"175","2007-09-12",35.130001
"176","2007-09-13",34.700001
"177","2007-09-14",34.66
"178","2007-09-17",33.990002
"179","2007-09-18",33.310001
"180","2007-09-19",33.880001
"181","2007-09-20",33.799999
"182","2007-09-21",33.91
"183","2007-09-24",33.16
"184","2007-09-25",34.66
"185","2007-09-26",34.509998
"186","2007-09-27",34.5
"187","2007-09-28",34.82
"188","2007-10-01",35.790001
"189","2007-10-02",36.07
"190","2007-10-03",35.91
"191","2007-10-04",36.060001
"192","2007-10-05",36.490002
"193","2007-10-08",36.43
"194","2007-10-09",36.889999
"195","2007-10-10",37.740002
"196","2007-10-11",37.040001
"197","2007-10-12",38.16
"198","2007-10-15",38.209999
"199","2007-10-16",38.400002
"200","2007-10-17",40.189999
"201","2007-10-18",41.169998
"202","2007-10-19",40.009998
"203","2007-10-22",39.259998
"204","2007-10-23",40.860001
"205","2007-10-24",39.830002
"206","2007-10-25",38.75
"207","2007-10-26",41.310001
"208","2007-10-29",40.48
"209","2007-10-30",41.139999
"210","2007-10-31",41.459999
"211","2007-11-01",40.02
"212","2007-11-02",41.029999
"213","2007-11-05",41.759998
"214","2007-11-06",43.73
"215","2007-11-07",41.900002
"216","2007-11-08",42.419998
"217","2007-11-09",46.240002
"218","2007-11-12",44.860001
"219","2007-11-13",49.490002
"220","2007-11-14",47.580002
"221","2007-11-15",47.419998
"222","2007-11-16",47.799999
"223","2007-11-19",46.91
"224","2007-11-20",45.52
"225","2007-11-21",44.610001
"226","2007-11-23",45.490002
"227","2007-11-26",46.959999
"228","2007-11-27",47.66
"229","2007-11-28",48.93
"230","2007-11-29",51.459999
"231","2007-11-30",50.240002
"232","2007-12-03",51.59
"233","2007-12-04",49.759998
"234","2007-12-05",50.75
"235","2007-12-06",51.240002
"236","2007-12-07",50.580002
"237","2007-12-10",50.209999
"238","2007-12-11",48.330002
"239","2007-12-12",47.869999
"240","2007-12-13",48.439999
"241","2007-12-14",48.060001
"242","2007-12-17",46.439999
"243","2007-12-18",45.900002
"244","2007-12-19",46.75
"245","2007-12-20",46.93
"246","2007-12-21",49.299999
"247","2007-12-24",51.48
"248","2007-12-26",51.610001
"249","2007-12-27",51.369999
"250","2007-12-28",50.400002
"251","2007-12-31",49.720001
"252","2008-01-02",48.639999
"253","2008-01-03",48
"254","2008-01-04",45.529999
"255","2008-01-07",49.209999
"256","2008-01-08",50.93
"257","2008-01-09",50.549999
"258","2008-01-10",52.73
"259","2008-01-11",51.310001
"260","2008-01-14",51.349998
"261","2008-01-15",51.18
"262","2008-01-16",50.060001
"263","2008-01-17",46.599998
"264","2008-01-18",47.669998
"265","2008-01-22",43.130001
"266","2008-01-23",40.509998
"267","2008-01-24",41.299999
"268","2008-01-25",44.25
"269","2008-01-28",44.549999
"270","2008-01-29",42.450001
"271","2008-01-30",41.43
"272","2008-01-31",42.93
"273","2008-02-01",48.939999
"274","2008-02-04",47.380001
"275","2008-02-05",48.150002
"276","2008-02-06",46.93
"277","2008-02-07",47.919998
"278","2008-02-08",49.150002
"279","2008-02-11",49.52
"280","2008-02-12",48.849998
"281","2008-02-13",48.990002
"282","2008-02-14",47.68
"283","2008-02-15",46.09
"284","2008-02-19",46.23
"285","2008-02-20",46.060001
"286","2008-02-21",46.07
"287","2008-02-22",45.849998
"288","2008-02-25",46.360001
"289","2008-02-26",46.529999
"290","2008-02-27",46.169998
"291","2008-02-28",44.98
"292","2008-02-29",44.25
"293","2008-03-03",44.310001
"294","2008-03-04",44.66
"295","2008-03-05",44.209999
"296","2008-03-06",43.490002
"297","2008-03-07",44.509998
"298","2008-03-10",43.650002
"299","2008-03-11",44.950001
"300","2008-03-12",44.52
"301","2008-03-13",44.029999
"302","2008-03-14",42.080002
"303","2008-03-17",39.529999
