"","date","AMGN"
"1","2007-01-03",68.400002
"2","2007-01-04",71.330002
"3","2007-01-05",71.5
"4","2007-01-08",70.93
"5","2007-01-09",71.269997
"6","2007-01-10",71.040001
"7","2007-01-11",71.910004
"8","2007-01-12",73.269997
"9","2007-01-16",73.5
"10","2007-01-17",73.93
"11","2007-01-18",73.690002
"12","2007-01-19",74.25
"13","2007-01-22",75.849998
"14","2007-01-23",74.599998
"15","2007-01-24",75.139999
"16","2007-01-25",74.849998
"17","2007-01-26",71.5
"18","2007-01-29",69.970001
"19","2007-01-30",70.330002
"20","2007-01-31",70.370003
"21","2007-02-01",69.489998
"22","2007-02-02",69.449997
"23","2007-02-05",69.839996
"24","2007-02-06",69.660004
"25","2007-02-07",70
"26","2007-02-08",69.779999
"27","2007-02-09",69.050003
"28","2007-02-12",68.489998
"29","2007-02-13",68.800003
"30","2007-02-14",68.800003
"31","2007-02-15",68.279999
"32","2007-02-16",66.730003
"33","2007-02-20",66.349998
"34","2007-02-21",67.410004
"35","2007-02-22",66.739998
"36","2007-02-23",66.230003
"37","2007-02-26",66.199997
"38","2007-02-27",64.25
"39","2007-02-28",64.260002
"40","2007-03-01",61.700001
"41","2007-03-02",61.75
"42","2007-03-05",62.16
"43","2007-03-06",62.299999
"44","2007-03-07",62.02
"45","2007-03-08",62.169998
"46","2007-03-09",60.860001
"47","2007-03-12",60.68
"48","2007-03-13",60.389999
"49","2007-03-14",60.689999
"50","2007-03-15",60.009998
"51","2007-03-16",59.299999
"52","2007-03-19",59.139999
"53","2007-03-20",59.43
"54","2007-03-21",60.599998
"55","2007-03-22",60.470001
"56","2007-03-23",58.02
"57","2007-03-26",57.139999
"58","2007-03-27",56.209999
"59","2007-03-28",55.720001
"60","2007-03-29",55.830002
"61","2007-03-30",55.880001
"62","2007-04-02",55.549999
"63","2007-04-03",55.73
"64","2007-04-04",56.68
"65","2007-04-05",58.330002
"66","2007-04-09",57.189999
"67","2007-04-10",57.119999
"68","2007-04-11",56.34
"69","2007-04-12",57.639999
"70","2007-04-13",59.029999
"71","2007-04-16",59.650002
"72","2007-04-17",60.099998
"73","2007-04-18",60.009998
"74","2007-04-19",62.32
"75","2007-04-20",61.970001
"76","2007-04-23",62.189999
"77","2007-04-24",61.220001
"78","2007-04-25",61.689999
"79","2007-04-26",62.549999
"80","2007-04-27",63.27
"81","2007-04-30",64.139999
"82","2007-05-01",65.099998
"83","2007-05-02",65.07
"84","2007-05-03",63.91
"85","2007-05-04",63.740002
"86","2007-05-07",63.759998
"87","2007-05-08",62.66
"88","2007-05-09",63.099998
"89","2007-05-10",57.330002
"90","2007-05-11",56.299999
"91","2007-05-14",56.07
"92","2007-05-15",54.009998
"93","2007-05-16",54.330002
"94","2007-05-17",53.68
"95","2007-05-18",54.040001
"96","2007-05-21",54.18
"97","2007-05-22",53.959999
"98","2007-05-23",54.740002
"99","2007-05-24",54.57
"100","2007-05-25",54.549999
"101","2007-05-29",54.610001
"102","2007-05-30",55.259998
"103","2007-05-31",56.450001
"104","2007-06-01",56.939999
"105","2007-06-04",56.91
"106","2007-06-05",57.610001
"107","2007-06-06",57.290001
"108","2007-06-07",56.639999
"109","2007-06-08",57.369999
"110","2007-06-11",57.41
"111","2007-06-12",57.459999
"112","2007-06-13",58.139999
"113","2007-06-14",58.23
"114","2007-06-15",59.029999
"115","2007-06-18",58.610001
"116","2007-06-19",58.130001
"117","2007-06-20",57.700001
"118","2007-06-21",57.27
"119","2007-06-22",55.959999
"120","2007-06-25",55.860001
"121","2007-06-26",55.099998
"122","2007-06-27",55.5
"123","2007-06-28",55.310001
"124","2007-06-29",55.290001
"125","2007-07-02",55.240002
"126","2007-07-03",55.189999
"127","2007-07-05",54.860001
"128","2007-07-06",54.82
"129","2007-07-09",54.549999
"130","2007-07-10",54.290001
"131","2007-07-11",55.130001
"132","2007-07-12",55.950001
"133","2007-07-13",56.93
"134","2007-07-16",56.029999
"135","2007-07-17",55.59
"136","2007-07-18",55.799999
"137","2007-07-19",55.57
"138","2007-07-20",56.18
"139","2007-07-23",56.799999
"140","2007-07-24",56.439999
"141","2007-07-25",57.16
"142","2007-07-26",56.16
"143","2007-07-27",55.619999
"144","2007-07-30",56.189999
"145","2007-07-31",53.740002
"146","2007-08-01",52.09
"147","2007-08-02",51.439999
"148","2007-08-03",50.900002
"149","2007-08-06",51.77
"150","2007-08-07",51.389999
"151","2007-08-08",52
"152","2007-08-09",50.990002
"153","2007-08-10",50.080002
"154","2007-08-13",51.259998
"155","2007-08-14",51.32
"156","2007-08-15",50.59
"157","2007-08-16",49.41
"158","2007-08-17",50.080002
"159","2007-08-20",49.790001
"160","2007-08-21",49.240002
"161","2007-08-22",49.299999
"162","2007-08-23",50.25
"163","2007-08-24",50.27
"164","2007-08-27",49.919998
"165","2007-08-28",49.009998
"166","2007-08-29",50.189999
"167","2007-08-30",50.080002
"168","2007-08-31",50.110001
"169","2007-09-04",51.34
"170","2007-09-05",52.32
"171","2007-09-06",52.009998
"172","2007-09-07",50.900002
"173","2007-09-10",51.040001
"174","2007-09-11",53.880001
"175","2007-09-12",55.639999
"176","2007-09-13",57.119999
"177","2007-09-14",56.32
"178","2007-09-17",55.459999
"179","2007-09-18",56.009998
"180","2007-09-19",55.799999
"181","2007-09-20",55.310001
"182","2007-09-21",55.419998
"183","2007-09-24",55.290001
"184","2007-09-25",54.880001
"185","2007-09-26",56.080002
"186","2007-09-27",56.560001
"187","2007-09-28",56.57
"188","2007-10-01",56.41
"189","2007-10-02",56.040001
"190","2007-10-03",55.52
"191","2007-10-04",55.389999
"192","2007-10-05",56.84
"193","2007-10-08",56.580002
"194","2007-10-09",57.080002
"195","2007-10-10",57.619999
"196","2007-10-11",57.830002
"197","2007-10-12",58.169998
"198","2007-10-15",57.669998
"199","2007-10-16",56.779999
"200","2007-10-17",56.41
"201","2007-10-18",56.709999
"202","2007-10-19",55.950001
"203","2007-10-22",56.119999
"204","2007-10-23",57.700001
"205","2007-10-24",58.130001
"206","2007-10-25",57.310001
"207","2007-10-26",57.18
"208","2007-10-29",56.790001
"209","2007-10-30",57.060001
"210","2007-10-31",58.110001
"211","2007-11-01",57.240002
"212","2007-11-02",56.619999
"213","2007-11-05",57.459999
"214","2007-11-06",57.889999
"215","2007-11-07",56.200001
"216","2007-11-08",56.029999
"217","2007-11-09",54.279999
"218","2007-11-12",54.5
"219","2007-11-13",54.439999
"220","2007-11-14",53.630001
"221","2007-11-15",54.790001
"222","2007-11-16",55.490002
"223","2007-11-19",54.66
"224","2007-11-20",54.130001
"225","2007-11-21",52.84
"226","2007-11-23",53.759998
"227","2007-11-26",52.68
"228","2007-11-27",54.02
"229","2007-11-28",54.709999
"230","2007-11-29",55.459999
"231","2007-11-30",55.25
"232","2007-12-03",55.09
"233","2007-12-04",54.91
"234","2007-12-05",54.889999
"235","2007-12-06",55.150002
"236","2007-12-07",52.099998
"237","2007-12-10",50.990002
"238","2007-12-11",49.779999
"239","2007-12-12",49.990002
"240","2007-12-13",49.419998
"241","2007-12-14",48.400002
"242","2007-12-17",46.779999
"243","2007-12-18",47.290001
"244","2007-12-19",47.189999
"245","2007-12-20",47.560001
"246","2007-12-21",48.02
"247","2007-12-24",48.16
"248","2007-12-26",47.5
"249","2007-12-27",47.360001
"250","2007-12-28",47.060001
"251","2007-12-31",46.439999
"252","2008-01-02",46.599998
"253","2008-01-03",45.689999
"254","2008-01-04",44.799999
"255","2008-01-07",45.389999
"256","2008-01-08",46.330002
"257","2008-01-09",47.650002
"258","2008-01-10",47.560001
"259","2008-01-11",47.619999
"260","2008-01-14",47.93
"261","2008-01-15",47.380001
"262","2008-01-16",47.490002
"263","2008-01-17",47.419998
"264","2008-01-18",47.450001
"265","2008-01-22",45.400002
"266","2008-01-23",44.75
"267","2008-01-24",46.119999
"268","2008-01-25",48.139999
"269","2008-01-28",47.860001
"270","2008-01-29",48
"271","2008-01-30",47.279999
"272","2008-01-31",46.59
"273","2008-02-01",47.360001
"274","2008-02-04",47.18
"275","2008-02-05",46.310001
