"","date","RRD"
"1","2007-01-03",36.23
"2","2007-01-04",36.240002
"3","2007-01-05",35.869999
"4","2007-01-08",36.599998
"5","2007-01-09",36.549999
"6","2007-01-10",36.610001
"7","2007-01-11",36.880001
"8","2007-01-12",37.220001
"9","2007-01-16",37.209999
"10","2007-01-17",36.939999
"11","2007-01-18",36.470001
"12","2007-01-19",36.619999
"13","2007-01-22",36.169998
"14","2007-01-23",36.639999
"15","2007-01-24",37.130001
"16","2007-01-25",36.619999
"17","2007-01-26",36.889999
"18","2007-01-29",36.880001
"19","2007-01-30",37.049999
"20","2007-01-31",37.099998
"21","2007-02-01",37.009998
"22","2007-02-02",37.299999
"23","2007-02-05",37.73
"24","2007-02-06",37.810001
"25","2007-02-07",37.939999
"26","2007-02-08",38.07
"27","2007-02-09",37.400002
"28","2007-02-12",37.509998
"29","2007-02-13",38.080002
"30","2007-02-14",38.189999
"31","2007-02-15",38.34
"32","2007-02-16",38.459999
"33","2007-02-20",38.5
"34","2007-02-21",38.34
"35","2007-02-22",38.509998
"36","2007-02-23",38.52
"37","2007-02-26",38.59
"38","2007-02-27",36.099998
"39","2007-02-28",36.18
"40","2007-03-01",36
"41","2007-03-02",35.580002
"42","2007-03-05",35.439999
"43","2007-03-06",36.310001
"44","2007-03-07",35.869999
"45","2007-03-08",36.040001
"46","2007-03-09",35.98
"47","2007-03-12",36.07
"48","2007-03-13",35.490002
"49","2007-03-14",35.299999
"50","2007-03-15",35.939999
"51","2007-03-16",35.349998
"52","2007-03-19",35.66
"53","2007-03-20",35.900002
"54","2007-03-21",36.52
"55","2007-03-22",36.790001
"56","2007-03-23",37.049999
"57","2007-03-26",36.509998
"58","2007-03-27",36.549999
"59","2007-03-28",36.619999
"60","2007-03-29",36.759998
"61","2007-03-30",36.59
"62","2007-04-02",37.169998
"63","2007-04-03",37.200001
"64","2007-04-04",37.009998
"65","2007-04-05",36.849998
"66","2007-04-09",37.360001
"67","2007-04-10",38.009998
"68","2007-04-11",38.439999
"69","2007-04-12",39.689999
"70","2007-04-13",39.529999
"71","2007-04-16",39.709999
"72","2007-04-17",40.419998
"73","2007-04-18",40.669998
"74","2007-04-19",41.099998
"75","2007-04-20",42.419998
"76","2007-04-23",42.18
"77","2007-04-24",41.509998
"78","2007-04-25",41.98
"79","2007-04-26",41.950001
"80","2007-04-27",40.310001
"81","2007-04-30",40.200001
"82","2007-05-01",42.400002
"83","2007-05-02",42.669998
"84","2007-05-03",41.75
"85","2007-05-04",42.23
"86","2007-05-07",43.139999
"87","2007-05-08",43.57
"88","2007-05-09",43.110001
"89","2007-05-10",42.599998
"90","2007-05-11",43.040001
"91","2007-05-14",42.860001
"92","2007-05-15",42.029999
"93","2007-05-16",42.849998
"94","2007-05-17",42.790001
"95","2007-05-18",42.98
"96","2007-05-21",43.200001
"97","2007-05-22",42.830002
"98","2007-05-23",42.759998
"99","2007-05-24",42.209999
"100","2007-05-25",42.52
"101","2007-05-29",42.84
"102","2007-05-30",43.25
"103","2007-05-31",42.82
"104","2007-06-01",43.18
"105","2007-06-04",43.209999
"106","2007-06-05",43.060001
"107","2007-06-06",42.57
"108","2007-06-07",41.689999
"109","2007-06-08",42.310001
"110","2007-06-11",42.669998
"111","2007-06-12",42.5
"112","2007-06-13",43.18
"113","2007-06-14",43.549999
"114","2007-06-15",43.66
"115","2007-06-18",43.630001
"116","2007-06-19",43.98
"117","2007-06-20",43.330002
"118","2007-06-21",43.18
"119","2007-06-22",42.490002
"120","2007-06-25",41.869999
"121","2007-06-26",42.790001
"122","2007-06-27",43.23
"123","2007-06-28",43.34
"124","2007-06-29",43.509998
"125","2007-07-02",44.169998
"126","2007-07-03",44.23
"127","2007-07-05",44.18
"128","2007-07-06",44.459999
"129","2007-07-09",44.790001
"130","2007-07-10",44.200001
"131","2007-07-11",44.5
"132","2007-07-12",45
"133","2007-07-13",44.689999
"134","2007-07-16",44.669998
"135","2007-07-17",44.75
"136","2007-07-18",44.630001
"137","2007-07-19",45.07
"138","2007-07-20",44.720001
"139","2007-07-23",45.060001
"140","2007-07-24",44.07
"141","2007-07-25",43.939999
"142","2007-07-26",42.740002
"143","2007-07-27",41.779999
"144","2007-07-30",42.169998
"145","2007-07-31",42.259998
"146","2007-08-01",40.360001
"147","2007-08-02",40.18
"148","2007-08-03",38.919998
"149","2007-08-06",39.139999
"150","2007-08-07",38.349998
"151","2007-08-08",37.759998
"152","2007-08-09",35.220001
"153","2007-08-10",36.299999
"154","2007-08-13",37.16
"155","2007-08-14",35.860001
"156","2007-08-15",35.490002
"157","2007-08-16",34.48
"158","2007-08-17",35.209999
"159","2007-08-20",35.400002
"160","2007-08-21",35.130001
"161","2007-08-22",35.799999
"162","2007-08-23",35.950001
"163","2007-08-24",36.389999
"164","2007-08-27",36.189999
"165","2007-08-28",35.400002
"166","2007-08-29",35.700001
"167","2007-08-30",35.57
"168","2007-08-31",35.82
"169","2007-09-04",35.919998
"170","2007-09-05",36.110001
"171","2007-09-06",36.259998
"172","2007-09-07",35.599998
"173","2007-09-10",35.279999
"174","2007-09-11",35.439999
"175","2007-09-12",35.34
"176","2007-09-13",34.959999
"177","2007-09-14",35.220001
"178","2007-09-17",34.349998
"179","2007-09-18",35.049999
"180","2007-09-19",35.200001
"181","2007-09-20",35.169998
"182","2007-09-21",35.130001
"183","2007-09-24",35.380001
"184","2007-09-25",35.34
"185","2007-09-26",35.799999
"186","2007-09-27",36.599998
"187","2007-09-28",36.560001
"188","2007-10-01",37.18
"189","2007-10-02",37.080002
"190","2007-10-03",36.91
"191","2007-10-04",37.029999
"192","2007-10-05",37.779999
"193","2007-10-08",37.779999
"194","2007-10-09",38.040001
"195","2007-10-10",38.09
"196","2007-10-11",38.080002
"197","2007-10-12",38.07
"198","2007-10-15",38.02
"199","2007-10-16",37.860001
"200","2007-10-17",37.860001
"201","2007-10-18",37.650002
"202","2007-10-19",36.849998
"203","2007-10-22",36.48
"204","2007-10-23",36.810001
"205","2007-10-24",36.32
"206","2007-10-25",36.950001
"207","2007-10-26",37.139999
"208","2007-10-29",37.509998
"209","2007-10-30",39.900002
"210","2007-10-31",40.290001
"211","2007-11-01",40.130001
"212","2007-11-02",40.16
"213","2007-11-05",39.93
"214","2007-11-06",40.029999
"215","2007-11-07",39.060001
"216","2007-11-08",39.77
"217","2007-11-09",39.34
"218","2007-11-12",39.110001
"219","2007-11-13",38.77
"220","2007-11-14",38.509998
"221","2007-11-15",38.18
"222","2007-11-16",38.130001
"223","2007-11-19",37.200001
"224","2007-11-20",36.66
"225","2007-11-21",35.950001
"226","2007-11-23",36.110001
"227","2007-11-26",35.099998
"228","2007-11-27",35.27
"229","2007-11-28",35.419998
"230","2007-11-29",35.700001
"231","2007-11-30",36.66
"232","2007-12-03",36.419998
"233","2007-12-04",37.189999
"234","2007-12-05",38.02
"235","2007-12-06",37.84
"236","2007-12-07",38.5
"237","2007-12-10",38.41
"238","2007-12-11",37.419998
"239","2007-12-12",38.349998
"240","2007-12-13",38.549999
"241","2007-12-14",37.959999
"242","2007-12-17",36.700001
"243","2007-12-18",36.900002
"244","2007-12-19",36.400002
"245","2007-12-20",37.23
"246","2007-12-21",37.84
"247","2007-12-24",37.43
"248","2007-12-26",37.580002
"249","2007-12-27",37.93
"250","2007-12-28",37.610001
"251","2007-12-31",37.740002
"252","2008-01-02",37.040001
"253","2008-01-03",36.869999
"254","2008-01-04",35.82
"255","2008-01-07",36.259998
"256","2008-01-08",35.630001
"257","2008-01-09",35.57
"258","2008-01-10",35.080002
"259","2008-01-11",34.740002
"260","2008-01-14",34.849998
"261","2008-01-15",34.040001
"262","2008-01-16",35.139999
