"","date","AVYA"
"1","2017-12-19",16.450001
"2","2017-12-20",16.629999
"3","2017-12-21",16.52
"4","2017-12-22",17
"5","2017-12-26",17.75
"6","2017-12-27",17.5
"7","2017-12-28",17.549999
"8","2017-12-29",17.549999
"9","2018-01-02",17.549999
"10","2018-01-03",17.6
"11","2018-01-04",17.6
"12","2018-01-05",17.73
"13","2018-01-08",19.5
"14","2018-01-09",20.35
"15","2018-01-10",20
"16","2018-01-11",20
"17","2018-01-12",20.200001
"18","2018-01-16",21
"19","2018-01-17",20.799999
"20","2018-01-18",20.68
"21","2018-01-19",20.49
"22","2018-01-22",20
"23","2018-01-23",19.41
"24","2018-01-24",19.620001
"25","2018-01-25",19.360001
"26","2018-01-26",19.950001
"27","2018-01-29",20.09
"28","2018-01-30",20.34
"29","2018-01-31",20.879999
"30","2018-02-01",21.07
"31","2018-02-02",21.43
"32","2018-02-05",21.02
"33","2018-02-06",21.16
"34","2018-02-07",21.5
"35","2018-02-08",21.27
"36","2018-02-09",21.120001
"37","2018-02-12",21
"38","2018-02-13",21.41
"39","2018-02-14",22.040001
"40","2018-02-15",21.950001
"41","2018-02-16",21.92
"42","2018-02-20",21.75
"43","2018-02-21",21.25
"44","2018-02-22",21
"45","2018-02-23",21.18
"46","2018-02-26",21
"47","2018-02-27",20.940001
"48","2018-02-28",20.99
"49","2018-03-01",21
"50","2018-03-02",21.16
"51","2018-03-05",21.5
"52","2018-03-06",21.5
"53","2018-03-07",21.450001
"54","2018-03-08",21.370001
"55","2018-03-09",21.5
"56","2018-03-12",21.549999
"57","2018-03-13",21.76
"58","2018-03-14",21.969999
"59","2018-03-15",22.15
"60","2018-03-16",22.92
"61","2018-03-19",22.360001
"62","2018-03-20",22.879999
"63","2018-03-21",23
"64","2018-03-22",22.85
"65","2018-03-23",22.48
"66","2018-03-26",22.790001
"67","2018-03-27",22.52
"68","2018-03-28",22.440001
"69","2018-03-29",22.4
"70","2018-04-02",21.719999
"71","2018-04-03",22.25
"72","2018-04-04",22.610001
"73","2018-04-05",22.799999
"74","2018-04-06",22.76
"75","2018-04-09",22.540001
"76","2018-04-10",22.65
"77","2018-04-11",22.51
"78","2018-04-12",22.790001
"79","2018-04-13",22.76
"80","2018-04-16",23
"81","2018-04-17",23.02
"82","2018-04-18",22.92
"83","2018-04-19",22.469999
"84","2018-04-20",22.780001
"85","2018-04-23",22.6
"86","2018-04-24",22.879999
"87","2018-04-25",22.84
"88","2018-04-26",22.809999
"89","2018-04-27",22.940001
"90","2018-04-30",22.889999
"91","2018-05-01",22.83
"92","2018-05-02",22.870001
"93","2018-05-03",23
"94","2018-05-04",23
"95","2018-05-07",23.379999
"96","2018-05-08",23.389999
"97","2018-05-09",23.49
"98","2018-05-10",21.5
"99","2018-05-11",21.52
"100","2018-05-14",21.049999
"101","2018-05-15",21.790001
"102","2018-05-16",22.6
"103","2018-05-17",22.43
"104","2018-05-18",22.15
"105","2018-05-21",22.030001
"106","2018-05-22",22.280001
"107","2018-05-23",22.18
"108","2018-05-24",22.42
"109","2018-05-25",22.4
"110","2018-05-29",22.110001
"111","2018-05-30",21.57
"112","2018-05-31",22.07
"113","2018-06-01",22.950001
"114","2018-06-04",22.85
"115","2018-06-05",23.040001
"116","2018-06-06",21.35
"117","2018-06-07",20.75
"118","2018-06-08",21.23
"119","2018-06-11",21.77
"120","2018-06-12",21.75
"121","2018-06-13",21.719999
"122","2018-06-14",21.450001
"123","2018-06-15",21.719999
"124","2018-06-18",21.41
"125","2018-06-19",20.950001
"126","2018-06-20",20.889999
"127","2018-06-21",20.700001
"128","2018-06-22",21.07
"129","2018-06-25",20.1
"130","2018-06-26",20.110001
"131","2018-06-27",19.75
"132","2018-06-28",19.52
"133","2018-06-29",20.08
"134","2018-07-02",20.84
"135","2018-07-03",20.110001
"136","2018-07-05",21.26
"137","2018-07-06",21.309999
"138","2018-07-09",20.85
"139","2018-07-10",21.049999
"140","2018-07-11",20.940001
"141","2018-07-12",20.98
"142","2018-07-13",20.860001
"143","2018-07-16",20.91
"144","2018-07-17",21.139999
"145","2018-07-18",21.01
"146","2018-07-19",21.4
"147","2018-07-20",21.35
"148","2018-07-23",20.969999
"149","2018-07-24",21
"150","2018-07-25",21.059999
"151","2018-07-26",21.15
"152","2018-07-27",21.01
"153","2018-07-30",20.5
"154","2018-07-31",20.58
"155","2018-08-01",20.389999
"156","2018-08-02",20.280001
"157","2018-08-03",20.1
"158","2018-08-06",20.08
"159","2018-08-07",19.959999
"160","2018-08-08",19.959999
"161","2018-08-09",20.68
"162","2018-08-10",21.57
"163","2018-08-13",21.84
"164","2018-08-14",21.99
"165","2018-08-15",21.5
"166","2018-08-16",21.74
"167","2018-08-17",21.98
"168","2018-08-20",22
"169","2018-08-21",21.99
"170","2018-08-22",22.280001
"171","2018-08-23",22.540001
"172","2018-08-24",22.950001
"173","2018-08-27",22.91
"174","2018-08-28",22.9
"175","2018-08-29",23.01
"176","2018-08-30",22.950001
"177","2018-08-31",23.360001
"178","2018-09-04",22.209999
"179","2018-09-05",21.43
"180","2018-09-06",22.059999
"181","2018-09-07",22.040001
"182","2018-09-10",21.969999
"183","2018-09-11",22.059999
"184","2018-09-12",22.129999
"185","2018-09-13",21.98
"186","2018-09-14",21.700001
"187","2018-09-17",21.25
"188","2018-09-18",21.58
"189","2018-09-19",20.889999
"190","2018-09-20",21.15
"191","2018-09-21",21.559999
"192","2018-09-24",21.74
"193","2018-09-25",21.719999
"194","2018-09-26",21.65
"195","2018-09-27",21.860001
"196","2018-09-28",22.139999
"197","2018-10-01",21.67
"198","2018-10-02",21.639999
"199","2018-10-03",21.75
"200","2018-10-04",21.799999
"201","2018-10-05",21.5
"202","2018-10-08",21.030001
"203","2018-10-09",20.4
"204","2018-10-10",19.549999
"205","2018-10-11",19.23
"206","2018-10-12",18.719999
"207","2018-10-15",18.799999
"208","2018-10-16",18.959999
"209","2018-10-17",18.98
"210","2018-10-18",18.15
"211","2018-10-19",17.799999
"212","2018-10-22",17.639999
"213","2018-10-23",17.540001
"214","2018-10-24",15.84
"215","2018-10-25",17.030001
"216","2018-10-26",16.82
"217","2018-10-29",16.42
"218","2018-10-30",16.450001
"219","2018-10-31",16.42
"220","2018-11-01",16.620001
"221","2018-11-02",16.08
"222","2018-11-05",16.09
"223","2018-11-06",16.67
"224","2018-11-07",16.780001
"225","2018-11-08",16.65
"226","2018-11-09",16.23
"227","2018-11-12",15.92
"228","2018-11-13",15.84
"229","2018-11-14",15.76
"230","2018-11-15",15.95
"231","2018-11-16",15.57
"232","2018-11-19",15.12
"233","2018-11-20",14.65
"234","2018-11-21",15.14
"235","2018-11-23",14.99
"236","2018-11-26",15.28
"237","2018-11-27",14.92
"238","2018-11-28",15.47
"239","2018-11-29",15.46
"240","2018-11-30",15.57
"241","2018-12-03",15.75
"242","2018-12-04",16.77
"243","2018-12-06",16.620001
"244","2018-12-07",17.120001
"245","2018-12-10",17.23
"246","2018-12-11",17.469999
"247","2018-12-12",18.030001
"248","2018-12-13",17.719999
"249","2018-12-14",17.58
"250","2018-12-17",16.65
"251","2018-12-18",16.200001
"252","2018-12-19",15.62
"253","2018-12-20",15.16
"254","2018-12-21",14.47
"255","2018-12-24",14.49
"256","2018-12-26",14.64
"257","2018-12-27",14.31
"258","2018-12-28",14.43
"259","2018-12-31",14.56
"260","2019-01-02",14.59
"261","2019-01-03",14.6
"262","2019-01-04",15.38
"263","2019-01-07",15.34
"264","2019-01-08",15.3
"265","2019-01-09",15.49
"266","2019-01-10",15.68
"267","2019-01-11",15.63
"268","2019-01-14",15.58
"269","2019-01-15",15.67
"270","2019-01-16",15.68
"271","2019-01-17",15.28
"272","2019-01-18",15.2
"273","2019-01-22",14.7
"274","2019-01-23",14.57
"275","2019-01-24",14.61
"276","2019-01-25",16.209999
"277","2019-01-28",16.66
"278","2019-01-29",16.6
"279","2019-01-30",17.02
"280","2019-01-31",16.91
"281","2019-02-01",17.15
"282","2019-02-04",17.209999
"283","2019-02-05",17.059999
"284","2019-02-06",17.459999
"285","2019-02-07",17.65
"286","2019-02-08",17.73
"287","2019-02-11",15.52
"288","2019-02-12",15.47
"289","2019-02-13",16.18
"290","2019-02-14",15.79
"291","2019-02-15",15.92
"292","2019-02-19",16.190001
"293","2019-02-20",16
"294","2019-02-21",16.110001
"295","2019-02-22",16.110001
"296","2019-02-25",16.35
"297","2019-02-26",15.79
"298","2019-02-27",15.49
"299","2019-02-28",15.49
"300","2019-03-01",15.67
"301","2019-03-04",15.23
"302","2019-03-05",15.05
"303","2019-03-06",14.66
"304","2019-03-07",14.36
"305","2019-03-08",14.22
"306","2019-03-11",14.8
"307","2019-03-12",14.94
"308","2019-03-13",14.62
"309","2019-03-14",14.42
"310","2019-03-15",14.54
"311","2019-03-18",14.44
"312","2019-03-19",14.35
"313","2019-03-20",13.82
"314","2019-03-21",13.98
"315","2019-03-22",13.21
"316","2019-03-25",17.51
"317","2019-03-26",17.75
"318","2019-03-27",17.27
"319","2019-03-28",17.01
"320","2019-03-29",16.83
"321","2019-04-01",17.15
"322","2019-04-02",17.110001
"323","2019-04-03",17.040001
"324","2019-04-04",16.9
"325","2019-04-05",17.209999
"326","2019-04-08",17.75
"327","2019-04-09",18.49
"328","2019-04-10",18.74
"329","2019-04-11",18.67
"330","2019-04-12",18.379999
"331","2019-04-15",18.690001
"332","2019-04-16",18.6
"333","2019-04-17",18.969999
"334","2019-04-18",19.01
"335","2019-04-22",19.299999
"336","2019-04-23",19.280001
"337","2019-04-24",19.33
"338","2019-04-25",19.16
"339","2019-04-26",19.24
"340","2019-04-29",18.91
"341","2019-04-30",19.08
"342","2019-05-01",18.74
"343","2019-05-02",18.690001
"344","2019-05-03",18.790001
"345","2019-05-06",18.75
"346","2019-05-07",18.34
"347","2019-05-08",18.360001
"348","2019-05-09",15.37
"349","2019-05-10",15
"350","2019-05-13",14.8
"351","2019-05-14",14.9
"352","2019-05-15",14.84
"353","2019-05-16",14.67
"354","2019-05-17",14.53
"355","2019-05-20",14.25
"356","2019-05-21",14.11
"357","2019-05-22",13.91
"358","2019-05-23",13.36
"359","2019-05-24",12.9
"360","2019-05-28",12.92
"361","2019-05-29",12.65
"362","2019-05-30",12.17
"363","2019-05-31",12.58
"364","2019-06-03",12.17
