"","date","AVYA"
"365","2019-06-04",12.39
"366","2019-06-05",11.98
"367","2019-06-06",12.25
"368","2019-06-07",12.36
"369","2019-06-10",12.3
"370","2019-06-11",12.11
"371","2019-06-12",12.1
"372","2019-06-13",12.51
"373","2019-06-14",12.19
"374","2019-06-17",12.12
"375","2019-06-18",12.35
"376","2019-06-19",12.15
"377","2019-06-20",12.43
"378","2019-06-21",12.23
"379","2019-06-24",12.03
"380","2019-06-25",11.41
"381","2019-06-26",11.44
"382","2019-06-27",11.53
"383","2019-06-28",11.91
"384","2019-07-01",11.47
"385","2019-07-02",11.21
"386","2019-07-03",11.4
"387","2019-07-05",11.54
"388","2019-07-08",11.15
"389","2019-07-09",11.15
"390","2019-07-10",11.06
"391","2019-07-11",11
"392","2019-07-12",11.23
"393","2019-07-15",11
"394","2019-07-16",11.03
"395","2019-07-17",10.68
"396","2019-07-18",11
"397","2019-07-19",10.74
"398","2019-07-22",10.65
"399","2019-07-23",10.79
"400","2019-07-24",11.16
"401","2019-07-25",11.06
"402","2019-07-26",11.41
"403","2019-07-29",11.41
"404","2019-07-30",11.76
"405","2019-07-31",12.04
"406","2019-08-01",11.63
"407","2019-08-02",11.36
"408","2019-08-05",10.59
"409","2019-08-06",10.72
"410","2019-08-07",10.79
"411","2019-08-08",11.27
"412","2019-08-09",11.15
"413","2019-08-12",10.28
"414","2019-08-13",11.8
"415","2019-08-14",12.15
"416","2019-08-15",12.1
"417","2019-08-16",12.52
"418","2019-08-19",12.43
"419","2019-08-20",13.95
"420","2019-08-21",14.14
"421","2019-08-22",14.08
"422","2019-08-23",13.9
"423","2019-08-26",13.72
"424","2019-08-27",13.7
"425","2019-08-28",13.89
"426","2019-08-29",14.3
"427","2019-08-30",14.12
"428","2019-09-03",13.66
"429","2019-09-04",13.3
"430","2019-09-05",13.3
"431","2019-09-06",13.4
"432","2019-09-09",13.24
"433","2019-09-10",13.3
"434","2019-09-11",13.07
"435","2019-09-12",11.53
"436","2019-09-13",11.36
"437","2019-09-16",11.03
"438","2019-09-17",10.63
"439","2019-09-18",10.4
"440","2019-09-19",10.29
"441","2019-09-20",10.38
"442","2019-09-23",10.63
"443","2019-09-24",10.31
"444","2019-09-25",10.66
"445","2019-09-26",10.29
"446","2019-09-27",10.3
"447","2019-09-30",10.23
"448","2019-10-01",10.16
"449","2019-10-02",10.09
"450","2019-10-03",10.12
"451","2019-10-04",13.23
"452","2019-10-07",14.09
"453","2019-10-08",13.04
"454","2019-10-09",12.82
"455","2019-10-10",12.36
"456","2019-10-11",12.61
"457","2019-10-14",12.6
"458","2019-10-15",12.53
"459","2019-10-16",12.73
"460","2019-10-17",12.31
"461","2019-10-18",12.09
"462","2019-10-21",12.43
"463","2019-10-22",12.27
"464","2019-10-23",12.16
"465","2019-10-24",12.14
"466","2019-10-25",12.19
"467","2019-10-28",12.18
"468","2019-10-29",12.12
"469","2019-10-30",11.64
"470","2019-10-31",12.09
"471","2019-11-01",12.36
"472","2019-11-04",12.57
"473","2019-11-05",12.66
"474","2019-11-06",12.28
"475","2019-11-07",12.33
"476","2019-11-08",12.46
"477","2019-11-11",12.47
"478","2019-11-12",12.53
"479","2019-11-13",12.69
"480","2019-11-14",12.32
"481","2019-11-15",12.43
"482","2019-11-18",12.35
"483","2019-11-19",12.1
"484","2019-11-20",11.48
"485","2019-11-21",11.54
"486","2019-11-22",12.02
"487","2019-11-25",12.3
"488","2019-11-26",12.6
"489","2019-11-27",12.76
"490","2019-11-29",12.77
"491","2019-12-02",12.61
"492","2019-12-03",12.56
"493","2019-12-04",12.35
"494","2019-12-05",12.03
"495","2019-12-06",11.83
"496","2019-12-09",11.38
"497","2019-12-10",11.15
"498","2019-12-11",11.05
"499","2019-12-12",11.23
"500","2019-12-13",11.51
"501","2019-12-16",11.92
"502","2019-12-17",12.08
"503","2019-12-18",12.39
"504","2019-12-19",12.5
"505","2019-12-20",12.54
"506","2019-12-23",12.73
"507","2019-12-24",13.16
"508","2019-12-26",13.42
"509","2019-12-27",13.36
"510","2019-12-30",13.47
"511","2019-12-31",13.5
"512","2020-01-02",13.03
"513","2020-01-03",12.52
"514","2020-01-06",12.16
"515","2020-01-07",12.12
"516","2020-01-08",12.14
"517","2020-01-09",12.54
"518","2020-01-10",12.47
"519","2020-01-13",12.25
"520","2020-01-14",12.15
"521","2020-01-15",12.58
"522","2020-01-16",12.97
"523","2020-01-17",12.97
"524","2020-01-21",13.86
"525","2020-01-22",14
"526","2020-01-23",14.27
"527","2020-01-24",14.11
"528","2020-01-27",13.57
"529","2020-01-28",13.81
"530","2020-01-29",13.38
"531","2020-01-30",13.3
"532","2020-01-31",12.77
"533","2020-02-03",12.82
"534","2020-02-04",13.24
"535","2020-02-05",13.05
"536","2020-02-06",12.69
"537","2020-02-07",12.18
"538","2020-02-10",12.86
"539","2020-02-11",12.88
"540","2020-02-12",13.37
"541","2020-02-13",13.53
"542","2020-02-14",13.4
"543","2020-02-18",13.61
"544","2020-02-19",14.1
"545","2020-02-20",14.55
"546","2020-02-21",14.24
"547","2020-02-24",13.73
"548","2020-02-25",13.26
"549","2020-02-26",13.02
"550","2020-02-27",12.27
"551","2020-02-28",12.96
"552","2020-03-02",13.49
"553","2020-03-03",13.24
"554","2020-03-04",13.38
"555","2020-03-05",12.39
"556","2020-03-06",12.01
"557","2020-03-09",9.26
"558","2020-03-10",9.69
"559","2020-03-11",8.44
"560","2020-03-12",7.09
"561","2020-03-13",9.87
"562","2020-03-16",8.1
"563","2020-03-17",8.61
"564","2020-03-18",7.79
"565","2020-03-19",8.35
"566","2020-03-20",8.15
"567","2020-03-23",8.85
"568","2020-03-24",9.5
"569","2020-03-25",8.83
"570","2020-03-26",9.07
"571","2020-03-27",8.92
"572","2020-03-30",8.67
"573","2020-03-31",8.09
"574","2020-04-01",6.59
"575","2020-04-02",6.98
"576","2020-04-03",6.78
"577","2020-04-06",7.62
"578","2020-04-07",7.57
"579","2020-04-08",8.64
"580","2020-04-09",9.52
"581","2020-04-13",9.32
"582","2020-04-14",9.08
"583","2020-04-15",8.73
"584","2020-04-16",8.25
"585","2020-04-17",8.76
"586","2020-04-20",8.3
"587","2020-04-21",8.1
"588","2020-04-22",8.43
"589","2020-04-23",8.66
"590","2020-04-24",9.01
"591","2020-04-27",9.24
"592","2020-04-28",9.47
"593","2020-04-29",10.15
"594","2020-04-30",9.94
"595","2020-05-01",9.22
"596","2020-05-04",9.15
"597","2020-05-05",9.63
"598","2020-05-06",9.89
"599","2020-05-07",10
"600","2020-05-08",10.47
"601","2020-05-11",12.75
"602","2020-05-12",12.95
"603","2020-05-13",12.97
"604","2020-05-14",12.96
"605","2020-05-15",13.2
"606","2020-05-18",13.87
"607","2020-05-19",14.14
"608","2020-05-20",14.27
"609","2020-05-21",14.59
"610","2020-05-22",14.99
"611","2020-05-26",14.33
"612","2020-05-27",14.36
"613","2020-05-28",14.24
"614","2020-05-29",14.6
"615","2020-06-01",14.87
"616","2020-06-02",14.7
"617","2020-06-03",14.24
"618","2020-06-04",14.03
"619","2020-06-05",14.06
"620","2020-06-08",14.77
"621","2020-06-09",14.23
"622","2020-06-10",14.27
"623","2020-06-11",13.04
"624","2020-06-12",12.76
"625","2020-06-15",12.75
"626","2020-06-16",12.75
"627","2020-06-17",12.37
"628","2020-06-18",12.7
"629","2020-06-19",12.99
"630","2020-06-22",13.17
"631","2020-06-23",13.4
"632","2020-06-24",12.74
"633","2020-06-25",12.68
"634","2020-06-26",12.7
"635","2020-06-29",12.56
"636","2020-06-30",12.36
"637","2020-07-01",12.47
"638","2020-07-02",12.76
"639","2020-07-06",12.76
"640","2020-07-07",12.26
"641","2020-07-08",12.48
"642","2020-07-09",12.52
"643","2020-07-10",12.02
"644","2020-07-13",11.56
"645","2020-07-14",11.7
"646","2020-07-15",11.91
"647","2020-07-16",12.05
"648","2020-07-17",12.32
"649","2020-07-20",12.44
"650","2020-07-21",12.55
"651","2020-07-22",12.58
"652","2020-07-23",12.43
"653","2020-07-24",12.15
"654","2020-07-27",12.09
"655","2020-07-28",12.15
"656","2020-07-29",12.48
"657","2020-07-30",12.47
"658","2020-07-31",12.66
"659","2020-08-03",13.73
"660","2020-08-04",13.52
"661","2020-08-05",13.39
"662","2020-08-06",13.41
"663","2020-08-07",13.66
"664","2020-08-10",15.14
"665","2020-08-11",16.02
"666","2020-08-12",15.86
"667","2020-08-13",16.24
"668","2020-08-14",16.42
"669","2020-08-17",16.48
"670","2020-08-18",16.48
"671","2020-08-19",16.5
"672","2020-08-20",16.32
"673","2020-08-21",15.89
"674","2020-08-24",15.86
"675","2020-08-25",15.68
"676","2020-08-26",15.59
"677","2020-08-27",15.1
"678","2020-08-28",15.49
"679","2020-08-31",15.52
"680","2020-09-01",16.360001
"681","2020-09-02",16.450001
"682","2020-09-03",15.67
"683","2020-09-04",15.51
"684","2020-09-08",15.01
"685","2020-09-09",14.36
"686","2020-09-10",14.41
"687","2020-09-11",14.3
"688","2020-09-14",14.76
"689","2020-09-15",14.85
"690","2020-09-16",14.9
"691","2020-09-17",14.72
"692","2020-09-18",14.85
"693","2020-09-21",14.81
"694","2020-09-22",14.6
"695","2020-09-23",13.84
"696","2020-09-24",13.7
"697","2020-09-25",13.8
"698","2020-09-28",14.12
"699","2020-09-29",15.06
"700","2020-09-30",15.2
"701","2020-10-01",16.219999
"702","2020-10-02",16.889999
"703","2020-10-05",17.93
"704","2020-10-06",17.440001
"705","2020-10-07",18.299999
"706","2020-10-08",18.950001
"707","2020-10-09",18.549999
"708","2020-10-12",18.57
"709","2020-10-13",18.35
"710","2020-10-14",18
"711","2020-10-15",19.1
"712","2020-10-16",18.68
"713","2020-10-19",19.049999
"714","2020-10-20",19.059999
"715","2020-10-21",18.99
"716","2020-10-22",18.709999
"717","2020-10-23",17.99
"718","2020-10-26",17.950001
"719","2020-10-27",18.129999
"720","2020-10-28",17.68
"721","2020-10-29",17.73
"722","2020-10-30",17.200001
"723","2020-11-02",16.440001
"724","2020-11-03",17.190001
"725","2020-11-04",17.82
"726","2020-11-05",18.07
"727","2020-11-06",17.58
"728","2020-11-09",17.700001
"729","2020-11-10",17.940001
"730","2020-11-11",19.030001
"731","2020-11-12",19
"732","2020-11-13",18.719999
"733","2020-11-16",18.790001
"734","2020-11-17",19.49
"735","2020-11-18",18.059999
"736","2020-11-19",16.41
"737","2020-11-20",16.559999
"738","2020-11-23",17.65
"739","2020-11-24",17.84
"740","2020-11-25",18.85
"741","2020-11-27",19.190001
