"","date","ZLAB"
"1","2017-09-20",27.93
"2","2017-09-21",31.110001
"3","2017-09-22",27.73
"4","2017-09-25",27.01
"5","2017-09-26",27.690001
"6","2017-09-27",27.620001
"7","2017-09-28",27.030001
"8","2017-09-29",27
"9","2017-10-02",26.41
"10","2017-10-03",26.969999
"11","2017-10-04",27.1
"12","2017-10-05",26.85
"13","2017-10-06",28.450001
"14","2017-10-09",30.77
"15","2017-10-10",32.619999
"16","2017-10-11",34.09
"17","2017-10-12",32.630001
"18","2017-10-13",32.189999
"19","2017-10-16",31.99
"20","2017-10-17",30.84
"21","2017-10-18",28.639999
"22","2017-10-19",27.59
"23","2017-10-20",28.24
"24","2017-10-23",26.459999
"25","2017-10-24",26.98
"26","2017-10-25",27.07
"27","2017-10-26",27.09
"28","2017-10-27",26.870001
"29","2017-10-30",27.09
"30","2017-10-31",27.01
"31","2017-11-01",27.99
"32","2017-11-02",29.07
"33","2017-11-03",28
"34","2017-11-06",27.91
"35","2017-11-07",27.09
"36","2017-11-08",27.200001
"37","2017-11-09",27.030001
"38","2017-11-10",27.780001
"39","2017-11-13",27.389999
"40","2017-11-14",26.85
"41","2017-11-15",26.200001
"42","2017-11-16",24.620001
"43","2017-11-17",25
"44","2017-11-20",24.66
"45","2017-11-21",25.68
"46","2017-11-22",26.84
"47","2017-11-24",26.799999
"48","2017-11-27",26.719999
"49","2017-11-28",25.860001
"50","2017-11-29",25.389999
"51","2017-11-30",26.110001
"52","2017-12-01",25.92
"53","2017-12-04",27.110001
"54","2017-12-05",25.73
"55","2017-12-06",25.74
"56","2017-12-07",25.549999
"57","2017-12-08",25.49
"58","2017-12-11",25.35
"59","2017-12-12",25.629999
"60","2017-12-13",25.280001
"61","2017-12-14",25.209999
"62","2017-12-15",24.950001
"63","2017-12-18",23.889999
"64","2017-12-19",23.51
"65","2017-12-20",22.860001
"66","2017-12-21",21.82
"67","2017-12-22",21.440001
"68","2017-12-26",21.5
"69","2017-12-27",22.040001
"70","2017-12-28",21.360001
"71","2017-12-29",21.23
"72","2018-01-02",22.26
"73","2018-01-03",22.35
"74","2018-01-04",22.1
"75","2018-01-05",22.809999
"76","2018-01-08",22.98
"77","2018-01-09",23.629999
"78","2018-01-10",22.530001
"79","2018-01-11",23.110001
"80","2018-01-12",23.370001
"81","2018-01-16",23.440001
"82","2018-01-17",22.620001
"83","2018-01-18",23.5
"84","2018-01-19",22.639999
"85","2018-01-22",23.74
"86","2018-01-23",23.68
"87","2018-01-24",24.120001
"88","2018-01-25",24.4
"89","2018-01-26",24.58
"90","2018-01-29",24.959999
"91","2018-01-30",24.85
"92","2018-01-31",26.959999
"93","2018-02-01",26.389999
"94","2018-02-02",25.98
"95","2018-02-05",25.35
"96","2018-02-06",23.049999
"97","2018-02-07",22.5
"98","2018-02-08",20.049999
"99","2018-02-09",20.25
"100","2018-02-12",20.799999
"101","2018-02-13",22
"102","2018-02-14",24.219999
"103","2018-02-15",23.9
"104","2018-02-16",23.49
"105","2018-02-20",24.25
"106","2018-02-21",23.99
"107","2018-02-22",23
"108","2018-02-23",23
"109","2018-02-26",23.049999
"110","2018-02-27",22.540001
"111","2018-02-28",22.15
"112","2018-03-01",21.9
"113","2018-03-02",21.84
"114","2018-03-05",21.965
"115","2018-03-06",22.16
"116","2018-03-07",21.799999
"117","2018-03-08",21.959999
"118","2018-03-09",22.1
"119","2018-03-12",22.059999
"120","2018-03-13",21.629999
"121","2018-03-14",20.700001
"122","2018-03-15",20.799999
"123","2018-03-16",21.02
"124","2018-03-19",21.07
"125","2018-03-20",21.139999
"126","2018-03-21",21.780001
"127","2018-03-22",20.74
"128","2018-03-23",20.76
"129","2018-03-26",20.780001
"130","2018-03-27",20.790001
"131","2018-03-28",20.9
"132","2018-03-29",21.35
"133","2018-04-02",21.24
"134","2018-04-03",21.1
"135","2018-04-04",22.41
"136","2018-04-05",21.51
"137","2018-04-06",21.440001
"138","2018-04-09",22.440001
"139","2018-04-10",22.57
"140","2018-04-11",21.690001
"141","2018-04-12",22.08
"142","2018-04-13",21.68
"143","2018-04-16",21.610001
"144","2018-04-17",21.59
"145","2018-04-18",21.059999
"146","2018-04-19",20.969999
"147","2018-04-20",20.940001
"148","2018-04-23",20.700001
"149","2018-04-24",18
"150","2018-04-25",18.440001
"151","2018-04-26",18.41
"152","2018-04-27",19.77
"153","2018-04-30",18.67
"154","2018-05-01",18.73
"155","2018-05-02",18.26
"156","2018-05-03",18.15
"157","2018-05-04",18.040001
"158","2018-05-07",18.139999
"159","2018-05-08",18.23
"160","2018-05-09",18.950001
"161","2018-05-10",18.030001
"162","2018-05-11",18.940001
"163","2018-05-14",19.780001
"164","2018-05-15",20.540001
"165","2018-05-16",20.959999
"166","2018-05-17",20.610001
"167","2018-05-18",20.040001
"168","2018-05-21",20.1
"169","2018-05-22",20.299999
"170","2018-05-23",21.52
"171","2018-05-24",22.190001
"172","2018-05-25",24.690001
"173","2018-05-29",25.01
"174","2018-05-30",24.280001
"175","2018-05-31",23.42
"176","2018-06-01",23.389999
"177","2018-06-04",23.799999
"178","2018-06-05",22.41
"179","2018-06-06",24.139999
"180","2018-06-07",24.280001
"181","2018-06-08",23.74
"182","2018-06-11",23.860001
"183","2018-06-12",23.59
"184","2018-06-13",23.74
"185","2018-06-14",23.83
"186","2018-06-15",23.950001
"187","2018-06-18",23.76
"188","2018-06-19",22.75
"189","2018-06-20",24.18
"190","2018-06-21",23.440001
"191","2018-06-22",23.360001
"192","2018-06-25",22.58
"193","2018-06-26",23.700001
"194","2018-06-27",22.51
"195","2018-06-28",22.790001
"196","2018-06-29",23.25
"197","2018-07-02",23.530001
"198","2018-07-03",23.25
"199","2018-07-05",23.32
"200","2018-07-06",23
"201","2018-07-09",23.299999
"202","2018-07-10",24.07
"203","2018-07-11",23.92
"204","2018-07-12",23.51
"205","2018-07-13",23.540001
"206","2018-07-16",23.58
"207","2018-07-17",23.799999
"208","2018-07-18",24.120001
"209","2018-07-19",24.190001
"210","2018-07-20",24.120001
"211","2018-07-23",24.66
"212","2018-07-24",24.139999
"213","2018-07-25",23.690001
"214","2018-07-26",22.940001
"215","2018-07-27",22.24
"216","2018-07-30",21.299999
"217","2018-07-31",21.92
"218","2018-08-01",21.790001
"219","2018-08-02",21.309999
"220","2018-08-03",20.129999
"221","2018-08-06",22
"222","2018-08-07",21
"223","2018-08-08",22.16
"224","2018-08-09",21.709999
"225","2018-08-10",22
"226","2018-08-13",22.07
"227","2018-08-14",21.93
"228","2018-08-15",21.450001
"229","2018-08-16",22.139999
"230","2018-08-17",22.190001
"231","2018-08-20",22.75
"232","2018-08-21",23.360001
"233","2018-08-22",22.52
"234","2018-08-23",23.24
"235","2018-08-24",22.99
"236","2018-08-27",23.879999
"237","2018-08-28",25.35
"238","2018-08-29",22.73
"239","2018-08-30",23.450001
"240","2018-08-31",22.73
"241","2018-09-04",21.120001
"242","2018-09-05",20.219999
"243","2018-09-06",18
"244","2018-09-07",17.809999
"245","2018-09-10",17.799999
"246","2018-09-11",18.299999
"247","2018-09-12",18.040001
"248","2018-09-13",17.879999
"249","2018-09-14",18.4
"250","2018-09-17",18.59
"251","2018-09-18",18.709999
"252","2018-09-19",19.18
"253","2018-09-20",19.540001
"254","2018-09-21",19.18
"255","2018-09-24",18.92
"256","2018-09-25",19.15
"257","2018-09-26",19.440001
"258","2018-09-27",19.4
"259","2018-09-28",19.48
"260","2018-10-01",19.65
"261","2018-10-02",19.42
"262","2018-10-03",20.01
"263","2018-10-04",19.219999
"264","2018-10-05",18.25
"265","2018-10-08",17.48
"266","2018-10-09",17.450001
"267","2018-10-10",15.88
"268","2018-10-11",14.95
"269","2018-10-12",15.7
"270","2018-10-15",15.95
"271","2018-10-16",16.469999
"272","2018-10-17",16.99
"273","2018-10-18",16.469999
"274","2018-10-19",16.370001
"275","2018-10-22",16.43
"276","2018-10-23",15.41
"277","2018-10-24",15.2
"278","2018-10-25",15.68
"279","2018-10-26",16.6
"280","2018-10-29",16.07
"281","2018-10-30",16.450001
"282","2018-10-31",16.360001
"283","2018-11-01",16.950001
"284","2018-11-02",17.24
"285","2018-11-05",17.030001
"286","2018-11-06",17.219999
"287","2018-11-07",18.299999
"288","2018-11-08",17.860001
"289","2018-11-09",16.91
"290","2018-11-12",16.43
"291","2018-11-13",16.940001
"292","2018-11-14",16.93
"293","2018-11-15",17.5
