"","date","DRIO"
"184","2016-12-01",2.98
"185","2016-12-02",3.3
"186","2016-12-05",3.42
"187","2016-12-06",3.5
"188","2016-12-07",3.4
"189","2016-12-08",3.47
"190","2016-12-09",3.42
"191","2016-12-12",3.27
"192","2016-12-13",3.38
"193","2016-12-14",3.37
"194","2016-12-15",3.374
"195","2016-12-16",3.199
"196","2016-12-19",3.145
"197","2016-12-20",3.15
"198","2016-12-21",3.09
"199","2016-12-22",3.298
"200","2016-12-23",3.231
"201","2016-12-27",3.2
"202","2016-12-28",3.136
"203","2016-12-29",3.1
"204","2016-12-30",3.25
"205","2017-01-03",3.16
"206","2017-01-04",3.199
"207","2017-01-05",3.11
"208","2017-01-06",3.12
"209","2017-01-09",3.143
"210","2017-01-10",3.08
"211","2017-01-11",3.038
"212","2017-01-12",3.287
"213","2017-01-13",3.24
"214","2017-01-17",3.21
"215","2017-01-18",3.235
"216","2017-01-19",3.14
"217","2017-01-20",3.18
"218","2017-01-23",3.16
"219","2017-01-24",3.3
"220","2017-01-25",3.28
"221","2017-01-26",3.37
"222","2017-01-27",3.271
"223","2017-01-30",3.4
"224","2017-01-31",3.55
"225","2017-02-01",3.518
"226","2017-02-02",3.89
"227","2017-02-03",4.121
"228","2017-02-06",4.09
"229","2017-02-07",3.855
"230","2017-02-08",4.02
"231","2017-02-09",3.889
"232","2017-02-10",4.01
"233","2017-02-13",3.99
"234","2017-02-14",3.919
"235","2017-02-15",3.78
"236","2017-02-16",3.73
"237","2017-02-17",3.86
"238","2017-02-21",4.165
"239","2017-02-22",4.09
"240","2017-02-23",4.18
"241","2017-02-24",4.25
"242","2017-02-27",3.91
"243","2017-02-28",3.958
"244","2017-03-01",3.69
"245","2017-03-02",3.871
"246","2017-03-03",3.69
"247","2017-03-06",3.79
"248","2017-03-07",3.815
"249","2017-03-08",3.84
"250","2017-03-09",3.85
"251","2017-03-10",3.795
"252","2017-03-13",3.79
"253","2017-03-14",3.82
"254","2017-03-15",3.81
"255","2017-03-16",3.95
"256","2017-03-17",4.15
"257","2017-03-20",4.45
"258","2017-03-21",4.476
"259","2017-03-22",4.5
"260","2017-03-23",4.15
"261","2017-03-24",4.06
"262","2017-03-27",3.99
"263","2017-03-28",4.03
"264","2017-03-29",3.99
"265","2017-03-30",3.9
"266","2017-03-31",3.01
"267","2017-04-03",2.96
"268","2017-04-04",2.82
"269","2017-04-05",2.87
"270","2017-04-06",2.92
"271","2017-04-07",2.89
"272","2017-04-10",2.86
"273","2017-04-11",2.88
"274","2017-04-12",2.88
"275","2017-04-13",2.7
"276","2017-04-17",2.686
"277","2017-04-18",2.7
"278","2017-04-19",2.73
"279","2017-04-20",2.74
"280","2017-04-21",2.7
"281","2017-04-24",2.69
"282","2017-04-25",2.93
"283","2017-04-26",2.91
"284","2017-04-27",2.79
"285","2017-04-28",2.81
"286","2017-05-01",2.87
"287","2017-05-02",2.95
"288","2017-05-03",2.94
"289","2017-05-04",2.85
"290","2017-05-05",2.92
"291","2017-05-08",3.01
"292","2017-05-09",3.01
"293","2017-05-10",2.99
"294","2017-05-11",2.91
"295","2017-05-12",2.93
"296","2017-05-15",2.92
"297","2017-05-16",3
"298","2017-05-17",2.83
"299","2017-05-18",2.746
"300","2017-05-19",2.69
"301","2017-05-22",2.73
"302","2017-05-23",2.77
"303","2017-05-24",2.62
"304","2017-05-25",2.25
"305","2017-05-26",2.136
"306","2017-05-30",1.98
"307","2017-05-31",2.121
"308","2017-06-01",2.16
"309","2017-06-02",2.382
"310","2017-06-05",2.27
"311","2017-06-06",2.286
"312","2017-06-07",2.37
"313","2017-06-08",2.31
"314","2017-06-09",2.39
"315","2017-06-12",2.42
"316","2017-06-13",2.588
"317","2017-06-14",2.48
"318","2017-06-15",2.438
"319","2017-06-16",2.27
"320","2017-06-19",2.248
"321","2017-06-20",2.13
"322","2017-06-21",2.234
"323","2017-06-22",2.21
"324","2017-06-23",2.18
"325","2017-06-26",2.11
"326","2017-06-27",2.13
"327","2017-06-28",2.198
"328","2017-06-29",2.21
"329","2017-06-30",2.18
"330","2017-07-03",2.56
"331","2017-07-05",2.74
"332","2017-07-06",2.55
"333","2017-07-07",2.46
"334","2017-07-10",2.5
"335","2017-07-11",2.37
"336","2017-07-12",2.49
"337","2017-07-13",2.65
"338","2017-07-14",2.73
"339","2017-07-17",2.819
"340","2017-07-18",2.83
"341","2017-07-19",2.8
"342","2017-07-20",2.81
"343","2017-07-21",2.71
"344","2017-07-24",2.77
"345","2017-07-25",2.7
"346","2017-07-26",2.69
"347","2017-07-27",2.61
"348","2017-07-28",2.77
"349","2017-07-31",2.75
"350","2017-08-01",2.54
"351","2017-08-02",2.576
"352","2017-08-03",2.62
"353","2017-08-04",2.47
"354","2017-08-07",2.39
"355","2017-08-08",2.16
"356","2017-08-09",2.1
"357","2017-08-10",2.085
"358","2017-08-11",2.39
"359","2017-08-14",2.11
"360","2017-08-15",2.02
"361","2017-08-16",1.84
"362","2017-08-17",2.27
"363","2017-08-18",2
"364","2017-08-21",1.96
"365","2017-08-22",1.93
"366","2017-08-23",2.02
"367","2017-08-24",1.92
"368","2017-08-25",2.037
"369","2017-08-28",2
"370","2017-08-29",2.13
"371","2017-08-30",2.18
"372","2017-08-31",2.1
"373","2017-09-01",1.96
"374","2017-09-05",1.88
"375","2017-09-06",1.92
"376","2017-09-07",1.89
"377","2017-09-08",1.86
"378","2017-09-11",1.83
"379","2017-09-12",1.84
"380","2017-09-13",1.87
"381","2017-09-14",1.76
"382","2017-09-15",1.73
"383","2017-09-18",1.77
"384","2017-09-19",1.74
"385","2017-09-20",1.835
"386","2017-09-21",1.74
"387","2017-09-22",1.78
"388","2017-09-25",1.84
"389","2017-09-26",1.82
"390","2017-09-27",1.93
"391","2017-09-28",1.87
"392","2017-09-29",1.84
"393","2017-10-02",1.79
"394","2017-10-03",1.81
"395","2017-10-04",1.81
"396","2017-10-05",1.9
"397","2017-10-06",1.92
"398","2017-10-09",1.936
"399","2017-10-10",1.89
"400","2017-10-11",1.85
"401","2017-10-12",1.86
"402","2017-10-13",1.85
"403","2017-10-16",1.85
"404","2017-10-17",1.8
"405","2017-10-18",2.18
"406","2017-10-19",1.98
"407","2017-10-20",2.07
"408","2017-10-23",2.18
"409","2017-10-24",2.009
"410","2017-10-25",1.96
"411","2017-10-26",1.9
"412","2017-10-27",1.816
"413","2017-10-30",1.7
"414","2017-10-31",1.76
"415","2017-11-01",1.64
"416","2017-11-02",1.63
"417","2017-11-03",1.59
"418","2017-11-06",1.549
"419","2017-11-07",1.44
"420","2017-11-08",1.654
"421","2017-11-09",1.59
"422","2017-11-10",1.58
"423","2017-11-13",1.59
"424","2017-11-14",1.62
"425","2017-11-15",1.728
"426","2017-11-16",1.76
"427","2017-11-17",1.77
"428","2017-11-20",1.66
"429","2017-11-21",1.67
"430","2017-11-22",1.67
"431","2017-11-24",1.68
"432","2017-11-27",1.63
"433","2017-11-28",1.55
"434","2017-11-29",1.52
"435","2017-11-30",1.52
"436","2017-12-01",1.51
"437","2017-12-04",1.48
"438","2017-12-05",1.44
"439","2017-12-06",1.39
"440","2017-12-07",1.47
"441","2017-12-08",1.49
"442","2017-12-11",1.43
"443","2017-12-12",1.45
"444","2017-12-13",1.46
"445","2017-12-14",1.46
"446","2017-12-15",1.5
"447","2017-12-18",1.65
"448","2017-12-19",1.67
"449","2017-12-20",1.56
"450","2017-12-21",1.599
"451","2017-12-22",1.57
"452","2017-12-26",1.6
"453","2017-12-27",1.8
"454","2017-12-28",1.67
"455","2017-12-29",1.602
"456","2018-01-02",1.61
"457","2018-01-03",1.61
"458","2018-01-04",1.61
"459","2018-01-05",1.62
"460","2018-01-08",1.65
"461","2018-01-09",1.62
"462","2018-01-10",1.613
"463","2018-01-11",1.59
"464","2018-01-12",1.71
"465","2018-01-16",1.65
"466","2018-01-17",1.69
"467","2018-01-18",1.65
"468","2018-01-19",1.66
"469","2018-01-22",1.67
"470","2018-01-23",1.62
"471","2018-01-24",1.61
"472","2018-01-25",1.55
"473","2018-01-26",1.6
"474","2018-01-29",1.59
"475","2018-01-30",1.586
"476","2018-01-31",1.52
"477","2018-02-01",1.535
"478","2018-02-02",1.52
"479","2018-02-05",1.45
"480","2018-02-06",1.42
"481","2018-02-07",1.45
"482","2018-02-08",1.49
"483","2018-02-09",1.45
"484","2018-02-12",1.45
"485","2018-02-13",1.442
"486","2018-02-14",1.42
"487","2018-02-15",1.49
"488","2018-02-16",1.46
"489","2018-02-20",1.47
"490","2018-02-21",1.46
"491","2018-02-22",1.49
"492","2018-02-23",1.43
"493","2018-02-26",1.49
"494","2018-02-27",1.47
"495","2018-02-28",1.392
"496","2018-03-01",1.38
"497","2018-03-02",1.44
"498","2018-03-05",1.39
"499","2018-03-06",1.38
"500","2018-03-07",1.44
"501","2018-03-08",1.5
"502","2018-03-09",1.55
"503","2018-03-12",1.56
"504","2018-03-13",1.5
"505","2018-03-14",1.44
"506","2018-03-15",1.44
"507","2018-03-16",1.51
"508","2018-03-19",1.561
"509","2018-03-20",1.48
"510","2018-03-21",1.46
"511","2018-03-22",1.391
"512","2018-03-23",1.4
"513","2018-03-26",1.79
"514","2018-03-27",1.58
"515","2018-03-28",1.55
"516","2018-03-29",1.54
"517","2018-04-02",1.59
"518","2018-04-03",1.53
"519","2018-04-04",1.61
"520","2018-04-05",1.53
"521","2018-04-06",1.57
"522","2018-04-09",1.66
"523","2018-04-10",1.68
"524","2018-04-11",1.67
"525","2018-04-12",1.72
"526","2018-04-13",1.76
"527","2018-04-16",1.73
"528","2018-04-17",1.76
"529","2018-04-18",1.75
"530","2018-04-19",1.69
"531","2018-04-20",1.69
"532","2018-04-23",1.693
"533","2018-04-24",1.76
"534","2018-04-25",1.857
"535","2018-04-26",1.86
"536","2018-04-27",1.82
"537","2018-04-30",1.81
"538","2018-05-01",1.8
"539","2018-05-02",1.84
"540","2018-05-03",1.8
"541","2018-05-04",1.809
"542","2018-05-07",1.77
"543","2018-05-08",1.77
"544","2018-05-09",1.82
"545","2018-05-10",1.75
"546","2018-05-11",1.82
"547","2018-05-14",1.79
"548","2018-05-15",1.72
"549","2018-05-16",1.79
"550","2018-05-17",1.82
"551","2018-05-18",1.8
"552","2018-05-21",1.73
"553","2018-05-22",1.72
"554","2018-05-23",1.68
"555","2018-05-24",1.61
"556","2018-05-25",1.59
"557","2018-05-29",1.485
"558","2018-05-30",1.46
"559","2018-05-31",1.6
"560","2018-06-01",1.64
"561","2018-06-04",1.61
"562","2018-06-05",1.55
"563","2018-06-06",1.53
"564","2018-06-07",1.52
"565","2018-06-08",1.51
"566","2018-06-11",1.54
"567","2018-06-12",1.51
"568","2018-06-13",1.52
"569","2018-06-14",1.5
"570","2018-06-15",1.48
"571","2018-06-18",1.42
"572","2018-06-19",1.42
"573","2018-06-20",1.44
"574","2018-06-21",1.46
"575","2018-06-22",1.4
"576","2018-06-25",1.41
"577","2018-06-26",1.38
"578","2018-06-27",1.38
"579","2018-06-28",1.29
"580","2018-06-29",1.28
"581","2018-07-02",1.25
"582","2018-07-03",1.25
"583","2018-07-05",1.35
"584","2018-07-06",1.3
"585","2018-07-09",1.31
"586","2018-07-10",1.37
"587","2018-07-11",1.38
"588","2018-07-12",1.35
"589","2018-07-13",1.37
"590","2018-07-16",1.38
"591","2018-07-17",1.43
"592","2018-07-18",1.35
"593","2018-07-19",1.31
"594","2018-07-20",1.32
"595","2018-07-23",1.3
"596","2018-07-24",1.27
"597","2018-07-25",1.28
"598","2018-07-26",1.22
"599","2018-07-27",1.23
"600","2018-07-30",1.23
"601","2018-07-31",1.36
"602","2018-08-01",1.26
"603","2018-08-02",1.31
"604","2018-08-03",1.23
"605","2018-08-06",1.24
"606","2018-08-07",1.24
"607","2018-08-08",1.34
"608","2018-08-09",1.25
"609","2018-08-10",1.22
"610","2018-08-13",1.15
"611","2018-08-14",1.19
"612","2018-08-15",1.12
"613","2018-08-16",1.09
"614","2018-08-17",1.04
"615","2018-08-20",0.967
"616","2018-08-21",0.947
"617","2018-08-22",1.09
"618","2018-08-23",1.07
"619","2018-08-24",1.14
"620","2018-08-27",1.04
"621","2018-08-28",1.05
"622","2018-08-29",1.01
"623","2018-08-30",1.01
"624","2018-08-31",1.1
"625","2018-09-04",0.98
"626","2018-09-05",1.028
"627","2018-09-06",0.92
"628","2018-09-07",0.99
"629","2018-09-10",0.99
"630","2018-09-11",0.98
"631","2018-09-12",0.98
"632","2018-09-13",1.08
"633","2018-09-14",1
"634","2018-09-17",1
"635","2018-09-18",0.99
"636","2018-09-19",1.04
"637","2018-09-20",0.98
"638","2018-09-21",0.95
"639","2018-09-24",0.96
"640","2018-09-25",0.93
"641","2018-09-26",0.9
"642","2018-09-27",0.9
"643","2018-09-28",0.97
"644","2018-10-01",0.893
"645","2018-10-02",0.9
"646","2018-10-03",0.92
"647","2018-10-04",0.99
"648","2018-10-05",0.97
"649","2018-10-08",0.93
"650","2018-10-09",0.93
"651","2018-10-10",0.912
"652","2018-10-11",0.892
"653","2018-10-12",0.93
"654","2018-10-15",0.94
"655","2018-10-16",0.95
"656","2018-10-17",0.95
"657","2018-10-18",0.97
"658","2018-10-19",1.09
"659","2018-10-22",1.08
"660","2018-10-23",1.06
"661","2018-10-24",1.08
"662","2018-10-25",1.04
"663","2018-10-26",1.11
"664","2018-10-29",1.05
"665","2018-10-30",1.08
"666","2018-10-31",1
"667","2018-11-01",1.11
"668","2018-11-02",1.1
"669","2018-11-05",1.11
"670","2018-11-06",1.18
"671","2018-11-07",1.13
"672","2018-11-08",1.12
"673","2018-11-09",1.16
"674","2018-11-12",1.1
"675","2018-11-13",0.948
"676","2018-11-14",0.85
"677","2018-11-15",0.78
"678","2018-11-16",0.811
"679","2018-11-19",0.691
"680","2018-11-20",0.83
"681","2018-11-21",0.795
"682","2018-11-23",0.76
"683","2018-11-26",0.778
"684","2018-11-27",0.74
"685","2018-11-28",0.758
"686","2018-11-29",0.748
"687","2018-11-30",0.74
"688","2018-12-03",0.82
"689","2018-12-04",0.89
"690","2018-12-06",0.825
"691","2018-12-07",0.76
"692","2018-12-10",0.765
"693","2018-12-11",0.701
"694","2018-12-12",0.76
"695","2018-12-13",0.84
"696","2018-12-14",0.73
"697","2018-12-17",0.68
"698","2018-12-18",0.7
"699","2018-12-19",0.66
"700","2018-12-20",0.7
"701","2018-12-21",0.84
"702","2018-12-24",0.858
"703","2018-12-26",0.808
"704","2018-12-27",0.748
"705","2018-12-28",0.739
"706","2018-12-31",0.776
"707","2019-01-02",0.764
"708","2019-01-03",0.76
"709","2019-01-04",0.846
"710","2019-01-07",0.842
"711","2019-01-08",0.88
"712","2019-01-09",0.82
"713","2019-01-10",0.815
"714","2019-01-11",0.83
"715","2019-01-14",0.805
"716","2019-01-15",0.84
"717","2019-01-16",0.79
"718","2019-01-17",0.79
"719","2019-01-18",0.845
"720","2019-01-22",0.792
"721","2019-01-23",0.79
"722","2019-01-24",0.786
"723","2019-01-25",0.75
"724","2019-01-28",0.75
"725","2019-01-29",0.72
"726","2019-01-30",0.706
"727","2019-01-31",0.74
"728","2019-02-01",0.698
"729","2019-02-04",0.77
"730","2019-02-05",0.72
"731","2019-02-06",0.703
"732","2019-02-07",0.716
"733","2019-02-08",0.652
"734","2019-02-11",0.67
"735","2019-02-12",0.72
"736","2019-02-13",0.73
"737","2019-02-14",0.73
"738","2019-02-15",0.73
"739","2019-02-19",0.72
"740","2019-02-20",0.7
"741","2019-02-21",0.74
"742","2019-02-22",0.75
"743","2019-02-25",0.765
"744","2019-02-26",0.713
"745","2019-02-27",0.7
"746","2019-02-28",0.705
"747","2019-03-01",0.73
"748","2019-03-04",0.72
"749","2019-03-05",0.698
"750","2019-03-06",0.73
"751","2019-03-07",0.711
"752","2019-03-08",0.703
"753","2019-03-11",0.7
"754","2019-03-12",0.692
"755","2019-03-13",0.71
"756","2019-03-14",0.704
"757","2019-03-15",0.72
"758","2019-03-18",0.676
"759","2019-03-19",0.677
"760","2019-03-20",0.674
"761","2019-03-21",0.65
"762","2019-03-22",0.816
"763","2019-03-25",0.745
"764","2019-03-26",0.702
"765","2019-03-27",0.74
"766","2019-03-28",0.76
"767","2019-03-29",0.737
"768","2019-04-01",0.701
"769","2019-04-02",0.718
"770","2019-04-03",0.7
"771","2019-04-04",0.707
"772","2019-04-05",0.706
"773","2019-04-08",0.73
"774","2019-04-09",0.715
"775","2019-04-10",0.72
"776","2019-04-11",0.73
"777","2019-04-12",0.7
"778","2019-04-15",0.688
"779","2019-04-16",0.725
"780","2019-04-17",0.71
"781","2019-04-18",0.738
"782","2019-04-22",0.74
"783","2019-04-23",0.737
"784","2019-04-24",0.721
"785","2019-04-25",0.74
"786","2019-04-26",0.77
"787","2019-04-29",0.79
"788","2019-04-30",0.83
"789","2019-05-01",0.874
"790","2019-05-02",0.812
"791","2019-05-03",0.839
"792","2019-05-06",0.825
"793","2019-05-07",0.88
"794","2019-05-08",0.876
"795","2019-05-09",0.838
"796","2019-05-10",0.863
"797","2019-05-13",0.83
"798","2019-05-14",0.807
"799","2019-05-15",0.75
"800","2019-05-16",0.726
"801","2019-05-17",0.758
"802","2019-05-20",0.729
"803","2019-05-21",0.735
"804","2019-05-22",0.55
"805","2019-05-23",0.56
"806","2019-05-24",0.55
"807","2019-05-28",0.52
"808","2019-05-29",0.51
"809","2019-05-30",0.515
"810","2019-05-31",0.496
"811","2019-06-03",0.495
"812","2019-06-04",0.51
"813","2019-06-05",0.48
"814","2019-06-06",0.492
"815","2019-06-07",0.48
"816","2019-06-10",0.549
"817","2019-06-11",0.508
"818","2019-06-12",0.48
"819","2019-06-13",0.475
"820","2019-06-14",0.45
"821","2019-06-17",0.46
"822","2019-06-18",0.466
"823","2019-06-19",0.47
"824","2019-06-20",0.492
"825","2019-06-21",0.505
"826","2019-06-24",0.503
"827","2019-06-25",0.5
"828","2019-06-26",0.473
"829","2019-06-27",0.455
"830","2019-06-28",0.465
"831","2019-07-01",0.475
"832","2019-07-02",0.51
"833","2019-07-03",0.476
"834","2019-07-05",0.474
"835","2019-07-08",0.471
"836","2019-07-09",0.465
"837","2019-07-10",0.473
"838","2019-07-11",0.47
"839","2019-07-12",0.46
"840","2019-07-15",0.41
"841","2019-07-16",0.409
"842","2019-07-17",0.4
"843","2019-07-18",0.382
"844","2019-07-19",0.4
"845","2019-07-22",0.43
"846","2019-07-23",0.435
"847","2019-07-24",0.45
"848","2019-07-25",0.495
"849","2019-07-26",0.495
"850","2019-07-29",0.516
"851","2019-07-30",0.58
"852","2019-07-31",0.61
"853","2019-08-01",0.561
"854","2019-08-02",0.61
"855","2019-08-05",0.585
"856","2019-08-06",0.62
"857","2019-08-07",0.58
"858","2019-08-08",0.564
"859","2019-08-09",0.54
"860","2019-08-12",0.565
"861","2019-08-13",0.42
"862","2019-08-14",0.42
"863","2019-08-15",0.41
"864","2019-08-16",0.411
"865","2019-08-19",0.43
"866","2019-08-20",0.41
"867","2019-08-21",0.42
"868","2019-08-22",0.388
"869","2019-08-23",0.36
"870","2019-08-26",0.33
"871","2019-08-27",0.34
"872","2019-08-28",0.347
"873","2019-08-29",0.383
"874","2019-08-30",0.4
"875","2019-09-03",0.409
"876","2019-09-04",0.362
"877","2019-09-05",0.398
"878","2019-09-06",0.403
"879","2019-09-09",0.38
"880","2019-09-10",0.373
"881","2019-09-11",0.4
"882","2019-09-12",0.42
"883","2019-09-13",0.403
"884","2019-09-16",0.4
"885","2019-09-17",0.371
"886","2019-09-18",0.382
"887","2019-09-19",0.363
"888","2019-09-20",0.34
"889","2019-09-23",0.345
"890","2019-09-24",0.32
"891","2019-09-25",0.317
"892","2019-09-26",0.317
"893","2019-09-27",0.314
"894","2019-09-30",0.304
"895","2019-10-01",0.29
"896","2019-10-02",0.3
"897","2019-10-03",0.324
"898","2019-10-04",0.3
"899","2019-10-07",0.28
"900","2019-10-08",0.27
"901","2019-10-09",0.32
"902","2019-10-10",0.292
"903","2019-10-11",0.285
"904","2019-10-14",0.28
"905","2019-10-15",0.255
"906","2019-10-16",0.255
"907","2019-10-17",0.253
"908","2019-10-18",0.251
"909","2019-10-21",0.25
"910","2019-10-22",0.256
"911","2019-10-23",0.26
"912","2019-10-24",0.26
"913","2019-10-25",0.28
"914","2019-10-28",0.262
"915","2019-10-29",0.245
"916","2019-10-30",0.241
"917","2019-10-31",0.245
"918","2019-11-01",0.24
"919","2019-11-04",0.24
"920","2019-11-05",0.23
"921","2019-11-06",0.23
"922","2019-11-07",0.22
"923","2019-11-08",0.239
"924","2019-11-11",0.222
"925","2019-11-12",0.245
"926","2019-11-13",0.21
"927","2019-11-14",0.204
"928","2019-11-15",0.207
"929","2019-11-18",4.3
"930","2019-11-19",4.15
"931","2019-11-20",4
"932","2019-11-21",4.3
"933","2019-11-22",4.139
"934","2019-11-25",3.9
"935","2019-11-26",4
"936","2019-11-27",4.04
"937","2019-11-29",4.06
"938","2019-12-02",5.01
"939","2019-12-03",7.47
"940","2019-12-04",8.68
"941","2019-12-05",8.5
"942","2019-12-06",8.69
"943","2019-12-09",8.3
"944","2019-12-10",7.11
"945","2019-12-11",7.23
"946","2019-12-12",6.743
"947","2019-12-13",6.16
"948","2019-12-16",5.8
"949","2019-12-17",5.84
"950","2019-12-18",6.01
"951","2019-12-19",6.05
"952","2019-12-20",6.17
"953","2019-12-23",6.35
"954","2019-12-24",6.309
"955","2019-12-26",6.17
"956","2019-12-27",6.3
"957","2019-12-30",6.03
"958","2019-12-31",6.56
"959","2020-01-02",6.48
"960","2020-01-03",6.24
"961","2020-01-06",6.39
"962","2020-01-07",6
"963","2020-01-08",6.27
"964","2020-01-09",7.49
"965","2020-01-10",7.05
"966","2020-01-13",7.05
"967","2020-01-14",7.35
"968","2020-01-15",7.15
"969","2020-01-16",7.5
"970","2020-01-17",8.27
"971","2020-01-21",8.54
"972","2020-01-22",8.26
"973","2020-01-23",8.11
"974","2020-01-24",7.76
"975","2020-01-27",7.61
"976","2020-01-28",7.82
"977","2020-01-29",8.335
"978","2020-01-30",8.38
"979","2020-01-31",7.67
"980","2020-02-03",8.14
"981","2020-02-04",8.995
"982","2020-02-05",9.11
"983","2020-02-06",9.74
"984","2020-02-07",9.38
"985","2020-02-10",9.15
"986","2020-02-11",9.237
"987","2020-02-12",8.4
"988","2020-02-13",8.999
"989","2020-02-14",8.805
"990","2020-02-18",9.18
"991","2020-02-19",8.88
"992","2020-02-20",9.1
"993","2020-02-21",8.9
"994","2020-02-24",8.8
"995","2020-02-25",8.32
"996","2020-02-26",7.85
"997","2020-02-27",7.4
"998","2020-02-28",7.3
"999","2020-03-02",7.98
