"","date","THC"
"110","2007-06-11",27.360001
"111","2007-06-12",26.84
"112","2007-06-13",26.92
"113","2007-06-14",26.6
"114","2007-06-15",26.879999
"115","2007-06-18",27
"116","2007-06-19",27
"117","2007-06-20",26.52
"118","2007-06-21",26.52
"119","2007-06-22",26.360001
"120","2007-06-25",26
"121","2007-06-26",25.719999
"122","2007-06-27",25.84
"123","2007-06-28",25.639999
"124","2007-06-29",26.040001
"125","2007-07-02",26.24
"126","2007-07-03",26.68
"127","2007-07-05",26.719999
"128","2007-07-06",26.360001
"129","2007-07-09",26.280001
"130","2007-07-10",25.799999
"131","2007-07-11",26.120001
"132","2007-07-12",26.280001
"133","2007-07-13",26.280001
"134","2007-07-16",26.440001
"135","2007-07-17",25.959999
"136","2007-07-18",25.799999
"137","2007-07-19",25.24
"138","2007-07-20",24.719999
"139","2007-07-23",24.08
"140","2007-07-24",23.76
"141","2007-07-25",23.280001
"142","2007-07-26",22.200001
"143","2007-07-27",22.200001
"144","2007-07-30",21.4
"145","2007-07-31",20.719999
"146","2007-08-01",20.48
"147","2007-08-02",20.48
"148","2007-08-03",19.440001
"149","2007-08-06",19.76
"150","2007-08-07",16.6
"151","2007-08-08",17.559999
"152","2007-08-09",18.639999
"153","2007-08-10",17.84
"154","2007-08-13",17.639999
"155","2007-08-14",17
"156","2007-08-15",16.08
"157","2007-08-16",15.12
"158","2007-08-17",15.2
"159","2007-08-20",14.88
"160","2007-08-21",14.72
"161","2007-08-22",15.12
"162","2007-08-23",15.12
"163","2007-08-24",14.68
"164","2007-08-27",14.72
"165","2007-08-28",13.36
"166","2007-08-29",13.6
"167","2007-08-30",13.64
"168","2007-08-31",13.56
"169","2007-09-04",13.4
"170","2007-09-05",13.6
"171","2007-09-06",14
"172","2007-09-07",13.92
"173","2007-09-10",13.32
"174","2007-09-11",13.4
"175","2007-09-12",13.6
"176","2007-09-13",13.44
"177","2007-09-14",13.04
"178","2007-09-17",13.08
"179","2007-09-18",13.36
"180","2007-09-19",13.56
"181","2007-09-20",13.6
"182","2007-09-21",14.2
"183","2007-09-24",14.24
"184","2007-09-25",13.88
"185","2007-09-26",14.08
"186","2007-09-27",13.68
"187","2007-09-28",13.44
"188","2007-10-01",13.28
"189","2007-10-02",13.32
"190","2007-10-03",13.8
"191","2007-10-04",14
"192","2007-10-05",13.96
"193","2007-10-08",13.72
"194","2007-10-09",13.8
"195","2007-10-10",14.24
"196","2007-10-11",13.64
"197","2007-10-12",13.2
"198","2007-10-15",13.08
"199","2007-10-16",12.64
"200","2007-10-17",12.4
"201","2007-10-18",13
"202","2007-10-19",12.4
"203","2007-10-22",13.04
"204","2007-10-23",13.4
"205","2007-10-24",13.16
"206","2007-10-25",13.28
"207","2007-10-26",13.52
"208","2007-10-29",13.8
"209","2007-10-30",14.12
"210","2007-10-31",14.04
"211","2007-11-01",13.2
"212","2007-11-02",12.8
"213","2007-11-05",12.92
"214","2007-11-06",15.8
"215","2007-11-07",15.68
"216","2007-11-08",16.24
"217","2007-11-09",16.24
"218","2007-11-12",17.4
"219","2007-11-13",17.48
"220","2007-11-14",17.52
"221","2007-11-15",17.360001
"222","2007-11-16",17.6
"223","2007-11-19",17
"224","2007-11-20",16.040001
"225","2007-11-21",15.84
"226","2007-11-23",15.88
"227","2007-11-26",16
"228","2007-11-27",17.719999
"229","2007-11-28",19.639999
"230","2007-11-29",20.360001
"231","2007-11-30",22.040001
"232","2007-12-03",21.32
"233","2007-12-04",21.360001
"234","2007-12-05",21.76
"235","2007-12-06",22.879999
"236","2007-12-07",23.280001
"237","2007-12-10",23.799999
"238","2007-12-11",22.120001
"239","2007-12-12",22.24
"240","2007-12-13",22.4
"241","2007-12-14",21.4
"242","2007-12-17",20.08
"243","2007-12-18",20.559999
"244","2007-12-19",20.440001
"245","2007-12-20",20.68
"246","2007-12-21",21.280001
"247","2007-12-24",21.959999
"248","2007-12-26",21.76
"249","2007-12-27",20.799999
"250","2007-12-28",20.32
"251","2007-12-31",20.32
"252","2008-01-02",20.040001
"253","2008-01-03",19.719999
"254","2008-01-04",19
"255","2008-01-07",19.6
"256","2008-01-08",19.040001
"257","2008-01-09",18.559999
"258","2008-01-10",17.84
"259","2008-01-11",17.040001
"260","2008-01-14",17.200001
"261","2008-01-15",17.76
"262","2008-01-16",19.040001
"263","2008-01-17",18.040001
"264","2008-01-18",17.6
"265","2008-01-22",17.24
"266","2008-01-23",17.120001
"267","2008-01-24",18.440001
"268","2008-01-25",18.4
"269","2008-01-28",18.799999
"270","2008-01-29",18.76
"271","2008-01-30",17.440001
"272","2008-01-31",17.6
"273","2008-02-01",18.200001
"274","2008-02-04",18.76
"275","2008-02-05",18.52
"276","2008-02-06",18.52
"277","2008-02-07",18
"278","2008-02-08",17.08
"279","2008-02-11",17.040001
"280","2008-02-12",16.799999
"281","2008-02-13",16.84
"282","2008-02-14",16.6
"283","2008-02-15",16.76
"284","2008-02-19",16.959999
"285","2008-02-20",17.040001
"286","2008-02-21",16.68
"287","2008-02-22",17
"288","2008-02-25",17.120001
"289","2008-02-26",19.6
"290","2008-02-27",20
"291","2008-02-28",19.959999
"292","2008-02-29",19.24
"293","2008-03-03",19.360001
"294","2008-03-04",20.16
"295","2008-03-05",20.360001
"296","2008-03-06",19.76
"297","2008-03-07",19.52
"298","2008-03-10",19.6
"299","2008-03-11",19.879999
"300","2008-03-12",19.799999
"301","2008-03-13",20.48
"302","2008-03-14",20.040001
"303","2008-03-17",19.360001
"304","2008-03-18",19.92
"305","2008-03-19",20.16
"306","2008-03-20",20.959999
"307","2008-03-24",21.6
"308","2008-03-25",21.639999
"309","2008-03-26",21.040001
"310","2008-03-27",21.200001
"311","2008-03-28",22.040001
"312","2008-03-31",22.639999
"313","2008-04-01",23.4
"314","2008-04-02",23.24
"315","2008-04-03",23.200001
"316","2008-04-04",22.120001
"317","2008-04-07",22.440001
"318","2008-04-08",21.959999
"319","2008-04-09",21.200001
"320","2008-04-10",20.84
"321","2008-04-11",20.879999
"322","2008-04-14",20.879999
"323","2008-04-15",21.32
"324","2008-04-16",21.6
"325","2008-04-17",20.879999
"326","2008-04-18",21.76
"327","2008-04-21",21.52
"328","2008-04-22",20.879999
"329","2008-04-23",22.16
"330","2008-04-24",21.84
"331","2008-04-25",24.76
"332","2008-04-28",26.799999
"333","2008-04-29",26.200001
"334","2008-04-30",25.6
"335","2008-05-01",25.84
"336","2008-05-02",25.52
"337","2008-05-05",25.879999
"338","2008-05-06",24.040001
"339","2008-05-07",22.799999
"340","2008-05-08",22.959999
"341","2008-05-09",22.799999
"342","2008-05-12",22.92
"343","2008-05-13",22.719999
"344","2008-05-14",22.92
"345","2008-05-15",22.76
"346","2008-05-16",22.639999
"347","2008-05-19",22.719999
"348","2008-05-20",22.959999
"349","2008-05-21",22.120001
"350","2008-05-22",22.879999
"351","2008-05-23",22.440001
"352","2008-05-27",22.719999
"353","2008-05-28",23.639999
"354","2008-05-29",23.879999
"355","2008-05-30",23.6
"356","2008-06-02",23.959999
"357","2008-06-03",24.200001
"358","2008-06-04",24.200001
"359","2008-06-05",24.08
"360","2008-06-06",22.84
"361","2008-06-09",22.4
"362","2008-06-10",21.719999
"363","2008-06-11",21.200001
"364","2008-06-12",22.76
"365","2008-06-13",23
"366","2008-06-16",22.52
"367","2008-06-17",21.92
"368","2008-06-18",22.040001
"369","2008-06-19",21.879999
"370","2008-06-20",21.32
"371","2008-06-23",21.48
"372","2008-06-24",21.879999
"373","2008-06-25",22.280001
"374","2008-06-26",21.68
"375","2008-06-27",21.92
"376","2008-06-30",22.24
"377","2008-07-01",22.6
"378","2008-07-02",22.639999
"379","2008-07-03",22.32
"380","2008-07-07",21.52
"381","2008-07-08",22.360001
"382","2008-07-09",22.08
"383","2008-07-10",22.16
"384","2008-07-11",22.280001
"385","2008-07-14",22.040001
"386","2008-07-15",21.959999
"387","2008-07-16",23.68
"388","2008-07-17",22.76
"389","2008-07-18",23.120001
"390","2008-07-21",23.280001
"391","2008-07-22",23.360001
"392","2008-07-23",23.200001
"393","2008-07-24",23.360001
"394","2008-07-25",23.32
"395","2008-07-28",22.68
"396","2008-07-29",23.68
"397","2008-07-30",23.24
"398","2008-07-31",23.16
"399","2008-08-01",24.16
"400","2008-08-04",24.92
"401","2008-08-05",22.879999
"402","2008-08-06",21.959999
"403","2008-08-07",21.440001
"404","2008-08-08",22.68
"405","2008-08-11",23.08
"406","2008-08-12",22.52
"407","2008-08-13",22.84
"408","2008-08-14",23.719999
"409","2008-08-15",24.360001
"410","2008-08-18",24.16
"411","2008-08-19",24.6
"412","2008-08-20",24.4
"413","2008-08-21",24.52
"414","2008-08-22",24.32
"415","2008-08-25",23.68
"416","2008-08-26",23.639999
"417","2008-08-27",23.959999
"418","2008-08-28",24.360001
"419","2008-08-29",24.120001
"420","2008-09-02",24.32
"421","2008-09-03",25.76
"422","2008-09-04",25.6
"423","2008-09-05",25.24
"424","2008-09-08",26.200001
"425","2008-09-09",25.24
"426","2008-09-10",24.32
"427","2008-09-11",24.84
"428","2008-09-12",25.92
"429","2008-09-15",24.280001
"430","2008-09-16",23.799999
"431","2008-09-17",23.360001
"432","2008-09-18",24.559999
"433","2008-09-19",25.040001
"434","2008-09-22",24.32
"435","2008-09-23",24.639999
"436","2008-09-24",24.040001
"437","2008-09-25",24.52
"438","2008-09-26",24.040001
"439","2008-09-29",22.200001
"440","2008-09-30",22.200001
"441","2008-10-01",21
"442","2008-10-02",20.040001
"443","2008-10-03",20.040001
"444","2008-10-06",18.040001
"445","2008-10-07",16.879999
"446","2008-10-08",17.16
"447","2008-10-09",16.08
"448","2008-10-10",16.719999
"449","2008-10-13",18.84
"450","2008-10-14",18.16
"451","2008-10-15",16.16
"452","2008-10-16",16.32
"453","2008-10-17",15.76
"454","2008-10-20",16.120001
"455","2008-10-21",16
"456","2008-10-22",15.16
"457","2008-10-23",14.44
"458","2008-10-24",14.4
"459","2008-10-27",13.76
"460","2008-10-28",14.28
"461","2008-10-29",13.88
"462","2008-10-30",16.040001
"463","2008-10-31",17.52
"464","2008-11-03",16.48
"465","2008-11-04",10.44
"466","2008-11-05",9.92
"467","2008-11-06",9.28
"468","2008-11-07",9.04
"469","2008-11-10",8.24
"470","2008-11-11",8.2
"471","2008-11-12",7.96
"472","2008-11-13",8.68
"473","2008-11-14",7.8
"474","2008-11-17",7.4
"475","2008-11-18",7.2
"476","2008-11-19",5.84
"477","2008-11-20",4.36
"478","2008-11-21",4.84
"479","2008-11-24",5.12
"480","2008-11-25",4.84
"481","2008-11-26",4.72
"482","2008-11-28",4.84
"483","2008-12-01",4.52
"484","2008-12-02",4.8
"485","2008-12-03",5.36
"486","2008-12-04",5.28
"487","2008-12-05",5.68
"488","2008-12-08",6.16
"489","2008-12-09",6
"490","2008-12-10",5.64
"491","2008-12-11",5.52
"492","2008-12-12",5.48
"493","2008-12-15",4.92
"494","2008-12-16",4.8
"495","2008-12-17",4.84
"496","2008-12-18",4.52
"497","2008-12-19",4.28
"498","2008-12-22",4.32
"499","2008-12-23",4.4
"500","2008-12-24",4.6
"501","2008-12-26",4.84
"502","2008-12-29",4.48
"503","2008-12-30",4.64
"504","2008-12-31",4.6
"505","2009-01-02",5.08
"506","2009-01-05",4.4
"507","2009-01-06",5
"508","2009-01-07",5.24
"509","2009-01-08",5.8
"510","2009-01-09",5.52
"511","2009-01-12",4.92
"512","2009-01-13",4.84
"513","2009-01-14",4.8
"514","2009-01-15",4.84
"515","2009-01-16",4.76
"516","2009-01-20",4.6
"517","2009-01-21",4.96
"518","2009-01-22",4.88
"519","2009-01-23",4.64
"520","2009-01-26",4.6
"521","2009-01-27",4.6
"522","2009-01-28",4.76
"523","2009-01-29",4.52
"524","2009-01-30",4.28
"525","2009-02-02",4.4
"526","2009-02-03",4.28
"527","2009-02-04",4.28
"528","2009-02-05",4.6
"529","2009-02-06",4.8
"530","2009-02-09",4.56
"531","2009-02-10",4.48
"532","2009-02-11",4.6
"533","2009-02-12",4.68
"534","2009-02-13",4.68
"535","2009-02-17",4.44
"536","2009-02-18",4.24
"537","2009-02-19",4.2
"538","2009-02-20",3.92
"539","2009-02-23",3.92
"540","2009-02-24",4.16
"541","2009-02-25",4.12
"542","2009-02-26",4.56
"543","2009-02-27",4.44
"544","2009-03-02",4.04
"545","2009-03-03",4.08
"546","2009-03-04",3.88
"547","2009-03-05",3.76
"548","2009-03-06",3.68
"549","2009-03-09",3.6
"550","2009-03-10",3.68
"551","2009-03-11",3.6
"552","2009-03-12",3.84
"553","2009-03-13",4.12
"554","2009-03-16",4
"555","2009-03-17",4.12
"556","2009-03-18",4.08
"557","2009-03-19",4.2
"558","2009-03-20",4
"559","2009-03-23",4.56
"560","2009-03-24",4.76
"561","2009-03-25",4.56
"562","2009-03-26",4.92
"563","2009-03-27",4.64
"564","2009-03-30",4.44
"565","2009-03-31",4.64
"566","2009-04-01",4.8
"567","2009-04-02",4.76
"568","2009-04-03",4.44
"569","2009-04-06",4.48
"570","2009-04-07",4.4
"571","2009-04-08",4.2
"572","2009-04-09",4.36
"573","2009-04-13",4.6
"574","2009-04-14",5.44
"575","2009-04-15",5.84
"576","2009-04-16",5.84
"577","2009-04-17",6.24
"578","2009-04-20",5.68
"579","2009-04-21",8.2
"580","2009-04-22",8.16
"581","2009-04-23",8.48
"582","2009-04-24",8.44
"583","2009-04-27",8.48
"584","2009-04-28",8.88
"585","2009-04-29",9.28
"586","2009-04-30",9
"587","2009-05-01",9.6
"588","2009-05-04",10
"589","2009-05-05",10.08
"590","2009-05-06",9.52
"591","2009-05-07",8.96
"592","2009-05-08",9.52
"593","2009-05-11",9.8
"594","2009-05-12",9.96
"595","2009-05-13",9.4
"596","2009-05-14",9.6
"597","2009-05-15",9.24
"598","2009-05-18",9
"599","2009-05-19",11.08
"600","2009-05-20",12.48
"601","2009-05-21",13.2
"602","2009-05-22",12.88
"603","2009-05-26",12.6
"604","2009-05-27",13
"605","2009-05-28",12.84
"606","2009-05-29",14.52
"607","2009-06-01",15.24
"608","2009-06-02",14.96
"609","2009-06-03",14.52
"610","2009-06-04",14.8
"611","2009-06-05",14.2
"612","2009-06-08",14.24
"613","2009-06-09",14.6
"614","2009-06-10",14.32
"615","2009-06-11",13.96
"616","2009-06-12",12.24
"617","2009-06-15",12.68
"618","2009-06-16",12.16
"619","2009-06-17",11.4
"620","2009-06-18",11.84
"621","2009-06-19",11.12
"622","2009-06-22",10.28
"623","2009-06-23",10.08
"624","2009-06-24",10.72
"625","2009-06-25",11.44
"626","2009-06-26",11.56
"627","2009-06-29",11.32
"628","2009-06-30",11.28
"629","2009-07-01",11.44
"630","2009-07-02",11.04
"631","2009-07-06",10.52
"632","2009-07-07",11.44
"633","2009-07-08",12.2
"634","2009-07-09",12.04
"635","2009-07-10",11.96
"636","2009-07-13",11.76
"637","2009-07-14",12.4
"638","2009-07-15",12.76
"639","2009-07-16",13.28
"640","2009-07-17",12.96
"641","2009-07-20",13.44
"642","2009-07-21",13.16
"643","2009-07-22",13.24
"644","2009-07-23",13.52
"645","2009-07-24",13.92
"646","2009-07-27",14.4
"647","2009-07-28",16.280001
"648","2009-07-29",16.200001
"649","2009-07-30",16.959999
"650","2009-07-31",15.8
"651","2009-08-03",16.799999
"652","2009-08-04",17.08
"653","2009-08-05",16.959999
"654","2009-08-06",16.280001
"655","2009-08-07",16.48
"656","2009-08-10",17.24
"657","2009-08-11",16.6
"658","2009-08-12",16.48
"659","2009-08-13",17.719999
"660","2009-08-14",19.08
"661","2009-08-17",19.4
"662","2009-08-18",19.24
"663","2009-08-19",18.76
"664","2009-08-20",18.76
"665","2009-08-21",18.200001
"666","2009-08-24",18.280001
"667","2009-08-25",18.799999
"668","2009-08-26",18.76
"669","2009-08-27",19
"670","2009-08-28",19.040001
"671","2009-08-31",18.639999
"672","2009-09-01",17.559999
"673","2009-09-02",17.639999
"674","2009-09-03",17.959999
"675","2009-09-04",19.24
"676","2009-09-08",19.360001
"677","2009-09-09",20.360001
"678","2009-09-10",21.639999
"679","2009-09-11",21.799999
"680","2009-09-14",23
"681","2009-09-15",22.959999
"682","2009-09-16",23.799999
"683","2009-09-17",23.040001
"684","2009-09-18",22.440001
"685","2009-09-21",23.4
"686","2009-09-22",23.6
"687","2009-09-23",23.4
"688","2009-09-24",22.120001
"689","2009-09-25",21.76
"690","2009-09-28",23.32
"691","2009-09-29",23.16
"692","2009-09-30",23.52
"693","2009-10-01",21.879999
"694","2009-10-02",21.440001
"695","2009-10-05",22.440001
"696","2009-10-06",22.6
"697","2009-10-07",22.68
"698","2009-10-08",23.799999
"699","2009-10-09",23.92
"700","2009-10-12",23.959999
"701","2009-10-13",23.68
"702","2009-10-14",24
"703","2009-10-15",24
"704","2009-10-16",23.76
"705","2009-10-19",24.639999
"706","2009-10-20",24.959999
"707","2009-10-21",24.52
"708","2009-10-22",24.32
"709","2009-10-23",23.16
"710","2009-10-26",22.24
"711","2009-10-27",21.84
"712","2009-10-28",20.440001
"713","2009-10-29",21.959999
"714","2009-10-30",20.48
"715","2009-11-02",21.200001
"716","2009-11-03",21.6
"717","2009-11-04",20.6
"718","2009-11-05",20.92
"719","2009-11-06",20.440001
"720","2009-11-09",21.200001
"721","2009-11-10",21.76
"722","2009-11-11",22.32
"723","2009-11-12",22
"724","2009-11-13",22.24
"725","2009-11-16",22.4
"726","2009-11-17",21.879999
"727","2009-11-18",21.16
"728","2009-11-19",21.040001
"729","2009-11-20",21.08
"730","2009-11-23",20.76
"731","2009-11-24",20.4
"732","2009-11-25",20.360001
"733","2009-11-27",19.799999
"734","2009-11-30",18.200001
"735","2009-12-01",19.08
"736","2009-12-02",18.92
"737","2009-12-03",19.48
"738","2009-12-04",19
"739","2009-12-07",19.6
"740","2009-12-08",19.16
"741","2009-12-09",19.040001
"742","2009-12-10",19.440001
"743","2009-12-11",19.24
"744","2009-12-14",19.68
"745","2009-12-15",20.48
"746","2009-12-16",21.040001
"747","2009-12-17",20.4
"748","2009-12-18",19.639999
"749","2009-12-21",20.280001
"750","2009-12-22",21.280001
"751","2009-12-23",22.08
"752","2009-12-24",22.48
"753","2009-12-28",22
"754","2009-12-29",21.32
"755","2009-12-30",20.799999
"756","2009-12-31",21.559999
"757","2010-01-04",21.799999
"758","2010-01-05",24
"759","2010-01-06",23.6
"760","2010-01-07",24.040001
"761","2010-01-08",25
"762","2010-01-11",24.559999
"763","2010-01-12",23.639999
"764","2010-01-13",25
"765","2010-01-14",25.16
"766","2010-01-15",24.280001
"767","2010-01-19",23.440001
"768","2010-01-20",22.6
"769","2010-01-21",21.799999
"770","2010-01-22",20.76
"771","2010-01-25",21.16
"772","2010-01-26",22.120001
"773","2010-01-27",21.559999
"774","2010-01-28",20.639999
"775","2010-01-29",22.16
"776","2010-02-01",21.959999
"777","2010-02-02",22.360001
"778","2010-02-03",22.08
"779","2010-02-04",20.799999
"780","2010-02-05",20.4
"781","2010-02-08",19.84
"782","2010-02-09",20.6
"783","2010-02-10",20.32
"784","2010-02-11",20.959999
"785","2010-02-12",20.84
"786","2010-02-16",21.280001
"787","2010-02-17",22.200001
"788","2010-02-18",22.559999
"789","2010-02-19",22.360001
"790","2010-02-22",22.32
"791","2010-02-23",20.16
"792","2010-02-24",20.280001
"793","2010-02-25",20.120001
"794","2010-02-26",21.08
"795","2010-03-01",21.08
"796","2010-03-02",21.52
"797","2010-03-03",21.52
"798","2010-03-04",21.799999
"799","2010-03-05",22.040001
"800","2010-03-08",22
"801","2010-03-09",21.52
"802","2010-03-10",21.48
"803","2010-03-11",21.48
"804","2010-03-12",21.559999
"805","2010-03-15",22.92
"806","2010-03-16",22.879999
"807","2010-03-17",22.639999
"808","2010-03-18",22.639999
"809","2010-03-19",23
"810","2010-03-22",25.08
"811","2010-03-23",25.200001
"812","2010-03-24",23.879999
"813","2010-03-25",23.280001
"814","2010-03-26",23.24
"815","2010-03-29",23.52
"816","2010-03-30",22.92
"817","2010-03-31",22.879999
"818","2010-04-01",23.84
"819","2010-04-05",23.719999
"820","2010-04-06",23.32
"821","2010-04-07",23.76
"822","2010-04-08",23.799999
"823","2010-04-09",23.959999
"824","2010-04-12",24.24
"825","2010-04-13",24.040001
"826","2010-04-14",23.84
"827","2010-04-15",23.6
"828","2010-04-16",23.200001
"829","2010-04-19",23.559999
"830","2010-04-20",25.120001
"831","2010-04-21",24.84
"832","2010-04-22",25.559999
"833","2010-04-23",25.360001
"834","2010-04-26",24.6
"835","2010-04-27",24.48
"836","2010-04-28",24.799999
"837","2010-04-29",25.52
"838","2010-04-30",25
"839","2010-05-03",25.360001
"840","2010-05-04",23.48
"841","2010-05-05",22.92
"842","2010-05-06",22.32
"843","2010-05-07",21.280001
"844","2010-05-10",22.440001
"845","2010-05-11",22.719999
"846","2010-05-12",23.08
"847","2010-05-13",22.799999
"848","2010-05-14",22.4
"849","2010-05-17",22.52
"850","2010-05-18",22.08
"851","2010-05-19",21.48
"852","2010-05-20",20.719999
"853","2010-05-21",21.48
"854","2010-05-24",22.16
"855","2010-05-25",21.719999
"856","2010-05-26",22.040001
"857","2010-05-27",23.200001
"858","2010-05-28",22.879999
"859","2010-06-01",18.879999
"860","2010-06-02",20.360001
"861","2010-06-03",20.120001
"862","2010-06-04",19.68
"863","2010-06-07",20.440001
"864","2010-06-08",19.200001
"865","2010-06-09",19.120001
"866","2010-06-10",20.16
"867","2010-06-11",20.280001
"868","2010-06-14",20.24
"869","2010-06-15",20.799999
"870","2010-06-16",20.639999
"871","2010-06-17",20.08
"872","2010-06-18",19.6
"873","2010-06-21",18.959999
"874","2010-06-22",18.799999
"875","2010-06-23",19.08
"876","2010-06-24",18.48
"877","2010-06-25",18.84
"878","2010-06-28",18.639999
"879","2010-06-29",17.719999
"880","2010-06-30",17.360001
"881","2010-07-01",17.24
"882","2010-07-02",16.6
"883","2010-07-06",17.280001
"884","2010-07-07",17.32
"885","2010-07-08",17.92
"886","2010-07-09",18.280001
"887","2010-07-12",18.32
"888","2010-07-13",18.24
"889","2010-07-14",18.32
"890","2010-07-15",19
"891","2010-07-16",17.959999
"892","2010-07-19",18.200001
"893","2010-07-20",18.4
"894","2010-07-21",17.200001
"895","2010-07-22",17.120001
"896","2010-07-23",17.639999
"897","2010-07-26",18.24
"898","2010-07-27",17.879999
"899","2010-07-28",17.52
"900","2010-07-29",17.639999
"901","2010-07-30",18.4
"902","2010-08-02",18.360001
"903","2010-08-03",17.559999
"904","2010-08-04",18.48
"905","2010-08-05",17.76
"906","2010-08-06",17.68
"907","2010-08-09",18.08
"908","2010-08-10",18
"909","2010-08-11",17.200001
"910","2010-08-12",16.799999
"911","2010-08-13",16.68
"912","2010-08-16",16.52
"913","2010-08-17",16.959999
"914","2010-08-18",17.08
"915","2010-08-19",16.68
"916","2010-08-20",16.92
"917","2010-08-23",16.440001
"918","2010-08-24",16.040001
"919","2010-08-25",16.32
"920","2010-08-26",15.96
"921","2010-08-27",16.440001
"922","2010-08-30",16
"923","2010-08-31",15.68
"924","2010-09-01",17.040001
"925","2010-09-02",17.32
"926","2010-09-03",17.48
"927","2010-09-07",16.959999
"928","2010-09-08",16.76
"929","2010-09-09",17.68
"930","2010-09-10",17.84
"931","2010-09-13",17.4
"932","2010-09-14",17.32
"933","2010-09-15",17.719999
"934","2010-09-16",17.4
"935","2010-09-17",16.879999
"936","2010-09-20",17.360001
"937","2010-09-21",16.84
"938","2010-09-22",17.08
"939","2010-09-23",16.719999
"940","2010-09-24",16.92
"941","2010-09-27",17.440001
"942","2010-09-28",17.68
"943","2010-09-29",18.360001
"944","2010-09-30",18.879999
"945","2010-10-01",18.120001
"946","2010-10-04",18.120001
"947","2010-10-05",18.040001
"948","2010-10-06",17.92
"949","2010-10-07",17.68
"950","2010-10-08",18.48
"951","2010-10-11",17.959999
"952","2010-10-12",18.24
"953","2010-10-13",18.24
"954","2010-10-14",17.719999
"955","2010-10-15",17.68
"956","2010-10-18",17.879999
"957","2010-10-19",17.6
"958","2010-10-20",17.360001
"959","2010-10-21",17.24
"960","2010-10-22",17.32
"961","2010-10-25",17.040001
"962","2010-10-26",16.719999
"963","2010-10-27",16.879999
"964","2010-10-28",17.24
"965","2010-10-29",17.440001
"966","2010-11-01",17.200001
"967","2010-11-02",17.200001
"968","2010-11-03",17.200001
"969","2010-11-04",17.879999
"970","2010-11-05",18.120001
"971","2010-11-08",18.559999
"972","2010-11-09",18.4
"973","2010-11-10",18.360001
"974","2010-11-11",18.719999
"975","2010-11-12",18.6
"976","2010-11-15",18.52
"977","2010-11-16",18
"978","2010-11-17",17.719999
"979","2010-11-18",17.52
"980","2010-11-19",17.48
