"","date","SNV"
"1","2007-01-03",95.418404
"2","2007-01-04",95.818802
"3","2007-01-05",94.278801
"4","2007-01-08",94.5868
"5","2007-01-09",94.956398
"6","2007-01-10",95.048798
"7","2007-01-11",96.096001
"8","2007-01-12",96.896797
"9","2007-01-16",96.835197
"10","2007-01-17",95.942001
"11","2007-01-18",97.050797
"12","2007-01-19",96.773598
"13","2007-01-22",96.804398
"14","2007-01-23",97.266403
"15","2007-01-24",97.451202
"16","2007-01-25",96.527199
"17","2007-01-26",96.619598
"18","2007-01-29",97.297203
"19","2007-01-30",98.0672
"20","2007-01-31",98.344398
"21","2007-02-01",98.960403
"22","2007-02-02",99.638
"23","2007-02-05",99.545601
"24","2007-02-06",100.099998
"25","2007-02-07",100.561996
"26","2007-02-08",100.438797
"27","2007-02-09",100.069199
"28","2007-02-12",100.223198
"29","2007-02-13",100.962402
"30","2007-02-14",101.4244
"31","2007-02-15",101.332001
"32","2007-02-16",101.947998
"33","2007-02-20",102.471603
"34","2007-02-21",102.071198
"35","2007-02-22",102.841202
"36","2007-02-23",102.009598
"37","2007-02-26",101.639999
"38","2007-02-27",99.052803
"39","2007-02-28",99.6996
"40","2007-03-01",99.268402
"41","2007-03-02",98.529198
"42","2007-03-05",97.636002
"43","2007-03-06",99.052803
"44","2007-03-07",98.251999
"45","2007-03-08",99.299202
"46","2007-03-09",99.422401
"47","2007-03-12",100.407997
"48","2007-03-13",98.313599
"49","2007-03-14",98.867996
"50","2007-03-15",99.330002
"51","2007-03-16",98.529198
"52","2007-03-19",100.130798
"53","2007-03-20",100.038399
"54","2007-03-21",102.471603
"55","2007-03-22",101.701599
"56","2007-03-23",102.009598
"57","2007-03-26",101.824799
"58","2007-03-27",100.623596
"59","2007-03-28",99.6996
"60","2007-03-29",100.407997
"61","2007-03-30",99.607201
"62","2007-04-02",99.638
"63","2007-04-03",101.886398
"64","2007-04-04",100.870003
"65","2007-04-05",100.808403
"66","2007-04-09",100.284798
"67","2007-04-10",100.069199
"68","2007-04-11",99.453201
"69","2007-04-12",99.299202
"70","2007-04-13",99.6996
"71","2007-04-16",101.178001
"72","2007-04-17",101.239601
"73","2007-04-18",101.5784
"74","2007-04-19",100.962402
"75","2007-04-20",102.594803
"76","2007-04-23",100.592796
"77","2007-04-24",98.867996
"78","2007-04-25",99.268402
"79","2007-04-26",99.237602
"80","2007-04-27",98.837196
"81","2007-04-30",97.204803
"82","2007-05-01",97.759201
"83","2007-05-02",98.0364
"84","2007-05-03",99.237602
"85","2007-05-04",99.514801
"86","2007-05-07",100.253998
"87","2007-05-08",100.099998
"88","2007-05-09",100.746803
"89","2007-05-10",99.330002
"90","2007-05-11",99.945999
"91","2007-05-14",99.268402
"92","2007-05-15",98.837196
"93","2007-05-16",99.6688
"94","2007-05-17",100.500397
"95","2007-05-18",100.223198
"96","2007-05-21",100.315598
"97","2007-05-22",101.855598
"98","2007-05-23",102.009598
"99","2007-05-24",101.024002
"100","2007-05-25",101.301201
"101","2007-05-29",101.362801
"102","2007-05-30",102.009598
"103","2007-05-31",101.824799
"104","2007-06-01",102.255997
"105","2007-06-04",101.824799
"106","2007-06-05",100.346397
"107","2007-06-06",99.145203
"108","2007-06-07",97.204803
"109","2007-06-08",98.652397
"110","2007-06-11",98.683197
"111","2007-06-12",97.328003
"112","2007-06-13",98.683197
"113","2007-06-14",98.0056
"114","2007-06-15",98.344398
"115","2007-06-18",98.713997
"116","2007-06-19",98.929604
"117","2007-06-20",97.666801
"118","2007-06-21",97.482002
"119","2007-06-22",95.788002
"120","2007-06-25",95.572403
"121","2007-06-26",95.079597
"122","2007-06-27",95.634003
"123","2007-06-28",95.202797
"124","2007-06-29",94.556
"125","2007-07-02",95.695602
"126","2007-07-03",96.927597
"127","2007-07-05",96.003601
"128","2007-07-06",96.3424
"129","2007-07-09",96.034401
"130","2007-07-10",93.755203
"131","2007-07-11",94.124802
"132","2007-07-12",96.588799
"133","2007-07-13",96.2192
"134","2007-07-16",95.572403
"135","2007-07-17",95.325996
"136","2007-07-18",94.248001
"137","2007-07-19",94.340401
"138","2007-07-20",92.584801
"139","2007-07-23",93.077599
"140","2007-07-24",91.475998
"141","2007-07-25",90.428802
"142","2007-07-26",87.810799
"143","2007-07-27",86.732803
"144","2007-07-30",88.241997
"145","2007-07-31",86.116798
"146","2007-08-01",86.270798
"147","2007-08-02",86.547997
"148","2007-08-03",81.928001
"149","2007-08-06",86.024399
"150","2007-08-07",86.301598
"151","2007-08-08",88.241997
"152","2007-08-09",83.098396
"153","2007-08-10",83.129204
"154","2007-08-13",83.283203
"155","2007-08-14",81.589203
"156","2007-08-15",81.373596
"157","2007-08-16",85.993599
"158","2007-08-17",89.966797
"159","2007-08-20",88.519203
"160","2007-08-21",89.32
"161","2007-08-22",89.812798
"162","2007-08-23",88.673203
"163","2007-08-24",89.012001
"164","2007-08-27",85.962799
"165","2007-08-28",83.375603
"166","2007-08-29",85.377602
"167","2007-08-30",83.529602
"168","2007-08-31",85.069603
"169","2007-09-04",86.085999
"170","2007-09-05",84.391998
"171","2007-09-06",85.285202
"172","2007-09-07",84.145599
"173","2007-09-10",84.114799
"174","2007-09-11",84.946404
"175","2007-09-12",84.792397
"176","2007-09-13",85.7164
"177","2007-09-14",87.010002
"178","2007-09-17",86.640404
"179","2007-09-18",89.997597
"180","2007-09-19",90.8908
"181","2007-09-20",87.379601
"182","2007-09-21",87.4104
"183","2007-09-24",85.6548
"184","2007-09-25",85.901199
"185","2007-09-26",86.547997
"186","2007-09-27",86.640404
"187","2007-09-28",86.393997
"188","2007-10-01",87.687599
"189","2007-10-02",88.796402
"190","2007-10-03",88.057198
"191","2007-10-04",87.625999
"192","2007-10-05",87.779999
"193","2007-10-08",87.5336
"194","2007-10-09",89.135201
"195","2007-10-10",87.718399
"196","2007-10-11",86.270798
"197","2007-10-12",83.683601
"198","2007-10-15",83.868401
"199","2007-10-16",82.082001
"200","2007-10-17",81.250397
"201","2007-10-18",80.788399
"202","2007-10-19",78.632401
"203","2007-10-22",79.494797
"204","2007-10-23",81.404404
"205","2007-10-24",80.295601
"206","2007-10-25",78.8172
"207","2007-10-26",80.295601
"208","2007-10-29",79.125198
"209","2007-10-30",79.895203
"210","2007-10-31",81.188797
"211","2007-11-01",78.170403
"212","2007-11-02",76.353203
"213","2007-11-05",75.644798
"214","2007-11-06",77
"215","2007-11-07",74.104797
"216","2007-11-08",76.322403
"217","2007-11-09",77
"218","2007-11-12",78.201202
"219","2007-11-13",81.157997
"220","2007-11-14",79.279198
"221","2007-11-15",75.829597
"222","2007-11-16",72.996002
"223","2007-11-19",71.456001
"224","2007-11-20",70.716797
"225","2007-11-21",70.0392
"226","2007-11-23",73.273201
"227","2007-11-26",69.423203
"228","2007-11-27",70.531998
"229","2007-11-28",75.583199
"230","2007-11-29",74.874802
"231","2007-11-30",76.661201
"232","2007-12-03",77.184799
"233","2007-12-04",75.3368
"234","2007-12-05",77
"235","2007-12-06",79.186798
"236","2007-12-07",78.108803
"237","2007-12-10",80.203201
"238","2007-12-11",75.706398
"239","2007-12-12",75.2752
"240","2007-12-13",75.059601
"241","2007-12-14",72.749603
"242","2007-12-17",71.517601
"243","2007-12-18",74.227997
"244","2007-12-19",72.780403
"245","2007-12-20",72.564796
"246","2007-12-21",75.090401
"247","2007-12-24",75.613998
"248","2007-12-26",76.045197
"249","2007-12-27",73.950798
"250","2007-12-28",73.242401
"251","2007-12-31",74.166397
"252","2008-01-02",75.599998
"253","2008-01-03",77.489998
"254","2008-01-04",76.230003
"255","2008-01-07",78.050003
"256","2008-01-08",75.739998
"257","2008-01-09",78.610001
"258","2008-01-10",81.690002
"259","2008-01-11",82.459999
"260","2008-01-14",79.169998
"261","2008-01-15",77
"262","2008-01-16",79.589996
"263","2008-01-17",76.160004
"264","2008-01-18",76.089996
"265","2008-01-22",81.129997
"266","2008-01-23",87.779999
"267","2008-01-24",84.349998
"268","2008-01-25",82.529999
"269","2008-01-28",87.43
"270","2008-01-29",87.080002
"271","2008-01-30",88.480003
"272","2008-01-31",92.260002
"273","2008-02-01",94.43
"274","2008-02-04",89.040001
