"","date","TRS"
"1","2007-05-18",9.36255
"2","2007-05-21",9.609562
"3","2007-05-22",9.721115
"4","2007-05-23",9.641435
"5","2007-05-24",9.625498
"6","2007-05-25",9.705179
"7","2007-05-29",9.705179
"8","2007-05-30",9.74502
"9","2007-05-31",9.992032
"10","2007-06-01",9.960159
"11","2007-06-04",10.199203
"12","2007-06-05",10.239044
"13","2007-06-06",9.968127
"14","2007-06-07",9.601594
"15","2007-06-08",9.721115
"16","2007-06-11",9.537848
"17","2007-06-12",9.609562
"18","2007-06-13",9.521913
"19","2007-06-14",9.545816
"20","2007-06-15",9.561753
"21","2007-06-18",9.36255
"22","2007-06-19",9.322709
"23","2007-06-20",9.426295
"24","2007-06-21",9.577689
"25","2007-06-22",9.40239
"26","2007-06-25",9.36255
"27","2007-06-26",9.370518
"28","2007-06-27",9.418326
"29","2007-06-28",9.792829
"30","2007-06-29",9.625498
"31","2007-07-02",9.529881
"32","2007-07-03",9.458167
"33","2007-07-05",9.593625
"34","2007-07-06",9.681275
"35","2007-07-09",9.61753
"36","2007-07-10",9.657371
"37","2007-07-11",9.513945
"38","2007-07-12",9.888446
"39","2007-07-13",9.87251
"40","2007-07-16",10.015936
"41","2007-07-17",10.143426
"42","2007-07-18",10.031873
"43","2007-07-19",10.079681
"44","2007-07-20",9.984064
"45","2007-07-23",9.856574
"46","2007-07-24",9.649403
"47","2007-07-25",9.561753
"48","2007-07-26",9.442231
"49","2007-07-27",9.482072
"50","2007-07-30",9.314741
"51","2007-07-31",9.36255
"52","2007-08-01",9.466135
"53","2007-08-02",9.561753
"54","2007-08-03",9.569721
"55","2007-08-06",9.697211
"56","2007-08-07",9.482072
"57","2007-08-08",9.641435
"58","2007-08-09",9.370518
"59","2007-08-10",9.513945
"60","2007-08-13",9.529881
"61","2007-08-14",9.482072
"62","2007-08-15",9.227092
"63","2007-08-16",9.243028
"64","2007-08-17",9.314741
"65","2007-08-20",9.561753
"66","2007-08-21",9.498008
"67","2007-08-22",9.776893
"68","2007-08-23",9.768925
"69","2007-08-24",9.960159
"70","2007-08-27",9.928287
"71","2007-08-28",9.960159
"72","2007-08-29",9.960159
"73","2007-08-30",9.912351
"74","2007-08-31",9.768925
"75","2007-09-04",10.613545
"76","2007-09-05",10.175299
"77","2007-09-06",10.38247
"78","2007-09-07",10.342629
"79","2007-09-10",10.294821
"80","2007-09-11",10.525896
"81","2007-09-12",10.199203
"82","2007-09-13",10.103585
"83","2007-09-14",10.063745
"84","2007-09-17",9.952191
"85","2007-09-18",9.952191
"86","2007-09-19",9.896415
"87","2007-09-20",9.952191
"88","2007-09-21",9.880478
"89","2007-09-24",9.904383
"90","2007-09-25",10.366534
"91","2007-09-26",10.326694
"92","2007-09-27",10.709164
"93","2007-09-28",10.573705
"94","2007-10-01",11.027888
"95","2007-10-02",11.474104
"96","2007-10-03",10.788845
"97","2007-10-04",11.123506
"98","2007-10-05",11.49004
"99","2007-10-08",11.912351
"100","2007-10-09",11.577689
"101","2007-10-10",11.832669
"102","2007-10-11",12.111554
"103","2007-10-12",12.270916
"104","2007-10-15",12.286853
"105","2007-10-16",12.430279
"106","2007-10-17",12.812749
"107","2007-10-18",12.828685
"108","2007-10-19",12.661355
"109","2007-10-22",12.533865
"110","2007-10-23",12.868526
"111","2007-10-24",12.613545
"112","2007-10-25",12.669323
"113","2007-10-26",12.749004
"114","2007-10-29",12.749004
"115","2007-10-30",12.701195
"116","2007-10-31",12.749004
"117","2007-11-01",12.430279
"118","2007-11-02",12.645418
"119","2007-11-05",12.247012
"120","2007-11-06",11.370518
"121","2007-11-07",10.924303
"122","2007-11-08",11.011952
"123","2007-11-09",10.207171
"124","2007-11-12",10.557769
"125","2007-11-13",10.207171
"126","2007-11-14",9.920319
"127","2007-11-15",9.418326
"128","2007-11-16",9.10757
"129","2007-11-19",8.988048
"130","2007-11-20",9.027888
"131","2007-11-21",9.01992
"132","2007-11-23",9.123506
"133","2007-11-26",9.011952
"134","2007-11-27",9.10757
"135","2007-11-28",9.163346
"136","2007-11-29",9.139442
"137","2007-11-30",8.844622
"138","2007-12-03",8.876494
"139","2007-12-04",9.059761
"140","2007-12-05",9.043825
"141","2007-12-06",9.585657
"142","2007-12-07",9.179283
"143","2007-12-10",9.075697
"144","2007-12-11",8.661355
"145","2007-12-12",8.820717
