"","date","AYI"
"1","2007-01-03",51.919998
"2","2007-01-04",52.32
"3","2007-01-05",51.09
"4","2007-01-08",52.009998
"5","2007-01-09",52.52
"6","2007-01-10",53.48
"7","2007-01-11",55.080002
"8","2007-01-12",55.650002
"9","2007-01-16",55.610001
"10","2007-01-17",55.900002
"11","2007-01-18",56.16
"12","2007-01-19",57.07
"13","2007-01-22",57.18
"14","2007-01-23",57.330002
"15","2007-01-24",57.549999
"16","2007-01-25",57.349998
"17","2007-01-26",57.25
"18","2007-01-29",57.889999
"19","2007-01-30",57.540001
"20","2007-01-31",58.009998
"21","2007-02-01",59.060001
"22","2007-02-02",59.720001
"23","2007-02-05",59.009998
"24","2007-02-06",59.139999
"25","2007-02-07",59.490002
"26","2007-02-08",59.52
"27","2007-02-09",58.459999
"28","2007-02-12",58.189999
"29","2007-02-13",58.759998
"30","2007-02-14",59.349998
"31","2007-02-15",59.110001
"32","2007-02-16",59.32
"33","2007-02-20",58.880001
"34","2007-02-21",59.330002
"35","2007-02-22",58.889999
"36","2007-02-23",59.099998
"37","2007-02-26",59.43
"38","2007-02-27",57.150002
"39","2007-02-28",55.369999
"40","2007-03-01",55.060001
"41","2007-03-02",53.779999
"42","2007-03-05",52.279999
"43","2007-03-06",53.130001
"44","2007-03-07",53.540001
"45","2007-03-08",53.799999
"46","2007-03-09",54.09
"47","2007-03-12",54.049999
"48","2007-03-13",52.639999
"49","2007-03-14",52.509998
"50","2007-03-15",53.080002
"51","2007-03-16",52.27
"52","2007-03-19",53.23
"53","2007-03-20",53.799999
"54","2007-03-21",55.099998
"55","2007-03-22",55.16
"56","2007-03-23",55.25
"57","2007-03-26",54.98
"58","2007-03-27",54.619999
"59","2007-03-28",54.119999
"60","2007-03-29",54.34
"61","2007-03-30",54.439999
"62","2007-04-02",54.82
"63","2007-04-03",55.049999
"64","2007-04-04",60.509998
"65","2007-04-05",59.900002
"66","2007-04-09",60.43
"67","2007-04-10",60.400002
"68","2007-04-11",60.849998
"69","2007-04-12",61.459999
"70","2007-04-13",61.099998
"71","2007-04-16",61.290001
"72","2007-04-17",61.209999
"73","2007-04-18",61.509998
"74","2007-04-19",61.189999
"75","2007-04-20",61.98
"76","2007-04-23",61.720001
"77","2007-04-24",60.869999
"78","2007-04-25",60.950001
"79","2007-04-26",60.720001
"80","2007-04-27",60.119999
"81","2007-04-30",59.119999
"82","2007-05-01",58.77
"83","2007-05-02",59.529999
"84","2007-05-03",60.349998
"85","2007-05-04",59.84
"86","2007-05-07",58.900002
"87","2007-05-08",58.810001
"88","2007-05-09",59.27
"89","2007-05-10",58.040001
"90","2007-05-11",59.25
"91","2007-05-14",58.669998
"92","2007-05-15",57.669998
"93","2007-05-16",57.93
"94","2007-05-17",58
"95","2007-05-18",57.970001
"96","2007-05-21",58.439999
"97","2007-05-22",59
"98","2007-05-23",59.580002
"99","2007-05-24",58.700001
"100","2007-05-25",59.080002
"101","2007-05-29",60.459999
"102","2007-05-30",60.560001
"103","2007-05-31",60.709999
"104","2007-06-01",61.68
"105","2007-06-04",62.43
"106","2007-06-05",61.77
"107","2007-06-06",61.68
"108","2007-06-07",59.75
"109","2007-06-08",60.400002
"110","2007-06-11",59.869999
"111","2007-06-12",59.59
"112","2007-06-13",61.080002
"113","2007-06-14",61.689999
"114","2007-06-15",62.099998
"115","2007-06-18",61.73
"116","2007-06-19",61.91
"117","2007-06-20",61.09
"118","2007-06-21",61.369999
"119","2007-06-22",61.619999
"120","2007-06-25",61.009998
"121","2007-06-26",60.599998
"122","2007-06-27",60.610001
"123","2007-06-28",61.049999
"124","2007-06-29",60.279999
"125","2007-07-02",62.16
"126","2007-07-03",62.279999
"127","2007-07-05",62.169998
"128","2007-07-06",62.43
"129","2007-07-09",63.540001
"130","2007-07-10",60.040001
"131","2007-07-11",62.18
"132","2007-07-12",63.23
"133","2007-07-13",63.639999
"134","2007-07-16",63.189999
"135","2007-07-17",63.110001
"136","2007-07-18",63.169998
"137","2007-07-19",64.25
"138","2007-07-20",62.599998
"139","2007-07-23",63.259998
"140","2007-07-24",65.029999
"141","2007-07-25",63.23
"142","2007-07-26",59.860001
"143","2007-07-27",58.459999
"144","2007-07-30",60.869999
"145","2007-07-31",59.099998
"146","2007-08-01",58.849998
"147","2007-08-02",58.849998
"148","2007-08-03",54.369999
"149","2007-08-06",54.490002
"150","2007-08-07",52.130001
"151","2007-08-08",50.52
"152","2007-08-09",48.16
"153","2007-08-10",56.59
"154","2007-08-13",57.150002
"155","2007-08-14",55.5
"156","2007-08-15",54.43
"157","2007-08-16",55.810001
"158","2007-08-17",55.830002
"159","2007-08-20",56.169998
"160","2007-08-21",55.57
"161","2007-08-22",55.349998
"162","2007-08-23",53.68
"163","2007-08-24",52.799999
"164","2007-08-27",53.990002
"165","2007-08-28",51.860001
"166","2007-08-29",53.299999
"167","2007-08-30",52.380001
