"","date","FMBH"
"1","2007-01-03",27.200001
"2","2007-01-04",27.200001
"3","2007-01-05",27.266666
"4","2007-01-08",27.266666
"5","2007-01-09",27.200001
"6","2007-01-10",27.166666
"7","2007-01-11",27.166666
"8","2007-01-12",27.166666
"9","2007-01-16",27.166666
"10","2007-01-17",27.166666
"11","2007-01-18",27.166666
"12","2007-01-19",27.166666
"13","2007-01-22",27.166666
"14","2007-01-23",27.166666
"15","2007-01-24",27.166666
"16","2007-01-25",27.166666
"17","2007-01-26",27.166666
"18","2007-01-29",27.166666
"19","2007-01-30",27.166666
"20","2007-01-31",27.166666
"21","2007-02-01",27.5
"22","2007-02-02",27.620001
"23","2007-02-05",27.953333
"24","2007-02-06",27.953333
"25","2007-02-07",27.953333
"26","2007-02-08",27.953333
"27","2007-02-09",27.566668
"28","2007-02-12",27.566668
"29","2007-02-13",27.566668
"30","2007-02-14",27.6
"31","2007-02-15",27.6
"32","2007-02-16",27.633333
"33","2007-02-20",27.633333
"34","2007-02-21",27.933332
"35","2007-02-22",27.933332
"36","2007-02-23",27.933332
"37","2007-02-26",27.866667
"38","2007-02-27",27.633333
"39","2007-02-28",27.666666
"40","2007-03-01",27.666666
"41","2007-03-02",27.666666
"42","2007-03-05",27.666666
"43","2007-03-06",27.666666
"44","2007-03-07",27.933332
"45","2007-03-08",27.666666
"46","2007-03-09",27.673334
"47","2007-03-12",27.673334
"48","2007-03-13",27.673334
"49","2007-03-14",27.673334
"50","2007-03-15",27.673334
"51","2007-03-16",27.933332
"52","2007-03-19",27.933332
"53","2007-03-20",27.933332
"54","2007-03-21",27.666666
"55","2007-03-22",27.933332
"56","2007-03-23",27.933332
"57","2007-03-26",27.933332
"58","2007-03-27",27.933332
"59","2007-03-28",27.633333
"60","2007-03-29",27.633333
"61","2007-03-30",27.633333
"62","2007-04-02",27.633333
"63","2007-04-03",27.633333
"64","2007-04-04",27.633333
"65","2007-04-05",27.633333
"66","2007-04-09",27.366667
"67","2007-04-10",27.266666
"68","2007-04-11",27.266666
"69","2007-04-12",27.166666
"70","2007-04-13",27.166666
"71","2007-04-16",27.166666
"72","2007-04-17",27.633333
"73","2007-04-18",27.633333
"74","2007-04-19",27.166666
"75","2007-04-20",27.166666
"76","2007-04-23",27.166666
"77","2007-04-24",27.166666
"78","2007-04-25",27.200001
"79","2007-04-26",27.200001
"80","2007-04-27",27.200001
"81","2007-04-30",27.200001
"82","2007-05-01",27.200001
"83","2007-05-02",27.200001
"84","2007-05-03",27.200001
"85","2007-05-04",27.566668
"86","2007-05-07",27.566668
"87","2007-05-08",27.566668
"88","2007-05-09",27.566668
"89","2007-05-10",27.566668
"90","2007-05-11",27.233334
"91","2007-05-14",27.233334
"92","2007-05-15",27.233334
"93","2007-05-16",27.233334
"94","2007-05-17",27.306667
"95","2007-05-18",27.266666
"96","2007-05-21",27.266666
"97","2007-05-22",27.266666
"98","2007-05-23",27.266666
"99","2007-05-24",27.266666
"100","2007-05-25",27.266666
"101","2007-05-29",27.266666
"102","2007-05-30",27.266666
"103","2007-05-31",27.799999
"104","2007-06-01",27.799999
"105","2007-06-04",27.799999
"106","2007-06-05",27.799999
"107","2007-06-06",27.799999
"108","2007-06-07",27.799999
"109","2007-06-08",27.799999
"110","2007-06-11",27.799999
"111","2007-06-12",27.799999
"112","2007-06-13",27.799999
"113","2007-06-14",27.799999
"114","2007-06-15",27.799999
"115","2007-06-18",27.799999
"116","2007-06-19",27.799999
"117","2007-06-20",27.799999
"118","2007-06-21",27.799999
"119","2007-06-22",27.799999
"120","2007-06-25",26.666666
"121","2007-06-26",26.333334
"122","2007-06-27",26.166666
"123","2007-06-28",26.333334
"124","2007-06-29",26.333334
"125","2007-07-02",26.33
"126","2007-07-03",26.33
"127","2007-07-05",26.33
"128","2007-07-06",26.549999
"129","2007-07-09",26.450001
"130","2007-07-10",26.450001
