"","date","MCHX"
"105","2007-06-04",15.31
"106","2007-06-05",15.13
"107","2007-06-06",14.49
"108","2007-06-07",14.43
"109","2007-06-08",14.48
"110","2007-06-11",14.61
"111","2007-06-12",14.41
"112","2007-06-13",14.4
"113","2007-06-14",14.64
"114","2007-06-15",14.66
"115","2007-06-18",14.64
"116","2007-06-19",14.57
"117","2007-06-20",14.93
"118","2007-06-21",15
"119","2007-06-22",15.31
"120","2007-06-25",16.469999
"121","2007-06-26",16.5
"122","2007-06-27",16.549999
"123","2007-06-28",16.459999
"124","2007-06-29",16.32
"125","2007-07-02",15.75
"126","2007-07-03",16.059999
"127","2007-07-05",15.97
"128","2007-07-06",15.95
"129","2007-07-09",15.78
"130","2007-07-10",15.38
"131","2007-07-11",15.29
"132","2007-07-12",15.6
"133","2007-07-13",15.6
"134","2007-07-16",15.02
"135","2007-07-17",14.9
"136","2007-07-18",14.92
"137","2007-07-19",14.85
"138","2007-07-20",14.78
"139","2007-07-23",14.55
"140","2007-07-24",14.81
"141","2007-07-25",14.63
"142","2007-07-26",14.06
"143","2007-07-27",13.62
"144","2007-07-30",13.52
"145","2007-07-31",13.48
"146","2007-08-01",13.29
"147","2007-08-02",13.3
"148","2007-08-03",12.86
"149","2007-08-06",12.35
"150","2007-08-07",12.25
"151","2007-08-08",12.43
"152","2007-08-09",11.73
"153","2007-08-10",9.47
"154","2007-08-13",9.5
"155","2007-08-14",9.42
"156","2007-08-15",9.37
"157","2007-08-16",9.22
"158","2007-08-17",9.35
"159","2007-08-20",9.3
"160","2007-08-21",9.18
"161","2007-08-22",9.59
"162","2007-08-23",9.48
"163","2007-08-24",9.57
"164","2007-08-27",9.32
"165","2007-08-28",8.95
"166","2007-08-29",9.15
"167","2007-08-30",8.94
"168","2007-08-31",9.12
"169","2007-09-04",9.13
"170","2007-09-05",9.09
"171","2007-09-06",9.16
"172","2007-09-07",8.89
"173","2007-09-10",8.67
"174","2007-09-11",9.04
"175","2007-09-12",9.12
"176","2007-09-13",9.15
"177","2007-09-14",9.35
"178","2007-09-17",9.18
"179","2007-09-18",9.25
"180","2007-09-19",9.24
"181","2007-09-20",9.13
"182","2007-09-21",9.09
"183","2007-09-24",9.32
"184","2007-09-25",9.5
"185","2007-09-26",9.56
"186","2007-09-27",9.49
"187","2007-09-28",9.51
"188","2007-10-01",10.54
"189","2007-10-02",10.86
"190","2007-10-03",11.09
"191","2007-10-04",11.31
"192","2007-10-05",11.77
"193","2007-10-08",11.14
"194","2007-10-09",11.42
"195","2007-10-10",11.5
"196","2007-10-11",11.13
"197","2007-10-12",11.3
"198","2007-10-15",11.5
"199","2007-10-16",10.97
"200","2007-10-17",10.88
"201","2007-10-18",10.62
"202","2007-10-19",10.28
"203","2007-10-22",10.47
"204","2007-10-23",10.7
"205","2007-10-24",10.45
"206","2007-10-25",10.3
"207","2007-10-26",10.57
"208","2007-10-29",11.02
"209","2007-10-30",10.99
"210","2007-10-31",11.29
"211","2007-11-01",10.88
"212","2007-11-02",10.81
"213","2007-11-05",10.68
"214","2007-11-06",11.15
"215","2007-11-07",10.73
"216","2007-11-08",10.79
"217","2007-11-09",10.8
"218","2007-11-12",10.37
"219","2007-11-13",11.27
"220","2007-11-14",12.12
"221","2007-11-15",12.03
"222","2007-11-16",12.52
"223","2007-11-19",12.04
"224","2007-11-20",11.85
"225","2007-11-21",11.71
"226","2007-11-23",12.28
"227","2007-11-26",11.61
"228","2007-11-27",12.03
"229","2007-11-28",12.5
"230","2007-11-29",12.43
"231","2007-11-30",12.31
"232","2007-12-03",12.04
"233","2007-12-04",11.83
"234","2007-12-05",11.88
"235","2007-12-06",11.96
"236","2007-12-07",11.67
"237","2007-12-10",11.64
"238","2007-12-11",11.08
"239","2007-12-12",11.29
"240","2007-12-13",11.09
"241","2007-12-14",10.66
"242","2007-12-17",10.18
"243","2007-12-18",9.93
"244","2007-12-19",10.24
"245","2007-12-20",10.74
"246","2007-12-21",11.02
"247","2007-12-24",11.02
"248","2007-12-26",11.31
"249","2007-12-27",10.43
"250","2007-12-28",10.51
"251","2007-12-31",10.86
"252","2008-01-02",10.19
"253","2008-01-03",10
"254","2008-01-04",9.35
"255","2008-01-07",9.11
"256","2008-01-08",8.87
"257","2008-01-09",8.96
"258","2008-01-10",9.29
"259","2008-01-11",9.14
"260","2008-01-14",9.4
"261","2008-01-15",9
"262","2008-01-16",7.79
"263","2008-01-17",8.15
"264","2008-01-18",8.14
"265","2008-01-22",8.04
"266","2008-01-23",8.03
"267","2008-01-24",7.98
"268","2008-01-25",7.98
"269","2008-01-28",7.99
"270","2008-01-29",7.8
"271","2008-01-30",7.75
"272","2008-01-31",7.94
"273","2008-02-01",8.14
"274","2008-02-04",8.22
"275","2008-02-05",7.79
"276","2008-02-06",7.74
"277","2008-02-07",7.95
"278","2008-02-08",7.84
"279","2008-02-11",7.72
"280","2008-02-12",7.85
"281","2008-02-13",7.72
"282","2008-02-14",7.51
"283","2008-02-15",8.42
"284","2008-02-19",8.11
"285","2008-02-20",8.74
"286","2008-02-21",8.42
"287","2008-02-22",8.46
"288","2008-02-25",8.54
"289","2008-02-26",9.22
"290","2008-02-27",8.99
"291","2008-02-28",8.93
"292","2008-02-29",8.83
"293","2008-03-03",8.81
"294","2008-03-04",9.36
"295","2008-03-05",9.51
"296","2008-03-06",8.7
"297","2008-03-07",8.47
"298","2008-03-10",8.02
"299","2008-03-11",8.18
"300","2008-03-12",8.64
"301","2008-03-13",8.82
"302","2008-03-14",8.8
"303","2008-03-17",8.73
"304","2008-03-18",9.55
"305","2008-03-19",9.45
"306","2008-03-20",9.67
"307","2008-03-24",10.6
"308","2008-03-25",10.29
"309","2008-03-26",10.43
"310","2008-03-27",10.32
"311","2008-03-28",10.18
"312","2008-03-31",9.98
"313","2008-04-01",10.41
"314","2008-04-02",10.89
"315","2008-04-03",10.89
"316","2008-04-04",10.83
"317","2008-04-07",10.45
"318","2008-04-08",10.27
"319","2008-04-09",10.11
"320","2008-04-10",10.38
"321","2008-04-11",10.07
"322","2008-04-14",10.02
"323","2008-04-15",10.17
"324","2008-04-16",10.54
"325","2008-04-17",10.3
"326","2008-04-18",10.5
"327","2008-04-21",10.33
"328","2008-04-22",10.19
"329","2008-04-23",10.21
"330","2008-04-24",10.39
"331","2008-04-25",10.52
"332","2008-04-28",10.48
"333","2008-04-29",10.38
"334","2008-04-30",10.33
"335","2008-05-01",10.45
"336","2008-05-02",10.64
"337","2008-05-05",10.45
"338","2008-05-06",10.31
"339","2008-05-07",11.7
"340","2008-05-08",11.77
"341","2008-05-09",11.87
"342","2008-05-12",12.04
"343","2008-05-13",12.51
"344","2008-05-14",12.38
"345","2008-05-15",12.78
"346","2008-05-16",12.33
"347","2008-05-19",11.95
"348","2008-05-20",12.21
"349","2008-05-21",11.93
"350","2008-05-22",13.02
"351","2008-05-23",12.5
"352","2008-05-27",12.97
"353","2008-05-28",12.79
"354","2008-05-29",12.86
"355","2008-05-30",13.22
"356","2008-06-02",12.89
"357","2008-06-03",12.95
"358","2008-06-04",13.45
"359","2008-06-05",13.66
"360","2008-06-06",12.91
"361","2008-06-09",12.59
"362","2008-06-10",12.49
"363","2008-06-11",12.25
"364","2008-06-12",12.24
"365","2008-06-13",12.54
"366","2008-06-16",12.61
"367","2008-06-17",12.53
"368","2008-06-18",12.42
"369","2008-06-19",12.86
"370","2008-06-20",12.81
"371","2008-06-23",12.85
"372","2008-06-24",12.85
"373","2008-06-25",13.39
"374","2008-06-26",13.2
"375","2008-06-27",13.64
"376","2008-06-30",12.32
"377","2008-07-01",12.28
"378","2008-07-02",11.71
"379","2008-07-03",11.8
"380","2008-07-07",11.6
"381","2008-07-08",11.95
"382","2008-07-09",11.47
"383","2008-07-10",11.72
"384","2008-07-11",12.14
"385","2008-07-14",12.35
"386","2008-07-15",12.67
"387","2008-07-16",13.05
"388","2008-07-17",10.95
"389","2008-07-18",11.14
"390","2008-07-21",11.01
"391","2008-07-22",11.55
"392","2008-07-23",11.27
"393","2008-07-24",11.5
"394","2008-07-25",11.97
"395","2008-07-28",11.39
"396","2008-07-29",11.77
"397","2008-07-30",11.47
"398","2008-07-31",11.62
"399","2008-08-01",11.39
"400","2008-08-04",11.36
"401","2008-08-05",12
"402","2008-08-06",11.84
"403","2008-08-07",11.4
"404","2008-08-08",11.8
"405","2008-08-11",12.45
"406","2008-08-12",12.48
"407","2008-08-13",12.43
"408","2008-08-14",12.45
"409","2008-08-15",11.99
"410","2008-08-18",11.76
"411","2008-08-19",11.77
"412","2008-08-20",11.41
"413","2008-08-21",11.31
"414","2008-08-22",11.35
"415","2008-08-25",10.99
"416","2008-08-26",11.11
"417","2008-08-27",11.53
"418","2008-08-28",11.52
"419","2008-08-29",11.27
"420","2008-09-02",11.7
"421","2008-09-03",11.78
"422","2008-09-04",11.15
"423","2008-09-05",11.11
"424","2008-09-08",11.65
"425","2008-09-09",10.86
"426","2008-09-10",11.32
"427","2008-09-11",11.23
"428","2008-09-12",11
"429","2008-09-15",10.76
"430","2008-09-16",10.55
"431","2008-09-17",9.96
"432","2008-09-18",11.41
"433","2008-09-19",11.94
"434","2008-09-22",11.42
"435","2008-09-23",11.14
"436","2008-09-24",10.71
"437","2008-09-25",10.92
"438","2008-09-26",10.81
"439","2008-09-29",10.06
"440","2008-09-30",10.29
"441","2008-10-01",10.07
"442","2008-10-02",10
"443","2008-10-03",9.61
"444","2008-10-06",8.28
"445","2008-10-07",7.86
"446","2008-10-08",7.84
"447","2008-10-09",7.02
"448","2008-10-10",7.19
"449","2008-10-13",7.59
"450","2008-10-14",7.9
"451","2008-10-15",7.08
"452","2008-10-16",7.61
"453","2008-10-17",7.79
"454","2008-10-20",8
"455","2008-10-21",7.63
"456","2008-10-22",7.16
"457","2008-10-23",7.03
"458","2008-10-24",6.66
"459","2008-10-27",6.45
"460","2008-10-28",7
"461","2008-10-29",7.09
"462","2008-10-30",7.84
"463","2008-10-31",7.68
"464","2008-11-03",7.42
"465","2008-11-04",7.47
"466","2008-11-05",7.11
"467","2008-11-06",6.84
"468","2008-11-07",6.83
"469","2008-11-10",6.5
"470","2008-11-11",6.36
"471","2008-11-12",6.15
"472","2008-11-13",6.55
"473","2008-11-14",5.91
"474","2008-11-17",5.61
"475","2008-11-18",5.19
"476","2008-11-19",4.57
"477","2008-11-20",4.25
"478","2008-11-21",4.09
"479","2008-11-24",4.69
"480","2008-11-25",4.93
"481","2008-11-26",5.43
"482","2008-11-28",5.58
"483","2008-12-01",4.59
"484","2008-12-02",5.23
"485","2008-12-03",5.52
"486","2008-12-04",5.39
"487","2008-12-05",5.71
"488","2008-12-08",6.04
"489","2008-12-09",6.05
"490","2008-12-10",6.05
"491","2008-12-11",5.68
"492","2008-12-12",5.98
"493","2008-12-15",5.48
"494","2008-12-16",5.9
"495","2008-12-17",5.96
"496","2008-12-18",5.91
"497","2008-12-19",5.99
"498","2008-12-22",5.46
"499","2008-12-23",5.4
"500","2008-12-24",5.21
"501","2008-12-26",5.22
"502","2008-12-29",5.22
"503","2008-12-30",5.4
"504","2008-12-31",5.83
"505","2009-01-02",5.81
"506","2009-01-05",5.92
"507","2009-01-06",6.01
"508","2009-01-07",5.68
"509","2009-01-08",5.54
"510","2009-01-09",5.3
"511","2009-01-12",5.3
"512","2009-01-13",5.04
"513","2009-01-14",4.87
"514","2009-01-15",5.01
"515","2009-01-16",5.26
"516","2009-01-20",4.8
"517","2009-01-21",5.23
"518","2009-01-22",5.04
"519","2009-01-23",5.1
"520","2009-01-26",5.27
"521","2009-01-27",5.5
"522","2009-01-28",5.87
"523","2009-01-29",5.46
"524","2009-01-30",5.01
"525","2009-02-02",5.26
"526","2009-02-03",5.3
"527","2009-02-04",5.26
"528","2009-02-05",5.31
"529","2009-02-06",5.65
"530","2009-02-09",5.65
"531","2009-02-10",5.4
"532","2009-02-11",5.23
"533","2009-02-12",5.32
"534","2009-02-13",5.31
"535","2009-02-17",5.21
"536","2009-02-18",5.13
"537","2009-02-19",5.03
"538","2009-02-20",3.95
"539","2009-02-23",3.58
"540","2009-02-24",3.82
"541","2009-02-25",3.62
"542","2009-02-26",3.91
"543","2009-02-27",4.07
"544","2009-03-02",3.53
"545","2009-03-03",3.36
"546","2009-03-04",3.65
"547","2009-03-05",3.03
"548","2009-03-06",3.15
"549","2009-03-09",3
"550","2009-03-10",3.85
"551","2009-03-11",3.72
"552","2009-03-12",4.31
"553","2009-03-13",4.3
"554","2009-03-16",3.97
"555","2009-03-17",4.13
"556","2009-03-18",4.11
"557","2009-03-19",3.77
"558","2009-03-20",3.41
"559","2009-03-23",3.48
"560","2009-03-24",3.28
"561","2009-03-25",3.56
"562","2009-03-26",3.8
"563","2009-03-27",3.43
"564","2009-03-30",3.16
"565","2009-03-31",3.44
"566","2009-04-01",3.73
"567","2009-04-02",3.83
"568","2009-04-03",4.13
"569","2009-04-06",4.19
"570","2009-04-07",3.92
"571","2009-04-08",4.03
"572","2009-04-09",4.12
"573","2009-04-13",4.06
"574","2009-04-14",3.85
"575","2009-04-15",3.92
"576","2009-04-16",4.1
"577","2009-04-17",4.05
"578","2009-04-20",3.78
"579","2009-04-21",4.04
"580","2009-04-22",4.11
"581","2009-04-23",3.9
"582","2009-04-24",4.16
"583","2009-04-27",4.08
"584","2009-04-28",4.18
"585","2009-04-29",4.48
"586","2009-04-30",4.52
"587","2009-05-01",4.69
"588","2009-05-04",4.95
"589","2009-05-05",4.85
"590","2009-05-06",4.59
"591","2009-05-07",3.95
"592","2009-05-08",3.75
"593","2009-05-11",3.59
"594","2009-05-12",3.33
"595","2009-05-13",3
"596","2009-05-14",3.08
"597","2009-05-15",3
"598","2009-05-18",3.27
"599","2009-05-19",3.18
"600","2009-05-20",3.14
"601","2009-05-21",3.08
"602","2009-05-22",3.11
"603","2009-05-26",3.31
"604","2009-05-27",3.29
"605","2009-05-28",3.24
"606","2009-05-29",3.33
"607","2009-06-01",3.63
"608","2009-06-02",3.53
"609","2009-06-03",3.41
"610","2009-06-04",3.45
"611","2009-06-05",3.51
"612","2009-06-08",3.37
"613","2009-06-09",3.68
"614","2009-06-10",3.57
"615","2009-06-11",3.81
"616","2009-06-12",3.68
"617","2009-06-15",3.54
"618","2009-06-16",3.39
"619","2009-06-17",3.35
"620","2009-06-18",3.31
"621","2009-06-19",3.59
"622","2009-06-22",3.3
"623","2009-06-23",3.67
"624","2009-06-24",3.53
"625","2009-06-25",3.63
"626","2009-06-26",3.61
"627","2009-06-29",3.52
"628","2009-06-30",3.39
"629","2009-07-01",3.42
"630","2009-07-02",3.49
"631","2009-07-06",3.71
"632","2009-07-07",3.56
"633","2009-07-08",3.52
"634","2009-07-09",3.5
"635","2009-07-10",3.65
"636","2009-07-13",3.93
"637","2009-07-14",3.88
"638","2009-07-15",3.86
"639","2009-07-16",3.95
"640","2009-07-17",4.21
"641","2009-07-20",4.42
"642","2009-07-21",3.99
"643","2009-07-22",4.41
"644","2009-07-23",4.43
"645","2009-07-24",4.38
"646","2009-07-27",4.25
"647","2009-07-28",4.27
"648","2009-07-29",4.23
"649","2009-07-30",4.5
"650","2009-07-31",4.39
"651","2009-08-03",4.35
"652","2009-08-04",4.21
"653","2009-08-05",4.1
"654","2009-08-06",4.09
"655","2009-08-07",4
"656","2009-08-10",4.44
"657","2009-08-11",4.5
"658","2009-08-12",4.63
"659","2009-08-13",4.54
"660","2009-08-14",4.54
"661","2009-08-17",4.35
"662","2009-08-18",4.7
"663","2009-08-19",4.57
"664","2009-08-20",4.64
"665","2009-08-21",4.86
"666","2009-08-24",4.67
"667","2009-08-25",4.81
"668","2009-08-26",4.66
"669","2009-08-27",4.65
"670","2009-08-28",4.52
"671","2009-08-31",4.28
"672","2009-09-01",4.33
"673","2009-09-02",4.3
"674","2009-09-03",4.21
"675","2009-09-04",4.39
"676","2009-09-08",4.7
"677","2009-09-09",4.95
"678","2009-09-10",4.87
"679","2009-09-11",4.85
"680","2009-09-14",4.89
"681","2009-09-15",5.04
"682","2009-09-16",5.1
"683","2009-09-17",5.1
"684","2009-09-18",5.11
"685","2009-09-21",4.9
"686","2009-09-22",5.02
"687","2009-09-23",5.03
"688","2009-09-24",4.97
"689","2009-09-25",5.04
"690","2009-09-28",4.98
"691","2009-09-29",5.01
"692","2009-09-30",4.91
"693","2009-10-01",4.59
"694","2009-10-02",4.67
"695","2009-10-05",4.95
"696","2009-10-06",4.95
"697","2009-10-07",4.93
"698","2009-10-08",5.17
"699","2009-10-09",5.22
"700","2009-10-12",5.45
"701","2009-10-13",5.36
"702","2009-10-14",5.5
"703","2009-10-15",5.28
"704","2009-10-16",5.1
"705","2009-10-19",5.07
"706","2009-10-20",5
"707","2009-10-21",4.77
"708","2009-10-22",4.75
"709","2009-10-23",4.55
"710","2009-10-26",4.62
"711","2009-10-27",4.71
"712","2009-10-28",4.63
"713","2009-10-29",4.61
"714","2009-10-30",4.53
"715","2009-11-02",4.47
"716","2009-11-03",4.44
"717","2009-11-04",4.52
"718","2009-11-05",4.67
"719","2009-11-06",4.73
"720","2009-11-09",4.61
"721","2009-11-10",4.44
"722","2009-11-11",4.3
"723","2009-11-12",4.19
"724","2009-11-13",4.39
"725","2009-11-16",4.4
"726","2009-11-17",4.34
"727","2009-11-18",4.47
"728","2009-11-19",4.7
"729","2009-11-20",4.65
"730","2009-11-23",4.77
"731","2009-11-24",4.62
"732","2009-11-25",4.61
"733","2009-11-27",4.41
"734","2009-11-30",4.64
"735","2009-12-01",4.53
"736","2009-12-02",4.55
"737","2009-12-03",4.56
"738","2009-12-04",4.98
"739","2009-12-07",4.91
"740","2009-12-08",4.91
"741","2009-12-09",4.93
"742","2009-12-10",4.71
"743","2009-12-11",4.74
"744","2009-12-14",4.66
"745","2009-12-15",4.64
"746","2009-12-16",4.66
"747","2009-12-17",4.6
"748","2009-12-18",4.63
"749","2009-12-21",4.85
"750","2009-12-22",4.8
"751","2009-12-23",4.89
"752","2009-12-24",5.21
"753","2009-12-28",5.08
"754","2009-12-29",5.02
"755","2009-12-30",5.09
"756","2009-12-31",5.08
"757","2010-01-04",5
"758","2010-01-05",4.97
"759","2010-01-06",4.87
"760","2010-01-07",4.97
"761","2010-01-08",5.08
"762","2010-01-11",5.06
"763","2010-01-12",5.29
"764","2010-01-13",5.58
"765","2010-01-14",5.67
"766","2010-01-15",5.37
"767","2010-01-19",5.69
"768","2010-01-20",5.78
"769","2010-01-21",5.5
"770","2010-01-22",5.43
"771","2010-01-25",5.44
"772","2010-01-26",5.53
"773","2010-01-27",5.62
"774","2010-01-28",5.5
"775","2010-01-29",5.49
"776","2010-02-01",5.63
"777","2010-02-02",5.46
"778","2010-02-03",5.5
"779","2010-02-04",5.2
"780","2010-02-05",5.31
"781","2010-02-08",5.17
"782","2010-02-09",5.15
"783","2010-02-10",5.15
"784","2010-02-11",5.25
"785","2010-02-12",5.23
"786","2010-02-16",5.47
"787","2010-02-17",5.58
"788","2010-02-18",5.32
"789","2010-02-19",5.61
"790","2010-02-22",5.66
"791","2010-02-23",5.47
"792","2010-02-24",5.18
"793","2010-02-25",5.17
"794","2010-02-26",5.14
"795","2010-03-01",5.34
"796","2010-03-02",5.4
"797","2010-03-03",5.49
"798","2010-03-04",5.46
"799","2010-03-05",5.55
"800","2010-03-08",5.59
"801","2010-03-09",5.6
"802","2010-03-10",5.38
"803","2010-03-11",5.33
"804","2010-03-12",5.3
"805","2010-03-15",5.32
"806","2010-03-16",5.3
"807","2010-03-17",5.36
"808","2010-03-18",5.43
"809","2010-03-19",5.24
"810","2010-03-22",5.3
"811","2010-03-23",5.43
"812","2010-03-24",5.18
"813","2010-03-25",5.09
"814","2010-03-26",5.22
"815","2010-03-29",5.2
"816","2010-03-30",5.18
"817","2010-03-31",5.11
"818","2010-04-01",5.12
"819","2010-04-05",5.29
"820","2010-04-06",5.13
"821","2010-04-07",5.1
"822","2010-04-08",5.08
"823","2010-04-09",5.06
"824","2010-04-12",5
"825","2010-04-13",5
"826","2010-04-14",5.18
"827","2010-04-15",5.26
"828","2010-04-16",4.97
"829","2010-04-19",4.97
"830","2010-04-20",4.89
"831","2010-04-21",5.08
"832","2010-04-22",4.97
"833","2010-04-23",5.31
"834","2010-04-26",5.36
"835","2010-04-27",5.38
"836","2010-04-28",5.37
"837","2010-04-29",5.41
"838","2010-04-30",5.26
"839","2010-05-03",5.44
"840","2010-05-04",5.13
"841","2010-05-05",5.02
"842","2010-05-06",4.99
"843","2010-05-07",4.8
"844","2010-05-10",4.9
"845","2010-05-11",4.89
"846","2010-05-12",5.27
"847","2010-05-13",5.26
"848","2010-05-14",5.15
"849","2010-05-17",5.28
"850","2010-05-18",5.17
"851","2010-05-19",5.2
"852","2010-05-20",4.9
"853","2010-05-21",4.88
"854","2010-05-24",4.84
"855","2010-05-25",4.77
"856","2010-05-26",4.78
"857","2010-05-27",5.11
"858","2010-05-28",5.07
"859","2010-06-01",4.71
"860","2010-06-02",4.97
"861","2010-06-03",5.05
"862","2010-06-04",4.72
"863","2010-06-07",4.52
"864","2010-06-08",4.48
"865","2010-06-09",4.55
"866","2010-06-10",4.87
"867","2010-06-11",4.97
"868","2010-06-14",4.7
"869","2010-06-15",4.89
"870","2010-06-16",4.82
"871","2010-06-17",4.79
"872","2010-06-18",4.8
"873","2010-06-21",4.64
"874","2010-06-22",4.57
"875","2010-06-23",4.47
"876","2010-06-24",4.31
"877","2010-06-25",4.06
"878","2010-06-28",4.02
"879","2010-06-29",3.86
"880","2010-06-30",3.85
"881","2010-07-01",3.8
"882","2010-07-02",3.92
"883","2010-07-06",3.93
"884","2010-07-07",4.04
"885","2010-07-08",3.95
"886","2010-07-09",4.25
"887","2010-07-12",4.2
"888","2010-07-13",4.66
"889","2010-07-14",4.58
"890","2010-07-15",4.47
"891","2010-07-16",4.15
"892","2010-07-19",4.26
"893","2010-07-20",4.65
"894","2010-07-21",4.41
"895","2010-07-22",4.7
"896","2010-07-23",4.85
"897","2010-07-26",4.81
"898","2010-07-27",4.77
"899","2010-07-28",4.66
"900","2010-07-29",4.69
"901","2010-07-30",4.66
"902","2010-08-02",4.7
"903","2010-08-03",4.63
"904","2010-08-04",4.73
"905","2010-08-05",4.58
"906","2010-08-06",5.15
"907","2010-08-09",4.96
"908","2010-08-10",4.55
"909","2010-08-11",4.36
"910","2010-08-12",4.31
"911","2010-08-13",4.16
"912","2010-08-16",4.3
"913","2010-08-17",4.48
"914","2010-08-18",4.35
"915","2010-08-19",4.05
"916","2010-08-20",4.01
"917","2010-08-23",3.91
"918","2010-08-24",3.94
"919","2010-08-25",4.04
"920","2010-08-26",4.01
"921","2010-08-27",4.19
"922","2010-08-30",3.95
"923","2010-08-31",4.01
"924","2010-09-01",4.19
"925","2010-09-02",4.06
"926","2010-09-03",4.13
"927","2010-09-07",4.06
"928","2010-09-08",4.06
"929","2010-09-09",4.06
"930","2010-09-10",4.12
"931","2010-09-13",4.41
"932","2010-09-14",4.41
"933","2010-09-15",4.41
"934","2010-09-16",4.66
"935","2010-09-17",4.69
"936","2010-09-20",5.05
"937","2010-09-21",4.95
"938","2010-09-22",4.76
"939","2010-09-23",4.75
"940","2010-09-24",5.2
"941","2010-09-27",5.18
"942","2010-09-28",5.38
"943","2010-09-29",5.55
"944","2010-09-30",5.45
"945","2010-10-01",5.33
"946","2010-10-04",5.15
"947","2010-10-05",5.46
"948","2010-10-06",5.48
"949","2010-10-07",5.33
"950","2010-10-08",5.62
"951","2010-10-11",5.48
"952","2010-10-12",5.52
"953","2010-10-13",5.9
"954","2010-10-14",6.01
"955","2010-10-15",6.27
"956","2010-10-18",6.82
"957","2010-10-19",6.58
"958","2010-10-20",6.64
"959","2010-10-21",6.41
"960","2010-10-22",6.53
"961","2010-10-25",6.5
"962","2010-10-26",6.46
"963","2010-10-27",6.35
"964","2010-10-28",6.29
"965","2010-10-29",6.42
"966","2010-11-01",6.07
"967","2010-11-02",6.4
"968","2010-11-03",6.3
"969","2010-11-04",6.77
"970","2010-11-05",6.83
"971","2010-11-08",6.61
"972","2010-11-09",6.74
"973","2010-11-10",6.68
"974","2010-11-11",6.55
"975","2010-11-12",6.52
"976","2010-11-15",6.81
"977","2010-11-16",7.1
"978","2010-11-17",6.94
"979","2010-11-18",6.69
"980","2010-11-19",6.98
"981","2010-11-22",6.94
"982","2010-11-23",7.02
"983","2010-11-24",7.31
"984","2010-11-26",7.23
"985","2010-11-29",7.11
"986","2010-11-30",7.22
"987","2010-12-01",7.5
"988","2010-12-02",7.49
"989","2010-12-03",7.92
"990","2010-12-06",7.98
"991","2010-12-07",8.2
"992","2010-12-08",8.32
"993","2010-12-09",8.37
"994","2010-12-10",8.93
"995","2010-12-13",8.89
"996","2010-12-14",8.56
"997","2010-12-15",8.78
"998","2010-12-16",8.84
"999","2010-12-17",8.82
"1000","2010-12-20",8.77
